doc_id,cell_id,assay_cell_type,tid,assay_tax_id,assay_category,src_assay_id,bao_format,assay_type,tissue_id,chembl_id,variant_id,assay_subcellular_fraction,curated_by,assay_tissue,src_id,confidence_score,assay_strain,assay_organism,relationship_type,assay_test_type,assay_id,description
17430,163.0,143B,80001,9606.0,,,BAO_0000219,F,,CHEMBL615127,,,Intermediate,,1,1,,Homo sapiens,N,,11,In vitro cell cytotoxicity against 143B-LTK cell lines expressed in HSV-1 TK
17774,163.0,143B,80001,9606.0,,,BAO_0000219,F,,CHEMBL615128,,,Expert,,1,1,,Homo sapiens,N,,12,In vitro cell cytotoxicity was determined against 143B-LTK cell line
11324,,,50185,1280.0,,,BAO_0000218,F,,CHEMBL857900,,,Intermediate,,1,1,,Staphylococcus aureus,N,,13,"The compound was tested for minimum inhibitory concentration in Staphylococcus aureus,147N penicillin sensitive Staphylococcus aureus"
11324,,,50185,1280.0,,,BAO_0000218,F,,CHEMBL615129,,,Intermediate,,1,1,,Staphylococcus aureus,N,,14,"The compound was tested for minimum inhibitory concentration in Staphylococcus aureus,147N penicillin sensitive Staphylococcus aureus"
11324,,,50185,1280.0,,,BAO_0000218,F,,CHEMBL615130,,,Intermediate,,1,1,,Staphylococcus aureus,N,,15,"The compound was tested for minimum inhibitory concentration in Staphylococcus aureus,147N penicillin sensitive Staphylococcus aureus"
11324,,,50185,1280.0,,,BAO_0000218,F,,CHEMBL615131,,,Intermediate,,1,1,,Staphylococcus aureus,N,,16,"The compound was tested for minimum inhibitory concentration in Staphylococcus aureus,147N penicillin sensitive Staphylococcus aureus"
11347,,,100122,10116.0,,,BAO_0000357,A,,CHEMBL884521,,,Expert,,1,9,,Rattus norvegicus,D,,17,Inhibition of cytochrome P450 progesterone 15-alpha hydroxylase
16474,,,12054,,,,BAO_0000357,B,,CHEMBL615132,,,Autocuration,,1,8,,,H,,18,Concentration that cause 50% activation of human reticulocyte 15-lipoxygenase (15-HLO)
10091,,,12054,,,,BAO_0000019,B,,CHEMBL615133,,,Autocuration,,1,8,,,H,,19,Inhibition of partially purified 15-lipoxygenase from human leukocytes
16474,,,12054,,,,BAO_0000357,B,,CHEMBL615134,,,Autocuration,,1,8,,,H,,20,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO)
16474,,,12054,,,,BAO_0000357,B,,CHEMBL615135,,,Autocuration,,1,8,,,H,,21,Compound was evaluated for the percent increase in activation concentration of human reticulocyte 15-lipoxygenase (15-HLO)
16474,,,12054,,,,BAO_0000357,B,,CHEMBL615136,,,Autocuration,,1,8,,,H,,22,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO)
16474,,,12054,,,,BAO_0000357,B,,CHEMBL615137,,,Autocuration,,1,8,,,H,,23,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO); NI is no inhibition
16474,,,12054,,,,BAO_0000357,B,,CHEMBL615138,,,Autocuration,,1,8,,,H,,24,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO); NI is no inhibition
14352,,,22226,,,,BAO_0000219,B,,CHEMBL836324,,,Autocuration,,1,0,,,U,,25,"Inhibitory concentration against 15-lipoxygenase, by inhibiting 15-HETE production by human umbilical vein endothelial cells (HUVEC) stimulated by calcium ionophore A 23187 at concentration of 10e-5 M."
5646,,,12054,9986.0,,,BAO_0000357,B,,CHEMBL615139,,,Autocuration,,1,8,,Oryctolagus cuniculus,H,,26,In vitro inhibitory activity of compound on rabbit reticulocyte 15-lipoxygenase
5646,,,12054,9986.0,,,BAO_0000357,B,,CHEMBL615140,,,Autocuration,,1,8,,Oryctolagus cuniculus,H,,27,Inhibition of rabbit reticulocyte 15-lipoxygenase by compound (30 uM)
10997,,,12426,,,,BAO_0000219,B,,CHEMBL615141,,,Autocuration,,1,8,,,H,,28,Inhibitory activity against 15-lipoxygenase in rat polymorphonuclear leukocytes
6309,,,12054,3847.0,,,BAO_0000357,B,,CHEMBL615142,,,Autocuration,,1,8,,soya bean,H,,29,Inhibitory activity against 15-lipoxygenase was determined obtained from soya bean
167,,,12054,3847.0,,,BAO_0000357,B,,CHEMBL615143,,,Autocuration,,1,8,,Glycine max,H,,30,Inhibitory activity against soybean 15-lipoxygenase was evaluated
167,,,12054,3847.0,,,BAO_0000357,B,,CHEMBL615144,,,Autocuration,,1,8,,Glycine max,H,,31,Inhibitory activity against soybean 15-lipoxygenase was evaluated at 100 uM
11087,,,12054,3847.0,,,BAO_0000357,B,,CHEMBL872867,,,Autocuration,,1,8,,Glycine max,H,,32,The compound was tested for the in vitro inhibition of 15-lipoxygenase of soybean at a concentration of 10 uM
11087,,,12054,3847.0,,,BAO_0000357,B,,CHEMBL615145,,,Autocuration,,1,8,,Glycine max,H,,33,The compound was tested for the in vitro inhibition of 15-lipoxygenase of soybean at a concentration of 100 uM
13622,,,12054,3847.0,,,BAO_0000357,B,,CHEMBL615146,,,Autocuration,,1,8,,Glycine max,H,,34,Compound was tested in vitro for inhibition of 15-lipoxygenase soybean
13622,,,12054,3847.0,,,BAO_0000357,B,,CHEMBL615147,,,Autocuration,,1,8,,Glycine max,H,,35,Compound at 100 uM was tested in vitro for inhibition of 15-lipoxygenase soybean
11347,,,22226,10116.0,,,BAO_0000019,A,,CHEMBL615148,,,Autocuration,,1,0,,Rattus norvegicus,U,,36,Inhibition of cytochrome P450 progesterone 16-alpha hydroxylase
5926,,,22226,562.0,,,BAO_0000019,B,,CHEMBL615149,,,Autocuration,,1,0,,Escherichia coli,U,,37,Binding affinity against bacterial 16S rRNA using mass spectrometry based assay
4567,,,22226,,,,BAO_0000019,B,,CHEMBL615150,,,Autocuration,,1,0,,,U,,38,Dissociation constant with dimeric 16S rRNA RNA construct B
3782,,,22222,,,,BAO_0000225,B,,CHEMBL615151,,,Intermediate,,1,3,,,M,,39,Dissociation constant towards 16S rRNA construct A
3782,,,22222,,,,BAO_0000225,B,,CHEMBL615152,,,Intermediate,,1,3,,,M,,40,Dissociation constant towards 16S rRNA construct B
4466,,,100263,562.0,,,BAO_0000225,B,,CHEMBL615153,,,Expert,,1,3,,Escherichia coli,M,,41,Binding affinity of aminoglycoside to 16S ribosomal RNA A-site in Escherichia coli
6592,,,100263,562.0,,,BAO_0000225,B,,CHEMBL615154,,,Expert,,1,3,,Escherichia coli,M,,42,Binding affinity for the 16S ribosomal RNA A-site of Escherichia coli
898,,,13053,,,,BAO_0000019,B,,CHEMBL615155,,,Autocuration,,1,8,,,H,,43,Inhibitory activity against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2)
898,,,13053,,,,BAO_0000019,B,,CHEMBL615156,,,Autocuration,,1,8,,,H,,44,Inhibitory constant against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2)
13163,,,20001,9606.0,,,BAO_0000019,B,,CHEMBL615157,,,Autocuration,,1,8,,Homo sapiens,H,,45,The compound was tested at a concentration of 1 uM for inhibitory activity against 17 beta-hydroxysteroid dehydrogenase from human placental microsomes
13163,,,20001,9606.0,,,BAO_0000019,B,,CHEMBL615158,,,Autocuration,,1,8,,Homo sapiens,H,,46,The compound was tested at a concentration of 1 uM for inhibitory activity against 17 beta-hydroxysteroid dehydrogenase from human placental microsomes
10691,,,12971,10116.0,,,BAO_0000019,B,,CHEMBL615159,,,Expert,,1,9,,Rattus norvegicus,D,,47,"Inhibition of 17-alpha-hydroxylase/17,20 lyase from rat testes microsomal preparation"
10691,,,12971,10116.0,,,BAO_0000019,B,,CHEMBL615172,,,Expert,,1,9,,Rattus norvegicus,D,,48,"Inhibition of 17-alpha-hydroxylase/17,20 lyase from rat testes microsomal preparation"
10691,,,12971,10116.0,,,BAO_0000019,B,,CHEMBL615173,,,Expert,,1,9,,Rattus norvegicus,D,,49,"Percent inhibition of 17-alpha-hydroxylase/17,20 lyase of rat testes microsomes at 100 uM"
10691,,,12971,10116.0,,,BAO_0000019,B,,CHEMBL615174,,,Expert,,1,9,,Rattus norvegicus,D,,50,"Percent inhibition of Steroid 17-alpha-hydroxylase/17,20 lyase of rat testes microsomes at 100 uM"
898,,,13053,,,,BAO_0000019,B,,CHEMBL884518,,,Autocuration,,1,8,,,H,,51,Inhibitory activity against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2)
912,,,11512,,,,BAO_0000357,B,,CHEMBL615175,,,Autocuration,,1,8,,,H,,52,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1)
912,,,11512,,,,BAO_0000357,B,,CHEMBL615176,,,Autocuration,,1,8,,,H,,53,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 1 uM concentration
912,,,11512,,,,BAO_0000357,B,,CHEMBL615177,,,Autocuration,,1,8,,,H,,54,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 10 uM concentration
15103,,,104740,10116.0,,,BAO_0000249,B,,CHEMBL615178,,Membranes,Autocuration,,1,5,,Rattus norvegicus,D,,55,Selectivity ratio of binding affinity towards mu to delta receptors of rat brain membranes
5116,506.0,1A9,80002,9606.0,,,BAO_0000219,F,,CHEMBL615179,,,Intermediate,,1,1,,Homo sapiens,N,,56,Cytotoxicity against ovarian cancer cell line (1A-9) of humans was determined
14578,,Oocytes,104835,10116.0,,,BAO_0000219,F,,CHEMBL615180,,,Autocuration,,1,7,,Rattus norvegicus,D,,57,Functional antagonism by electrical assays in Xenopus oocytes expressing 1A/2A NMDA receptor subtype
14578,,Oocytes,104821,10116.0,,,BAO_0000219,F,,CHEMBL615181,,,Autocuration,,1,7,,Rattus norvegicus,D,,58,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2B NMDA receptor
14578,,Oocytes,104848,10116.0,,,BAO_0000219,F,,CHEMBL615182,,,Autocuration,,1,7,,Rattus norvegicus,D,,59,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2C NMDA receptor
4787,506.0,1A9,80002,9606.0,,,BAO_0000219,F,,CHEMBL615183,,,Expert,,1,1,,Homo sapiens,N,,60,In vitro effective concentration required to reduce the number of human ovarian cancer (1A9) after 3-day incubation
4787,506.0,1A9,80002,9606.0,,,BAO_0000219,F,,CHEMBL615184,,,Intermediate,,1,1,,Homo sapiens,N,,61,In vitro effective concentration required to reduce the number of human ovarian cancer cells (1A9) after 3-day incubation
3547,506.0,1A9,80002,9606.0,,,BAO_0000219,F,,CHEMBL615185,,,Intermediate,,1,1,,Homo sapiens,N,,62,Cytotoxic activity against human ovarian cancer (1A9) cell line
3547,506.0,1A9,80002,9606.0,,,BAO_0000219,F,,CHEMBL615186,,,Intermediate,,1,1,,Homo sapiens,N,,63,Cytotoxic activity against human ovarian cancer (1A9) cell line; ND=Not determined
6726,506.0,1A9,80002,9606.0,,,BAO_0000219,F,,CHEMBL615187,,,Intermediate,,1,1,,Homo sapiens,N,,64,Effective dose of compound against replication of 1A9 cell line was evaluated
3455,506.0,1A9,80002,9606.0,,,BAO_0000219,F,,CHEMBL885343,,,Expert,,1,1,,Homo sapiens,N,,65,In vitro cytotoxic activity was determined against ovarian cancer (1A9) cell line
5726,506.0,1A9,80002,9606.0,,,BAO_0000219,F,,CHEMBL615188,,,Intermediate,,1,1,,Homo sapiens,N,,66,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line)
5726,506.0,1A9,80002,9606.0,,,BAO_0000219,F,,CHEMBL615189,,,Intermediate,,1,1,,Homo sapiens,N,,67,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line); NA is not active
5726,506.0,1A9,80002,9606.0,,,BAO_0000219,F,,CHEMBL615190,,,Intermediate,,1,1,,Homo sapiens,N,,68,In vitro percent inhibition evaluated against human ovarian cancer (1A9 cell line) at >20 ug/mL
3395,506.0,1A9,80002,9606.0,,,BAO_0000219,F,,CHEMBL615191,,,Intermediate,,1,1,,Homo sapiens,N,,69,Inhibitory activity against Taxol resistant 1A9 cell lines
3415,506.0,1A9,80002,9606.0,,,BAO_0000219,F,,CHEMBL615192,,,Expert,,1,1,,Homo sapiens,N,,70,Cytotoxicity against human ovarian cancer (1A9) cell lines.
3415,506.0,1A9,80002,9606.0,,,BAO_0000219,F,,CHEMBL827083,,,Expert,,1,1,,Homo sapiens,N,,71,Percentage inhibition of human ovarian cancer (1A9) cell lines.
17099,506.0,1A9,80002,9606.0,,,BAO_0000219,F,,CHEMBL615193,,,Expert,,1,1,,Homo sapiens,N,,72,Effective dose required for inhibitory activity against 1A9 human tumor cell line.
17099,506.0,1A9,80002,9606.0,,,BAO_0000219,F,,CHEMBL615194,,,Intermediate,,1,1,,Homo sapiens,N,,73,Percent inhibition against 1A9 human tumor cell line at 0.10 ug/mL
17099,506.0,1A9,80002,9606.0,,,BAO_0000219,F,,CHEMBL615195,,,Intermediate,,1,1,,Homo sapiens,N,,74,Percent inhibition against 1A9 human tumor cell line at <0.00008 ug/mL
17099,506.0,1A9,80002,9606.0,,,BAO_0000219,F,,CHEMBL615196,,,Intermediate,,1,1,,Homo sapiens,N,,75,Percent inhibition against 1A9 human tumor cell line at >10 ug/mL
17721,503.0,Jurkat,81072,9606.0,,,BAO_0000219,F,,CHEMBL615197,,,Intermediate,,1,1,,Homo sapiens,N,,76,Inhibitory concentration against Jurkat cells
1229,,,22226,,,,BAO_0000019,F,,CHEMBL615198,,,Intermediate,,1,0,,,U,,77,In vitro anticancer activity against 2 NCI SCLC cell lines; inactive
11347,,,100121,10116.0,,,BAO_0000357,A,,CHEMBL615199,,,Expert,,1,9,,Rattus norvegicus,D,,78,Inhibition of cytochrome P450 progesterone 2-alpha-hydroxylase
17117,,,11231,,,,BAO_0000357,B,,CHEMBL615200,,,Expert,,1,8,,,H,,79,"In vitro inhibition of human 2,3-oxidosqualene cyclase."
17117,,,11231,,,,BAO_0000357,B,,CHEMBL615201,,,Expert,,1,8,,,H,,80,"In vitro inhibition of human 2,3-oxidosqualene cyclase."
17117,,,11231,,,,BAO_0000357,B,,CHEMBL615202,,,Expert,,1,8,,,H,,81,"In vitro inhibition of human 2,3-oxidosqualene cyclase at 100 nM."
11375,,,11231,5476.0,,,BAO_0000251,B,,CHEMBL615203,,Microsomes,Autocuration,,1,8,,Candida albicans,H,,82,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Candida albicans microsomes"
11375,,,11231,5476.0,,,BAO_0000251,B,,CHEMBL615204,,Microsomes,Autocuration,,1,8,,Candida albicans,H,,83,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Candida albicans microsomes"
11375,,,11231,4932.0,,,BAO_0000251,B,,CHEMBL615205,,Microsomes,Autocuration,,1,8,,Saccharomyces cerevisiae,H,,84,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Saccharomyces cerevisiae microsomes"
11375,,,11231,4932.0,,,BAO_0000251,B,,CHEMBL615206,,Microsomes,Autocuration,,1,8,,Saccharomyces cerevisiae,H,,85,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Saccharomyces cerevisiae microsomes"
11375,,,12083,9823.0,,,BAO_0000251,B,2107.0,CHEMBL615207,,Microsomes,Autocuration,Liver,1,8,,Sus scrofa,H,,86,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in pig liver microsomes"
791,,,11231,10116.0,,,BAO_0000019,B,,CHEMBL827084,,,Autocuration,,1,8,,Rattus norvegicus,H,,87,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase"
791,,,11231,10116.0,,,BAO_0000019,B,,CHEMBL615208,,,Autocuration,,1,8,,Rattus norvegicus,H,,88,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase (OSC)"
791,,,11231,10116.0,,,BAO_0000019,B,,CHEMBL615209,,,Autocuration,,1,8,,Rattus norvegicus,H,,89,"Evaluated for its activity to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase, activity expressed as Ki"
11375,,,12083,10116.0,,,BAO_0000251,B,2107.0,CHEMBL615210,,Microsomes,Autocuration,Liver,1,9,,Rattus norvegicus,D,,90,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in rat liver microsomes"
11375,,,12083,10116.0,,,BAO_0000251,B,2107.0,CHEMBL615211,,Microsomes,Autocuration,Liver,1,9,,Rattus norvegicus,D,,91,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes"
153,,,12083,10116.0,,,BAO_0000251,B,2107.0,CHEMBL615212,,Microsomes,Autocuration,Liver,1,9,,Rattus norvegicus,D,,92,"Compound was evaluated for inhibitory activity against 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes"
8269,,,11377,,,,BAO_0000357,B,,CHEMBL615213,,,Expert,,1,8,,,H,,93,Molar concentration needed to give 50% prevention of 2-5A (Adenosine dependent endoribonuclease)
8269,,,11377,,,,BAO_0000357,B,,CHEMBL615273,,,Expert,,1,8,,,H,,94,Molar concentration required to displace 50% of the radiolabeled probe from 2-5A (Adenosine dependent endoribonuclease) in endonuclease-nitrocellulose complex
17653,726.0,HepG2,81020,9606.0,,,BAO_0000219,F,,CHEMBL615274,,,Expert,,1,1,,Homo sapiens,N,,95,In vitro cytotoxic concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line
14277,726.0,HepG2,81020,9606.0,,,BAO_0000219,F,,CHEMBL615275,,,Intermediate,,1,1,,Homo sapiens,N,,96,50% Effective concentration of compound required for inhibiting intracellular viral replicative intermediate DNA in HBV-transfected 2.2.15 cell line.
1717,726.0,HepG2,81020,9606.0,,,BAO_0000219,F,,CHEMBL615276,,,Intermediate,,1,1,,Homo sapiens,N,,97,Antiviral activity against Hepatitis B virus in 2.2.15 cell line
14091,726.0,HepG2,81020,9606.0,,,BAO_0000219,F,,CHEMBL615277,,,Intermediate,,1,1,,Homo sapiens,N,,98,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells
14091,726.0,HepG2,81020,9606.0,,,BAO_0000219,F,,CHEMBL615326,,,Intermediate,,1,1,,Homo sapiens,N,,99,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells; Not determined
17653,,,50606,10407.0,,,BAO_0000218,F,,CHEMBL883130,,,Expert,,1,1,,Hepatitis B virus,N,,100,In vitro effective concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line
13105,726.0,HepG2,81020,9606.0,,,BAO_0000219,F,,CHEMBL884519,,,Intermediate,,1,1,,Homo sapiens,N,,101,Ability to inhibit the episomal HBV-DNA in 2.2.15 cells.
1717,726.0,HepG2,81020,9606.0,,,BAO_0000219,F,,CHEMBL615327,,,Intermediate,,1,1,,Homo sapiens,N,,102,Concentration required to inhibit 50% of 2.2.15 cell line
13105,726.0,HepG2,81020,9606.0,,,BAO_0000219,A,,CHEMBL615328,,,Intermediate,,1,1,,Homo sapiens,N,,103,Anti viral activity against 2.2.15 cells (concentration required to reduce the log phase cell growth by 50%).
13600,,2.2.15,50587,9606.0,,,BAO_0000218,F,,CHEMBL615329,,,Intermediate,,1,1,,Homo sapiens,N,,104,Cytotoxic activity of compound against uninfected 2.2.15 cells.
13467,,2.2.15,50587,9606.0,,,BAO_0000218,F,,CHEMBL615330,,,Intermediate,,1,1,,Homo sapiens,N,,105,Anti hepatitis-B virus activity was evaluated in 2.2.15 cells.
17477,,2.2.15,50606,10407.0,,,BAO_0000218,F,,CHEMBL615331,,,Expert,,1,1,,Hepatitis B virus,N,,106,"Inhibition of the replication of HBV in 2.2.15 cells, by DNA hybridization assay"
1593,,2.2.15,50587,9606.0,,,BAO_0000218,F,,CHEMBL615332,,,Intermediate,,1,1,,Homo sapiens,N,,107,In vitro anti-HBV activity in 2.2.15 cells
1593,,2.2.15,50587,9606.0,,,BAO_0000218,F,,CHEMBL615333,,,Intermediate,,1,1,,Homo sapiens,N,,108,In vitro anti-HBV activity in 2.2.15 cells; Not determined
15089,,2.2.15,50587,9606.0,,,BAO_0000218,F,,CHEMBL615334,,,Intermediate,,1,1,,Homo sapiens,N,,109,The compound was tested in vitro for the anti-HBV activity against 2.2.15 cells
15089,,2.2.15,50587,9606.0,,,BAO_0000218,F,,CHEMBL615335,,,Intermediate,,1,1,,Homo sapiens,N,,110,The compound was tested in vitro for the anti-HBV activity in 2.2.15 cells
1593,,2.2.15,50587,9606.0,,,BAO_0000218,F,,CHEMBL615336,,,Intermediate,,1,1,,Homo sapiens,N,,111,Cytotoxicity in 2.2.15 cells
1593,,2.2.15,50587,9606.0,,,BAO_0000218,F,,CHEMBL615337,,,Intermediate,,1,1,,Homo sapiens,N,,112,Cytotoxicity in 2.2.15 cells; Not determined
13600,,2.2.15,50587,9606.0,,,BAO_0000218,F,,CHEMBL615338,,,Intermediate,,1,1,,Homo sapiens,N,,113,Inhibitory activity of compound against hepatitis B virus (HBV) in growing cultures of 2.2.15 cells
13467,,2.2.15,50587,9606.0,,,BAO_0000218,F,,CHEMBL615339,,,Intermediate,,1,1,,Homo sapiens,N,,114,The growth inhibition activity for the compound was evaluated in 2.2.15 cells.
13467,,2.2.15,50587,9606.0,,,BAO_0000218,F,,CHEMBL615340,,,Intermediate,,1,1,,Homo sapiens,N,,115,Selectivity index was determined from the ratio of IC50 to the EC50 values evaluated in 2.2.15 cells.
14764,726.0,HepG2,81020,9606.0,,,BAO_0000219,F,,CHEMBL615341,,,Intermediate,,1,1,,Homo sapiens,N,,116,Antiviral activity against HBV was determined in 2.215 cell line
6531,,,22226,9606.0,,,BAO_0000251,B,,CHEMBL615342,,Microsomes,Autocuration,,1,0,,Homo sapiens,U,,117,Inhibition of 20-HETE synthesis in human renal microsomes
17322,,,22226,,,,BAO_0000019,B,,CHEMBL615343,,,Autocuration,,1,0,,,U,,118,Inhibitory activity against 20-HETE production from arachidonic acid using human renal microsome 20-HETE synthase.
17072,388.0,2008,80612,9606.0,,,BAO_0000219,F,,CHEMBL615344,,,Intermediate,,1,1,,Homo sapiens,N,,119,Inhibitory concentration against 2008 (ovarian) cells
16936,388.0,2008,80612,9606.0,,,BAO_0000219,F,,CHEMBL615345,,,Intermediate,,1,1,,Homo sapiens,N,,120,50% Growth inhibitory concentration( GI 50 ) by using 2008 human ovarian carcinoma cell lines.
16936,388.0,2008,80612,9606.0,,,BAO_0000219,F,,CHEMBL615346,,,Intermediate,,1,1,,Homo sapiens,N,,121,Compound was tested for 50% growth inhibitory concentration by using human ovarian carcinoma cell lines (2008)
17146,388.0,2008,80612,9606.0,,,BAO_0000219,F,,CHEMBL615347,,,Intermediate,,1,1,,Homo sapiens,N,,122,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells
17146,388.0,2008,80612,9606.0,,,BAO_0000219,F,,CHEMBL615348,,,Intermediate,,1,1,,Homo sapiens,N,,123,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells; not detected
10797,561.0,2008/R,80613,9606.0,,,BAO_0000219,F,,CHEMBL827085,,,Intermediate,,1,1,,Homo sapiens,N,,124,In vitro inhibition of 2008/R ovarian cancer cell line
10797,561.0,2008/R,80613,9606.0,,,BAO_0000219,F,,CHEMBL615349,,,Intermediate,,1,1,,Homo sapiens,N,,125,In vitro inhibition of 2008/R ovarian cancer cell line; NA= Not achievable
10797,389.0,2008/S,80614,9606.0,,,BAO_0000219,F,,CHEMBL615350,,,Intermediate,,1,1,,Homo sapiens,N,,126,In vitro inhibition of 2008/S ovarian cancer cell line
10797,389.0,2008/S,80614,9606.0,,,BAO_0000219,F,,CHEMBL615351,,,Intermediate,,1,1,,Homo sapiens,N,,127,In vitro inhibition of 2008/S ovarian cancer cell line; NA= Not achievable
4823,,,100256,9606.0,,,BAO_0000220,B,,CHEMBL615352,,,Expert,,1,2,,Homo sapiens,S,,128,Tested in vitro for inhibition of chymotrypsin like activity of purified human 20S proteasome
12912,,,100256,9606.0,,,BAO_0000220,B,,CHEMBL615353,,,Intermediate,,1,2,,Homo sapiens,S,,129,Compound was evaluated for inhibitory activity against 20S proteasome from human liver and brain
2957,,,100256,,,,BAO_0000220,B,,CHEMBL615354,,,Expert,,1,2,,,S,,130,Inhibition of chymotrypsin-like activity of 20S proteasome
2957,,,100256,,,,BAO_0000220,B,,CHEMBL615355,,,Expert,,1,2,,,S,,131,Inhibition of chymotrypsin-like activity of 20S proteasome; value ranges from 10-20 uM
3260,,,100256,,,,BAO_0000220,B,,CHEMBL615356,,,Intermediate,,1,2,,,S,,132,Inhibitory activity against 20S proteosome
3451,,,22226,9606.0,,,BAO_0000019,B,,CHEMBL615357,,,Autocuration,,1,0,,Homo sapiens,U,,133,Compound was tested for inhibitory activity against tryptase
13885,726.0,HepG2,81020,9606.0,,,BAO_0000219,F,,CHEMBL615358,,,Intermediate,,1,1,,Homo sapiens,N,,134,Concentration required to inhibit 50% of extracellular circular replication of HBV DNA using 2215 cell line
13885,726.0,HepG2,81020,9606.0,,,BAO_0000219,F,,CHEMBL827086,,,Intermediate,,1,1,,Homo sapiens,N,,135,Concentration required to inhibit 50% of intracellular circular replication of HBV DNA using 2215 cell line
3676,,,22226,,,,BAO_0000019,B,,CHEMBL615359,,,Autocuration,,1,0,,,U,,136,Compound was tested for the inhibition of Alpha-glucosidase
6043,,,235,,,,BAO_0000357,B,,CHEMBL615360,,,Autocuration,,1,8,,,H,,137,Inhibitory concentration against human neutrophil elastase (HNE)
