assay_test_type,bao_format,assay_tissue,assay_category,assay_id,src_id,src_assay_id,assay_subcellular_fraction,description,tid,assay_type,cell_id,chembl_id,assay_cell_type,doc_id,assay_tax_id,curated_by,assay_strain,variant_id,confidence_score,relationship_type,assay_organism,tissue_id
,BAO_0000218,,,13,1,,,"The compound was tested for minimum inhibitory concentration in Staphylococcus aureus,147N penicillin sensitive Staphylococcus aureus",50185,F,,CHEMBL857900,,11324,1280.0,Intermediate,,,1,N,Staphylococcus aureus,
,BAO_0000218,,,14,1,,,"The compound was tested for minimum inhibitory concentration in Staphylococcus aureus,147N penicillin sensitive Staphylococcus aureus",50185,F,,CHEMBL615129,,11324,1280.0,Intermediate,,,1,N,Staphylococcus aureus,
,BAO_0000218,,,15,1,,,"The compound was tested for minimum inhibitory concentration in Staphylococcus aureus,147N penicillin sensitive Staphylococcus aureus",50185,F,,CHEMBL615130,,11324,1280.0,Intermediate,,,1,N,Staphylococcus aureus,
,BAO_0000218,,,16,1,,,"The compound was tested for minimum inhibitory concentration in Staphylococcus aureus,147N penicillin sensitive Staphylococcus aureus",50185,F,,CHEMBL615131,,11324,1280.0,Intermediate,,,1,N,Staphylococcus aureus,
,BAO_0000357,,,17,1,,,Inhibition of cytochrome P450 progesterone 15-alpha hydroxylase,100122,A,,CHEMBL884521,,11347,10116.0,Expert,,,9,D,Rattus norvegicus,
,BAO_0000357,,,18,1,,,Concentration that cause 50% activation of human reticulocyte 15-lipoxygenase (15-HLO),12054,B,,CHEMBL615132,,16474,,Autocuration,,,8,H,,
,BAO_0000019,,,19,1,,,Inhibition of partially purified 15-lipoxygenase from human leukocytes,12054,B,,CHEMBL615133,,10091,,Autocuration,,,8,H,,
,BAO_0000357,,,20,1,,,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO),12054,B,,CHEMBL615134,,16474,,Autocuration,,,8,H,,
,BAO_0000357,,,21,1,,,Compound was evaluated for the percent increase in activation concentration of human reticulocyte 15-lipoxygenase (15-HLO),12054,B,,CHEMBL615135,,16474,,Autocuration,,,8,H,,
,BAO_0000357,,,22,1,,,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO),12054,B,,CHEMBL615136,,16474,,Autocuration,,,8,H,,
,BAO_0000357,,,23,1,,,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO); NI is no inhibition,12054,B,,CHEMBL615137,,16474,,Autocuration,,,8,H,,
,BAO_0000357,,,24,1,,,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO); NI is no inhibition,12054,B,,CHEMBL615138,,16474,,Autocuration,,,8,H,,
,BAO_0000219,,,25,1,,,"Inhibitory concentration against 15-lipoxygenase, by inhibiting 15-HETE production by human umbilical vein endothelial cells (HUVEC) stimulated by calcium ionophore A 23187 at concentration of 10e-5 M.",22226,B,,CHEMBL836324,,14352,,Autocuration,,,0,U,,
,BAO_0000357,,,26,1,,,In vitro inhibitory activity of compound on rabbit reticulocyte 15-lipoxygenase,12054,B,,CHEMBL615139,,5646,9986.0,Autocuration,,,8,H,Oryctolagus cuniculus,
,BAO_0000357,,,27,1,,,Inhibition of rabbit reticulocyte 15-lipoxygenase by compound (30 uM),12054,B,,CHEMBL615140,,5646,9986.0,Autocuration,,,8,H,Oryctolagus cuniculus,
,BAO_0000219,,,28,1,,,Inhibitory activity against 15-lipoxygenase in rat polymorphonuclear leukocytes,12426,B,,CHEMBL615141,,10997,,Autocuration,,,8,H,,
,BAO_0000357,,,29,1,,,Inhibitory activity against 15-lipoxygenase was determined obtained from soya bean,12054,B,,CHEMBL615142,,6309,3847.0,Autocuration,,,8,H,soya bean,
,BAO_0000357,,,30,1,,,Inhibitory activity against soybean 15-lipoxygenase was evaluated,12054,B,,CHEMBL615143,,167,3847.0,Autocuration,,,8,H,Glycine max,
,BAO_0000357,,,31,1,,,Inhibitory activity against soybean 15-lipoxygenase was evaluated at 100 uM,12054,B,,CHEMBL615144,,167,3847.0,Autocuration,,,8,H,Glycine max,
,BAO_0000357,,,32,1,,,The compound was tested for the in vitro inhibition of 15-lipoxygenase of soybean at a concentration of 10 uM,12054,B,,CHEMBL872867,,11087,3847.0,Autocuration,,,8,H,Glycine max,
,BAO_0000357,,,33,1,,,The compound was tested for the in vitro inhibition of 15-lipoxygenase of soybean at a concentration of 100 uM,12054,B,,CHEMBL615145,,11087,3847.0,Autocuration,,,8,H,Glycine max,
,BAO_0000357,,,34,1,,,Compound was tested in vitro for inhibition of 15-lipoxygenase soybean,12054,B,,CHEMBL615146,,13622,3847.0,Autocuration,,,8,H,Glycine max,
,BAO_0000357,,,35,1,,,Compound at 100 uM was tested in vitro for inhibition of 15-lipoxygenase soybean,12054,B,,CHEMBL615147,,13622,3847.0,Autocuration,,,8,H,Glycine max,
,BAO_0000019,,,36,1,,,Inhibition of cytochrome P450 progesterone 16-alpha hydroxylase,22226,A,,CHEMBL615148,,11347,10116.0,Autocuration,,,0,U,Rattus norvegicus,
,BAO_0000019,,,37,1,,,Binding affinity against bacterial 16S rRNA using mass spectrometry based assay,22226,B,,CHEMBL615149,,5926,562.0,Autocuration,,,0,U,Escherichia coli,
,BAO_0000019,,,38,1,,,Dissociation constant with dimeric 16S rRNA RNA construct B,22226,B,,CHEMBL615150,,4567,,Autocuration,,,0,U,,
,BAO_0000225,,,39,1,,,Dissociation constant towards 16S rRNA construct A,22222,B,,CHEMBL615151,,3782,,Intermediate,,,3,M,,
,BAO_0000225,,,40,1,,,Dissociation constant towards 16S rRNA construct B,22222,B,,CHEMBL615152,,3782,,Intermediate,,,3,M,,
,BAO_0000225,,,41,1,,,Binding affinity of aminoglycoside to 16S ribosomal RNA A-site in Escherichia coli,100263,B,,CHEMBL615153,,4466,562.0,Expert,,,3,M,Escherichia coli,
,BAO_0000225,,,42,1,,,Binding affinity for the 16S ribosomal RNA A-site of Escherichia coli,100263,B,,CHEMBL615154,,6592,562.0,Expert,,,3,M,Escherichia coli,
,BAO_0000019,,,43,1,,,Inhibitory activity against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),13053,B,,CHEMBL615155,,898,,Autocuration,,,8,H,,
,BAO_0000019,,,44,1,,,Inhibitory constant against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),13053,B,,CHEMBL615156,,898,,Autocuration,,,8,H,,
,BAO_0000019,,,45,1,,,The compound was tested at a concentration of 1 uM for inhibitory activity against 17 beta-hydroxysteroid dehydrogenase from human placental microsomes,20001,B,,CHEMBL615157,,13163,9606.0,Autocuration,,,8,H,Homo sapiens,
,BAO_0000019,,,46,1,,,The compound was tested at a concentration of 1 uM for inhibitory activity against 17 beta-hydroxysteroid dehydrogenase from human placental microsomes,20001,B,,CHEMBL615158,,13163,9606.0,Autocuration,,,8,H,Homo sapiens,
,BAO_0000019,,,47,1,,,"Inhibition of 17-alpha-hydroxylase/17,20 lyase from rat testes microsomal preparation",12971,B,,CHEMBL615159,,10691,10116.0,Expert,,,9,D,Rattus norvegicus,
,BAO_0000019,,,48,1,,,"Inhibition of 17-alpha-hydroxylase/17,20 lyase from rat testes microsomal preparation",12971,B,,CHEMBL615172,,10691,10116.0,Expert,,,9,D,Rattus norvegicus,
,BAO_0000019,,,49,1,,,"Percent inhibition of 17-alpha-hydroxylase/17,20 lyase of rat testes microsomes at 100 uM",12971,B,,CHEMBL615173,,10691,10116.0,Expert,,,9,D,Rattus norvegicus,
,BAO_0000019,,,50,1,,,"Percent inhibition of Steroid 17-alpha-hydroxylase/17,20 lyase of rat testes microsomes at 100 uM",12971,B,,CHEMBL615174,,10691,10116.0,Expert,,,9,D,Rattus norvegicus,
,BAO_0000019,,,51,1,,,Inhibitory activity against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),13053,B,,CHEMBL884518,,898,,Autocuration,,,8,H,,
,BAO_0000357,,,52,1,,,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1),11512,B,,CHEMBL615175,,912,,Autocuration,,,8,H,,
,BAO_0000357,,,53,1,,,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 1 uM concentration,11512,B,,CHEMBL615176,,912,,Autocuration,,,8,H,,
,BAO_0000357,,,54,1,,,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 10 uM concentration,11512,B,,CHEMBL615177,,912,,Autocuration,,,8,H,,
,BAO_0000249,,,55,1,,Membranes,Selectivity ratio of binding affinity towards mu to delta receptors of rat brain membranes,104740,B,,CHEMBL615178,,15103,10116.0,Autocuration,,,5,D,Rattus norvegicus,
,BAO_0000219,,,56,1,,,Cytotoxicity against ovarian cancer cell line (1A-9) of humans was determined,80002,F,506.0,CHEMBL615179,1A9,5116,9606.0,Intermediate,,,1,N,Homo sapiens,
,BAO_0000219,,,57,1,,,Functional antagonism by electrical assays in Xenopus oocytes expressing 1A/2A NMDA receptor subtype,104835,F,,CHEMBL615180,Oocytes,14578,10116.0,Autocuration,,,7,D,Rattus norvegicus,
,BAO_0000219,,,58,1,,,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2B NMDA receptor,104821,F,,CHEMBL615181,Oocytes,14578,10116.0,Autocuration,,,7,D,Rattus norvegicus,
,BAO_0000219,,,59,1,,,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2C NMDA receptor,104848,F,,CHEMBL615182,Oocytes,14578,10116.0,Autocuration,,,7,D,Rattus norvegicus,
,BAO_0000219,,,60,1,,,In vitro effective concentration required to reduce the number of human ovarian cancer (1A9) after 3-day incubation,80002,F,506.0,CHEMBL615183,1A9,4787,9606.0,Expert,,,1,N,Homo sapiens,
,BAO_0000219,,,61,1,,,In vitro effective concentration required to reduce the number of human ovarian cancer cells (1A9) after 3-day incubation,80002,F,506.0,CHEMBL615184,1A9,4787,9606.0,Intermediate,,,1,N,Homo sapiens,
,BAO_0000219,,,62,1,,,Cytotoxic activity against human ovarian cancer (1A9) cell line,80002,F,506.0,CHEMBL615185,1A9,3547,9606.0,Intermediate,,,1,N,Homo sapiens,
,BAO_0000219,,,63,1,,,Cytotoxic activity against human ovarian cancer (1A9) cell line; ND=Not determined,80002,F,506.0,CHEMBL615186,1A9,3547,9606.0,Intermediate,,,1,N,Homo sapiens,
,BAO_0000219,,,64,1,,,Effective dose of compound against replication of 1A9 cell line was evaluated,80002,F,506.0,CHEMBL615187,1A9,6726,9606.0,Intermediate,,,1,N,Homo sapiens,
,BAO_0000219,,,65,1,,,In vitro cytotoxic activity was determined against ovarian cancer (1A9) cell line,80002,F,506.0,CHEMBL885343,1A9,3455,9606.0,Expert,,,1,N,Homo sapiens,
,BAO_0000219,,,66,1,,,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line),80002,F,506.0,CHEMBL615188,1A9,5726,9606.0,Intermediate,,,1,N,Homo sapiens,
,BAO_0000219,,,67,1,,,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line); NA is not active,80002,F,506.0,CHEMBL615189,1A9,5726,9606.0,Intermediate,,,1,N,Homo sapiens,
,BAO_0000219,,,68,1,,,In vitro percent inhibition evaluated against human ovarian cancer (1A9 cell line) at >20 ug/mL,80002,F,506.0,CHEMBL615190,1A9,5726,9606.0,Intermediate,,,1,N,Homo sapiens,
,BAO_0000219,,,69,1,,,Inhibitory activity against Taxol resistant 1A9 cell lines,80002,F,506.0,CHEMBL615191,1A9,3395,9606.0,Intermediate,,,1,N,Homo sapiens,
,BAO_0000219,,,70,1,,,Cytotoxicity against human ovarian cancer (1A9) cell lines.,80002,F,506.0,CHEMBL615192,1A9,3415,9606.0,Expert,,,1,N,Homo sapiens,
,BAO_0000219,,,71,1,,,Percentage inhibition of human ovarian cancer (1A9) cell lines.,80002,F,506.0,CHEMBL827083,1A9,3415,9606.0,Expert,,,1,N,Homo sapiens,
,BAO_0000219,,,72,1,,,Effective dose required for inhibitory activity against 1A9 human tumor cell line.,80002,F,506.0,CHEMBL615193,1A9,17099,9606.0,Expert,,,1,N,Homo sapiens,
,BAO_0000219,,,73,1,,,Percent inhibition against 1A9 human tumor cell line at 0.10 ug/mL,80002,F,506.0,CHEMBL615194,1A9,17099,9606.0,Intermediate,,,1,N,Homo sapiens,
,BAO_0000219,,,74,1,,,Percent inhibition against 1A9 human tumor cell line at <0.00008 ug/mL,80002,F,506.0,CHEMBL615195,1A9,17099,9606.0,Intermediate,,,1,N,Homo sapiens,
,BAO_0000219,,,75,1,,,Percent inhibition against 1A9 human tumor cell line at >10 ug/mL,80002,F,506.0,CHEMBL615196,1A9,17099,9606.0,Intermediate,,,1,N,Homo sapiens,
,BAO_0000219,,,76,1,,,Inhibitory concentration against Jurkat cells,81072,F,503.0,CHEMBL615197,Jurkat,17721,9606.0,Intermediate,,,1,N,Homo sapiens,
,BAO_0000019,,,77,1,,,In vitro anticancer activity against 2 NCI SCLC cell lines; inactive,22226,F,,CHEMBL615198,,1229,,Intermediate,,,0,U,,
,BAO_0000357,,,78,1,,,Inhibition of cytochrome P450 progesterone 2-alpha-hydroxylase,100121,A,,CHEMBL615199,,11347,10116.0,Expert,,,9,D,Rattus norvegicus,
,BAO_0000357,,,79,1,,,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",11231,B,,CHEMBL615200,,17117,,Expert,,,8,H,,
,BAO_0000357,,,80,1,,,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",11231,B,,CHEMBL615201,,17117,,Expert,,,8,H,,
,BAO_0000357,,,81,1,,,"In vitro inhibition of human 2,3-oxidosqualene cyclase at 100 nM.",11231,B,,CHEMBL615202,,17117,,Expert,,,8,H,,
,BAO_0000251,,,82,1,,Microsomes,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Candida albicans microsomes",11231,B,,CHEMBL615203,,11375,5476.0,Autocuration,,,8,H,Candida albicans,
,BAO_0000251,,,83,1,,Microsomes,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Candida albicans microsomes",11231,B,,CHEMBL615204,,11375,5476.0,Autocuration,,,8,H,Candida albicans,
,BAO_0000251,,,84,1,,Microsomes,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Saccharomyces cerevisiae microsomes",11231,B,,CHEMBL615205,,11375,4932.0,Autocuration,,,8,H,Saccharomyces cerevisiae,
,BAO_0000251,,,85,1,,Microsomes,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Saccharomyces cerevisiae microsomes",11231,B,,CHEMBL615206,,11375,4932.0,Autocuration,,,8,H,Saccharomyces cerevisiae,
,BAO_0000251,Liver,,86,1,,Microsomes,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in pig liver microsomes",12083,B,,CHEMBL615207,,11375,9823.0,Autocuration,,,8,H,Sus scrofa,2107.0
,BAO_0000019,,,87,1,,,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase",11231,B,,CHEMBL827084,,791,10116.0,Autocuration,,,8,H,Rattus norvegicus,
,BAO_0000019,,,88,1,,,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase (OSC)",11231,B,,CHEMBL615208,,791,10116.0,Autocuration,,,8,H,Rattus norvegicus,
,BAO_0000019,,,89,1,,,"Evaluated for its activity to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase, activity expressed as Ki",11231,B,,CHEMBL615209,,791,10116.0,Autocuration,,,8,H,Rattus norvegicus,
,BAO_0000251,Liver,,90,1,,Microsomes,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in rat liver microsomes",12083,B,,CHEMBL615210,,11375,10116.0,Autocuration,,,9,D,Rattus norvegicus,2107.0
,BAO_0000251,Liver,,91,1,,Microsomes,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",12083,B,,CHEMBL615211,,11375,10116.0,Autocuration,,,9,D,Rattus norvegicus,2107.0
,BAO_0000251,Liver,,92,1,,Microsomes,"Compound was evaluated for inhibitory activity against 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",12083,B,,CHEMBL615212,,153,10116.0,Autocuration,,,9,D,Rattus norvegicus,2107.0
,BAO_0000357,,,93,1,,,Molar concentration needed to give 50% prevention of 2-5A (Adenosine dependent endoribonuclease),11377,B,,CHEMBL615213,,8269,,Expert,,,8,H,,
,BAO_0000357,,,94,1,,,Molar concentration required to displace 50% of the radiolabeled probe from 2-5A (Adenosine dependent endoribonuclease) in endonuclease-nitrocellulose complex,11377,B,,CHEMBL615273,,8269,,Expert,,,8,H,,
,BAO_0000219,,,95,1,,,In vitro cytotoxic concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,81020,F,726.0,CHEMBL615274,HepG2,17653,9606.0,Expert,,,1,N,Homo sapiens,
,BAO_0000219,,,96,1,,,50% Effective concentration of compound required for inhibiting intracellular viral replicative intermediate DNA in HBV-transfected 2.2.15 cell line.,81020,F,726.0,CHEMBL615275,HepG2,14277,9606.0,Intermediate,,,1,N,Homo sapiens,
,BAO_0000219,,,97,1,,,Antiviral activity against Hepatitis B virus in 2.2.15 cell line,81020,F,726.0,CHEMBL615276,HepG2,1717,9606.0,Intermediate,,,1,N,Homo sapiens,
,BAO_0000219,,,98,1,,,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells,81020,F,726.0,CHEMBL615277,HepG2,14091,9606.0,Intermediate,,,1,N,Homo sapiens,
,BAO_0000219,,,99,1,,,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells; Not determined,81020,F,726.0,CHEMBL615326,HepG2,14091,9606.0,Intermediate,,,1,N,Homo sapiens,
,BAO_0000218,,,100,1,,,In vitro effective concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,50606,F,,CHEMBL883130,,17653,10407.0,Expert,,,1,N,Hepatitis B virus,
,BAO_0000219,,,101,1,,,Ability to inhibit the episomal HBV-DNA in 2.2.15 cells.,81020,F,726.0,CHEMBL884519,HepG2,13105,9606.0,Intermediate,,,1,N,Homo sapiens,
,BAO_0000219,,,102,1,,,Concentration required to inhibit 50% of 2.2.15 cell line,81020,F,726.0,CHEMBL615327,HepG2,1717,9606.0,Intermediate,,,1,N,Homo sapiens,
,BAO_0000219,,,103,1,,,Anti viral activity against 2.2.15 cells (concentration required to reduce the log phase cell growth by 50%).,81020,A,726.0,CHEMBL615328,HepG2,13105,9606.0,Intermediate,,,1,N,Homo sapiens,
,BAO_0000218,,,104,1,,,Cytotoxic activity of compound against uninfected 2.2.15 cells.,50587,F,,CHEMBL615329,2.2.15,13600,9606.0,Intermediate,,,1,N,Homo sapiens,
,BAO_0000218,,,105,1,,,Anti hepatitis-B virus activity was evaluated in 2.2.15 cells.,50587,F,,CHEMBL615330,2.2.15,13467,9606.0,Intermediate,,,1,N,Homo sapiens,
,BAO_0000218,,,106,1,,,"Inhibition of the replication of HBV in 2.2.15 cells, by DNA hybridization assay",50606,F,,CHEMBL615331,2.2.15,17477,10407.0,Expert,,,1,N,Hepatitis B virus,
,BAO_0000218,,,107,1,,,In vitro anti-HBV activity in 2.2.15 cells,50587,F,,CHEMBL615332,2.2.15,1593,9606.0,Intermediate,,,1,N,Homo sapiens,
,BAO_0000218,,,108,1,,,In vitro anti-HBV activity in 2.2.15 cells; Not determined,50587,F,,CHEMBL615333,2.2.15,1593,9606.0,Intermediate,,,1,N,Homo sapiens,
,BAO_0000218,,,109,1,,,The compound was tested in vitro for the anti-HBV activity against 2.2.15 cells,50587,F,,CHEMBL615334,2.2.15,15089,9606.0,Intermediate,,,1,N,Homo sapiens,
,BAO_0000218,,,110,1,,,The compound was tested in vitro for the anti-HBV activity in 2.2.15 cells,50587,F,,CHEMBL615335,2.2.15,15089,9606.0,Intermediate,,,1,N,Homo sapiens,
,BAO_0000218,,,111,1,,,Cytotoxicity in 2.2.15 cells,50587,F,,CHEMBL615336,2.2.15,1593,9606.0,Intermediate,,,1,N,Homo sapiens,
,BAO_0000218,,,112,1,,,Cytotoxicity in 2.2.15 cells; Not determined,50587,F,,CHEMBL615337,2.2.15,1593,9606.0,Intermediate,,,1,N,Homo sapiens,
,BAO_0000218,,,113,1,,,Inhibitory activity of compound against hepatitis B virus (HBV) in growing cultures of 2.2.15 cells,50587,F,,CHEMBL615338,2.2.15,13600,9606.0,Intermediate,,,1,N,Homo sapiens,
,BAO_0000218,,,114,1,,,The growth inhibition activity for the compound was evaluated in 2.2.15 cells.,50587,F,,CHEMBL615339,2.2.15,13467,9606.0,Intermediate,,,1,N,Homo sapiens,
,BAO_0000218,,,115,1,,,Selectivity index was determined from the ratio of IC50 to the EC50 values evaluated in 2.2.15 cells.,50587,F,,CHEMBL615340,2.2.15,13467,9606.0,Intermediate,,,1,N,Homo sapiens,
,BAO_0000219,,,116,1,,,Antiviral activity against HBV was determined in 2.215 cell line,81020,F,726.0,CHEMBL615341,HepG2,14764,9606.0,Intermediate,,,1,N,Homo sapiens,
,BAO_0000251,,,117,1,,Microsomes,Inhibition of 20-HETE synthesis in human renal microsomes,22226,B,,CHEMBL615342,,6531,9606.0,Autocuration,,,0,U,Homo sapiens,
,BAO_0000019,,,118,1,,,Inhibitory activity against 20-HETE production from arachidonic acid using human renal microsome 20-HETE synthase.,22226,B,,CHEMBL615343,,17322,,Autocuration,,,0,U,,
,BAO_0000219,,,119,1,,,Inhibitory concentration against 2008 (ovarian) cells,80612,F,388.0,CHEMBL615344,2008,17072,9606.0,Intermediate,,,1,N,Homo sapiens,
,BAO_0000219,,,120,1,,,50% Growth inhibitory concentration( GI 50 ) by using 2008 human ovarian carcinoma cell lines.,80612,F,388.0,CHEMBL615345,2008,16936,9606.0,Intermediate,,,1,N,Homo sapiens,
,BAO_0000219,,,121,1,,,Compound was tested for 50% growth inhibitory concentration by using human ovarian carcinoma cell lines (2008),80612,F,388.0,CHEMBL615346,2008,16936,9606.0,Intermediate,,,1,N,Homo sapiens,
,BAO_0000219,,,122,1,,,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells,80612,F,388.0,CHEMBL615347,2008,17146,9606.0,Intermediate,,,1,N,Homo sapiens,
,BAO_0000219,,,123,1,,,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells; not detected,80612,F,388.0,CHEMBL615348,2008,17146,9606.0,Intermediate,,,1,N,Homo sapiens,
,BAO_0000219,,,124,1,,,In vitro inhibition of 2008/R ovarian cancer cell line,80613,F,561.0,CHEMBL827085,2008/R,10797,9606.0,Intermediate,,,1,N,Homo sapiens,
,BAO_0000219,,,125,1,,,In vitro inhibition of 2008/R ovarian cancer cell line; NA= Not achievable,80613,F,561.0,CHEMBL615349,2008/R,10797,9606.0,Intermediate,,,1,N,Homo sapiens,
,BAO_0000219,,,126,1,,,In vitro inhibition of 2008/S ovarian cancer cell line,80614,F,389.0,CHEMBL615350,2008/S,10797,9606.0,Intermediate,,,1,N,Homo sapiens,
,BAO_0000219,,,127,1,,,In vitro inhibition of 2008/S ovarian cancer cell line; NA= Not achievable,80614,F,389.0,CHEMBL615351,2008/S,10797,9606.0,Intermediate,,,1,N,Homo sapiens,
,BAO_0000220,,,128,1,,,Tested in vitro for inhibition of chymotrypsin like activity of purified human 20S proteasome,100256,B,,CHEMBL615352,,4823,9606.0,Expert,,,2,S,Homo sapiens,
,BAO_0000220,,,129,1,,,Compound was evaluated for inhibitory activity against 20S proteasome from human liver and brain,100256,B,,CHEMBL615353,,12912,9606.0,Intermediate,,,2,S,Homo sapiens,
,BAO_0000220,,,130,1,,,Inhibition of chymotrypsin-like activity of 20S proteasome,100256,B,,CHEMBL615354,,2957,,Expert,,,2,S,,
,BAO_0000220,,,131,1,,,Inhibition of chymotrypsin-like activity of 20S proteasome; value ranges from 10-20 uM,100256,B,,CHEMBL615355,,2957,,Expert,,,2,S,,
,BAO_0000220,,,132,1,,,Inhibitory activity against 20S proteosome,100256,B,,CHEMBL615356,,3260,,Intermediate,,,2,S,,
,BAO_0000019,,,133,1,,,Compound was tested for inhibitory activity against tryptase,22226,B,,CHEMBL615357,,3451,9606.0,Autocuration,,,0,U,Homo sapiens,
,BAO_0000219,,,134,1,,,Concentration required to inhibit 50% of extracellular circular replication of HBV DNA using 2215 cell line,81020,F,726.0,CHEMBL615358,HepG2,13885,9606.0,Intermediate,,,1,N,Homo sapiens,
,BAO_0000219,,,135,1,,,Concentration required to inhibit 50% of intracellular circular replication of HBV DNA using 2215 cell line,81020,F,726.0,CHEMBL827086,HepG2,13885,9606.0,Intermediate,,,1,N,Homo sapiens,
,BAO_0000019,,,136,1,,,Compound was tested for the inhibition of Alpha-glucosidase,22226,B,,CHEMBL615359,,3676,,Autocuration,,,0,U,,
,BAO_0000357,,,137,1,,,Inhibitory concentration against human neutrophil elastase (HNE),235,B,,CHEMBL615360,,6043,,Autocuration,,,8,H,,
,BAO_0000218,Heart,,138,1,,,Change in heart rate was expressed in percent at at a dose 0.002 mg/kg iv in anesthetized rat,22226,F,,CHEMBL615361,,11140,10116.0,Autocuration,,,0,U,Rattus norvegicus,948.0
