assays_assay_id,assays_assay_organism,assays_chembl_id,assays_curated_by,assays_assay_tissue,assays_description,assays_assay_category,assays_relationship_type,assays_assay_tax_id,assays_doc_id,assays_tid,assays_src_id,assays_src_assay_id,assays_cell_id,assays_bao_format,assays_tissue_id,assays_variant_id
7535,,CHEMBL618657,Intermediate,,Solubility in phosphate buffered saline (1% DMSO) at pH 6.5 (24 hr equilibration),,U,,5182,22229,1,,,BAO_0000100,,
7536,Rattus norvegicus,CHEMBL618658,Intermediate,,Solubility was determined,,N,10116.0,17847,50597,1,,,BAO_0000218,,
7537,Rattus norvegicus,CHEMBL618659,Intermediate,,solubility in water (ug/mL) at 37 degree C.,,N,10116.0,15339,50597,1,,,BAO_0000218,,
7538,Rattus norvegicus,CHEMBL618660,Intermediate,,First pass metabolism and metabolic bioavailability using rat hepatic microsomes,,N,10116.0,5202,50597,1,,,BAO_0000218,,
7539,Rattus norvegicus,CHEMBL618661,Intermediate,,In vitro stability relative to (+)-AJ76 in rat hepatocyte assay,,N,10116.0,1088,50597,1,,,BAO_0000218,,
7540,Rattus norvegicus,CHEMBL873807,Intermediate,,Half life in rats,,N,10116.0,3169,50597,1,,,BAO_0000218,,
7541,Rattus norvegicus,CHEMBL618662,Intermediate,,Half life in Dawley rat,,N,10116.0,5353,50597,1,,,BAO_0000218,,
7542,Rattus norvegicus,CHEMBL618663,Intermediate,,Half life period after 3 mg/kg iv administration,,N,10116.0,2864,50597,1,,,BAO_0000218,,
7543,Rattus norvegicus,CHEMBL618664,Intermediate,,Half life period after 3 mg/kg iv administration in rat,,N,10116.0,2864,50597,1,,,BAO_0000218,,
7544,Rattus norvegicus,CHEMBL618665,Intermediate,,Half life period after 3 mg/kg iv administration in the rat,,N,10116.0,2864,50597,1,,,BAO_0000218,,
7545,Rattus norvegicus,CHEMBL876498,Intermediate,,Half life period in female Sprague-Dawley rats,,N,10116.0,6362,50597,1,,,BAO_0000218,,
7546,Rattus norvegicus,CHEMBL618666,Intermediate,,Half life period in rat,,N,10116.0,6249,50597,1,,,BAO_0000218,,
7547,Rattus norvegicus,CHEMBL620440,Intermediate,,Half-life in rats was determined,,N,10116.0,3169,50597,1,,,BAO_0000218,,
7548,Rattus norvegicus,CHEMBL620441,Intermediate,,Half-life in rats with metabolic oxidation,,N,10116.0,3169,50597,1,,,BAO_0000218,,
7549,Rattus norvegicus,CHEMBL620442,Intermediate,,Half-life in rats,,N,10116.0,3169,50597,1,,,BAO_0000218,,
7550,Rattus norvegicus,CHEMBL620443,Intermediate,,T 1/2 at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,,N,10116.0,17260,50597,1,,,BAO_0000218,,
7551,Rattus norvegicus,CHEMBL620444,Intermediate,,T 1/2 at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,,N,10116.0,17260,50597,1,,,BAO_0000218,,
7552,Rattus norvegicus,CHEMBL620445,Intermediate,,T max at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,,N,10116.0,17260,50597,1,,,BAO_0000218,,
7553,Rattus norvegicus,CHEMBL620446,Intermediate,,T max at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,,N,10116.0,17260,50597,1,,,BAO_0000218,,
7554,Rattus norvegicus,CHEMBL620447,Intermediate,Plasma,Biological half-life measured in plasma of rat,,N,10116.0,2879,50597,1,,,BAO_0000218,1969.0,
7555,Rattus norvegicus,CHEMBL621129,Intermediate,Plasma,Biological half-life measured in plasma of rat; 22-25,,N,10116.0,2879,50597,1,,,BAO_0000218,1969.0,
7556,Rattus norvegicus,CHEMBL621130,Intermediate,Plasma,Biological half-life measured in plasma of rat; 9-16,,N,10116.0,2879,50597,1,,,BAO_0000218,1969.0,
7557,Rattus norvegicus,CHEMBL873808,Intermediate,,Compound was evaluated for its half life when administered intravenously in rat,,N,10116.0,3184,50597,1,,,BAO_0000218,,
7558,Rattus norvegicus,CHEMBL876598,Intermediate,,Compound was evaluated for pharmacokinetic parameter percent bioavailability at 8 h,,N,10116.0,4891,50597,1,,,BAO_0000218,,
7559,Rattus norvegicus,CHEMBL621131,Intermediate,,Evaluated for pharmacokinetic parameter half-life in rat at the dose 50 mg/kg,,N,10116.0,429,50597,1,,,BAO_0000218,,
7560,Rattus norvegicus,CHEMBL621132,Intermediate,,Half life (T1/2) after oral administration in rat,,N,10116.0,5656,50597,1,,,BAO_0000218,,
7561,Rattus norvegicus,CHEMBL621133,Intermediate,,Half life of compound after iv administration of 20 mg/kg dose in rat,,N,10116.0,4413,50597,1,,,BAO_0000218,,
7562,Rattus norvegicus,CHEMBL621312,Expert,,Half life of compound determined in rat after iv administration at a dose of 10 mg/kg,,N,10116.0,3598,50597,1,,,BAO_0000218,,
7563,Rattus norvegicus,CHEMBL621313,Intermediate,,Half life of compound was determined in rat,,N,10116.0,17267,50597,1,,,BAO_0000218,,
7564,Rattus norvegicus,CHEMBL621314,Intermediate,Blood,Half life of compound was determined in rat blood,,N,10116.0,4727,50597,1,,,BAO_0000218,178.0,
7565,Rattus norvegicus,CHEMBL621315,Intermediate,,Half life at 1 mg/kg was determined in rat,,N,10116.0,17651,50597,1,,,BAO_0000218,,
7566,Rattus norvegicus,CHEMBL621316,Intermediate,,Half life at 10 mg/kg was determined in rat,,N,10116.0,17651,50597,1,,,BAO_0000218,,
7567,Rattus norvegicus,CHEMBL621317,Intermediate,,Half life in rats,,N,10116.0,401,50597,1,,,BAO_0000218,,
7568,Rattus norvegicus,CHEMBL621318,Intermediate,,Half life in rats in hours,,N,10116.0,4942,50597,1,,,BAO_0000218,,
7569,Rattus norvegicus,CHEMBL621319,Intermediate,,Half life following 10 mg/kg intravenous or 50 mg/kg oral dosing in rats was determined,,N,10116.0,17735,50597,1,,,BAO_0000218,,
7570,Rattus norvegicus,CHEMBL621377,Intermediate,,Half life was calculated at a single intravenous administration of 20 mg/kg in rat,,N,10116.0,6056,50597,1,,,BAO_0000218,,
7571,Rattus norvegicus,CHEMBL621378,Intermediate,,Half life was determined,,N,10116.0,5213,50597,1,,,BAO_0000218,,
7572,Rattus norvegicus,CHEMBL876599,Intermediate,,Half life after i.v. administration,,N,10116.0,6616,50597,1,,,BAO_0000218,,
7573,Rattus norvegicus,CHEMBL621379,Intermediate,,Half life in rat after intravenous administration at a concentration 0.5 mg/kg,,N,10116.0,5937,50597,1,,,BAO_0000218,,
7574,Rattus norvegicus,CHEMBL621380,Intermediate,Plasma,Half life in rat plasma,,N,10116.0,5819,50597,1,,,BAO_0000218,1969.0,
7575,Rattus norvegicus,CHEMBL621381,Intermediate,Plasma,Half life in rat plasma; Not detected,,N,10116.0,5819,50597,1,,,BAO_0000218,1969.0,
7576,Rattus norvegicus,CHEMBL618515,Intermediate,,Half life in rats,,N,10116.0,6803,50597,1,,,BAO_0000218,,
7577,Rattus norvegicus,CHEMBL618516,Intermediate,,Half life period of compound was determined after peroral administration,,N,10116.0,17804,50597,1,,,BAO_0000218,,
7578,Rattus norvegicus,CHEMBL618517,Intermediate,,Half life period of compound was determined at a dose of 3 mg/kg by intravenous administration,,N,10116.0,17804,50597,1,,,BAO_0000218,,
7579,Rattus norvegicus,CHEMBL618518,Intermediate,,Half life period in rat,,N,10116.0,5948,50597,1,,,BAO_0000218,,
7580,Rattus norvegicus,CHEMBL618519,Intermediate,,Half life period was evaluated against Sprague-Dawley rats at a dose of 15 mg/kg after iv administration,,N,10116.0,1916,50597,1,,,BAO_0000218,,
7581,Rattus norvegicus,CHEMBL618698,Intermediate,,Half life period was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration,,N,10116.0,1916,50597,1,,,BAO_0000218,,
7582,Rattus norvegicus,CHEMBL618862,Intermediate,,Half life period was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration; Not available,,N,10116.0,1916,50597,1,,,BAO_0000218,,
7583,Rattus norvegicus,CHEMBL618863,Intermediate,,Half life period was determined after intravenous administration at a dose 5 mg/kg to male Sprague-Dawley rats,,N,10116.0,4890,50597,1,,,BAO_0000218,,
7584,Rattus norvegicus,CHEMBL618864,Intermediate,,Half life period was determined for compound after intravenous administration in rats at 24 uM/kg,,N,10116.0,17764,50597,1,,,BAO_0000218,,
7585,Rattus norvegicus,CHEMBL618865,Intermediate,,Half life time in rat the dose of 2 mg/kg,,N,10116.0,4727,50597,1,,,BAO_0000218,,
7586,Rattus norvegicus,CHEMBL618866,Intermediate,,Half-life 24 hr after 10 mg/kg iv administration in rats,,N,10116.0,17509,50597,1,,,BAO_0000218,,
7587,Rattus norvegicus,CHEMBL618867,Intermediate,,Half-life 24 hr after 2 mg/kg iv administration in rats,,N,10116.0,17509,50597,1,,,BAO_0000218,,
7588,Rattus norvegicus,CHEMBL875828,Intermediate,,Half-life consistent with the observed metabolic steady state in rats,,N,10116.0,6597,50597,1,,,BAO_0000218,,
7589,Rattus norvegicus,CHEMBL618868,Intermediate,,Half-life following 10 mg/kg intravenous or 50 mg/kg oral dosing in rats was determined,,N,10116.0,17735,50597,1,,,BAO_0000218,,
7590,Rattus norvegicus,CHEMBL618869,Intermediate,,Half-life for oxidative metabolic stability was determined using male human,,N,10116.0,6597,50597,1,,,BAO_0000218,,
7591,Rattus norvegicus,CHEMBL618870,Intermediate,,"Half-life in fischer rats at 5 mg/kg dose, administered intravenously",,N,10116.0,17670,50597,1,,,BAO_0000218,,
7592,Rattus norvegicus,CHEMBL618871,Intermediate,Plasma,Half-life in rat plasma,,N,10116.0,1696,50597,1,,,BAO_0000218,1969.0,
7593,Rattus norvegicus,CHEMBL618872,Intermediate,Plasma,Half-life in rat plasma was determined,,N,10116.0,1742,50597,1,,,BAO_0000218,1969.0,
7594,Rattus norvegicus,CHEMBL873816,Intermediate,,Half-life in rats was determined,,N,10116.0,17800,50597,1,,,BAO_0000218,,
7595,,CHEMBL618873,Autocuration,,Area under curve of acid 2a was determined by HPLC at a dosage of 54.5 mg/kg administered intragastrically by gavage method in dog,,U,,12923,22224,1,,,BAO_0000218,,
7596,,CHEMBL621602,Autocuration,,Area under curve after oral dose of 0.1 mg//kg,,U,,11954,22224,1,,,BAO_0000019,,
7597,,CHEMBL621603,Autocuration,,Area under curve after oral dose of 0.3 mg/kg,,U,,11954,22224,1,,,BAO_0000218,,
7598,,CHEMBL621604,Autocuration,,Area under curve after oral dose of 1 mg/kg,,U,,11954,22224,1,,,BAO_0000218,,
7599,,CHEMBL621605,Autocuration,,Area under curve after oral dose of 10 mg/kg,,U,,11954,22224,1,,,BAO_0000218,,
7600,,CHEMBL621606,Autocuration,,Area under curve after oral dose of 23.4 mg/kg,,U,,11954,22224,1,,,BAO_0000218,,
7601,,CHEMBL621607,Autocuration,,Area under curve after oral dose of 3 mg/kg,,U,,11954,22224,1,,,BAO_0000218,,
7602,,CHEMBL621608,Autocuration,,Area under curve after oral dose of 3.87 mg/kg,,U,,11954,22224,1,,,BAO_0000218,,
7603,,CHEMBL621609,Autocuration,,Area under curve was determined,,U,,5237,22224,1,,,BAO_0000019,,
7604,,CHEMBL621610,Autocuration,,Area under curve at a dose of 10 mg/kg,,U,,4026,22224,1,,,BAO_0000218,,
7605,Rattus norvegicus,CHEMBL621611,Intermediate,,Area under curve was determined; ND=No data,,N,10116.0,5237,50597,1,,,BAO_0000218,,
7606,Rattus norvegicus,CHEMBL621612,Intermediate,,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,,N,10116.0,14793,50597,1,,,BAO_0000218,,
7607,Rattus norvegicus,CHEMBL622308,Intermediate,,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,,N,10116.0,14793,50597,1,,,BAO_0000218,,
7608,Rattus norvegicus,CHEMBL622309,Intermediate,,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,,N,10116.0,14793,50597,1,,,BAO_0000218,,
7609,Rattus norvegicus,CHEMBL622310,Intermediate,,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for infinite hours,,N,10116.0,14793,50597,1,,,BAO_0000218,,
7610,Rattus norvegicus,CHEMBL622311,Intermediate,,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,,N,10116.0,14793,50597,1,,,BAO_0000218,,
7611,Rattus norvegicus,CHEMBL622312,Intermediate,,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for infinite hours; Not calculated,,N,10116.0,14793,50597,1,,,BAO_0000218,,
7612,Rattus norvegicus,CHEMBL622931,Intermediate,,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,,N,10116.0,14793,50597,1,,,BAO_0000218,,
7613,Rattus norvegicus,CHEMBL622932,Intermediate,,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for infinite hours; Not calculated,,N,10116.0,14793,50597,1,,,BAO_0000218,,
7614,Rattus norvegicus,CHEMBL622736,Intermediate,Plasma,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,,N,10116.0,14793,50597,1,,,BAO_0000218,1969.0,
7615,Rattus norvegicus,CHEMBL622737,Intermediate,Plasma,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,,N,10116.0,14793,50597,1,,,BAO_0000218,1969.0,
7616,Rattus norvegicus,CHEMBL622738,Intermediate,Plasma,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,,N,10116.0,14793,50597,1,,,BAO_0000218,1969.0,
7617,Rattus norvegicus,CHEMBL622739,Intermediate,Plasma,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for infinite hours,,N,10116.0,14793,50597,1,,,BAO_0000218,1969.0,
7618,Rattus norvegicus,CHEMBL622740,Intermediate,Plasma,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,,N,10116.0,14793,50597,1,,,BAO_0000218,1969.0,
7619,Rattus norvegicus,CHEMBL622741,Intermediate,Plasma,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for infinite hours,,N,10116.0,14793,50597,1,,,BAO_0000218,1969.0,
7620,Rattus norvegicus,CHEMBL622742,Intermediate,Plasma,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,,N,10116.0,14793,50597,1,,,BAO_0000218,1969.0,
7621,Rattus norvegicus,CHEMBL622743,Intermediate,Plasma,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for infinite hours,,N,10116.0,14793,50597,1,,,BAO_0000218,1969.0,
7622,Mus musculus,CHEMBL622744,Intermediate,Plasma,AUC in mice,,N,10090.0,11637,50594,1,,,BAO_0000218,1969.0,
7623,,CHEMBL624134,Autocuration,,Area under curve was measured from the graph obtained from concentration Vs time,,U,,11149,22224,1,,,BAO_0000019,,
7624,,CHEMBL624135,Autocuration,,Area under curve value of compound per hour after oral administration,,U,,10016,22224,1,,,BAO_0000019,,
7625,Rattus norvegicus,CHEMBL624136,Intermediate,,Area under curve was determined after oral administration in rats,,N,10116.0,17796,50597,1,,,BAO_0000218,,
7626,Rattus norvegicus,CHEMBL624137,Intermediate,,Area under curve was determined after oral administration in rats; No data,,N,10116.0,17796,50597,1,,,BAO_0000218,,
7627,Rattus norvegicus,CHEMBL624320,Intermediate,,Area under curve was determined after oral administration in rats;No data,,N,10116.0,17796,50597,1,,,BAO_0000218,,
7628,Canis lupus familiaris,CHEMBL624321,Intermediate,,Area under curve was determined by HPLC at a dosage of 2.27 mg/kg administered intravenously by bolus method in dog,,N,9615.0,12923,50588,1,,,BAO_0000218,,
7629,Rattus norvegicus,CHEMBL624322,Intermediate,,Area under curve was determined for the compound after iv dose of 4.74 mg/kg in rats,,N,10116.0,15372,50597,1,,,BAO_0000218,,
7630,Rattus norvegicus,CHEMBL624323,Intermediate,,Area under curve was determined for the compound after iv dose of 5.06 in rats,,N,10116.0,15372,50597,1,,,BAO_0000218,,
7631,Rattus norvegicus,CHEMBL624324,Intermediate,,Area under curve was determined for the compound after iv dose of 5.10 mg/kg in rats,,N,10116.0,15372,50597,1,,,BAO_0000218,,
7632,Rattus norvegicus,CHEMBL624325,Intermediate,,Area under curve was determined for the compound after po dose of 5.01 mg/kg in rats,,N,10116.0,15372,50597,1,,,BAO_0000218,,
7633,Rattus norvegicus,CHEMBL624326,Intermediate,,Area under curve was determined for the compound after po dose of 5.03 mg/kg in rats,,N,10116.0,15372,50597,1,,,BAO_0000218,,
7634,Rattus norvegicus,CHEMBL624327,Intermediate,,Area under curve was determined for the compound after po dose of 5.22 mg/kg in rats,,N,10116.0,15372,50597,1,,,BAO_0000218,,
7635,Rattus norvegicus,CHEMBL624328,Intermediate,,Area under curve was determined for the compound after po dose of 5.46 mg/kg in rats,,N,10116.0,15372,50597,1,,,BAO_0000218,,
7636,Canis lupus familiaris,CHEMBL627848,Intermediate,,Area under curve was determined in Dogs after peroral administration,,N,9615.0,14169,50588,1,,,BAO_0000218,,
7637,Rattus norvegicus,CHEMBL627849,Intermediate,,Area under curve was determined in Rats after peroral administration,,N,10116.0,14169,50597,1,,,BAO_0000218,,
7638,Rattus norvegicus,CHEMBL627850,Intermediate,,Area under curve was determined in carotid blood of rat when administered intradermally,,N,10116.0,14258,50597,1,,,BAO_0000218,,
7639,Rattus norvegicus,CHEMBL627851,Intermediate,,Area under curve was determined in portal blood of rat when administered intradermally,,N,10116.0,14258,50597,1,,,BAO_0000218,,
7640,Mus musculus,CHEMBL627852,Intermediate,,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,,N,10090.0,15011,50594,1,,,BAO_0000218,,
7641,Mus musculus,CHEMBL627853,Intermediate,,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,,N,10090.0,15011,50594,1,,,BAO_0000218,,
7642,Mus musculus,CHEMBL627854,Intermediate,,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (micronized sample),,N,10090.0,15011,50594,1,,,BAO_0000218,,
7643,Mus musculus,CHEMBL627855,Intermediate,,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,,N,10090.0,15011,50594,1,,,BAO_0000218,,
7644,Mus musculus,CHEMBL627856,Intermediate,,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg (run time 7 hr),,N,10090.0,15011,50594,1,,,BAO_0000218,,
7645,Mus musculus,CHEMBL875339,Intermediate,,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,,N,10090.0,15011,50594,1,,,BAO_0000218,,
7646,Mus musculus,CHEMBL627857,Intermediate,,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (Run time = 7 hr),,N,10090.0,15011,50594,1,,,BAO_0000218,,
7647,Rattus norvegicus,CHEMBL627858,Intermediate,Spleen,Biodistribution of the radiolabeled compound (2-5 uCi) in rat spleen 65 mins after i.v. administration,,N,10116.0,11195,50597,1,,,BAO_0000218,2106.0,
7648,Rattus norvegicus,CHEMBL627859,Intermediate,Blood,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in blood; Expressed as percent dose/organ,,N,10116.0,10130,50597,1,,,BAO_0000218,178.0,
7649,Rattus norvegicus,CHEMBL627860,Intermediate,Brain,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in brain; Expressed as percent dose/organ,,N,10116.0,10130,50597,1,,,BAO_0000218,955.0,
7650,Rattus norvegicus,CHEMBL627019,Intermediate,Heart,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in heart; Expressed as percent dose/organ,,N,10116.0,10130,50597,1,,,BAO_0000218,948.0,
7651,Rattus norvegicus,CHEMBL627020,Intermediate,Liver,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in liver; Expressed as percent dose/organ,,N,10116.0,10130,50597,1,,,BAO_0000218,2107.0,
7652,Rattus norvegicus,CHEMBL627021,Intermediate,Lung,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in lung; Expressed as percent dose/organ,,N,10116.0,10130,50597,1,,,BAO_0000218,2048.0,
7653,Rattus norvegicus,CHEMBL627022,Intermediate,Muscle tissue,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in muscle; Expressed as percent dose/organ,,N,10116.0,10130,50597,1,,,BAO_0000218,2385.0,
7654,Rattus norvegicus,CHEMBL627023,Intermediate,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in skin; Expressed as percent dose/organ,,N,10116.0,10130,50597,1,,,BAO_0000218,,
7655,Rattus norvegicus,CHEMBL627024,Intermediate,Spleen,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in spleen; Expressed as percent dose/organ,,N,10116.0,10130,50597,1,,,BAO_0000218,2106.0,
7656,Rattus norvegicus,CHEMBL627025,Intermediate,Thyroid gland,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in thyroid; Expressed as percent dose/organ,,N,10116.0,10130,50597,1,,,BAO_0000218,2046.0,
7657,Rattus norvegicus,CHEMBL627026,Intermediate,Kidney,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in kidney; Expressed as percent dose/organ,,N,10116.0,10130,50597,1,,,BAO_0000218,2113.0,
7658,Rattus norvegicus,CHEMBL627027,Intermediate,Blood,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in blood; Expressed as percent dose/organ,,N,10116.0,10130,50597,1,,,BAO_0000218,178.0,
7659,Rattus norvegicus,CHEMBL627028,Intermediate,Brain,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in brain; Expressed as percent dose/organ,,N,10116.0,10130,50597,1,,,BAO_0000218,955.0,
7660,Rattus norvegicus,CHEMBL627029,Intermediate,Heart,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in heart; Expressed as percent dose/organ,,N,10116.0,10130,50597,1,,,BAO_0000218,948.0,
7661,Rattus norvegicus,CHEMBL627030,Intermediate,Kidney,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in kidney; Expressed as percent dose/organ,,N,10116.0,10130,50597,1,,,BAO_0000218,2113.0,
7662,Rattus norvegicus,CHEMBL627031,Intermediate,Liver,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in liver; Expressed as percent dose/organ,,N,10116.0,10130,50597,1,,,BAO_0000218,2107.0,
7663,Rattus norvegicus,CHEMBL627032,Intermediate,Lung,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in lung; Expressed as percent dose/organ,,N,10116.0,10130,50597,1,,,BAO_0000218,2048.0,
7664,Rattus norvegicus,CHEMBL627033,Intermediate,Muscle tissue,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in muscle; Expressed as percent dose/organ,,N,10116.0,10130,50597,1,,,BAO_0000218,2385.0,
7665,Rattus norvegicus,CHEMBL627034,Intermediate,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in skin; Expressed as percent dose/organ,,N,10116.0,10130,50597,1,,,BAO_0000218,,
7666,Rattus norvegicus,CHEMBL627035,Intermediate,Spleen,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in spleen; Expressed as percent dose/organ,,N,10116.0,10130,50597,1,,,BAO_0000218,2106.0,
7667,Rattus norvegicus,CHEMBL627036,Intermediate,Thyroid gland,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in thyroid; Expressed as percent dose/organ,,N,10116.0,10130,50597,1,,,BAO_0000218,2046.0,
7668,Rattus norvegicus,CHEMBL875340,Intermediate,Blood,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in blood; Expressed as percent dose/organ,,N,10116.0,10130,50597,1,,,BAO_0000218,178.0,
7669,Rattus norvegicus,CHEMBL627037,Intermediate,Heart,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in heart; Expressed as percent dose/organ,,N,10116.0,10130,50597,1,,,BAO_0000218,948.0,
7670,Rattus norvegicus,CHEMBL627038,Intermediate,Kidney,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in kidney; Expressed as percent dose/organ,,N,10116.0,10130,50597,1,,,BAO_0000218,2113.0,
7671,Rattus norvegicus,CHEMBL627039,Intermediate,Liver,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in liver; Expressed as percent dose/organ,,N,10116.0,10130,50597,1,,,BAO_0000218,2107.0,
7672,Rattus norvegicus,CHEMBL627040,Intermediate,Muscle tissue,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in muscle; Expressed as percent dose/organ,,N,10116.0,10130,50597,1,,,BAO_0000218,2385.0,
7673,Rattus norvegicus,CHEMBL624663,Intermediate,Spleen,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in spleen; Expressed as percent dose/organ,,N,10116.0,10130,50597,1,,,BAO_0000218,2106.0,
