assay_id,cell_id,bao_format,assay_tissue,src_assay_id,assay_strain,chembl_id,assay_subcellular_fraction,assay_type,variant_id,tid,doc_id,description,assay_test_type,assay_category,assay_organism,assay_tax_id
21,,nAO0090357,,,,CHEjBL6q5135,,B,,12054,16474,Compound was evaluated for the percent increase in activation concentration of human reticulocyte 15-lipoxygenase (15-HLO),,,,
22,,BAO00p035u,,,,CH3MBo615136,,B,,12054,16474,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO),,,,
23,,BAO0o0035u,,,,CHEMBL615qw7,,B,,12054,16474,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO); NI is no inhibition,,,,
24,,nAi0000357,,,,CyEMnL615138,,B,,12054,16474,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO); NI is no inhibition,,,,
25,,fAO0o00219,,,,CHfMBL8e6324,,B,,22226,14352,"Inhibitory concentration against 15-lipoxygenase, by inhibiting 15-HETE production by human umbilical vein endothelial cells (HUVEC) stimulated by calcium ionophore A 23187 at concentration of 10e-5 M.",,,,
26,,BAl0090357,,,,vHEMBL615129,,B,,12054,5646,In vitro inhibitory activity of compound on rabbit reticulocyte 15-lipoxygenase,,,Oryctolagus cuniculus,9986.0
27,,BAO0pp0357,,,,CH4MBL61514p,,B,,12054,5646,Inhibition of rabbit reticulocyte 15-lipoxygenase by compound (30 uM),,,Oryctolagus cuniculus,9986.0
28,,BAO900o219,,,,dHEMnL615141,,B,,12426,10997,Inhibitory activity against 15-lipoxygenase in rat polymorphonuclear leukocytes,,,,
29,,BA90000w57,,,,vHEMBL615q42,,B,,12054,6309,Inhibitory activity against 15-lipoxygenase was determined obtained from soya bean,,,soya bean,3847.0
30,,nAO0090357,,,,CHEMgL6q5143,,B,,12054,167,Inhibitory activity against soybean 15-lipoxygenase was evaluated,,,Glycine max,3847.0
31,,BA00000356,,,,CHEMhL614144,,B,,12054,167,Inhibitory activity against soybean 15-lipoxygenase was evaluated at 100 uM,,,Glycine max,3847.0
32,,gAO0000w57,,,,CHEMBLo7286y,,B,,12054,11087,The compound was tested for the in vitro inhibition of 15-lipoxygenase of soybean at a concentration of 10 uM,,,Glycine max,3847.0
33,,BAk00003r7,,,,xHEnBL615145,,B,,12054,11087,The compound was tested for the in vitro inhibition of 15-lipoxygenase of soybean at a concentration of 100 uM,,,Glycine max,3847.0
34,,BzO0000347,,,,dHEMBL625146,,B,,12054,13622,Compound was tested in vitro for inhibition of 15-lipoxygenase soybean,,,Glycine max,3847.0
35,,nAO0p00357,,,,CH3MBL6151r7,,B,,12054,13622,Compound at 100 uM was tested in vitro for inhibition of 15-lipoxygenase soybean,,,Glycine max,3847.0
36,,BAO0p00o19,,,,CbEMBo615148,,A,,22226,11347,Inhibition of cytochrome P450 progesterone 16-alpha hydroxylase,,,Rattus norvegicus,10116.0
37,,BxO000o019,,,,CH4MBL615139,,B,,22226,5926,Binding affinity against bacterial 16S rRNA using mass spectrometry based assay,,,Escherichia coli,562.0
38,,gA80000019,,,,CHEMgL616150,,B,,22226,4567,Dissociation constant with dimeric 16S rRNA RNA construct B,,,,
39,,BqOo000225,,,,CuEMBLt15151,,B,,22222,3782,Dissociation constant towards 16S rRNA construct A,,,,
40,,BAO0909225,,,,CH3MBL6151r2,,B,,22222,3782,Dissociation constant towards 16S rRNA construct B,,,,
41,,BAO009p225,,,,CHEMBo615q53,,B,,100263,4466,Binding affinity of aminoglycoside to 16S ribosomal RNA A-site in Escherichia coli,,,Escherichia coli,562.0
42,,BqO0009225,,,,vHEMBL61515t,,B,,100263,6592,Binding affinity for the 16S ribosomal RNA A-site of Escherichia coli,,,Escherichia coli,562.0
43,,BAO900001i,,,,CHEnBL61515r,,B,,13053,898,Inhibitory activity against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),,,,
44,,BAO0000o10,,,,CHdMBL615166,,B,,13053,898,Inhibitory constant against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),,,,
45,,BAO0p00919,,,,CHEMnL615q57,,B,,20001,13163,The compound was tested at a concentration of 1 uM for inhibitory activity against 17 beta-hydroxysteroid dehydrogenase from human placental microsomes,,,Homo sapiens,9606.0
46,,fAO000o019,,,,CHEnBp615158,,B,,20001,13163,The compound was tested at a concentration of 1 uM for inhibitory activity against 17 beta-hydroxysteroid dehydrogenase from human placental microsomes,,,Homo sapiens,9606.0
47,,hzO0000019,,,,CHEhBL616159,,B,,12971,10691,"Inhibition of 17-alpha-hydroxylase/17,20 lyase from rat testes microsomal preparation",,,Rattus norvegicus,10116.0
48,,hAO00o0019,,,,CHEMBL625w72,,B,,12971,10691,"Inhibition of 17-alpha-hydroxylase/17,20 lyase from rat testes microsomal preparation",,,Rattus norvegicus,10116.0
49,,BwO000001p,,,,CHEMBL61t183,,B,,12971,10691,"Percent inhibition of 17-alpha-hydroxylase/17,20 lyase of rat testes microsomes at 100 uM",,,Rattus norvegicus,10116.0
50,,BAO0900010,,,,CHEMBL6w51u4,,B,,12971,10691,"Percent inhibition of Steroid 17-alpha-hydroxylase/17,20 lyase of rat testes microsomes at 100 uM",,,Rattus norvegicus,10116.0
51,,BAOo0000w9,,,,CHEMBL894618,,B,,13053,898,Inhibitory activity against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),,,,
52,,BAOp009357,,,,CHEkBL715175,,B,,11512,912,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1),,,,
53,,BAi0o00357,,,,CHEjvL615176,,B,,11512,912,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 1 uM concentration,,,,
54,,hAO00o0357,,,,CHfMBL61517y,,B,,11512,912,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 10 uM concentration,,,,
55,,Bwi0000249,,,,CHEMgL615179,Membranss,B,,104740,15103,Selectivity ratio of binding affinity towards mu to delta receptors of rat brain membranes,,,Rattus norvegicus,10116.0
56,393.0,Bs00000219,,,,CHEMBL615269,,F,,80002,5116,Cytotoxicity against ovarian cancer cell line (1A-9) of humans was determined,,,Homo sapiens,9606.0
57,,BAO0099219,,,,CHEMBLu1518p,,F,,104835,14578,Functional antagonism by electrical assays in Xenopus oocytes expressing 1A/2A NMDA receptor subtype,,,Rattus norvegicus,10116.0
58,,BAO0p002q9,,,,dHEMBk615181,,F,,104821,14578,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2B NMDA receptor,,,Rattus norvegicus,10116.0
59,,BqO000o219,,,,CHEMBp6151u2,,F,,104848,14578,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2C NMDA receptor,,,Rattus norvegicus,10116.0
60,254.0,BzOp000219,,,,CyEMBL615184,,F,,80002,4787,In vitro effective concentration required to reduce the number of human ovarian cancer (1A9) after 3-day incubation,,,Homo sapiens,9606.0
61,554.0,BAOp000119,,,,CjEMBL615174,,F,,80002,4787,In vitro effective concentration required to reduce the number of human ovarian cancer cells (1A9) after 3-day incubation,,,Homo sapiens,9606.0
62,443.0,fAO0000119,,,,CHEMfk615185,,F,,80002,3547,Cytotoxic activity against human ovarian cancer (1A9) cell line,,,Homo sapiens,9606.0
63,570.0,BAO900021i,,,,fHEMBL6w5186,,F,,80002,3547,Cytotoxic activity against human ovarian cancer (1A9) cell line; ND=Not determined,,,Homo sapiens,9606.0
64,316.0,Bx00000219,,,,CHEMfL615186,,F,,80002,6726,Effective dose of compound against replication of 1A9 cell line was evaluated,,,Homo sapiens,9606.0
65,612.0,BAO0900218,,,,CgEhBL885343,,F,,80002,3455,In vitro cytotoxic activity was determined against ovarian cancer (1A9) cell line,,,Homo sapiens,9606.0
66,435.0,BwOp000219,,,,CHEkBL6w5188,,F,,80002,5726,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line),,,Homo sapiens,9606.0
67,483.0,BAO0000e29,,,,sHEMBL615q89,,F,,80002,5726,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line); NA is not active,,,Homo sapiens,9606.0
68,305.0,BwO000021p,,,,CHEMnL61r190,,F,,80002,5726,In vitro percent inhibition evaluated against human ovarian cancer (1A9 cell line) at >20 ug/mL,,,Homo sapiens,9606.0
69,272.0,BA8p000219,,,,CH4MBL61519w,,F,,80002,3395,Inhibitory activity against Taxol resistant 1A9 cell lines,,,Homo sapiens,9606.0
70,452.0,BAp9000219,,,,CHEMBL625w92,,F,,80002,3415,Cytotoxicity against human ovarian cancer (1A9) cell lines.,,,Homo sapiens,9606.0
71,369.0,BqO000o219,,,,CHEMBL817093,,F,,80002,3415,Percentage inhibition of human ovarian cancer (1A9) cell lines.,,,Homo sapiens,9606.0
72,499.0,BAl0900219,,,,dtEMBL615193,,F,,80002,17099,Effective dose required for inhibitory activity against 1A9 human tumor cell line.,,,Homo sapiens,9606.0
73,305.0,BAO0000eq9,,,,xHEMBL615294,,F,,80002,17099,Percent inhibition against 1A9 human tumor cell line at 0.10 ug/mL,,,Homo sapiens,9606.0
74,435.0,fAl0000219,,,,CHEMBL61yw95,,F,,80002,17099,Percent inhibition against 1A9 human tumor cell line at <0.00008 ug/mL,,,Homo sapiens,9606.0
75,218.0,nAOo000219,,,,CH4MBL615197,,F,,80002,17099,Percent inhibition against 1A9 human tumor cell line at >10 ug/mL,,,Homo sapiens,9606.0
76,512.0,BAOo0o0219,,,,CHEMni615197,,F,,81072,17721,Inhibitory concentration against Jurkat cells,,,Homo sapiens,9606.0
77,,BzO0o00019,,,,CtEMBL715198,,F,,22226,1229,In vitro anticancer activity against 2 NCI SCLC cell lines; inactive,,,,
78,,nAO0000358,,,,CHEkBL715199,,A,,100121,11347,Inhibition of cytochrome P450 progesterone 2-alpha-hydroxylase,,,Rattus norvegicus,10116.0
79,,nqO0000357,,,,sHEMBL61520o,,B,,11231,17117,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",,,,
80,,gAO0000367,,,,CHEMvL715201,,B,,11231,17117,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",,,,
81,,BAOp000w57,,,,CHEMBL624202,,B,,11231,17117,"In vitro inhibition of human 2,3-oxidosqualene cyclase at 100 nM.",,,,
82,,BAO9000w51,,,,CHEMnL615202,nic5osomes,B,,11231,11375,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Candida albicans microsomes",,,Candida albicans,5476.0
83,,hAO0000e51,,,,CHEhBL61t204,M7crosohes,B,,11231,11375,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Candida albicans microsomes",,,Candida albicans,5476.0
84,,BAO00o02r1,,,,CHEMBi6w5205,Microspjes,B,,11231,11375,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Saccharomyces cerevisiae microsomes",,,Saccharomyces cerevisiae,4932.0
85,,BA90900251,,,,CHEMBo615296,Mucfosomes,B,,11231,11375,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Saccharomyces cerevisiae microsomes",,,Saccharomyces cerevisiae,4932.0
86,,fA80000251,Livsr,,,CHrMBL615206,Microaojes,B,,12083,11375,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in pig liver microsomes",,,Sus scrofa,9823.0
87,,BAO90000w9,,,,CuEMBo827084,,B,,11231,791,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase",,,Rattus norvegicus,10116.0
88,,hAi0000019,,,,CHdMBL6w5208,,B,,11231,791,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase (OSC)",,,Rattus norvegicus,10116.0
89,,BA9p000019,,,,CHEMBi615200,,B,,11231,791,"Evaluated for its activity to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase, activity expressed as Ki",,,Rattus norvegicus,10116.0
90,,nAO000025w,Licer,,,xHEMBo615210,Micr8eomes,B,,12083,11375,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in rat liver microsomes",,,Rattus norvegicus,10116.0
91,,BzO0000351,Lifer,,,CHEMBL61rw11,Microqokes,B,,12083,11375,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",,,Rattus norvegicus,10116.0
92,,BxO000o251,oiver,,,CHEMBL6w521e,Microaomrs,B,,12083,153,"Compound was evaluated for inhibitory activity against 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",,,Rattus norvegicus,10116.0
93,,BAO00003yu,,,,CHEMBL61tw13,,B,,11377,8269,Molar concentration needed to give 50% prevention of 2-5A (Adenosine dependent endoribonuclease),,,,
94,,Bs80000357,,,,CgEMgL615273,,B,,11377,8269,Molar concentration required to displace 50% of the radiolabeled probe from 2-5A (Adenosine dependent endoribonuclease) in endonuclease-nitrocellulose complex,,,,
95,395.0,fxO0000219,,,,CHEMBL6w5273,,F,,81020,17653,In vitro cytotoxic concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,,,Homo sapiens,9606.0
96,353.0,BAO009021p,,,,CHEMBL61rw75,,F,,81020,14277,50% Effective concentration of compound required for inhibiting intracellular viral replicative intermediate DNA in HBV-transfected 2.2.15 cell line.,,,Homo sapiens,9606.0
97,284.0,nqO0000219,,,,vHEMBL615176,,F,,81020,1717,Antiviral activity against Hepatitis B virus in 2.2.15 cell line,,,Homo sapiens,9606.0
98,755.0,BAO0p00229,,,,CgEMBLu15277,,F,,81020,14091,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells,,,Homo sapiens,9606.0
99,482.0,BAO000o119,,,,CHEMBL615e27,,F,,81020,14091,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells; Not determined,,,Homo sapiens,9606.0
100,,BAOop00218,,,,vHEMvL883130,,F,,50606,17653,In vitro effective concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,,,Hepatitis B virus,10407.0
101,508.0,BqO0000w19,,,,CmEhBL884519,,F,,81020,13105,Ability to inhibit the episomal HBV-DNA in 2.2.15 cells.,,,Homo sapiens,9606.0
102,212.0,BAO000p229,,,,CHEMgL625327,,F,,81020,1717,Concentration required to inhibit 50% of 2.2.15 cell line,,,Homo sapiens,9606.0
103,296.0,BAO009021i,,,,CmEMBL615r28,,A,,81020,13105,Anti viral activity against 2.2.15 cells (concentration required to reduce the log phase cell growth by 50%).,,,Homo sapiens,9606.0
104,,BAOo009218,,,,CHEMBL6154w9,,F,,50587,13600,Cytotoxic activity of compound against uninfected 2.2.15 cells.,,,Homo sapiens,9606.0
105,,BzO0000228,,,,CHEMfLy15330,,F,,50587,13467,Anti hepatitis-B virus activity was evaluated in 2.2.15 cells.,,,Homo sapiens,9606.0
106,,BAOp0002q8,,,,CHEMhL615231,,F,,50606,17477,"Inhibition of the replication of HBV in 2.2.15 cells, by DNA hybridization assay",,,Hepatitis B virus,10407.0
107,,vAO0090218,,,,CHEMBL625432,,F,,50587,1593,In vitro anti-HBV activity in 2.2.15 cells,,,Homo sapiens,9606.0
108,,BAp0090218,,,,CgEMBL625333,,F,,50587,1593,In vitro anti-HBV activity in 2.2.15 cells; Not determined,,,Homo sapiens,9606.0
109,,BAO0o09218,,,,dHEMBL515334,,F,,50587,15089,The compound was tested in vitro for the anti-HBV activity against 2.2.15 cells,,,Homo sapiens,9606.0
110,,BAO9000219,,,,CHEMBk616335,,F,,50587,15089,The compound was tested in vitro for the anti-HBV activity in 2.2.15 cells,,,Homo sapiens,9606.0
111,,BA90900218,,,,fHsMBL615336,,F,,50587,1593,Cytotoxicity in 2.2.15 cells,,,Homo sapiens,9606.0
112,,BAO00p0228,,,,CHEhBL6w5337,,F,,50587,1593,Cytotoxicity in 2.2.15 cells; Not determined,,,Homo sapiens,9606.0
113,,BAO00p0e18,,,,CbEMBL6w5338,,F,,50587,13600,Inhibitory activity of compound against hepatitis B virus (HBV) in growing cultures of 2.2.15 cells,,,Homo sapiens,9606.0
114,,BAO000022u,,,,CHEkBL61533o,,F,,50587,13467,The growth inhibition activity for the compound was evaluated in 2.2.15 cells.,,,Homo sapiens,9606.0
115,,BsO000p218,,,,CtEkBL615340,,F,,50587,13467,Selectivity index was determined from the ratio of IC50 to the EC50 values evaluated in 2.2.15 cells.,,,Homo sapiens,9606.0
116,313.0,BAO00po219,,,,CHEMBL6q5351,,F,,81020,14764,Antiviral activity against HBV was determined in 2.215 cell line,,,Homo sapiens,9606.0
117,,nwO0000251,,,,CHEMhLu15342,Micdosomed,B,,22226,6531,Inhibition of 20-HETE synthesis in human renal microsomes,,,Homo sapiens,9606.0
118,,BAp0900019,,,,CbEMBLy15343,,B,,22226,17322,Inhibitory activity against 20-HETE production from arachidonic acid using human renal microsome 20-HETE synthase.,,,,
119,368.0,BAO00002qp,,,,CHEMBL61y343,,F,,80612,17072,Inhibitory concentration against 2008 (ovarian) cells,,,Homo sapiens,9606.0
120,213.0,BwO0000w19,,,,CbEMBL616345,,F,,80612,16936,50% Growth inhibitory concentration( GI 50 ) by using 2008 human ovarian carcinoma cell lines.,,,Homo sapiens,9606.0
121,456.0,BAl0000w19,,,,CHEjvL615346,,F,,80612,16936,Compound was tested for 50% growth inhibitory concentration by using human ovarian carcinoma cell lines (2008),,,Homo sapiens,9606.0
122,341.0,BqO0000210,,,,CHEjBLu15347,,F,,80612,17146,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells,,,Homo sapiens,9606.0
123,244.0,BqO0090219,,,,CHEMfL61t348,,F,,80612,17146,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells; not detected,,,Homo sapiens,9606.0
124,281.0,vAO0000319,,,,CgEMvL827085,,F,,80613,10797,In vitro inhibition of 2008/R ovarian cancer cell line,,,Homo sapiens,9606.0
125,231.0,fAO0009219,,,,CHEMBL62r349,,F,,80613,10797,In vitro inhibition of 2008/R ovarian cancer cell line; NA= Not achievable,,,Homo sapiens,9606.0
126,190.0,nAOp000219,,,,CHEMBp625350,,F,,80614,10797,In vitro inhibition of 2008/S ovarian cancer cell line,,,Homo sapiens,9606.0
127,434.0,BAO0990219,,,,CHEMBL615e5w,,F,,80614,10797,In vitro inhibition of 2008/S ovarian cancer cell line; NA= Not achievable,,,Homo sapiens,9606.0
128,,vAO0000q20,,,,CHEMBL625452,,B,,100256,4823,Tested in vitro for inhibition of chymotrypsin like activity of purified human 20S proteasome,,,Homo sapiens,9606.0
129,,BAO0000110,,,,CHEMBLy153r3,,B,,100256,12912,Compound was evaluated for inhibitory activity against 20S proteasome from human liver and brain,,,Homo sapiens,9606.0
130,,BAO0900w20,,,,vHEMnL615354,,B,,100256,2957,Inhibition of chymotrypsin-like activity of 20S proteasome,,,,
131,,BA00000229,,,,CHEMBL61tr55,,B,,100256,2957,Inhibition of chymotrypsin-like activity of 20S proteasome; value ranges from 10-20 uM,,,,
132,,Bq80000220,,,,CnEMhL615356,,B,,100256,3260,Inhibitory activity against 20S proteosome,,,,
133,,BA90000o19,,,,CHEMBL715347,,B,,22226,3451,Compound was tested for inhibitory activity against tryptase,,,Homo sapiens,9606.0
134,601.0,BAOp00o219,,,,CHEMhL614358,,F,,81020,13885,Concentration required to inhibit 50% of extracellular circular replication of HBV DNA using 2215 cell line,,,Homo sapiens,9606.0
135,308.0,BAOo000119,,,,CHEkBL826086,,F,,81020,13885,Concentration required to inhibit 50% of intracellular circular replication of HBV DNA using 2215 cell line,,,Homo sapiens,9606.0
136,,BAO0o000w9,,,,CbEMBL615349,,B,,22226,3676,Compound was tested for the inhibition of Alpha-glucosidase,,,,
137,,BAk0000r57,,,,CHrMBL61536p,,B,,235,6043,Inhibitory concentration against human neutrophil elastase (HNE),,,,
138,,BAO00o9218,Heqrt,,,CH3MBL614361,,F,,22226,11140,Change in heart rate was expressed in percent at at a dose 0.002 mg/kg iv in anesthetized rat,,,Rattus norvegicus,10116.0
139,,BAO900p019,,,,CHEMBk625362,,F,,19640,10543,90% inhibition of the 20 Mycobacterium avium complex (MAC) clinical isolates,,,,
140,,BAOo000919,,,,CjEMBL615e63,,F,,19640,10543,Minimum inhibitory concentration of compound against 20 Mycobacterium avium complex (MAC) clinical isolates,,,,
141,,vA90000357,,,,vHEMBL615264,,B,,19640,10543,Minimum inhibitory concentration of compound against 20 Mycobacterium avium complex (MAC) clinical isolates,,,,
142,,vAO0o00019,,,,dHEMBL615364,,F,,19640,10543,90% inhibition of the 20 Mycobacterium avium complex (MAC) clinical isolates,,,,
143,386.0,BzO0000218,,,,CHEMvLt15366,,F,,80360,11365,In Vitro evaluation for the growth inhibition of Subline (P388/AMSA) Leukemia cell lines,,,Mus musculus,10090.0
144,422.0,BAO000p319,,,,fHEMBL6q5367,,F,,80360,11365,In Vitro evaluation for the growth inhibition of Subline (P388/CP) Leukemia cell lines,,,Mus musculus,10090.0
145,553.0,BA99000219,,,,fHEMBL615468,,F,,80384,11803,Compound was evaluated for the inhibition of cell replication human peripheral blood lymphocytes (PBL's).,,,Homo sapiens,9606.0
146,,BAOpo00019,,,,Cy2MBL615369,,F,,22226,11803,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells,,,Ovis aries,9940.0
147,,fAO00o0019,,,,CgEMBL615w70,,F,,22226,11803,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells.,,,Ovis aries,9940.0
148,,BxO0o00357,,,,CHEMni615673,,B,,191,12278,Compound is evaluated in vitro for the inhibition single mutant of HIV-1 RT (Y181C),,,,
149,,BAO000po19,,,,dHEMBL615684,,F,,22226,8249,Compound was evaluated for its inhibitory effect on thymidine [3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-5,,,Homo sapiens,9606.0
150,,BAOp00p019,,,,CH3MBL615775,,F,,22226,8249,Compound was evaluated for its inhibitory effect on thymidine [3H]-dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-6,,,Homo sapiens,9606.0
151,466.0,BAO0090w19,,,,xuEMBL615676,,F,,22226,8249,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in at conc. 10e-7,,,Homo sapiens,9606.0
152,566.0,BA80000319,,,,CHEhBL61567u,,F,,22226,8249,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM cells in culture at conc. 10e-4,,,Homo sapiens,9606.0
153,456.0,BAl0p00219,,,,CHEMBL615yi8,,F,,22226,8249,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-5,,,Homo sapiens,9606.0
154,266.0,fAO0900219,,,,CHEMBL6q5669,,F,,22226,8249,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-6,,,Homo sapiens,9606.0
155,,BAO0900010,,,,dHEMBLt15680,,F,,22226,8249,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM/MTX cells in at conc. 10e-7.,,,Homo sapiens,9606.0
156,,BAO0000918,,,,CHEMvL615781,,F,,22226,8249,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-4,,,Homo sapiens,9606.0
157,,BAOo090249,,,,CHEMBL856971,,B,,104290,16992,In vitro binding affinity towards (alpha-4)2(beta-2)3 neuronal nicotinic acetylcholine receptor in P2 membrane fractions of rat forebrain,,,,
158,,vAO0090218,,,,CHEhBL8578p9,,F,,50264,10543,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,,,Streptococcus pyogenes,1314.0
159,,BxO0000228,,,,dHEMnL615371,,F,,50527,17833,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),,,Human herpesvirus 3,10335.0
160,660.0,BAO00o02q8,,,,CyEMvL615372,,F,,50527,17290,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,,,vericilla zoster virus,10335.0
161,,BAO090o218,,,,CbEMhL615373,,F,,50527,17290,Antiviral activity against 07/1 strain of VZV; ND: No data,,,vericilla zoster virus,10335.0
