assay_id,assay_tissue,variant_id,src_assay_id,assay_cell_type,chembl_id,assay_type,bao_format,assay_strain,assay_category,confidence_score,doc_id,description,assay_test_type,assay_organism,assay_tax_id,assay_subcellular_fraction
14,,,,,CHEMBL615129,F,BAO_0000218,,,1,11324,"The compound was tested for minimum inhibitory concentration in Staphylococcus aureus,147N penicillin sensitive Staphylococcus aureus",,Staphylococcus aureus,1280.0,
15,,,,,CHEMBL615130,F,BAO_0000218,,,1,11324,"The compound was tested for minimum inhibitory concentration in Staphylococcus aureus,147N penicillin sensitive Staphylococcus aureus",,Staphylococcus aureus,1280.0,
16,,,,,CHEMBL615131,F,BAO_0000218,,,1,11324,"The compound was tested for minimum inhibitory concentration in Staphylococcus aureus,147N penicillin sensitive Staphylococcus aureus",,Staphylococcus aureus,1280.0,
17,,,,,CHEMBL884521,A,BAO_0000357,,,9,11347,Inhibition of cytochrome P450 progesterone 15-alpha hydroxylase,,Rattus norvegicus,10116.0,
18,,,,,CHEMBL615132,B,BAO_0000357,,,8,16474,Concentration that cause 50% activation of human reticulocyte 15-lipoxygenase (15-HLO),,,,
19,,,,,CHEMBL615133,B,BAO_0000019,,,8,10091,Inhibition of partially purified 15-lipoxygenase from human leukocytes,,,,
20,,,,,CHEMBL615134,B,BAO_0000357,,,8,16474,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO),,,,
21,,,,,CHEMBL615135,B,BAO_0000357,,,8,16474,Compound was evaluated for the percent increase in activation concentration of human reticulocyte 15-lipoxygenase (15-HLO),,,,
22,,,,,CHEMBL615136,B,BAO_0000357,,,8,16474,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO),,,,
23,,,,,CHEMBL615137,B,BAO_0000357,,,8,16474,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO); NI is no inhibition,,,,
24,,,,,CHEMBL615138,B,BAO_0000357,,,8,16474,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO); NI is no inhibition,,,,
25,,,,,CHEMBL836324,B,BAO_0000219,,,0,14352,"Inhibitory concentration against 15-lipoxygenase, by inhibiting 15-HETE production by human umbilical vein endothelial cells (HUVEC) stimulated by calcium ionophore A 23187 at concentration of 10e-5 M.",,,,
26,,,,,CHEMBL615139,B,BAO_0000357,,,8,5646,In vitro inhibitory activity of compound on rabbit reticulocyte 15-lipoxygenase,,Oryctolagus cuniculus,9986.0,
27,,,,,CHEMBL615140,B,BAO_0000357,,,8,5646,Inhibition of rabbit reticulocyte 15-lipoxygenase by compound (30 uM),,Oryctolagus cuniculus,9986.0,
28,,,,,CHEMBL615141,B,BAO_0000219,,,8,10997,Inhibitory activity against 15-lipoxygenase in rat polymorphonuclear leukocytes,,,,
29,,,,,CHEMBL615142,B,BAO_0000357,,,8,6309,Inhibitory activity against 15-lipoxygenase was determined obtained from soya bean,,soya bean,3847.0,
30,,,,,CHEMBL615143,B,BAO_0000357,,,8,167,Inhibitory activity against soybean 15-lipoxygenase was evaluated,,Glycine max,3847.0,
31,,,,,CHEMBL615144,B,BAO_0000357,,,8,167,Inhibitory activity against soybean 15-lipoxygenase was evaluated at 100 uM,,Glycine max,3847.0,
32,,,,,CHEMBL872867,B,BAO_0000357,,,8,11087,The compound was tested for the in vitro inhibition of 15-lipoxygenase of soybean at a concentration of 10 uM,,Glycine max,3847.0,
33,,,,,CHEMBL615145,B,BAO_0000357,,,8,11087,The compound was tested for the in vitro inhibition of 15-lipoxygenase of soybean at a concentration of 100 uM,,Glycine max,3847.0,
34,,,,,CHEMBL615146,B,BAO_0000357,,,8,13622,Compound was tested in vitro for inhibition of 15-lipoxygenase soybean,,Glycine max,3847.0,
35,,,,,CHEMBL615147,B,BAO_0000357,,,8,13622,Compound at 100 uM was tested in vitro for inhibition of 15-lipoxygenase soybean,,Glycine max,3847.0,
36,,,,,CHEMBL615148,A,BAO_0000019,,,0,11347,Inhibition of cytochrome P450 progesterone 16-alpha hydroxylase,,Rattus norvegicus,10116.0,
37,,,,,CHEMBL615149,B,BAO_0000019,,,0,5926,Binding affinity against bacterial 16S rRNA using mass spectrometry based assay,,Escherichia coli,562.0,
38,,,,,CHEMBL615150,B,BAO_0000019,,,0,4567,Dissociation constant with dimeric 16S rRNA RNA construct B,,,,
39,,,,,CHEMBL615151,B,BAO_0000225,,,3,3782,Dissociation constant towards 16S rRNA construct A,,,,
40,,,,,CHEMBL615152,B,BAO_0000225,,,3,3782,Dissociation constant towards 16S rRNA construct B,,,,
41,,,,,CHEMBL615153,B,BAO_0000225,,,3,4466,Binding affinity of aminoglycoside to 16S ribosomal RNA A-site in Escherichia coli,,Escherichia coli,562.0,
42,,,,,CHEMBL615154,B,BAO_0000225,,,3,6592,Binding affinity for the 16S ribosomal RNA A-site of Escherichia coli,,Escherichia coli,562.0,
43,,,,,CHEMBL615155,B,BAO_0000019,,,8,898,Inhibitory activity against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),,,,
44,,,,,CHEMBL615156,B,BAO_0000019,,,8,898,Inhibitory constant against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),,,,
45,,,,,CHEMBL615157,B,BAO_0000019,,,8,13163,The compound was tested at a concentration of 1 uM for inhibitory activity against 17 beta-hydroxysteroid dehydrogenase from human placental microsomes,,Homo sapiens,9606.0,
46,,,,,CHEMBL615158,B,BAO_0000019,,,8,13163,The compound was tested at a concentration of 1 uM for inhibitory activity against 17 beta-hydroxysteroid dehydrogenase from human placental microsomes,,Homo sapiens,9606.0,
47,,,,,CHEMBL615159,B,BAO_0000019,,,9,10691,"Inhibition of 17-alpha-hydroxylase/17,20 lyase from rat testes microsomal preparation",,Rattus norvegicus,10116.0,
48,,,,,CHEMBL615172,B,BAO_0000019,,,9,10691,"Inhibition of 17-alpha-hydroxylase/17,20 lyase from rat testes microsomal preparation",,Rattus norvegicus,10116.0,
49,,,,,CHEMBL615173,B,BAO_0000019,,,9,10691,"Percent inhibition of 17-alpha-hydroxylase/17,20 lyase of rat testes microsomes at 100 uM",,Rattus norvegicus,10116.0,
50,,,,,CHEMBL615174,B,BAO_0000019,,,9,10691,"Percent inhibition of Steroid 17-alpha-hydroxylase/17,20 lyase of rat testes microsomes at 100 uM",,Rattus norvegicus,10116.0,
51,,,,,CHEMBL884518,B,BAO_0000019,,,8,898,Inhibitory activity against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),,,,
52,,,,,CHEMBL615175,B,BAO_0000357,,,8,912,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1),,,,
53,,,,,CHEMBL615176,B,BAO_0000357,,,8,912,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 1 uM concentration,,,,
54,,,,,CHEMBL615177,B,BAO_0000357,,,8,912,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 10 uM concentration,,,,
55,,,,,CHEMBL615178,B,BAO_0000249,,,5,15103,Selectivity ratio of binding affinity towards mu to delta receptors of rat brain membranes,,Rattus norvegicus,10116.0,Membranes
56,,,,1A9,CHEMBL615179,F,BAO_0000219,,,1,5116,Cytotoxicity against ovarian cancer cell line (1A-9) of humans was determined,,Homo sapiens,9606.0,
57,,,,Oocytes,CHEMBL615180,F,BAO_0000219,,,7,14578,Functional antagonism by electrical assays in Xenopus oocytes expressing 1A/2A NMDA receptor subtype,,Rattus norvegicus,10116.0,
58,,,,Oocytes,CHEMBL615181,F,BAO_0000219,,,7,14578,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2B NMDA receptor,,Rattus norvegicus,10116.0,
59,,,,Oocytes,CHEMBL615182,F,BAO_0000219,,,7,14578,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2C NMDA receptor,,Rattus norvegicus,10116.0,
60,,,,1A9,CHEMBL615183,F,BAO_0000219,,,1,4787,In vitro effective concentration required to reduce the number of human ovarian cancer (1A9) after 3-day incubation,,Homo sapiens,9606.0,
61,,,,1A9,CHEMBL615184,F,BAO_0000219,,,1,4787,In vitro effective concentration required to reduce the number of human ovarian cancer cells (1A9) after 3-day incubation,,Homo sapiens,9606.0,
62,,,,1A9,CHEMBL615185,F,BAO_0000219,,,1,3547,Cytotoxic activity against human ovarian cancer (1A9) cell line,,Homo sapiens,9606.0,
63,,,,1A9,CHEMBL615186,F,BAO_0000219,,,1,3547,Cytotoxic activity against human ovarian cancer (1A9) cell line; ND=Not determined,,Homo sapiens,9606.0,
64,,,,1A9,CHEMBL615187,F,BAO_0000219,,,1,6726,Effective dose of compound against replication of 1A9 cell line was evaluated,,Homo sapiens,9606.0,
65,,,,1A9,CHEMBL885343,F,BAO_0000219,,,1,3455,In vitro cytotoxic activity was determined against ovarian cancer (1A9) cell line,,Homo sapiens,9606.0,
66,,,,1A9,CHEMBL615188,F,BAO_0000219,,,1,5726,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line),,Homo sapiens,9606.0,
67,,,,1A9,CHEMBL615189,F,BAO_0000219,,,1,5726,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line); NA is not active,,Homo sapiens,9606.0,
68,,,,1A9,CHEMBL615190,F,BAO_0000219,,,1,5726,In vitro percent inhibition evaluated against human ovarian cancer (1A9 cell line) at >20 ug/mL,,Homo sapiens,9606.0,
69,,,,1A9,CHEMBL615191,F,BAO_0000219,,,1,3395,Inhibitory activity against Taxol resistant 1A9 cell lines,,Homo sapiens,9606.0,
70,,,,1A9,CHEMBL615192,F,BAO_0000219,,,1,3415,Cytotoxicity against human ovarian cancer (1A9) cell lines.,,Homo sapiens,9606.0,
71,,,,1A9,CHEMBL827083,F,BAO_0000219,,,1,3415,Percentage inhibition of human ovarian cancer (1A9) cell lines.,,Homo sapiens,9606.0,
72,,,,1A9,CHEMBL615193,F,BAO_0000219,,,1,17099,Effective dose required for inhibitory activity against 1A9 human tumor cell line.,,Homo sapiens,9606.0,
73,,,,1A9,CHEMBL615194,F,BAO_0000219,,,1,17099,Percent inhibition against 1A9 human tumor cell line at 0.10 ug/mL,,Homo sapiens,9606.0,
74,,,,1A9,CHEMBL615195,F,BAO_0000219,,,1,17099,Percent inhibition against 1A9 human tumor cell line at <0.00008 ug/mL,,Homo sapiens,9606.0,
75,,,,1A9,CHEMBL615196,F,BAO_0000219,,,1,17099,Percent inhibition against 1A9 human tumor cell line at >10 ug/mL,,Homo sapiens,9606.0,
76,,,,Jurkat,CHEMBL615197,F,BAO_0000219,,,1,17721,Inhibitory concentration against Jurkat cells,,Homo sapiens,9606.0,
77,,,,,CHEMBL615198,F,BAO_0000019,,,0,1229,In vitro anticancer activity against 2 NCI SCLC cell lines; inactive,,,,
78,,,,,CHEMBL615199,A,BAO_0000357,,,9,11347,Inhibition of cytochrome P450 progesterone 2-alpha-hydroxylase,,Rattus norvegicus,10116.0,
79,,,,,CHEMBL615200,B,BAO_0000357,,,8,17117,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",,,,
80,,,,,CHEMBL615201,B,BAO_0000357,,,8,17117,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",,,,
81,,,,,CHEMBL615202,B,BAO_0000357,,,8,17117,"In vitro inhibition of human 2,3-oxidosqualene cyclase at 100 nM.",,,,
82,,,,,CHEMBL615203,B,BAO_0000251,,,8,11375,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Candida albicans microsomes",,Candida albicans,5476.0,Microsomes
83,,,,,CHEMBL615204,B,BAO_0000251,,,8,11375,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Candida albicans microsomes",,Candida albicans,5476.0,Microsomes
84,,,,,CHEMBL615205,B,BAO_0000251,,,8,11375,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Saccharomyces cerevisiae microsomes",,Saccharomyces cerevisiae,4932.0,Microsomes
85,,,,,CHEMBL615206,B,BAO_0000251,,,8,11375,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Saccharomyces cerevisiae microsomes",,Saccharomyces cerevisiae,4932.0,Microsomes
86,Liver,,,,CHEMBL615207,B,BAO_0000251,,,8,11375,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in pig liver microsomes",,Sus scrofa,9823.0,Microsomes
87,,,,,CHEMBL827084,B,BAO_0000019,,,8,791,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase",,Rattus norvegicus,10116.0,
88,,,,,CHEMBL615208,B,BAO_0000019,,,8,791,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase (OSC)",,Rattus norvegicus,10116.0,
89,,,,,CHEMBL615209,B,BAO_0000019,,,8,791,"Evaluated for its activity to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase, activity expressed as Ki",,Rattus norvegicus,10116.0,
90,Liver,,,,CHEMBL615210,B,BAO_0000251,,,9,11375,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in rat liver microsomes",,Rattus norvegicus,10116.0,Microsomes
91,Liver,,,,CHEMBL615211,B,BAO_0000251,,,9,11375,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",,Rattus norvegicus,10116.0,Microsomes
92,Liver,,,,CHEMBL615212,B,BAO_0000251,,,9,153,"Compound was evaluated for inhibitory activity against 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",,Rattus norvegicus,10116.0,Microsomes
93,,,,,CHEMBL615213,B,BAO_0000357,,,8,8269,Molar concentration needed to give 50% prevention of 2-5A (Adenosine dependent endoribonuclease),,,,
94,,,,,CHEMBL615273,B,BAO_0000357,,,8,8269,Molar concentration required to displace 50% of the radiolabeled probe from 2-5A (Adenosine dependent endoribonuclease) in endonuclease-nitrocellulose complex,,,,
95,,,,HepG2,CHEMBL615274,F,BAO_0000219,,,1,17653,In vitro cytotoxic concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,,Homo sapiens,9606.0,
96,,,,HepG2,CHEMBL615275,F,BAO_0000219,,,1,14277,50% Effective concentration of compound required for inhibiting intracellular viral replicative intermediate DNA in HBV-transfected 2.2.15 cell line.,,Homo sapiens,9606.0,
97,,,,HepG2,CHEMBL615276,F,BAO_0000219,,,1,1717,Antiviral activity against Hepatitis B virus in 2.2.15 cell line,,Homo sapiens,9606.0,
98,,,,HepG2,CHEMBL615277,F,BAO_0000219,,,1,14091,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells,,Homo sapiens,9606.0,
99,,,,HepG2,CHEMBL615326,F,BAO_0000219,,,1,14091,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells; Not determined,,Homo sapiens,9606.0,
100,,,,,CHEMBL883130,F,BAO_0000218,,,1,17653,In vitro effective concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,,Hepatitis B virus,10407.0,
101,,,,HepG2,CHEMBL884519,F,BAO_0000219,,,1,13105,Ability to inhibit the episomal HBV-DNA in 2.2.15 cells.,,Homo sapiens,9606.0,
102,,,,HepG2,CHEMBL615327,F,BAO_0000219,,,1,1717,Concentration required to inhibit 50% of 2.2.15 cell line,,Homo sapiens,9606.0,
103,,,,HepG2,CHEMBL615328,A,BAO_0000219,,,1,13105,Anti viral activity against 2.2.15 cells (concentration required to reduce the log phase cell growth by 50%).,,Homo sapiens,9606.0,
104,,,,2.2.15,CHEMBL615329,F,BAO_0000218,,,1,13600,Cytotoxic activity of compound against uninfected 2.2.15 cells.,,Homo sapiens,9606.0,
105,,,,2.2.15,CHEMBL615330,F,BAO_0000218,,,1,13467,Anti hepatitis-B virus activity was evaluated in 2.2.15 cells.,,Homo sapiens,9606.0,
106,,,,2.2.15,CHEMBL615331,F,BAO_0000218,,,1,17477,"Inhibition of the replication of HBV in 2.2.15 cells, by DNA hybridization assay",,Hepatitis B virus,10407.0,
107,,,,2.2.15,CHEMBL615332,F,BAO_0000218,,,1,1593,In vitro anti-HBV activity in 2.2.15 cells,,Homo sapiens,9606.0,
108,,,,2.2.15,CHEMBL615333,F,BAO_0000218,,,1,1593,In vitro anti-HBV activity in 2.2.15 cells; Not determined,,Homo sapiens,9606.0,
109,,,,2.2.15,CHEMBL615334,F,BAO_0000218,,,1,15089,The compound was tested in vitro for the anti-HBV activity against 2.2.15 cells,,Homo sapiens,9606.0,
110,,,,2.2.15,CHEMBL615335,F,BAO_0000218,,,1,15089,The compound was tested in vitro for the anti-HBV activity in 2.2.15 cells,,Homo sapiens,9606.0,
111,,,,2.2.15,CHEMBL615336,F,BAO_0000218,,,1,1593,Cytotoxicity in 2.2.15 cells,,Homo sapiens,9606.0,
112,,,,2.2.15,CHEMBL615337,F,BAO_0000218,,,1,1593,Cytotoxicity in 2.2.15 cells; Not determined,,Homo sapiens,9606.0,
113,,,,2.2.15,CHEMBL615338,F,BAO_0000218,,,1,13600,Inhibitory activity of compound against hepatitis B virus (HBV) in growing cultures of 2.2.15 cells,,Homo sapiens,9606.0,
114,,,,2.2.15,CHEMBL615339,F,BAO_0000218,,,1,13467,The growth inhibition activity for the compound was evaluated in 2.2.15 cells.,,Homo sapiens,9606.0,
115,,,,2.2.15,CHEMBL615340,F,BAO_0000218,,,1,13467,Selectivity index was determined from the ratio of IC50 to the EC50 values evaluated in 2.2.15 cells.,,Homo sapiens,9606.0,
116,,,,HepG2,CHEMBL615341,F,BAO_0000219,,,1,14764,Antiviral activity against HBV was determined in 2.215 cell line,,Homo sapiens,9606.0,
117,,,,,CHEMBL615342,B,BAO_0000251,,,0,6531,Inhibition of 20-HETE synthesis in human renal microsomes,,Homo sapiens,9606.0,Microsomes
118,,,,,CHEMBL615343,B,BAO_0000019,,,0,17322,Inhibitory activity against 20-HETE production from arachidonic acid using human renal microsome 20-HETE synthase.,,,,
119,,,,2008,CHEMBL615344,F,BAO_0000219,,,1,17072,Inhibitory concentration against 2008 (ovarian) cells,,Homo sapiens,9606.0,
120,,,,2008,CHEMBL615345,F,BAO_0000219,,,1,16936,50% Growth inhibitory concentration( GI 50 ) by using 2008 human ovarian carcinoma cell lines.,,Homo sapiens,9606.0,
121,,,,2008,CHEMBL615346,F,BAO_0000219,,,1,16936,Compound was tested for 50% growth inhibitory concentration by using human ovarian carcinoma cell lines (2008),,Homo sapiens,9606.0,
122,,,,2008,CHEMBL615347,F,BAO_0000219,,,1,17146,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells,,Homo sapiens,9606.0,
123,,,,2008,CHEMBL615348,F,BAO_0000219,,,1,17146,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells; not detected,,Homo sapiens,9606.0,
124,,,,2008/R,CHEMBL827085,F,BAO_0000219,,,1,10797,In vitro inhibition of 2008/R ovarian cancer cell line,,Homo sapiens,9606.0,
125,,,,2008/R,CHEMBL615349,F,BAO_0000219,,,1,10797,In vitro inhibition of 2008/R ovarian cancer cell line; NA= Not achievable,,Homo sapiens,9606.0,
126,,,,2008/S,CHEMBL615350,F,BAO_0000219,,,1,10797,In vitro inhibition of 2008/S ovarian cancer cell line,,Homo sapiens,9606.0,
127,,,,2008/S,CHEMBL615351,F,BAO_0000219,,,1,10797,In vitro inhibition of 2008/S ovarian cancer cell line; NA= Not achievable,,Homo sapiens,9606.0,
128,,,,,CHEMBL615352,B,BAO_0000220,,,2,4823,Tested in vitro for inhibition of chymotrypsin like activity of purified human 20S proteasome,,Homo sapiens,9606.0,
129,,,,,CHEMBL615353,B,BAO_0000220,,,2,12912,Compound was evaluated for inhibitory activity against 20S proteasome from human liver and brain,,Homo sapiens,9606.0,
130,,,,,CHEMBL615354,B,BAO_0000220,,,2,2957,Inhibition of chymotrypsin-like activity of 20S proteasome,,,,
131,,,,,CHEMBL615355,B,BAO_0000220,,,2,2957,Inhibition of chymotrypsin-like activity of 20S proteasome; value ranges from 10-20 uM,,,,
132,,,,,CHEMBL615356,B,BAO_0000220,,,2,3260,Inhibitory activity against 20S proteosome,,,,
133,,,,,CHEMBL615357,B,BAO_0000019,,,0,3451,Compound was tested for inhibitory activity against tryptase,,Homo sapiens,9606.0,
134,,,,HepG2,CHEMBL615358,F,BAO_0000219,,,1,13885,Concentration required to inhibit 50% of extracellular circular replication of HBV DNA using 2215 cell line,,Homo sapiens,9606.0,
135,,,,HepG2,CHEMBL827086,F,BAO_0000219,,,1,13885,Concentration required to inhibit 50% of intracellular circular replication of HBV DNA using 2215 cell line,,Homo sapiens,9606.0,
136,,,,,CHEMBL615359,B,BAO_0000019,,,0,3676,Compound was tested for the inhibition of Alpha-glucosidase,,,,
137,,,,,CHEMBL615360,B,BAO_0000357,,,8,6043,Inhibitory concentration against human neutrophil elastase (HNE),,,,
138,Heart,,,,CHEMBL615361,F,BAO_0000218,,,0,11140,Change in heart rate was expressed in percent at at a dose 0.002 mg/kg iv in anesthetized rat,,Rattus norvegicus,10116.0,
139,,,,,CHEMBL615362,F,BAO_0000019,,,8,10543,90% inhibition of the 20 Mycobacterium avium complex (MAC) clinical isolates,,,,
140,,,,,CHEMBL615363,F,BAO_0000019,,,8,10543,Minimum inhibitory concentration of compound against 20 Mycobacterium avium complex (MAC) clinical isolates,,,,
141,,,,,CHEMBL615364,B,BAO_0000357,,,8,10543,Minimum inhibitory concentration of compound against 20 Mycobacterium avium complex (MAC) clinical isolates,,,,
142,,,,,CHEMBL615365,F,BAO_0000019,,,8,10543,90% inhibition of the 20 Mycobacterium avium complex (MAC) clinical isolates,,,,
143,,,,P338,CHEMBL615366,F,BAO_0000219,,,1,11365,In Vitro evaluation for the growth inhibition of Subline (P388/AMSA) Leukemia cell lines,,Mus musculus,10090.0,
144,,,,P338,CHEMBL615367,F,BAO_0000219,,,1,11365,In Vitro evaluation for the growth inhibition of Subline (P388/CP) Leukemia cell lines,,Mus musculus,10090.0,
145,,,,PBL,CHEMBL615368,F,BAO_0000219,,,1,11803,Compound was evaluated for the inhibition of cell replication human peripheral blood lymphocytes (PBL's).,,Homo sapiens,9606.0,
146,,,,,CHEMBL615369,F,BAO_0000019,,,0,11803,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells,,Ovis aries,9940.0,
147,,,,,CHEMBL615370,F,BAO_0000019,,,0,11803,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells.,,Ovis aries,9940.0,
148,,,,,CHEMBL615673,B,BAO_0000357,,,8,12278,Compound is evaluated in vitro for the inhibition single mutant of HIV-1 RT (Y181C),,,,
149,,,,,CHEMBL615674,F,BAO_0000019,,,0,8249,Compound was evaluated for its inhibitory effect on thymidine [3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-5,,Homo sapiens,9606.0,
150,,,,,CHEMBL615675,F,BAO_0000019,,,0,8249,Compound was evaluated for its inhibitory effect on thymidine [3H]-dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-6,,Homo sapiens,9606.0,
151,,,,CCRF-CEM,CHEMBL615676,F,BAO_0000219,,,0,8249,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in at conc. 10e-7,,Homo sapiens,9606.0,
152,,,,CCRF-CEM,CHEMBL615677,F,BAO_0000219,,,0,8249,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM cells in culture at conc. 10e-4,,Homo sapiens,9606.0,
153,,,,CCRF-CEM,CHEMBL615678,F,BAO_0000219,,,0,8249,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-5,,Homo sapiens,9606.0,
154,,,,CCRF-CEM,CHEMBL615679,F,BAO_0000219,,,0,8249,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-6,,Homo sapiens,9606.0,
155,,,,,CHEMBL615680,F,BAO_0000019,,,0,8249,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM/MTX cells in at conc. 10e-7.,,Homo sapiens,9606.0,
156,,,,,CHEMBL615681,F,BAO_0000019,,,0,8249,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-4,,Homo sapiens,9606.0,
157,,,,,CHEMBL857972,B,BAO_0000249,,,6,16992,In vitro binding affinity towards (alpha-4)2(beta-2)3 neuronal nicotinic acetylcholine receptor in P2 membrane fractions of rat forebrain,,,,
158,,,,,CHEMBL857899,F,BAO_0000218,,,1,10543,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,,Streptococcus pyogenes,1314.0,
159,,,,,CHEMBL615371,F,BAO_0000218,,,1,17833,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),,Human herpesvirus 3,10335.0,
160,,,,HEL,CHEMBL615372,F,BAO_0000218,,,1,17290,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,,vericilla zoster virus,10335.0,
161,,,,,CHEMBL615373,F,BAO_0000218,,,1,17290,Antiviral activity against 07/1 strain of VZV; ND: No data,,vericilla zoster virus,10335.0,
162,,,,,CHEMBL615374,F,BAO_0000218,,,1,17290,Antiviral activity against 07/1 strain of VZV; ND=No data,,vericilla zoster virus,10335.0,
