td,ss_tss,ss_tp,vrnt_d,cll_d,b_frmt,crtd_b,cnfdnc_scr,rltnshp_tp,tss_d,src_d,ss_strn,ss_cll_tp,ss_tst_tp,chmbl_d,ss_ctgr,ss_d,ss_sbclllr_frctn,src_ss_d,dscrptn,dc_d,ss_rgnsm,ss_tx_d
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL621132,,7560,,,Half life (T1/2) after oral administration in rat,5656,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL621133,,7561,,,Half life of compound after iv administration of 20 mg/kg dose in rat,4413,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Expert,1,N,,1,,,In vivo,CHEMBL621312,,7562,,,Half life of compound determined in rat after iv administration at a dose of 10 mg/kg,3598,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL621313,,7563,,,Half life of compound was determined in rat,17267,Rattus norvegicus,10116.0
50597,Blood,A,,,BAO_0000218,Intermediate,1,N,178.0,1,,,,CHEMBL621314,,7564,,,Half life of compound was determined in rat blood,4727,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL621315,,7565,,,Half life at 1 mg/kg was determined in rat,17651,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL621316,,7566,,,Half life at 10 mg/kg was determined in rat,17651,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL621317,,7567,,,Half life in rats,401,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL621318,,7568,,,Half life in rats in hours,4942,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL621319,,7569,,,Half life following 10 mg/kg intravenous or 50 mg/kg oral dosing in rats was determined,17735,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL621377,,7570,,,Half life was calculated at a single intravenous administration of 20 mg/kg in rat,6056,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL621378,,7571,,,Half life was determined,5213,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL876599,,7572,,,Half life after i.v. administration,6616,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL621379,,7573,,,Half life in rat after intravenous administration at a concentration 0.5 mg/kg,5937,Rattus norvegicus,10116.0
50597,Plasma,A,,,BAO_0000218,Intermediate,1,N,1969.0,1,,,,CHEMBL621380,,7574,,,Half life in rat plasma,5819,Rattus norvegicus,10116.0
50597,Plasma,A,,,BAO_0000218,Intermediate,1,N,1969.0,1,,,,CHEMBL621381,,7575,,,Half life in rat plasma; Not detected,5819,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL618515,,7576,,,Half life in rats,6803,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL618516,,7577,,,Half life period of compound was determined after peroral administration,17804,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL618517,,7578,,,Half life period of compound was determined at a dose of 3 mg/kg by intravenous administration,17804,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL618518,,7579,,,Half life period in rat,5948,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL618519,,7580,,,Half life period was evaluated against Sprague-Dawley rats at a dose of 15 mg/kg after iv administration,1916,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL618698,,7581,,,Half life period was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration,1916,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL618862,,7582,,,Half life period was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration; Not available,1916,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL618863,,7583,,,Half life period was determined after intravenous administration at a dose 5 mg/kg to male Sprague-Dawley rats,4890,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL618864,,7584,,,Half life period was determined for compound after intravenous administration in rats at 24 uM/kg,17764,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL618865,,7585,,,Half life time in rat the dose of 2 mg/kg,4727,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL618866,,7586,,,Half-life 24 hr after 10 mg/kg iv administration in rats,17509,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL618867,,7587,,,Half-life 24 hr after 2 mg/kg iv administration in rats,17509,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL875828,,7588,,,Half-life consistent with the observed metabolic steady state in rats,6597,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL618868,,7589,,,Half-life following 10 mg/kg intravenous or 50 mg/kg oral dosing in rats was determined,17735,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL618869,,7590,,,Half-life for oxidative metabolic stability was determined using male human,6597,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,In vivo,CHEMBL618870,,7591,,,"Half-life in fischer rats at 5 mg/kg dose, administered intravenously",17670,Rattus norvegicus,10116.0
50597,Plasma,A,,,BAO_0000218,Intermediate,1,N,1969.0,1,,,,CHEMBL618871,,7592,,,Half-life in rat plasma,1696,Rattus norvegicus,10116.0
50597,Plasma,A,,,BAO_0000218,Intermediate,1,N,1969.0,1,,,,CHEMBL618872,,7593,,,Half-life in rat plasma was determined,1742,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL873816,,7594,,,Half-life in rats was determined,17800,Rattus norvegicus,10116.0
22224,,A,,,BAO_0000218,Autocuration,0,U,,1,,,,CHEMBL618873,,7595,,,Area under curve of acid 2a was determined by HPLC at a dosage of 54.5 mg/kg administered intragastrically by gavage method in dog,12923,,
22224,,A,,,BAO_0000019,Autocuration,0,U,,1,,,,CHEMBL621602,,7596,,,Area under curve after oral dose of 0.1 mg//kg,11954,,
22224,,A,,,BAO_0000218,Autocuration,0,U,,1,,,,CHEMBL621603,,7597,,,Area under curve after oral dose of 0.3 mg/kg,11954,,
22224,,A,,,BAO_0000218,Autocuration,0,U,,1,,,,CHEMBL621604,,7598,,,Area under curve after oral dose of 1 mg/kg,11954,,
22224,,A,,,BAO_0000218,Autocuration,0,U,,1,,,,CHEMBL621605,,7599,,,Area under curve after oral dose of 10 mg/kg,11954,,
22224,,A,,,BAO_0000218,Autocuration,0,U,,1,,,,CHEMBL621606,,7600,,,Area under curve after oral dose of 23.4 mg/kg,11954,,
22224,,A,,,BAO_0000218,Autocuration,0,U,,1,,,,CHEMBL621607,,7601,,,Area under curve after oral dose of 3 mg/kg,11954,,
22224,,A,,,BAO_0000218,Autocuration,0,U,,1,,,,CHEMBL621608,,7602,,,Area under curve after oral dose of 3.87 mg/kg,11954,,
22224,,A,,,BAO_0000019,Autocuration,0,U,,1,,,,CHEMBL621609,,7603,,,Area under curve was determined,5237,,
22224,,A,,,BAO_0000218,Autocuration,0,U,,1,,,,CHEMBL621610,,7604,,,Area under curve at a dose of 10 mg/kg,4026,,
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL621611,,7605,,,Area under curve was determined; ND=No data,5237,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL621612,,7606,,,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,14793,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL622308,,7607,,,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,14793,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL622309,,7608,,,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,14793,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL622310,,7609,,,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for infinite hours,14793,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL622311,,7610,,,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,14793,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL622312,,7611,,,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for infinite hours; Not calculated,14793,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL622931,,7612,,,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,14793,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL622932,,7613,,,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for infinite hours; Not calculated,14793,Rattus norvegicus,10116.0
50597,Plasma,A,,,BAO_0000218,Intermediate,1,N,1969.0,1,,,,CHEMBL622736,,7614,,,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,14793,Rattus norvegicus,10116.0
50597,Plasma,A,,,BAO_0000218,Intermediate,1,N,1969.0,1,,,,CHEMBL622737,,7615,,,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,14793,Rattus norvegicus,10116.0
50597,Plasma,A,,,BAO_0000218,Intermediate,1,N,1969.0,1,,,,CHEMBL622738,,7616,,,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,14793,Rattus norvegicus,10116.0
50597,Plasma,A,,,BAO_0000218,Intermediate,1,N,1969.0,1,,,,CHEMBL622739,,7617,,,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for infinite hours,14793,Rattus norvegicus,10116.0
50597,Plasma,A,,,BAO_0000218,Intermediate,1,N,1969.0,1,,,,CHEMBL622740,,7618,,,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,14793,Rattus norvegicus,10116.0
50597,Plasma,A,,,BAO_0000218,Intermediate,1,N,1969.0,1,,,,CHEMBL622741,,7619,,,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for infinite hours,14793,Rattus norvegicus,10116.0
50597,Plasma,A,,,BAO_0000218,Intermediate,1,N,1969.0,1,,,,CHEMBL622742,,7620,,,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,14793,Rattus norvegicus,10116.0
50597,Plasma,A,,,BAO_0000218,Intermediate,1,N,1969.0,1,,,,CHEMBL622743,,7621,,,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for infinite hours,14793,Rattus norvegicus,10116.0
50594,Plasma,A,,,BAO_0000218,Intermediate,1,N,1969.0,1,,,,CHEMBL622744,,7622,,,AUC in mice,11637,Mus musculus,10090.0
22224,,A,,,BAO_0000019,Autocuration,0,U,,1,,,,CHEMBL624134,,7623,,,Area under curve was measured from the graph obtained from concentration Vs time,11149,,
22224,,A,,,BAO_0000019,Autocuration,0,U,,1,,,,CHEMBL624135,,7624,,,Area under curve value of compound per hour after oral administration,10016,,
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL624136,,7625,,,Area under curve was determined after oral administration in rats,17796,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL624137,,7626,,,Area under curve was determined after oral administration in rats; No data,17796,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL624320,,7627,,,Area under curve was determined after oral administration in rats;No data,17796,Rattus norvegicus,10116.0
50588,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL624321,,7628,,,Area under curve was determined by HPLC at a dosage of 2.27 mg/kg administered intravenously by bolus method in dog,12923,Canis lupus familiaris,9615.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL624322,,7629,,,Area under curve was determined for the compound after iv dose of 4.74 mg/kg in rats,15372,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL624323,,7630,,,Area under curve was determined for the compound after iv dose of 5.06 in rats,15372,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL624324,,7631,,,Area under curve was determined for the compound after iv dose of 5.10 mg/kg in rats,15372,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL624325,,7632,,,Area under curve was determined for the compound after po dose of 5.01 mg/kg in rats,15372,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL624326,,7633,,,Area under curve was determined for the compound after po dose of 5.03 mg/kg in rats,15372,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL624327,,7634,,,Area under curve was determined for the compound after po dose of 5.22 mg/kg in rats,15372,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL624328,,7635,,,Area under curve was determined for the compound after po dose of 5.46 mg/kg in rats,15372,Rattus norvegicus,10116.0
50588,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL627848,,7636,,,Area under curve was determined in Dogs after peroral administration,14169,Canis lupus familiaris,9615.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL627849,,7637,,,Area under curve was determined in Rats after peroral administration,14169,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL627850,,7638,,,Area under curve was determined in carotid blood of rat when administered intradermally,14258,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL627851,,7639,,,Area under curve was determined in portal blood of rat when administered intradermally,14258,Rattus norvegicus,10116.0
50594,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL627852,,7640,,,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,15011,Mus musculus,10090.0
50594,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL627853,,7641,,,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,15011,Mus musculus,10090.0
50594,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL627854,,7642,,,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (micronized sample),15011,Mus musculus,10090.0
50594,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL627855,,7643,,,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,15011,Mus musculus,10090.0
50594,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL627856,,7644,,,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg (run time 7 hr),15011,Mus musculus,10090.0
50594,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL875339,,7645,,,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,15011,Mus musculus,10090.0
50594,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL627857,,7646,,,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (Run time = 7 hr),15011,Mus musculus,10090.0
50597,Spleen,A,,,BAO_0000218,Intermediate,1,N,2106.0,1,,,In vivo,CHEMBL627858,,7647,,,Biodistribution of the radiolabeled compound (2-5 uCi) in rat spleen 65 mins after i.v. administration,11195,Rattus norvegicus,10116.0
50597,Blood,A,,,BAO_0000218,Intermediate,1,N,178.0,1,,,,CHEMBL627859,,7648,,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in blood; Expressed as percent dose/organ,10130,Rattus norvegicus,10116.0
50597,Brain,A,,,BAO_0000218,Intermediate,1,N,955.0,1,,,,CHEMBL627860,,7649,,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in brain; Expressed as percent dose/organ,10130,Rattus norvegicus,10116.0
50597,Heart,A,,,BAO_0000218,Intermediate,1,N,948.0,1,,,,CHEMBL627019,,7650,,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in heart; Expressed as percent dose/organ,10130,Rattus norvegicus,10116.0
50597,Liver,A,,,BAO_0000218,Intermediate,1,N,2107.0,1,,,,CHEMBL627020,,7651,,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in liver; Expressed as percent dose/organ,10130,Rattus norvegicus,10116.0
50597,Lung,A,,,BAO_0000218,Intermediate,1,N,2048.0,1,,,,CHEMBL627021,,7652,,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in lung; Expressed as percent dose/organ,10130,Rattus norvegicus,10116.0
50597,Muscle tissue,A,,,BAO_0000218,Intermediate,1,N,2385.0,1,,,,CHEMBL627022,,7653,,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in muscle; Expressed as percent dose/organ,10130,Rattus norvegicus,10116.0
50597,,A,,,BAO_0000218,Intermediate,1,N,,1,,,,CHEMBL627023,,7654,,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in skin; Expressed as percent dose/organ,10130,Rattus norvegicus,10116.0
50597,Spleen,A,,,BAO_0000218,Intermediate,1,N,2106.0,1,,,,CHEMBL627024,,7655,,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in spleen; Expressed as percent dose/organ,10130,Rattus norvegicus,10116.0
50597,Thyroid gland,A,,,BAO_0000218,Intermediate,1,N,2046.0,1,,,,CHEMBL627025,,7656,,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in thyroid; Expressed as percent dose/organ,10130,Rattus norvegicus,10116.0
50597,Kidney,A,,,BAO_0000218,Intermediate,1,N,2113.0,1,,,,CHEMBL627026,,7657,,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in kidney; Expressed as percent dose/organ,10130,Rattus norvegicus,10116.0
50597,Blood,A,,,BAO_0000218,Intermediate,1,N,178.0,1,,,,CHEMBL627027,,7658,,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in blood; Expressed as percent dose/organ,10130,Rattus norvegicus,10116.0
50597,Brain,A,,,BAO_0000218,Intermediate,1,N,955.0,1,,,,CHEMBL627028,,7659,,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in brain; Expressed as percent dose/organ,10130,Rattus norvegicus,10116.0
50597,Heart,A,,,BAO_0000218,Intermediate,1,N,948.0,1,,,,CHEMBL627029,,7660,,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in heart; Expressed as percent dose/organ,10130,Rattus norvegicus,10116.0
50597,Kidney,A,,,BAO_0000218,Intermediate,1,N,2113.0,1,,,,CHEMBL627030,,7661,,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in kidney; Expressed as percent dose/organ,10130,Rattus norvegicus,10116.0
