city_id,country_id,city
279,42,Kowloon and New Kowloon
280,108,Kragujevac
281,97,Kütahya
282,59,Kuching
283,44,Kumbakonam
284,50,Kurashiki
285,80,Kurgan
286,80,Kursk
287,50,Kuwana
288,60,La Paz
289,6,La Plata
290,27,La Romana
291,23,Laiwu
292,103,Lancaster
293,23,Laohekou
294,75,Lapu-Lapu
295,103,Laredo
296,91,Lausanne
297,34,Le Mans
298,23,Lengshuijiang
299,23,Leshan
300,20,Lethbridge
301,45,Lhokseumawe
302,23,Liaocheng
303,54,Liepaja
304,58,Lilongwe
305,74,Lima
306,103,Lincoln
307,9,Linz
308,80,Lipetsk
309,49,Livorno
310,80,Ljubertsy
311,28,Loja
312,102,London
313,20,London
314,76,Lublin
315,25,Lubumbashi
316,92,Lungtan
317,15,Luziânia
318,45,Madiun
319,57,Mahajanga
320,80,Maikop
321,90,Malmö
322,103,Manchester
323,75,Mandaluyong
324,72,Mandi Bahauddin
325,38,Mannheim
326,104,Maracaíbo
327,72,Mardan
328,15,Maringá
329,71,Masqat
330,60,Matamoros
331,50,Matsue
332,23,Meixian
333,103,Memphis
334,6,Merlo
335,60,Mexicali
336,44,Miraj
337,29,Mit Ghamr
338,50,Miyakonojo
339,13,Mogiljov
340,13,Molodetšno
341,60,Monclova
342,64,Monywa
343,80,Moscow
344,47,Mosul
345,100,Mukatševe
346,44,Munger (Monghyr)
347,93,Mwanza
348,25,Mwene-Ditu
349,64,Myingyan
350,44,Mysore
351,63,Naçala-Porto
352,80,Nabereznyje Tšelny
353,62,Nador
354,44,Nagaon
355,50,Nagareyama
356,46,Najafabad
357,86,Naju
358,94,Nakhon Sawan
359,105,Nam Dinh
360,4,Namibe
361,92,Nantou
362,23,Nanyang
363,21,NDjamna
364,85,Newcastle
365,60,Nezahualcóyotl
366,105,Nha Trang
367,80,Niznekamsk
368,108,Novi Sad
369,80,Novotšerkassk
370,95,Nuku´alofa
371,40,Nuuk
372,52,Nyeri
373,104,Ocumare del Tuy
374,69,Ogbomosho
375,72,Okara
376,50,Okayama
377,50,Okinawa
378,26,Olomouc
379,89,Omdurman
380,50,Omiya
381,69,Ondo
382,50,Onomichi
383,20,Oshawa
384,97,Osmaniye
385,100,Šostka
386,50,Otsu
387,33,Oulu
388,87,Ourense (Orense)
389,69,Owo
390,69,Oyo
391,75,Ozamis
392,85,Paarl
393,60,Pachuca de Soto
394,94,Pak Kret
395,44,Palghat (Palakkad)
396,45,Pangkal Pinang
397,36,Papeete
398,44,Parbhani
399,44,Pathankot
400,44,Patiala
401,39,Patras
402,51,Pavlodar
403,45,Pemalang
404,103,Peoria
405,24,Pereira
406,18,Phnom Penh
407,23,Pingxiang
408,80,Pjatigorsk
409,76,Plock
410,15,Poá
411,77,Ponce
412,45,Pontianak
413,15,Poços de Caldas
414,28,Portoviejo
415,45,Probolinggo
416,44,Pudukkottai
417,44,Pune
418,44,Purnea (Purnia)
419,45,Purwakarta
420,70,Pyongyang
421,29,Qalyub
422,23,Qinhuangdao
423,46,Qomsheh
424,6,Quilmes
425,44,Rae Bareli
426,44,Rajkot
427,44,Rampur
428,22,Rancagua
429,44,Ranchi
430,20,Richmond Hill
431,15,Rio Claro
432,23,Rizhao
433,103,Roanoke
434,28,Ríobamba
435,103,Rockford
436,17,Ruse
437,85,Rustenburg
438,67,´s-Hertogenbosch
439,38,Saarbrücken
440,50,Sagamihara
441,103,Saint Louis
442,79,Saint-Denis
443,62,Salé
444,71,Salala
445,60,Salamanca
446,103,Salinas
447,9,Salzburg
448,44,Sambhal
449,103,San Bernardino
450,27,San Felipe de Puerto Plata
451,60,San Felipe del Progreso
452,60,San Juan Bautista Tuxtepec
453,73,San Lorenzo
454,6,San Miguel de Tucumán
455,107,Sanaa
456,15,Santa Bárbara d´Oeste
457,6,Santa Fé
458,75,Santa Rosa
459,87,Santiago de Compostela
460,27,Santiago de los Caballeros
461,15,Santo André
462,23,Sanya
463,50,Sasebo
464,44,Satna
465,29,Sawhaj
466,80,Serpuhov
467,46,Shahr-e Kord
468,23,Shanwei
469,23,Shaoguan
470,101,Sharja
471,23,Shenzhen
472,72,Shikarpur
473,44,Shimoga
474,50,Shimonoseki
475,44,Shivapuri
476,29,Shubra al-Khayma
477,38,Siegen
478,44,Siliguri (Shiliguri)
479,100,Simferopol
480,24,Sincelejo
481,46,Sirjan
482,97,Sivas
483,2,Skikda
484,80,Smolensk
485,15,São Bernardo do Campo
486,15,São Leopoldo
487,24,Sogamoso
488,69,Sokoto
489,94,Songkhla
490,15,Sorocaba
491,85,Soshanguve
492,96,Sousse
493,5,South Hill
494,102,Southampton
495,102,Southend-on-Sea
496,102,Southport
497,85,Springs
498,17,Stara Zagora
499,103,Sterling Heights
500,102,Stockport
501,14,Sucre
502,23,Suihua
503,74,Sullana
504,97,Sultanbeyli
505,10,Sumqayit
506,100,Sumy
507,59,Sungai Petani
508,103,Sunnyvale
509,45,Surakarta
510,80,Syktyvkar
511,49,Syrakusa
512,43,Székesfehérvár
513,93,Tabora
514,46,Tabriz
515,82,Tabuk
516,3,Tafuna
517,75,Taguig
518,107,Taizz
519,75,Talavera
520,103,Tallahassee
521,50,Tama
522,44,Tambaram
523,75,Tanauan
524,6,Tandil
525,12,Tangail
526,92,Tanshui
527,75,Tanza
528,75,Tarlac
529,97,Tarsus
530,30,Tartu
531,80,Tšeboksary
532,45,Tegal
533,48,Tel Aviv-Jaffa
534,63,Tete
535,23,Tianjin
536,23,Tiefa
537,23,Tieli
538,97,Tokat
539,86,Tonghae
540,23,Tongliao
541,60,Torreón
542,92,Touliu
543,34,Toulon
544,34,Toulouse
545,32,Tórshavn
546,92,Tsaotun
547,50,Tsuyama
548,75,Tuguegarao
549,76,Tychy
550,44,Udaipur
551,49,Udine
552,50,Ueda
553,86,Uijongbu
554,44,Uluberia
555,50,Urawa
556,60,Uruapan
557,97,Usak
558,80,Usolje-Sibirskoje
559,44,Uttarpara-Kotrung
560,55,Vaduz
561,104,Valencia
562,104,Valle de la Pascua
563,60,Valle de Santiago
564,44,Valparai
565,20,Vancouver
566,44,Varanasi (Benares)
567,6,Vicente López
568,44,Vijayawada
569,15,Vila Velha
570,56,Vilnius
571,105,Vinh
572,15,Vitória de Santo Antão
573,103,Warren
574,23,Weifang
575,38,Witten
576,8,Woodridge
577,76,Wroclaw
578,23,Xi´angfan
579,23,Xi´angtan
580,23,Xintai
581,23,Xinxiang
582,44,Yamuna Nagar
583,65,Yangor
584,23,Yantai
585,19,Yaoundé
586,7,Yerevan
587,23,Yinchuan
588,23,Yingkou
589,102,York
590,23,Yuncheng
591,23,Yuzhou
592,23,Zalantun
593,93,Zanzibar
594,23,Zaoyang
595,60,Zapopan
596,69,Zaria
597,80,Zeleznogorsk
598,51,Zhezqazghan
599,23,Zhoushan
600,83,Ziguinchor
