pstaff_id,customer_id,rental_id,payment_id,rental_date,return_date,payment_date,amount,rstaff_id,inventory_id
1,5,731,108,2005-05-29 07:25:16,2005-05-30 05:21:16,2005-05-29 07:25:16,0.99,1,4124
1,5,1085,109,2005-05-31 11:15:43,2005-06-07 12:02:43,2005-05-31 11:15:43,6.99,1,301
1,5,1142,110,2005-05-31 19:46:38,2005-06-05 14:03:38,2005-05-31 19:46:38,1.99,1,3998
1,5,1502,111,2005-06-15 22:03:14,2005-06-23 18:42:14,2005-06-15 22:03:14,3.99,2,3277
2,5,1631,112,2005-06-16 08:01:02,2005-06-19 09:04:02,2005-06-16 08:01:02,2.99,1,2466
2,5,2063,113,2005-06-17 15:56:53,2005-06-21 14:19:53,2005-06-17 15:56:53,4.99,1,4323
2,5,2570,114,2005-06-19 04:20:13,2005-06-25 07:00:13,2005-06-19 04:20:13,2.99,1,1105
2,5,3126,115,2005-06-20 18:38:22,2005-06-26 00:00:22,2005-06-20 18:38:22,4.99,1,1183
2,5,3677,116,2005-07-06 09:11:58,2005-07-08 10:50:58,2005-07-06 09:11:58,4.99,2,600
2,5,4889,117,2005-07-08 20:04:43,2005-07-13 17:57:43,2005-07-08 20:04:43,2.99,2,4463
1,5,5016,118,2005-07-09 01:57:57,2005-07-09 22:07:57,2005-07-09 01:57:57,4.99,1,1871
2,5,5118,119,2005-07-09 07:13:52,2005-07-18 05:18:52,2005-07-09 07:13:52,5.99,2,957
2,5,5156,120,2005-07-09 08:51:42,2005-07-15 03:59:42,2005-07-09 08:51:42,1.99,2,416
2,5,5721,121,2005-07-10 11:09:35,2005-07-17 16:41:35,2005-07-10 11:09:35,0.99,2,2348
1,5,6042,122,2005-07-11 03:17:04,2005-07-19 07:08:04,2005-07-11 03:17:04,8.99,1,2153
1,5,6663,123,2005-07-12 11:27:35,2005-07-21 16:35:35,2005-07-12 11:27:35,3.99,1,4364
2,5,6685,124,2005-07-12 12:16:28,2005-07-19 17:03:28,2005-07-12 12:16:28,4.99,1,1434
2,5,7293,125,2005-07-27 12:37:28,2005-07-30 15:12:28,2005-07-27 12:37:28,0.99,2,3333
2,5,7652,126,2005-07-28 01:50:29,2005-07-30 22:23:29,2005-07-28 01:50:29,0.99,2,92
2,5,7829,127,2005-07-28 08:43:39,2005-08-04 14:33:39,2005-07-28 08:43:39,3.99,1,111
1,5,8263,128,2005-07-29 01:11:23,2005-07-31 01:53:23,2005-07-29 01:11:23,2.99,2,28
1,5,8978,129,2005-07-30 04:14:28,2005-08-06 09:08:28,2005-07-30 04:14:28,1.99,1,711
1,5,9493,130,2005-07-30 23:52:30,2005-08-08 05:22:30,2005-07-30 23:52:30,4.99,1,1522
1,5,9888,131,2005-07-31 14:00:53,2005-08-08 18:51:53,2005-07-31 14:00:53,3.99,2,4400
2,5,10609,132,2005-08-01 14:48:45,2005-08-04 13:41:45,2005-08-01 14:48:45,4.99,2,2587
1,5,10625,133,2005-08-01 15:27:10,2005-08-02 13:16:10,2005-08-01 15:27:10,0.99,1,3022
2,5,11001,134,2005-08-02 04:56:45,2005-08-11 08:04:45,2005-08-02 04:56:45,4.99,1,3701
1,5,11179,135,2005-08-02 10:50:06,2005-08-04 05:24:06,2005-08-02 10:50:06,4.99,1,4376
2,5,11930,136,2005-08-17 16:28:53,2005-08-25 10:31:53,2005-08-17 16:28:53,3.99,1,1299
1,5,12145,137,2005-08-18 00:10:04,2005-08-26 00:51:04,2005-08-18 00:10:04,9.99,1,3482
1,5,12797,138,2005-08-19 00:24:08,2005-08-21 22:53:08,2005-08-19 00:24:08,2.99,2,1595
1,5,13063,139,2005-08-19 09:45:41,2005-08-24 09:11:41,2005-08-19 09:45:41,1.99,2,1192
2,5,13877,140,2005-08-20 15:16:18,2005-08-22 18:20:18,2005-08-20 15:16:18,0.99,1,3387
2,5,14053,141,2005-08-20 22:13:59,2005-08-26 20:50:59,2005-08-20 22:13:59,6.99,2,2177
1,5,14430,142,2005-08-21 11:31:11,2005-08-26 06:29:11,2005-08-21 11:31:11,6.99,1,2623
2,5,14494,143,2005-08-21 14:02:50,2005-08-22 16:45:50,2005-08-21 14:02:50,2.99,2,169
2,5,15232,144,2005-08-22 17:37:02,2005-08-25 18:45:02,2005-08-22 17:37:02,0.99,1,61
2,5,13209,145,2006-02-14 15:16:03,,2006-02-14 15:16:03,0.99,2,1574
2,6,57,146,2005-05-25 08:43:32,2005-05-29 06:42:32,2005-05-25 08:43:32,4.99,2,3938
1,6,577,147,2005-05-28 11:09:14,2005-06-01 13:27:14,2005-05-28 11:09:14,2.99,2,375
2,6,916,148,2005-05-30 11:25:01,2005-05-31 09:06:01,2005-05-30 11:25:01,0.99,1,1290
1,6,1575,149,2005-06-16 03:41:38,2005-06-22 03:01:38,2005-06-16 03:41:38,3.99,2,3317
2,6,1841,150,2005-06-16 23:44:13,2005-06-22 04:09:13,2005-06-16 23:44:13,2.99,1,2363
1,6,1966,151,2005-06-17 09:19:45,2005-06-20 11:19:45,2005-06-17 09:19:45,0.99,1,2085
1,6,2345,152,2005-06-18 12:03:23,2005-06-22 14:25:23,2005-06-18 12:03:23,0.99,2,1818
2,6,3983,153,2005-07-06 23:14:21,2005-07-12 17:55:21,2005-07-06 23:14:21,0.99,2,1261
2,6,4278,154,2005-07-07 14:53:24,2005-07-13 14:21:24,2005-07-07 14:53:24,2.99,2,3693
1,6,5553,155,2005-07-10 03:03:35,2005-07-14 07:49:35,2005-07-10 03:03:35,0.99,2,1686
2,6,6211,156,2005-07-11 12:39:01,2005-07-20 15:59:01,2005-07-11 12:39:01,5.99,2,2699
1,6,6248,157,2005-07-11 15:01:54,2005-07-19 16:58:54,2005-07-11 15:01:54,7.99,1,2686
2,6,6686,158,2005-07-12 12:18:38,2005-07-13 17:56:38,2005-07-12 12:18:38,0.99,2,3804
2,6,7099,159,2005-07-27 05:03:44,2005-07-29 00:12:44,2005-07-27 05:03:44,2.99,2,3136
2,6,7136,160,2005-07-27 06:38:25,2005-08-03 05:13:25,2005-07-27 06:38:25,2.99,1,1929
1,6,8101,161,2005-07-28 18:47:23,2005-07-31 16:23:23,2005-07-28 18:47:23,0.99,1,731
1,6,10271,162,2005-08-01 03:13:39,2005-08-07 23:40:39,2005-08-01 03:13:39,2.99,1,3692
1,6,11023,163,2005-08-02 05:36:38,2005-08-10 05:39:38,2005-08-02 05:36:38,2.99,1,3617
1,6,11398,164,2005-08-02 18:55:15,2005-08-10 19:50:15,2005-08-02 18:55:15,3.99,2,3952
1,6,11591,165,2005-08-17 02:29:41,2005-08-23 20:47:41,2005-08-17 02:29:41,6.99,1,1670
1,6,11727,166,2005-08-17 08:12:20,2005-08-19 12:45:20,2005-08-17 08:12:20,0.99,1,98
1,6,11853,167,2005-08-17 13:39:32,2005-08-23 18:44:32,2005-08-17 13:39:32,0.99,2,3888
2,6,12254,168,2005-08-18 04:05:29,2005-08-23 04:17:29,2005-08-18 04:05:29,2.99,1,2858
2,6,13451,169,2005-08-20 00:18:25,2005-08-29 01:08:25,2005-08-20 00:18:25,6.99,1,3837
1,6,14329,170,2005-08-21 08:22:56,2005-08-28 02:22:56,2005-08-21 08:22:56,7.99,2,3544
1,6,14377,171,2005-08-21 09:49:28,2005-08-29 13:34:28,2005-08-21 09:49:28,4.99,1,1325
1,6,15509,172,2005-08-23 02:51:24,2005-08-31 06:21:24,2005-08-23 02:51:24,5.99,2,1291
2,6,15603,173,2005-08-23 06:41:32,2005-08-28 08:51:32,2005-08-23 06:41:32,0.99,1,2565
2,7,46,174,2005-05-25 06:04:08,2005-06-02 08:18:08,2005-05-25 06:04:08,5.99,2,3318
2,7,117,175,2005-05-25 19:30:46,2005-05-31 23:59:46,2005-05-25 19:30:46,0.99,2,4278
2,7,748,176,2005-05-29 09:27:00,2005-06-03 04:25:00,2005-05-29 09:27:00,2.99,1,2803
1,7,975,177,2005-05-30 21:07:15,2005-06-03 01:48:15,2005-05-30 21:07:15,4.99,2,3109
1,7,1063,178,2005-05-31 08:44:29,2005-06-09 08:00:29,2005-05-31 08:44:29,5.99,1,2484
2,7,1810,179,2005-06-16 21:06:00,2005-06-21 21:24:00,2005-06-16 21:06:00,0.99,1,2368
1,7,2250,180,2005-06-18 05:03:36,2005-06-22 02:25:36,2005-06-18 05:03:36,2.99,2,4042
1,7,2709,181,2005-06-19 14:00:26,2005-06-23 14:56:26,2005-06-19 14:00:26,0.99,2,2877
1,7,2888,182,2005-06-20 01:50:56,2005-06-22 05:05:56,2005-06-20 01:50:56,4.99,2,468
1,7,3007,183,2005-06-20 10:11:53,2005-06-25 04:51:53,2005-06-20 10:11:53,0.99,2,1950
2,7,3639,184,2005-07-06 07:09:17,2005-07-15 05:12:17,2005-07-06 07:09:17,5.99,2,2812
2,7,4238,185,2005-07-07 13:22:20,2005-07-10 07:44:20,2005-07-07 13:22:20,2.99,2,3024
2,7,4787,186,2005-07-08 16:16:04,2005-07-14 18:02:04,2005-07-08 16:16:04,5.99,2,3929
1,7,4856,187,2005-07-08 18:47:38,2005-07-13 15:02:38,2005-07-08 18:47:38,4.99,2,2441
1,7,5441,188,2005-07-09 21:52:05,2005-07-17 02:54:05,2005-07-09 21:52:05,8.99,1,3913
1,7,5921,189,2005-07-10 21:35:12,2005-07-18 19:59:12,2005-07-10 21:35:12,7.99,1,3920
1,7,6174,190,2005-07-11 10:36:28,2005-07-18 16:19:28,2005-07-11 10:36:28,1.99,2,3123
1,7,6295,191,2005-07-11 17:30:58,2005-07-15 15:50:58,2005-07-11 17:30:58,2.99,1,1393
2,7,6761,192,2005-07-12 15:17:42,2005-07-18 17:59:42,2005-07-12 15:17:42,3.99,2,3645
2,7,8422,193,2005-07-29 07:02:55,2005-08-03 12:35:55,2005-07-29 07:02:55,5.99,1,3104
2,7,9624,194,2005-07-31 04:30:03,2005-08-06 09:13:03,2005-07-31 04:30:03,7.99,1,3480
2,7,10330,195,2005-08-01 04:57:04,2005-08-07 23:00:04,2005-08-01 04:57:04,6.99,2,1580
1,7,10423,196,2005-08-01 08:19:53,2005-08-08 10:25:53,2005-08-01 08:19:53,5.99,1,739
1,7,10514,197,2005-08-01 11:39:26,2005-08-03 07:53:26,2005-08-01 11:39:26,4.99,2,1512
2,7,10644,198,2005-08-01 15:52:00,2005-08-08 16:08:00,2005-08-01 15:52:00,4.99,1,4374
2,7,10989,199,2005-08-02 04:40:54,2005-08-09 03:39:54,2005-08-02 04:40:54,3.99,2,2272
2,7,11542,200,2005-08-17 00:51:32,2005-08-24 20:29:32,2005-08-17 00:51:32,7.99,2,2155
1,7,12367,201,2005-08-18 07:57:14,2005-08-27 07:07:14,2005-08-18 07:57:14,8.99,2,1822
1,7,12730,202,2005-08-18 21:55:01,2005-08-22 01:23:01,2005-08-18 21:55:01,2.99,1,75
2,7,13373,203,2005-08-19 21:23:31,2005-08-25 22:38:31,2005-08-19 21:23:31,2.99,1,4045
1,7,13476,204,2005-08-20 01:06:04,2005-08-24 23:56:04,2005-08-20 01:06:04,2.99,1,2866
1,7,13594,205,2005-08-20 05:53:31,2005-08-23 09:01:31,2005-08-20 05:53:31,0.99,1,3424
1,7,14222,206,2005-08-21 04:49:48,2005-08-25 05:34:48,2005-08-21 04:49:48,5.99,2,714
2,8,866,207,2005-05-30 03:43:54,2005-06-08 04:28:54,2005-05-30 03:43:54,6.99,1,2867
2,8,1305,208,2005-06-15 09:59:16,2005-06-19 09:48:16,2005-06-15 09:59:16,2.99,2,187
1,8,2095,209,2005-06-17 18:21:35,2005-06-23 23:49:35,2005-06-17 18:21:35,5.99,2,1907
2,8,3114,210,2005-06-20 17:57:47,2005-06-21 19:18:47,2005-06-20 17:57:47,4.99,2,2388
1,8,3475,211,2005-07-05 23:01:21,2005-07-13 23:07:21,2005-07-05 23:01:21,5.99,2,2189
1,8,4003,212,2005-07-07 00:09:02,2005-07-08 04:27:02,2005-07-07 00:09:02,0.99,1,4054
2,8,4175,213,2005-07-07 10:02:03,2005-07-10 06:09:03,2005-07-07 10:02:03,2.99,2,1979
2,8,4409,214,2005-07-07 21:47:29,2005-07-11 20:14:29,2005-07-07 21:47:29,3.99,2,3153
1,8,4503,215,2005-07-08 02:17:12,2005-07-13 08:12:12,2005-07-08 02:17:12,3.99,1,1503
1,8,5300,216,2005-07-09 15:40:46,2005-07-15 13:46:46,2005-07-09 15:40:46,2.99,1,2520
2,8,5341,217,2005-07-09 17:13:23,2005-07-14 18:11:23,2005-07-09 17:13:23,2.99,2,2522
1,8,6375,218,2005-07-11 21:39:46,2005-07-18 02:12:46,2005-07-11 21:39:46,4.99,2,1936
1,8,6647,219,2005-07-12 10:43:53,2005-07-14 05:37:53,2005-07-12 10:43:53,0.99,1,1841
1,8,8809,220,2005-07-29 21:42:49,2005-08-04 01:13:49,2005-07-29 21:42:49,1.99,1,3278
2,8,9629,221,2005-07-31 04:54:43,2005-08-02 08:36:43,2005-07-31 04:54:43,2.99,1,2773
2,8,10141,222,2005-07-31 22:08:29,2005-08-06 16:59:29,2005-07-31 22:08:29,0.99,1,8
2,8,10561,223,2005-08-01 13:05:35,2005-08-04 08:34:35,2005-08-01 13:05:35,2.99,2,2195
1,8,11232,224,2005-08-02 13:04:12,2005-08-10 15:39:12,2005-08-02 13:04:12,9.99,1,971
2,8,11284,225,2005-08-02 14:42:45,2005-08-04 11:55:45,2005-08-02 14:42:45,2.99,2,172
1,8,12613,226,2005-08-18 17:16:01,2005-08-23 18:40:01,2005-08-18 17:16:01,2.99,2,3877
1,8,14114,227,2005-08-21 01:07:11,2005-08-24 20:33:11,2005-08-21 01:07:11,0.99,1,2270
1,8,15374,228,2005-08-22 22:09:09,2005-08-31 01:10:09,2005-08-22 22:09:09,7.99,1,4275
1,8,15764,229,2005-08-23 13:05:10,2005-08-25 16:15:10,2005-08-23 13:05:10,2.99,1,2937
1,8,15805,230,2005-08-23 14:31:19,2005-08-25 19:01:19,2005-08-23 14:31:19,4.99,2,4511
2,9,350,231,2005-05-27 05:01:28,2005-06-04 05:01:28,2005-05-27 05:01:28,4.99,2,2756
2,9,877,232,2005-05-30 05:48:59,2005-06-02 09:30:59,2005-05-30 05:48:59,0.99,1,886
2,9,1075,233,2005-05-31 10:13:34,2005-06-09 08:11:34,2005-05-31 10:13:34,4.99,1,2279
2,9,3142,234,2005-06-20 19:59:28,2005-06-28 19:51:28,2005-06-20 19:59:28,7.99,2,3926
2,9,3262,235,2005-06-21 04:08:43,2005-06-28 02:55:43,2005-06-21 04:08:43,4.99,1,3773
1,9,4454,236,2005-07-07 23:37:00,2005-07-11 02:30:00,2005-07-07 23:37:00,2.99,1,1395
2,9,4748,237,2005-07-08 13:59:38,2005-07-15 16:51:38,2005-07-08 13:59:38,0.99,1,4279
1,9,4796,238,2005-07-08 16:35:44,2005-07-13 11:08:44,2005-07-08 16:35:44,1.99,2,2484
1,9,5659,239,2005-07-10 07:45:40,2005-07-15 05:20:40,2005-07-10 07:45:40,2.99,1,4265
2,9,6019,240,2005-07-11 02:08:29,2005-07-13 02:19:29,2005-07-11 02:08:29,4.99,2,3483
1,9,6165,241,2005-07-11 10:17:29,2005-07-17 07:27:29,2005-07-11 10:17:29,5.99,1,3540
2,9,7616,242,2005-07-28 00:15:26,2005-07-30 21:52:26,2005-07-28 00:15:26,0.99,1,3790
1,9,7801,243,2005-07-28 07:51:56,2005-07-30 12:18:56,2005-07-28 07:51:56,2.99,1,2052
1,9,9043,244,2005-07-30 06:34:07,2005-08-02 01:16:07,2005-07-30 06:34:07,4.99,1,4127
1,9,10451,245,2005-08-01 09:11:25,2005-08-03 12:37:25,2005-08-01 09:11:25,0.99,2,2435
