assays_RELATITY,assays_ASSSUBCELFR,assays_T,assays_CEI,assays_ASSTR,assays_ASSTT,assays_DOI,assays_ASSTIS,assays_ASOR,assays_ASSCA,assays_BFOR,assays_SRASI,assays_Des,assays_CHEI,assays_ASTAI,assays_ASSI,assays_ASST,assays_SI,assays_CUB,assays_ASCTY,assays_VARI,assays_TISI,assays_CONSCO
N,,50597,,,,3169,,Rattus norvegicus,,BAO_0000218,,Half life in rats,CHEMBL873807,10116.0,7540,A,1,Intermediate,,,,1
N,,50597,,,,5353,,Rattus norvegicus,,BAO_0000218,,Half life in Dawley rat,CHEMBL618662,10116.0,7541,A,1,Intermediate,,,,1
N,,50597,,,In vivo,2864,,Rattus norvegicus,,BAO_0000218,,Half life period after 3 mg/kg iv administration,CHEMBL618663,10116.0,7542,A,1,Intermediate,,,,1
N,,50597,,,In vivo,2864,,Rattus norvegicus,,BAO_0000218,,Half life period after 3 mg/kg iv administration in rat,CHEMBL618664,10116.0,7543,A,1,Intermediate,,,,1
N,,50597,,,In vivo,2864,,Rattus norvegicus,,BAO_0000218,,Half life period after 3 mg/kg iv administration in the rat,CHEMBL618665,10116.0,7544,A,1,Intermediate,,,,1
N,,50597,,,,6362,,Rattus norvegicus,,BAO_0000218,,Half life period in female Sprague-Dawley rats,CHEMBL876498,10116.0,7545,A,1,Intermediate,,,,1
N,,50597,,,,6249,,Rattus norvegicus,,BAO_0000218,,Half life period in rat,CHEMBL618666,10116.0,7546,A,1,Intermediate,,,,1
N,,50597,,,,3169,,Rattus norvegicus,,BAO_0000218,,Half-life in rats was determined,CHEMBL620440,10116.0,7547,A,1,Intermediate,,,,1
N,,50597,,,,3169,,Rattus norvegicus,,BAO_0000218,,Half-life in rats with metabolic oxidation,CHEMBL620441,10116.0,7548,A,1,Intermediate,,,,1
N,,50597,,,,3169,,Rattus norvegicus,,BAO_0000218,,Half-life in rats,CHEMBL620442,10116.0,7549,A,1,Intermediate,,,,1
N,,50597,,,In vivo,17260,,Rattus norvegicus,,BAO_0000218,,T 1/2 at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,CHEMBL620443,10116.0,7550,A,1,Intermediate,,,,1
N,,50597,,,In vivo,17260,,Rattus norvegicus,,BAO_0000218,,T 1/2 at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,CHEMBL620444,10116.0,7551,A,1,Intermediate,,,,1
N,,50597,,,In vivo,17260,,Rattus norvegicus,,BAO_0000218,,T max at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,CHEMBL620445,10116.0,7552,A,1,Intermediate,,,,1
N,,50597,,,In vivo,17260,,Rattus norvegicus,,BAO_0000218,,T max at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,CHEMBL620446,10116.0,7553,A,1,Intermediate,,,,1
N,,50597,,,,2879,Plasma,Rattus norvegicus,,BAO_0000218,,Biological half-life measured in plasma of rat,CHEMBL620447,10116.0,7554,A,1,Intermediate,,,1969.0,1
N,,50597,,,,2879,Plasma,Rattus norvegicus,,BAO_0000218,,Biological half-life measured in plasma of rat; 22-25,CHEMBL621129,10116.0,7555,A,1,Intermediate,,,1969.0,1
N,,50597,,,,2879,Plasma,Rattus norvegicus,,BAO_0000218,,Biological half-life measured in plasma of rat; 9-16,CHEMBL621130,10116.0,7556,A,1,Intermediate,,,1969.0,1
N,,50597,,,In vivo,3184,,Rattus norvegicus,,BAO_0000218,,Compound was evaluated for its half life when administered intravenously in rat,CHEMBL873808,10116.0,7557,A,1,Intermediate,,,,1
N,,50597,,,In vivo,4891,,Rattus norvegicus,,BAO_0000218,,Compound was evaluated for pharmacokinetic parameter percent bioavailability at 8 h,CHEMBL876598,10116.0,7558,A,1,Intermediate,,,,1
N,,50597,,,In vivo,429,,Rattus norvegicus,,BAO_0000218,,Evaluated for pharmacokinetic parameter half-life in rat at the dose 50 mg/kg,CHEMBL621131,10116.0,7559,A,1,Intermediate,,,,1
N,,50597,,,In vivo,5656,,Rattus norvegicus,,BAO_0000218,,Half life (T1/2) after oral administration in rat,CHEMBL621132,10116.0,7560,A,1,Intermediate,,,,1
N,,50597,,,In vivo,4413,,Rattus norvegicus,,BAO_0000218,,Half life of compound after iv administration of 20 mg/kg dose in rat,CHEMBL621133,10116.0,7561,A,1,Intermediate,,,,1
N,,50597,,,In vivo,3598,,Rattus norvegicus,,BAO_0000218,,Half life of compound determined in rat after iv administration at a dose of 10 mg/kg,CHEMBL621312,10116.0,7562,A,1,Expert,,,,1
N,,50597,,,,17267,,Rattus norvegicus,,BAO_0000218,,Half life of compound was determined in rat,CHEMBL621313,10116.0,7563,A,1,Intermediate,,,,1
N,,50597,,,,4727,Blood,Rattus norvegicus,,BAO_0000218,,Half life of compound was determined in rat blood,CHEMBL621314,10116.0,7564,A,1,Intermediate,,,178.0,1
N,,50597,,,In vivo,17651,,Rattus norvegicus,,BAO_0000218,,Half life at 1 mg/kg was determined in rat,CHEMBL621315,10116.0,7565,A,1,Intermediate,,,,1
N,,50597,,,In vivo,17651,,Rattus norvegicus,,BAO_0000218,,Half life at 10 mg/kg was determined in rat,CHEMBL621316,10116.0,7566,A,1,Intermediate,,,,1
N,,50597,,,,401,,Rattus norvegicus,,BAO_0000218,,Half life in rats,CHEMBL621317,10116.0,7567,A,1,Intermediate,,,,1
N,,50597,,,,4942,,Rattus norvegicus,,BAO_0000218,,Half life in rats in hours,CHEMBL621318,10116.0,7568,A,1,Intermediate,,,,1
N,,50597,,,In vivo,17735,,Rattus norvegicus,,BAO_0000218,,Half life following 10 mg/kg intravenous or 50 mg/kg oral dosing in rats was determined,CHEMBL621319,10116.0,7569,A,1,Intermediate,,,,1
N,,50597,,,In vivo,6056,,Rattus norvegicus,,BAO_0000218,,Half life was calculated at a single intravenous administration of 20 mg/kg in rat,CHEMBL621377,10116.0,7570,A,1,Intermediate,,,,1
N,,50597,,,,5213,,Rattus norvegicus,,BAO_0000218,,Half life was determined,CHEMBL621378,10116.0,7571,A,1,Intermediate,,,,1
N,,50597,,,In vivo,6616,,Rattus norvegicus,,BAO_0000218,,Half life after i.v. administration,CHEMBL876599,10116.0,7572,A,1,Intermediate,,,,1
N,,50597,,,In vivo,5937,,Rattus norvegicus,,BAO_0000218,,Half life in rat after intravenous administration at a concentration 0.5 mg/kg,CHEMBL621379,10116.0,7573,A,1,Intermediate,,,,1
N,,50597,,,,5819,Plasma,Rattus norvegicus,,BAO_0000218,,Half life in rat plasma,CHEMBL621380,10116.0,7574,A,1,Intermediate,,,1969.0,1
N,,50597,,,,5819,Plasma,Rattus norvegicus,,BAO_0000218,,Half life in rat plasma; Not detected,CHEMBL621381,10116.0,7575,A,1,Intermediate,,,1969.0,1
N,,50597,,,,6803,,Rattus norvegicus,,BAO_0000218,,Half life in rats,CHEMBL618515,10116.0,7576,A,1,Intermediate,,,,1
N,,50597,,,In vivo,17804,,Rattus norvegicus,,BAO_0000218,,Half life period of compound was determined after peroral administration,CHEMBL618516,10116.0,7577,A,1,Intermediate,,,,1
N,,50597,,,In vivo,17804,,Rattus norvegicus,,BAO_0000218,,Half life period of compound was determined at a dose of 3 mg/kg by intravenous administration,CHEMBL618517,10116.0,7578,A,1,Intermediate,,,,1
N,,50597,,,,5948,,Rattus norvegicus,,BAO_0000218,,Half life period in rat,CHEMBL618518,10116.0,7579,A,1,Intermediate,,,,1
N,,50597,,,In vivo,1916,,Rattus norvegicus,,BAO_0000218,,Half life period was evaluated against Sprague-Dawley rats at a dose of 15 mg/kg after iv administration,CHEMBL618519,10116.0,7580,A,1,Intermediate,,,,1
N,,50597,,,In vivo,1916,,Rattus norvegicus,,BAO_0000218,,Half life period was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration,CHEMBL618698,10116.0,7581,A,1,Intermediate,,,,1
N,,50597,,,In vivo,1916,,Rattus norvegicus,,BAO_0000218,,Half life period was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration; Not available,CHEMBL618862,10116.0,7582,A,1,Intermediate,,,,1
N,,50597,,,In vivo,4890,,Rattus norvegicus,,BAO_0000218,,Half life period was determined after intravenous administration at a dose 5 mg/kg to male Sprague-Dawley rats,CHEMBL618863,10116.0,7583,A,1,Intermediate,,,,1
N,,50597,,,In vivo,17764,,Rattus norvegicus,,BAO_0000218,,Half life period was determined for compound after intravenous administration in rats at 24 uM/kg,CHEMBL618864,10116.0,7584,A,1,Intermediate,,,,1
N,,50597,,,In vivo,4727,,Rattus norvegicus,,BAO_0000218,,Half life time in rat the dose of 2 mg/kg,CHEMBL618865,10116.0,7585,A,1,Intermediate,,,,1
N,,50597,,,In vivo,17509,,Rattus norvegicus,,BAO_0000218,,Half-life 24 hr after 10 mg/kg iv administration in rats,CHEMBL618866,10116.0,7586,A,1,Intermediate,,,,1
N,,50597,,,In vivo,17509,,Rattus norvegicus,,BAO_0000218,,Half-life 24 hr after 2 mg/kg iv administration in rats,CHEMBL618867,10116.0,7587,A,1,Intermediate,,,,1
N,,50597,,,,6597,,Rattus norvegicus,,BAO_0000218,,Half-life consistent with the observed metabolic steady state in rats,CHEMBL875828,10116.0,7588,A,1,Intermediate,,,,1
N,,50597,,,In vivo,17735,,Rattus norvegicus,,BAO_0000218,,Half-life following 10 mg/kg intravenous or 50 mg/kg oral dosing in rats was determined,CHEMBL618868,10116.0,7589,A,1,Intermediate,,,,1
N,,50597,,,,6597,,Rattus norvegicus,,BAO_0000218,,Half-life for oxidative metabolic stability was determined using male human,CHEMBL618869,10116.0,7590,A,1,Intermediate,,,,1
N,,50597,,,In vivo,17670,,Rattus norvegicus,,BAO_0000218,,"Half-life in fischer rats at 5 mg/kg dose, administered intravenously",CHEMBL618870,10116.0,7591,A,1,Intermediate,,,,1
N,,50597,,,,1696,Plasma,Rattus norvegicus,,BAO_0000218,,Half-life in rat plasma,CHEMBL618871,10116.0,7592,A,1,Intermediate,,,1969.0,1
N,,50597,,,,1742,Plasma,Rattus norvegicus,,BAO_0000218,,Half-life in rat plasma was determined,CHEMBL618872,10116.0,7593,A,1,Intermediate,,,1969.0,1
N,,50597,,,,17800,,Rattus norvegicus,,BAO_0000218,,Half-life in rats was determined,CHEMBL873816,10116.0,7594,A,1,Intermediate,,,,1
U,,22224,,,,12923,,,,BAO_0000218,,Area under curve of acid 2a was determined by HPLC at a dosage of 54.5 mg/kg administered intragastrically by gavage method in dog,CHEMBL618873,,7595,A,1,Autocuration,,,,0
U,,22224,,,,11954,,,,BAO_0000019,,Area under curve after oral dose of 0.1 mg//kg,CHEMBL621602,,7596,A,1,Autocuration,,,,0
U,,22224,,,,11954,,,,BAO_0000218,,Area under curve after oral dose of 0.3 mg/kg,CHEMBL621603,,7597,A,1,Autocuration,,,,0
U,,22224,,,,11954,,,,BAO_0000218,,Area under curve after oral dose of 1 mg/kg,CHEMBL621604,,7598,A,1,Autocuration,,,,0
U,,22224,,,,11954,,,,BAO_0000218,,Area under curve after oral dose of 10 mg/kg,CHEMBL621605,,7599,A,1,Autocuration,,,,0
U,,22224,,,,11954,,,,BAO_0000218,,Area under curve after oral dose of 23.4 mg/kg,CHEMBL621606,,7600,A,1,Autocuration,,,,0
U,,22224,,,,11954,,,,BAO_0000218,,Area under curve after oral dose of 3 mg/kg,CHEMBL621607,,7601,A,1,Autocuration,,,,0
U,,22224,,,,11954,,,,BAO_0000218,,Area under curve after oral dose of 3.87 mg/kg,CHEMBL621608,,7602,A,1,Autocuration,,,,0
U,,22224,,,,5237,,,,BAO_0000019,,Area under curve was determined,CHEMBL621609,,7603,A,1,Autocuration,,,,0
U,,22224,,,,4026,,,,BAO_0000218,,Area under curve at a dose of 10 mg/kg,CHEMBL621610,,7604,A,1,Autocuration,,,,0
N,,50597,,,,5237,,Rattus norvegicus,,BAO_0000218,,Area under curve was determined; ND=No data,CHEMBL621611,10116.0,7605,A,1,Intermediate,,,,1
N,,50597,,,,14793,,Rattus norvegicus,,BAO_0000218,,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,CHEMBL621612,10116.0,7606,A,1,Intermediate,,,,1
N,,50597,,,,14793,,Rattus norvegicus,,BAO_0000218,,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,CHEMBL622308,10116.0,7607,A,1,Intermediate,,,,1
N,,50597,,,,14793,,Rattus norvegicus,,BAO_0000218,,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,CHEMBL622309,10116.0,7608,A,1,Intermediate,,,,1
N,,50597,,,,14793,,Rattus norvegicus,,BAO_0000218,,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for infinite hours,CHEMBL622310,10116.0,7609,A,1,Intermediate,,,,1
N,,50597,,,,14793,,Rattus norvegicus,,BAO_0000218,,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,CHEMBL622311,10116.0,7610,A,1,Intermediate,,,,1
N,,50597,,,,14793,,Rattus norvegicus,,BAO_0000218,,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for infinite hours; Not calculated,CHEMBL622312,10116.0,7611,A,1,Intermediate,,,,1
N,,50597,,,,14793,,Rattus norvegicus,,BAO_0000218,,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,CHEMBL622931,10116.0,7612,A,1,Intermediate,,,,1
N,,50597,,,,14793,,Rattus norvegicus,,BAO_0000218,,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for infinite hours; Not calculated,CHEMBL622932,10116.0,7613,A,1,Intermediate,,,,1
N,,50597,,,,14793,Plasma,Rattus norvegicus,,BAO_0000218,,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,CHEMBL622736,10116.0,7614,A,1,Intermediate,,,1969.0,1
N,,50597,,,,14793,Plasma,Rattus norvegicus,,BAO_0000218,,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,CHEMBL622737,10116.0,7615,A,1,Intermediate,,,1969.0,1
N,,50597,,,,14793,Plasma,Rattus norvegicus,,BAO_0000218,,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,CHEMBL622738,10116.0,7616,A,1,Intermediate,,,1969.0,1
N,,50597,,,,14793,Plasma,Rattus norvegicus,,BAO_0000218,,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for infinite hours,CHEMBL622739,10116.0,7617,A,1,Intermediate,,,1969.0,1
N,,50597,,,,14793,Plasma,Rattus norvegicus,,BAO_0000218,,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,CHEMBL622740,10116.0,7618,A,1,Intermediate,,,1969.0,1
N,,50597,,,,14793,Plasma,Rattus norvegicus,,BAO_0000218,,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for infinite hours,CHEMBL622741,10116.0,7619,A,1,Intermediate,,,1969.0,1
N,,50597,,,,14793,Plasma,Rattus norvegicus,,BAO_0000218,,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,CHEMBL622742,10116.0,7620,A,1,Intermediate,,,1969.0,1
N,,50597,,,,14793,Plasma,Rattus norvegicus,,BAO_0000218,,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for infinite hours,CHEMBL622743,10116.0,7621,A,1,Intermediate,,,1969.0,1
N,,50594,,,,11637,Plasma,Mus musculus,,BAO_0000218,,AUC in mice,CHEMBL622744,10090.0,7622,A,1,Intermediate,,,1969.0,1
U,,22224,,,,11149,,,,BAO_0000019,,Area under curve was measured from the graph obtained from concentration Vs time,CHEMBL624134,,7623,A,1,Autocuration,,,,0
U,,22224,,,,10016,,,,BAO_0000019,,Area under curve value of compound per hour after oral administration,CHEMBL624135,,7624,A,1,Autocuration,,,,0
N,,50597,,,,17796,,Rattus norvegicus,,BAO_0000218,,Area under curve was determined after oral administration in rats,CHEMBL624136,10116.0,7625,A,1,Intermediate,,,,1
N,,50597,,,,17796,,Rattus norvegicus,,BAO_0000218,,Area under curve was determined after oral administration in rats; No data,CHEMBL624137,10116.0,7626,A,1,Intermediate,,,,1
N,,50597,,,,17796,,Rattus norvegicus,,BAO_0000218,,Area under curve was determined after oral administration in rats;No data,CHEMBL624320,10116.0,7627,A,1,Intermediate,,,,1
N,,50588,,,,12923,,Canis lupus familiaris,,BAO_0000218,,Area under curve was determined by HPLC at a dosage of 2.27 mg/kg administered intravenously by bolus method in dog,CHEMBL624321,9615.0,7628,A,1,Intermediate,,,,1
N,,50597,,,,15372,,Rattus norvegicus,,BAO_0000218,,Area under curve was determined for the compound after iv dose of 4.74 mg/kg in rats,CHEMBL624322,10116.0,7629,A,1,Intermediate,,,,1
N,,50597,,,,15372,,Rattus norvegicus,,BAO_0000218,,Area under curve was determined for the compound after iv dose of 5.06 in rats,CHEMBL624323,10116.0,7630,A,1,Intermediate,,,,1
N,,50597,,,,15372,,Rattus norvegicus,,BAO_0000218,,Area under curve was determined for the compound after iv dose of 5.10 mg/kg in rats,CHEMBL624324,10116.0,7631,A,1,Intermediate,,,,1
N,,50597,,,,15372,,Rattus norvegicus,,BAO_0000218,,Area under curve was determined for the compound after po dose of 5.01 mg/kg in rats,CHEMBL624325,10116.0,7632,A,1,Intermediate,,,,1
N,,50597,,,,15372,,Rattus norvegicus,,BAO_0000218,,Area under curve was determined for the compound after po dose of 5.03 mg/kg in rats,CHEMBL624326,10116.0,7633,A,1,Intermediate,,,,1
N,,50597,,,,15372,,Rattus norvegicus,,BAO_0000218,,Area under curve was determined for the compound after po dose of 5.22 mg/kg in rats,CHEMBL624327,10116.0,7634,A,1,Intermediate,,,,1
N,,50597,,,,15372,,Rattus norvegicus,,BAO_0000218,,Area under curve was determined for the compound after po dose of 5.46 mg/kg in rats,CHEMBL624328,10116.0,7635,A,1,Intermediate,,,,1
N,,50588,,,,14169,,Canis lupus familiaris,,BAO_0000218,,Area under curve was determined in Dogs after peroral administration,CHEMBL627848,9615.0,7636,A,1,Intermediate,,,,1
N,,50597,,,,14169,,Rattus norvegicus,,BAO_0000218,,Area under curve was determined in Rats after peroral administration,CHEMBL627849,10116.0,7637,A,1,Intermediate,,,,1
N,,50597,,,,14258,,Rattus norvegicus,,BAO_0000218,,Area under curve was determined in carotid blood of rat when administered intradermally,CHEMBL627850,10116.0,7638,A,1,Intermediate,,,,1
N,,50597,,,,14258,,Rattus norvegicus,,BAO_0000218,,Area under curve was determined in portal blood of rat when administered intradermally,CHEMBL627851,10116.0,7639,A,1,Intermediate,,,,1
N,,50594,,,,15011,,Mus musculus,,BAO_0000218,,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,CHEMBL627852,10090.0,7640,A,1,Intermediate,,,,1
N,,50594,,,,15011,,Mus musculus,,BAO_0000218,,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,CHEMBL627853,10090.0,7641,A,1,Intermediate,,,,1
N,,50594,,,,15011,,Mus musculus,,BAO_0000218,,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (micronized sample),CHEMBL627854,10090.0,7642,A,1,Intermediate,,,,1
N,,50594,,,,15011,,Mus musculus,,BAO_0000218,,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,CHEMBL627855,10090.0,7643,A,1,Intermediate,,,,1
N,,50594,,,,15011,,Mus musculus,,BAO_0000218,,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg (run time 7 hr),CHEMBL627856,10090.0,7644,A,1,Intermediate,,,,1
N,,50594,,,,15011,,Mus musculus,,BAO_0000218,,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,CHEMBL875339,10090.0,7645,A,1,Intermediate,,,,1
N,,50594,,,,15011,,Mus musculus,,BAO_0000218,,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (Run time = 7 hr),CHEMBL627857,10090.0,7646,A,1,Intermediate,,,,1
N,,50597,,,In vivo,11195,Spleen,Rattus norvegicus,,BAO_0000218,,Biodistribution of the radiolabeled compound (2-5 uCi) in rat spleen 65 mins after i.v. administration,CHEMBL627858,10116.0,7647,A,1,Intermediate,,,2106.0,1
N,,50597,,,,10130,Blood,Rattus norvegicus,,BAO_0000218,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in blood; Expressed as percent dose/organ,CHEMBL627859,10116.0,7648,A,1,Intermediate,,,178.0,1
N,,50597,,,,10130,Brain,Rattus norvegicus,,BAO_0000218,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in brain; Expressed as percent dose/organ,CHEMBL627860,10116.0,7649,A,1,Intermediate,,,955.0,1
N,,50597,,,,10130,Heart,Rattus norvegicus,,BAO_0000218,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in heart; Expressed as percent dose/organ,CHEMBL627019,10116.0,7650,A,1,Intermediate,,,948.0,1
N,,50597,,,,10130,Liver,Rattus norvegicus,,BAO_0000218,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in liver; Expressed as percent dose/organ,CHEMBL627020,10116.0,7651,A,1,Intermediate,,,2107.0,1
N,,50597,,,,10130,Lung,Rattus norvegicus,,BAO_0000218,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in lung; Expressed as percent dose/organ,CHEMBL627021,10116.0,7652,A,1,Intermediate,,,2048.0,1
N,,50597,,,,10130,Muscle tissue,Rattus norvegicus,,BAO_0000218,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in muscle; Expressed as percent dose/organ,CHEMBL627022,10116.0,7653,A,1,Intermediate,,,2385.0,1
N,,50597,,,,10130,,Rattus norvegicus,,BAO_0000218,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in skin; Expressed as percent dose/organ,CHEMBL627023,10116.0,7654,A,1,Intermediate,,,,1
N,,50597,,,,10130,Spleen,Rattus norvegicus,,BAO_0000218,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in spleen; Expressed as percent dose/organ,CHEMBL627024,10116.0,7655,A,1,Intermediate,,,2106.0,1
N,,50597,,,,10130,Thyroid gland,Rattus norvegicus,,BAO_0000218,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in thyroid; Expressed as percent dose/organ,CHEMBL627025,10116.0,7656,A,1,Intermediate,,,2046.0,1
N,,50597,,,,10130,Kidney,Rattus norvegicus,,BAO_0000218,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in kidney; Expressed as percent dose/organ,CHEMBL627026,10116.0,7657,A,1,Intermediate,,,2113.0,1
N,,50597,,,,10130,Blood,Rattus norvegicus,,BAO_0000218,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in blood; Expressed as percent dose/organ,CHEMBL627027,10116.0,7658,A,1,Intermediate,,,178.0,1
N,,50597,,,,10130,Brain,Rattus norvegicus,,BAO_0000218,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in brain; Expressed as percent dose/organ,CHEMBL627028,10116.0,7659,A,1,Intermediate,,,955.0,1
N,,50597,,,,10130,Heart,Rattus norvegicus,,BAO_0000218,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in heart; Expressed as percent dose/organ,CHEMBL627029,10116.0,7660,A,1,Intermediate,,,948.0,1
N,,50597,,,,10130,Kidney,Rattus norvegicus,,BAO_0000218,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in kidney; Expressed as percent dose/organ,CHEMBL627030,10116.0,7661,A,1,Intermediate,,,2113.0,1
