cell_id,assay_cell_type,doc_id,assay_organism,confidence_score,assay_type,assay_tax_id,assay_subcellular_fraction,relationship_type,tid,assay_strain,variant_id,assay_id,chembl_id,curated_by,assay_tissue,src_assay_id,bao_format,description,assay_category,tissue_id,assay_test_type,src_id
,Oocytes,14578,Rattus norvegicus,7,F,10116.0,,D,104821,,,58,CHEMBL615181,Autocuration,,,BAO_0000219,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2B NMDA receptor,,,,1
,Oocytes,14578,Rattus norvegicus,7,F,10116.0,,D,104848,,,59,CHEMBL615182,Autocuration,,,BAO_0000219,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2C NMDA receptor,,,,1
506.0,1A9,4787,Homo sapiens,1,F,9606.0,,N,80002,,,60,CHEMBL615183,Expert,,,BAO_0000219,In vitro effective concentration required to reduce the number of human ovarian cancer (1A9) after 3-day incubation,,,,1
506.0,1A9,4787,Homo sapiens,1,F,9606.0,,N,80002,,,61,CHEMBL615184,Intermediate,,,BAO_0000219,In vitro effective concentration required to reduce the number of human ovarian cancer cells (1A9) after 3-day incubation,,,,1
506.0,1A9,3547,Homo sapiens,1,F,9606.0,,N,80002,,,62,CHEMBL615185,Intermediate,,,BAO_0000219,Cytotoxic activity against human ovarian cancer (1A9) cell line,,,,1
506.0,1A9,3547,Homo sapiens,1,F,9606.0,,N,80002,,,63,CHEMBL615186,Intermediate,,,BAO_0000219,Cytotoxic activity against human ovarian cancer (1A9) cell line; ND=Not determined,,,,1
506.0,1A9,6726,Homo sapiens,1,F,9606.0,,N,80002,,,64,CHEMBL615187,Intermediate,,,BAO_0000219,Effective dose of compound against replication of 1A9 cell line was evaluated,,,,1
506.0,1A9,3455,Homo sapiens,1,F,9606.0,,N,80002,,,65,CHEMBL885343,Expert,,,BAO_0000219,In vitro cytotoxic activity was determined against ovarian cancer (1A9) cell line,,,,1
506.0,1A9,5726,Homo sapiens,1,F,9606.0,,N,80002,,,66,CHEMBL615188,Intermediate,,,BAO_0000219,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line),,,,1
506.0,1A9,5726,Homo sapiens,1,F,9606.0,,N,80002,,,67,CHEMBL615189,Intermediate,,,BAO_0000219,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line); NA is not active,,,,1
506.0,1A9,5726,Homo sapiens,1,F,9606.0,,N,80002,,,68,CHEMBL615190,Intermediate,,,BAO_0000219,In vitro percent inhibition evaluated against human ovarian cancer (1A9 cell line) at >20 ug/mL,,,,1
506.0,1A9,3395,Homo sapiens,1,F,9606.0,,N,80002,,,69,CHEMBL615191,Intermediate,,,BAO_0000219,Inhibitory activity against Taxol resistant 1A9 cell lines,,,,1
506.0,1A9,3415,Homo sapiens,1,F,9606.0,,N,80002,,,70,CHEMBL615192,Expert,,,BAO_0000219,Cytotoxicity against human ovarian cancer (1A9) cell lines.,,,,1
506.0,1A9,3415,Homo sapiens,1,F,9606.0,,N,80002,,,71,CHEMBL827083,Expert,,,BAO_0000219,Percentage inhibition of human ovarian cancer (1A9) cell lines.,,,,1
506.0,1A9,17099,Homo sapiens,1,F,9606.0,,N,80002,,,72,CHEMBL615193,Expert,,,BAO_0000219,Effective dose required for inhibitory activity against 1A9 human tumor cell line.,,,,1
506.0,1A9,17099,Homo sapiens,1,F,9606.0,,N,80002,,,73,CHEMBL615194,Intermediate,,,BAO_0000219,Percent inhibition against 1A9 human tumor cell line at 0.10 ug/mL,,,,1
506.0,1A9,17099,Homo sapiens,1,F,9606.0,,N,80002,,,74,CHEMBL615195,Intermediate,,,BAO_0000219,Percent inhibition against 1A9 human tumor cell line at <0.00008 ug/mL,,,,1
506.0,1A9,17099,Homo sapiens,1,F,9606.0,,N,80002,,,75,CHEMBL615196,Intermediate,,,BAO_0000219,Percent inhibition against 1A9 human tumor cell line at >10 ug/mL,,,,1
503.0,Jurkat,17721,Homo sapiens,1,F,9606.0,,N,81072,,,76,CHEMBL615197,Intermediate,,,BAO_0000219,Inhibitory concentration against Jurkat cells,,,,1
,,1229,,0,F,,,U,22226,,,77,CHEMBL615198,Intermediate,,,BAO_0000019,In vitro anticancer activity against 2 NCI SCLC cell lines; inactive,,,,1
,,11347,Rattus norvegicus,9,A,10116.0,,D,100121,,,78,CHEMBL615199,Expert,,,BAO_0000357,Inhibition of cytochrome P450 progesterone 2-alpha-hydroxylase,,,,1
,,17117,,8,B,,,H,11231,,,79,CHEMBL615200,Expert,,,BAO_0000357,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",,,,1
,,17117,,8,B,,,H,11231,,,80,CHEMBL615201,Expert,,,BAO_0000357,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",,,,1
,,17117,,8,B,,,H,11231,,,81,CHEMBL615202,Expert,,,BAO_0000357,"In vitro inhibition of human 2,3-oxidosqualene cyclase at 100 nM.",,,,1
,,11375,Candida albicans,8,B,5476.0,Microsomes,H,11231,,,82,CHEMBL615203,Autocuration,,,BAO_0000251,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Candida albicans microsomes",,,,1
,,11375,Candida albicans,8,B,5476.0,Microsomes,H,11231,,,83,CHEMBL615204,Autocuration,,,BAO_0000251,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Candida albicans microsomes",,,,1
,,11375,Saccharomyces cerevisiae,8,B,4932.0,Microsomes,H,11231,,,84,CHEMBL615205,Autocuration,,,BAO_0000251,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Saccharomyces cerevisiae microsomes",,,,1
,,11375,Saccharomyces cerevisiae,8,B,4932.0,Microsomes,H,11231,,,85,CHEMBL615206,Autocuration,,,BAO_0000251,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Saccharomyces cerevisiae microsomes",,,,1
,,11375,Sus scrofa,8,B,9823.0,Microsomes,H,12083,,,86,CHEMBL615207,Autocuration,Liver,,BAO_0000251,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in pig liver microsomes",,2107.0,,1
,,791,Rattus norvegicus,8,B,10116.0,,H,11231,,,87,CHEMBL827084,Autocuration,,,BAO_0000019,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase",,,,1
,,791,Rattus norvegicus,8,B,10116.0,,H,11231,,,88,CHEMBL615208,Autocuration,,,BAO_0000019,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase (OSC)",,,,1
,,791,Rattus norvegicus,8,B,10116.0,,H,11231,,,89,CHEMBL615209,Autocuration,,,BAO_0000019,"Evaluated for its activity to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase, activity expressed as Ki",,,,1
,,11375,Rattus norvegicus,9,B,10116.0,Microsomes,D,12083,,,90,CHEMBL615210,Autocuration,Liver,,BAO_0000251,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in rat liver microsomes",,2107.0,,1
,,11375,Rattus norvegicus,9,B,10116.0,Microsomes,D,12083,,,91,CHEMBL615211,Autocuration,Liver,,BAO_0000251,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",,2107.0,,1
,,153,Rattus norvegicus,9,B,10116.0,Microsomes,D,12083,,,92,CHEMBL615212,Autocuration,Liver,,BAO_0000251,"Compound was evaluated for inhibitory activity against 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",,2107.0,,1
,,8269,,8,B,,,H,11377,,,93,CHEMBL615213,Expert,,,BAO_0000357,Molar concentration needed to give 50% prevention of 2-5A (Adenosine dependent endoribonuclease),,,,1
,,8269,,8,B,,,H,11377,,,94,CHEMBL615273,Expert,,,BAO_0000357,Molar concentration required to displace 50% of the radiolabeled probe from 2-5A (Adenosine dependent endoribonuclease) in endonuclease-nitrocellulose complex,,,,1
726.0,HepG2,17653,Homo sapiens,1,F,9606.0,,N,81020,,,95,CHEMBL615274,Expert,,,BAO_0000219,In vitro cytotoxic concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,,,,1
726.0,HepG2,14277,Homo sapiens,1,F,9606.0,,N,81020,,,96,CHEMBL615275,Intermediate,,,BAO_0000219,50% Effective concentration of compound required for inhibiting intracellular viral replicative intermediate DNA in HBV-transfected 2.2.15 cell line.,,,,1
726.0,HepG2,1717,Homo sapiens,1,F,9606.0,,N,81020,,,97,CHEMBL615276,Intermediate,,,BAO_0000219,Antiviral activity against Hepatitis B virus in 2.2.15 cell line,,,,1
726.0,HepG2,14091,Homo sapiens,1,F,9606.0,,N,81020,,,98,CHEMBL615277,Intermediate,,,BAO_0000219,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells,,,,1
726.0,HepG2,14091,Homo sapiens,1,F,9606.0,,N,81020,,,99,CHEMBL615326,Intermediate,,,BAO_0000219,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells; Not determined,,,,1
,,17653,Hepatitis B virus,1,F,10407.0,,N,50606,,,100,CHEMBL883130,Expert,,,BAO_0000218,In vitro effective concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,,,,1
726.0,HepG2,13105,Homo sapiens,1,F,9606.0,,N,81020,,,101,CHEMBL884519,Intermediate,,,BAO_0000219,Ability to inhibit the episomal HBV-DNA in 2.2.15 cells.,,,,1
726.0,HepG2,1717,Homo sapiens,1,F,9606.0,,N,81020,,,102,CHEMBL615327,Intermediate,,,BAO_0000219,Concentration required to inhibit 50% of 2.2.15 cell line,,,,1
726.0,HepG2,13105,Homo sapiens,1,A,9606.0,,N,81020,,,103,CHEMBL615328,Intermediate,,,BAO_0000219,Anti viral activity against 2.2.15 cells (concentration required to reduce the log phase cell growth by 50%).,,,,1
,2.2.15,13600,Homo sapiens,1,F,9606.0,,N,50587,,,104,CHEMBL615329,Intermediate,,,BAO_0000218,Cytotoxic activity of compound against uninfected 2.2.15 cells.,,,,1
,2.2.15,13467,Homo sapiens,1,F,9606.0,,N,50587,,,105,CHEMBL615330,Intermediate,,,BAO_0000218,Anti hepatitis-B virus activity was evaluated in 2.2.15 cells.,,,,1
,2.2.15,17477,Hepatitis B virus,1,F,10407.0,,N,50606,,,106,CHEMBL615331,Expert,,,BAO_0000218,"Inhibition of the replication of HBV in 2.2.15 cells, by DNA hybridization assay",,,,1
,2.2.15,1593,Homo sapiens,1,F,9606.0,,N,50587,,,107,CHEMBL615332,Intermediate,,,BAO_0000218,In vitro anti-HBV activity in 2.2.15 cells,,,,1
,2.2.15,1593,Homo sapiens,1,F,9606.0,,N,50587,,,108,CHEMBL615333,Intermediate,,,BAO_0000218,In vitro anti-HBV activity in 2.2.15 cells; Not determined,,,,1
,2.2.15,15089,Homo sapiens,1,F,9606.0,,N,50587,,,109,CHEMBL615334,Intermediate,,,BAO_0000218,The compound was tested in vitro for the anti-HBV activity against 2.2.15 cells,,,,1
,2.2.15,15089,Homo sapiens,1,F,9606.0,,N,50587,,,110,CHEMBL615335,Intermediate,,,BAO_0000218,The compound was tested in vitro for the anti-HBV activity in 2.2.15 cells,,,,1
,2.2.15,1593,Homo sapiens,1,F,9606.0,,N,50587,,,111,CHEMBL615336,Intermediate,,,BAO_0000218,Cytotoxicity in 2.2.15 cells,,,,1
,2.2.15,1593,Homo sapiens,1,F,9606.0,,N,50587,,,112,CHEMBL615337,Intermediate,,,BAO_0000218,Cytotoxicity in 2.2.15 cells; Not determined,,,,1
,2.2.15,13600,Homo sapiens,1,F,9606.0,,N,50587,,,113,CHEMBL615338,Intermediate,,,BAO_0000218,Inhibitory activity of compound against hepatitis B virus (HBV) in growing cultures of 2.2.15 cells,,,,1
,2.2.15,13467,Homo sapiens,1,F,9606.0,,N,50587,,,114,CHEMBL615339,Intermediate,,,BAO_0000218,The growth inhibition activity for the compound was evaluated in 2.2.15 cells.,,,,1
,2.2.15,13467,Homo sapiens,1,F,9606.0,,N,50587,,,115,CHEMBL615340,Intermediate,,,BAO_0000218,Selectivity index was determined from the ratio of IC50 to the EC50 values evaluated in 2.2.15 cells.,,,,1
726.0,HepG2,14764,Homo sapiens,1,F,9606.0,,N,81020,,,116,CHEMBL615341,Intermediate,,,BAO_0000219,Antiviral activity against HBV was determined in 2.215 cell line,,,,1
,,6531,Homo sapiens,0,B,9606.0,Microsomes,U,22226,,,117,CHEMBL615342,Autocuration,,,BAO_0000251,Inhibition of 20-HETE synthesis in human renal microsomes,,,,1
,,17322,,0,B,,,U,22226,,,118,CHEMBL615343,Autocuration,,,BAO_0000019,Inhibitory activity against 20-HETE production from arachidonic acid using human renal microsome 20-HETE synthase.,,,,1
388.0,2008,17072,Homo sapiens,1,F,9606.0,,N,80612,,,119,CHEMBL615344,Intermediate,,,BAO_0000219,Inhibitory concentration against 2008 (ovarian) cells,,,,1
388.0,2008,16936,Homo sapiens,1,F,9606.0,,N,80612,,,120,CHEMBL615345,Intermediate,,,BAO_0000219,50% Growth inhibitory concentration( GI 50 ) by using 2008 human ovarian carcinoma cell lines.,,,,1
388.0,2008,16936,Homo sapiens,1,F,9606.0,,N,80612,,,121,CHEMBL615346,Intermediate,,,BAO_0000219,Compound was tested for 50% growth inhibitory concentration by using human ovarian carcinoma cell lines (2008),,,,1
388.0,2008,17146,Homo sapiens,1,F,9606.0,,N,80612,,,122,CHEMBL615347,Intermediate,,,BAO_0000219,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells,,,,1
388.0,2008,17146,Homo sapiens,1,F,9606.0,,N,80612,,,123,CHEMBL615348,Intermediate,,,BAO_0000219,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells; not detected,,,,1
561.0,2008/R,10797,Homo sapiens,1,F,9606.0,,N,80613,,,124,CHEMBL827085,Intermediate,,,BAO_0000219,In vitro inhibition of 2008/R ovarian cancer cell line,,,,1
561.0,2008/R,10797,Homo sapiens,1,F,9606.0,,N,80613,,,125,CHEMBL615349,Intermediate,,,BAO_0000219,In vitro inhibition of 2008/R ovarian cancer cell line; NA= Not achievable,,,,1
389.0,2008/S,10797,Homo sapiens,1,F,9606.0,,N,80614,,,126,CHEMBL615350,Intermediate,,,BAO_0000219,In vitro inhibition of 2008/S ovarian cancer cell line,,,,1
389.0,2008/S,10797,Homo sapiens,1,F,9606.0,,N,80614,,,127,CHEMBL615351,Intermediate,,,BAO_0000219,In vitro inhibition of 2008/S ovarian cancer cell line; NA= Not achievable,,,,1
,,4823,Homo sapiens,2,B,9606.0,,S,100256,,,128,CHEMBL615352,Expert,,,BAO_0000220,Tested in vitro for inhibition of chymotrypsin like activity of purified human 20S proteasome,,,,1
,,12912,Homo sapiens,2,B,9606.0,,S,100256,,,129,CHEMBL615353,Intermediate,,,BAO_0000220,Compound was evaluated for inhibitory activity against 20S proteasome from human liver and brain,,,,1
,,2957,,2,B,,,S,100256,,,130,CHEMBL615354,Expert,,,BAO_0000220,Inhibition of chymotrypsin-like activity of 20S proteasome,,,,1
,,2957,,2,B,,,S,100256,,,131,CHEMBL615355,Expert,,,BAO_0000220,Inhibition of chymotrypsin-like activity of 20S proteasome; value ranges from 10-20 uM,,,,1
,,3260,,2,B,,,S,100256,,,132,CHEMBL615356,Intermediate,,,BAO_0000220,Inhibitory activity against 20S proteosome,,,,1
,,3451,Homo sapiens,0,B,9606.0,,U,22226,,,133,CHEMBL615357,Autocuration,,,BAO_0000019,Compound was tested for inhibitory activity against tryptase,,,,1
726.0,HepG2,13885,Homo sapiens,1,F,9606.0,,N,81020,,,134,CHEMBL615358,Intermediate,,,BAO_0000219,Concentration required to inhibit 50% of extracellular circular replication of HBV DNA using 2215 cell line,,,,1
726.0,HepG2,13885,Homo sapiens,1,F,9606.0,,N,81020,,,135,CHEMBL827086,Intermediate,,,BAO_0000219,Concentration required to inhibit 50% of intracellular circular replication of HBV DNA using 2215 cell line,,,,1
,,3676,,0,B,,,U,22226,,,136,CHEMBL615359,Autocuration,,,BAO_0000019,Compound was tested for the inhibition of Alpha-glucosidase,,,,1
,,6043,,8,B,,,H,235,,,137,CHEMBL615360,Autocuration,,,BAO_0000357,Inhibitory concentration against human neutrophil elastase (HNE),,,,1
,,11140,Rattus norvegicus,0,F,10116.0,,U,22226,,,138,CHEMBL615361,Autocuration,Heart,,BAO_0000218,Change in heart rate was expressed in percent at at a dose 0.002 mg/kg iv in anesthetized rat,,948.0,,1
