assays_ss_d,assays_tss_d,assays_ss_cll_tp,assays_ss_tss,assays_ss_rgnsm,assays_src_ss_d,assays_ss_tp,assays_ss_sbclllr_frctn,assays_cll_d,assays_rltnshp_tp,assays_dc_d,assays_b_frmt,assays_chmbl_d,assays_td,assays_ss_ctgr,assays_crtd_b,assays_ss_strn,assays_cnfdnc_scr,assays_src_d,assays_vrnt_d
7538,,,,Rattus norvegicus,,A,,,N,5202,BAO_0000218,CHEMBL618660,50597,,Intermediate,,1,1,
7539,,,,Rattus norvegicus,,A,,,N,1088,BAO_0000218,CHEMBL618661,50597,,Intermediate,,1,1,
7540,,,,Rattus norvegicus,,A,,,N,3169,BAO_0000218,CHEMBL873807,50597,,Intermediate,,1,1,
7541,,,,Rattus norvegicus,,A,,,N,5353,BAO_0000218,CHEMBL618662,50597,,Intermediate,,1,1,
7542,,,,Rattus norvegicus,,A,,,N,2864,BAO_0000218,CHEMBL618663,50597,,Intermediate,,1,1,
7543,,,,Rattus norvegicus,,A,,,N,2864,BAO_0000218,CHEMBL618664,50597,,Intermediate,,1,1,
7544,,,,Rattus norvegicus,,A,,,N,2864,BAO_0000218,CHEMBL618665,50597,,Intermediate,,1,1,
7545,,,,Rattus norvegicus,,A,,,N,6362,BAO_0000218,CHEMBL876498,50597,,Intermediate,,1,1,
7546,,,,Rattus norvegicus,,A,,,N,6249,BAO_0000218,CHEMBL618666,50597,,Intermediate,,1,1,
7547,,,,Rattus norvegicus,,A,,,N,3169,BAO_0000218,CHEMBL620440,50597,,Intermediate,,1,1,
7548,,,,Rattus norvegicus,,A,,,N,3169,BAO_0000218,CHEMBL620441,50597,,Intermediate,,1,1,
7549,,,,Rattus norvegicus,,A,,,N,3169,BAO_0000218,CHEMBL620442,50597,,Intermediate,,1,1,
7550,,,,Rattus norvegicus,,A,,,N,17260,BAO_0000218,CHEMBL620443,50597,,Intermediate,,1,1,
7551,,,,Rattus norvegicus,,A,,,N,17260,BAO_0000218,CHEMBL620444,50597,,Intermediate,,1,1,
7552,,,,Rattus norvegicus,,A,,,N,17260,BAO_0000218,CHEMBL620445,50597,,Intermediate,,1,1,
7553,,,,Rattus norvegicus,,A,,,N,17260,BAO_0000218,CHEMBL620446,50597,,Intermediate,,1,1,
7554,1969.0,,Plasma,Rattus norvegicus,,A,,,N,2879,BAO_0000218,CHEMBL620447,50597,,Intermediate,,1,1,
7555,1969.0,,Plasma,Rattus norvegicus,,A,,,N,2879,BAO_0000218,CHEMBL621129,50597,,Intermediate,,1,1,
7556,1969.0,,Plasma,Rattus norvegicus,,A,,,N,2879,BAO_0000218,CHEMBL621130,50597,,Intermediate,,1,1,
7557,,,,Rattus norvegicus,,A,,,N,3184,BAO_0000218,CHEMBL873808,50597,,Intermediate,,1,1,
7558,,,,Rattus norvegicus,,A,,,N,4891,BAO_0000218,CHEMBL876598,50597,,Intermediate,,1,1,
7559,,,,Rattus norvegicus,,A,,,N,429,BAO_0000218,CHEMBL621131,50597,,Intermediate,,1,1,
7560,,,,Rattus norvegicus,,A,,,N,5656,BAO_0000218,CHEMBL621132,50597,,Intermediate,,1,1,
7561,,,,Rattus norvegicus,,A,,,N,4413,BAO_0000218,CHEMBL621133,50597,,Intermediate,,1,1,
7562,,,,Rattus norvegicus,,A,,,N,3598,BAO_0000218,CHEMBL621312,50597,,Expert,,1,1,
7563,,,,Rattus norvegicus,,A,,,N,17267,BAO_0000218,CHEMBL621313,50597,,Intermediate,,1,1,
7564,178.0,,Blood,Rattus norvegicus,,A,,,N,4727,BAO_0000218,CHEMBL621314,50597,,Intermediate,,1,1,
7565,,,,Rattus norvegicus,,A,,,N,17651,BAO_0000218,CHEMBL621315,50597,,Intermediate,,1,1,
7566,,,,Rattus norvegicus,,A,,,N,17651,BAO_0000218,CHEMBL621316,50597,,Intermediate,,1,1,
7567,,,,Rattus norvegicus,,A,,,N,401,BAO_0000218,CHEMBL621317,50597,,Intermediate,,1,1,
7568,,,,Rattus norvegicus,,A,,,N,4942,BAO_0000218,CHEMBL621318,50597,,Intermediate,,1,1,
7569,,,,Rattus norvegicus,,A,,,N,17735,BAO_0000218,CHEMBL621319,50597,,Intermediate,,1,1,
7570,,,,Rattus norvegicus,,A,,,N,6056,BAO_0000218,CHEMBL621377,50597,,Intermediate,,1,1,
7571,,,,Rattus norvegicus,,A,,,N,5213,BAO_0000218,CHEMBL621378,50597,,Intermediate,,1,1,
7572,,,,Rattus norvegicus,,A,,,N,6616,BAO_0000218,CHEMBL876599,50597,,Intermediate,,1,1,
7573,,,,Rattus norvegicus,,A,,,N,5937,BAO_0000218,CHEMBL621379,50597,,Intermediate,,1,1,
7574,1969.0,,Plasma,Rattus norvegicus,,A,,,N,5819,BAO_0000218,CHEMBL621380,50597,,Intermediate,,1,1,
7575,1969.0,,Plasma,Rattus norvegicus,,A,,,N,5819,BAO_0000218,CHEMBL621381,50597,,Intermediate,,1,1,
7576,,,,Rattus norvegicus,,A,,,N,6803,BAO_0000218,CHEMBL618515,50597,,Intermediate,,1,1,
7577,,,,Rattus norvegicus,,A,,,N,17804,BAO_0000218,CHEMBL618516,50597,,Intermediate,,1,1,
7578,,,,Rattus norvegicus,,A,,,N,17804,BAO_0000218,CHEMBL618517,50597,,Intermediate,,1,1,
7579,,,,Rattus norvegicus,,A,,,N,5948,BAO_0000218,CHEMBL618518,50597,,Intermediate,,1,1,
7580,,,,Rattus norvegicus,,A,,,N,1916,BAO_0000218,CHEMBL618519,50597,,Intermediate,,1,1,
7581,,,,Rattus norvegicus,,A,,,N,1916,BAO_0000218,CHEMBL618698,50597,,Intermediate,,1,1,
7582,,,,Rattus norvegicus,,A,,,N,1916,BAO_0000218,CHEMBL618862,50597,,Intermediate,,1,1,
7583,,,,Rattus norvegicus,,A,,,N,4890,BAO_0000218,CHEMBL618863,50597,,Intermediate,,1,1,
7584,,,,Rattus norvegicus,,A,,,N,17764,BAO_0000218,CHEMBL618864,50597,,Intermediate,,1,1,
7585,,,,Rattus norvegicus,,A,,,N,4727,BAO_0000218,CHEMBL618865,50597,,Intermediate,,1,1,
7586,,,,Rattus norvegicus,,A,,,N,17509,BAO_0000218,CHEMBL618866,50597,,Intermediate,,1,1,
7587,,,,Rattus norvegicus,,A,,,N,17509,BAO_0000218,CHEMBL618867,50597,,Intermediate,,1,1,
7588,,,,Rattus norvegicus,,A,,,N,6597,BAO_0000218,CHEMBL875828,50597,,Intermediate,,1,1,
7589,,,,Rattus norvegicus,,A,,,N,17735,BAO_0000218,CHEMBL618868,50597,,Intermediate,,1,1,
7590,,,,Rattus norvegicus,,A,,,N,6597,BAO_0000218,CHEMBL618869,50597,,Intermediate,,1,1,
7591,,,,Rattus norvegicus,,A,,,N,17670,BAO_0000218,CHEMBL618870,50597,,Intermediate,,1,1,
7592,1969.0,,Plasma,Rattus norvegicus,,A,,,N,1696,BAO_0000218,CHEMBL618871,50597,,Intermediate,,1,1,
7593,1969.0,,Plasma,Rattus norvegicus,,A,,,N,1742,BAO_0000218,CHEMBL618872,50597,,Intermediate,,1,1,
7594,,,,Rattus norvegicus,,A,,,N,17800,BAO_0000218,CHEMBL873816,50597,,Intermediate,,1,1,
7595,,,,,,A,,,U,12923,BAO_0000218,CHEMBL618873,22224,,Autocuration,,0,1,
7596,,,,,,A,,,U,11954,BAO_0000019,CHEMBL621602,22224,,Autocuration,,0,1,
7597,,,,,,A,,,U,11954,BAO_0000218,CHEMBL621603,22224,,Autocuration,,0,1,
7598,,,,,,A,,,U,11954,BAO_0000218,CHEMBL621604,22224,,Autocuration,,0,1,
7599,,,,,,A,,,U,11954,BAO_0000218,CHEMBL621605,22224,,Autocuration,,0,1,
7600,,,,,,A,,,U,11954,BAO_0000218,CHEMBL621606,22224,,Autocuration,,0,1,
7601,,,,,,A,,,U,11954,BAO_0000218,CHEMBL621607,22224,,Autocuration,,0,1,
7602,,,,,,A,,,U,11954,BAO_0000218,CHEMBL621608,22224,,Autocuration,,0,1,
7603,,,,,,A,,,U,5237,BAO_0000019,CHEMBL621609,22224,,Autocuration,,0,1,
7604,,,,,,A,,,U,4026,BAO_0000218,CHEMBL621610,22224,,Autocuration,,0,1,
7605,,,,Rattus norvegicus,,A,,,N,5237,BAO_0000218,CHEMBL621611,50597,,Intermediate,,1,1,
7606,,,,Rattus norvegicus,,A,,,N,14793,BAO_0000218,CHEMBL621612,50597,,Intermediate,,1,1,
7607,,,,Rattus norvegicus,,A,,,N,14793,BAO_0000218,CHEMBL622308,50597,,Intermediate,,1,1,
7608,,,,Rattus norvegicus,,A,,,N,14793,BAO_0000218,CHEMBL622309,50597,,Intermediate,,1,1,
7609,,,,Rattus norvegicus,,A,,,N,14793,BAO_0000218,CHEMBL622310,50597,,Intermediate,,1,1,
7610,,,,Rattus norvegicus,,A,,,N,14793,BAO_0000218,CHEMBL622311,50597,,Intermediate,,1,1,
7611,,,,Rattus norvegicus,,A,,,N,14793,BAO_0000218,CHEMBL622312,50597,,Intermediate,,1,1,
7612,,,,Rattus norvegicus,,A,,,N,14793,BAO_0000218,CHEMBL622931,50597,,Intermediate,,1,1,
7613,,,,Rattus norvegicus,,A,,,N,14793,BAO_0000218,CHEMBL622932,50597,,Intermediate,,1,1,
7614,1969.0,,Plasma,Rattus norvegicus,,A,,,N,14793,BAO_0000218,CHEMBL622736,50597,,Intermediate,,1,1,
7615,1969.0,,Plasma,Rattus norvegicus,,A,,,N,14793,BAO_0000218,CHEMBL622737,50597,,Intermediate,,1,1,
7616,1969.0,,Plasma,Rattus norvegicus,,A,,,N,14793,BAO_0000218,CHEMBL622738,50597,,Intermediate,,1,1,
7617,1969.0,,Plasma,Rattus norvegicus,,A,,,N,14793,BAO_0000218,CHEMBL622739,50597,,Intermediate,,1,1,
7618,1969.0,,Plasma,Rattus norvegicus,,A,,,N,14793,BAO_0000218,CHEMBL622740,50597,,Intermediate,,1,1,
7619,1969.0,,Plasma,Rattus norvegicus,,A,,,N,14793,BAO_0000218,CHEMBL622741,50597,,Intermediate,,1,1,
7620,1969.0,,Plasma,Rattus norvegicus,,A,,,N,14793,BAO_0000218,CHEMBL622742,50597,,Intermediate,,1,1,
7621,1969.0,,Plasma,Rattus norvegicus,,A,,,N,14793,BAO_0000218,CHEMBL622743,50597,,Intermediate,,1,1,
7622,1969.0,,Plasma,Mus musculus,,A,,,N,11637,BAO_0000218,CHEMBL622744,50594,,Intermediate,,1,1,
7623,,,,,,A,,,U,11149,BAO_0000019,CHEMBL624134,22224,,Autocuration,,0,1,
7624,,,,,,A,,,U,10016,BAO_0000019,CHEMBL624135,22224,,Autocuration,,0,1,
7625,,,,Rattus norvegicus,,A,,,N,17796,BAO_0000218,CHEMBL624136,50597,,Intermediate,,1,1,
7626,,,,Rattus norvegicus,,A,,,N,17796,BAO_0000218,CHEMBL624137,50597,,Intermediate,,1,1,
7627,,,,Rattus norvegicus,,A,,,N,17796,BAO_0000218,CHEMBL624320,50597,,Intermediate,,1,1,
7628,,,,Canis lupus familiaris,,A,,,N,12923,BAO_0000218,CHEMBL624321,50588,,Intermediate,,1,1,
7629,,,,Rattus norvegicus,,A,,,N,15372,BAO_0000218,CHEMBL624322,50597,,Intermediate,,1,1,
7630,,,,Rattus norvegicus,,A,,,N,15372,BAO_0000218,CHEMBL624323,50597,,Intermediate,,1,1,
7631,,,,Rattus norvegicus,,A,,,N,15372,BAO_0000218,CHEMBL624324,50597,,Intermediate,,1,1,
7632,,,,Rattus norvegicus,,A,,,N,15372,BAO_0000218,CHEMBL624325,50597,,Intermediate,,1,1,
7633,,,,Rattus norvegicus,,A,,,N,15372,BAO_0000218,CHEMBL624326,50597,,Intermediate,,1,1,
7634,,,,Rattus norvegicus,,A,,,N,15372,BAO_0000218,CHEMBL624327,50597,,Intermediate,,1,1,
7635,,,,Rattus norvegicus,,A,,,N,15372,BAO_0000218,CHEMBL624328,50597,,Intermediate,,1,1,
7636,,,,Canis lupus familiaris,,A,,,N,14169,BAO_0000218,CHEMBL627848,50588,,Intermediate,,1,1,
7637,,,,Rattus norvegicus,,A,,,N,14169,BAO_0000218,CHEMBL627849,50597,,Intermediate,,1,1,
7638,,,,Rattus norvegicus,,A,,,N,14258,BAO_0000218,CHEMBL627850,50597,,Intermediate,,1,1,
7639,,,,Rattus norvegicus,,A,,,N,14258,BAO_0000218,CHEMBL627851,50597,,Intermediate,,1,1,
7640,,,,Mus musculus,,A,,,N,15011,BAO_0000218,CHEMBL627852,50594,,Intermediate,,1,1,
7641,,,,Mus musculus,,A,,,N,15011,BAO_0000218,CHEMBL627853,50594,,Intermediate,,1,1,
7642,,,,Mus musculus,,A,,,N,15011,BAO_0000218,CHEMBL627854,50594,,Intermediate,,1,1,
7643,,,,Mus musculus,,A,,,N,15011,BAO_0000218,CHEMBL627855,50594,,Intermediate,,1,1,
7644,,,,Mus musculus,,A,,,N,15011,BAO_0000218,CHEMBL627856,50594,,Intermediate,,1,1,
7645,,,,Mus musculus,,A,,,N,15011,BAO_0000218,CHEMBL875339,50594,,Intermediate,,1,1,
7646,,,,Mus musculus,,A,,,N,15011,BAO_0000218,CHEMBL627857,50594,,Intermediate,,1,1,
7647,2106.0,,Spleen,Rattus norvegicus,,A,,,N,11195,BAO_0000218,CHEMBL627858,50597,,Intermediate,,1,1,
7648,178.0,,Blood,Rattus norvegicus,,A,,,N,10130,BAO_0000218,CHEMBL627859,50597,,Intermediate,,1,1,
7649,955.0,,Brain,Rattus norvegicus,,A,,,N,10130,BAO_0000218,CHEMBL627860,50597,,Intermediate,,1,1,
7650,948.0,,Heart,Rattus norvegicus,,A,,,N,10130,BAO_0000218,CHEMBL627019,50597,,Intermediate,,1,1,
7651,2107.0,,Liver,Rattus norvegicus,,A,,,N,10130,BAO_0000218,CHEMBL627020,50597,,Intermediate,,1,1,
7652,2048.0,,Lung,Rattus norvegicus,,A,,,N,10130,BAO_0000218,CHEMBL627021,50597,,Intermediate,,1,1,
7653,2385.0,,Muscle tissue,Rattus norvegicus,,A,,,N,10130,BAO_0000218,CHEMBL627022,50597,,Intermediate,,1,1,
7654,,,,Rattus norvegicus,,A,,,N,10130,BAO_0000218,CHEMBL627023,50597,,Intermediate,,1,1,
7655,2106.0,,Spleen,Rattus norvegicus,,A,,,N,10130,BAO_0000218,CHEMBL627024,50597,,Intermediate,,1,1,
7656,2046.0,,Thyroid gland,Rattus norvegicus,,A,,,N,10130,BAO_0000218,CHEMBL627025,50597,,Intermediate,,1,1,
7657,2113.0,,Kidney,Rattus norvegicus,,A,,,N,10130,BAO_0000218,CHEMBL627026,50597,,Intermediate,,1,1,
7658,178.0,,Blood,Rattus norvegicus,,A,,,N,10130,BAO_0000218,CHEMBL627027,50597,,Intermediate,,1,1,
7659,955.0,,Brain,Rattus norvegicus,,A,,,N,10130,BAO_0000218,CHEMBL627028,50597,,Intermediate,,1,1,
7660,948.0,,Heart,Rattus norvegicus,,A,,,N,10130,BAO_0000218,CHEMBL627029,50597,,Intermediate,,1,1,
7661,2113.0,,Kidney,Rattus norvegicus,,A,,,N,10130,BAO_0000218,CHEMBL627030,50597,,Intermediate,,1,1,
7662,2107.0,,Liver,Rattus norvegicus,,A,,,N,10130,BAO_0000218,CHEMBL627031,50597,,Intermediate,,1,1,
7663,2048.0,,Lung,Rattus norvegicus,,A,,,N,10130,BAO_0000218,CHEMBL627032,50597,,Intermediate,,1,1,
7664,2385.0,,Muscle tissue,Rattus norvegicus,,A,,,N,10130,BAO_0000218,CHEMBL627033,50597,,Intermediate,,1,1,
7665,,,,Rattus norvegicus,,A,,,N,10130,BAO_0000218,CHEMBL627034,50597,,Intermediate,,1,1,
7666,2106.0,,Spleen,Rattus norvegicus,,A,,,N,10130,BAO_0000218,CHEMBL627035,50597,,Intermediate,,1,1,
7667,2046.0,,Thyroid gland,Rattus norvegicus,,A,,,N,10130,BAO_0000218,CHEMBL627036,50597,,Intermediate,,1,1,
7668,178.0,,Blood,Rattus norvegicus,,A,,,N,10130,BAO_0000218,CHEMBL875340,50597,,Intermediate,,1,1,
7669,948.0,,Heart,Rattus norvegicus,,A,,,N,10130,BAO_0000218,CHEMBL627037,50597,,Intermediate,,1,1,
7670,2113.0,,Kidney,Rattus norvegicus,,A,,,N,10130,BAO_0000218,CHEMBL627038,50597,,Intermediate,,1,1,
7671,2107.0,,Liver,Rattus norvegicus,,A,,,N,10130,BAO_0000218,CHEMBL627039,50597,,Intermediate,,1,1,
7672,2385.0,,Muscle tissue,Rattus norvegicus,,A,,,N,10130,BAO_0000218,CHEMBL627040,50597,,Intermediate,,1,1,
7673,2106.0,,Spleen,Rattus norvegicus,,A,,,N,10130,BAO_0000218,CHEMBL624663,50597,,Intermediate,,1,1,
7674,2046.0,,Thyroid gland,Rattus norvegicus,,A,,,N,10130,BAO_0000218,CHEMBL625963,50597,,Intermediate,,1,1,
7675,955.0,,Brain,Rattus norvegicus,,A,,,N,10130,BAO_0000218,CHEMBL876799,50597,,Intermediate,,1,1,
7676,2048.0,,Lung,Rattus norvegicus,,A,,,N,10130,BAO_0000218,CHEMBL626133,50597,,Intermediate,,1,1,
7677,,,,Rattus norvegicus,,A,,,N,10130,BAO_0000218,CHEMBL626134,50597,,Intermediate,,1,1,
7678,,,,Rattus norvegicus,,A,,,N,6295,BAO_0000218,CHEMBL626135,50597,,Intermediate,,1,1,
7679,,,,Rattus norvegicus,,A,,,N,6296,BAO_0000218,CHEMBL626136,50597,,Intermediate,,1,1,
7680,,,,Rattus norvegicus,,A,,,N,6296,BAO_0000218,CHEMBL626137,50597,,Intermediate,,1,1,
7681,,,,Rattus norvegicus,,A,,,N,6295,BAO_0000218,CHEMBL626138,50597,,Intermediate,,1,1,
7682,,,,Rattus norvegicus,,A,,,N,6296,BAO_0000218,CHEMBL626139,50597,,Intermediate,,1,1,
7683,,,,Rattus norvegicus,,A,,,N,17260,BAO_0000218,CHEMBL626140,50597,,Intermediate,,1,1,
7684,,,,Rattus norvegicus,,A,,,N,17260,BAO_0000218,CHEMBL626141,50597,,Intermediate,,1,1,
7685,,,,Rattus norvegicus,,A,,,N,17686,BAO_0000218,CHEMBL626142,50597,,Intermediate,,1,1,
7686,2385.0,,Muscle tissue,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL627930,50597,,Intermediate,,1,1,
7687,2385.0,,Muscle tissue,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL627931,50597,,Intermediate,,1,1,
7688,2385.0,,Muscle tissue,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL627932,50597,,Intermediate,,1,1,
7689,2106.0,,Spleen,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL627933,50597,,Intermediate,,1,1,
7690,2106.0,,Spleen,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL627934,50597,,Intermediate,,1,1,
7691,2106.0,,Spleen,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL627935,50597,,Intermediate,,1,1,
7692,178.0,,Blood,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL627936,50597,,Intermediate,,1,1,
7693,178.0,,Blood,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL627937,50597,,Intermediate,,1,1,
7694,178.0,,Blood,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL627938,50597,,Intermediate,,1,1,
7695,178.0,,Blood,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL627939,50597,,Intermediate,,1,1,
7696,178.0,,Blood,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL627940,50597,,Intermediate,,1,1,
7697,178.0,,Blood,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL627941,50597,,Intermediate,,1,1,
7698,178.0,,Blood,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL876800,50597,,Intermediate,,1,1,
7699,178.0,,Blood,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL627942,50597,,Intermediate,,1,1,
7700,178.0,,Blood,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL627943,50597,,Intermediate,,1,1,
7701,178.0,,Blood,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL627944,50597,,Intermediate,,1,1,
7702,178.0,,Blood,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL627945,50597,,Intermediate,,1,1,
7703,178.0,,Blood,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL628584,50597,,Intermediate,,1,1,
7704,178.0,,Blood,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL628585,50597,,Intermediate,,1,1,
7705,178.0,,Blood,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL628586,50597,,Intermediate,,1,1,
7706,178.0,,Blood,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL628587,50597,,Intermediate,,1,1,
7707,178.0,,Blood,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL628588,50597,,Intermediate,,1,1,
7708,178.0,,Blood,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL628589,50597,,Intermediate,,1,1,
7709,178.0,,Blood,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL625304,50597,,Intermediate,,1,1,
7710,178.0,,Blood,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL625305,50597,,Intermediate,,1,1,
7711,178.0,,Blood,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL625306,50597,,Intermediate,,1,1,
7712,178.0,,Blood,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL625307,50597,,Intermediate,,1,1,
7713,178.0,,Blood,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL625308,50597,,Intermediate,,1,1,
7714,178.0,,Blood,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL627740,50597,,Intermediate,,1,1,
7715,178.0,,Blood,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL627741,50597,,Intermediate,,1,1,
7716,178.0,,Blood,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL627742,50597,,Intermediate,,1,1,
7717,178.0,,Blood,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL627743,50597,,Intermediate,,1,1,
7718,178.0,,Blood,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL627744,50597,,Intermediate,,1,1,
7719,10000001.0,,Bone,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL627745,50597,,Intermediate,,1,1,
7720,10000001.0,,Bone,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL627746,50597,,Intermediate,,1,1,
7721,10000001.0,,Bone,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL627747,50597,,Intermediate,,1,1,
7722,10000001.0,,Bone,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL876810,50597,,Intermediate,,1,1,
7723,10000001.0,,Bone,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL627748,50597,,Intermediate,,1,1,
7724,10000001.0,,Bone,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL627749,50597,,Intermediate,,1,1,
7725,10000001.0,,Bone,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL627750,50597,,Intermediate,,1,1,
7726,10000001.0,,Bone,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL618728,50597,,Intermediate,,1,1,
7727,10000001.0,,Bone,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL618729,50597,,Intermediate,,1,1,
7728,10000001.0,,Bone,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL618730,50597,,Intermediate,,1,1,
7729,10000001.0,,Bone,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL618731,50597,,Intermediate,,1,1,
7730,10000001.0,,Bone,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL618732,50597,,Intermediate,,1,1,
7731,10000001.0,,Bone,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL618733,50597,,Intermediate,,1,1,
7732,10000001.0,,Bone,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL618734,50597,,Intermediate,,1,1,
7733,10000001.0,,Bone,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL618735,50597,,Intermediate,,1,1,
7734,10000001.0,,Bone,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL876602,50597,,Intermediate,,1,1,
7735,10000001.0,,Bone,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL618736,50597,,Intermediate,,1,1,
7736,10000001.0,,Bone,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL618737,50597,,Intermediate,,1,1,
7737,10000001.0,,Bone,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL618738,50597,,Intermediate,,1,1,
7738,10000001.0,,Bone,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL618739,50597,,Intermediate,,1,1,
7739,10000001.0,,Bone,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL618740,50597,,Intermediate,,1,1,
7740,10000001.0,,Bone,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL618741,50597,,Intermediate,,1,1,
7741,10000001.0,,Bone,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL618742,50597,,Intermediate,,1,1,
7742,10000001.0,,Bone,Rattus norvegicus,,A,,,N,9866,BAO_0000218,CHEMBL618743,50597,,Intermediate,,1,1,
