assays_ss_tst_tp,assays_ss_sbclllr_frctn,assays_chmbl_d,assays_src_ss_d,assays_td,assays_ss_tss,assays_b_frmt,assays_ss_rgnsm,assays_tss_d,assays_ss_strn,assays_dscrptn,assays_crtd_b,assays_ss_tx_d,assays_rltnshp_tp,assays_ss_d,assays_src_d,assays_vrnt_d,assays_cnfdnc_scr,assays_ss_tp,assays_ss_cll_tp,assays_cll_d,assays_dc_d,assays_ss_ctgr
In vivo,,CHEMBL876599,,50597,,BAO_0000218,Rattus norvegicus,,,Half life after i.v. administration,Intermediate,10116.0,N,7572,1,,1,A,,,6616,
In vivo,,CHEMBL621379,,50597,,BAO_0000218,Rattus norvegicus,,,Half life in rat after intravenous administration at a concentration 0.5 mg/kg,Intermediate,10116.0,N,7573,1,,1,A,,,5937,
,,CHEMBL621380,,50597,Plasma,BAO_0000218,Rattus norvegicus,1969.0,,Half life in rat plasma,Intermediate,10116.0,N,7574,1,,1,A,,,5819,
,,CHEMBL621381,,50597,Plasma,BAO_0000218,Rattus norvegicus,1969.0,,Half life in rat plasma; Not detected,Intermediate,10116.0,N,7575,1,,1,A,,,5819,
,,CHEMBL618515,,50597,,BAO_0000218,Rattus norvegicus,,,Half life in rats,Intermediate,10116.0,N,7576,1,,1,A,,,6803,
In vivo,,CHEMBL618516,,50597,,BAO_0000218,Rattus norvegicus,,,Half life period of compound was determined after peroral administration,Intermediate,10116.0,N,7577,1,,1,A,,,17804,
In vivo,,CHEMBL618517,,50597,,BAO_0000218,Rattus norvegicus,,,Half life period of compound was determined at a dose of 3 mg/kg by intravenous administration,Intermediate,10116.0,N,7578,1,,1,A,,,17804,
,,CHEMBL618518,,50597,,BAO_0000218,Rattus norvegicus,,,Half life period in rat,Intermediate,10116.0,N,7579,1,,1,A,,,5948,
In vivo,,CHEMBL618519,,50597,,BAO_0000218,Rattus norvegicus,,,Half life period was evaluated against Sprague-Dawley rats at a dose of 15 mg/kg after iv administration,Intermediate,10116.0,N,7580,1,,1,A,,,1916,
In vivo,,CHEMBL618698,,50597,,BAO_0000218,Rattus norvegicus,,,Half life period was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration,Intermediate,10116.0,N,7581,1,,1,A,,,1916,
In vivo,,CHEMBL618862,,50597,,BAO_0000218,Rattus norvegicus,,,Half life period was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration; Not available,Intermediate,10116.0,N,7582,1,,1,A,,,1916,
In vivo,,CHEMBL618863,,50597,,BAO_0000218,Rattus norvegicus,,,Half life period was determined after intravenous administration at a dose 5 mg/kg to male Sprague-Dawley rats,Intermediate,10116.0,N,7583,1,,1,A,,,4890,
In vivo,,CHEMBL618864,,50597,,BAO_0000218,Rattus norvegicus,,,Half life period was determined for compound after intravenous administration in rats at 24 uM/kg,Intermediate,10116.0,N,7584,1,,1,A,,,17764,
In vivo,,CHEMBL618865,,50597,,BAO_0000218,Rattus norvegicus,,,Half life time in rat the dose of 2 mg/kg,Intermediate,10116.0,N,7585,1,,1,A,,,4727,
In vivo,,CHEMBL618866,,50597,,BAO_0000218,Rattus norvegicus,,,Half-life 24 hr after 10 mg/kg iv administration in rats,Intermediate,10116.0,N,7586,1,,1,A,,,17509,
In vivo,,CHEMBL618867,,50597,,BAO_0000218,Rattus norvegicus,,,Half-life 24 hr after 2 mg/kg iv administration in rats,Intermediate,10116.0,N,7587,1,,1,A,,,17509,
,,CHEMBL875828,,50597,,BAO_0000218,Rattus norvegicus,,,Half-life consistent with the observed metabolic steady state in rats,Intermediate,10116.0,N,7588,1,,1,A,,,6597,
In vivo,,CHEMBL618868,,50597,,BAO_0000218,Rattus norvegicus,,,Half-life following 10 mg/kg intravenous or 50 mg/kg oral dosing in rats was determined,Intermediate,10116.0,N,7589,1,,1,A,,,17735,
,,CHEMBL618869,,50597,,BAO_0000218,Rattus norvegicus,,,Half-life for oxidative metabolic stability was determined using male human,Intermediate,10116.0,N,7590,1,,1,A,,,6597,
In vivo,,CHEMBL618870,,50597,,BAO_0000218,Rattus norvegicus,,,"Half-life in fischer rats at 5 mg/kg dose, administered intravenously",Intermediate,10116.0,N,7591,1,,1,A,,,17670,
,,CHEMBL618871,,50597,Plasma,BAO_0000218,Rattus norvegicus,1969.0,,Half-life in rat plasma,Intermediate,10116.0,N,7592,1,,1,A,,,1696,
,,CHEMBL618872,,50597,Plasma,BAO_0000218,Rattus norvegicus,1969.0,,Half-life in rat plasma was determined,Intermediate,10116.0,N,7593,1,,1,A,,,1742,
,,CHEMBL873816,,50597,,BAO_0000218,Rattus norvegicus,,,Half-life in rats was determined,Intermediate,10116.0,N,7594,1,,1,A,,,17800,
,,CHEMBL618873,,22224,,BAO_0000218,,,,Area under curve of acid 2a was determined by HPLC at a dosage of 54.5 mg/kg administered intragastrically by gavage method in dog,Autocuration,,U,7595,1,,0,A,,,12923,
,,CHEMBL621602,,22224,,BAO_0000019,,,,Area under curve after oral dose of 0.1 mg//kg,Autocuration,,U,7596,1,,0,A,,,11954,
,,CHEMBL621603,,22224,,BAO_0000218,,,,Area under curve after oral dose of 0.3 mg/kg,Autocuration,,U,7597,1,,0,A,,,11954,
,,CHEMBL621604,,22224,,BAO_0000218,,,,Area under curve after oral dose of 1 mg/kg,Autocuration,,U,7598,1,,0,A,,,11954,
,,CHEMBL621605,,22224,,BAO_0000218,,,,Area under curve after oral dose of 10 mg/kg,Autocuration,,U,7599,1,,0,A,,,11954,
,,CHEMBL621606,,22224,,BAO_0000218,,,,Area under curve after oral dose of 23.4 mg/kg,Autocuration,,U,7600,1,,0,A,,,11954,
,,CHEMBL621607,,22224,,BAO_0000218,,,,Area under curve after oral dose of 3 mg/kg,Autocuration,,U,7601,1,,0,A,,,11954,
,,CHEMBL621608,,22224,,BAO_0000218,,,,Area under curve after oral dose of 3.87 mg/kg,Autocuration,,U,7602,1,,0,A,,,11954,
,,CHEMBL621609,,22224,,BAO_0000019,,,,Area under curve was determined,Autocuration,,U,7603,1,,0,A,,,5237,
,,CHEMBL621610,,22224,,BAO_0000218,,,,Area under curve at a dose of 10 mg/kg,Autocuration,,U,7604,1,,0,A,,,4026,
,,CHEMBL621611,,50597,,BAO_0000218,Rattus norvegicus,,,Area under curve was determined; ND=No data,Intermediate,10116.0,N,7605,1,,1,A,,,5237,
,,CHEMBL621612,,50597,,BAO_0000218,Rattus norvegicus,,,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,Intermediate,10116.0,N,7606,1,,1,A,,,14793,
,,CHEMBL622308,,50597,,BAO_0000218,Rattus norvegicus,,,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,Intermediate,10116.0,N,7607,1,,1,A,,,14793,
,,CHEMBL622309,,50597,,BAO_0000218,Rattus norvegicus,,,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,Intermediate,10116.0,N,7608,1,,1,A,,,14793,
,,CHEMBL622310,,50597,,BAO_0000218,Rattus norvegicus,,,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for infinite hours,Intermediate,10116.0,N,7609,1,,1,A,,,14793,
,,CHEMBL622311,,50597,,BAO_0000218,Rattus norvegicus,,,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,Intermediate,10116.0,N,7610,1,,1,A,,,14793,
,,CHEMBL622312,,50597,,BAO_0000218,Rattus norvegicus,,,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for infinite hours; Not calculated,Intermediate,10116.0,N,7611,1,,1,A,,,14793,
,,CHEMBL622931,,50597,,BAO_0000218,Rattus norvegicus,,,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,Intermediate,10116.0,N,7612,1,,1,A,,,14793,
,,CHEMBL622932,,50597,,BAO_0000218,Rattus norvegicus,,,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for infinite hours; Not calculated,Intermediate,10116.0,N,7613,1,,1,A,,,14793,
,,CHEMBL622736,,50597,Plasma,BAO_0000218,Rattus norvegicus,1969.0,,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,Intermediate,10116.0,N,7614,1,,1,A,,,14793,
,,CHEMBL622737,,50597,Plasma,BAO_0000218,Rattus norvegicus,1969.0,,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,Intermediate,10116.0,N,7615,1,,1,A,,,14793,
,,CHEMBL622738,,50597,Plasma,BAO_0000218,Rattus norvegicus,1969.0,,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,Intermediate,10116.0,N,7616,1,,1,A,,,14793,
,,CHEMBL622739,,50597,Plasma,BAO_0000218,Rattus norvegicus,1969.0,,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for infinite hours,Intermediate,10116.0,N,7617,1,,1,A,,,14793,
,,CHEMBL622740,,50597,Plasma,BAO_0000218,Rattus norvegicus,1969.0,,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,Intermediate,10116.0,N,7618,1,,1,A,,,14793,
,,CHEMBL622741,,50597,Plasma,BAO_0000218,Rattus norvegicus,1969.0,,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for infinite hours,Intermediate,10116.0,N,7619,1,,1,A,,,14793,
,,CHEMBL622742,,50597,Plasma,BAO_0000218,Rattus norvegicus,1969.0,,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,Intermediate,10116.0,N,7620,1,,1,A,,,14793,
,,CHEMBL622743,,50597,Plasma,BAO_0000218,Rattus norvegicus,1969.0,,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for infinite hours,Intermediate,10116.0,N,7621,1,,1,A,,,14793,
,,CHEMBL622744,,50594,Plasma,BAO_0000218,Mus musculus,1969.0,,AUC in mice,Intermediate,10090.0,N,7622,1,,1,A,,,11637,
,,CHEMBL624134,,22224,,BAO_0000019,,,,Area under curve was measured from the graph obtained from concentration Vs time,Autocuration,,U,7623,1,,0,A,,,11149,
,,CHEMBL624135,,22224,,BAO_0000019,,,,Area under curve value of compound per hour after oral administration,Autocuration,,U,7624,1,,0,A,,,10016,
,,CHEMBL624136,,50597,,BAO_0000218,Rattus norvegicus,,,Area under curve was determined after oral administration in rats,Intermediate,10116.0,N,7625,1,,1,A,,,17796,
,,CHEMBL624137,,50597,,BAO_0000218,Rattus norvegicus,,,Area under curve was determined after oral administration in rats; No data,Intermediate,10116.0,N,7626,1,,1,A,,,17796,
,,CHEMBL624320,,50597,,BAO_0000218,Rattus norvegicus,,,Area under curve was determined after oral administration in rats;No data,Intermediate,10116.0,N,7627,1,,1,A,,,17796,
,,CHEMBL624321,,50588,,BAO_0000218,Canis lupus familiaris,,,Area under curve was determined by HPLC at a dosage of 2.27 mg/kg administered intravenously by bolus method in dog,Intermediate,9615.0,N,7628,1,,1,A,,,12923,
,,CHEMBL624322,,50597,,BAO_0000218,Rattus norvegicus,,,Area under curve was determined for the compound after iv dose of 4.74 mg/kg in rats,Intermediate,10116.0,N,7629,1,,1,A,,,15372,
,,CHEMBL624323,,50597,,BAO_0000218,Rattus norvegicus,,,Area under curve was determined for the compound after iv dose of 5.06 in rats,Intermediate,10116.0,N,7630,1,,1,A,,,15372,
,,CHEMBL624324,,50597,,BAO_0000218,Rattus norvegicus,,,Area under curve was determined for the compound after iv dose of 5.10 mg/kg in rats,Intermediate,10116.0,N,7631,1,,1,A,,,15372,
,,CHEMBL624325,,50597,,BAO_0000218,Rattus norvegicus,,,Area under curve was determined for the compound after po dose of 5.01 mg/kg in rats,Intermediate,10116.0,N,7632,1,,1,A,,,15372,
,,CHEMBL624326,,50597,,BAO_0000218,Rattus norvegicus,,,Area under curve was determined for the compound after po dose of 5.03 mg/kg in rats,Intermediate,10116.0,N,7633,1,,1,A,,,15372,
,,CHEMBL624327,,50597,,BAO_0000218,Rattus norvegicus,,,Area under curve was determined for the compound after po dose of 5.22 mg/kg in rats,Intermediate,10116.0,N,7634,1,,1,A,,,15372,
,,CHEMBL624328,,50597,,BAO_0000218,Rattus norvegicus,,,Area under curve was determined for the compound after po dose of 5.46 mg/kg in rats,Intermediate,10116.0,N,7635,1,,1,A,,,15372,
,,CHEMBL627848,,50588,,BAO_0000218,Canis lupus familiaris,,,Area under curve was determined in Dogs after peroral administration,Intermediate,9615.0,N,7636,1,,1,A,,,14169,
,,CHEMBL627849,,50597,,BAO_0000218,Rattus norvegicus,,,Area under curve was determined in Rats after peroral administration,Intermediate,10116.0,N,7637,1,,1,A,,,14169,
,,CHEMBL627850,,50597,,BAO_0000218,Rattus norvegicus,,,Area under curve was determined in carotid blood of rat when administered intradermally,Intermediate,10116.0,N,7638,1,,1,A,,,14258,
,,CHEMBL627851,,50597,,BAO_0000218,Rattus norvegicus,,,Area under curve was determined in portal blood of rat when administered intradermally,Intermediate,10116.0,N,7639,1,,1,A,,,14258,
,,CHEMBL627852,,50594,,BAO_0000218,Mus musculus,,,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,Intermediate,10090.0,N,7640,1,,1,A,,,15011,
,,CHEMBL627853,,50594,,BAO_0000218,Mus musculus,,,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,Intermediate,10090.0,N,7641,1,,1,A,,,15011,
,,CHEMBL627854,,50594,,BAO_0000218,Mus musculus,,,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (micronized sample),Intermediate,10090.0,N,7642,1,,1,A,,,15011,
,,CHEMBL627855,,50594,,BAO_0000218,Mus musculus,,,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,Intermediate,10090.0,N,7643,1,,1,A,,,15011,
,,CHEMBL627856,,50594,,BAO_0000218,Mus musculus,,,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg (run time 7 hr),Intermediate,10090.0,N,7644,1,,1,A,,,15011,
,,CHEMBL875339,,50594,,BAO_0000218,Mus musculus,,,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,Intermediate,10090.0,N,7645,1,,1,A,,,15011,
,,CHEMBL627857,,50594,,BAO_0000218,Mus musculus,,,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (Run time = 7 hr),Intermediate,10090.0,N,7646,1,,1,A,,,15011,
In vivo,,CHEMBL627858,,50597,Spleen,BAO_0000218,Rattus norvegicus,2106.0,,Biodistribution of the radiolabeled compound (2-5 uCi) in rat spleen 65 mins after i.v. administration,Intermediate,10116.0,N,7647,1,,1,A,,,11195,
,,CHEMBL627859,,50597,Blood,BAO_0000218,Rattus norvegicus,178.0,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in blood; Expressed as percent dose/organ,Intermediate,10116.0,N,7648,1,,1,A,,,10130,
,,CHEMBL627860,,50597,Brain,BAO_0000218,Rattus norvegicus,955.0,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in brain; Expressed as percent dose/organ,Intermediate,10116.0,N,7649,1,,1,A,,,10130,
,,CHEMBL627019,,50597,Heart,BAO_0000218,Rattus norvegicus,948.0,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in heart; Expressed as percent dose/organ,Intermediate,10116.0,N,7650,1,,1,A,,,10130,
,,CHEMBL627020,,50597,Liver,BAO_0000218,Rattus norvegicus,2107.0,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in liver; Expressed as percent dose/organ,Intermediate,10116.0,N,7651,1,,1,A,,,10130,
,,CHEMBL627021,,50597,Lung,BAO_0000218,Rattus norvegicus,2048.0,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in lung; Expressed as percent dose/organ,Intermediate,10116.0,N,7652,1,,1,A,,,10130,
,,CHEMBL627022,,50597,Muscle tissue,BAO_0000218,Rattus norvegicus,2385.0,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in muscle; Expressed as percent dose/organ,Intermediate,10116.0,N,7653,1,,1,A,,,10130,
,,CHEMBL627023,,50597,,BAO_0000218,Rattus norvegicus,,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in skin; Expressed as percent dose/organ,Intermediate,10116.0,N,7654,1,,1,A,,,10130,
,,CHEMBL627024,,50597,Spleen,BAO_0000218,Rattus norvegicus,2106.0,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in spleen; Expressed as percent dose/organ,Intermediate,10116.0,N,7655,1,,1,A,,,10130,
,,CHEMBL627025,,50597,Thyroid gland,BAO_0000218,Rattus norvegicus,2046.0,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in thyroid; Expressed as percent dose/organ,Intermediate,10116.0,N,7656,1,,1,A,,,10130,
,,CHEMBL627026,,50597,Kidney,BAO_0000218,Rattus norvegicus,2113.0,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in kidney; Expressed as percent dose/organ,Intermediate,10116.0,N,7657,1,,1,A,,,10130,
,,CHEMBL627027,,50597,Blood,BAO_0000218,Rattus norvegicus,178.0,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in blood; Expressed as percent dose/organ,Intermediate,10116.0,N,7658,1,,1,A,,,10130,
,,CHEMBL627028,,50597,Brain,BAO_0000218,Rattus norvegicus,955.0,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in brain; Expressed as percent dose/organ,Intermediate,10116.0,N,7659,1,,1,A,,,10130,
,,CHEMBL627029,,50597,Heart,BAO_0000218,Rattus norvegicus,948.0,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in heart; Expressed as percent dose/organ,Intermediate,10116.0,N,7660,1,,1,A,,,10130,
