chembl_id,relationship_type,assay_subcellular_fraction,src_id,curated_by,assay_cell_type,assay_test_type,tid,description,assay_tissue,assay_organism,assay_tax_id,assay_id,tissue_id,assay_strain,assay_type,cell_id,confidence_score,bao_format,variant_id,src_assay_id,assay_category,doc_id
CHEMBL615139,H,,1,Autocuration,,,12054,In vitro inhibitory activity of compound on rabbit reticulocyte 15-lipoxygenase,,Oryctolagus cuniculus,9986.0,26,,,B,,8,BAO_0000357,,,,5646
CHEMBL615140,H,,1,Autocuration,,,12054,Inhibition of rabbit reticulocyte 15-lipoxygenase by compound (30 uM),,Oryctolagus cuniculus,9986.0,27,,,B,,8,BAO_0000357,,,,5646
CHEMBL615141,H,,1,Autocuration,,,12426,Inhibitory activity against 15-lipoxygenase in rat polymorphonuclear leukocytes,,,,28,,,B,,8,BAO_0000219,,,,10997
CHEMBL615142,H,,1,Autocuration,,,12054,Inhibitory activity against 15-lipoxygenase was determined obtained from soya bean,,soya bean,3847.0,29,,,B,,8,BAO_0000357,,,,6309
CHEMBL615143,H,,1,Autocuration,,,12054,Inhibitory activity against soybean 15-lipoxygenase was evaluated,,Glycine max,3847.0,30,,,B,,8,BAO_0000357,,,,167
CHEMBL615144,H,,1,Autocuration,,,12054,Inhibitory activity against soybean 15-lipoxygenase was evaluated at 100 uM,,Glycine max,3847.0,31,,,B,,8,BAO_0000357,,,,167
CHEMBL872867,H,,1,Autocuration,,,12054,The compound was tested for the in vitro inhibition of 15-lipoxygenase of soybean at a concentration of 10 uM,,Glycine max,3847.0,32,,,B,,8,BAO_0000357,,,,11087
CHEMBL615145,H,,1,Autocuration,,,12054,The compound was tested for the in vitro inhibition of 15-lipoxygenase of soybean at a concentration of 100 uM,,Glycine max,3847.0,33,,,B,,8,BAO_0000357,,,,11087
CHEMBL615146,H,,1,Autocuration,,,12054,Compound was tested in vitro for inhibition of 15-lipoxygenase soybean,,Glycine max,3847.0,34,,,B,,8,BAO_0000357,,,,13622
CHEMBL615147,H,,1,Autocuration,,,12054,Compound at 100 uM was tested in vitro for inhibition of 15-lipoxygenase soybean,,Glycine max,3847.0,35,,,B,,8,BAO_0000357,,,,13622
CHEMBL615148,U,,1,Autocuration,,,22226,Inhibition of cytochrome P450 progesterone 16-alpha hydroxylase,,Rattus norvegicus,10116.0,36,,,A,,0,BAO_0000019,,,,11347
CHEMBL615149,U,,1,Autocuration,,,22226,Binding affinity against bacterial 16S rRNA using mass spectrometry based assay,,Escherichia coli,562.0,37,,,B,,0,BAO_0000019,,,,5926
CHEMBL615150,U,,1,Autocuration,,,22226,Dissociation constant with dimeric 16S rRNA RNA construct B,,,,38,,,B,,0,BAO_0000019,,,,4567
CHEMBL615151,M,,1,Intermediate,,,22222,Dissociation constant towards 16S rRNA construct A,,,,39,,,B,,3,BAO_0000225,,,,3782
CHEMBL615152,M,,1,Intermediate,,,22222,Dissociation constant towards 16S rRNA construct B,,,,40,,,B,,3,BAO_0000225,,,,3782
CHEMBL615153,M,,1,Expert,,,100263,Binding affinity of aminoglycoside to 16S ribosomal RNA A-site in Escherichia coli,,Escherichia coli,562.0,41,,,B,,3,BAO_0000225,,,,4466
CHEMBL615154,M,,1,Expert,,,100263,Binding affinity for the 16S ribosomal RNA A-site of Escherichia coli,,Escherichia coli,562.0,42,,,B,,3,BAO_0000225,,,,6592
CHEMBL615155,H,,1,Autocuration,,,13053,Inhibitory activity against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),,,,43,,,B,,8,BAO_0000019,,,,898
CHEMBL615156,H,,1,Autocuration,,,13053,Inhibitory constant against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),,,,44,,,B,,8,BAO_0000019,,,,898
CHEMBL615157,H,,1,Autocuration,,,20001,The compound was tested at a concentration of 1 uM for inhibitory activity against 17 beta-hydroxysteroid dehydrogenase from human placental microsomes,,Homo sapiens,9606.0,45,,,B,,8,BAO_0000019,,,,13163
CHEMBL615158,H,,1,Autocuration,,,20001,The compound was tested at a concentration of 1 uM for inhibitory activity against 17 beta-hydroxysteroid dehydrogenase from human placental microsomes,,Homo sapiens,9606.0,46,,,B,,8,BAO_0000019,,,,13163
CHEMBL615159,D,,1,Expert,,,12971,"Inhibition of 17-alpha-hydroxylase/17,20 lyase from rat testes microsomal preparation",,Rattus norvegicus,10116.0,47,,,B,,9,BAO_0000019,,,,10691
CHEMBL615172,D,,1,Expert,,,12971,"Inhibition of 17-alpha-hydroxylase/17,20 lyase from rat testes microsomal preparation",,Rattus norvegicus,10116.0,48,,,B,,9,BAO_0000019,,,,10691
CHEMBL615173,D,,1,Expert,,,12971,"Percent inhibition of 17-alpha-hydroxylase/17,20 lyase of rat testes microsomes at 100 uM",,Rattus norvegicus,10116.0,49,,,B,,9,BAO_0000019,,,,10691
CHEMBL615174,D,,1,Expert,,,12971,"Percent inhibition of Steroid 17-alpha-hydroxylase/17,20 lyase of rat testes microsomes at 100 uM",,Rattus norvegicus,10116.0,50,,,B,,9,BAO_0000019,,,,10691
CHEMBL884518,H,,1,Autocuration,,,13053,Inhibitory activity against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),,,,51,,,B,,8,BAO_0000019,,,,898
CHEMBL615175,H,,1,Autocuration,,,11512,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1),,,,52,,,B,,8,BAO_0000357,,,,912
CHEMBL615176,H,,1,Autocuration,,,11512,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 1 uM concentration,,,,53,,,B,,8,BAO_0000357,,,,912
CHEMBL615177,H,,1,Autocuration,,,11512,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 10 uM concentration,,,,54,,,B,,8,BAO_0000357,,,,912
CHEMBL615178,D,Membranes,1,Autocuration,,,104740,Selectivity ratio of binding affinity towards mu to delta receptors of rat brain membranes,,Rattus norvegicus,10116.0,55,,,B,,5,BAO_0000249,,,,15103
CHEMBL615179,N,,1,Intermediate,1A9,,80002,Cytotoxicity against ovarian cancer cell line (1A-9) of humans was determined,,Homo sapiens,9606.0,56,,,F,506.0,1,BAO_0000219,,,,5116
CHEMBL615180,D,,1,Autocuration,Oocytes,,104835,Functional antagonism by electrical assays in Xenopus oocytes expressing 1A/2A NMDA receptor subtype,,Rattus norvegicus,10116.0,57,,,F,,7,BAO_0000219,,,,14578
CHEMBL615181,D,,1,Autocuration,Oocytes,,104821,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2B NMDA receptor,,Rattus norvegicus,10116.0,58,,,F,,7,BAO_0000219,,,,14578
CHEMBL615182,D,,1,Autocuration,Oocytes,,104848,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2C NMDA receptor,,Rattus norvegicus,10116.0,59,,,F,,7,BAO_0000219,,,,14578
CHEMBL615183,N,,1,Expert,1A9,,80002,In vitro effective concentration required to reduce the number of human ovarian cancer (1A9) after 3-day incubation,,Homo sapiens,9606.0,60,,,F,506.0,1,BAO_0000219,,,,4787
CHEMBL615184,N,,1,Intermediate,1A9,,80002,In vitro effective concentration required to reduce the number of human ovarian cancer cells (1A9) after 3-day incubation,,Homo sapiens,9606.0,61,,,F,506.0,1,BAO_0000219,,,,4787
CHEMBL615185,N,,1,Intermediate,1A9,,80002,Cytotoxic activity against human ovarian cancer (1A9) cell line,,Homo sapiens,9606.0,62,,,F,506.0,1,BAO_0000219,,,,3547
CHEMBL615186,N,,1,Intermediate,1A9,,80002,Cytotoxic activity against human ovarian cancer (1A9) cell line; ND=Not determined,,Homo sapiens,9606.0,63,,,F,506.0,1,BAO_0000219,,,,3547
CHEMBL615187,N,,1,Intermediate,1A9,,80002,Effective dose of compound against replication of 1A9 cell line was evaluated,,Homo sapiens,9606.0,64,,,F,506.0,1,BAO_0000219,,,,6726
CHEMBL885343,N,,1,Expert,1A9,,80002,In vitro cytotoxic activity was determined against ovarian cancer (1A9) cell line,,Homo sapiens,9606.0,65,,,F,506.0,1,BAO_0000219,,,,3455
CHEMBL615188,N,,1,Intermediate,1A9,,80002,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line),,Homo sapiens,9606.0,66,,,F,506.0,1,BAO_0000219,,,,5726
CHEMBL615189,N,,1,Intermediate,1A9,,80002,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line); NA is not active,,Homo sapiens,9606.0,67,,,F,506.0,1,BAO_0000219,,,,5726
CHEMBL615190,N,,1,Intermediate,1A9,,80002,In vitro percent inhibition evaluated against human ovarian cancer (1A9 cell line) at >20 ug/mL,,Homo sapiens,9606.0,68,,,F,506.0,1,BAO_0000219,,,,5726
CHEMBL615191,N,,1,Intermediate,1A9,,80002,Inhibitory activity against Taxol resistant 1A9 cell lines,,Homo sapiens,9606.0,69,,,F,506.0,1,BAO_0000219,,,,3395
CHEMBL615192,N,,1,Expert,1A9,,80002,Cytotoxicity against human ovarian cancer (1A9) cell lines.,,Homo sapiens,9606.0,70,,,F,506.0,1,BAO_0000219,,,,3415
CHEMBL827083,N,,1,Expert,1A9,,80002,Percentage inhibition of human ovarian cancer (1A9) cell lines.,,Homo sapiens,9606.0,71,,,F,506.0,1,BAO_0000219,,,,3415
CHEMBL615193,N,,1,Expert,1A9,,80002,Effective dose required for inhibitory activity against 1A9 human tumor cell line.,,Homo sapiens,9606.0,72,,,F,506.0,1,BAO_0000219,,,,17099
CHEMBL615194,N,,1,Intermediate,1A9,,80002,Percent inhibition against 1A9 human tumor cell line at 0.10 ug/mL,,Homo sapiens,9606.0,73,,,F,506.0,1,BAO_0000219,,,,17099
CHEMBL615195,N,,1,Intermediate,1A9,,80002,Percent inhibition against 1A9 human tumor cell line at <0.00008 ug/mL,,Homo sapiens,9606.0,74,,,F,506.0,1,BAO_0000219,,,,17099
CHEMBL615196,N,,1,Intermediate,1A9,,80002,Percent inhibition against 1A9 human tumor cell line at >10 ug/mL,,Homo sapiens,9606.0,75,,,F,506.0,1,BAO_0000219,,,,17099
CHEMBL615197,N,,1,Intermediate,Jurkat,,81072,Inhibitory concentration against Jurkat cells,,Homo sapiens,9606.0,76,,,F,503.0,1,BAO_0000219,,,,17721
CHEMBL615198,U,,1,Intermediate,,,22226,In vitro anticancer activity against 2 NCI SCLC cell lines; inactive,,,,77,,,F,,0,BAO_0000019,,,,1229
CHEMBL615199,D,,1,Expert,,,100121,Inhibition of cytochrome P450 progesterone 2-alpha-hydroxylase,,Rattus norvegicus,10116.0,78,,,A,,9,BAO_0000357,,,,11347
CHEMBL615200,H,,1,Expert,,,11231,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",,,,79,,,B,,8,BAO_0000357,,,,17117
CHEMBL615201,H,,1,Expert,,,11231,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",,,,80,,,B,,8,BAO_0000357,,,,17117
CHEMBL615202,H,,1,Expert,,,11231,"In vitro inhibition of human 2,3-oxidosqualene cyclase at 100 nM.",,,,81,,,B,,8,BAO_0000357,,,,17117
CHEMBL615203,H,Microsomes,1,Autocuration,,,11231,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Candida albicans microsomes",,Candida albicans,5476.0,82,,,B,,8,BAO_0000251,,,,11375
CHEMBL615204,H,Microsomes,1,Autocuration,,,11231,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Candida albicans microsomes",,Candida albicans,5476.0,83,,,B,,8,BAO_0000251,,,,11375
CHEMBL615205,H,Microsomes,1,Autocuration,,,11231,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Saccharomyces cerevisiae microsomes",,Saccharomyces cerevisiae,4932.0,84,,,B,,8,BAO_0000251,,,,11375
CHEMBL615206,H,Microsomes,1,Autocuration,,,11231,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Saccharomyces cerevisiae microsomes",,Saccharomyces cerevisiae,4932.0,85,,,B,,8,BAO_0000251,,,,11375
CHEMBL615207,H,Microsomes,1,Autocuration,,,12083,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in pig liver microsomes",Liver,Sus scrofa,9823.0,86,2107.0,,B,,8,BAO_0000251,,,,11375
CHEMBL827084,H,,1,Autocuration,,,11231,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase",,Rattus norvegicus,10116.0,87,,,B,,8,BAO_0000019,,,,791
CHEMBL615208,H,,1,Autocuration,,,11231,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase (OSC)",,Rattus norvegicus,10116.0,88,,,B,,8,BAO_0000019,,,,791
CHEMBL615209,H,,1,Autocuration,,,11231,"Evaluated for its activity to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase, activity expressed as Ki",,Rattus norvegicus,10116.0,89,,,B,,8,BAO_0000019,,,,791
CHEMBL615210,D,Microsomes,1,Autocuration,,,12083,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in rat liver microsomes",Liver,Rattus norvegicus,10116.0,90,2107.0,,B,,9,BAO_0000251,,,,11375
CHEMBL615211,D,Microsomes,1,Autocuration,,,12083,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",Liver,Rattus norvegicus,10116.0,91,2107.0,,B,,9,BAO_0000251,,,,11375
CHEMBL615212,D,Microsomes,1,Autocuration,,,12083,"Compound was evaluated for inhibitory activity against 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",Liver,Rattus norvegicus,10116.0,92,2107.0,,B,,9,BAO_0000251,,,,153
CHEMBL615213,H,,1,Expert,,,11377,Molar concentration needed to give 50% prevention of 2-5A (Adenosine dependent endoribonuclease),,,,93,,,B,,8,BAO_0000357,,,,8269
CHEMBL615273,H,,1,Expert,,,11377,Molar concentration required to displace 50% of the radiolabeled probe from 2-5A (Adenosine dependent endoribonuclease) in endonuclease-nitrocellulose complex,,,,94,,,B,,8,BAO_0000357,,,,8269
CHEMBL615274,N,,1,Expert,HepG2,,81020,In vitro cytotoxic concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,,Homo sapiens,9606.0,95,,,F,726.0,1,BAO_0000219,,,,17653
CHEMBL615275,N,,1,Intermediate,HepG2,,81020,50% Effective concentration of compound required for inhibiting intracellular viral replicative intermediate DNA in HBV-transfected 2.2.15 cell line.,,Homo sapiens,9606.0,96,,,F,726.0,1,BAO_0000219,,,,14277
CHEMBL615276,N,,1,Intermediate,HepG2,,81020,Antiviral activity against Hepatitis B virus in 2.2.15 cell line,,Homo sapiens,9606.0,97,,,F,726.0,1,BAO_0000219,,,,1717
CHEMBL615277,N,,1,Intermediate,HepG2,,81020,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells,,Homo sapiens,9606.0,98,,,F,726.0,1,BAO_0000219,,,,14091
CHEMBL615326,N,,1,Intermediate,HepG2,,81020,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells; Not determined,,Homo sapiens,9606.0,99,,,F,726.0,1,BAO_0000219,,,,14091
CHEMBL883130,N,,1,Expert,,,50606,In vitro effective concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,,Hepatitis B virus,10407.0,100,,,F,,1,BAO_0000218,,,,17653
CHEMBL884519,N,,1,Intermediate,HepG2,,81020,Ability to inhibit the episomal HBV-DNA in 2.2.15 cells.,,Homo sapiens,9606.0,101,,,F,726.0,1,BAO_0000219,,,,13105
CHEMBL615327,N,,1,Intermediate,HepG2,,81020,Concentration required to inhibit 50% of 2.2.15 cell line,,Homo sapiens,9606.0,102,,,F,726.0,1,BAO_0000219,,,,1717
CHEMBL615328,N,,1,Intermediate,HepG2,,81020,Anti viral activity against 2.2.15 cells (concentration required to reduce the log phase cell growth by 50%).,,Homo sapiens,9606.0,103,,,A,726.0,1,BAO_0000219,,,,13105
CHEMBL615329,N,,1,Intermediate,2.2.15,,50587,Cytotoxic activity of compound against uninfected 2.2.15 cells.,,Homo sapiens,9606.0,104,,,F,,1,BAO_0000218,,,,13600
CHEMBL615330,N,,1,Intermediate,2.2.15,,50587,Anti hepatitis-B virus activity was evaluated in 2.2.15 cells.,,Homo sapiens,9606.0,105,,,F,,1,BAO_0000218,,,,13467
CHEMBL615331,N,,1,Expert,2.2.15,,50606,"Inhibition of the replication of HBV in 2.2.15 cells, by DNA hybridization assay",,Hepatitis B virus,10407.0,106,,,F,,1,BAO_0000218,,,,17477
CHEMBL615332,N,,1,Intermediate,2.2.15,,50587,In vitro anti-HBV activity in 2.2.15 cells,,Homo sapiens,9606.0,107,,,F,,1,BAO_0000218,,,,1593
CHEMBL615333,N,,1,Intermediate,2.2.15,,50587,In vitro anti-HBV activity in 2.2.15 cells; Not determined,,Homo sapiens,9606.0,108,,,F,,1,BAO_0000218,,,,1593
CHEMBL615334,N,,1,Intermediate,2.2.15,,50587,The compound was tested in vitro for the anti-HBV activity against 2.2.15 cells,,Homo sapiens,9606.0,109,,,F,,1,BAO_0000218,,,,15089
CHEMBL615335,N,,1,Intermediate,2.2.15,,50587,The compound was tested in vitro for the anti-HBV activity in 2.2.15 cells,,Homo sapiens,9606.0,110,,,F,,1,BAO_0000218,,,,15089
CHEMBL615336,N,,1,Intermediate,2.2.15,,50587,Cytotoxicity in 2.2.15 cells,,Homo sapiens,9606.0,111,,,F,,1,BAO_0000218,,,,1593
CHEMBL615337,N,,1,Intermediate,2.2.15,,50587,Cytotoxicity in 2.2.15 cells; Not determined,,Homo sapiens,9606.0,112,,,F,,1,BAO_0000218,,,,1593
CHEMBL615338,N,,1,Intermediate,2.2.15,,50587,Inhibitory activity of compound against hepatitis B virus (HBV) in growing cultures of 2.2.15 cells,,Homo sapiens,9606.0,113,,,F,,1,BAO_0000218,,,,13600
CHEMBL615339,N,,1,Intermediate,2.2.15,,50587,The growth inhibition activity for the compound was evaluated in 2.2.15 cells.,,Homo sapiens,9606.0,114,,,F,,1,BAO_0000218,,,,13467
CHEMBL615340,N,,1,Intermediate,2.2.15,,50587,Selectivity index was determined from the ratio of IC50 to the EC50 values evaluated in 2.2.15 cells.,,Homo sapiens,9606.0,115,,,F,,1,BAO_0000218,,,,13467
CHEMBL615341,N,,1,Intermediate,HepG2,,81020,Antiviral activity against HBV was determined in 2.215 cell line,,Homo sapiens,9606.0,116,,,F,726.0,1,BAO_0000219,,,,14764
CHEMBL615342,U,Microsomes,1,Autocuration,,,22226,Inhibition of 20-HETE synthesis in human renal microsomes,,Homo sapiens,9606.0,117,,,B,,0,BAO_0000251,,,,6531
CHEMBL615343,U,,1,Autocuration,,,22226,Inhibitory activity against 20-HETE production from arachidonic acid using human renal microsome 20-HETE synthase.,,,,118,,,B,,0,BAO_0000019,,,,17322
CHEMBL615344,N,,1,Intermediate,2008,,80612,Inhibitory concentration against 2008 (ovarian) cells,,Homo sapiens,9606.0,119,,,F,388.0,1,BAO_0000219,,,,17072
CHEMBL615345,N,,1,Intermediate,2008,,80612,50% Growth inhibitory concentration( GI 50 ) by using 2008 human ovarian carcinoma cell lines.,,Homo sapiens,9606.0,120,,,F,388.0,1,BAO_0000219,,,,16936
CHEMBL615346,N,,1,Intermediate,2008,,80612,Compound was tested for 50% growth inhibitory concentration by using human ovarian carcinoma cell lines (2008),,Homo sapiens,9606.0,121,,,F,388.0,1,BAO_0000219,,,,16936
CHEMBL615347,N,,1,Intermediate,2008,,80612,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells,,Homo sapiens,9606.0,122,,,F,388.0,1,BAO_0000219,,,,17146
CHEMBL615348,N,,1,Intermediate,2008,,80612,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells; not detected,,Homo sapiens,9606.0,123,,,F,388.0,1,BAO_0000219,,,,17146
CHEMBL827085,N,,1,Intermediate,2008/R,,80613,In vitro inhibition of 2008/R ovarian cancer cell line,,Homo sapiens,9606.0,124,,,F,561.0,1,BAO_0000219,,,,10797
CHEMBL615349,N,,1,Intermediate,2008/R,,80613,In vitro inhibition of 2008/R ovarian cancer cell line; NA= Not achievable,,Homo sapiens,9606.0,125,,,F,561.0,1,BAO_0000219,,,,10797
CHEMBL615350,N,,1,Intermediate,2008/S,,80614,In vitro inhibition of 2008/S ovarian cancer cell line,,Homo sapiens,9606.0,126,,,F,389.0,1,BAO_0000219,,,,10797
CHEMBL615351,N,,1,Intermediate,2008/S,,80614,In vitro inhibition of 2008/S ovarian cancer cell line; NA= Not achievable,,Homo sapiens,9606.0,127,,,F,389.0,1,BAO_0000219,,,,10797
CHEMBL615352,S,,1,Expert,,,100256,Tested in vitro for inhibition of chymotrypsin like activity of purified human 20S proteasome,,Homo sapiens,9606.0,128,,,B,,2,BAO_0000220,,,,4823
CHEMBL615353,S,,1,Intermediate,,,100256,Compound was evaluated for inhibitory activity against 20S proteasome from human liver and brain,,Homo sapiens,9606.0,129,,,B,,2,BAO_0000220,,,,12912
CHEMBL615354,S,,1,Expert,,,100256,Inhibition of chymotrypsin-like activity of 20S proteasome,,,,130,,,B,,2,BAO_0000220,,,,2957
CHEMBL615355,S,,1,Expert,,,100256,Inhibition of chymotrypsin-like activity of 20S proteasome; value ranges from 10-20 uM,,,,131,,,B,,2,BAO_0000220,,,,2957
CHEMBL615356,S,,1,Intermediate,,,100256,Inhibitory activity against 20S proteosome,,,,132,,,B,,2,BAO_0000220,,,,3260
CHEMBL615357,U,,1,Autocuration,,,22226,Compound was tested for inhibitory activity against tryptase,,Homo sapiens,9606.0,133,,,B,,0,BAO_0000019,,,,3451
CHEMBL615358,N,,1,Intermediate,HepG2,,81020,Concentration required to inhibit 50% of extracellular circular replication of HBV DNA using 2215 cell line,,Homo sapiens,9606.0,134,,,F,726.0,1,BAO_0000219,,,,13885
CHEMBL827086,N,,1,Intermediate,HepG2,,81020,Concentration required to inhibit 50% of intracellular circular replication of HBV DNA using 2215 cell line,,Homo sapiens,9606.0,135,,,F,726.0,1,BAO_0000219,,,,13885
CHEMBL615359,U,,1,Autocuration,,,22226,Compound was tested for the inhibition of Alpha-glucosidase,,,,136,,,B,,0,BAO_0000019,,,,3676
CHEMBL615360,H,,1,Autocuration,,,235,Inhibitory concentration against human neutrophil elastase (HNE),,,,137,,,B,,8,BAO_0000357,,,,6043
CHEMBL615361,U,,1,Autocuration,,,22226,Change in heart rate was expressed in percent at at a dose 0.002 mg/kg iv in anesthetized rat,Heart,Rattus norvegicus,10116.0,138,948.0,,F,,0,BAO_0000218,,,,11140
