nome,cognome,attore_id,film_id
JAYNE,SILVERSTONE,195,769
NICK,DEGENERES,166,674
LUCILLE,TRACY,20,231
WALTER,TORN,102,712
REESE,KILMER,45,198
MILLA,KEITEL,74,28
JULIANNE,DENCH,123,860
BELA,WALKEN,196,684
ADAM,GRANT,71,638
MICHAEL,BOLGER,185,665
MARY,TANDY,66,143
FRANCES,TOMEI,126,199
MILLA,PECK,33,56
SCARLETT,DAMON,81,692
SIDNEY,CROWE,105,377
ADAM,GRANT,71,874
HELEN,VOIGHT,17,959
PENELOPE,GUINESS,1,361
DAN,STREEP,116,412
SEAN,GUINESS,90,2
BURT,TEMPLE,193,119
RITA,REYNOLDS,135,719
KIM,ALLEN,145,641
GROUCHO,DUNST,106,763
THORA,TEMPLE,200,945
WOODY,HOFFMAN,28,287
OPRAH,KILMER,162,574
VIVIEN,BASINGER,158,967
CHRISTIAN,AKROYD,58,541
JAYNE,SILVERSTONE,195,520
MILLA,KEITEL,74,663
RUSSELL,BACALL,112,34
DARYL,CRAWFORD,129,640
HENRY,BERRY,60,830
MORGAN,WILLIAMS,137,14
GARY,PHOENIX,51,990
CATE,HARRIS,141,395
SYLVESTER,DERN,109,174
TOM,MIRANDA,42,535
JAMES,PITT,84,996
JODIE,DEGENERES,41,86
KENNETH,HOFFMAN,169,954
BURT,DUKAKIS,36,81
LUCILLE,TRACY,20,54
KIRK,JOVOVICH,43,89
AUDREY,OLIVIER,34,846
PENELOPE,CRONYN,104,926
LAURENCE,BULLOCK,167,672
GARY,PENN,73,562
CHRISTIAN,AKROYD,58,755
CAMERON,STREEP,24,704
CARY,MCCONAUGHEY,77,13
GARY,PENN,73,77
DAN,STREEP,116,48
ALBERT,NOLTE,125,62
GENE,HOPKINS,134,655
REESE,WEST,197,724
RENEE,BALL,187,499
CHRISTOPHER,BERRY,91,48
JODIE,DEGENERES,41,212
LIZA,BERGMAN,121,154
SCARLETT,DAMON,81,215
HARVEY,HOPE,161,90
ANNE,CRONYN,49,407
DUSTIN,TAUTOU,59,984
PENELOPE,PINKETT,54,658
JON,CHASE,176,401
MORGAN,HOPKINS,113,322
MORGAN,WILLIAMS,137,410
UMA,WOOD,13,29
BEN,WILLIS,83,165
ALAN,DREYFUSS,173,928
CARY,MCCONAUGHEY,77,612
ZERO,CAGE,11,532
JOHNNY,LOLLOBRIGIDA,5,817
MINNIE,KILMER,153,64
LAURENCE,BULLOCK,167,25
RICHARD,PENN,133,338
MINNIE,KILMER,153,938
TIM,HACKMAN,32,65
JAYNE,NOLTE,150,551
CHRISTIAN,AKROYD,58,800
KENNETH,PALTROW,69,761
UMA,WOOD,13,597
BURT,DUKAKIS,36,410
ALEC,WAYNE,29,944
PENELOPE,MONROE,120,641
IAN,TANDY,155,885
MICHAEL,BENING,174,827
JESSICA,BAILEY,67,731
MATTHEW,LEIGH,103,315
RUSSELL,TEMPLE,149,899
JULIA,MCQUEEN,27,273
WILL,WILSON,168,678
CHRISTIAN,AKROYD,58,551
DAN,HARRIS,56,521
JODIE,DEGENERES,41,779
CHRISTIAN,NEESON,61,362
LUCILLE,TRACY,20,527
JULIA,FAWCETT,199,689
SIDNEY,CROWE,105,333
AUDREY,BAILEY,190,173
FAY,WINSLET,147,305
RICHARD,PENN,133,410
JON,CHASE,176,150
DARYL,CRAWFORD,129,910
GARY,PHOENIX,51,627
OPRAH,KILMER,162,32
DEBBIE,AKROYD,182,679
RENEE,BALL,187,17
VIVIEN,BASINGER,158,473
MICHAEL,BOLGER,185,845
GINA,DEGENERES,107,162
JIM,MOSTEL,99,414
RICHARD,PENN,133,452
HENRY,BERRY,60,253
ROCK,DUKAKIS,188,102
CAMERON,STREEP,24,126
WHOOPI,HURT,140,693
ADAM,HOPPER,132,930
BURT,DUKAKIS,36,381
AUDREY,OLIVIER,34,794
KEVIN,GARLAND,127,47
MATTHEW,LEIGH,103,318
GROUCHO,DUNST,106,166
ALBERT,NOLTE,125,908
CAMERON,ZELLWEGER,111,382
ADAM,HOPPER,132,538
BEN,WILLIS,83,529
HELEN,VOIGHT,17,236
ED,MANSFIELD,136,288
CHRIS,DEPP,160,469
VIVIEN,BASINGER,158,437
GEOFFREY,HESTON,151,703
BEN,HARRIS,152,891
BEN,WILLIS,83,340
NATALIE,HOPKINS,50,504
WILLIAM,HACKMAN,175,405
MATTHEW,CARREY,181,152
BELA,WALKEN,196,795
MENA,TEMPLE,53,573
MICHELLE,MCCONAUGHEY,70,964
KIRK,JOVOVICH,43,105
KENNETH,TORN,94,13
SANDRA,PECK,30,945
KIRSTEN,PALTROW,21,700
RALPH,CRUZ,80,342
MINNIE,ZELLWEGER,85,383
MORGAN,WILLIAMS,137,249
SEAN,WILLIAMS,72,969
KENNETH,TORN,94,402
JOHN,SUVARI,192,485
GARY,PENN,73,936
GEOFFREY,HESTON,151,232
KENNETH,PALTROW,69,466
JOHNNY,LOLLOBRIGIDA,5,202
IAN,TANDY,155,1000
JAYNE,NOLTE,150,270
CHRISTOPHER,WEST,163,307
RICHARD,PENN,133,210
DARYL,WAHLBERG,95,329
TOM,MIRANDA,42,673
EWAN,GOODING,139,200
CARY,MCCONAUGHEY,77,442
JIM,MOSTEL,99,475
GENE,WILLIS,96,209
SEAN,GUINESS,90,838
CAMERON,STREEP,24,178
JANE,JACKMAN,131,921
MICHAEL,BENING,174,705
EWAN,GOODING,139,746
GROUCHO,SINATRA,78,689
AL,GARLAND,165,437
BETTE,NICHOLSON,6,256
GARY,PENN,73,548
PENELOPE,CRONYN,104,309
SEAN,WILLIAMS,72,609
MATTHEW,CARREY,181,579
LUCILLE,DEE,138,561
ANNE,CRONYN,49,282
TOM,MIRANDA,42,922
ALEC,WAYNE,29,519
CUBA,BIRCH,189,509
FRANCES,TOMEI,126,419
MAE,HOFFMAN,79,750
PENELOPE,PINKETT,54,970
BURT,POSEY,75,744
FRANCES,TOMEI,126,21
THORA,TEMPLE,200,419
OLYMPIA,PFEIFFER,171,181
MORGAN,MCDORMAND,114,13
KEVIN,BLOOM,25,697
RALPH,CRUZ,80,212
FAY,WINSLET,147,251
ANGELINA,ASTAIRE,76,568
AL,GARLAND,165,421
JAYNE,NEESON,62,988
NICK,WAHLBERG,2,518
ED,GUINESS,179,960
SPENCER,PECK,87,606
KIM,ALLEN,145,527
PENELOPE,GUINESS,1,605
RUSSELL,TEMPLE,149,178
SANDRA,PECK,30,87
JON,CHASE,176,726
OLYMPIA,PFEIFFER,171,166
GOLDIE,BRODY,39,320
KIRK,JOVOVICH,43,833
RENEE,TRACY,117,42
REESE,KILMER,45,797
WALTER,TORN,102,20
RIVER,DEAN,143,560
OLYMPIA,PFEIFFER,171,219
WARREN,NOLTE,108,350
ED,MANSFIELD,136,56
WHOOPI,HURT,140,135
SEAN,WILLIAMS,72,623
BURT,TEMPLE,193,80
WILLIAM,HACKMAN,175,424
SCARLETT,DAMON,81,458
GROUCHO,SINATRA,78,265
JADA,RYDER,142,859
JON,CHASE,176,859
FRANCES,TOMEI,126,468
RICHARD,PENN,133,514
SALMA,NOLTE,122,489
MARY,KEITEL,198,499
OLYMPIA,PFEIFFER,171,296
WALTER,TORN,102,200
CATE,MCQUEEN,128,26
GREGORY,GOODING,191,84
ANGELA,HUDSON,65,347
RAY,JOHANSSON,64,616
PENELOPE,CRONYN,104,394
MICHELLE,MCCONAUGHEY,70,504
SALMA,NOLTE,122,649
ALBERT,JOHANSSON,146,969
EWAN,GOODING,139,57
DAN,HARRIS,56,795
CAMERON,WRAY,63,932
WARREN,NOLTE,108,9
CHRIS,BRIDGES,98,824
HENRY,BERRY,60,85
SANDRA,KILMER,23,833
JAYNE,NEESON,62,393
SISSY,SOBIESKI,31,299
ZERO,CAGE,11,854
MARY,KEITEL,198,568
CHRISTIAN,AKROYD,58,68
FAY,WOOD,156,705
ADAM,HOPPER,132,987
VAL,BOLGER,37,467
SCARLETT,DAMON,81,260
MERYL,ALLEN,194,738
BURT,DUKAKIS,36,380
MARY,TANDY,66,706
ANGELA,WITHERSPOON,144,228
WOODY,HOFFMAN,28,827
RIP,CRAWFORD,26,795
BEN,WILLIS,83,268
BEN,WILLIS,83,369
RICHARD,PENN,133,390
CATE,MCQUEEN,128,564
HELEN,VOIGHT,17,957
JESSICA,BAILEY,67,242
FRED,COSTNER,16,453
RUSSELL,CLOSE,183,495
SEAN,GUINESS,90,633
KENNETH,HOFFMAN,169,673
TOM,MIRANDA,42,861
CHARLIZE,DENCH,89,410
JENNIFER,DAVIS,4,635
GREGORY,GOODING,191,378
MORGAN,MCDORMAND,114,841
GARY,PHOENIX,51,112
PARKER,GOLDBERG,46,836
SEAN,GUINESS,90,197
CHRIS,BRIDGES,98,829
NICK,STALLONE,44,937
GREGORY,GOODING,191,834
SUSAN,DAVIS,101,263
MORGAN,HOPKINS,113,726
KENNETH,PESCI,88,304
JENNIFER,DAVIS,4,909
RALPH,CRUZ,80,260
WALTER,TORN,102,828
NICK,WAHLBERG,2,555
DARYL,WAHLBERG,95,207
GREGORY,GOODING,191,819
EWAN,GOODING,139,107
KENNETH,PALTROW,69,15
MERYL,GIBSON,154,141
THORA,TEMPLE,200,80
HENRY,BERRY,60,754
VIVIEN,BASINGER,158,177
HUMPHREY,WILLIS,164,23
ELVIS,MARX,22,294
WILL,WILSON,168,56
KIRSTEN,PALTROW,21,734
FAY,WOOD,156,646
FRED,COSTNER,16,269
JAYNE,SILVERSTONE,195,677
CHRISTIAN,AKROYD,58,242
GEOFFREY,HESTON,151,167
SYLVESTER,DERN,109,48
KEVIN,GARLAND,127,333
RICHARD,PENN,133,51
KEVIN,GARLAND,127,846
JEFF,SILVERSTONE,180,874
WOODY,JOLIE,82,497
OPRAH,KILMER,162,612
CAMERON,ZELLWEGER,111,699
SUSAN,DAVIS,110,513
JOHNNY,CAGE,40,233
DARYL,WAHLBERG,95,424
KIRK,JOVOVICH,43,462
ED,CHASE,3,329
DAN,TORN,18,561
RIP,CRAWFORD,26,186
CUBA,ALLEN,118,553
MENA,HOPPER,170,15
JUDE,CRUISE,57,134
RENEE,TRACY,117,316
ALBERT,JOHANSSON,146,191
KIRSTEN,PALTROW,21,507
ANGELA,HUDSON,65,556
GREG,CHAPLIN,86,905
DAN,STREEP,116,36
BURT,POSEY,75,301
RUSSELL,BACALL,112,312
JAYNE,NEESON,62,54
DARYL,WAHLBERG,95,828
FRED,COSTNER,16,886
ED,GUINESS,179,489
RENEE,BALL,187,222
RIP,WINSLET,68,325
MENA,TEMPLE,53,961
CHRISTOPHER,WEST,163,719
NATALIE,HOPKINS,50,111
CAMERON,ZELLWEGER,111,414
JUDY,DEAN,35,748
WILL,WILSON,168,115
NICK,STALLONE,44,490
LAURA,BRODY,159,342
KIRSTEN,PALTROW,21,159
REESE,KILMER,45,978
ANGELINA,ASTAIRE,76,348
KARL,BERRY,12,728
BURT,DUKAKIS,36,387
ED,MANSFIELD,136,243
RALPH,CRUZ,80,280
AL,GARLAND,165,832
SPENCER,PECK,87,199
PENELOPE,GUINESS,1,506
GRETA,KEITEL,130,809
BEN,WILLIS,83,655
SCARLETT,BENING,124,742
THORA,TEMPLE,200,537
BURT,POSEY,75,143
ALEC,WAYNE,29,488
JULIA,MCQUEEN,27,503
VAL,BOLGER,37,588
MINNIE,KILMER,153,988
VIVIEN,BERGEN,14,284
RITA,REYNOLDS,135,541
GROUCHO,DUNST,106,399
ANGELA,HUDSON,65,658
DUSTIN,TAUTOU,59,72
HUMPHREY,GARLAND,184,967
KIRSTEN,AKROYD,92,453
ELLEN,PRESLEY,93,325
ADAM,GRANT,71,359
DAN,STREEP,116,584
CARY,MCCONAUGHEY,77,749
CUBA,BIRCH,189,896
RENEE,TRACY,117,812
CARMEN,HUNT,52,879
CATE,HARRIS,141,380
KENNETH,HOFFMAN,169,642
AUDREY,BAILEY,190,234
MARY,KEITEL,198,309
JOHNNY,CAGE,40,521
WILL,WILSON,168,92
EMILY,DEE,148,133
MENA,TEMPLE,53,122
SEAN,GUINESS,90,676
GRACE,MOSTEL,7,618
ANNE,CRONYN,49,250
RUSSELL,CLOSE,183,520
WILLIAM,HACKMAN,175,616
CATE,MCQUEEN,128,614
VAL,BOLGER,37,966
THORA,TEMPLE,200,346
HELEN,VOIGHT,17,770
SANDRA,KILMER,23,370
ED,GUINESS,179,159
MINNIE,ZELLWEGER,85,85
JULIA,MCQUEEN,27,873
KENNETH,HOFFMAN,169,505
DARYL,CRAWFORD,129,938
JOHNNY,CAGE,40,737
WOODY,HOFFMAN,28,679
HARRISON,BALE,115,391
ANGELA,HUDSON,65,97
MENA,TEMPLE,53,51
REESE,WEST,197,147
RENEE,BALL,187,76
GREGORY,GOODING,191,420
MICHAEL,BOLGER,185,920
JULIANNE,DENCH,123,246
CUBA,OLIVIER,15,635
LUCILLE,DEE,138,970
LUCILLE,TRACY,20,714
BELA,WALKEN,196,837
MERYL,ALLEN,194,98
CUBA,OLIVIER,15,125
ED,MANSFIELD,136,842
EWAN,GOODING,139,862
WARREN,NOLTE,108,702
LISA,MONROE,178,164
REESE,WEST,197,370
MATTHEW,JOHANSSON,8,205
JOE,SWANK,9,722
DARYL,WAHLBERG,95,431
MERYL,GIBSON,154,314
KARL,BERRY,12,16
GREG,CHAPLIN,86,636
SUSAN,DAVIS,101,511
ELLEN,PRESLEY,93,835
WARREN,NOLTE,108,378
WARREN,JACKMAN,119,171
GENE,HOPKINS,134,927
BELA,WALKEN,196,524
ALEC,WAYNE,29,273
JAYNE,NOLTE,150,873
GOLDIE,BRODY,39,71
PENELOPE,MONROE,120,144
ALBERT,JOHANSSON,146,512
CHRISTIAN,AKROYD,58,858
GINA,DEGENERES,107,277
RALPH,CRUZ,80,124
UMA,WOOD,13,17
MICHAEL,BENING,174,780
HARVEY,HOPE,161,526
BURT,POSEY,75,436
OLYMPIA,PFEIFFER,171,779
PARKER,GOLDBERG,46,567
SCARLETT,BENING,124,449
JOHNNY,CAGE,40,223
JAYNE,SILVERSTONE,195,392
MORGAN,WILLIAMS,137,6
DARYL,WAHLBERG,95,420
JOHNNY,LOLLOBRIGIDA,5,203
MICHAEL,BOLGER,185,437
MAE,HOFFMAN,79,299
BURT,TEMPLE,193,937
JOE,SWANK,9,811
LUCILLE,TRACY,20,165
MORGAN,MCDORMAND,114,861
ZERO,CAGE,11,283
WARREN,NOLTE,108,1
KENNETH,PALTROW,69,202
WILL,WILSON,168,685
MAE,HOFFMAN,79,262
CHRISTIAN,AKROYD,58,856
JOHN,SUVARI,192,763
MILLA,KEITEL,74,956
DUSTIN,TAUTOU,59,862
MINNIE,KILMER,153,756
VIVIEN,BASINGER,158,840
DARYL,WAHLBERG,95,855
WILL,WILSON,168,305
FAY,WINSLET,147,333
RUSSELL,TEMPLE,149,811
KEVIN,GARLAND,127,286
JOHNNY,CAGE,40,799
JON,CHASE,176,872
VAL,BOLGER,37,277
CHRISTOPHER,WEST,163,409
JADA,RYDER,142,501
ROCK,DUKAKIS,188,849
SUSAN,DAVIS,101,700
SUSAN,DAVIS,110,292
NICK,STALLONE,44,751
DARYL,WAHLBERG,95,22
ANNE,CRONYN,49,716
WOODY,JOLIE,82,468
FRANCES,DAY-LEWIS,48,245
LAURENCE,BULLOCK,167,856
RUSSELL,BACALL,112,565
KENNETH,PESCI,88,87
GARY,PHOENIX,51,678
DARYL,CRAWFORD,129,89
ED,MANSFIELD,136,193
ROCK,DUKAKIS,188,988
GENE,MCKELLEN,177,543
HELEN,VOIGHT,17,378
GRETA,MALDEN,157,183
CATE,MCQUEEN,128,212
RUSSELL,TEMPLE,149,72
PARKER,GOLDBERG,46,980
GROUCHO,SINATRA,78,393
MORGAN,MCDORMAND,114,827
VAL,BOLGER,37,529
LAURENCE,BULLOCK,167,882
FRANCES,DAY-LEWIS,48,295
SUSAN,DAVIS,101,936
UMA,WOOD,13,346
OLYMPIA,PFEIFFER,171,953
MARY,TANDY,66,608
GOLDIE,BRODY,39,425
RIVER,DEAN,143,660
MORGAN,HOPKINS,113,719
WARREN,NOLTE,108,894
KARL,BERRY,12,880
JOE,SWANK,9,926
JULIANNE,DENCH,123,234
GREGORY,GOODING,191,914
ADAM,HOPPER,132,133
GINA,DEGENERES,107,905
SUSAN,DAVIS,101,758
RUSSELL,BACALL,112,173
MARY,KEITEL,198,536
LAURA,BRODY,159,549
SUSAN,DAVIS,110,435
CUBA,BIRCH,189,43
GENE,WILLIS,96,54
JAYNE,NOLTE,150,233
DUSTIN,TAUTOU,59,772
GROUCHO,WILLIAMS,172,639
JEFF,SILVERSTONE,180,657
CUBA,BIRCH,189,378
CAMERON,STREEP,24,148
NATALIE,HOPKINS,50,417
BOB,FAWCETT,19,217
KENNETH,TORN,94,475
UMA,WOOD,13,513
LAURENCE,BULLOCK,167,628
GENE,HOPKINS,134,936
ZERO,CAGE,11,485
WARREN,NOLTE,108,887
ALBERT,NOLTE,125,683
JAYNE,NOLTE,150,447
JAYNE,NOLTE,150,105
CHRISTOPHER,WEST,163,303
SCARLETT,BENING,124,312
RIP,CRAWFORD,26,329
JOE,SWANK,9,752
BOB,FAWCETT,19,266
WARREN,NOLTE,108,6
SEAN,GUINESS,90,391
DUSTIN,TAUTOU,59,88
SEAN,GUINESS,90,771
AUDREY,BAILEY,190,278
GOLDIE,BRODY,39,587
HENRY,BERRY,60,493
WILLIAM,HACKMAN,175,890
VAL,BOLGER,37,572
GROUCHO,DUNST,106,934
MINNIE,ZELLWEGER,85,895
GARY,PENN,73,379
BURT,POSEY,75,764
CHRISTIAN,NEESON,61,648
WALTER,TORN,102,326
RIP,WINSLET,68,213
JULIA,BARRYMORE,47,508
CAMERON,WRAY,63,781
FRANCES,DAY-LEWIS,48,287
ED,MANSFIELD,136,271
CAMERON,STREEP,24,585
HUMPHREY,GARLAND,184,169
SCARLETT,DAMON,81,4
MERYL,ALLEN,194,161
CHARLIZE,DENCH,89,864
GEOFFREY,HESTON,151,131
SUSAN,DAVIS,110,360
SEAN,WILLIAMS,72,296
GOLDIE,BRODY,39,648
JULIA,BARRYMORE,47,944
MICHAEL,BOLGER,185,880
MERYL,ALLEN,194,86
MILLA,PECK,33,112
CHRISTOPHER,WEST,163,833
HARRISON,BALE,115,703
CARY,MCCONAUGHEY,77,153
KARL,BERRY,12,838
VAL,BOLGER,37,840
ANGELINA,ASTAIRE,76,474
RICHARD,PENN,133,727
SANDRA,PECK,30,565
RENEE,BALL,187,538
ZERO,CAGE,11,709
RUSSELL,TEMPLE,149,992
JAYNE,NEESON,62,295
PARKER,GOLDBERG,46,407
KEVIN,BLOOM,25,311
JOHNNY,CAGE,40,868
CHARLIZE,DENCH,89,833
RUSSELL,TEMPLE,149,365
CAMERON,ZELLWEGER,111,919
REESE,KILMER,45,467
OPRAH,KILMER,162,636
MARY,KEITEL,198,806
MINNIE,ZELLWEGER,85,478
PENELOPE,MONROE,120,208
ROCK,DUKAKIS,188,770
KENNETH,PESCI,88,234
CHRIS,BRIDGES,98,634
OPRAH,KILMER,162,274
GRETA,KEITEL,130,43
IAN,TANDY,155,630
LUCILLE,TRACY,20,478
SYLVESTER,DERN,109,463
ZERO,CAGE,11,395
SALMA,NOLTE,122,76
MATTHEW,LEIGH,103,378
MATTHEW,CARREY,181,907
FAY,KILMER,55,620
GROUCHO,DUNST,106,241
MENA,HOPPER,170,764
ANGELINA,ASTAIRE,76,866
FRED,COSTNER,16,779
WILL,WILSON,168,196
LAURA,BRODY,159,561
GARY,PHOENIX,51,153
PENELOPE,PINKETT,54,990
RUSSELL,TEMPLE,149,95
RAY,JOHANSSON,64,557
JEFF,SILVERSTONE,180,847
CHRISTIAN,AKROYD,58,254
SCARLETT,BENING,124,260
CHRISTOPHER,WEST,163,166
BEN,HARRIS,152,153
PARKER,GOLDBERG,46,319
WILLIAM,HACKMAN,175,842
MARY,KEITEL,198,555
VIVIEN,BERGEN,14,948
WALTER,TORN,102,845
JENNIFER,DAVIS,4,379
JOE,SWANK,9,697
JOHNNY,LOLLOBRIGIDA,5,172
KENNETH,PALTROW,69,88
AUDREY,OLIVIER,34,525
PARKER,GOLDBERG,46,830
MAE,HOFFMAN,79,141
JOHNNY,LOLLOBRIGIDA,5,411
JAYNE,NEESON,62,231
FRANCES,DAY-LEWIS,48,345
LIZA,BERGMAN,121,771
ALAN,DREYFUSS,173,405
LUCILLE,DEE,138,125
JOHN,SUVARI,192,682
SCARLETT,BENING,124,987
WILL,WILSON,168,237
CARMEN,HUNT,52,584
GINA,DEGENERES,107,62
ALAN,DREYFUSS,173,529
RICHARD,PENN,133,270
JAYNE,NEESON,62,375
FRANCES,DAY-LEWIS,48,164
SCARLETT,DAMON,81,643
WHOOPI,HURT,140,835
NATALIE,HOPKINS,50,897
DARYL,WAHLBERG,95,245
CHRISTOPHER,BERRY,91,849
RENEE,TRACY,117,395
CHRIS,BRIDGES,98,705
RICHARD,PENN,133,635
CATE,MCQUEEN,128,899
REESE,WEST,197,916
LUCILLE,DEE,138,885
AUDREY,OLIVIER,34,393
JANE,JACKMAN,131,450
BURT,DUKAKIS,36,915
ELVIS,MARX,22,349
AL,GARLAND,165,473
CHRIS,BRIDGES,98,120
HUMPHREY,WILLIS,164,15
HARVEY,HOPE,161,89
CHRISTIAN,NEESON,61,832
JAYNE,SILVERSTONE,195,359
MICHAEL,BENING,174,830
RAY,JOHANSSON,64,87
JULIANNE,DENCH,123,494
RITA,REYNOLDS,135,65
DUSTIN,TAUTOU,59,689
SPENCER,PECK,87,253
LISA,MONROE,178,974
NICK,WAHLBERG,2,31
MORGAN,WILLIAMS,137,745
JUDE,CRUISE,57,16
BOB,FAWCETT,19,428
ANGELA,WITHERSPOON,144,272
VAL,BOLGER,37,989
MORGAN,HOPKINS,113,723
GINA,DEGENERES,107,445
SCARLETT,DAMON,81,332
HENRY,BERRY,60,376
WARREN,JACKMAN,119,172
JAMES,PITT,84,39
JULIANNE,DENCH,123,446
SANDRA,KILMER,23,636
RENEE,TRACY,117,831
LAURENCE,BULLOCK,167,800
MILLA,KEITEL,74,117
ANGELA,HUDSON,65,371
UMA,WOOD,13,144
WALTER,TORN,102,268
NICK,STALLONE,44,94
GREG,CHAPLIN,86,486
KARL,BERRY,12,213
GENE,HOPKINS,134,278
JIM,MOSTEL,99,618
SANDRA,KILMER,23,766
SUSAN,DAVIS,110,539
GINA,DEGENERES,107,973
PENELOPE,MONROE,120,994
KENNETH,TORN,94,533
DARYL,CRAWFORD,129,418
NICK,STALLONE,44,944
RUSSELL,TEMPLE,149,153
MATTHEW,LEIGH,103,735
EWAN,GOODING,139,706
BELA,WALKEN,196,919
RUSSELL,TEMPLE,149,146
CAMERON,ZELLWEGER,111,407
RAY,JOHANSSON,64,124
HENRY,BERRY,60,665
ELVIS,MARX,22,291
FAY,KILMER,55,307
OLYMPIA,PFEIFFER,171,560
KIRSTEN,AKROYD,92,838
BELA,WALKEN,196,156
LAURENCE,BULLOCK,167,191
ANGELINA,ASTAIRE,76,650
NATALIE,HOPKINS,50,672
BURT,TEMPLE,193,352
BETTE,NICHOLSON,6,70
GRETA,KEITEL,130,112
EWAN,GOODING,139,447
BETTE,NICHOLSON,6,826
DARYL,CRAWFORD,129,202
KIRSTEN,PALTROW,21,6
FRED,COSTNER,16,87
LAURENCE,BULLOCK,167,120
KIRSTEN,AKROYD,92,505
VAL,BOLGER,37,900
ANGELINA,ASTAIRE,76,68
