city,country_id,city_id
Kamarhati,44,257
Kamjanets-Podilskyi,100,258
Kamyšin,80,259
Kanazawa,50,260
Kanchrapara,44,261
Kansas City,103,262
Karnal,44,263
Katihar,44,264
Kermanshah,46,265
Kilis,97,266
Kimberley,85,267
Kimchon,86,268
Kingstown,81,269
Kirovo-Tšepetsk,80,270
Kisumu,52,271
Kitwe,109,272
Klerksdorp,85,273
Kolpino,80,274
Konotop,100,275
Koriyama,50,276
Korla,23,277
Korolev,80,278
Kowloon and New Kowloon,42,279
Kragujevac,108,280
Kütahya,97,281
Kuching,59,282
Kumbakonam,44,283
Kurashiki,50,284
Kurgan,80,285
Kursk,80,286
Kuwana,50,287
La Paz,60,288
La Plata,6,289
La Romana,27,290
Laiwu,23,291
Lancaster,103,292
Laohekou,23,293
Lapu-Lapu,75,294
Laredo,103,295
Lausanne,91,296
Le Mans,34,297
Lengshuijiang,23,298
Leshan,23,299
Lethbridge,20,300
Lhokseumawe,45,301
Liaocheng,23,302
Liepaja,54,303
Lilongwe,58,304
Lima,74,305
Lincoln,103,306
Linz,9,307
Lipetsk,80,308
Livorno,49,309
Ljubertsy,80,310
Loja,28,311
London,102,312
London,20,313
Lublin,76,314
Lubumbashi,25,315
Lungtan,92,316
Luziânia,15,317
Madiun,45,318
Mahajanga,57,319
Maikop,80,320
Malmö,90,321
Manchester,103,322
Mandaluyong,75,323
Mandi Bahauddin,72,324
Mannheim,38,325
Maracaíbo,104,326
Mardan,72,327
Maringá,15,328
Masqat,71,329
Matamoros,60,330
Matsue,50,331
Meixian,23,332
Memphis,103,333
Merlo,6,334
Mexicali,60,335
Miraj,44,336
Mit Ghamr,29,337
Miyakonojo,50,338
Mogiljov,13,339
Molodetšno,13,340
Monclova,60,341
Monywa,64,342
Moscow,80,343
Mosul,47,344
Mukatševe,100,345
Munger (Monghyr),44,346
Mwanza,93,347
Mwene-Ditu,25,348
Myingyan,64,349
Mysore,44,350
Naçala-Porto,63,351
Nabereznyje Tšelny,80,352
Nador,62,353
Nagaon,44,354
Nagareyama,50,355
Najafabad,46,356
Naju,86,357
Nakhon Sawan,94,358
Nam Dinh,105,359
Namibe,4,360
Nantou,92,361
Nanyang,23,362
NDjamna,21,363
Newcastle,85,364
Nezahualcóyotl,60,365
Nha Trang,105,366
Niznekamsk,80,367
Novi Sad,108,368
Novotšerkassk,80,369
Nuku´alofa,95,370
Nuuk,40,371
Nyeri,52,372
Ocumare del Tuy,104,373
Ogbomosho,69,374
Okara,72,375
Okayama,50,376
Okinawa,50,377
Olomouc,26,378
Omdurman,89,379
Omiya,50,380
Ondo,69,381
Onomichi,50,382
Oshawa,20,383
Osmaniye,97,384
Šostka,100,385
Otsu,50,386
Oulu,33,387
Ourense (Orense),87,388
Owo,69,389
Oyo,69,390
Ozamis,75,391
Paarl,85,392
Pachuca de Soto,60,393
Pak Kret,94,394
Palghat (Palakkad),44,395
Pangkal Pinang,45,396
Papeete,36,397
Parbhani,44,398
Pathankot,44,399
Patiala,44,400
Patras,39,401
Pavlodar,51,402
Pemalang,45,403
Peoria,103,404
Pereira,24,405
Phnom Penh,18,406
Pingxiang,23,407
Pjatigorsk,80,408
Plock,76,409
Poá,15,410
Ponce,77,411
Pontianak,45,412
Poços de Caldas,15,413
Portoviejo,28,414
Probolinggo,45,415
Pudukkottai,44,416
Pune,44,417
Purnea (Purnia),44,418
Purwakarta,45,419
Pyongyang,70,420
Qalyub,29,421
Qinhuangdao,23,422
Qomsheh,46,423
Quilmes,6,424
Rae Bareli,44,425
Rajkot,44,426
Rampur,44,427
Rancagua,22,428
Ranchi,44,429
Richmond Hill,20,430
Rio Claro,15,431
Rizhao,23,432
Roanoke,103,433
Ríobamba,28,434
Rockford,103,435
Ruse,17,436
Rustenburg,85,437
´s-Hertogenbosch,67,438
Saarbrücken,38,439
Sagamihara,50,440
Saint Louis,103,441
Saint-Denis,79,442
Salé,62,443
Salala,71,444
Salamanca,60,445
Salinas,103,446
Salzburg,9,447
Sambhal,44,448
San Bernardino,103,449
San Felipe de Puerto Plata,27,450
San Felipe del Progreso,60,451
San Juan Bautista Tuxtepec,60,452
San Lorenzo,73,453
San Miguel de Tucumán,6,454
Sanaa,107,455
Santa Bárbara d´Oeste,15,456
Santa Fé,6,457
Santa Rosa,75,458
Santiago de Compostela,87,459
Santiago de los Caballeros,27,460
Santo André,15,461
Sanya,23,462
Sasebo,50,463
Satna,44,464
Sawhaj,29,465
Serpuhov,80,466
Shahr-e Kord,46,467
Shanwei,23,468
Shaoguan,23,469
Sharja,101,470
Shenzhen,23,471
Shikarpur,72,472
Shimoga,44,473
Shimonoseki,50,474
Shivapuri,44,475
Shubra al-Khayma,29,476
Siegen,38,477
Siliguri (Shiliguri),44,478
Simferopol,100,479
Sincelejo,24,480
Sirjan,46,481
Sivas,97,482
Skikda,2,483
Smolensk,80,484
São Bernardo do Campo,15,485
São Leopoldo,15,486
Sogamoso,24,487
Sokoto,69,488
Songkhla,94,489
Sorocaba,15,490
Soshanguve,85,491
Sousse,96,492
South Hill,5,493
Southampton,102,494
Southend-on-Sea,102,495
Southport,102,496
Springs,85,497
Stara Zagora,17,498
Sterling Heights,103,499
Stockport,102,500
Sucre,14,501
Suihua,23,502
Sullana,74,503
Sultanbeyli,97,504
Sumqayit,10,505
Sumy,100,506
Sungai Petani,59,507
Sunnyvale,103,508
Surakarta,45,509
Syktyvkar,80,510
Syrakusa,49,511
Székesfehérvár,43,512
Tabora,93,513
Tabriz,46,514
Tabuk,82,515
Tafuna,3,516
Taguig,75,517
Taizz,107,518
Talavera,75,519
Tallahassee,103,520
Tama,50,521
Tambaram,44,522
Tanauan,75,523
Tandil,6,524
Tangail,12,525
Tanshui,92,526
Tanza,75,527
Tarlac,75,528
Tarsus,97,529
Tartu,30,530
Tšeboksary,80,531
Tegal,45,532
Tel Aviv-Jaffa,48,533
Tete,63,534
Tianjin,23,535
Tiefa,23,536
Tieli,23,537
Tokat,97,538
Tonghae,86,539
Tongliao,23,540
Torreón,60,541
Touliu,92,542
Toulon,34,543
Toulouse,34,544
Tórshavn,32,545
Tsaotun,92,546
Tsuyama,50,547
Tuguegarao,75,548
Tychy,76,549
Udaipur,44,550
Udine,49,551
Ueda,50,552
Uijongbu,86,553
Uluberia,44,554
Urawa,50,555
Uruapan,60,556
Usak,97,557
Usolje-Sibirskoje,80,558
Uttarpara-Kotrung,44,559
Vaduz,55,560
Valencia,104,561
Valle de la Pascua,104,562
Valle de Santiago,60,563
Valparai,44,564
Vancouver,20,565
Varanasi (Benares),44,566
Vicente López,6,567
Vijayawada,44,568
Vila Velha,15,569
Vilnius,56,570
Vinh,105,571
Vitória de Santo Antão,15,572
Warren,103,573
Weifang,23,574
Witten,38,575
Woodridge,8,576
Wroclaw,76,577
Xi´angfan,23,578
Xi´angtan,23,579
Xintai,23,580
Xinxiang,23,581
Yamuna Nagar,44,582
Yangor,65,583
Yantai,23,584
Yaoundé,19,585
Yerevan,7,586
Yinchuan,23,587
Yingkou,23,588
York,102,589
Yuncheng,23,590
Yuzhou,23,591
Zalantun,23,592
Zanzibar,93,593
Zaoyang,23,594
Zapopan,60,595
Zaria,69,596
Zeleznogorsk,80,597
Zhezqazghan,51,598
Zhoushan,23,599
Ziguinchor,83,600
