assays_VARI,assays_CONSC,assays_BFOR,assays_ASTET,assays_ASSORGA,assays_ASSTI,assays_TISI,assays_CURAB,assays_DOI,assays_ASSSUBFRA,assays_T,assays_ASSSTR,assays_Descr,assays_RELATT,assays_SRASSI,assays_CHEI,assays_ASSCAT,assays_AST,assays_ASTAI,assays_SI,assays_ASCET,assays_CI,assays_ASI
,0,BAO_0000218,,,,,Autocuration,12923,,22224,,Area under curve of acid 2a was determined by HPLC at a dosage of 54.5 mg/kg administered intragastrically by gavage method in dog,U,,CHEMBL618873,,A,,1,,,7595
,0,BAO_0000019,,,,,Autocuration,11954,,22224,,Area under curve after oral dose of 0.1 mg//kg,U,,CHEMBL621602,,A,,1,,,7596
,0,BAO_0000218,,,,,Autocuration,11954,,22224,,Area under curve after oral dose of 0.3 mg/kg,U,,CHEMBL621603,,A,,1,,,7597
,0,BAO_0000218,,,,,Autocuration,11954,,22224,,Area under curve after oral dose of 1 mg/kg,U,,CHEMBL621604,,A,,1,,,7598
,0,BAO_0000218,,,,,Autocuration,11954,,22224,,Area under curve after oral dose of 10 mg/kg,U,,CHEMBL621605,,A,,1,,,7599
,0,BAO_0000218,,,,,Autocuration,11954,,22224,,Area under curve after oral dose of 23.4 mg/kg,U,,CHEMBL621606,,A,,1,,,7600
,0,BAO_0000218,,,,,Autocuration,11954,,22224,,Area under curve after oral dose of 3 mg/kg,U,,CHEMBL621607,,A,,1,,,7601
,0,BAO_0000218,,,,,Autocuration,11954,,22224,,Area under curve after oral dose of 3.87 mg/kg,U,,CHEMBL621608,,A,,1,,,7602
,0,BAO_0000019,,,,,Autocuration,5237,,22224,,Area under curve was determined,U,,CHEMBL621609,,A,,1,,,7603
,0,BAO_0000218,,,,,Autocuration,4026,,22224,,Area under curve at a dose of 10 mg/kg,U,,CHEMBL621610,,A,,1,,,7604
,1,BAO_0000218,,Rattus norvegicus,,,Intermediate,5237,,50597,,Area under curve was determined; ND=No data,N,,CHEMBL621611,,A,10116.0,1,,,7605
,1,BAO_0000218,,Rattus norvegicus,,,Intermediate,14793,,50597,,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,N,,CHEMBL621612,,A,10116.0,1,,,7606
,1,BAO_0000218,,Rattus norvegicus,,,Intermediate,14793,,50597,,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,N,,CHEMBL622308,,A,10116.0,1,,,7607
,1,BAO_0000218,,Rattus norvegicus,,,Intermediate,14793,,50597,,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,N,,CHEMBL622309,,A,10116.0,1,,,7608
,1,BAO_0000218,,Rattus norvegicus,,,Intermediate,14793,,50597,,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for infinite hours,N,,CHEMBL622310,,A,10116.0,1,,,7609
,1,BAO_0000218,,Rattus norvegicus,,,Intermediate,14793,,50597,,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,N,,CHEMBL622311,,A,10116.0,1,,,7610
,1,BAO_0000218,,Rattus norvegicus,,,Intermediate,14793,,50597,,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for infinite hours; Not calculated,N,,CHEMBL622312,,A,10116.0,1,,,7611
,1,BAO_0000218,,Rattus norvegicus,,,Intermediate,14793,,50597,,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,N,,CHEMBL622931,,A,10116.0,1,,,7612
,1,BAO_0000218,,Rattus norvegicus,,,Intermediate,14793,,50597,,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for infinite hours; Not calculated,N,,CHEMBL622932,,A,10116.0,1,,,7613
,1,BAO_0000218,,Rattus norvegicus,Plasma,1969.0,Intermediate,14793,,50597,,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,N,,CHEMBL622736,,A,10116.0,1,,,7614
,1,BAO_0000218,,Rattus norvegicus,Plasma,1969.0,Intermediate,14793,,50597,,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,N,,CHEMBL622737,,A,10116.0,1,,,7615
,1,BAO_0000218,,Rattus norvegicus,Plasma,1969.0,Intermediate,14793,,50597,,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,N,,CHEMBL622738,,A,10116.0,1,,,7616
,1,BAO_0000218,,Rattus norvegicus,Plasma,1969.0,Intermediate,14793,,50597,,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for infinite hours,N,,CHEMBL622739,,A,10116.0,1,,,7617
,1,BAO_0000218,,Rattus norvegicus,Plasma,1969.0,Intermediate,14793,,50597,,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,N,,CHEMBL622740,,A,10116.0,1,,,7618
,1,BAO_0000218,,Rattus norvegicus,Plasma,1969.0,Intermediate,14793,,50597,,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for infinite hours,N,,CHEMBL622741,,A,10116.0,1,,,7619
,1,BAO_0000218,,Rattus norvegicus,Plasma,1969.0,Intermediate,14793,,50597,,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,N,,CHEMBL622742,,A,10116.0,1,,,7620
,1,BAO_0000218,,Rattus norvegicus,Plasma,1969.0,Intermediate,14793,,50597,,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for infinite hours,N,,CHEMBL622743,,A,10116.0,1,,,7621
,1,BAO_0000218,,Mus musculus,Plasma,1969.0,Intermediate,11637,,50594,,AUC in mice,N,,CHEMBL622744,,A,10090.0,1,,,7622
,0,BAO_0000019,,,,,Autocuration,11149,,22224,,Area under curve was measured from the graph obtained from concentration Vs time,U,,CHEMBL624134,,A,,1,,,7623
,0,BAO_0000019,,,,,Autocuration,10016,,22224,,Area under curve value of compound per hour after oral administration,U,,CHEMBL624135,,A,,1,,,7624
,1,BAO_0000218,,Rattus norvegicus,,,Intermediate,17796,,50597,,Area under curve was determined after oral administration in rats,N,,CHEMBL624136,,A,10116.0,1,,,7625
,1,BAO_0000218,,Rattus norvegicus,,,Intermediate,17796,,50597,,Area under curve was determined after oral administration in rats; No data,N,,CHEMBL624137,,A,10116.0,1,,,7626
,1,BAO_0000218,,Rattus norvegicus,,,Intermediate,17796,,50597,,Area under curve was determined after oral administration in rats;No data,N,,CHEMBL624320,,A,10116.0,1,,,7627
,1,BAO_0000218,,Canis lupus familiaris,,,Intermediate,12923,,50588,,Area under curve was determined by HPLC at a dosage of 2.27 mg/kg administered intravenously by bolus method in dog,N,,CHEMBL624321,,A,9615.0,1,,,7628
,1,BAO_0000218,,Rattus norvegicus,,,Intermediate,15372,,50597,,Area under curve was determined for the compound after iv dose of 4.74 mg/kg in rats,N,,CHEMBL624322,,A,10116.0,1,,,7629
,1,BAO_0000218,,Rattus norvegicus,,,Intermediate,15372,,50597,,Area under curve was determined for the compound after iv dose of 5.06 in rats,N,,CHEMBL624323,,A,10116.0,1,,,7630
,1,BAO_0000218,,Rattus norvegicus,,,Intermediate,15372,,50597,,Area under curve was determined for the compound after iv dose of 5.10 mg/kg in rats,N,,CHEMBL624324,,A,10116.0,1,,,7631
,1,BAO_0000218,,Rattus norvegicus,,,Intermediate,15372,,50597,,Area under curve was determined for the compound after po dose of 5.01 mg/kg in rats,N,,CHEMBL624325,,A,10116.0,1,,,7632
,1,BAO_0000218,,Rattus norvegicus,,,Intermediate,15372,,50597,,Area under curve was determined for the compound after po dose of 5.03 mg/kg in rats,N,,CHEMBL624326,,A,10116.0,1,,,7633
,1,BAO_0000218,,Rattus norvegicus,,,Intermediate,15372,,50597,,Area under curve was determined for the compound after po dose of 5.22 mg/kg in rats,N,,CHEMBL624327,,A,10116.0,1,,,7634
,1,BAO_0000218,,Rattus norvegicus,,,Intermediate,15372,,50597,,Area under curve was determined for the compound after po dose of 5.46 mg/kg in rats,N,,CHEMBL624328,,A,10116.0,1,,,7635
,1,BAO_0000218,,Canis lupus familiaris,,,Intermediate,14169,,50588,,Area under curve was determined in Dogs after peroral administration,N,,CHEMBL627848,,A,9615.0,1,,,7636
,1,BAO_0000218,,Rattus norvegicus,,,Intermediate,14169,,50597,,Area under curve was determined in Rats after peroral administration,N,,CHEMBL627849,,A,10116.0,1,,,7637
,1,BAO_0000218,,Rattus norvegicus,,,Intermediate,14258,,50597,,Area under curve was determined in carotid blood of rat when administered intradermally,N,,CHEMBL627850,,A,10116.0,1,,,7638
,1,BAO_0000218,,Rattus norvegicus,,,Intermediate,14258,,50597,,Area under curve was determined in portal blood of rat when administered intradermally,N,,CHEMBL627851,,A,10116.0,1,,,7639
,1,BAO_0000218,,Mus musculus,,,Intermediate,15011,,50594,,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,N,,CHEMBL627852,,A,10090.0,1,,,7640
,1,BAO_0000218,,Mus musculus,,,Intermediate,15011,,50594,,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,N,,CHEMBL627853,,A,10090.0,1,,,7641
,1,BAO_0000218,,Mus musculus,,,Intermediate,15011,,50594,,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (micronized sample),N,,CHEMBL627854,,A,10090.0,1,,,7642
,1,BAO_0000218,,Mus musculus,,,Intermediate,15011,,50594,,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,N,,CHEMBL627855,,A,10090.0,1,,,7643
,1,BAO_0000218,,Mus musculus,,,Intermediate,15011,,50594,,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg (run time 7 hr),N,,CHEMBL627856,,A,10090.0,1,,,7644
,1,BAO_0000218,,Mus musculus,,,Intermediate,15011,,50594,,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,N,,CHEMBL875339,,A,10090.0,1,,,7645
,1,BAO_0000218,,Mus musculus,,,Intermediate,15011,,50594,,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (Run time = 7 hr),N,,CHEMBL627857,,A,10090.0,1,,,7646
,1,BAO_0000218,In vivo,Rattus norvegicus,Spleen,2106.0,Intermediate,11195,,50597,,Biodistribution of the radiolabeled compound (2-5 uCi) in rat spleen 65 mins after i.v. administration,N,,CHEMBL627858,,A,10116.0,1,,,7647
,1,BAO_0000218,,Rattus norvegicus,Blood,178.0,Intermediate,10130,,50597,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in blood; Expressed as percent dose/organ,N,,CHEMBL627859,,A,10116.0,1,,,7648
,1,BAO_0000218,,Rattus norvegicus,Brain,955.0,Intermediate,10130,,50597,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in brain; Expressed as percent dose/organ,N,,CHEMBL627860,,A,10116.0,1,,,7649
,1,BAO_0000218,,Rattus norvegicus,Heart,948.0,Intermediate,10130,,50597,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in heart; Expressed as percent dose/organ,N,,CHEMBL627019,,A,10116.0,1,,,7650
,1,BAO_0000218,,Rattus norvegicus,Liver,2107.0,Intermediate,10130,,50597,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in liver; Expressed as percent dose/organ,N,,CHEMBL627020,,A,10116.0,1,,,7651
,1,BAO_0000218,,Rattus norvegicus,Lung,2048.0,Intermediate,10130,,50597,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in lung; Expressed as percent dose/organ,N,,CHEMBL627021,,A,10116.0,1,,,7652
,1,BAO_0000218,,Rattus norvegicus,Muscle tissue,2385.0,Intermediate,10130,,50597,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in muscle; Expressed as percent dose/organ,N,,CHEMBL627022,,A,10116.0,1,,,7653
,1,BAO_0000218,,Rattus norvegicus,,,Intermediate,10130,,50597,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in skin; Expressed as percent dose/organ,N,,CHEMBL627023,,A,10116.0,1,,,7654
,1,BAO_0000218,,Rattus norvegicus,Spleen,2106.0,Intermediate,10130,,50597,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in spleen; Expressed as percent dose/organ,N,,CHEMBL627024,,A,10116.0,1,,,7655
,1,BAO_0000218,,Rattus norvegicus,Thyroid gland,2046.0,Intermediate,10130,,50597,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in thyroid; Expressed as percent dose/organ,N,,CHEMBL627025,,A,10116.0,1,,,7656
,1,BAO_0000218,,Rattus norvegicus,Kidney,2113.0,Intermediate,10130,,50597,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in kidney; Expressed as percent dose/organ,N,,CHEMBL627026,,A,10116.0,1,,,7657
,1,BAO_0000218,,Rattus norvegicus,Blood,178.0,Intermediate,10130,,50597,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in blood; Expressed as percent dose/organ,N,,CHEMBL627027,,A,10116.0,1,,,7658
,1,BAO_0000218,,Rattus norvegicus,Brain,955.0,Intermediate,10130,,50597,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in brain; Expressed as percent dose/organ,N,,CHEMBL627028,,A,10116.0,1,,,7659
,1,BAO_0000218,,Rattus norvegicus,Heart,948.0,Intermediate,10130,,50597,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in heart; Expressed as percent dose/organ,N,,CHEMBL627029,,A,10116.0,1,,,7660
,1,BAO_0000218,,Rattus norvegicus,Kidney,2113.0,Intermediate,10130,,50597,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in kidney; Expressed as percent dose/organ,N,,CHEMBL627030,,A,10116.0,1,,,7661
