assay_id,variant_id,assay_tissue,tid,tissue_id,src_assay_id,assay_strain,cell_id,relationship_type,assay_test_type,curated_by,assay_cell_type,assay_subcellular_fraction,confidence_score,src_id,chembl_id,bao_format
7542,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL618663,BAO_0000218
7543,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL618664,BAO_0000218
7544,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL618665,BAO_0000218
7545,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL876498,BAO_0000218
7546,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL618666,BAO_0000218
7547,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL620440,BAO_0000218
7548,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL620441,BAO_0000218
7549,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL620442,BAO_0000218
7550,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL620443,BAO_0000218
7551,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL620444,BAO_0000218
7552,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL620445,BAO_0000218
7553,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL620446,BAO_0000218
7554,,Plasma,50597,1969.0,,,,N,,Intermediate,,,1,1,CHEMBL620447,BAO_0000218
7555,,Plasma,50597,1969.0,,,,N,,Intermediate,,,1,1,CHEMBL621129,BAO_0000218
7556,,Plasma,50597,1969.0,,,,N,,Intermediate,,,1,1,CHEMBL621130,BAO_0000218
7557,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL873808,BAO_0000218
7558,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL876598,BAO_0000218
7559,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL621131,BAO_0000218
7560,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL621132,BAO_0000218
7561,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL621133,BAO_0000218
7562,,,50597,,,,,N,In vivo,Expert,,,1,1,CHEMBL621312,BAO_0000218
7563,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL621313,BAO_0000218
7564,,Blood,50597,178.0,,,,N,,Intermediate,,,1,1,CHEMBL621314,BAO_0000218
7565,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL621315,BAO_0000218
7566,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL621316,BAO_0000218
7567,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL621317,BAO_0000218
7568,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL621318,BAO_0000218
7569,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL621319,BAO_0000218
7570,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL621377,BAO_0000218
7571,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL621378,BAO_0000218
7572,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL876599,BAO_0000218
7573,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL621379,BAO_0000218
7574,,Plasma,50597,1969.0,,,,N,,Intermediate,,,1,1,CHEMBL621380,BAO_0000218
7575,,Plasma,50597,1969.0,,,,N,,Intermediate,,,1,1,CHEMBL621381,BAO_0000218
7576,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL618515,BAO_0000218
7577,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL618516,BAO_0000218
7578,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL618517,BAO_0000218
7579,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL618518,BAO_0000218
7580,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL618519,BAO_0000218
7581,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL618698,BAO_0000218
7582,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL618862,BAO_0000218
7583,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL618863,BAO_0000218
7584,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL618864,BAO_0000218
7585,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL618865,BAO_0000218
7586,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL618866,BAO_0000218
7587,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL618867,BAO_0000218
7588,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL875828,BAO_0000218
7589,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL618868,BAO_0000218
7590,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL618869,BAO_0000218
7591,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL618870,BAO_0000218
7592,,Plasma,50597,1969.0,,,,N,,Intermediate,,,1,1,CHEMBL618871,BAO_0000218
7593,,Plasma,50597,1969.0,,,,N,,Intermediate,,,1,1,CHEMBL618872,BAO_0000218
7594,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL873816,BAO_0000218
7595,,,22224,,,,,U,,Autocuration,,,0,1,CHEMBL618873,BAO_0000218
7596,,,22224,,,,,U,,Autocuration,,,0,1,CHEMBL621602,BAO_0000019
7597,,,22224,,,,,U,,Autocuration,,,0,1,CHEMBL621603,BAO_0000218
7598,,,22224,,,,,U,,Autocuration,,,0,1,CHEMBL621604,BAO_0000218
7599,,,22224,,,,,U,,Autocuration,,,0,1,CHEMBL621605,BAO_0000218
7600,,,22224,,,,,U,,Autocuration,,,0,1,CHEMBL621606,BAO_0000218
7601,,,22224,,,,,U,,Autocuration,,,0,1,CHEMBL621607,BAO_0000218
7602,,,22224,,,,,U,,Autocuration,,,0,1,CHEMBL621608,BAO_0000218
7603,,,22224,,,,,U,,Autocuration,,,0,1,CHEMBL621609,BAO_0000019
7604,,,22224,,,,,U,,Autocuration,,,0,1,CHEMBL621610,BAO_0000218
7605,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL621611,BAO_0000218
7606,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL621612,BAO_0000218
7607,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL622308,BAO_0000218
7608,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL622309,BAO_0000218
7609,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL622310,BAO_0000218
7610,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL622311,BAO_0000218
7611,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL622312,BAO_0000218
7612,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL622931,BAO_0000218
7613,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL622932,BAO_0000218
7614,,Plasma,50597,1969.0,,,,N,,Intermediate,,,1,1,CHEMBL622736,BAO_0000218
7615,,Plasma,50597,1969.0,,,,N,,Intermediate,,,1,1,CHEMBL622737,BAO_0000218
7616,,Plasma,50597,1969.0,,,,N,,Intermediate,,,1,1,CHEMBL622738,BAO_0000218
7617,,Plasma,50597,1969.0,,,,N,,Intermediate,,,1,1,CHEMBL622739,BAO_0000218
7618,,Plasma,50597,1969.0,,,,N,,Intermediate,,,1,1,CHEMBL622740,BAO_0000218
7619,,Plasma,50597,1969.0,,,,N,,Intermediate,,,1,1,CHEMBL622741,BAO_0000218
7620,,Plasma,50597,1969.0,,,,N,,Intermediate,,,1,1,CHEMBL622742,BAO_0000218
7621,,Plasma,50597,1969.0,,,,N,,Intermediate,,,1,1,CHEMBL622743,BAO_0000218
7622,,Plasma,50594,1969.0,,,,N,,Intermediate,,,1,1,CHEMBL622744,BAO_0000218
7623,,,22224,,,,,U,,Autocuration,,,0,1,CHEMBL624134,BAO_0000019
7624,,,22224,,,,,U,,Autocuration,,,0,1,CHEMBL624135,BAO_0000019
7625,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL624136,BAO_0000218
7626,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL624137,BAO_0000218
7627,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL624320,BAO_0000218
7628,,,50588,,,,,N,,Intermediate,,,1,1,CHEMBL624321,BAO_0000218
7629,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL624322,BAO_0000218
7630,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL624323,BAO_0000218
7631,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL624324,BAO_0000218
7632,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL624325,BAO_0000218
7633,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL624326,BAO_0000218
7634,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL624327,BAO_0000218
7635,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL624328,BAO_0000218
7636,,,50588,,,,,N,,Intermediate,,,1,1,CHEMBL627848,BAO_0000218
7637,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL627849,BAO_0000218
7638,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL627850,BAO_0000218
7639,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL627851,BAO_0000218
7640,,,50594,,,,,N,,Intermediate,,,1,1,CHEMBL627852,BAO_0000218
7641,,,50594,,,,,N,,Intermediate,,,1,1,CHEMBL627853,BAO_0000218
7642,,,50594,,,,,N,,Intermediate,,,1,1,CHEMBL627854,BAO_0000218
7643,,,50594,,,,,N,,Intermediate,,,1,1,CHEMBL627855,BAO_0000218
7644,,,50594,,,,,N,,Intermediate,,,1,1,CHEMBL627856,BAO_0000218
7645,,,50594,,,,,N,,Intermediate,,,1,1,CHEMBL875339,BAO_0000218
7646,,,50594,,,,,N,,Intermediate,,,1,1,CHEMBL627857,BAO_0000218
7647,,Spleen,50597,2106.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL627858,BAO_0000218
7648,,Blood,50597,178.0,,,,N,,Intermediate,,,1,1,CHEMBL627859,BAO_0000218
7649,,Brain,50597,955.0,,,,N,,Intermediate,,,1,1,CHEMBL627860,BAO_0000218
7650,,Heart,50597,948.0,,,,N,,Intermediate,,,1,1,CHEMBL627019,BAO_0000218
7651,,Liver,50597,2107.0,,,,N,,Intermediate,,,1,1,CHEMBL627020,BAO_0000218
7652,,Lung,50597,2048.0,,,,N,,Intermediate,,,1,1,CHEMBL627021,BAO_0000218
7653,,Muscle tissue,50597,2385.0,,,,N,,Intermediate,,,1,1,CHEMBL627022,BAO_0000218
7654,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL627023,BAO_0000218
7655,,Spleen,50597,2106.0,,,,N,,Intermediate,,,1,1,CHEMBL627024,BAO_0000218
7656,,Thyroid gland,50597,2046.0,,,,N,,Intermediate,,,1,1,CHEMBL627025,BAO_0000218
7657,,Kidney,50597,2113.0,,,,N,,Intermediate,,,1,1,CHEMBL627026,BAO_0000218
7658,,Blood,50597,178.0,,,,N,,Intermediate,,,1,1,CHEMBL627027,BAO_0000218
7659,,Brain,50597,955.0,,,,N,,Intermediate,,,1,1,CHEMBL627028,BAO_0000218
7660,,Heart,50597,948.0,,,,N,,Intermediate,,,1,1,CHEMBL627029,BAO_0000218
7661,,Kidney,50597,2113.0,,,,N,,Intermediate,,,1,1,CHEMBL627030,BAO_0000218
7662,,Liver,50597,2107.0,,,,N,,Intermediate,,,1,1,CHEMBL627031,BAO_0000218
7663,,Lung,50597,2048.0,,,,N,,Intermediate,,,1,1,CHEMBL627032,BAO_0000218
7664,,Muscle tissue,50597,2385.0,,,,N,,Intermediate,,,1,1,CHEMBL627033,BAO_0000218
7665,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL627034,BAO_0000218
7666,,Spleen,50597,2106.0,,,,N,,Intermediate,,,1,1,CHEMBL627035,BAO_0000218
7667,,Thyroid gland,50597,2046.0,,,,N,,Intermediate,,,1,1,CHEMBL627036,BAO_0000218
7668,,Blood,50597,178.0,,,,N,,Intermediate,,,1,1,CHEMBL875340,BAO_0000218
7669,,Heart,50597,948.0,,,,N,,Intermediate,,,1,1,CHEMBL627037,BAO_0000218
7670,,Kidney,50597,2113.0,,,,N,,Intermediate,,,1,1,CHEMBL627038,BAO_0000218
7671,,Liver,50597,2107.0,,,,N,,Intermediate,,,1,1,CHEMBL627039,BAO_0000218
7672,,Muscle tissue,50597,2385.0,,,,N,,Intermediate,,,1,1,CHEMBL627040,BAO_0000218
7673,,Spleen,50597,2106.0,,,,N,,Intermediate,,,1,1,CHEMBL624663,BAO_0000218
7674,,Thyroid gland,50597,2046.0,,,,N,,Intermediate,,,1,1,CHEMBL625963,BAO_0000218
7675,,Brain,50597,955.0,,,,N,,Intermediate,,,1,1,CHEMBL876799,BAO_0000218
7676,,Lung,50597,2048.0,,,,N,,Intermediate,,,1,1,CHEMBL626133,BAO_0000218
7677,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL626134,BAO_0000218
7678,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL626135,BAO_0000218
7679,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL626136,BAO_0000218
7680,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL626137,BAO_0000218
7681,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL626138,BAO_0000218
7682,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL626139,BAO_0000218
7683,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL626140,BAO_0000218
7684,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL626141,BAO_0000218
7685,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL626142,BAO_0000218
7686,,Muscle tissue,50597,2385.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL627930,BAO_0000218
7687,,Muscle tissue,50597,2385.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL627931,BAO_0000218
7688,,Muscle tissue,50597,2385.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL627932,BAO_0000218
7689,,Spleen,50597,2106.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL627933,BAO_0000218
7690,,Spleen,50597,2106.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL627934,BAO_0000218
7691,,Spleen,50597,2106.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL627935,BAO_0000218
7692,,Blood,50597,178.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL627936,BAO_0000218
7693,,Blood,50597,178.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL627937,BAO_0000218
7694,,Blood,50597,178.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL627938,BAO_0000218
7695,,Blood,50597,178.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL627939,BAO_0000218
7696,,Blood,50597,178.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL627940,BAO_0000218
7697,,Blood,50597,178.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL627941,BAO_0000218
7698,,Blood,50597,178.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL876800,BAO_0000218
7699,,Blood,50597,178.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL627942,BAO_0000218
7700,,Blood,50597,178.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL627943,BAO_0000218
7701,,Blood,50597,178.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL627944,BAO_0000218
7702,,Blood,50597,178.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL627945,BAO_0000218
7703,,Blood,50597,178.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL628584,BAO_0000218
7704,,Blood,50597,178.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL628585,BAO_0000218
7705,,Blood,50597,178.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL628586,BAO_0000218
7706,,Blood,50597,178.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL628587,BAO_0000218
7707,,Blood,50597,178.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL628588,BAO_0000218
7708,,Blood,50597,178.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL628589,BAO_0000218
7709,,Blood,50597,178.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL625304,BAO_0000218
7710,,Blood,50597,178.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL625305,BAO_0000218
7711,,Blood,50597,178.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL625306,BAO_0000218
7712,,Blood,50597,178.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL625307,BAO_0000218
7713,,Blood,50597,178.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL625308,BAO_0000218
7714,,Blood,50597,178.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL627740,BAO_0000218
7715,,Blood,50597,178.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL627741,BAO_0000218
7716,,Blood,50597,178.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL627742,BAO_0000218
7717,,Blood,50597,178.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL627743,BAO_0000218
7718,,Blood,50597,178.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL627744,BAO_0000218
7719,,Bone,50597,10000001.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL627745,BAO_0000218
7720,,Bone,50597,10000001.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL627746,BAO_0000218
7721,,Bone,50597,10000001.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL627747,BAO_0000218
7722,,Bone,50597,10000001.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL876810,BAO_0000218
7723,,Bone,50597,10000001.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL627748,BAO_0000218
7724,,Bone,50597,10000001.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL627749,BAO_0000218
7725,,Bone,50597,10000001.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL627750,BAO_0000218
7726,,Bone,50597,10000001.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL618728,BAO_0000218
7727,,Bone,50597,10000001.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL618729,BAO_0000218
7728,,Bone,50597,10000001.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL618730,BAO_0000218
7729,,Bone,50597,10000001.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL618731,BAO_0000218
7730,,Bone,50597,10000001.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL618732,BAO_0000218
7731,,Bone,50597,10000001.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL618733,BAO_0000218
7732,,Bone,50597,10000001.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL618734,BAO_0000218
7733,,Bone,50597,10000001.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL618735,BAO_0000218
7734,,Bone,50597,10000001.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL876602,BAO_0000218
7735,,Bone,50597,10000001.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL618736,BAO_0000218
7736,,Bone,50597,10000001.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL618737,BAO_0000218
7737,,Bone,50597,10000001.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL618738,BAO_0000218
7738,,Bone,50597,10000001.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL618739,BAO_0000218
7739,,Bone,50597,10000001.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL618740,BAO_0000218
7740,,Bone,50597,10000001.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL618741,BAO_0000218
7741,,Bone,50597,10000001.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL618742,BAO_0000218
7742,,Bone,50597,10000001.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL618743,BAO_0000218
7743,,Plasma,50597,1969.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL618744,BAO_0000218
7744,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL618745,BAO_0000218
7745,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL620479,BAO_0000218
7746,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL620480,BAO_0000218
7747,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL620481,BAO_0000218
7748,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL620482,BAO_0000218
7749,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL876603,BAO_0000218
7750,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL620483,BAO_0000218
7751,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL620484,BAO_0000218
7752,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL620485,BAO_0000218
7753,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL620486,BAO_0000218
7754,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL620487,BAO_0000218
7755,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL620488,BAO_0000218
7756,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL620489,BAO_0000218
7757,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL620490,BAO_0000218
7758,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL620491,BAO_0000218
7759,,Plasma,50597,1969.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL876604,BAO_0000218
7760,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL620492,BAO_0000218
7761,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL620493,BAO_0000218
7762,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL620494,BAO_0000218
7763,,Plasma,50597,1969.0,,,,N,,Intermediate,,,1,1,CHEMBL620495,BAO_0000218
7764,,Plasma,50597,1969.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL620496,BAO_0000218
7765,,Plasma,50597,1969.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL620497,BAO_0000218
7766,,Plasma,50597,1969.0,,,,N,,Intermediate,,,1,1,CHEMBL620498,BAO_0000218
7767,,Plasma,50597,1969.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL620499,BAO_0000218
7768,,Plasma,50597,1969.0,,,,N,,Intermediate,,,1,1,CHEMBL620500,BAO_0000218
7769,,Plasma,50597,1969.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL873809,BAO_0000218
7770,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL620501,BAO_0000218
7771,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL620502,BAO_0000218
7772,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL620503,BAO_0000218
7773,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL620504,BAO_0000218
7774,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL876605,BAO_0000218
7775,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL620505,BAO_0000218
7776,,Plasma,50597,1969.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL873811,BAO_0000218
7777,,,50597,,,,,N,In vivo,Expert,,,1,1,CHEMBL624016,BAO_0000218
7778,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL624017,BAO_0000218
7779,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL624018,BAO_0000218
7780,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL624019,BAO_0000218
7781,,Brain,50597,955.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL624020,BAO_0000218
7782,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL624201,BAO_0000218
7783,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL872528,BAO_0000218
7784,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL624202,BAO_0000218
7785,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL624203,BAO_0000218
7786,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL624350,BAO_0000218
7787,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL621320,BAO_0000218
7788,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL621321,BAO_0000218
7789,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL621322,BAO_0000218
7790,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL621323,BAO_0000218
7791,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL621324,BAO_0000218
7792,,,50597,,,,,N,,Intermediate,,,1,1,CHEMBL621325,BAO_0000218
7793,,Plasma,50597,1969.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL875837,BAO_0000218
7794,,Plasma,50597,1969.0,,,,N,In vivo,Intermediate,,,1,1,CHEMBL621326,BAO_0000218
7795,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL621327,BAO_0000218
7796,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL621328,BAO_0000218
7797,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL621329,BAO_0000218
7798,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL621330,BAO_0000218
7799,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL621331,BAO_0000218
7800,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL621332,BAO_0000218
7801,,,50597,,,,,N,In vivo,Intermediate,,,1,1,CHEMBL621333,BAO_0000218
