film_id,nome,cognome,attore_id
379,ALAN,DREYFUSS,173
926,RENEE,TRACY,117
230,MARY,TANDY,66
536,VIVIEN,BERGEN,14
245,KEVIN,BLOOM,25
54,AUDREY,BAILEY,190
164,OPRAH,KILMER,162
699,CAMERON,ZELLWEGER,111
285,JAYNE,NOLTE,150
528,UMA,WOOD,13
513,BOB,FAWCETT,19
745,MARY,KEITEL,198
663,LUCILLE,TRACY,20
796,JIM,MOSTEL,99
324,BELA,WALKEN,196
158,SIDNEY,CROWE,105
599,WHOOPI,HURT,140
463,PENELOPE,CRONYN,104
167,RENEE,TRACY,117
762,ANGELA,WITHERSPOON,144
19,JULIA,MCQUEEN,27
992,SPENCER,DEPP,100
675,GROUCHO,DUNST,106
901,REESE,KILMER,45
817,MARY,KEITEL,198
307,FAY,KILMER,55
347,RIP,WINSLET,68
273,JULIA,MCQUEEN,27
899,CUBA,BIRCH,189
644,DUSTIN,TAUTOU,59
429,ALBERT,NOLTE,125
217,GRACE,MOSTEL,7
653,HARVEY,HOPE,161
317,ADAM,GRANT,71
588,GENE,HOPKINS,134
351,RICHARD,PENN,133
529,KENNETH,PALTROW,69
506,RAY,JOHANSSON,64
920,KIRSTEN,PALTROW,21
892,EWAN,GOODING,139
990,JAYNE,NEESON,62
143,WOODY,JOLIE,82
674,JODIE,DEGENERES,41
955,ALBERT,JOHANSSON,146
862,RUSSELL,CLOSE,183
502,JUDE,CRUISE,57
892,JULIANNE,DENCH,123
821,RIVER,DEAN,143
475,VIVIEN,BERGEN,14
84,JIM,MOSTEL,99
553,KEVIN,GARLAND,127
2,BOB,FAWCETT,19
874,MATTHEW,CARREY,181
989,KENNETH,TORN,94
971,ED,CHASE,3
696,CATE,MCQUEEN,128
112,WHOOPI,HURT,140
736,WHOOPI,HURT,140
713,JANE,JACKMAN,131
597,DARYL,CRAWFORD,129
188,WILL,WILSON,168
993,GARY,PHOENIX,51
671,CATE,MCQUEEN,128
921,JANE,JACKMAN,131
224,CARY,MCCONAUGHEY,77
161,KIRK,JOVOVICH,43
551,KENNETH,TORN,94
978,SUSAN,DAVIS,101
38,PARKER,GOLDBERG,46
721,WARREN,NOLTE,108
795,BELA,WALKEN,196
109,NICK,STALLONE,44
853,MICHAEL,BENING,174
111,MERYL,GIBSON,154
471,DARYL,CRAWFORD,129
102,VIVIEN,BASINGER,158
508,LUCILLE,DEE,138
284,LIZA,BERGMAN,121
326,JOHNNY,CAGE,40
149,PENELOPE,MONROE,120
133,RICHARD,PENN,133
164,ANGELA,WITHERSPOON,144
620,JIM,MOSTEL,99
591,WILLIAM,HACKMAN,175
64,SCARLETT,BENING,124
469,ANNE,CRONYN,49
195,MATTHEW,JOHANSSON,8
662,KIRSTEN,AKROYD,92
832,RAY,JOHANSSON,64
766,GRACE,MOSTEL,7
983,JULIA,ZELLWEGER,186
86,GENE,MCKELLEN,177
542,SALMA,NOLTE,122
430,GINA,DEGENERES,107
483,ELVIS,MARX,22
650,HUMPHREY,GARLAND,184
959,HUMPHREY,GARLAND,184
889,JOE,SWANK,9
190,JAYNE,NOLTE,150
32,WILL,WILSON,168
538,PARKER,GOLDBERG,46
695,DEBBIE,AKROYD,182
887,JAMES,PITT,84
205,MATTHEW,JOHANSSON,8
648,JULIA,ZELLWEGER,186
497,WOODY,JOLIE,82
649,WARREN,JACKMAN,119
606,GOLDIE,BRODY,39
691,REESE,WEST,197
399,GROUCHO,DUNST,106
521,KENNETH,TORN,94
602,CHRISTIAN,AKROYD,58
40,MAE,HOFFMAN,79
382,KEVIN,GARLAND,127
69,RALPH,CRUZ,80
317,VAL,BOLGER,37
673,BOB,FAWCETT,19
242,WOODY,JOLIE,82
172,DAN,TORN,18
951,JAYNE,NEESON,62
750,GARY,PHOENIX,51
107,JOHNNY,CAGE,40
797,REESE,KILMER,45
877,ALBERT,NOLTE,125
253,HENRY,BERRY,60
365,RUSSELL,TEMPLE,149
248,BEN,HARRIS,152
90,HARVEY,HOPE,161
873,HELEN,VOIGHT,17
96,CARMEN,HUNT,52
154,KIM,ALLEN,145
617,SUSAN,DAVIS,101
723,MORGAN,HOPKINS,113
410,CHARLIZE,DENCH,89
427,IAN,TANDY,155
548,GREG,CHAPLIN,86
821,BEN,HARRIS,152
858,GROUCHO,DUNST,106
687,TOM,MIRANDA,42
326,NICK,DEGENERES,166
63,DAN,HARRIS,56
337,RENEE,TRACY,117
87,AUDREY,BAILEY,190
226,EMILY,DEE,148
13,JON,CHASE,176
865,RUSSELL,BACALL,112
234,ANGELINA,ASTAIRE,76
7,JIM,MOSTEL,99
616,VIVIEN,BASINGER,158
771,LIZA,BERGMAN,121
5,THORA,TEMPLE,200
208,WARREN,NOLTE,108
835,JOHNNY,CAGE,40
324,DEBBIE,AKROYD,182
200,WALTER,TORN,102
659,MICHAEL,BENING,174
347,HUMPHREY,WILLIS,164
755,KEVIN,BLOOM,25
428,MAE,HOFFMAN,79
751,WARREN,JACKMAN,119
289,ED,CHASE,3
193,KENNETH,PESCI,88
487,GROUCHO,WILLIAMS,172
150,PENELOPE,PINKETT,54
650,JOE,SWANK,9
654,SALMA,NOLTE,122
121,THORA,TEMPLE,200
465,SCARLETT,DAMON,81
468,SCARLETT,BENING,124
273,ALEC,WAYNE,29
48,CHRISTOPHER,BERRY,91
892,WILL,WILSON,168
312,RUSSELL,BACALL,112
179,JOHN,SUVARI,192
285,FAY,WOOD,156
638,ADAM,GRANT,71
894,CAMERON,ZELLWEGER,111
94,JANE,JACKMAN,131
746,EWAN,GOODING,139
185,JULIANNE,DENCH,123
780,GROUCHO,DUNST,106
452,GENE,WILLIS,96
307,MENA,TEMPLE,53
839,VAL,BOLGER,37
217,GRETA,MALDEN,157
722,PENELOPE,MONROE,120
438,FRED,COSTNER,16
466,OLYMPIA,PFEIFFER,171
400,GRETA,MALDEN,157
921,MATTHEW,CARREY,181
785,JULIA,FAWCETT,199
312,MEG,HAWKE,97
696,GOLDIE,BRODY,39
467,GARY,PENN,73
95,JULIA,ZELLWEGER,186
590,BURT,DUKAKIS,36
967,JULIA,MCQUEEN,27
996,JULIA,MCQUEEN,27
148,JOE,SWANK,9
181,CHRISTOPHER,BERRY,91
1,MARY,KEITEL,198
666,RUSSELL,BACALL,112
592,KIM,ALLEN,145
226,ALEC,WAYNE,29
475,JIM,MOSTEL,99
476,MINNIE,KILMER,153
29,REESE,WEST,197
754,FAY,WOOD,156
884,LIZA,BERGMAN,121
584,IAN,TANDY,155
781,CAMERON,WRAY,63
817,CUBA,OLIVIER,15
980,SUSAN,DAVIS,101
433,WILL,WILSON,168
987,SCARLETT,BENING,124
991,SPENCER,DEPP,100
716,BURT,DUKAKIS,36
241,VIVIEN,BERGEN,14
338,ROCK,DUKAKIS,188
125,ANGELA,HUDSON,65
769,REESE,WEST,197
431,WALTER,TORN,102
485,WALTER,TORN,102
100,JODIE,DEGENERES,41
451,SEAN,GUINESS,90
37,GRETA,KEITEL,130
868,RICHARD,PENN,133
160,DEBBIE,AKROYD,182
685,ED,CHASE,3
549,LAURA,BRODY,159
420,NICK,STALLONE,44
512,KENNETH,TORN,94
312,ANGELA,WITHERSPOON,144
712,KIRSTEN,AKROYD,92
721,JODIE,DEGENERES,41
112,GRETA,KEITEL,130
880,VIVIEN,BASINGER,158
819,GREGORY,GOODING,191
52,GENE,MCKELLEN,177
215,MERYL,ALLEN,194
178,NATALIE,HOPKINS,50
606,DAN,STREEP,116
285,PENELOPE,PINKETT,54
521,JON,CHASE,176
920,DARYL,CRAWFORD,129
784,BEN,WILLIS,83
904,ADAM,HOPPER,132
980,PENELOPE,GUINESS,1
734,ALBERT,JOHANSSON,146
846,GRACE,MOSTEL,7
694,MILLA,PECK,33
591,NICK,STALLONE,44
967,JIM,MOSTEL,99
781,ANGELINA,ASTAIRE,76
988,MERYL,GIBSON,154
606,ROCK,DUKAKIS,188
434,JOE,SWANK,9
551,HENRY,BERRY,60
117,ANGELA,HUDSON,65
79,KEVIN,GARLAND,127
839,RIP,WINSLET,68
336,WILL,WILSON,168
912,CATE,MCQUEEN,128
967,REESE,WEST,197
398,SCARLETT,DAMON,81
233,EWAN,GOODING,139
879,THORA,TEMPLE,200
909,CATE,HARRIS,141
764,GRETA,KEITEL,130
92,WILL,WILSON,168
603,GINA,DEGENERES,107
374,SEAN,GUINESS,90
134,CAMERON,WRAY,63
488,ALEC,WAYNE,29
411,MICHAEL,BOLGER,185
137,GREG,CHAPLIN,86
100,JAYNE,NEESON,62
714,HARVEY,HOPE,161
802,GRETA,MALDEN,157
818,ED,MANSFIELD,136
682,JOHN,SUVARI,192
216,GREG,CHAPLIN,86
372,NATALIE,HOPKINS,50
280,RALPH,CRUZ,80
761,MICHAEL,BOLGER,185
261,CARY,MCCONAUGHEY,77
917,KIRK,JOVOVICH,43
927,ANNE,CRONYN,49
567,WARREN,NOLTE,108
170,EWAN,GOODING,139
415,GOLDIE,BRODY,39
809,AL,GARLAND,165
731,WHOOPI,HURT,140
915,CARMEN,HUNT,52
80,FRED,COSTNER,16
618,MICHAEL,BENING,174
938,CUBA,ALLEN,118
504,NATALIE,HOPKINS,50
335,ALEC,WAYNE,29
393,SYLVESTER,DERN,109
740,JON,CHASE,176
725,JULIANNE,DENCH,123
110,UMA,WOOD,13
398,JULIA,MCQUEEN,27
463,SYLVESTER,DERN,109
22,DARYL,WAHLBERG,95
634,MAE,HOFFMAN,79
908,BELA,WALKEN,196
13,MORGAN,MCDORMAND,114
387,MATTHEW,CARREY,181
220,GINA,DEGENERES,107
854,ZERO,CAGE,11
410,ALBERT,JOHANSSON,146
299,SISSY,SOBIESKI,31
957,CUBA,ALLEN,118
468,JAYNE,NOLTE,150
536,ELVIS,MARX,22
763,GROUCHO,DUNST,106
560,ADAM,GRANT,71
817,JUDY,DEAN,35
59,PENELOPE,CRONYN,104
377,ADAM,HOPPER,132
725,CHRIS,BRIDGES,98
969,HUMPHREY,GARLAND,184
916,REESE,WEST,197
878,GREG,CHAPLIN,86
319,LAURENCE,BULLOCK,167
40,CARY,MCCONAUGHEY,77
481,DAN,STREEP,116
816,MATTHEW,CARREY,181
426,AUDREY,BAILEY,190
603,RIVER,DEAN,143
855,SEAN,GUINESS,90
618,JOHN,SUVARI,192
943,CARY,MCCONAUGHEY,77
185,MILLA,KEITEL,74
987,FAY,WINSLET,147
7,OPRAH,KILMER,162
635,RIP,CRAWFORD,26
386,DAN,TORN,18
307,CHRISTIAN,NEESON,61
42,ED,CHASE,3
577,MENA,TEMPLE,53
267,FRANCES,DAY-LEWIS,48
368,SISSY,SOBIESKI,31
10,ALEC,WAYNE,29
553,RITA,REYNOLDS,135
94,JAYNE,NOLTE,150
344,KIRK,JOVOVICH,43
866,GROUCHO,DUNST,106
207,SPENCER,PECK,87
597,WOODY,HOFFMAN,28
62,JENNIFER,DAVIS,4
852,JUDE,CRUISE,57
824,VIVIEN,BASINGER,158
250,ANNE,CRONYN,49
175,CHRISTIAN,AKROYD,58
862,CATE,HARRIS,141
705,FRANCES,DAY-LEWIS,48
692,GREGORY,GOODING,191
606,TIM,HACKMAN,32
34,JULIA,MCQUEEN,27
912,SUSAN,DAVIS,110
27,FAY,KILMER,55
766,SANDRA,KILMER,23
122,KENNETH,TORN,94
32,RUSSELL,CLOSE,183
606,SPENCER,PECK,87
742,SCARLETT,BENING,124
794,LAURENCE,BULLOCK,167
204,ALBERT,NOLTE,125
239,RIVER,DEAN,143
381,UMA,WOOD,13
677,JAYNE,SILVERSTONE,195
153,KEVIN,BLOOM,25
695,CUBA,ALLEN,118
367,DARYL,CRAWFORD,129
473,VIVIEN,BASINGER,158
275,CUBA,OLIVIER,15
83,MATTHEW,CARREY,181
340,JOHNNY,LOLLOBRIGIDA,5
418,REESE,WEST,197
923,GREG,CHAPLIN,86
910,GENE,MCKELLEN,177
830,SPENCER,PECK,87
274,OPRAH,KILMER,162
344,WOODY,JOLIE,82
985,HUMPHREY,GARLAND,184
552,ED,MANSFIELD,136
177,MEG,HAWKE,97
212,JODIE,DEGENERES,41
1,SANDRA,PECK,30
881,CHRISTOPHER,WEST,163
4,SCARLETT,DAMON,81
231,LUCILLE,TRACY,20
126,MENA,TEMPLE,53
753,ANGELA,WITHERSPOON,144
663,VAL,BOLGER,37
569,BURT,DUKAKIS,36
239,CHRISTOPHER,WEST,163
969,CARY,MCCONAUGHEY,77
778,GENE,WILLIS,96
496,JESSICA,BAILEY,67
277,PENELOPE,GUINESS,1
571,UMA,WOOD,13
297,RENEE,BALL,187
821,CATE,HARRIS,141
878,CARMEN,HUNT,52
779,RENEE,BALL,187
96,MORGAN,WILLIAMS,137
324,HUMPHREY,WILLIS,164
589,CATE,HARRIS,141
453,ELLEN,PRESLEY,93
208,WILL,WILSON,168
881,JANE,JACKMAN,131
621,NATALIE,HOPKINS,50
325,ELLEN,PRESLEY,93
519,CUBA,BIRCH,189
927,WILL,WILSON,168
154,MILLA,PECK,33
845,MICHAEL,BOLGER,185
282,ALEC,WAYNE,29
807,HARVEY,HOPE,161
136,GINA,DEGENERES,107
823,MICHELLE,MCCONAUGHEY,70
133,GINA,DEGENERES,107
407,CATE,MCQUEEN,128
8,GENE,WILLIS,96
923,DARYL,WAHLBERG,95
738,TOM,MIRANDA,42
89,JON,CHASE,176
353,HARVEY,HOPE,161
599,ANGELA,WITHERSPOON,144
697,JAYNE,NOLTE,150
522,GENE,MCKELLEN,177
511,CHRISTOPHER,BERRY,91
254,MORGAN,MCDORMAND,114
336,HUMPHREY,GARLAND,184
852,CUBA,ALLEN,118
631,KARL,BERRY,12
412,BEN,WILLIS,83
470,JOHN,SUVARI,192
67,WILLIAM,HACKMAN,175
576,MENA,TEMPLE,53
281,SYLVESTER,DERN,109
967,SYLVESTER,DERN,109
165,GINA,DEGENERES,107
639,CHRISTIAN,NEESON,61
426,NICK,DEGENERES,166
105,ANGELA,WITHERSPOON,144
629,JAYNE,NOLTE,150
342,RALPH,CRUZ,80
520,GREG,CHAPLIN,86
984,PENELOPE,CRONYN,104
366,LUCILLE,TRACY,20
255,MATTHEW,JOHANSSON,8
573,KEVIN,GARLAND,127
321,MILLA,KEITEL,74
726,SCARLETT,BENING,124
286,MATTHEW,CARREY,181
609,GROUCHO,WILLIAMS,172
509,CHRISTOPHER,BERRY,91
967,ED,CHASE,3
118,RALPH,CRUZ,80
692,KIM,ALLEN,145
151,RUSSELL,BACALL,112
248,KENNETH,HOFFMAN,169
608,KIRK,JOVOVICH,43
445,LUCILLE,TRACY,20
127,LAURA,BRODY,159
641,PENELOPE,MONROE,120
107,EWAN,GOODING,139
397,OLYMPIA,PFEIFFER,171
830,PENELOPE,MONROE,120
639,GROUCHO,WILLIAMS,172
940,KENNETH,PESCI,88
829,MARY,TANDY,66
338,LIZA,BERGMAN,121
945,KARL,BERRY,12
963,FAY,KILMER,55
158,ANGELA,HUDSON,65
929,AUDREY,OLIVIER,34
441,JON,CHASE,176
692,MATTHEW,LEIGH,103
208,BOB,FAWCETT,19
248,CAMERON,WRAY,63
416,GRETA,KEITEL,130
1,CHRISTIAN,GABLE,10
24,GRETA,MALDEN,157
485,FAY,KILMER,55
636,ZERO,CAGE,11
62,SUSAN,DAVIS,110
343,LAURA,BRODY,159
168,MICHAEL,BENING,174
328,JADA,RYDER,142
139,FAY,WINSLET,147
657,JODIE,DEGENERES,41
71,RUSSELL,CLOSE,183
622,DAN,STREEP,116
508,CAMERON,ZELLWEGER,111
117,REESE,KILMER,45
353,MORGAN,HOPKINS,113
996,MENA,HOPPER,170
819,JOHN,SUVARI,192
261,GROUCHO,SINATRA,78
249,NICK,WAHLBERG,2
245,GARY,PENN,73
680,BEN,HARRIS,152
822,KIM,ALLEN,145
662,VAL,BOLGER,37
238,PENELOPE,MONROE,120
109,ED,GUINESS,179
322,KENNETH,TORN,94
212,CHARLIZE,DENCH,89
226,NICK,WAHLBERG,2
646,FAY,WOOD,156
744,CAMERON,ZELLWEGER,111
1,LUCILLE,TRACY,20
101,DARYL,CRAWFORD,129
730,WHOOPI,HURT,140
240,CARY,MCCONAUGHEY,77
398,KIRSTEN,PALTROW,21
752,GROUCHO,DUNST,106
229,GROUCHO,DUNST,106
364,RITA,REYNOLDS,135
186,HENRY,BERRY,60
33,ED,MANSFIELD,136
522,CHRISTOPHER,WEST,163
699,KIRSTEN,AKROYD,92
420,KEVIN,BLOOM,25
568,TOM,MIRANDA,42
433,CHRISTIAN,NEESON,61
87,WARREN,JACKMAN,119
939,WARREN,JACKMAN,119
153,JUDE,CRUISE,57
858,SIDNEY,CROWE,105
692,SCARLETT,DAMON,81
530,JULIANNE,DENCH,123
354,DAN,HARRIS,56
700,RUSSELL,BACALL,112
718,SPENCER,PECK,87
721,JENNIFER,DAVIS,4
160,MORGAN,WILLIAMS,137
719,WILLIAM,HACKMAN,175
401,PENELOPE,CRONYN,104
832,AL,GARLAND,165
800,CHRISTIAN,AKROYD,58
453,ED,CHASE,3
605,WALTER,TORN,102
872,MERYL,ALLEN,194
968,VIVIEN,BASINGER,158
825,HARVEY,HOPE,161
221,FRED,COSTNER,16
834,BURT,TEMPLE,193
364,ZERO,CAGE,11
697,MENA,TEMPLE,53
738,JUDY,DEAN,35
86,GROUCHO,SINATRA,78
503,BETTE,NICHOLSON,6
320,FAY,KILMER,55
146,NICK,DEGENERES,166
54,GENE,WILLIS,96
648,ANGELINA,ASTAIRE,76
358,MENA,TEMPLE,53
517,ROCK,DUKAKIS,188
477,CHRISTIAN,GABLE,10
682,PENELOPE,MONROE,120
3,BOB,FAWCETT,19
849,IAN,TANDY,155
171,CUBA,BIRCH,189
106,ALAN,DREYFUSS,173
160,LISA,MONROE,178
590,IAN,TANDY,155
486,HUMPHREY,GARLAND,184
874,GENE,WILLIS,96
43,CATE,HARRIS,141
627,MINNIE,KILMER,153
249,IAN,TANDY,155
428,FRANCES,DAY-LEWIS,48
607,MAE,HOFFMAN,79
674,MORGAN,HOPKINS,113
652,WOODY,HOFFMAN,28
375,JOHNNY,LOLLOBRIGIDA,5
366,NICK,DEGENERES,166
420,NATALIE,HOPKINS,50
767,CHRISTIAN,NEESON,61
281,BEN,WILLIS,83
342,ALEC,WAYNE,29
258,VIVIEN,BERGEN,14
747,MILLA,KEITEL,74
248,NATALIE,HOPKINS,50
393,ANGELA,WITHERSPOON,144
174,SYLVESTER,DERN,109
10,GRETA,MALDEN,157
508,REESE,KILMER,45
517,WARREN,NOLTE,108
799,JOHNNY,CAGE,40
378,CUBA,BIRCH,189
518,MICHAEL,BOLGER,185
46,DUSTIN,TAUTOU,59
684,DARYL,CRAWFORD,129
101,JUDE,CRUISE,57
580,NICK,DEGENERES,166
166,SALMA,NOLTE,122
180,KIRK,JOVOVICH,43
326,WALTER,TORN,102
673,TOM,MIRANDA,42
67,JULIA,FAWCETT,199
827,ED,CHASE,3
414,MICHELLE,MCCONAUGHEY,70
775,SCARLETT,BENING,124
694,VAL,BOLGER,37
339,RUSSELL,TEMPLE,149
253,AL,GARLAND,165
923,RENEE,BALL,187
579,CHRIS,DEPP,160
108,CARMEN,HUNT,52
468,RENEE,TRACY,117
500,CUBA,OLIVIER,15
757,LUCILLE,TRACY,20
112,CAMERON,STREEP,24
811,JOHNNY,LOLLOBRIGIDA,5
607,PENELOPE,CRONYN,104
429,ZERO,CAGE,11
935,SANDRA,KILMER,23
809,JEFF,SILVERSTONE,180
163,GREG,CHAPLIN,86
34,RUSSELL,BACALL,112
208,CAMERON,WRAY,63
970,VIVIEN,BERGEN,14
499,BURT,DUKAKIS,36
110,ALEC,WAYNE,29
202,KENNETH,PALTROW,69
35,HUMPHREY,GARLAND,184
993,GREGORY,GOODING,191
78,CARY,MCCONAUGHEY,77
263,FRANCES,TOMEI,126
917,MORGAN,WILLIAMS,137
567,GROUCHO,WILLIAMS,172
121,FRED,COSTNER,16
895,GEOFFREY,HESTON,151
798,JANE,JACKMAN,131
24,TOM,MIRANDA,42
286,JOHNNY,LOLLOBRIGIDA,5
849,OLYMPIA,PFEIFFER,171
790,JULIA,BARRYMORE,47
109,LISA,MONROE,178
120,ELLEN,PRESLEY,93
710,SCARLETT,DAMON,81
147,REESE,WEST,197
493,CHRISTOPHER,BERRY,91
650,ANGELINA,ASTAIRE,76
350,MARY,TANDY,66
254,UMA,WOOD,13
303,GRETA,MALDEN,157
798,KIRSTEN,PALTROW,21
566,CARY,MCCONAUGHEY,77
27,GRACE,MOSTEL,7
566,OLYMPIA,PFEIFFER,171
364,ED,MANSFIELD,136
573,JON,CHASE,176
273,OLYMPIA,PFEIFFER,171
281,KIRSTEN,PALTROW,21
697,CHARLIZE,DENCH,89
788,CUBA,ALLEN,118
49,ALAN,DREYFUSS,173
833,SANDRA,KILMER,23
255,WILL,WILSON,168
805,DARYL,CRAWFORD,129
517,ANGELA,HUDSON,65
154,LIZA,BERGMAN,121
54,DUSTIN,TAUTOU,59
434,MARY,TANDY,66
113,RUSSELL,CLOSE,183
784,LAURA,BRODY,159
982,JIM,MOSTEL,99
949,RUSSELL,CLOSE,183
185,GREGORY,GOODING,191
89,CUBA,OLIVIER,15
705,AUDREY,BAILEY,190
954,KENNETH,HOFFMAN,169
702,ANGELA,WITHERSPOON,144
850,ZERO,CAGE,11
608,SUSAN,DAVIS,101
493,AUDREY,OLIVIER,34
181,MENA,TEMPLE,53
827,WOODY,HOFFMAN,28
785,BOB,FAWCETT,19
320,RITA,REYNOLDS,135
321,GRETA,MALDEN,157
43,FRANCES,TOMEI,126
368,GROUCHO,WILLIAMS,172
866,ANGELINA,ASTAIRE,76
619,MORGAN,MCDORMAND,114
77,WHOOPI,HURT,140
909,ALBERT,JOHANSSON,146
1,WARREN,NOLTE,108
109,KIM,ALLEN,145
994,WOODY,HOFFMAN,28
267,FRED,COSTNER,16
341,LAURENCE,BULLOCK,167
280,DAN,TORN,18
145,NICK,WAHLBERG,2
65,DARYL,WAHLBERG,95
85,FRANCES,TOMEI,126
327,RIP,CRAWFORD,26
609,MATTHEW,CARREY,181
781,JAYNE,SILVERSTONE,195
26,ADAM,GRANT,71
530,MORGAN,WILLIAMS,137
333,MATTHEW,LEIGH,103
