noleggio_id,ammontare,cliente_id,pagamento_id,data_pagamento,personale_id
8101,0.99,6,161,2005-07-28 18:47:23,1
11398,3.99,6,164,2005-08-02 18:55:15,1
13451,6.99,6,169,2005-08-20 00:18:25,2
14329,7.99,6,170,2005-08-21 08:22:56,1
975,4.99,7,177,2005-05-30 21:07:15,1
2250,2.99,7,180,2005-06-18 05:03:36,1
6761,3.99,7,192,2005-07-12 15:17:42,2
10423,5.99,7,196,2005-08-01 08:19:53,1
10514,4.99,7,197,2005-08-01 11:39:26,1
10644,4.99,7,198,2005-08-01 15:52:00,2
12367,8.99,7,201,2005-08-18 07:57:14,1
13476,2.99,7,204,2005-08-20 01:06:04,1
3114,4.99,8,210,2005-06-20 17:57:47,2
8809,1.99,8,220,2005-07-29 21:42:49,1
10561,2.99,8,223,2005-08-01 13:05:35,2
15764,2.99,8,229,2005-08-23 13:05:10,1
877,0.99,9,232,2005-05-30 05:48:59,2
3262,4.99,9,235,2005-06-21 04:08:43,2
7616,0.99,9,242,2005-07-28 00:15:26,2
9043,4.99,9,244,2005-07-30 06:34:07,1
12652,4.99,9,251,2005-08-18 18:48:58,2
2222,3.99,10,257,2005-06-18 03:26:23,2
3790,3.99,10,260,2005-07-06 14:13:45,2
4042,4.99,10,261,2005-07-07 03:06:40,2
5068,2.99,10,264,2005-07-09 04:53:18,2
5905,2.99,10,266,2005-07-10 20:41:09,1
8188,4.99,10,269,2005-07-28 22:34:12,2
12031,2.99,10,274,2005-08-17 20:11:35,2
12400,2.99,10,275,2005-08-18 09:19:12,2
13917,2.99,10,277,2005-08-20 16:43:28,2
15370,5.99,10,278,2005-08-22 21:59:29,1
8950,9.99,11,292,2005-07-30 03:17:13,1
9292,6.99,11,293,2005-07-30 16:08:21,2
11166,6.99,11,295,2005-08-02 10:14:58,2
13572,0.99,11,298,2005-08-20 05:07:27,2
15120,0.99,11,300,2005-08-22 12:42:47,1
988,4.99,12,303,2005-05-30 23:08:03,1
2434,5.99,12,306,2005-06-18 18:11:51,2
2623,4.99,12,308,2005-06-19 08:11:51,2
3411,0.99,12,310,2005-06-21 16:31:27,1
5071,0.99,12,312,2005-07-09 05:00:39,1
5111,0.99,12,314,2005-07-09 07:02:19,2
7008,0.99,12,317,2005-07-27 01:44:03,2
9166,4.99,12,320,2005-07-30 11:26:28,2
9627,5.99,12,322,2005-07-31 04:42:46,1
12604,4.99,12,326,2005-08-18 16:58:48,1
15993,0.99,12,330,2005-08-23 20:28:44,1
1933,2.99,13,331,2005-06-17 06:54:42,1
6118,8.99,13,336,2005-07-11 07:43:08,1
8277,2.99,13,341,2005-07-29 01:38:53,1
11292,4.99,13,348,2005-08-02 14:58:41,1
11315,0.99,13,349,2005-08-02 16:05:17,2
11761,5.99,13,350,2005-08-17 09:44:59,2
15338,4.99,13,357,2005-08-22 20:51:24,1
1360,4.99,14,363,2005-06-15 13:32:15,2
5317,7.99,14,367,2005-07-09 16:10:25,2
9438,4.99,14,374,2005-07-30 21:36:15,2
9592,2.99,14,375,2005-07-31 03:21:16,1
10526,6.99,14,377,2005-08-01 11:55:33,2
11528,3.99,14,379,2005-08-17 00:27:23,2
13757,4.99,14,381,2005-08-20 11:20:12,1
3550,7.99,15,389,2005-07-06 02:29:21,1
4127,5.99,15,390,2005-07-07 07:26:19,1
9987,2.99,15,397,2005-07-31 17:22:35,1
11118,2.99,15,398,2005-08-02 08:44:18,1
11341,2.99,15,401,2005-08-02 17:09:24,2
12272,2.99,15,403,2005-08-18 04:39:10,2
12551,2.99,15,404,2005-08-18 14:46:26,2
12635,2.99,15,405,2005-08-18 18:00:23,1
13677,3.99,15,410,2005-08-20 08:34:41,2
13798,3.98,15,416,2006-02-14 15:16:03,1
1017,2.99,16,421,2005-05-31 02:53:36,1
1944,7.99,16,423,2005-06-17 07:50:53,1
8452,5.99,16,434,2005-07-29 07:45:00,2
9158,0.99,16,435,2005-07-30 11:12:03,2
287,2.99,17,447,2005-05-26 19:44:54,2
5714,3.99,17,453,2005-07-10 10:46:57,1
8076,8.99,17,456,2005-07-28 17:45:58,2
14326,2.99,17,465,2005-08-21 08:15:41,2
116,4.99,18,469,2005-05-25 19:27:51,1
692,4.99,18,470,2005-05-29 01:32:10,1
4923,3.99,18,477,2005-07-08 21:44:39,2
6846,0.99,18,479,2005-07-12 19:20:45,1
10682,4.99,18,484,2005-08-01 17:32:53,1
18,0.99,19,490,2005-05-25 01:10:47,2
337,2.99,19,493,2005-05-27 03:22:30,1
591,2.99,19,494,2005-05-28 13:11:04,2
2848,2.99,19,497,2005-06-19 22:55:37,1
3549,4.99,19,499,2005-07-06 02:24:55,2
9256,0.99,19,502,2005-07-30 14:29:29,1
11508,8.99,19,505,2005-08-16 23:27:36,2
12211,9.99,19,507,2005-08-18 02:31:18,1
13718,8.99,19,509,2005-08-20 09:53:44,1
13804,8.99,19,510,2005-08-20 12:46:32,2
14101,4.99,19,511,2005-08-21 00:33:03,1
546,1.99,20,516,2005-05-28 07:16:25,2
4011,3.99,20,521,2005-07-07 00:48:25,2
9468,3.99,20,530,2005-07-30 22:53:52,2
10954,1.99,20,533,2005-08-02 03:30:24,1
13317,2.99,20,538,2005-08-19 19:25:42,2
570,0.99,21,546,2005-05-28 10:15:04,1
2393,2.99,21,549,2005-06-18 15:37:55,1
9149,0.99,21,559,2005-07-30 10:45:12,2
9699,5.99,21,560,2005-07-31 07:29:25,1
10570,4.99,21,561,2005-08-01 13:23:06,2
11072,0.99,21,563,2005-08-02 07:10:57,2
12774,6.99,21,567,2005-08-18 23:34:22,1
13411,4.99,21,570,2005-08-19 22:43:38,1
3419,2.99,22,582,2005-06-21 17:18:01,1
5815,2.99,22,585,2005-07-10 15:48:19,1
7705,7.99,22,587,2005-07-28 04:02:58,1
9580,4.99,22,589,2005-07-31 03:01:11,1
15589,6.99,22,597,2005-08-23 06:03:31,1
2827,0.99,23,605,2005-06-19 20:50:01,1
3461,2.99,23,608,2005-06-21 21:49:18,1
8015,2.99,23,616,2005-07-28 15:33:03,1
9718,3.99,23,620,2005-07-31 08:25:03,2
10132,6.99,23,621,2005-07-31 21:50:24,1
13331,4.99,23,625,2005-08-19 20:00:25,2
13429,6.99,23,626,2005-08-19 23:25:37,2
13511,0.99,23,627,2005-08-20 02:21:40,2
13557,0.99,23,628,2005-08-20 04:12:41,2
1077,2.99,24,632,2005-05-31 10:22:54,2
2451,5.99,24,636,2005-06-18 19:28:02,1
8947,4.99,24,644,2005-07-30 03:15:37,1
11209,2.99,24,648,2005-08-02 12:09:45,1
12165,8.99,24,650,2005-08-18 00:53:37,2
13058,4.99,24,653,2005-08-19 09:40:53,2
15357,4.99,24,655,2005-08-22 21:28:59,2
1338,4.99,25,658,2005-06-15 12:17:34,1
2625,8.99,25,661,2005-06-19 08:23:11,2
2901,4.99,25,662,2005-06-20 02:41:28,1
5881,2.99,25,667,2005-07-10 19:19:43,1
8878,0.99,25,671,2005-07-30 00:15:57,2
9922,2.99,25,674,2005-07-31 14:59:37,2
10324,5.99,25,676,2005-08-01 04:49:06,1
2093,9.99,26,689,2005-06-17 18:14:08,1
2532,4.99,26,692,2005-06-19 01:27:46,1
2745,4.99,26,693,2005-06-19 16:21:19,1
4382,4.99,26,696,2005-07-07 20:41:03,1
4641,6.99,26,700,2005-07-08 09:09:46,1
5437,2.99,26,701,2005-07-09 21:32:29,1
6149,1.99,26,702,2005-07-11 09:19:31,1
6243,2.99,26,703,2005-07-11 14:53:25,2
9484,0.99,26,706,2005-07-30 23:31:40,1
10996,3.99,26,708,2005-08-02 04:48:11,1
11338,0.99,26,710,2005-08-02 17:00:12,1
11744,5.99,26,711,2005-08-17 08:54:30,1
15384,2.99,26,717,2005-08-22 22:34:44,1
787,2.99,27,719,2005-05-29 16:03:03,2
2512,2.99,27,724,2005-06-18 23:48:47,2
3420,3.99,27,727,2005-06-21 17:22:36,2
4038,0.99,27,728,2005-07-07 02:52:53,2
4510,5.99,27,729,2005-07-08 02:34:51,1
10852,4.99,27,741,2005-08-02 00:00:33,1
388,2.99,28,750,2005-05-27 10:37:27,2
2299,3.99,28,754,2005-06-18 08:18:52,2
5817,5.99,28,761,2005-07-10 15:49:12,1
8901,2.99,28,766,2005-07-30 01:07:12,1
9705,4.99,28,769,2005-07-31 07:40:33,2
10116,2.99,28,770,2005-07-31 21:14:02,2
10294,6.99,28,771,2005-08-01 03:48:12,2
11856,3.99,28,773,2005-08-17 13:44:49,1
12190,2.99,28,774,2005-08-18 01:54:44,2
13783,4.99,28,777,2005-08-20 12:11:03,2
2655,0.99,29,783,2005-06-19 10:38:42,1
2735,2.99,29,786,2005-06-19 15:42:07,1
4313,0.99,29,791,2005-07-07 17:36:56,1
4535,0.99,29,792,2005-07-08 03:40:46,2
5857,1.99,29,794,2005-07-10 17:59:29,1
10543,5.99,29,801,2005-08-01 12:36:09,1
10899,1.99,29,802,2005-08-02 01:30:21,2
13777,2.99,29,811,2005-08-20 12:03:35,2
15577,0.99,29,817,2006-02-14 15:16:03,2
2730,2.99,30,821,2005-06-19 15:10:09,2
3964,4.99,30,822,2005-07-06 22:23:02,1
4642,2.99,30,824,2005-07-08 09:13:28,2
5028,5.99,30,825,2005-07-09 02:34:45,2
6359,2.99,30,830,2005-07-11 21:06:17,2
7769,4.99,30,832,2005-07-28 06:45:23,2
8641,2.99,30,836,2005-07-29 14:37:30,1
9551,0.99,30,838,2005-07-31 02:04:58,2
10235,6.99,30,841,2005-08-01 01:57:48,1
12758,0.99,30,844,2005-08-18 22:58:34,2
13435,0.99,30,845,2005-08-19 23:35:44,1
15829,2.99,30,851,2005-08-23 15:17:14,2
1656,4.99,31,852,2005-06-16 10:05:40,2
1838,1.99,31,853,2005-06-16 23:20:16,1
2396,7.99,31,856,2005-06-18 15:49:48,1
2438,0.99,31,857,2005-06-18 18:34:21,2
3205,0.99,31,862,2005-06-21 00:38:47,1
3701,4.99,31,863,2005-07-06 10:12:45,1
6580,4.99,31,868,2005-07-12 06:26:10,2
7000,1.99,31,869,2005-07-27 01:23:24,1
12085,4.99,31,874,2005-08-17 22:17:09,2
15816,6.99,31,877,2005-08-23 14:58:06,2
2624,5.99,32,883,2005-06-19 08:22:09,2
2891,1.99,32,884,2005-06-20 02:02:05,2
4771,2.99,32,887,2005-07-08 15:33:32,2
4899,0.99,32,888,2005-07-08 20:37:11,2
5307,9.99,32,889,2005-07-09 15:57:15,1
8914,2.99,32,899,2005-07-30 01:42:03,2
13736,8.99,32,903,2005-08-20 10:31:23,1
3173,8.99,33,909,2005-06-20 22:21:10,2
9040,4.99,33,915,2005-07-30 06:31:45,1
9254,1.99,33,917,2005-07-30 14:26:11,1
10335,2.99,33,918,2005-08-01 04:59:30,2
12277,0.99,33,927,2006-02-14 15:16:03,1
5918,5.99,34,935,2005-07-10 21:32:06,2
7124,2.99,34,937,2005-07-27 06:09:30,2
11505,2.99,34,943,2005-08-16 23:18:47,1
11701,4.99,34,944,2005-08-17 07:15:47,2
12599,2.99,34,946,2005-08-18 16:42:45,1
47,3.99,35,952,2005-05-25 06:05:20,2
1989,2.99,35,955,2005-06-17 10:47:24,1
2229,4.99,35,956,2005-06-18 03:50:18,1
5963,0.99,35,966,2005-07-10 23:47:08,1
6565,4.99,35,969,2005-07-12 05:39:50,1
8822,6.99,35,972,2005-07-29 22:20:21,1
11452,7.99,35,977,2005-08-02 20:59:52,1
13735,2.99,35,980,2005-08-20 10:31:01,1
716,0.99,36,985,2005-05-29 04:35:29,1
2741,0.99,36,986,2005-06-19 16:05:41,2
4135,0.99,36,987,2005-07-07 08:15:03,2
4762,4.99,36,989,2005-07-08 14:54:42,2
6030,0.99,36,991,2005-07-11 02:37:51,2
7647,0.99,36,993,2005-07-28 01:35:17,1
10963,0.99,36,1002,2005-08-02 03:48:17,1
13674,4.99,36,1008,2005-08-20 08:30:54,1
15657,4.99,36,1010,2005-08-23 08:42:40,2
1812,1.99,37,1014,2005-06-16 21:08:46,2
13046,7.99,37,1024,2005-08-19 09:21:10,1
14084,0.99,37,1029,2005-08-20 23:42:46,1
14532,2.99,37,1030,2005-08-21 15:15:03,2
15904,0.99,37,1032,2005-08-23 17:32:19,1
4644,4.99,38,1042,2005-07-08 09:14:29,2
5460,2.99,38,1044,2005-07-09 22:46:14,2
8924,3.99,38,1052,2005-07-30 02:08:58,2
9621,4.99,38,1055,2005-07-31 04:21:08,1
10524,6.99,38,1057,2005-08-01 11:53:12,2
11049,3.99,38,1058,2005-08-02 06:15:40,2
11344,2.99,38,1059,2005-08-02 17:13:26,1
12187,1.99,38,1062,2005-08-18 01:45:50,2
1625,5.99,39,1068,2005-06-16 07:49:08,1
4419,5.99,39,1074,2005-07-07 22:06:24,1
10126,0.99,39,1088,2005-07-31 21:36:07,1
10630,0.99,39,1091,2005-08-01 15:34:46,2
15124,5.99,39,1096,2005-08-22 12:51:38,2
128,4.99,40,1097,2005-05-25 21:19:53,1
3428,0.99,40,1101,2005-06-21 18:39:34,1
5869,5.99,40,1104,2005-07-10 18:40:09,1
10442,2.99,40,1113,2005-08-01 08:58:08,1
12396,9.99,40,1116,2005-08-18 09:11:23,2
12877,2.99,40,1117,2005-08-19 03:16:58,2
13840,5.99,40,1120,2005-08-20 14:23:20,1
15193,2.99,40,1123,2005-08-22 16:06:49,1
2563,4.99,41,1124,2005-06-19 03:24:17,1
4543,4.99,41,1128,2005-07-08 04:06:55,1
4575,2.99,41,1129,2005-07-08 05:49:14,1
1534,0.99,42,1150,2005-06-16 00:49:32,2
2056,2.99,42,1151,2005-06-17 15:27:33,2
2170,3.99,42,1152,2005-06-17 23:57:34,1
6799,2.99,42,1159,2005-07-12 16:52:13,1
7405,3.99,42,1161,2005-07-27 16:25:11,1
8852,3.99,42,1167,2005-07-29 23:30:03,2
8915,3.99,42,1168,2005-07-30 01:42:09,2
14461,7.99,42,1175,2005-08-21 12:50:33,1
652,4.99,43,1180,2005-05-28 20:08:47,1
9204,4.99,43,1193,2005-07-30 12:43:58,1
15800,6.99,43,1199,2005-08-23 14:23:44,2
15945,2.99,43,1200,2005-08-23 18:51:41,2
721,0.99,44,1206,2005-05-29 05:28:47,2
904,2.99,44,1207,2005-05-30 10:19:42,1
4723,9.99,44,1213,2005-07-08 12:44:59,2
5787,8.99,44,1215,2005-07-10 14:08:49,1
11364,2.99,44,1222,2005-08-02 17:53:36,1
12790,6.99,44,1225,2005-08-19 00:16:54,1
13428,4.99,44,1228,2006-02-14 15:16:03,2
277,2.99,45,1229,2005-05-26 17:32:11,2
3391,3.99,45,1233,2005-06-21 15:11:02,1
6001,0.99,45,1239,2005-07-11 01:24:44,2
7436,2.99,45,1242,2005-07-27 17:39:12,1
10507,2.99,45,1244,2005-08-01 11:22:20,1
11029,4.99,45,1247,2005-08-02 05:51:10,1
11725,2.99,45,1250,2005-08-17 08:09:00,1
1214,4.99,46,1260,2005-06-15 03:18:40,2
10088,2.99,46,1273,2005-07-31 20:16:21,1
10428,4.99,46,1274,2005-08-01 08:30:11,2
10803,4.99,46,1275,2005-08-01 22:22:07,1
10827,5.99,46,1276,2005-08-01 23:13:00,1
15708,0.99,46,1288,2005-08-23 10:35:51,1
15758,5.99,46,1289,2005-08-23 12:47:26,1
175,3.99,47,1290,2005-05-26 03:46:26,2
1882,4.99,47,1293,2005-06-17 03:17:21,1
2307,6.99,47,1294,2005-06-18 08:34:59,1
11126,0.99,47,1306,2005-08-02 08:59:04,1
14397,0.99,47,1310,2005-08-21 10:25:56,1
72,0.99,48,1312,2005-05-25 10:52:13,2
1689,9.99,48,1315,2005-06-16 12:18:41,2
6498,3.99,48,1320,2005-07-12 03:05:38,2
7920,2.99,48,1321,2005-07-28 12:01:19,1
239,3.99,49,1330,2005-05-26 12:30:26,1
846,2.99,49,1331,2005-05-30 01:17:45,2
1237,9.99,49,1334,2005-06-15 04:44:10,2
6279,6.99,49,1342,2005-07-11 16:26:07,1
10144,4.99,49,1350,2005-07-31 22:13:52,1
763,4.99,50,1357,2005-05-29 11:32:15,1
794,4.99,50,1358,2005-05-29 16:44:11,1
3169,2.99,50,1365,2005-06-20 21:55:54,2
5681,9.99,50,1369,2005-07-10 08:48:39,2
6634,0.99,50,1371,2005-07-12 09:37:18,2
9179,0.99,50,1377,2005-07-30 12:02:41,2
10485,7.99,50,1384,2005-08-01 10:20:34,2
12766,6.99,50,1386,2005-08-18 23:25:20,1
14054,4.99,50,1388,2005-08-20 22:17:01,1
15138,2.99,50,1389,2005-08-22 13:36:30,2
119,4.99,51,1392,2005-05-25 19:37:02,2
3525,9.99,51,1397,2005-07-06 01:02:39,1
5230,2.99,51,1398,2005-07-09 12:30:23,1
5304,5.99,51,1399,2005-07-09 15:48:06,2
5606,4.99,51,1401,2005-07-10 05:07:55,1
8495,4.99,51,1405,2005-07-29 09:05:06,1
8880,0.99,51,1407,2005-07-30 00:16:55,1
10780,2.99,51,1410,2005-08-01 21:14:24,1
11302,2.99,51,1412,2005-08-02 15:38:03,1
12184,0.99,51,1415,2005-08-18 01:36:00,1
5308,0.99,52,1431,2005-07-09 15:58:38,1
7438,5.99,52,1436,2005-07-27 17:40:40,2
7627,4.99,52,1437,2005-07-28 00:56:47,2
8686,4.99,52,1438,2005-07-29 16:17:49,1
9029,4.99,52,1439,2005-07-30 06:03:11,1
9797,4.99,52,1441,2005-07-31 10:53:44,2
14822,5.99,52,1450,2005-08-22 01:21:14,1
15891,5.99,52,1452,2005-08-23 17:00:12,2
783,5.99,53,1457,2005-05-29 14:41:18,2
856,9.99,53,1458,2005-05-30 02:01:21,2
1964,0.99,53,1460,2005-06-17 09:10:09,1
2388,2.99,53,1461,2005-06-18 15:26:30,1
3140,2.99,53,1463,2005-06-20 19:47:12,2
3244,0.99,53,1464,2005-06-21 03:01:10,2
5185,2.99,53,1467,2005-07-09 10:14:39,2
7699,4.99,53,1469,2005-07-28 03:52:21,1
9343,4.99,53,1470,2005-07-30 18:13:13,1
10594,3.99,53,1472,2005-08-01 14:14:59,1
14671,4.99,53,1480,2005-08-21 19:59:30,1
11657,7.98,53,1482,2006-02-14 15:16:03,2
198,4.99,54,1484,2005-05-26 07:03:49,2
1556,4.99,54,1487,2005-06-16 02:19:02,1
1571,2.99,54,1488,2005-06-16 03:22:00,1
4657,4.99,54,1491,2005-07-08 09:51:02,2
5929,2.99,54,1493,2005-07-10 21:59:29,1
6813,0.99,54,1497,2005-07-12 18:03:50,1
8992,4.99,54,1498,2005-07-30 04:44:18,2
10489,5.99,54,1499,2005-08-01 10:27:42,2
10882,5.99,54,1500,2005-08-02 00:47:16,2
10956,4.99,54,1501,2005-08-02 03:33:14,1
12872,0.99,54,1507,2005-08-19 02:57:37,2
15567,4.99,54,1512,2005-08-23 05:20:36,1
555,4.99,55,1513,2005-05-28 08:31:14,1
1027,9.99,55,1514,2005-05-31 03:46:19,1
1825,2.99,55,1516,2005-06-16 21:53:05,2
11287,1.99,55,1528,2005-08-02 14:49:51,2
14667,2.99,55,1533,2005-08-21 19:51:11,1
2140,0.99,56,1540,2005-06-17 21:40:29,1
2485,4.99,56,1541,2005-06-18 21:26:03,1
2989,0.99,56,1542,2005-06-20 08:59:37,1
3771,2.99,56,1544,2005-07-06 13:19:34,2
4097,3.99,56,1545,2005-07-07 06:10:55,1
5142,4.99,56,1547,2005-07-09 08:05:23,1
10946,4.99,56,1554,2005-08-02 03:20:39,1
12537,1.99,56,1557,2005-08-18 14:06:39,2
14534,0.99,56,1562,2005-08-21 15:16:29,2
15702,7.99,56,1563,2005-08-23 10:23:28,2
15714,4.99,56,1564,2006-02-14 15:16:03,2
6482,4.99,57,1577,2005-07-12 01:50:21,2
6649,4.99,57,1579,2005-07-12 10:51:09,2
9136,0.99,57,1582,2005-07-30 10:07:20,2
9703,0.99,57,1584,2005-07-31 07:34:52,1
9812,2.99,57,1585,2005-07-31 11:28:07,2
13743,0.99,57,1589,2005-08-20 10:51:27,2
230,0.99,58,1593,2005-05-26 11:31:50,1
8853,0.99,58,1604,2005-07-29 23:34:21,1
9561,2.99,58,1605,2005-07-31 02:22:13,2
10068,4.99,58,1607,2005-07-31 19:39:38,1
11416,6.99,58,1610,2005-08-02 19:44:04,1
14305,5.99,58,1616,2005-08-21 07:29:05,2
951,2.99,59,1621,2005-05-30 16:10:35,2
1728,3.99,59,1624,2005-06-16 15:29:29,1
2921,3.99,59,1625,2005-06-20 04:13:04,1
5195,8.99,59,1630,2005-07-09 10:39:31,2
11396,4.99,59,1637,2005-08-02 18:48:29,2
13573,2.99,59,1640,2005-08-20 05:10:14,1
13921,4.99,59,1641,2005-08-20 16:57:11,2
7331,3.99,60,1656,2005-07-27 13:57:50,1
7494,0.99,60,1657,2005-07-27 19:56:31,1
9356,4.99,60,1658,2005-07-30 18:36:24,1
9761,4.99,60,1659,2005-07-31 09:31:54,1
12489,9.98,60,1670,2006-02-14 15:16:03,2
1157,0.99,61,1672,2005-05-31 22:47:45,1
7071,1.99,61,1674,2005-07-27 04:01:15,2
8075,4.99,61,1676,2005-07-28 17:37:28,2
3843,2.99,62,1695,2005-07-06 16:35:40,2
10080,0.99,62,1699,2005-07-31 20:07:10,2
11297,5.99,62,1701,2005-08-02 15:22:47,1
13512,8.99,62,1703,2005-08-20 02:27:13,2
14574,1.99,62,1704,2005-08-21 16:50:34,2
15464,6.99,62,1707,2005-08-23 01:15:18,1
3923,8.99,63,1710,2005-07-06 20:34:10,2
5788,4.99,63,1713,2005-07-10 14:10:22,2
9546,4.99,63,1719,2005-07-31 01:47:40,1
15229,2.99,63,1733,2005-08-22 17:30:25,1
587,0.99,64,1735,2005-05-28 12:05:33,1
1335,0.99,64,1737,2005-06-15 11:51:30,2
3982,0.99,64,1739,2005-07-06 23:14:16,2
4288,4.99,64,1740,2005-07-07 15:38:25,1
4971,5.99,64,1743,2005-07-08 23:54:49,2
9924,3.99,64,1757,2005-07-31 15:04:57,1
12409,0.99,64,1761,2005-08-18 09:43:58,1
14167,5.99,64,1764,2005-08-21 02:59:48,1
13333,4.99,64,1766,2006-02-14 15:16:03,2
3535,4.99,65,1771,2005-07-06 01:32:46,1
4635,3.99,65,1773,2005-07-08 08:42:40,2
8404,5.99,65,1778,2005-07-29 06:27:01,2
9293,3.99,65,1779,2005-07-30 16:12:28,1
11100,5.99,65,1780,2005-08-02 08:08:00,2
11461,4.99,65,1782,2005-08-02 21:35:00,2
11845,2.99,65,1783,2005-08-17 13:16:38,2
12114,7.99,65,1784,2005-08-17 23:02:00,1
13692,0.99,65,1786,2005-08-20 09:07:52,2
14140,6.99,65,1787,2005-08-21 02:04:57,2
1236,2.99,66,1790,2005-06-15 04:34:27,1
4088,2.99,66,1799,2005-07-07 05:31:55,2
5915,0.99,66,1803,2005-07-10 21:12:16,2
6402,3.99,66,1806,2005-07-11 22:46:10,1
12699,0.99,66,1815,2005-08-18 20:20:59,1
14123,2.99,66,1817,2005-08-21 01:31:25,2
2542,3.99,67,1826,2005-06-19 02:08:39,1
2810,0.99,67,1827,2005-06-19 19:44:12,2
5399,2.99,67,1830,2005-07-09 19:52:44,2
7277,5.99,67,1833,2005-07-27 11:48:37,2
7895,0.99,67,1834,2005-07-28 10:57:15,2
2662,4.99,68,1848,2005-06-19 10:53:42,2
2686,2.99,68,1849,2005-06-19 12:44:20,1
3598,0.99,68,1850,2005-07-06 05:11:04,1
3801,4.99,68,1851,2005-07-06 15:05:50,2
4925,3.99,68,1854,2005-07-08 21:56:00,1
9642,4.99,68,1858,2005-07-31 05:33:57,2
584,4.99,69,1867,2005-05-28 11:49:00,2
3883,8.99,69,1871,2005-07-06 18:39:38,1
8649,6.99,69,1878,2005-07-29 14:57:33,2
13023,5.99,69,1886,2005-08-19 08:13:54,1
15547,2.99,69,1890,2005-08-23 04:25:50,1
2472,4.99,70,1893,2005-06-18 20:32:40,1
8550,0.99,70,1899,2005-07-29 11:12:37,2
8747,2.99,70,1900,2005-07-29 19:07:57,1
15616,3.99,70,1909,2005-08-23 07:06:38,1
272,9.99,71,1911,2005-05-26 16:27:11,1
2374,4.99,71,1913,2005-06-18 14:44:06,1
4614,4.99,71,1915,2005-07-08 07:45:17,2
5358,3.99,71,1917,2005-07-09 18:09:21,2
5770,4.99,71,1919,2005-07-10 13:21:28,1
5814,4.99,71,1920,2005-07-10 15:46:50,2
7550,4.99,71,1924,2005-07-27 21:55:07,1
8783,3.99,71,1930,2005-07-29 20:31:28,1
8789,4.99,71,1931,2005-07-29 20:47:27,1
12417,4.99,71,1933,2005-08-18 09:57:00,1
785,4.99,72,1940,2005-05-29 15:08:41,2
1047,0.99,72,1942,2005-05-31 06:45:57,2
3700,0.99,72,1944,2005-07-06 10:12:19,1
5424,0.99,72,1947,2005-07-09 20:59:09,1
5840,4.99,72,1948,2005-07-10 17:09:09,1
8228,4.99,72,1950,2005-07-29 00:08:58,2
9648,4.99,72,1953,2005-07-31 05:46:03,2
11206,6.99,72,1955,2005-08-02 11:58:03,2
11630,2.99,72,1957,2005-08-17 04:27:46,1
11923,2.99,72,1959,2005-08-17 16:21:47,1
7590,4.99,73,1979,2005-07-27 23:24:24,1
9212,2.99,73,1982,2005-07-30 13:03:13,1
11155,0.99,73,1986,2005-08-02 09:55:28,2
11349,4.99,73,1987,2005-08-02 17:21:49,2
16002,2.99,73,1992,2005-08-23 20:47:12,2
2517,0.99,74,1996,2005-06-19 00:11:26,2
5603,2.99,74,2001,2005-07-10 05:04:54,2
5917,4.99,74,2002,2005-07-10 21:30:22,2
9112,4.99,74,2007,2005-07-30 09:06:31,2
10624,0.99,74,2009,2005-08-01 15:27:05,1
12477,3.99,74,2011,2005-08-18 12:25:01,2
