assays_assay_id,assays_src_id,assays_relationship_type,assays_assay_test_type,assays_assay_tax_id,assays_src_assay_id,assays_curated_by,assays_chembl_id,assays_doc_id,assays_assay_organism,assays_variant_id,assays_assay_subcellular_fraction,assays_tid,assays_confidence_score,assays_cell_id,assays_bao_format,assays_tissue_id
7558,1,N,In vivo,10116.0,,Intermediate,CHEMBL876598,4891,Rattus norvegicus,,,50597,1,,BAO_0000218,
7559,1,N,In vivo,10116.0,,Intermediate,CHEMBL621131,429,Rattus norvegicus,,,50597,1,,BAO_0000218,
7560,1,N,In vivo,10116.0,,Intermediate,CHEMBL621132,5656,Rattus norvegicus,,,50597,1,,BAO_0000218,
7561,1,N,In vivo,10116.0,,Intermediate,CHEMBL621133,4413,Rattus norvegicus,,,50597,1,,BAO_0000218,
7562,1,N,In vivo,10116.0,,Expert,CHEMBL621312,3598,Rattus norvegicus,,,50597,1,,BAO_0000218,
7563,1,N,,10116.0,,Intermediate,CHEMBL621313,17267,Rattus norvegicus,,,50597,1,,BAO_0000218,
7564,1,N,,10116.0,,Intermediate,CHEMBL621314,4727,Rattus norvegicus,,,50597,1,,BAO_0000218,178.0
7565,1,N,In vivo,10116.0,,Intermediate,CHEMBL621315,17651,Rattus norvegicus,,,50597,1,,BAO_0000218,
7566,1,N,In vivo,10116.0,,Intermediate,CHEMBL621316,17651,Rattus norvegicus,,,50597,1,,BAO_0000218,
7567,1,N,,10116.0,,Intermediate,CHEMBL621317,401,Rattus norvegicus,,,50597,1,,BAO_0000218,
7568,1,N,,10116.0,,Intermediate,CHEMBL621318,4942,Rattus norvegicus,,,50597,1,,BAO_0000218,
7569,1,N,In vivo,10116.0,,Intermediate,CHEMBL621319,17735,Rattus norvegicus,,,50597,1,,BAO_0000218,
7570,1,N,In vivo,10116.0,,Intermediate,CHEMBL621377,6056,Rattus norvegicus,,,50597,1,,BAO_0000218,
7571,1,N,,10116.0,,Intermediate,CHEMBL621378,5213,Rattus norvegicus,,,50597,1,,BAO_0000218,
7572,1,N,In vivo,10116.0,,Intermediate,CHEMBL876599,6616,Rattus norvegicus,,,50597,1,,BAO_0000218,
7573,1,N,In vivo,10116.0,,Intermediate,CHEMBL621379,5937,Rattus norvegicus,,,50597,1,,BAO_0000218,
7574,1,N,,10116.0,,Intermediate,CHEMBL621380,5819,Rattus norvegicus,,,50597,1,,BAO_0000218,1969.0
7575,1,N,,10116.0,,Intermediate,CHEMBL621381,5819,Rattus norvegicus,,,50597,1,,BAO_0000218,1969.0
7576,1,N,,10116.0,,Intermediate,CHEMBL618515,6803,Rattus norvegicus,,,50597,1,,BAO_0000218,
7577,1,N,In vivo,10116.0,,Intermediate,CHEMBL618516,17804,Rattus norvegicus,,,50597,1,,BAO_0000218,
7578,1,N,In vivo,10116.0,,Intermediate,CHEMBL618517,17804,Rattus norvegicus,,,50597,1,,BAO_0000218,
7579,1,N,,10116.0,,Intermediate,CHEMBL618518,5948,Rattus norvegicus,,,50597,1,,BAO_0000218,
7580,1,N,In vivo,10116.0,,Intermediate,CHEMBL618519,1916,Rattus norvegicus,,,50597,1,,BAO_0000218,
7581,1,N,In vivo,10116.0,,Intermediate,CHEMBL618698,1916,Rattus norvegicus,,,50597,1,,BAO_0000218,
7582,1,N,In vivo,10116.0,,Intermediate,CHEMBL618862,1916,Rattus norvegicus,,,50597,1,,BAO_0000218,
7583,1,N,In vivo,10116.0,,Intermediate,CHEMBL618863,4890,Rattus norvegicus,,,50597,1,,BAO_0000218,
7584,1,N,In vivo,10116.0,,Intermediate,CHEMBL618864,17764,Rattus norvegicus,,,50597,1,,BAO_0000218,
7585,1,N,In vivo,10116.0,,Intermediate,CHEMBL618865,4727,Rattus norvegicus,,,50597,1,,BAO_0000218,
7586,1,N,In vivo,10116.0,,Intermediate,CHEMBL618866,17509,Rattus norvegicus,,,50597,1,,BAO_0000218,
7587,1,N,In vivo,10116.0,,Intermediate,CHEMBL618867,17509,Rattus norvegicus,,,50597,1,,BAO_0000218,
7588,1,N,,10116.0,,Intermediate,CHEMBL875828,6597,Rattus norvegicus,,,50597,1,,BAO_0000218,
7589,1,N,In vivo,10116.0,,Intermediate,CHEMBL618868,17735,Rattus norvegicus,,,50597,1,,BAO_0000218,
7590,1,N,,10116.0,,Intermediate,CHEMBL618869,6597,Rattus norvegicus,,,50597,1,,BAO_0000218,
7591,1,N,In vivo,10116.0,,Intermediate,CHEMBL618870,17670,Rattus norvegicus,,,50597,1,,BAO_0000218,
7592,1,N,,10116.0,,Intermediate,CHEMBL618871,1696,Rattus norvegicus,,,50597,1,,BAO_0000218,1969.0
7593,1,N,,10116.0,,Intermediate,CHEMBL618872,1742,Rattus norvegicus,,,50597,1,,BAO_0000218,1969.0
7594,1,N,,10116.0,,Intermediate,CHEMBL873816,17800,Rattus norvegicus,,,50597,1,,BAO_0000218,
7595,1,U,,,,Autocuration,CHEMBL618873,12923,,,,22224,0,,BAO_0000218,
7596,1,U,,,,Autocuration,CHEMBL621602,11954,,,,22224,0,,BAO_0000019,
7597,1,U,,,,Autocuration,CHEMBL621603,11954,,,,22224,0,,BAO_0000218,
7598,1,U,,,,Autocuration,CHEMBL621604,11954,,,,22224,0,,BAO_0000218,
7599,1,U,,,,Autocuration,CHEMBL621605,11954,,,,22224,0,,BAO_0000218,
7600,1,U,,,,Autocuration,CHEMBL621606,11954,,,,22224,0,,BAO_0000218,
7601,1,U,,,,Autocuration,CHEMBL621607,11954,,,,22224,0,,BAO_0000218,
7602,1,U,,,,Autocuration,CHEMBL621608,11954,,,,22224,0,,BAO_0000218,
7603,1,U,,,,Autocuration,CHEMBL621609,5237,,,,22224,0,,BAO_0000019,
7604,1,U,,,,Autocuration,CHEMBL621610,4026,,,,22224,0,,BAO_0000218,
7605,1,N,,10116.0,,Intermediate,CHEMBL621611,5237,Rattus norvegicus,,,50597,1,,BAO_0000218,
7606,1,N,,10116.0,,Intermediate,CHEMBL621612,14793,Rattus norvegicus,,,50597,1,,BAO_0000218,
7607,1,N,,10116.0,,Intermediate,CHEMBL622308,14793,Rattus norvegicus,,,50597,1,,BAO_0000218,
7608,1,N,,10116.0,,Intermediate,CHEMBL622309,14793,Rattus norvegicus,,,50597,1,,BAO_0000218,
7609,1,N,,10116.0,,Intermediate,CHEMBL622310,14793,Rattus norvegicus,,,50597,1,,BAO_0000218,
7610,1,N,,10116.0,,Intermediate,CHEMBL622311,14793,Rattus norvegicus,,,50597,1,,BAO_0000218,
7611,1,N,,10116.0,,Intermediate,CHEMBL622312,14793,Rattus norvegicus,,,50597,1,,BAO_0000218,
7612,1,N,,10116.0,,Intermediate,CHEMBL622931,14793,Rattus norvegicus,,,50597,1,,BAO_0000218,
7613,1,N,,10116.0,,Intermediate,CHEMBL622932,14793,Rattus norvegicus,,,50597,1,,BAO_0000218,
7614,1,N,,10116.0,,Intermediate,CHEMBL622736,14793,Rattus norvegicus,,,50597,1,,BAO_0000218,1969.0
7615,1,N,,10116.0,,Intermediate,CHEMBL622737,14793,Rattus norvegicus,,,50597,1,,BAO_0000218,1969.0
7616,1,N,,10116.0,,Intermediate,CHEMBL622738,14793,Rattus norvegicus,,,50597,1,,BAO_0000218,1969.0
7617,1,N,,10116.0,,Intermediate,CHEMBL622739,14793,Rattus norvegicus,,,50597,1,,BAO_0000218,1969.0
7618,1,N,,10116.0,,Intermediate,CHEMBL622740,14793,Rattus norvegicus,,,50597,1,,BAO_0000218,1969.0
7619,1,N,,10116.0,,Intermediate,CHEMBL622741,14793,Rattus norvegicus,,,50597,1,,BAO_0000218,1969.0
7620,1,N,,10116.0,,Intermediate,CHEMBL622742,14793,Rattus norvegicus,,,50597,1,,BAO_0000218,1969.0
7621,1,N,,10116.0,,Intermediate,CHEMBL622743,14793,Rattus norvegicus,,,50597,1,,BAO_0000218,1969.0
7622,1,N,,10090.0,,Intermediate,CHEMBL622744,11637,Mus musculus,,,50594,1,,BAO_0000218,1969.0
7623,1,U,,,,Autocuration,CHEMBL624134,11149,,,,22224,0,,BAO_0000019,
7624,1,U,,,,Autocuration,CHEMBL624135,10016,,,,22224,0,,BAO_0000019,
7625,1,N,,10116.0,,Intermediate,CHEMBL624136,17796,Rattus norvegicus,,,50597,1,,BAO_0000218,
7626,1,N,,10116.0,,Intermediate,CHEMBL624137,17796,Rattus norvegicus,,,50597,1,,BAO_0000218,
7627,1,N,,10116.0,,Intermediate,CHEMBL624320,17796,Rattus norvegicus,,,50597,1,,BAO_0000218,
7628,1,N,,9615.0,,Intermediate,CHEMBL624321,12923,Canis lupus familiaris,,,50588,1,,BAO_0000218,
7629,1,N,,10116.0,,Intermediate,CHEMBL624322,15372,Rattus norvegicus,,,50597,1,,BAO_0000218,
7630,1,N,,10116.0,,Intermediate,CHEMBL624323,15372,Rattus norvegicus,,,50597,1,,BAO_0000218,
7631,1,N,,10116.0,,Intermediate,CHEMBL624324,15372,Rattus norvegicus,,,50597,1,,BAO_0000218,
7632,1,N,,10116.0,,Intermediate,CHEMBL624325,15372,Rattus norvegicus,,,50597,1,,BAO_0000218,
7633,1,N,,10116.0,,Intermediate,CHEMBL624326,15372,Rattus norvegicus,,,50597,1,,BAO_0000218,
7634,1,N,,10116.0,,Intermediate,CHEMBL624327,15372,Rattus norvegicus,,,50597,1,,BAO_0000218,
7635,1,N,,10116.0,,Intermediate,CHEMBL624328,15372,Rattus norvegicus,,,50597,1,,BAO_0000218,
7636,1,N,,9615.0,,Intermediate,CHEMBL627848,14169,Canis lupus familiaris,,,50588,1,,BAO_0000218,
7637,1,N,,10116.0,,Intermediate,CHEMBL627849,14169,Rattus norvegicus,,,50597,1,,BAO_0000218,
7638,1,N,,10116.0,,Intermediate,CHEMBL627850,14258,Rattus norvegicus,,,50597,1,,BAO_0000218,
7639,1,N,,10116.0,,Intermediate,CHEMBL627851,14258,Rattus norvegicus,,,50597,1,,BAO_0000218,
7640,1,N,,10090.0,,Intermediate,CHEMBL627852,15011,Mus musculus,,,50594,1,,BAO_0000218,
7641,1,N,,10090.0,,Intermediate,CHEMBL627853,15011,Mus musculus,,,50594,1,,BAO_0000218,
7642,1,N,,10090.0,,Intermediate,CHEMBL627854,15011,Mus musculus,,,50594,1,,BAO_0000218,
7643,1,N,,10090.0,,Intermediate,CHEMBL627855,15011,Mus musculus,,,50594,1,,BAO_0000218,
7644,1,N,,10090.0,,Intermediate,CHEMBL627856,15011,Mus musculus,,,50594,1,,BAO_0000218,
7645,1,N,,10090.0,,Intermediate,CHEMBL875339,15011,Mus musculus,,,50594,1,,BAO_0000218,
7646,1,N,,10090.0,,Intermediate,CHEMBL627857,15011,Mus musculus,,,50594,1,,BAO_0000218,
7647,1,N,In vivo,10116.0,,Intermediate,CHEMBL627858,11195,Rattus norvegicus,,,50597,1,,BAO_0000218,2106.0
7648,1,N,,10116.0,,Intermediate,CHEMBL627859,10130,Rattus norvegicus,,,50597,1,,BAO_0000218,178.0
7649,1,N,,10116.0,,Intermediate,CHEMBL627860,10130,Rattus norvegicus,,,50597,1,,BAO_0000218,955.0
7650,1,N,,10116.0,,Intermediate,CHEMBL627019,10130,Rattus norvegicus,,,50597,1,,BAO_0000218,948.0
7651,1,N,,10116.0,,Intermediate,CHEMBL627020,10130,Rattus norvegicus,,,50597,1,,BAO_0000218,2107.0
7652,1,N,,10116.0,,Intermediate,CHEMBL627021,10130,Rattus norvegicus,,,50597,1,,BAO_0000218,2048.0
7653,1,N,,10116.0,,Intermediate,CHEMBL627022,10130,Rattus norvegicus,,,50597,1,,BAO_0000218,2385.0
7654,1,N,,10116.0,,Intermediate,CHEMBL627023,10130,Rattus norvegicus,,,50597,1,,BAO_0000218,
7655,1,N,,10116.0,,Intermediate,CHEMBL627024,10130,Rattus norvegicus,,,50597,1,,BAO_0000218,2106.0
7656,1,N,,10116.0,,Intermediate,CHEMBL627025,10130,Rattus norvegicus,,,50597,1,,BAO_0000218,2046.0
7657,1,N,,10116.0,,Intermediate,CHEMBL627026,10130,Rattus norvegicus,,,50597,1,,BAO_0000218,2113.0
7658,1,N,,10116.0,,Intermediate,CHEMBL627027,10130,Rattus norvegicus,,,50597,1,,BAO_0000218,178.0
7659,1,N,,10116.0,,Intermediate,CHEMBL627028,10130,Rattus norvegicus,,,50597,1,,BAO_0000218,955.0
7660,1,N,,10116.0,,Intermediate,CHEMBL627029,10130,Rattus norvegicus,,,50597,1,,BAO_0000218,948.0
7661,1,N,,10116.0,,Intermediate,CHEMBL627030,10130,Rattus norvegicus,,,50597,1,,BAO_0000218,2113.0
7662,1,N,,10116.0,,Intermediate,CHEMBL627031,10130,Rattus norvegicus,,,50597,1,,BAO_0000218,2107.0
7663,1,N,,10116.0,,Intermediate,CHEMBL627032,10130,Rattus norvegicus,,,50597,1,,BAO_0000218,2048.0
7664,1,N,,10116.0,,Intermediate,CHEMBL627033,10130,Rattus norvegicus,,,50597,1,,BAO_0000218,2385.0
7665,1,N,,10116.0,,Intermediate,CHEMBL627034,10130,Rattus norvegicus,,,50597,1,,BAO_0000218,
7666,1,N,,10116.0,,Intermediate,CHEMBL627035,10130,Rattus norvegicus,,,50597,1,,BAO_0000218,2106.0
7667,1,N,,10116.0,,Intermediate,CHEMBL627036,10130,Rattus norvegicus,,,50597,1,,BAO_0000218,2046.0
7668,1,N,,10116.0,,Intermediate,CHEMBL875340,10130,Rattus norvegicus,,,50597,1,,BAO_0000218,178.0
7669,1,N,,10116.0,,Intermediate,CHEMBL627037,10130,Rattus norvegicus,,,50597,1,,BAO_0000218,948.0
7670,1,N,,10116.0,,Intermediate,CHEMBL627038,10130,Rattus norvegicus,,,50597,1,,BAO_0000218,2113.0
7671,1,N,,10116.0,,Intermediate,CHEMBL627039,10130,Rattus norvegicus,,,50597,1,,BAO_0000218,2107.0
7672,1,N,,10116.0,,Intermediate,CHEMBL627040,10130,Rattus norvegicus,,,50597,1,,BAO_0000218,2385.0
7673,1,N,,10116.0,,Intermediate,CHEMBL624663,10130,Rattus norvegicus,,,50597,1,,BAO_0000218,2106.0
7674,1,N,,10116.0,,Intermediate,CHEMBL625963,10130,Rattus norvegicus,,,50597,1,,BAO_0000218,2046.0
7675,1,N,,10116.0,,Intermediate,CHEMBL876799,10130,Rattus norvegicus,,,50597,1,,BAO_0000218,955.0
7676,1,N,,10116.0,,Intermediate,CHEMBL626133,10130,Rattus norvegicus,,,50597,1,,BAO_0000218,2048.0
7677,1,N,,10116.0,,Intermediate,CHEMBL626134,10130,Rattus norvegicus,,,50597,1,,BAO_0000218,
7678,1,N,,10116.0,,Intermediate,CHEMBL626135,6295,Rattus norvegicus,,,50597,1,,BAO_0000218,
7679,1,N,,10116.0,,Intermediate,CHEMBL626136,6296,Rattus norvegicus,,,50597,1,,BAO_0000218,
7680,1,N,,10116.0,,Intermediate,CHEMBL626137,6296,Rattus norvegicus,,,50597,1,,BAO_0000218,
7681,1,N,,10116.0,,Intermediate,CHEMBL626138,6295,Rattus norvegicus,,,50597,1,,BAO_0000218,
7682,1,N,,10116.0,,Intermediate,CHEMBL626139,6296,Rattus norvegicus,,,50597,1,,BAO_0000218,
7683,1,N,In vivo,10116.0,,Intermediate,CHEMBL626140,17260,Rattus norvegicus,,,50597,1,,BAO_0000218,
7684,1,N,In vivo,10116.0,,Intermediate,CHEMBL626141,17260,Rattus norvegicus,,,50597,1,,BAO_0000218,
7685,1,N,,10116.0,,Intermediate,CHEMBL626142,17686,Rattus norvegicus,,,50597,1,,BAO_0000218,
7686,1,N,In vivo,10116.0,,Intermediate,CHEMBL627930,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,2385.0
7687,1,N,In vivo,10116.0,,Intermediate,CHEMBL627931,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,2385.0
7688,1,N,In vivo,10116.0,,Intermediate,CHEMBL627932,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,2385.0
7689,1,N,In vivo,10116.0,,Intermediate,CHEMBL627933,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,2106.0
7690,1,N,In vivo,10116.0,,Intermediate,CHEMBL627934,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,2106.0
7691,1,N,In vivo,10116.0,,Intermediate,CHEMBL627935,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,2106.0
7692,1,N,In vivo,10116.0,,Intermediate,CHEMBL627936,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,178.0
7693,1,N,In vivo,10116.0,,Intermediate,CHEMBL627937,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,178.0
7694,1,N,In vivo,10116.0,,Intermediate,CHEMBL627938,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,178.0
7695,1,N,In vivo,10116.0,,Intermediate,CHEMBL627939,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,178.0
7696,1,N,In vivo,10116.0,,Intermediate,CHEMBL627940,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,178.0
7697,1,N,In vivo,10116.0,,Intermediate,CHEMBL627941,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,178.0
7698,1,N,In vivo,10116.0,,Intermediate,CHEMBL876800,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,178.0
7699,1,N,In vivo,10116.0,,Intermediate,CHEMBL627942,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,178.0
7700,1,N,In vivo,10116.0,,Intermediate,CHEMBL627943,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,178.0
7701,1,N,In vivo,10116.0,,Intermediate,CHEMBL627944,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,178.0
7702,1,N,In vivo,10116.0,,Intermediate,CHEMBL627945,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,178.0
7703,1,N,In vivo,10116.0,,Intermediate,CHEMBL628584,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,178.0
7704,1,N,In vivo,10116.0,,Intermediate,CHEMBL628585,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,178.0
7705,1,N,In vivo,10116.0,,Intermediate,CHEMBL628586,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,178.0
7706,1,N,In vivo,10116.0,,Intermediate,CHEMBL628587,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,178.0
7707,1,N,In vivo,10116.0,,Intermediate,CHEMBL628588,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,178.0
7708,1,N,In vivo,10116.0,,Intermediate,CHEMBL628589,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,178.0
7709,1,N,In vivo,10116.0,,Intermediate,CHEMBL625304,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,178.0
7710,1,N,In vivo,10116.0,,Intermediate,CHEMBL625305,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,178.0
7711,1,N,In vivo,10116.0,,Intermediate,CHEMBL625306,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,178.0
7712,1,N,In vivo,10116.0,,Intermediate,CHEMBL625307,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,178.0
7713,1,N,In vivo,10116.0,,Intermediate,CHEMBL625308,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,178.0
7714,1,N,In vivo,10116.0,,Intermediate,CHEMBL627740,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,178.0
7715,1,N,In vivo,10116.0,,Intermediate,CHEMBL627741,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,178.0
7716,1,N,In vivo,10116.0,,Intermediate,CHEMBL627742,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,178.0
7717,1,N,In vivo,10116.0,,Intermediate,CHEMBL627743,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,178.0
7718,1,N,In vivo,10116.0,,Intermediate,CHEMBL627744,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,178.0
7719,1,N,In vivo,10116.0,,Intermediate,CHEMBL627745,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,10000001.0
7720,1,N,In vivo,10116.0,,Intermediate,CHEMBL627746,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,10000001.0
7721,1,N,In vivo,10116.0,,Intermediate,CHEMBL627747,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,10000001.0
7722,1,N,In vivo,10116.0,,Intermediate,CHEMBL876810,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,10000001.0
7723,1,N,In vivo,10116.0,,Intermediate,CHEMBL627748,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,10000001.0
7724,1,N,In vivo,10116.0,,Intermediate,CHEMBL627749,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,10000001.0
7725,1,N,In vivo,10116.0,,Intermediate,CHEMBL627750,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,10000001.0
7726,1,N,In vivo,10116.0,,Intermediate,CHEMBL618728,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,10000001.0
7727,1,N,In vivo,10116.0,,Intermediate,CHEMBL618729,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,10000001.0
7728,1,N,In vivo,10116.0,,Intermediate,CHEMBL618730,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,10000001.0
7729,1,N,In vivo,10116.0,,Intermediate,CHEMBL618731,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,10000001.0
7730,1,N,In vivo,10116.0,,Intermediate,CHEMBL618732,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,10000001.0
7731,1,N,In vivo,10116.0,,Intermediate,CHEMBL618733,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,10000001.0
7732,1,N,In vivo,10116.0,,Intermediate,CHEMBL618734,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,10000001.0
7733,1,N,In vivo,10116.0,,Intermediate,CHEMBL618735,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,10000001.0
7734,1,N,In vivo,10116.0,,Intermediate,CHEMBL876602,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,10000001.0
7735,1,N,In vivo,10116.0,,Intermediate,CHEMBL618736,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,10000001.0
7736,1,N,In vivo,10116.0,,Intermediate,CHEMBL618737,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,10000001.0
7737,1,N,In vivo,10116.0,,Intermediate,CHEMBL618738,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,10000001.0
7738,1,N,In vivo,10116.0,,Intermediate,CHEMBL618739,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,10000001.0
7739,1,N,In vivo,10116.0,,Intermediate,CHEMBL618740,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,10000001.0
7740,1,N,In vivo,10116.0,,Intermediate,CHEMBL618741,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,10000001.0
7741,1,N,In vivo,10116.0,,Intermediate,CHEMBL618742,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,10000001.0
7742,1,N,In vivo,10116.0,,Intermediate,CHEMBL618743,9866,Rattus norvegicus,,,50597,1,,BAO_0000218,10000001.0
7743,1,N,In vivo,10116.0,,Intermediate,CHEMBL618744,17752,Rattus norvegicus,,,50597,1,,BAO_0000218,1969.0
7744,1,N,,10116.0,,Intermediate,CHEMBL618745,5610,Rattus norvegicus,,,50597,1,,BAO_0000218,
