assays_assay_id,assays_assay_test_type,assays_src_id,assays_confidence_score,assays_cell_id,assays_assay_cell_type,assays_assay_tissue,assays_chembl_id,assays_variant_id,assays_tid,assays_tissue_id,assays_assay_strain,assays_assay_category,assays_src_assay_id,assays_relationship_type,assays_bao_format,assays_assay_organism,assays_assay_tax_id,assays_assay_subcellular_fraction,assays_curated_by
7675,,1,1,,,Brain,CHEMBL876799,,50597,955.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7676,,1,1,,,Lung,CHEMBL626133,,50597,2048.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7677,,1,1,,,,CHEMBL626134,,50597,,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7678,,1,1,,,,CHEMBL626135,,50597,,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7679,,1,1,,,,CHEMBL626136,,50597,,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7680,,1,1,,,,CHEMBL626137,,50597,,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7681,,1,1,,,,CHEMBL626138,,50597,,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7682,,1,1,,,,CHEMBL626139,,50597,,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7683,In vivo,1,1,,,,CHEMBL626140,,50597,,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7684,In vivo,1,1,,,,CHEMBL626141,,50597,,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7685,,1,1,,,,CHEMBL626142,,50597,,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7686,In vivo,1,1,,,Muscle tissue,CHEMBL627930,,50597,2385.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7687,In vivo,1,1,,,Muscle tissue,CHEMBL627931,,50597,2385.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7688,In vivo,1,1,,,Muscle tissue,CHEMBL627932,,50597,2385.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7689,In vivo,1,1,,,Spleen,CHEMBL627933,,50597,2106.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7690,In vivo,1,1,,,Spleen,CHEMBL627934,,50597,2106.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7691,In vivo,1,1,,,Spleen,CHEMBL627935,,50597,2106.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7692,In vivo,1,1,,,Blood,CHEMBL627936,,50597,178.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7693,In vivo,1,1,,,Blood,CHEMBL627937,,50597,178.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7694,In vivo,1,1,,,Blood,CHEMBL627938,,50597,178.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7695,In vivo,1,1,,,Blood,CHEMBL627939,,50597,178.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7696,In vivo,1,1,,,Blood,CHEMBL627940,,50597,178.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7697,In vivo,1,1,,,Blood,CHEMBL627941,,50597,178.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7698,In vivo,1,1,,,Blood,CHEMBL876800,,50597,178.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7699,In vivo,1,1,,,Blood,CHEMBL627942,,50597,178.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7700,In vivo,1,1,,,Blood,CHEMBL627943,,50597,178.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7701,In vivo,1,1,,,Blood,CHEMBL627944,,50597,178.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7702,In vivo,1,1,,,Blood,CHEMBL627945,,50597,178.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7703,In vivo,1,1,,,Blood,CHEMBL628584,,50597,178.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7704,In vivo,1,1,,,Blood,CHEMBL628585,,50597,178.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7705,In vivo,1,1,,,Blood,CHEMBL628586,,50597,178.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7706,In vivo,1,1,,,Blood,CHEMBL628587,,50597,178.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7707,In vivo,1,1,,,Blood,CHEMBL628588,,50597,178.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7708,In vivo,1,1,,,Blood,CHEMBL628589,,50597,178.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7709,In vivo,1,1,,,Blood,CHEMBL625304,,50597,178.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7710,In vivo,1,1,,,Blood,CHEMBL625305,,50597,178.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7711,In vivo,1,1,,,Blood,CHEMBL625306,,50597,178.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7712,In vivo,1,1,,,Blood,CHEMBL625307,,50597,178.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7713,In vivo,1,1,,,Blood,CHEMBL625308,,50597,178.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7714,In vivo,1,1,,,Blood,CHEMBL627740,,50597,178.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7715,In vivo,1,1,,,Blood,CHEMBL627741,,50597,178.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7716,In vivo,1,1,,,Blood,CHEMBL627742,,50597,178.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7717,In vivo,1,1,,,Blood,CHEMBL627743,,50597,178.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7718,In vivo,1,1,,,Blood,CHEMBL627744,,50597,178.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7719,In vivo,1,1,,,Bone,CHEMBL627745,,50597,10000001.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7720,In vivo,1,1,,,Bone,CHEMBL627746,,50597,10000001.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7721,In vivo,1,1,,,Bone,CHEMBL627747,,50597,10000001.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7722,In vivo,1,1,,,Bone,CHEMBL876810,,50597,10000001.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7723,In vivo,1,1,,,Bone,CHEMBL627748,,50597,10000001.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7724,In vivo,1,1,,,Bone,CHEMBL627749,,50597,10000001.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7725,In vivo,1,1,,,Bone,CHEMBL627750,,50597,10000001.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7726,In vivo,1,1,,,Bone,CHEMBL618728,,50597,10000001.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7727,In vivo,1,1,,,Bone,CHEMBL618729,,50597,10000001.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7728,In vivo,1,1,,,Bone,CHEMBL618730,,50597,10000001.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7729,In vivo,1,1,,,Bone,CHEMBL618731,,50597,10000001.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7730,In vivo,1,1,,,Bone,CHEMBL618732,,50597,10000001.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7731,In vivo,1,1,,,Bone,CHEMBL618733,,50597,10000001.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7732,In vivo,1,1,,,Bone,CHEMBL618734,,50597,10000001.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7733,In vivo,1,1,,,Bone,CHEMBL618735,,50597,10000001.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
7734,In vivo,1,1,,,Bone,CHEMBL876602,,50597,10000001.0,,,,N,BAO_0000218,Rattus norvegicus,10116.0,,Intermediate
