pagamento_id,cliente_id,ppersonale_id,ammontare,data_pagamento,noleggio_id,data_noleggio,inventario_id,data_restituzione,npersonale_id
12283,455,2,1.99,2005-06-15 15:18:08,1382,2005-06-15 15:18:08,3133,2005-06-22 09:22:08,2
3130,116,1,0.99,2005-07-07 02:19:01,4027,2005-07-07 02:19:01,56,2005-07-10 01:12:01,1
15042,561,2,2.99,2005-08-02 19:07:21,11402,2005-08-02 19:07:21,3291,2005-08-07 20:59:21,1
15225,568,1,2.99,2005-08-02 16:49:01,11331,2005-08-02 16:49:01,3789,2005-08-09 19:15:01,1
5108,188,2,2.99,2005-07-09 18:08:28,5356,2005-07-09 18:08:28,2905,2005-07-14 14:11:28,2
5609,207,1,0.99,2005-07-09 13:56:56,5258,2005-07-09 13:56:56,3125,2005-07-11 16:01:56,2
7971,294,2,2.99,2005-08-02 07:10:53,11071,2005-08-02 07:10:53,4264,2005-08-07 09:58:53,1
6216,230,2,0.99,2005-08-20 20:55:32,14017,2005-08-20 20:55:32,920,2005-08-23 16:12:32,1
10675,394,2,0.99,2005-07-06 02:01:08,3543,2005-07-06 02:01:08,3997,2005-07-07 03:14:08,1
14139,526,1,4.99,2005-06-15 06:13:45,1255,2005-06-15 06:13:45,1433,2005-06-16 03:59:45,2
6315,234,2,2.99,2005-08-19 20:43:16,13349,2005-08-19 20:43:16,4262,2005-08-20 16:21:16,1
3086,114,1,0.99,2005-08-23 02:04:57,15485,2005-08-23 02:04:57,281,2005-08-28 07:05:57,2
9732,360,2,2.99,2005-08-02 00:07:20,10857,2005-08-02 00:07:20,2961,2005-08-04 02:35:20,1
7307,270,1,6.99,2005-06-17 04:25:46,1896,2005-06-17 04:25:46,2077,2005-06-26 09:37:46,1
14635,544,2,8.99,2005-08-21 19:31:09,14651,2005-08-21 19:31:09,4037,2005-08-28 14:26:09,2
11276,417,1,9.99,2005-07-07 22:07:55,4421,2005-07-07 22:07:55,4103,2005-07-16 20:21:55,1
7270,268,2,4.99,2005-08-21 05:38:05,14249,2005-08-21 05:38:05,695,2005-08-28 09:07:05,2
7217,267,2,2.99,2005-06-19 13:29:28,2699,2005-06-19 13:29:28,72,2005-06-24 11:15:28,2
14259,530,1,0.99,2005-05-30 01:35:15,851,2005-05-30 01:35:15,2780,2005-06-06 07:27:15,1
8361,308,2,4.99,2005-06-18 19:13:45,2448,2005-06-18 19:13:45,1642,2005-06-27 14:43:45,1
540,20,2,6.99,2005-08-22 10:19:58,15057,2005-08-22 10:19:58,4534,2005-08-28 05:12:58,1
15115,564,2,4.99,2005-08-01 07:27:09,10401,2005-08-01 07:27:09,1560,2005-08-02 01:38:09,1
13054,483,2,2.99,2005-08-19 03:10:21,12875,2005-08-19 03:10:21,1708,2005-08-26 01:00:21,2
2200,81,1,2.99,2005-07-06 18:31:20,3879,2005-07-06 18:31:20,1376,2005-07-09 19:03:20,2
8111,299,2,4.99,2005-06-19 18:51:27,2791,2005-06-19 18:51:27,2174,2005-06-22 19:35:27,2
4894,180,2,7.99,2005-07-08 17:44:25,4826,2005-07-08 17:44:25,911,2005-07-16 20:14:25,2
8046,296,1,2.99,2006-02-14 15:16:03,12009,2006-02-14 15:16:03,2134,,2
2242,82,2,4.99,2005-08-22 04:15:05,14892,2005-08-22 04:15:05,3061,2005-08-31 06:07:05,1
5515,203,2,2.99,2005-08-23 20:27:34,15991,2005-08-23 20:27:34,2078,2005-08-28 16:48:34,2
2192,80,1,0.99,2005-08-22 04:56:57,14916,2005-08-22 04:56:57,2110,2005-08-24 06:36:57,2
6178,229,1,4.99,2005-08-17 00:04:54,11521,2005-08-17 00:04:54,463,2005-08-21 00:57:54,1
15343,573,1,2.99,2005-07-06 20:54:07,3930,2005-07-06 20:54:07,165,2005-07-10 18:31:07,1
9328,345,2,2.99,2005-07-30 12:49:57,9207,2005-07-30 12:49:57,1346,2005-07-31 14:32:57,2
10841,401,2,4.99,2005-07-28 01:48:32,7651,2005-07-28 01:48:32,2753,2005-08-03 03:10:32,2
5359,198,1,2.99,2005-05-30 12:55:36,932,2005-05-30 12:55:36,719,2005-05-31 10:30:36,2
3786,140,1,9.99,2005-07-11 23:02:19,6407,2005-07-11 23:02:19,775,2005-07-21 00:30:19,1
12671,469,1,4.99,2005-07-28 11:48:08,7914,2005-07-28 11:48:08,2796,2005-07-30 14:14:08,1
4656,172,2,3.99,2005-05-27 19:13:15,449,2005-05-27 19:13:15,2469,2005-06-04 01:08:15,2
8334,307,2,5.99,2005-06-20 13:22:48,3057,2005-06-20 13:22:48,1101,2005-06-26 17:22:48,2
13303,494,2,0.99,2005-07-06 20:11:00,3913,2005-07-06 20:11:00,752,2005-07-08 14:42:00,1
5272,195,1,4.99,2005-07-31 17:30:31,9994,2005-07-31 17:30:31,2155,2005-08-01 11:35:31,1
5178,191,2,2.99,2005-06-14 23:54:46,1173,2005-06-14 23:54:46,1050,2005-06-19 23:26:46,2
14433,536,1,4.99,2005-07-05 23:13:51,3483,2005-07-05 23:13:51,79,2005-07-13 18:31:51,1
5281,196,2,11.99,2005-05-25 18:18:19,106,2005-05-25 18:18:19,3627,2005-06-04 00:01:19,2
12046,446,2,4.99,2005-07-29 15:49:03,8670,2005-07-29 15:49:03,2354,2005-08-01 20:19:03,2
901,32,2,4.99,2005-08-17 12:54:47,11831,2005-08-17 12:54:47,4562,2005-08-21 11:21:47,1
4666,172,1,0.99,2005-07-11 21:55:40,6380,2005-07-11 21:55:40,3378,2005-07-17 20:42:40,1
14207,528,1,5.99,2005-05-28 06:14:46,533,2005-05-28 06:14:46,4306,2005-06-01 06:26:46,2
6482,240,1,0.99,2005-07-10 04:43:14,5596,2005-07-10 04:43:14,1662,2005-07-11 22:58:14,2
13662,507,2,4.99,2005-05-29 04:10:17,713,2005-05-29 04:10:17,3664,2005-06-07 07:13:17,1
10556,390,2,4.99,2005-05-30 10:58:33,912,2005-05-30 10:58:33,3200,2005-05-31 09:31:33,2
12675,469,1,4.99,2005-08-01 02:51:09,10258,2005-08-01 02:51:09,2062,2005-08-08 23:57:09,2
5422,200,1,4.99,2005-06-18 03:43:23,2227,2005-06-18 03:43:23,3623,2005-06-19 05:55:23,2
6258,232,2,4.99,2005-07-29 15:04:42,8655,2005-07-29 15:04:42,3986,2005-08-04 11:26:42,1
3293,122,2,6.99,2005-07-09 12:54:25,5235,2005-07-09 12:54:25,1044,2005-07-18 16:28:25,1
1753,64,1,1.99,2005-07-27 19:08:56,7476,2005-07-27 19:08:56,2288,2005-07-31 16:36:56,2
493,19,1,2.99,2005-05-27 03:22:30,337,2005-05-27 03:22:30,751,2005-06-02 03:27:30,1
686,26,2,2.99,2005-05-31 14:33:56,1105,2005-05-31 14:33:56,1708,2005-06-07 11:30:56,1
14029,521,1,7.99,2005-07-31 02:13:30,9556,2005-07-31 02:13:30,3269,2005-08-08 06:46:30,1
15361,573,1,1.99,2005-08-17 19:33:49,12017,2005-08-17 19:33:49,344,2005-08-22 01:16:49,2
14003,520,2,2.99,2005-07-29 07:20:16,8435,2005-07-29 07:20:16,4462,2005-08-02 09:54:16,2
14639,545,2,0.99,2005-05-26 14:07:58,248,2005-05-26 14:07:58,1913,2005-05-31 14:03:58,2
9885,366,1,2.99,2005-07-06 16:19:56,3834,2005-07-06 16:19:56,3001,2005-07-13 11:38:56,2
6956,258,1,2.99,2005-06-16 16:38:10,1743,2005-06-16 16:38:10,2777,2005-06-17 13:13:10,1
12935,479,1,0.99,2005-07-06 14:57:53,3798,2005-07-06 14:57:53,1942,2005-07-07 10:48:53,2
1108,40,2,3.99,2005-07-28 21:32:29,8170,2005-07-28 21:32:29,2495,2005-08-03 22:02:29,1
10848,401,1,4.99,2005-08-18 12:14:21,12475,2005-08-18 12:14:21,3118,2005-08-24 14:43:21,2
11429,423,2,0.99,2005-07-07 06:31:00,4105,2005-07-07 06:31:00,439,2005-07-09 03:52:00,1
12778,472,2,4.99,2006-02-14 15:16:03,14928,2006-02-14 15:16:03,4375,,1
8912,330,1,4.99,2005-06-20 05:09:27,2936,2005-06-20 05:09:27,2675,2005-06-26 10:16:27,2
5170,190,2,0.99,2005-08-18 08:31:43,12381,2005-08-18 08:31:43,3651,2005-08-23 12:24:43,2
3810,141,1,4.99,2005-07-29 07:20:14,8434,2005-07-29 07:20:14,40,2005-07-30 08:50:14,2
14777,550,1,0.99,2005-08-23 16:44:56,15883,2005-08-23 16:44:56,2792,2005-08-24 22:42:56,1
5345,197,1,4.99,2005-08-02 12:20:42,11215,2005-08-02 12:20:42,379,2005-08-06 14:01:42,1
12158,450,2,4.99,2005-08-22 23:54:36,15419,2005-08-22 23:54:36,1120,2005-08-25 00:52:36,1
7596,280,2,3.99,2005-07-29 18:58:24,8744,2005-07-29 18:58:24,1086,2005-08-05 17:56:24,1
9641,357,1,1.99,2005-06-16 19:47:18,1788,2005-06-16 19:47:18,3794,2005-06-22 23:10:18,1
3156,117,1,2.99,2005-07-29 16:19:17,8687,2005-07-29 16:19:17,222,2005-08-01 15:28:17,1
6157,228,2,2.99,2005-08-19 06:00:52,12952,2005-08-19 06:00:52,2460,2005-08-20 02:17:52,1
934,34,2,4.99,2005-07-10 06:49:00,5643,2005-07-10 06:49:00,796,2005-07-14 01:53:00,1
5182,191,1,4.99,2005-06-17 15:10:16,2051,2005-06-17 15:10:16,2366,2005-06-19 20:45:16,1
13603,504,1,8.99,2005-08-23 11:17:26,15723,2005-08-23 11:17:26,3915,2005-08-31 13:58:26,2
461,17,1,0.99,2005-07-30 23:43:32,9489,2005-07-30 23:43:32,4011,2005-07-31 20:45:32,2
989,36,2,4.99,2005-07-08 14:54:42,4762,2005-07-08 14:54:42,390,2005-07-12 18:08:42,1
4591,169,2,9.99,2005-07-12 02:20:09,6488,2005-07-12 02:20:09,3974,2005-07-20 00:53:09,2
12715,470,1,0.99,2005-08-17 08:48:43,11742,2005-08-17 08:48:43,596,2005-08-23 07:18:43,2
8726,323,2,0.99,2005-06-14 23:25:58,1167,2005-06-14 23:25:58,4021,2005-06-18 05:18:58,2
350,13,2,5.99,2005-08-17 09:44:59,11761,2005-08-17 09:44:59,2230,2005-08-25 07:46:59,1
6312,234,1,0.99,2005-08-18 03:00:48,12226,2005-08-18 03:00:48,682,2005-08-25 00:43:48,2
11534,427,1,5.99,2005-06-15 12:26:21,1342,2005-06-15 12:26:21,4429,2005-06-22 11:23:21,1
4970,182,1,2.99,2005-08-19 18:18:44,13285,2005-08-19 18:18:44,2139,2005-08-20 12:33:44,1
13241,491,1,3.99,2005-06-21 19:58:18,3440,2005-06-21 19:58:18,853,2005-06-27 22:08:18,1
1032,37,1,0.99,2005-08-23 17:32:19,15904,2005-08-23 17:32:19,179,2005-08-24 21:05:19,2
13017,482,2,8.99,2005-07-10 15:22:04,5810,2005-07-10 15:22:04,1426,2005-07-18 21:05:04,2
4938,181,1,0.99,2005-08-18 09:47:57,12411,2005-08-18 09:47:57,1234,2005-08-21 05:54:57,2
6787,251,1,0.99,2006-02-14 15:16:03,14107,2006-02-14 15:16:03,3998,,1
1544,56,2,2.99,2005-07-06 13:19:34,3771,2005-07-06 13:19:34,1373,2005-07-10 10:27:34,2
5978,221,2,2.99,2005-06-18 20:42:45,2473,2005-06-18 20:42:45,3876,2005-06-19 20:17:45,1
9043,334,1,0.99,2006-02-14 15:16:03,14219,2006-02-14 15:16:03,3718,,2
15368,574,2,5.99,2005-06-16 08:28:54,1636,2005-06-16 08:28:54,2052,2005-06-24 09:23:54,1
15965,596,1,2.99,2005-07-11 02:04:12,6015,2005-07-11 02:04:12,295,2005-07-13 02:43:12,2
15492,578,2,4.99,2005-07-10 19:07:15,5876,2005-07-10 19:07:15,4445,2005-07-14 17:29:15,2
645,24,1,0.99,2005-07-31 08:31:18,9723,2005-07-31 08:31:18,3968,2005-08-03 10:25:18,1
15710,587,1,0.99,2005-05-27 07:03:28,361,2005-05-27 07:03:28,6,2005-05-31 08:01:28,1
11677,433,2,4.99,2005-07-28 11:32:00,7907,2005-07-28 11:32:00,3252,2005-07-30 15:27:00,1
3789,140,1,4.99,2005-07-27 07:58:26,7170,2005-07-27 07:58:26,370,2005-07-28 02:30:26,1
8600,317,2,2.99,2005-08-17 22:59:55,12111,2005-08-17 22:59:55,2905,2005-08-22 19:33:55,2
10140,374,1,2.99,2005-08-01 18:16:20,10695,2005-08-01 18:16:20,3612,2005-08-03 12:21:20,2
15836,591,2,5.99,2005-08-18 02:18:52,12203,2005-08-18 02:18:52,4228,2005-08-22 21:01:52,1
6185,229,2,0.99,2006-02-14 15:16:03,13295,2006-02-14 15:16:03,2408,,1
4292,158,2,4.99,2005-05-26 13:46:59,245,2005-05-26 13:46:59,3045,2005-05-27 09:58:59,2
13133,486,2,4.99,2005-08-02 01:35:46,10902,2005-08-02 01:35:46,3863,2005-08-09 01:59:46,1
15230,569,2,4.99,2005-05-25 07:19:16,53,2005-05-25 07:19:16,1255,2005-05-27 05:19:16,2
5425,200,1,3.99,2005-06-20 23:27:15,3190,2005-06-20 23:27:15,351,2005-06-28 01:22:15,2
12559,466,2,2.99,2005-05-31 14:30:01,1104,2005-05-31 14:30:01,1619,2005-06-05 12:07:01,1
119,5,2,5.99,2005-07-09 07:13:52,5118,2005-07-09 07:13:52,957,2005-07-18 05:18:52,2
13596,504,1,1.99,2005-08-18 23:26:40,12769,2005-08-18 23:26:40,926,2005-08-25 03:03:40,1
12767,472,2,6.99,2005-07-31 15:11:51,9926,2005-07-31 15:11:51,3733,2005-08-09 18:26:51,1
14741,549,2,0.99,2005-07-31 14:00:32,9887,2005-07-31 14:00:32,436,2005-08-05 19:16:32,1
8678,321,2,5.99,2005-07-06 19:24:55,3901,2005-07-06 19:24:55,3367,2005-07-14 20:30:55,2
9367,346,1,0.99,2005-08-23 15:15:19,15827,2005-08-23 15:15:19,1732,2005-08-24 10:50:19,2
9438,349,1,8.99,2005-06-20 13:59:21,3067,2005-06-20 13:59:21,3094,2005-06-28 19:09:21,2
1762,64,1,2.99,2005-08-20 11:50:14,13773,2005-08-20 11:50:14,3389,2005-08-26 12:35:14,1
2018,74,2,0.99,2005-08-23 02:39:37,15500,2005-08-23 02:39:37,886,2005-08-27 06:42:37,1
3383,125,2,6.99,2005-08-19 23:48:23,13441,2005-08-19 23:48:23,3188,2005-08-28 23:47:23,1
10761,397,1,0.99,2005-08-18 04:43:22,12276,2005-08-18 04:43:22,4491,2005-08-22 01:49:22,2
104,4,1,6.99,2005-08-20 12:55:40,13807,2005-08-20 12:55:40,3822,2005-08-28 09:06:40,2
9735,360,2,5.99,2005-08-17 22:20:16,12088,2005-08-17 22:20:16,1754,2005-08-25 23:30:16,2
3576,132,2,0.99,2005-07-27 17:31:40,7432,2005-07-27 17:31:40,3169,2005-07-28 17:44:40,2
184,7,2,5.99,2005-07-06 07:09:17,3639,2005-07-06 07:09:17,2812,2005-07-15 05:12:17,2
12730,471,2,2.99,2005-07-11 17:24:57,6293,2005-07-11 17:24:57,4260,2005-07-13 18:45:57,2
14861,554,1,6.99,2005-08-01 14:55:31,10612,2005-08-01 14:55:31,287,2005-08-06 19:01:31,1
15247,569,2,4.99,2005-08-02 13:44:30,11255,2005-08-02 13:44:30,3393,2005-08-03 12:00:30,1
8422,310,2,0.99,2005-07-10 16:49:02,5836,2005-07-10 16:49:02,1842,2005-07-11 22:35:02,2
9669,358,1,2.99,2005-06-21 03:06:11,3245,2005-06-21 03:06:11,2057,2005-06-25 08:06:11,2
13067,484,2,5.99,2005-07-11 00:16:38,5977,2005-07-11 00:16:38,4011,2005-07-19 21:00:38,1
842,30,1,2.99,2005-08-18 03:27:11,12240,2005-08-18 03:27:11,1168,2005-08-26 04:34:11,2
3250,120,1,4.99,2005-08-21 05:34:09,14246,2005-08-21 05:34:09,3499,2005-08-26 06:12:09,1
10676,394,1,6.99,2005-07-06 18:03:16,3873,2005-07-06 18:03:16,4148,2005-07-15 23:58:16,2
4568,168,2,0.99,2005-08-01 03:10:24,10270,2005-08-01 03:10:24,2025,2005-08-07 03:04:24,2
7220,267,2,0.99,2005-06-20 16:00:19,3090,2005-06-20 16:00:19,3301,2005-06-23 14:55:19,1
15618,583,1,0.99,2005-06-21 17:42:51,3424,2005-06-21 17:42:51,1279,2005-06-24 23:22:51,2
13914,517,2,4.99,2005-05-30 01:35:12,850,2005-05-30 01:35:12,2390,2005-05-31 01:51:12,1
11381,421,2,3.99,2005-07-27 00:08:33,6960,2005-07-27 00:08:33,192,2005-08-03 20:58:33,2
13148,487,2,1.99,2005-07-29 09:41:38,8510,2005-07-29 09:41:38,7,2005-08-05 05:30:38,2
4733,174,1,8.99,2005-08-01 13:02:58,10559,2005-08-01 13:02:58,2861,2005-08-09 10:03:58,2
4085,150,1,2.99,2005-05-28 15:04:02,609,2005-05-28 15:04:02,2944,2005-06-05 14:47:02,2
5717,210,2,0.99,2005-08-23 09:09:18,15672,2005-08-23 09:09:18,701,2005-08-27 06:19:18,1
14954,558,1,2.99,2005-07-30 00:39:43,8889,2005-07-30 00:39:43,3457,2005-08-02 23:22:43,1
127,5,2,3.99,2005-07-28 08:43:39,7829,2005-07-28 08:43:39,111,2005-08-04 14:33:39,1
14571,541,2,6.99,2005-08-22 05:52:39,14938,2005-08-22 05:52:39,408,2005-08-31 11:43:39,1
10170,375,2,9.99,2005-08-17 23:20:45,12122,2005-08-17 23:20:45,4030,2005-08-25 04:23:45,2
12553,465,2,6.99,2005-08-17 04:56:16,11648,2005-08-17 04:56:16,3362,2005-08-26 00:53:16,2
7427,274,1,8.99,2005-08-20 03:58:41,13549,2005-08-20 03:58:41,508,2005-08-28 22:49:41,1
691,26,2,6.99,2005-06-18 17:25:05,2421,2005-06-18 17:25:05,3524,2005-06-23 21:09:05,2
1188,43,1,3.99,2005-07-12 01:36:46,6474,2005-07-12 01:36:46,310,2005-07-16 07:24:46,2
2373,87,2,0.99,2005-07-30 07:20:36,9060,2005-07-30 07:20:36,4360,2005-08-03 10:51:36,1
13221,490,2,2.99,2005-07-12 21:01:11,6888,2005-07-12 21:01:11,1896,2005-07-17 21:49:11,2
11726,435,1,2.99,2005-07-26 23:13:10,6935,2005-07-26 23:13:10,2771,2005-07-27 18:09:10,1
10596,391,1,2.99,2005-06-19 13:00:02,2690,2005-06-19 13:00:02,1381,2005-06-27 14:29:02,1
14633,544,2,4.99,2005-08-21 02:07:43,14142,2005-08-21 02:07:43,1479,2005-08-23 02:37:43,2
11420,422,1,3.99,2005-08-22 18:49:40,15272,2005-08-22 18:49:40,1664,2005-08-28 21:22:40,1
5314,196,1,5.99,2005-08-21 20:49:58,14698,2005-08-21 20:49:58,4255,2005-08-29 20:13:58,2
7841,289,1,0.99,2005-08-20 23:53:40,14087,2005-08-20 23:53:40,2368,2005-08-26 20:22:40,1
6152,228,2,8.99,2005-07-27 20:37:19,7509,2005-07-27 20:37:19,4134,2005-08-04 19:35:19,2
3568,132,1,5.99,2005-07-08 04:49:15,4557,2005-07-08 04:49:15,1191,2005-07-14 00:00:15,2
5699,210,1,4.99,2005-07-08 20:19:55,4893,2005-07-08 20:19:55,2060,2005-07-15 21:28:55,2
8464,312,1,5.99,2005-07-09 02:36:37,5031,2005-07-09 02:36:37,4224,2005-07-14 03:09:37,2
10963,405,1,0.99,2005-08-17 20:55:25,12050,2005-08-17 20:55:25,2348,2005-08-22 20:31:25,2
15483,577,2,2.99,2005-08-23 16:27:59,15873,2005-08-23 16:27:59,4548,2005-08-26 11:11:59,2
13631,506,1,2.99,2005-05-31 05:53:00,1042,2005-05-31 05:53:00,3155,2005-06-01 05:24:00,1
467,17,2,5.99,2005-08-23 12:41:38,15752,2005-08-23 12:41:38,2112,2005-09-01 14:06:38,1
15055,562,2,5.99,2005-07-08 13:09:45,4732,2005-07-08 13:09:45,308,2005-07-14 10:10:45,1
13738,510,2,0.99,2005-06-19 19:30:48,2806,2005-06-19 19:30:48,2114,2005-06-20 19:42:48,2
2756,102,1,5.99,2005-07-29 15:36:27,8664,2005-07-29 15:36:27,198,2005-08-04 20:11:27,1
8273,305,1,0.99,2005-06-21 14:21:49,3387,2005-06-21 14:21:49,2709,2005-06-24 16:46:49,2
13909,516,1,0.99,2005-08-22 05:40:39,14932,2005-08-22 05:40:39,2259,2005-08-23 11:02:39,2
4009,147,2,4.99,2005-08-23 03:01:56,15513,2005-08-23 03:01:56,3779,2005-08-24 23:46:56,2
11409,422,2,4.99,2005-07-31 01:40:14,9541,2005-07-31 01:40:14,1774,2005-08-05 06:34:14,2
8107,299,2,8.99,2005-05-28 14:48:39,606,2005-05-28 14:48:39,3509,2005-06-04 09:44:39,2
2804,104,2,0.99,2005-06-20 04:43:45,2928,2005-06-20 04:43:45,1265,2005-06-21 06:58:45,2
12629,468,2,5.99,2005-07-12 18:14:10,6815,2005-07-12 18:14:10,3236,2005-07-17 14:16:10,1
1888,69,2,0.99,2005-08-21 20:31:25,14685,2005-08-21 20:31:25,1320,2005-08-22 21:02:25,1
2001,74,2,2.99,2005-07-10 05:04:54,5603,2005-07-10 05:04:54,1308,2005-07-12 01:54:54,2
12133,449,2,7.99,2005-08-22 06:37:43,14962,2005-08-22 06:37:43,3104,2005-08-29 03:44:43,2
1482,53,2,7.98,2006-02-14 15:16:03,11657,2006-02-14 15:16:03,3043,,2
2337,86,2,0.99,2005-07-09 15:25:06,5295,2005-07-09 15:25:06,4460,2005-07-10 12:40:06,1
10016,370,2,3.99,2005-08-22 21:57:15,15368,2005-08-22 21:57:15,1130,2005-08-29 16:28:15,1
3393,126,1,0.99,2005-07-08 11:04:53,4691,2005-07-08 11:04:53,596,2005-07-09 07:48:53,1
4597,169,1,5.99,2005-08-17 15:24:12,11898,2005-08-17 15:24:12,3163,2005-08-24 13:36:12,2
6711,248,1,0.99,2005-08-20 16:47:32,13918,2005-08-20 16:47:32,3301,2005-08-21 12:00:32,2
5891,217,1,0.99,2005-07-30 11:16:37,9159,2005-07-30 11:16:37,1234,2005-08-03 10:32:37,1
4094,150,2,2.99,2005-08-02 08:54:17,11123,2005-08-02 08:54:17,1926,2005-08-09 11:11:17,2
13570,503,1,2.99,2005-08-22 04:52:13,14913,2005-08-22 04:52:13,3609,2005-08-23 06:49:13,2
7881,291,2,4.99,2005-07-12 03:51:54,6516,2005-07-12 03:51:54,863,2005-07-14 03:41:54,2
5800,213,2,2.99,2006-02-14 15:16:03,14374,2006-02-14 15:16:03,236,,2
7319,270,2,4.99,2005-08-01 16:08:52,10648,2005-08-01 16:08:52,691,2005-08-05 20:17:52,1
6422,238,1,4.99,2005-06-16 10:12:55,1660,2005-06-16 10:12:55,2374,2005-06-18 05:56:55,2
5603,207,2,2.99,2005-07-06 04:16:43,3584,2005-07-06 04:16:43,367,2005-07-13 07:08:43,1
13287,493,1,4.99,2005-07-29 02:47:36,8298,2005-07-29 02:47:36,952,2005-08-05 07:58:36,2
7084,262,1,4.99,2005-07-27 00:59:05,6986,2005-07-27 00:59:05,2104,2005-07-29 00:31:05,1
37,2,2,4.99,2005-07-27 14:30:42,7346,2005-07-27 14:30:42,741,2005-08-02 16:48:42,1
9911,366,1,4.99,2005-08-21 02:14:03,14147,2005-08-21 02:14:03,1476,2005-08-27 22:38:03,1
5956,220,2,8.99,2005-07-12 18:51:41,6832,2005-07-12 18:51:41,444,2005-07-20 13:29:41,2
3809,141,2,2.99,2005-07-28 10:27:10,7878,2005-07-28 10:27:10,1564,2005-07-29 11:22:10,1
8185,301,2,2.99,2005-08-20 07:13:47,13633,2005-08-20 07:13:47,3227,2005-08-24 11:25:47,1
2022,75,2,0.99,2005-05-26 16:19:08,268,2005-05-26 16:19:08,1714,2005-05-27 14:35:08,1
