pagamento_id,cliente_id,personale_id,noleggio_id,ammontare,data_pagamento
11452,424,1,3166,6.99,2005-06-20 21:32:32
5949,220,1,480,3.99,2005-05-27 22:47:39
6922,257,1,2557,0.99,2005-06-19 03:08:51
300,11,1,15120,0.99,2005-08-22 12:42:47
11744,436,1,256,3.99,2005-05-26 15:20:58
1888,69,2,14685,0.99,2005-08-21 20:31:25
12326,456,2,14253,2.99,2005-08-21 05:47:52
10225,377,1,13275,0.99,2005-08-19 17:53:38
14775,550,1,14687,4.99,2005-08-21 20:32:16
11357,420,2,5911,0.99,2005-07-10 20:51:42
2731,101,2,13370,1.99,2005-08-19 21:20:11
4308,158,1,9393,2.99,2005-07-30 20:04:48
655,24,2,15357,4.99,2005-08-22 21:28:59
9998,369,2,14684,5.99,2005-08-21 20:28:26
6802,252,1,8899,0.99,2005-07-30 01:05:30
15019,560,2,12116,5.98,2006-02-14 15:16:03
11108,410,1,11187,10.99,2005-08-02 11:16:19
214,8,2,4409,3.99,2005-07-07 21:47:29
7938,293,2,7607,4.99,2005-07-28 00:05:53
14388,534,1,10796,0.99,2005-08-01 21:56:41
7414,274,2,8259,0.99,2005-07-29 01:05:16
8112,299,1,3074,0.99,2005-06-20 14:41:41
2825,105,2,473,7.99,2005-05-27 21:36:34
15076,563,2,2573,0.99,2005-06-19 04:23:18
12032,446,1,3060,2.99,2005-06-20 13:47:20
542,20,2,15248,0.99,2005-08-22 17:53:06
6844,254,1,2138,2.99,2005-06-17 21:28:14
6599,244,1,5779,4.99,2005-07-10 13:45:54
7017,260,1,2091,10.99,2005-06-17 18:09:04
2218,82,2,145,2.99,2005-05-25 23:59:03
12475,462,1,6583,4.99,2005-07-12 06:42:31
760,28,2,5653,2.99,2005-07-10 07:21:27
15508,579,1,2522,3.99,2005-06-19 00:43:42
14542,540,2,9815,2.99,2005-07-31 11:30:51
6376,236,2,11486,3.99,2005-08-02 22:34:06
11661,432,2,11870,0.99,2005-08-17 14:11:28
4332,159,2,5656,0.99,2005-07-10 07:31:07
4636,171,2,2788,2.99,2005-06-19 18:48:11
7754,286,2,11670,0.99,2005-08-17 05:48:59
4664,172,2,4878,6.99,2005-07-08 19:33:49
4754,175,2,11618,4.99,2005-08-17 04:01:36
7853,290,1,5105,2.99,2005-07-09 06:38:59
15442,576,2,9548,5.99,2005-07-31 01:54:19
15165,566,2,6365,2.99,2005-07-11 21:17:40
5561,205,2,8896,4.99,2005-07-30 00:51:21
10461,386,2,9602,0.99,2005-07-31 03:42:51
6637,245,1,7230,4.99,2005-07-27 10:01:41
13242,491,1,4046,8.99,2005-07-07 03:27:59
6806,252,1,13385,4.99,2005-08-19 21:39:35
14045,522,2,3102,8.99,2005-06-20 16:55:55
3597,133,1,6157,4.99,2005-07-11 09:48:16
15057,562,2,5360,0.99,2005-07-09 18:14:03
8828,327,2,1577,3.99,2005-06-16 04:03:28
5159,190,1,7175,4.99,2005-07-27 08:03:22
6117,227,2,4340,2.99,2005-07-07 18:41:46
4688,172,2,16038,3.99,2005-08-23 22:14:31
2501,91,1,15707,1.99,2005-08-23 10:35:45
15677,585,1,7384,4.99,2005-07-27 15:49:45
13264,492,1,3298,9.99,2005-06-21 07:09:44
2022,75,2,268,0.99,2005-05-26 16:19:08
11917,442,1,632,5.99,2005-05-28 17:37:50
15183,566,1,11941,1.99,2005-08-17 16:56:57
14835,553,2,3891,4.99,2005-07-06 18:58:25
11808,438,2,5426,4.99,2005-07-09 21:04:47
1161,42,1,7405,3.99,2005-07-27 16:25:11
8812,326,2,7725,2.99,2005-07-28 04:47:14
15096,563,1,12832,2.99,2005-08-19 01:41:44
6528,241,2,14269,7.99,2005-08-21 06:22:07
502,19,1,9256,0.99,2005-07-30 14:29:29
6540,242,2,1702,4.99,2005-06-16 13:21:05
6920,257,2,244,2.99,2005-05-26 13:40:40
11425,423,2,1827,0.99,2005-06-16 21:54:40
5977,221,1,2331,2.99,2005-06-18 10:50:09
6817,253,1,2454,4.99,2005-06-18 19:32:51
14031,521,1,10587,2.99,2005-08-01 14:03:38
3971,146,1,12129,7.99,2005-08-17 23:31:25
8445,311,1,9503,6.99,2005-07-31 00:02:38
4187,154,2,3806,7.99,2005-07-06 15:09:41
1779,65,1,9293,3.99,2005-07-30 16:12:28
10607,391,2,8913,6.99,2005-07-30 01:35:01
14374,534,1,1610,4.99,2005-06-16 06:36:33
2471,91,1,2457,3.99,2005-06-18 19:38:20
6120,227,1,5046,3.99,2005-07-09 03:34:57
14454,537,1,1445,2.99,2005-06-15 19:10:07
6904,256,1,6298,0.99,2005-07-11 17:42:33
7020,260,2,2958,3.99,2005-06-20 06:56:20
5386,198,1,12862,5.99,2005-08-19 02:31:59
2021,75,1,180,4.99,2005-05-26 04:46:23
3276,121,1,14464,2.99,2005-08-21 12:52:54
12575,466,1,12048,7.99,2005-08-17 20:49:24
6685,247,1,5328,6.99,2005-07-09 16:48:29
4158,153,1,2649,0.99,2005-06-19 10:20:09
2213,81,1,15224,5.99,2005-08-22 17:18:05
2023,75,1,1920,4.99,2005-06-17 06:00:23
6924,257,2,4462,6.99,2005-07-08 00:02:49
4628,170,2,14675,2.99,2005-08-21 20:01:51
5908,218,1,5226,0.99,2005-07-09 12:10:44
12492,462,1,12466,4.99,2005-08-18 11:36:55
5991,221,1,9453,7.99,2005-07-30 22:20:04
4644,171,1,7037,3.99,2005-07-27 03:06:44
5233,193,2,10462,2.99,2005-08-01 09:38:28
13038,483,1,2855,4.99,2005-06-19 23:11:49
9949,368,2,3275,4.99,2005-06-21 05:33:04
14446,536,1,11826,2.99,2005-08-17 12:43:46
1824,67,1,767,2.99,2005-05-29 12:20:19
1846,68,2,1957,8.99,2005-06-17 08:50:58
2793,103,2,14289,4.99,2005-08-21 06:58:49
13253,491,2,10974,6.99,2005-08-02 04:10:52
6068,225,1,4824,7.99,2005-07-08 17:37:39
9076,336,1,4595,2.99,2005-07-08 06:40:25
1540,56,1,2140,0.99,2005-06-17 21:40:29
14824,552,1,13693,0.99,2005-08-20 09:11:42
8074,297,1,13330,2.99,2005-08-19 19:59:21
8654,320,2,1484,3.99,2005-06-15 21:22:35
9918,367,1,939,0.99,2005-05-30 14:49:34
5881,217,2,828,2.99,2005-05-29 22:14:55
11337,419,1,7619,2.99,2005-07-28 00:25:41
582,22,1,3419,2.99,2005-06-21 17:18:01
10670,393,2,15527,0.99,2005-08-23 03:44:51
5111,188,2,7042,0.99,2005-07-27 03:20:18
7328,270,2,15620,6.99,2005-08-23 07:10:22
9536,353,2,3233,6.99,2005-06-21 02:39:31
4020,148,1,4746,2.99,2005-07-08 13:47:55
13703,508,1,10746,8.99,2005-08-01 19:58:49
10095,373,1,6202,3.99,2005-07-11 12:24:25
2484,91,2,6860,2.99,2005-07-12 19:54:17
4921,181,2,6477,4.99,2005-07-12 01:38:42
4657,172,1,685,6.99,2005-05-29 00:17:51
10671,393,2,16049,3.99,2005-08-23 22:50:12
13316,494,2,9510,7.99,2005-07-31 00:24:17
5187,191,1,7150,6.99,2005-07-27 07:11:14
741,27,1,10852,4.99,2005-08-02 00:00:33
9745,361,2,2353,4.99,2005-06-18 12:53:25
13481,500,1,10947,6.99,2005-08-02 03:23:17
14736,549,1,7252,7.99,2005-07-27 10:45:28
2571,94,2,14804,1.99,2005-08-22 00:51:25
4606,170,2,504,0.99,2005-05-28 02:05:34
1572,57,1,3727,4.99,2005-07-06 11:16:43
4344,159,1,15197,0.99,2005-08-22 16:14:25
12186,451,2,13100,2.99,2005-08-19 10:55:45
12311,456,1,2404,0.99,2005-06-18 16:33:48
11072,409,2,6026,4.99,2005-07-11 02:21:43
3305,122,2,11044,3.99,2005-08-02 06:05:27
2844,105,1,13057,6.99,2005-08-19 09:40:05
9447,349,2,8297,4.99,2005-07-29 02:45:46
2020,74,1,16046,0.99,2005-08-23 22:26:47
987,36,2,4135,0.99,2005-07-07 08:15:03
9573,354,2,8477,8.99,2005-07-29 08:40:36
15855,592,1,6937,0.99,2005-07-26 23:15:50
10308,381,2,406,2.99,2005-05-27 13:46:46
926,33,2,15115,2.99,2005-08-22 12:28:01
12065,447,1,5734,0.99,2005-07-10 11:37:28
4029,148,1,7865,9.99,2005-07-28 10:07:04
9440,349,1,4190,2.99,2005-07-07 10:52:39
12785,473,2,2748,4.99,2005-06-19 16:22:26
1126,41,2,3827,2.99,2005-07-06 15:52:03
4850,178,1,10802,5.99,2005-08-01 22:18:32
2363,87,1,2516,4.99,2005-06-19 00:03:28
14097,523,1,15040,2.99,2005-08-22 09:41:09
3284,122,2,2240,3.99,2005-06-18 04:28:27
11140,411,2,11294,2.99,2005-08-02 15:08:27
1826,67,1,2542,3.99,2005-06-19 02:08:39
5197,192,1,2760,3.99,2005-06-19 17:16:33
10211,377,1,4225,0.99,2005-07-07 12:24:37
3858,143,1,312,2.99,2005-05-26 22:52:19
8209,302,1,12903,2.99,2005-08-19 04:09:38
9671,358,1,3809,2.99,2005-07-06 15:16:37
11435,423,1,7157,4.99,2005-07-27 07:20:28
4125,151,1,10078,2.99,2005-07-31 20:02:02
10532,389,1,2552,3.99,2005-06-19 03:01:29
11448,423,1,15380,0.99,2005-08-22 22:28:15
8648,319,1,12018,4.99,2005-08-17 19:44:46
14525,539,1,12848,2.99,2005-08-19 02:05:11
2056,75,1,12426,4.99,2005-08-18 10:24:11
2620,96,2,15989,4.99,2005-08-23 20:24:36
11040,408,1,6062,0.99,2005-07-11 04:11:58
6631,245,1,3634,2.99,2005-07-06 06:51:14
11581,429,2,844,4.99,2005-05-30 00:58:20
9199,340,1,8606,4.99,2005-07-29 13:14:24
12196,452,2,1203,4.99,2005-06-15 02:09:02
4324,159,2,475,2.99,2005-05-27 22:16:26
7154,265,2,2562,4.99,2005-06-19 03:15:05
7081,262,1,6724,3.99,2005-07-12 13:45:15
2251,83,2,3722,6.99,2005-07-06 11:10:27
10669,393,2,15284,3.99,2005-08-22 19:17:08
564,21,2,11970,0.99,2005-08-17 17:53:09
13411,498,1,2449,4.99,2005-06-18 19:18:36
48,2,1,10136,2.99,2005-07-31 21:58:56
7852,290,2,4416,0.99,2005-07-07 22:04:36
7022,260,2,4054,0.99,2005-07-07 03:42:07
5441,200,2,15691,4.99,2005-08-23 09:53:54
11073,409,1,6596,2.99,2005-07-12 07:32:59
15604,582,1,11708,2.99,2005-08-17 07:26:47
1848,68,2,2662,4.99,2005-06-19 10:53:42
5603,207,2,3584,2.99,2005-07-06 04:16:43
6027,223,1,3513,5.99,2005-07-06 00:45:57
7014,260,1,1626,3.99,2005-06-16 07:49:47
13388,497,1,5239,4.99,2005-07-09 13:12:35
1585,57,2,9812,2.99,2005-07-31 11:28:07
11832,439,1,1264,4.99,2005-06-15 06:59:39
11623,431,1,2269,3.99,2005-06-18 06:20:54
12911,478,2,2765,4.99,2005-06-19 17:34:39
8354,307,1,14231,0.99,2005-08-21 05:04:34
8852,328,2,862,2.99,2005-05-30 03:09:11
11071,409,1,5955,7.99,2005-07-10 23:22:10
2273,84,2,1320,4.99,2005-06-15 10:42:13
2207,81,1,11837,5.99,2005-08-17 13:04:41
11782,437,1,5167,1.99,2005-07-09 09:18:43
14786,551,1,2776,3.99,2005-06-19 18:16:24
8019,296,1,869,4.99,2005-05-30 04:22:06
14265,530,2,5663,0.99,2005-07-10 08:01:33
13827,513,1,11755,3.99,2005-08-17 09:15:35
7607,280,2,15036,2.99,2005-08-22 09:36:00
15963,596,1,2767,1.99,2005-06-19 17:46:35
2530,92,1,14798,0.99,2005-08-22 00:44:08
8222,303,1,3077,3.99,2005-06-20 15:05:18
4452,164,2,1713,4.99,2005-06-16 14:28:33
1953,72,2,9648,4.99,2005-07-31 05:46:03
10386,383,2,11122,0.99,2005-08-02 08:49:09
3903,144,2,9174,4.99,2005-07-30 11:42:10
10419,385,2,1038,4.99,2005-05-31 05:23:47
1171,42,2,10845,2.99,2005-08-01 23:47:03
13023,482,2,8584,2.99,2005-07-29 12:07:53
6038,223,1,15257,7.99,2005-08-22 18:21:04
14935,558,2,1967,4.99,2005-06-17 09:19:52
95,4,1,9100,5.99,2005-07-30 08:46:09
13058,484,1,1351,3.99,2005-06-15 12:51:03
15439,576,1,7605,3.99,2005-07-27 23:57:01
15796,590,1,2916,6.99,2005-06-20 04:01:04
10050,371,2,13953,4.99,2005-08-20 18:00:37
10558,390,2,1730,2.99,2005-06-16 15:30:01
12410,459,1,13967,4.99,2005-08-20 18:28:46
392,15,2,5975,2.99,2005-07-11 00:14:19
8360,308,1,2346,7.99,2005-06-18 12:08:16
5790,213,2,8444,2.99,2005-07-29 07:36:13
1783,65,2,11845,2.99,2005-08-17 13:16:38
4984,183,1,6472,4.99,2005-07-12 01:33:25
1049,38,2,7163,5.99,2005-07-27 07:36:11
4386,161,1,7003,2.99,2005-07-27 01:32:06
3986,147,2,4792,0.99,2005-07-08 16:29:38
13913,516,1,12915,0.0,2006-02-14 15:16:03
5771,212,1,15872,4.99,2005-08-23 16:27:24
15430,576,2,2799,4.99,2005-06-19 19:15:21
4387,161,2,8774,4.99,2005-07-29 20:05:04
7029,260,1,8475,1.99,2005-07-29 08:37:41
8793,325,2,10326,4.99,2005-08-01 04:55:34
4241,156,1,2782,0.99,2005-06-19 18:25:07
3766,139,1,7369,0.99,2005-07-27 15:07:58
10542,389,1,8338,6.99,2005-07-29 04:40:39
10233,378,2,2713,4.99,2005-06-19 14:23:09
717,26,1,15384,2.99,2005-08-22 22:34:44
883,32,2,2624,5.99,2005-06-19 08:22:09
13699,508,2,8191,4.99,2005-07-28 22:47:14
1143,41,2,12147,2.99,2005-08-18 00:10:20
955,35,1,1989,2.99,2005-06-17 10:47:24
13216,490,2,5173,7.99,2005-07-09 09:31:44
8734,323,2,7146,7.99,2005-07-27 07:02:30
6640,245,2,7397,4.99,2005-07-27 16:05:00
1361,50,2,1136,4.99,2005-05-31 19:19:36
10891,403,2,8013,5.99,2005-07-28 15:30:26
10240,378,2,9668,3.99,2005-07-31 06:31:03
1675,61,2,8029,6.99,2005-07-28 16:11:21
15017,560,2,14785,2.99,2005-08-22 00:24:37
8804,326,1,1311,4.99,2005-06-15 10:11:59
10772,398,2,3141,9.99,2005-06-20 19:55:47
3500,129,1,13919,4.99,2005-08-20 16:47:34
6046,224,1,4697,2.99,2005-07-08 11:19:14
7911,292,1,8047,2.99,2005-07-28 16:49:43
2737,102,1,358,0.99,2005-05-27 06:43:59
14771,550,1,13114,10.99,2005-08-19 11:27:32
6279,233,1,6319,4.99,2005-07-11 18:50:45
10747,397,2,5763,4.99,2005-07-10 12:58:12
10157,375,1,2236,4.99,2005-06-18 04:12:33
12049,446,1,8923,3.99,2005-07-30 02:08:49
9006,333,1,12427,6.99,2005-08-18 10:24:17
7285,269,2,4880,6.99,2005-07-08 19:36:17
7543,278,2,10849,3.99,2005-08-01 23:51:00
3695,137,2,6200,0.99,2005-07-11 12:16:42
938,34,1,7532,0.99,2005-07-27 21:20:52
7597,280,1,8912,0.99,2005-07-30 01:31:25
11737,435,1,12741,4.99,2005-08-18 22:17:05
4484,165,2,12643,4.99,2005-08-18 18:21:06
12815,474,2,2944,7.99,2005-06-20 05:43:42
8235,303,2,11673,2.99,2005-08-17 05:54:15
11094,410,1,5192,4.99,2005-07-09 10:27:09
979,35,1,12055,4.99,2005-08-17 21:02:19
9916,366,1,15514,2.99,2005-08-23 03:03:40
13816,513,1,6027,4.99,2005-07-11 02:26:29
12009,445,2,9625,4.99,2005-07-31 04:30:48
729,27,1,4510,5.99,2005-07-08 02:34:51
14834,553,1,3890,4.99,2005-07-06 18:58:15
4918,181,2,3469,4.99,2005-06-21 22:48:59
12630,468,2,7292,4.99,2005-07-27 12:34:14
11879,440,1,12850,0.99,2005-08-19 02:08:06
14114,524,1,14366,2.99,2005-08-21 09:31:39
12415,460,1,223,4.99,2005-05-26 10:15:23
1931,71,1,8789,4.99,2005-07-29 20:47:27
534,20,1,11821,0.99,2005-08-17 12:27:55
14616,543,1,15785,1.99,2005-08-23 13:46:27
10633,392,2,12102,6.99,2005-08-17 22:45:26
4668,172,1,7122,6.99,2005-07-27 06:03:18
11651,432,1,5204,2.99,2005-07-09 10:54:14
4367,160,1,14868,4.99,2005-08-22 03:15:01
9040,334,2,15548,0.99,2005-08-23 04:26:20
12775,472,1,14597,4.99,2005-08-21 17:39:41
11994,444,2,13559,2.99,2005-08-20 04:16:07
12989,481,2,5711,2.99,2005-07-10 10:37:20
2936,109,1,698,0.99,2005-05-29 02:10:52
11255,416,2,8648,2.99,2005-07-29 14:56:21
5123,188,2,15319,2.99,2005-08-22 20:17:17
2149,79,1,3641,0.99,2005-07-06 07:17:09
6442,239,1,621,4.99,2005-05-28 15:58:12
10819,400,2,7296,2.99,2005-07-27 12:39:48
6495,240,2,13030,2.99,2005-08-19 08:28:11
15143,565,2,10913,3.99,2005-08-02 02:04:03
3584,132,2,12133,0.99,2005-08-17 23:47:16
6250,232,1,6309,2.99,2005-07-11 18:13:24
4515,166,2,15806,1.99,2005-08-23 14:31:50
11267,416,2,15470,4.99,2005-08-23 01:35:12
9743,361,1,368,5.99,2005-05-27 07:42:29
2635,97,1,9591,4.99,2005-07-31 03:19:28
1098,40,2,2470,7.99,2005-06-18 20:28:31
9378,347,1,5819,2.99,2005-07-10 15:56:20
1729,63,1,13089,0.99,2005-08-19 10:38:56
5720,211,2,2812,8.99,2005-06-19 19:58:16
13781,512,1,1176,6.99,2005-06-15 00:28:37
15124,564,1,14593,0.99,2005-08-21 17:33:18
7851,290,1,4073,0.99,2005-07-07 04:49:13
3812,141,1,9584,4.99,2005-07-31 03:05:48
8150,300,1,8210,6.99,2005-07-28 23:31:05
14247,529,2,10361,10.99,2005-08-01 05:53:49
8715,322,1,9252,1.99,2005-07-30 14:19:59
9589,355,1,1612,2.99,2005-06-16 06:52:05
14764,550,1,9748,0.99,2005-07-31 09:17:56
10709,395,2,14720,0.99,2005-08-21 21:43:53
7718,285,2,6644,0.99,2005-07-12 10:39:39
261,10,2,4042,4.99,2005-07-07 03:06:40
14640,545,2,715,3.99,2005-05-29 04:22:41
14695,547,2,7420,4.99,2005-07-27 17:09:39
302,11,1,11646,0.99,2006-02-14 15:16:03
9185,340,1,1697,3.99,2005-06-16 12:55:20
1450,52,1,14822,5.99,2005-08-22 01:21:14
2892,107,1,8162,4.99,2005-07-28 21:11:46
9920,367,1,3078,0.99,2005-06-20 15:09:48
11121,410,1,15518,4.99,2005-08-23 03:19:34
12825,474,1,8991,2.99,2005-07-30 04:42:54
8058,297,2,6036,2.99,2005-07-11 03:02:28
234,9,2,3142,7.99,2005-06-20 19:59:28
9379,347,2,6121,1.99,2005-07-11 07:55:27
13456,499,1,12436,3.99,2005-08-18 10:41:05
1137,41,1,8712,2.99,2005-07-29 17:30:06
10359,382,2,10327,3.99,2005-08-01 04:55:35
12579,466,2,14546,2.99,2005-08-21 15:50:50
2600,96,2,3463,0.99,2005-06-21 22:00:00
1167,42,2,8852,3.99,2005-07-29 23:30:03
10504,388,1,2692,4.99,2005-06-19 13:08:19
1721,63,1,9795,0.99,2005-07-31 10:47:19
9406,348,2,4633,0.99,2005-07-08 08:39:39
11633,431,2,10508,0.99,2005-08-01 11:23:27
1005,36,1,11813,4.99,2005-08-17 12:06:54
12857,475,1,10633,3.99,2005-08-01 15:37:17
6675,246,1,14360,6.99,2005-08-21 09:16:40
2392,88,2,3524,0.99,2005-07-06 01:01:51
12176,451,1,7018,2.99,2005-07-27 02:20:22
14393,534,2,13294,0.99,2005-08-19 18:36:35
7567,279,2,9820,5.99,2005-07-31 11:46:57
8474,312,2,11879,5.99,2005-08-17 14:25:09
1015,37,2,1854,3.99,2005-06-17 00:43:57
3374,125,2,9734,2.99,2005-07-31 08:57:45
11045,408,2,8251,4.99,2005-07-29 00:50:14
7929,293,2,3025,2.99,2005-06-20 11:46:48
15647,584,1,7372,4.99,2005-07-27 15:18:42
12667,469,1,6955,3.99,2005-07-26 23:55:48
7085,262,1,9105,6.99,2005-07-30 08:50:25
15109,564,2,8426,4.99,2005-07-29 07:07:48
15627,583,1,7401,5.99,2005-07-27 16:17:55
3562,132,2,2924,4.99,2005-06-20 04:20:14
7824,289,2,5584,4.99,2005-07-10 04:15:25
10620,392,2,2289,2.99,2005-06-18 07:29:43
3036,113,1,3162,6.99,2005-06-20 21:21:15
5218,192,1,11611,4.99,2006-02-14 15:16:03
649,24,2,11546,2.99,2005-08-17 00:57:36
14866,554,1,12014,0.99,2005-08-17 19:29:44
8138,300,1,1111,4.99,2005-05-31 15:24:19
10065,372,1,7190,4.99,2005-07-27 08:36:01
2153,79,2,4736,4.99,2005-07-08 13:22:55
1147,41,2,15860,4.99,2005-08-23 16:08:40
7777,287,2,9716,1.99,2005-07-31 08:23:53
10978,406,2,2585,0.99,2005-06-19 05:05:03
6429,238,1,8382,6.99,2005-07-29 05:33:21
2024,75,1,2161,7.99,2005-06-17 23:39:50
1775,65,2,6527,0.99,2005-07-12 04:23:06
5453,201,2,3528,4.99,2005-07-06 01:13:27
14846,553,2,9601,2.99,2005-07-31 03:42:17
11226,415,1,7748,4.99,2005-07-28 05:52:23
8769,324,2,10212,2.99,2005-08-01 01:01:35
13931,517,1,10063,4.99,2005-07-31 19:25:13
5102,188,2,1527,2.99,2005-06-16 00:31:40
6347,236,1,1262,0.99,2005-06-15 06:54:53
5637,208,1,4354,5.99,2005-07-07 19:21:02
9142,338,1,8766,0.99,2005-07-29 19:41:04
5470,202,1,1474,2.99,2005-06-15 20:55:42
10755,397,2,9608,1.99,2005-07-31 03:51:52
12563,466,2,3237,4.99,2005-06-21 02:47:56
3650,135,1,7734,0.99,2005-07-28 05:08:44
12458,461,1,13223,2.99,2005-08-19 15:52:04
8090,298,1,5247,2.99,2005-07-09 13:26:28
15085,563,1,4883,0.99,2005-07-08 19:46:58
10672,394,1,213,3.99,2005-05-26 08:44:08
4475,165,2,5658,4.99,2005-07-10 07:34:08
14503,538,2,13770,4.99,2005-08-20 11:45:54
12688,469,1,15561,9.99,2005-08-23 05:02:31
8364,308,1,5946,2.99,2005-07-10 22:57:29
5617,207,2,9652,2.99,2005-07-31 05:49:53
15960,596,1,914,2.99,2005-05-30 11:06:00
2964,110,2,4827,4.99,2005-07-08 17:46:30
7628,282,1,2016,2.99,2005-06-17 12:18:36
9638,357,1,824,4.99,2005-05-29 21:45:32
4219,155,1,6085,4.99,2005-07-11 05:24:36
15450,576,1,13061,4.99,2005-08-19 09:43:39
12861,475,1,15097,1.99,2005-08-22 11:43:42
3202,119,2,9028,2.99,2005-07-30 06:00:35
2956,109,1,13264,3.99,2005-08-19 17:27:10
4882,179,2,10569,3.99,2005-08-01 13:18:23
4423,163,2,2000,2.99,2005-06-17 11:32:30
546,21,1,570,0.99,2005-05-28 10:15:04
10155,375,2,1404,2.99,2005-06-15 16:38:53
6477,240,2,2196,3.99,2005-06-18 01:47:07
11961,443,1,12415,4.99,2005-08-18 09:54:01
12533,464,1,5910,4.99,2005-07-10 20:51:34
4303,158,2,7159,2.99,2005-07-27 07:24:00
10830,400,2,13449,2.99,2005-08-20 00:17:01
2367,87,2,5700,4.99,2005-07-10 09:49:42
12619,468,1,1975,2.99,2005-06-17 09:32:10
12843,475,1,4617,4.99,2005-07-08 07:55:08
15420,575,2,14952,2.99,2005-08-22 06:20:07
9931,367,1,9912,4.99,2005-07-31 14:49:04
15881,593,2,4280,3.99,2005-07-07 15:09:31
14378,534,1,3216,4.99,2005-06-21 01:19:37
5478,202,2,5838,2.99,2005-07-10 17:04:56
