film_id,categoria_id,nome_categoria
780,8,Family
219,6,Documentary
808,4,Classics
771,7,Drama
621,8,Family
287,1,Action
885,11,Horror
881,11,Horror
8,11,Horror
766,7,Drama
186,7,Drama
692,2,Animation
38,1,Action
131,4,Classics
681,15,Sports
322,15,Sports
327,1,Action
773,15,Sports
346,4,Classics
953,2,Animation
318,1,Action
341,4,Classics
533,9,Foreign
115,1,Action
174,12,Music
677,13,New
944,7,Drama
271,1,Action
680,5,Comedy
250,1,Action
243,2,Animation
154,2,Animation
302,10,Games
150,6,Documentary
98,7,Drama
859,2,Animation
702,11,Horror
447,10,Games
439,7,Drama
108,13,New
879,12,Music
987,12,Music
993,3,Children
446,15,Sports
467,9,Foreign
423,3,Children
890,15,Sports
606,15,Sports
678,15,Sports
827,7,Drama
247,5,Comedy
353,9,Foreign
459,9,Foreign
472,16,Travel
77,13,New
888,6,Documentary
742,10,Games
458,8,Family
672,5,Comedy
80,8,Family
292,1,Action
689,9,Foreign
220,12,Music
674,9,Foreign
882,7,Drama
543,16,Travel
758,7,Drama
595,9,Foreign
375,1,Action
937,13,New
683,7,Drama
305,13,New
617,8,Family
229,1,Action
527,11,Horror
864,3,Children
943,6,Documentary
930,14,Sci-Fi
915,1,Action
252,1,Action
228,4,Classics
155,13,New
395,1,Action
297,4,Classics
945,6,Documentary
466,6,Documentary
788,6,Documentary
95,13,New
61,7,Drama
168,3,Children
121,2,Animation
239,2,Animation
128,9,Foreign
691,15,Sports
846,13,New
133,12,Music
629,6,Documentary
840,10,Games
797,12,Music
182,5,Comedy
432,4,Classics
528,8,Family
350,14,Sci-Fi
772,7,Drama
871,5,Comedy
208,2,Animation
693,2,Animation
147,8,Family
684,10,Games
300,2,Animation
627,6,Documentary
152,3,Children
102,15,Sports
138,14,Sci-Fi
712,6,Documentary
39,14,Sci-Fi
887,2,Animation
184,4,Classics
120,15,Sports
704,5,Comedy
676,15,Sports
759,13,New
380,9,Foreign
561,13,New
136,13,New
553,3,Children
405,16,Travel
130,1,Action
146,7,Drama
224,16,Travel
33,7,Drama
60,4,Classics
37,4,Classics
787,16,Travel
371,1,Action
817,14,Sci-Fi
979,7,Drama
669,9,Foreign
811,16,Travel
784,16,Travel
149,3,Children
47,9,Foreign
587,6,Documentary
499,8,Family
187,15,Sports
768,3,Children
22,13,New
448,13,New
344,3,Children
760,13,New
589,6,Documentary
25,13,New
218,7,Drama
904,11,Horror
71,8,Family
575,6,Documentary
747,10,Games
372,15,Sports
163,13,New
529,5,Comedy
892,2,Animation
726,9,Foreign
137,14,Sci-Fi
288,16,Travel
99,5,Comedy
110,3,Children
847,13,New
215,10,Games
46,10,Games
329,1,Action
878,16,Travel
799,11,Horror
908,9,Foreign
343,3,Children
555,5,Comedy
242,5,Comedy
675,13,New
895,4,Classics
738,9,Foreign
357,4,Classics
416,9,Foreign
434,16,Travel
13,11,Horror
682,8,Family
947,9,Foreign
512,4,Classics
507,10,Games
421,9,Foreign
200,10,Games
751,13,New
194,1,Action
748,1,Action
802,1,Action
70,2,Animation
279,15,Sports
400,6,Documentary
850,1,Action
391,8,Family
520,14,Sci-Fi
534,8,Family
666,7,Drama
736,8,Family
586,1,Action
462,12,Music
140,14,Sci-Fi
872,16,Travel
173,7,Drama
64,7,Drama
961,9,Foreign
565,9,Foreign
525,4,Classics
51,12,Music
779,15,Sports
24,11,Horror
695,8,Family
494,11,Horror
427,6,Documentary
671,15,Sports
435,9,Foreign
167,16,Travel
816,2,Animation
974,13,New
708,6,Documentary
997,12,Music
721,12,Music
430,2,Animation
21,1,Action
801,3,Children
515,3,Children
613,5,Comedy
399,9,Foreign
498,8,Family
377,8,Family
524,5,Comedy
304,3,Children
275,11,Horror
705,9,Foreign
956,10,Games
793,1,Action
654,10,Games
630,7,Drama
156,6,Documentary
488,15,Sports
838,1,Action
870,11,Horror
638,5,Comedy
356,3,Children
461,2,Animation
495,11,Horror
201,9,Foreign
157,3,Children
822,8,Family
205,1,Action
301,11,Horror
667,15,Sports
164,6,Documentary
180,4,Classics
709,7,Drama
398,12,Music
113,15,Sports
832,8,Family
834,6,Documentary
581,12,Music
516,12,Music
670,6,Documentary
767,12,Music
132,14,Sci-Fi
276,5,Comedy
964,1,Action
257,16,Travel
392,3,Children
737,11,Horror
969,7,Drama
741,12,Music
592,12,Music
866,8,Family
593,11,Horror
43,8,Family
535,11,Horror
906,5,Comedy
725,4,Classics
58,6,Documentary
927,1,Action
566,9,Foreign
764,15,Sports
381,10,Games
56,1,Action
284,12,Music
482,4,Classics
281,10,Games
11,9,Foreign
238,3,Children
650,6,Documentary
753,8,Family
162,1,Action
905,5,Comedy
679,8,Family
521,7,Drama
476,8,Family
355,2,Animation
795,8,Family
809,15,Sports
267,13,New
897,7,Drama
492,13,New
74,12,Music
851,15,Sports
786,3,Children
783,16,Travel
496,16,Travel
480,4,Classics
664,1,Action
723,14,Sci-Fi
207,9,Foreign
994,13,New
313,11,Horror
354,3,Children
663,4,Classics
569,2,Animation
605,9,Foreign
93,13,New
852,3,Children
989,16,Travel
310,10,Games
29,1,Action
972,14,Sci-Fi
148,9,Foreign
716,11,Horror
211,10,Games
251,13,New
952,6,Documentary
624,10,Games
701,10,Games
349,2,Animation
52,9,Foreign
475,11,Horror
861,10,Games
830,11,Horror
828,4,Classics
324,5,Comedy
424,3,Children
635,13,New
417,1,Action
558,13,New
196,4,Classics
338,14,Sci-Fi
316,10,Games
314,2,Animation
547,3,Children
977,16,Travel
855,6,Documentary
914,16,Travel
409,3,Children
181,16,Travel
81,14,Sci-Fi
68,3,Children
176,15,Sports
401,7,Drama
631,15,Sports
585,7,Drama
604,5,Comedy
902,15,Sports
588,3,Children
652,4,Classics
468,3,Children
244,12,Music
100,9,Foreign
658,11,Horror
443,5,Comedy
286,16,Travel
812,6,Documentary
198,9,Foreign
425,4,Classics
91,4,Classics
925,6,Documentary
469,4,Classics
277,11,Horror
894,16,Travel
145,8,Family
598,15,Sports
668,15,Sports
749,11,Horror
336,6,Documentary
910,7,Drama
833,3,Children
869,1,Action
862,4,Classics
590,13,New
514,7,Drama
118,2,Animation
487,4,Classics
798,14,Sci-Fi
955,3,Children
548,4,Classics
245,2,Animation
698,6,Documentary
971,9,Foreign
295,6,Documentary
829,8,Family
522,5,Comedy
183,8,Family
755,3,Children
479,8,Family
562,12,Music
603,8,Family
171,11,Horror
591,10,Games
335,5,Comedy
536,4,Classics
307,16,Travel
826,16,Travel
320,13,New
361,15,Sports
161,12,Music
519,15,Sports
7,5,Comedy
36,2,Animation
928,3,Children
419,8,Family
950,4,Classics
559,14,Sci-Fi
911,1,Action
303,1,Action
539,7,Drama
646,10,Games
342,16,Travel
609,16,Travel
517,15,Sports
962,4,Classics
465,13,New
55,14,Sci-Fi
735,3,Children
891,4,Classics
109,13,New
714,14,Sci-Fi
185,9,Foreign
781,10,Games
765,5,Comedy
253,1,Action
352,10,Games
907,7,Drama
32,13,New
616,6,Documentary
59,3,Children
770,9,Foreign
777,15,Sports
298,14,Sci-Fi
134,2,Animation
114,14,Sci-Fi
746,10,Games
166,4,Classics
815,4,Classics
984,9,Foreign
858,5,Comedy
745,15,Sports
625,14,Sci-Fi
364,13,New
546,10,Games
843,4,Classics
958,7,Drama
931,16,Travel
940,15,Sports
75,16,Travel
332,5,Comedy
170,9,Foreign
544,6,Documentary
471,4,Classics
615,2,Animation
382,10,Games
306,10,Games
643,7,Drama
144,13,New
903,16,Travel
291,15,Sports
67,1,Action
896,3,Children
394,14,Sci-Fi
370,3,Children
570,15,Sports
436,13,New
42,15,Sports
582,2,Animation
378,12,Music
938,5,Comedy
73,14,Sci-Fi
806,13,New
729,15,Sports
177,14,Sci-Fi
594,1,Action
981,16,Travel
212,1,Action
441,6,Documentary
739,7,Drama
1,6,Documentary
422,14,Sci-Fi
127,5,Comedy
111,1,Action
513,16,Travel
345,8,Family
607,9,Foreign
960,6,Documentary
537,4,Classics
763,15,Sports
433,2,Animation
601,16,Travel
264,10,Games
500,9,Foreign
949,10,Games
179,7,Drama
49,14,Sci-Fi
266,4,Classics
283,13,New
325,2,Animation
445,4,Classics
970,4,Classics
889,3,Children
384,12,Music
886,2,Animation
57,16,Travel
230,7,Drama
444,5,Comedy
175,8,Family
418,7,Drama
386,16,Travel
486,9,Foreign
337,9,Foreign
453,15,Sports
249,4,Classics
916,2,Animation
88,16,Travel
203,14,Sci-Fi
4,11,Horror
470,2,Animation
719,15,Sports
988,16,Travel
347,16,Travel
227,10,Games
633,4,Classics
431,9,Foreign
982,1,Action
10,15,Sports
35,11,Horror
655,14,Sci-Fi
333,12,Music
934,10,Games
20,12,Music
14,4,Classics
762,10,Games
583,2,Animation
213,8,Family
53,8,Family
312,14,Sci-Fi
501,1,Action
568,5,Comedy
645,16,Travel
996,6,Documentary
397,14,Sci-Fi
856,11,Horror
715,8,Family
986,2,Animation
579,1,Action
776,6,Documentary
125,16,Travel
551,13,New
54,12,Music
875,15,Sports
744,4,Classics
597,10,Games
696,2,Animation
574,1,Action
85,6,Documentary
123,16,Travel
237,15,Sports
769,9,Foreign
319,14,Sci-Fi
901,2,Animation
661,9,Foreign
789,9,Foreign
508,10,Games
853,3,Children
169,16,Travel
2,11,Horror
554,4,Classics
387,10,Games
296,14,Sci-Fi
107,7,Drama
412,6,Documentary
282,7,Drama
493,9,Foreign
474,15,Sports
379,7,Drama
189,10,Games
912,14,Sci-Fi
455,9,Foreign
402,2,Animation
936,12,Music
428,8,Family
116,4,Classics
939,5,Comedy
810,8,Family
572,14,Sci-Fi
367,14,Sci-Fi
463,15,Sports
478,5,Comedy
410,5,Comedy
775,7,Drama
824,8,Family
503,15,Sports
754,5,Comedy
222,11,Horror
740,11,Horror
6,9,Foreign
407,6,Documentary
687,6,Documentary
948,13,New
540,12,Music
31,8,Family
649,2,Animation
942,7,Drama
966,6,Documentary
460,9,Foreign
502,5,Comedy
694,4,Classics
374,14,Sci-Fi
484,4,Classics
9,11,Horror
641,9,Foreign
722,11,Horror
556,10,Games
97,1,Action
807,10,Games
732,1,Action
216,13,New
141,10,Games
831,14,Sci-Fi
188,5,Comedy
340,13,New
209,7,Drama
139,8,Family
464,2,Animation
730,13,New
932,5,Comedy
545,9,Foreign
618,7,Drama
92,11,Horror
30,11,Horror
96,13,New
240,14,Sci-Fi
241,2,Animation
700,8,Family
94,8,Family
965,11,Horror
390,14,Sci-Fi
153,14,Sci-Fi
968,1,Action
860,14,Sci-Fi
326,2,Animation
707,1,Action
440,9,Foreign
552,6,Documentary
450,3,Children
623,9,Foreign
653,11,Horror
50,8,Family
803,7,Drama
28,5,Comedy
223,2,Animation
731,4,Classics
