assay_subcellular_fraction,chembl_id,assay_tax_id,relationship_type,bao_format,assay_organism,assay_category,src_assay_id,assay_tissue,assay_id,tissue_id,doc_id,assay_strain,src_id,cell_id,description,assay_type,assay_test_type,assay_cell_type,curated_by,confidence_score,variant_id,tid
,CHEMBL615202,,H,BAO_0000357,,,,,81,,17117,,1,,"In vitro inhibition of human 2,3-oxidosqualene cyclase at 100 nM.",B,,,Expert,8,,11231
Microsomes,CHEMBL615203,5476.0,H,BAO_0000251,Candida albicans,,,,82,,11375,,1,,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Candida albicans microsomes",B,,,Autocuration,8,,11231
Microsomes,CHEMBL615204,5476.0,H,BAO_0000251,Candida albicans,,,,83,,11375,,1,,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Candida albicans microsomes",B,,,Autocuration,8,,11231
Microsomes,CHEMBL615205,4932.0,H,BAO_0000251,Saccharomyces cerevisiae,,,,84,,11375,,1,,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Saccharomyces cerevisiae microsomes",B,,,Autocuration,8,,11231
Microsomes,CHEMBL615206,4932.0,H,BAO_0000251,Saccharomyces cerevisiae,,,,85,,11375,,1,,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Saccharomyces cerevisiae microsomes",B,,,Autocuration,8,,11231
Microsomes,CHEMBL615207,9823.0,H,BAO_0000251,Sus scrofa,,,Liver,86,2107.0,11375,,1,,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in pig liver microsomes",B,,,Autocuration,8,,12083
,CHEMBL827084,10116.0,H,BAO_0000019,Rattus norvegicus,,,,87,,791,,1,,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase",B,,,Autocuration,8,,11231
,CHEMBL615208,10116.0,H,BAO_0000019,Rattus norvegicus,,,,88,,791,,1,,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase (OSC)",B,,,Autocuration,8,,11231
,CHEMBL615209,10116.0,H,BAO_0000019,Rattus norvegicus,,,,89,,791,,1,,"Evaluated for its activity to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase, activity expressed as Ki",B,,,Autocuration,8,,11231
Microsomes,CHEMBL615210,10116.0,D,BAO_0000251,Rattus norvegicus,,,Liver,90,2107.0,11375,,1,,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in rat liver microsomes",B,,,Autocuration,9,,12083
Microsomes,CHEMBL615211,10116.0,D,BAO_0000251,Rattus norvegicus,,,Liver,91,2107.0,11375,,1,,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",B,,,Autocuration,9,,12083
Microsomes,CHEMBL615212,10116.0,D,BAO_0000251,Rattus norvegicus,,,Liver,92,2107.0,153,,1,,"Compound was evaluated for inhibitory activity against 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",B,,,Autocuration,9,,12083
,CHEMBL615213,,H,BAO_0000357,,,,,93,,8269,,1,,Molar concentration needed to give 50% prevention of 2-5A (Adenosine dependent endoribonuclease),B,,,Expert,8,,11377
,CHEMBL615273,,H,BAO_0000357,,,,,94,,8269,,1,,Molar concentration required to displace 50% of the radiolabeled probe from 2-5A (Adenosine dependent endoribonuclease) in endonuclease-nitrocellulose complex,B,,,Expert,8,,11377
,CHEMBL615274,9606.0,N,BAO_0000219,Homo sapiens,,,,95,,17653,,1,726.0,In vitro cytotoxic concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,F,,HepG2,Expert,1,,81020
,CHEMBL615275,9606.0,N,BAO_0000219,Homo sapiens,,,,96,,14277,,1,726.0,50% Effective concentration of compound required for inhibiting intracellular viral replicative intermediate DNA in HBV-transfected 2.2.15 cell line.,F,,HepG2,Intermediate,1,,81020
,CHEMBL615276,9606.0,N,BAO_0000219,Homo sapiens,,,,97,,1717,,1,726.0,Antiviral activity against Hepatitis B virus in 2.2.15 cell line,F,,HepG2,Intermediate,1,,81020
,CHEMBL615277,9606.0,N,BAO_0000219,Homo sapiens,,,,98,,14091,,1,726.0,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells,F,,HepG2,Intermediate,1,,81020
,CHEMBL615326,9606.0,N,BAO_0000219,Homo sapiens,,,,99,,14091,,1,726.0,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells; Not determined,F,,HepG2,Intermediate,1,,81020
,CHEMBL883130,10407.0,N,BAO_0000218,Hepatitis B virus,,,,100,,17653,,1,,In vitro effective concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,F,,,Expert,1,,50606
,CHEMBL884519,9606.0,N,BAO_0000219,Homo sapiens,,,,101,,13105,,1,726.0,Ability to inhibit the episomal HBV-DNA in 2.2.15 cells.,F,,HepG2,Intermediate,1,,81020
,CHEMBL615327,9606.0,N,BAO_0000219,Homo sapiens,,,,102,,1717,,1,726.0,Concentration required to inhibit 50% of 2.2.15 cell line,F,,HepG2,Intermediate,1,,81020
,CHEMBL615328,9606.0,N,BAO_0000219,Homo sapiens,,,,103,,13105,,1,726.0,Anti viral activity against 2.2.15 cells (concentration required to reduce the log phase cell growth by 50%).,A,,HepG2,Intermediate,1,,81020
,CHEMBL615329,9606.0,N,BAO_0000218,Homo sapiens,,,,104,,13600,,1,,Cytotoxic activity of compound against uninfected 2.2.15 cells.,F,,2.2.15,Intermediate,1,,50587
,CHEMBL615330,9606.0,N,BAO_0000218,Homo sapiens,,,,105,,13467,,1,,Anti hepatitis-B virus activity was evaluated in 2.2.15 cells.,F,,2.2.15,Intermediate,1,,50587
,CHEMBL615331,10407.0,N,BAO_0000218,Hepatitis B virus,,,,106,,17477,,1,,"Inhibition of the replication of HBV in 2.2.15 cells, by DNA hybridization assay",F,,2.2.15,Expert,1,,50606
,CHEMBL615332,9606.0,N,BAO_0000218,Homo sapiens,,,,107,,1593,,1,,In vitro anti-HBV activity in 2.2.15 cells,F,,2.2.15,Intermediate,1,,50587
,CHEMBL615333,9606.0,N,BAO_0000218,Homo sapiens,,,,108,,1593,,1,,In vitro anti-HBV activity in 2.2.15 cells; Not determined,F,,2.2.15,Intermediate,1,,50587
,CHEMBL615334,9606.0,N,BAO_0000218,Homo sapiens,,,,109,,15089,,1,,The compound was tested in vitro for the anti-HBV activity against 2.2.15 cells,F,,2.2.15,Intermediate,1,,50587
,CHEMBL615335,9606.0,N,BAO_0000218,Homo sapiens,,,,110,,15089,,1,,The compound was tested in vitro for the anti-HBV activity in 2.2.15 cells,F,,2.2.15,Intermediate,1,,50587
,CHEMBL615336,9606.0,N,BAO_0000218,Homo sapiens,,,,111,,1593,,1,,Cytotoxicity in 2.2.15 cells,F,,2.2.15,Intermediate,1,,50587
,CHEMBL615337,9606.0,N,BAO_0000218,Homo sapiens,,,,112,,1593,,1,,Cytotoxicity in 2.2.15 cells; Not determined,F,,2.2.15,Intermediate,1,,50587
,CHEMBL615338,9606.0,N,BAO_0000218,Homo sapiens,,,,113,,13600,,1,,Inhibitory activity of compound against hepatitis B virus (HBV) in growing cultures of 2.2.15 cells,F,,2.2.15,Intermediate,1,,50587
,CHEMBL615339,9606.0,N,BAO_0000218,Homo sapiens,,,,114,,13467,,1,,The growth inhibition activity for the compound was evaluated in 2.2.15 cells.,F,,2.2.15,Intermediate,1,,50587
,CHEMBL615340,9606.0,N,BAO_0000218,Homo sapiens,,,,115,,13467,,1,,Selectivity index was determined from the ratio of IC50 to the EC50 values evaluated in 2.2.15 cells.,F,,2.2.15,Intermediate,1,,50587
,CHEMBL615341,9606.0,N,BAO_0000219,Homo sapiens,,,,116,,14764,,1,726.0,Antiviral activity against HBV was determined in 2.215 cell line,F,,HepG2,Intermediate,1,,81020
Microsomes,CHEMBL615342,9606.0,U,BAO_0000251,Homo sapiens,,,,117,,6531,,1,,Inhibition of 20-HETE synthesis in human renal microsomes,B,,,Autocuration,0,,22226
,CHEMBL615343,,U,BAO_0000019,,,,,118,,17322,,1,,Inhibitory activity against 20-HETE production from arachidonic acid using human renal microsome 20-HETE synthase.,B,,,Autocuration,0,,22226
,CHEMBL615344,9606.0,N,BAO_0000219,Homo sapiens,,,,119,,17072,,1,388.0,Inhibitory concentration against 2008 (ovarian) cells,F,,2008,Intermediate,1,,80612
,CHEMBL615345,9606.0,N,BAO_0000219,Homo sapiens,,,,120,,16936,,1,388.0,50% Growth inhibitory concentration( GI 50 ) by using 2008 human ovarian carcinoma cell lines.,F,,2008,Intermediate,1,,80612
,CHEMBL615346,9606.0,N,BAO_0000219,Homo sapiens,,,,121,,16936,,1,388.0,Compound was tested for 50% growth inhibitory concentration by using human ovarian carcinoma cell lines (2008),F,,2008,Intermediate,1,,80612
,CHEMBL615347,9606.0,N,BAO_0000219,Homo sapiens,,,,122,,17146,,1,388.0,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells,F,,2008,Intermediate,1,,80612
,CHEMBL615348,9606.0,N,BAO_0000219,Homo sapiens,,,,123,,17146,,1,388.0,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells; not detected,F,,2008,Intermediate,1,,80612
,CHEMBL827085,9606.0,N,BAO_0000219,Homo sapiens,,,,124,,10797,,1,561.0,In vitro inhibition of 2008/R ovarian cancer cell line,F,,2008/R,Intermediate,1,,80613
,CHEMBL615349,9606.0,N,BAO_0000219,Homo sapiens,,,,125,,10797,,1,561.0,In vitro inhibition of 2008/R ovarian cancer cell line; NA= Not achievable,F,,2008/R,Intermediate,1,,80613
,CHEMBL615350,9606.0,N,BAO_0000219,Homo sapiens,,,,126,,10797,,1,389.0,In vitro inhibition of 2008/S ovarian cancer cell line,F,,2008/S,Intermediate,1,,80614
,CHEMBL615351,9606.0,N,BAO_0000219,Homo sapiens,,,,127,,10797,,1,389.0,In vitro inhibition of 2008/S ovarian cancer cell line; NA= Not achievable,F,,2008/S,Intermediate,1,,80614
,CHEMBL615352,9606.0,S,BAO_0000220,Homo sapiens,,,,128,,4823,,1,,Tested in vitro for inhibition of chymotrypsin like activity of purified human 20S proteasome,B,,,Expert,2,,100256
,CHEMBL615353,9606.0,S,BAO_0000220,Homo sapiens,,,,129,,12912,,1,,Compound was evaluated for inhibitory activity against 20S proteasome from human liver and brain,B,,,Intermediate,2,,100256
,CHEMBL615354,,S,BAO_0000220,,,,,130,,2957,,1,,Inhibition of chymotrypsin-like activity of 20S proteasome,B,,,Expert,2,,100256
,CHEMBL615355,,S,BAO_0000220,,,,,131,,2957,,1,,Inhibition of chymotrypsin-like activity of 20S proteasome; value ranges from 10-20 uM,B,,,Expert,2,,100256
,CHEMBL615356,,S,BAO_0000220,,,,,132,,3260,,1,,Inhibitory activity against 20S proteosome,B,,,Intermediate,2,,100256
,CHEMBL615357,9606.0,U,BAO_0000019,Homo sapiens,,,,133,,3451,,1,,Compound was tested for inhibitory activity against tryptase,B,,,Autocuration,0,,22226
,CHEMBL615358,9606.0,N,BAO_0000219,Homo sapiens,,,,134,,13885,,1,726.0,Concentration required to inhibit 50% of extracellular circular replication of HBV DNA using 2215 cell line,F,,HepG2,Intermediate,1,,81020
,CHEMBL827086,9606.0,N,BAO_0000219,Homo sapiens,,,,135,,13885,,1,726.0,Concentration required to inhibit 50% of intracellular circular replication of HBV DNA using 2215 cell line,F,,HepG2,Intermediate,1,,81020
,CHEMBL615359,,U,BAO_0000019,,,,,136,,3676,,1,,Compound was tested for the inhibition of Alpha-glucosidase,B,,,Autocuration,0,,22226
,CHEMBL615360,,H,BAO_0000357,,,,,137,,6043,,1,,Inhibitory concentration against human neutrophil elastase (HNE),B,,,Autocuration,8,,235
,CHEMBL615361,10116.0,U,BAO_0000218,Rattus norvegicus,,,Heart,138,948.0,11140,,1,,Change in heart rate was expressed in percent at at a dose 0.002 mg/kg iv in anesthetized rat,F,,,Autocuration,0,,22226
