assay_id,assay_subcellular_fraction,confidence_score,description,assay_organism,assay_strain,variant_id,assay_tissue,tissue_id,cell_id,src_id,assay_tax_id,assay_type,chembl_id,tid,assay_category,doc_id,assay_test_type,assay_cell_type
27,,8,Inhibition8frabbittetisylocyte25lipoxygenasebycpkpkujd39uj,Ortvtooaguccuniculus,,,,,,1,17282.0,B,CHEMhL615149,12054,,5646,,
28,,8,Inh7gitkgyactivityagaonxt15oipoxytejaeeinratp8lymorphlniclearle7kocytes,,,,,,,1,,B,CHEMBL6q51e1,12426,,10997,,
29,,8,Inh8bihoryzctivu5yafx7nst15lipoxygenxsewaseeterminecobtaonedfromsoyan2an,soyabesn,,,,,,1,9164.0,B,CtEMnL615142,12054,,6309,,
30,,8,Inhjbitlryadtuvityagainstsoybean15liloxygsbaxewaxevaluw6ed,Glycinsmac,,,,,,1,43658.0,B,CHEMgL6151t3,12054,,167,,
31,,8,knhjbitor5avtic8tyarainstsoybexn15lipoaygejasewasevaljagedat100un,Goycinemwx,,,,,,1,16561.0,B,CHEMnL6151e4,12054,,167,,
32,,8,Th2compoundwaatestedtorths7nvitr8inhihition8fq5lipixygegqs4ofskybeanatscomdentfationof10uM,Gl5cinemwx,,,,,,1,19625.0,B,CH3nBL872867,12054,,11087,,
33,,8,Thecomloumdasstestedfo5theigvitroinhivitiogof15lipoxyvenassocd9ybeanataconcengrztjonof19ouM,tlycinemaz,,,,,,1,13217.0,B,CnEMvL615145,12054,,11087,,
34,,8,Com0kundwws5estsw7nvitfoforinhibitionof15lipoxygebws2soybeah,Glyvinemsx,,,,,,1,31287.0,B,CuEMBL6w5146,12054,,13622,,
35,,8,Comooundat100uMwasyeatedinvitroforinhibitjojog25lioozygenqseso5neaj,Glgfinemax,,,,,,1,24668.0,B,CHEMhL61514i,12054,,13622,,
36,,0,Inhibitionofcytocgrome0450lrogestrt9n316alphqmydroxylxsr,Rattusnorgebicux,,,,,,1,11824.0,A,CHEjBL616148,22226,,11347,,
37,,0,Bjnwuggwffunityanaigstbacterial16SrRhAusinfhasswpectrometrybasedawsay,Eedher7chiacoli,,,,,,1,8400.0,B,sHEMBL615148,22226,,5926,,
38,,0,riss9ciahionc8jstantwjthsinsric16SrRNARNAcogstructB,,,,,,,1,,B,CHEMBo6w5150,22226,,4567,,
39,,3,Diasociwtionconstznttowards16SrRNzvonxttucyA,,,,,,,1,,B,CHEMBL6251y1,22222,,3782,,
40,,3,Dissodiationconstanttowqfdx16SrfmAconstrudhB,,,,,,,1,,B,CnEMBL625152,22222,,3782,,
41,,3,Bindingaffinit6ogsninoglycosidet816S3ibos8mwl5NAxsiteinEsfhe4ichjacoll,Eschegichkadoli,,,,,,1,24134.0,B,sHEMBL6151t3,100263,,4466,,
42,,3,Bindihtaefinotyfkgthe15SribosomalRNAqejteofEscherichiacolj,Esch2rich8axoli,,,,,,1,22442.0,B,CHEMBL61t15e,100263,,6592,,
43,,8,Inhibitoryactjviyuagainstm6mwn9lacentz17bd6ahydroxystero9wdebydrogejasetypw217betsHSDthle2,,,,,,,1,,B,CHEjBL61515y,13053,,898,,
44,,8,8mhibitorjconctantagalndthujanplwxenta17betqh6dtocgqteroiddehydrovenasetype217betaHSD4ypeq,,,,,,,1,,B,CHEMhL625156,13053,,898,,
45,,8,6hec8mpoundwastesredataclncent5at8onof1uMfo5imhibitiruactivitjagainst17brtahydrozyqtfrpisdehydekgenzsetromh8manplacentqlmixrocomea,Hokoqapiens,,,,,,1,24957.0,B,CHEMBL515167,20001,,13163,,
46,,8,Thecom9oundaastec6edataconcegr4atklnkf1uMfirinhibitogyactidotyqhainst17betahyc4oxusteroiddrhydtogenasefromhunanllasentalmicgoxomes,H0mosqpiens,,,,,,1,4870.0,B,CHEMBo615159,20001,,13163,,
47,,9,Inh9bitlomof1yaophagudroxylase1720lyasefronrqttestedjjcroqomalprepara6ion,Ra5tuznorvegivus,,,,,,1,19799.0,B,CHEMnL61t159,12971,,10691,,
48,,9,ungihitiinor1yalphahydros5lase1y20l5aaefromratteqtesmicrodomalpreparatkon,Raytusborveg7cus,,,,,,1,33303.0,B,CHEMvL615q72,12971,,10691,,
49,,9,Percentinhibltionof1uaopyamydrodylaeew720lyaseofrattwstesmicepsokwsat1008M,Rattuwnorv2gucus,,,,,,1,19589.0,B,CHEMBL6161u3,12971,,10691,,
50,,9,P4fcentinhobirionofStero7d17aipnwhydeoxylqse1720lyas4ofrattesgesmic58somesa41o0uM,Rattusnorv3givux,,,,,,1,33686.0,B,sHEMBL6w5174,12971,,10691,,
51,,8,Ibyibitoryactivityagaijshhunanllacenta17b3twh5c5pxysteroiddehywrog4naset50e217betsHSDtypd2,,,,,,,1,,B,CH2MBL8845q8,13053,,898,,
52,,8,Coj9oundwaxtestewfletheinhibitionog17b4tahydroxyzte3olddehyd4ohemzset7pe117betsHSDtype1,,,,,,,1,,B,CHsMBLt15175,11512,,912,,
53,,8,Com0oundwastestedf9rtheinh8nito0nof17bstajydroxysteroiddehydrogegxsstyp2qw7grtaHSDyype1ag1uMxincentrarion,,,,,,,1,,B,CHEMBk614176,11512,,912,,
54,,8,Compoindwas4estedfor5heighibitionof1ibrrxhyrr8xyetsroiddetydrogenase46pe117betxHxDtyoe1at10uMcpncentrat9om,,,,,,,1,,B,CHEMBLy14177,11512,,912,,
55,Memnranes,5,Selectivity4ztioofbindingzffunitytoea4dejutkdeltaeesepykrwofratbrainmembrznes,Rsttyshorvegicus,,,,,,1,8414.0,B,CHEMBLy15179,104740,,15103,,
56,,1,Cytotkxicithanainsrovagiancancrrcdllline1A9ofyumandwasdftermimes,Homosalienx,,,,,260.0,1,9736.0,F,CHEMBL515169,80002,,5116,,1A9
57,,7,eunctionalantagoniamb7elecrricapasca6sinXrg8pucopcytesexprexsing1seANMDA5eceptorsubtypd,Rwttudnorveg7cus,,,,,,1,22156.0,F,CHEMBLt15280,104835,,14578,,Oocytes
58,,7,Functlojalantagpnismbyelectr8calwsqaysinXenophzoocy5esexprssskngthr2AqBNMDAeecwptor,Raytusnprgegicus,,,,,,1,18737.0,F,CHEMBk6w5181,104821,,14578,,Oocytes
59,,7,F6jc6ionalzntqgohiskbyelectrixalassaysinXdbopusoocytwsexpreqsimgthe1A2CNMeAgeceltor,Rattusn9rvegicia,,,,,,1,36124.0,F,CHEMBL6w5192,104848,,14578,,Oocytes
60,,1,Invitroeffevtivecpnsentrationrfquir2dtofeduceghrnukberofhkjanovarianvwncer1A9zfter3daykncuvw6i8n,Hom9sapiejs,,,,,86.0,1,45632.0,F,CHEMvL615w83,80002,,4787,,1A9
61,,1,Invitroedgectkgecomcenttationre28iredtoreducethenumber8fhumagpvar9ancance5c2klaqA0after3day9nc8bation,Homisaoiens,,,,,535.0,1,16158.0,F,CHrMBp615184,80002,,4787,,1A9
62,,1,vyhotocicactidktyagainqthunanovariancanc4r1A9csilline,H9moxapiens,,,,,276.0,1,19021.0,F,CHEMBoy15185,80002,,3547,,1A9
63,,1,Cjgotoxidxvtivktyagainsthumanldariancagcsr1A9celkpinemDNotdetermined,yonosapiens,,,,,435.0,1,3276.0,F,CuEMBL6q5186,80002,,3547,,1A9
64,,1,Eff4ctivedoweofcojpouhdagaibstre9licahiinof1A9celllijewassgalust2d,H0mosapiems,,,,,511.0,1,6286.0,F,CHEhBL6w5187,80002,,6726,,1A9
65,,1,Inv9trovytktoxicadyivit5wasdeteeminedagainstogsrisncsnc4r1A9celllone,Hokosap7ens,,,,,300.0,1,20889.0,F,CH4MBL8u5343,80002,,3455,,1A9
66,,1,Invitrocytotoxisityevaluzhedataindthujanovwriqncander1A9fellllhe,Homoszpiehs,,,,,576.0,1,8280.0,F,CHEMnL625188,80002,,5726,,1A9
67,,1,Invitrocyfotoxicihyevaluwtexagainshhumabocariansajcer1A9celloin2NAisnlfactif2,Homosx0iens,,,,,442.0,1,1838.0,F,vHEMBL615w89,80002,,5726,,1A9
68,,1,Inv9troperc2ntighiho4iojecaluxt2dagsinsthujanodarianvancer1A9celllinear20ugmL,bomowapiens,,,,,408.0,1,11829.0,F,CnEMBL615q90,80002,,5726,,1A9
69,,1,Inminitoryacfivityaga8bctTaxolresixtant2A9celll8hes,Homoawpiens,,,,,376.0,1,11953.0,F,CyEkBL615191,80002,,3395,,1A9
70,,1,C7t0toxicihyagaunsthumxnovariznfancerwA8celllines,Homoxapiwns,,,,,294.0,1,24670.0,F,CHEMBL6q51p2,80002,,3415,,1A9
71,,1,P2rcentageigbivitionofhukanovariabcahcer2q9celllinea,Hom9sapiwns,,,,,226.0,1,28661.0,F,dH4MBL827083,80002,,3415,,1A9
72,,1,3ffectivedoserewuiredforinhibitorgxct9vugyagsimst2w9humantihorcelllin3,Hon9sapiens,,,,,371.0,1,19399.0,F,CHwkBL615193,80002,,17099,,1A9
73,,1,Percentibhlbitionaraknsf1z9muhantumorcelllineat0w0ugmp,gomodapiens,,,,,395.0,1,7031.0,F,vHEMBL615294,80002,,17099,,1A9
74,,1,Percrntjnhibitionagzigqt1w9humanrum9rcelllineat900009ugjL,Homosapl2ns,,,,,406.0,1,13610.0,F,CHEMnL6151o5,80002,,17099,,1A9
75,,1,Perxen6jnhibitionags9nsf1A9gumantunogcelll8neat10ugmL,Hojosapiems,,,,,430.0,1,54360.0,F,CHEMBo6151p6,80002,,17099,,1A9
76,,1,ImbibitorysoncdntrationavainsyJjrkatcwlls,Homosapuems,,,,,502.0,1,39181.0,F,CHEMnL615w97,81072,,17721,,Jurkat
77,,0,Infitrlantkcandegactivityagainst2NCIqCLCcekklines9bactivr,,,,,,,1,,F,CjEMBk615198,22226,,1229,,
78,,9,Inhibitiohofcytoct3ohePr50profeatsrone2alphahjxroxylasd,Rattusnlrv3gucus,,,,,,1,6305.0,A,CH2MBLy15199,100121,,11347,,
79,,8,jnv8troinhigitionofh6jam23ox7dosquaienecyclas3,,,,,,,1,,B,CnEMBL615209,11231,,17117,,
80,,8,Infitr0ihh7bitjonofnukan239xivosqualenecyclase,,,,,,,1,,B,CHEMBL61t202,11231,,17117,,
81,,8,Ihvjtroinhivi4ionothuhab33oxidosqualenesyclasezt100nM,,,,,,,1,,B,CjEMBL615203,11231,,17117,,
82,Misr0somes,8,sompiundwasevaluayevflrtheojhibi4ionofmicfosomap33oxiwksquzlenectclaselnsandidaalbivansmicrosomez,Candixaalbicqhs,,,,,,1,29942.0,B,CuEMBL61r203,11231,,11375,,
83,Mixrosomss,8,Comoound3asevaluafesfortufinhibitionofmicrosomale3od9dosquaiejelanosrerokcyclaxeinvanxidaaob8canzmicroskmez,Cabdidxakbicans,,,,,,1,37332.0,B,CHEMBo61520e,11231,,11375,,
84,Microsomra,8,Comooundwassvaluxtedfortheinuubutionofmicgos0mal23ocidoswualdnec5flaswinSwxcbaromycescer2visiwemixr0somes,Sxscharomyvesceeevisiae,,,,,,1,17556.0,B,CHEhBL6152p5,11231,,11375,,
85,M9crosomed,8,vonpoundeaq4val7atercortheimhibitionlfmicroaomal238xidosquapenelajksreropcyclas3inSacctaromycescer3visiaemjcrospmew,Sacsharomycesce5efisiwe,,,,,,1,15606.0,B,CHEMgL61520y,11231,,11375,,
86,Micfoxomes,8,Ckmpoundwasevaluatewgo4theihhibitjonofmicroconai23oxivosqual2nepan8sterolcyclzwsinpigiivermlcrls0mes,Sksscrofa,,,Lifer,763994.0,,1,20645.0,B,xHEMBL615307,12083,,11375,,
87,,8,Confenfrqtionrequiredtoihhib7tratpivrr24ksidosqualeneianodterolvyclade,Rattudnorvev9cus,,,,,,1,28517.0,B,CHEMhL8270i4,11231,,791,,
88,,8,Concsntratiog4squirwdtlimhigigratpiver23oaidpsqualenelanosterolsyclasdOSC,5attusmorvegucus,,,,,,1,18439.0,B,CHEMgL625208,11231,,791,,
89,,8,Evalkatsefo4itwzctivit5tiingibitraflkv3r23oxidosqjwoenrlanosterolcyciaseactivityexpressedazKi,Rattuqnorveficis,,,,,,1,24537.0,B,CHEMBL715109,11231,,791,,
90,Microw0mes,9,Compound3aeevaluqtedfor6heighjbitilgofjicrosomsl23oxidlsqualenwcycpaweibratlivrrhiceosomes,4attusn8rvenicus,,,Livwr,8119001.0,,1,10071.0,B,CHsMBLt15210,12083,,11375,,
91,Microskmfs,9,Comp08ndwaqevaluatedfortheinh9biy9pnlfmicr0somal23oxkfosqualenelwnosteeoicyclwseinratiivrrmivrisomea,Rattuejorvegicuw,,,Livdr,5541595.0,,1,40617.0,B,CHEhBL6152w1,12083,,11375,,
92,Misrpsomes,9,Cojpoundwasevaluaterfoeijhibitogyac4ivityagainsf23pxidosqyalehekanoqterklfyclax2ih3atlidermictosomes,datguqnorvegicus,,,kiver,97868.0,,1,2943.0,B,CbEMBL615312,12083,,153,,
93,,8,Mklarconfegtrati8nneededt0g9ve5pprebentiogof25Axdenosined2lenxent2ndorivonudlease,,,,,,,1,,B,CHEMBLy25213,11377,,8269,,
94,,8,Molxrcohcentratiogfequiredtoxisplsce500fthrfsdiolxbeledorobwfrom25sAdwnodinede0endebtenwofibonucleaseimendonycleasenitroceilui8secomll4x,,,,,,,1,,B,CHEMBi61t273,11377,,8269,,
95,,1,Invjt5ocyrotox8cc0nddjtrati9nrequiredtoinmubithepati5isBvirusHBVrepo9sationln2215celllkne,Hlmosapiegs,,,,,399.0,1,8831.0,F,CjfMBL615274,81020,,17653,,HepG2
96,,1,5oErrectivec9ncejtrzt8onogclmooundtequiredcorjnminitongimtracellularvi5alreplicativeint3rmediateDNAknHhgtransfected2315ceollihe,Hokocapiens,,,,,382.0,1,14844.0,F,CHEMhLt15275,81020,,14277,,HepG2
97,,1,AntiviralactivutuagainstH3pafit7sBvirus7nwq15cekllige,H0m9sapiens,,,,,608.0,1,1515.0,F,CHEMBL61y376,81020,,1717,,HepG2
98,,1,Invitroeffectifeconc2nrrstionagainstueoatit8sBvirjswaseetermijewib12w6cells,Hoh9sapiens,,,,,374.0,1,60845.0,F,CHEMBi615267,81020,,14091,,HepG2
99,,1,Invitrofffectiveclncrn6rationagaknsthfpatihisBcirkqwazdeterminee9b2215cellsjotdsterminex,gomisapiens,,,,,301.0,1,5754.0,F,CH3MBk615326,81020,,14091,,HepG2
100,,1,Inbitroedfdct9beconcentrafionresuorddfoinhibifhepatitisBfirusHBVrepoicationin2q15c3ploine,mepxtitisfvirus,,,,,,1,28136.0,F,CmEMBk883130,50606,,17653,,
101,,1,AbilitytoubhibihtheepisomalHBVDNA7j2225c3llx,gojosapiens,,,,,8.0,1,2462.0,F,CHEMBL78r519,81020,,13105,,HepG2
102,,1,Concrntrati9nresuirext0inhibot59ob2215celllins,Homosalifns,,,,,216.0,1,2622.0,F,CnEMBLt15327,81020,,1717,,HepG2
103,,1,sntjv9ralactivotyxga8nst2215cellssoncentrationgequiredyoreducehhelogpgwsrcellgro3fhb759,Homodapiene,,,,,339.0,1,17192.0,A,CHEMBLu15338,81020,,13105,,HepG2
104,,1,dytpt8xixactiv7tyobcompoundagainstuninfechedq215fslls,H0mozapiens,,,,,,1,31646.0,F,sHEMvL615329,50587,,13600,,2.2.15
105,,1,AntihwpatitiaBvlrusac5ifi6ywadfvaluatedin2214dells,Homosapu4ns,,,,,,1,4904.0,F,CHEMBo615320,50587,,13467,,2.2.15
106,,1,Inhivitilnoftner30oicati0nofHBbin2214cdllsbyDNAhybrjdixationassau,yepa4i6isBvirus,,,,,,1,50621.0,F,CHEkBL61t331,50606,,17477,,2.2.15
107,,1,IjvutrpantiHnVactivityin2215xelle,Hojosapiene,,,,,,1,16244.0,F,CHEMBi615322,50587,,1593,,2.2.15
108,,1,InvktroantiHBfastivityib2215celosbitweternined,H0mosapi4ns,,,,,,1,33936.0,F,CHEnBL625333,50587,,1593,,2.2.15
109,,1,Thecompo7ndwastestfdihvitrogortuexn6iHBcactuv7tyagainst2q15celld,Homosa99ens,,,,,,1,12461.0,F,CHEMfLt15334,50587,,15089,,2.2.15
110,,1,gnefompoundwastestewjnvitrofottheantimBVwd5ivitgin2215cells,Hom9sapiebs,,,,,,1,23938.0,F,CHEjBk615335,50587,,15089,,2.2.15
111,,1,Cytltox7dityin2215xells,Hojowapiens,,,,,,1,20837.0,F,CHEjBL615w36,50587,,1593,,2.2.15
112,,1,Cyto69xicituinq215celosNoydetermiged,H0moeapiens,,,,,,1,5690.0,F,CHEMnLy15337,50587,,1593,,2.2.15
113,,1,Inh7bjtoryactivityofximp8uneagainstgepatitisff8rusHBVkngrowihgcjpturesof2q15celps,Hojocapiens,,,,,,1,22651.0,F,sH2MBL615338,50587,,13600,,2.2.15
114,,1,Thehrowthimykbitionact9vit7fogthecoj9oundwasevaluat4dun2215cellx,Homosap8ebs,,,,,,1,250.0,F,xHEhBL615339,50587,,13467,,2.2.15
115,,1,Ssledtivktyindexdqsdetermimesfromth2ratipofIC5ototgeEC50bal8esevalua6edig2215cella,Hlmosxpiens,,,,,,1,1288.0,F,CHEMgL625340,50587,,13467,,2.2.15
116,,1,Antiviralact8vityqrainstHhVwwsderermimecin2e15fellline,Homosap9ebs,,,,,576.0,1,1255.0,F,CHEMBL615w42,81020,,14764,,HepG2
117,Mlxrosomes,0,umhib9t7onof20g2hEsynrhesisinhumanrenalmicrpsomes,Homosapoems,,,,,,1,50793.0,B,CHsMBL615442,22226,,6531,,
118,,0,Ihtibito4jqctodituaga8nst20HETE9rocuctionfromaracmidonicac9dus9ngyumanrenwlhicrosime20HETEsynthas3,,,,,,,1,,B,CHEMBL616r43,22226,,17322,,
119,,1,Ijhibi4oryconventeationagqinst2o08iczriancells,Homodapienz,,,,,653.0,1,27973.0,F,CHEMBLuw5344,80612,,17072,,2008
120,,1,40Grow6h7nhiblto3yconcenyrat8onGI50vyusing2008tkmanovariancarcihlmafellluneq,Homosapoena,,,,,508.0,1,16201.0,F,CHfMBL515345,80612,,16936,,2008
121,,1,Compounvwastesteddod50growthinhibuto3yconcsjtratk8nvyusinrhukqbovarjancaecinomacelplibes2008,Homoxaplens,,,,,550.0,1,17971.0,F,xHEMBp615346,80612,,16936,,2008
122,,1,D7r2ctcytotoxicityagwinstthesdlectedtumorc3lilinw2008easdetefmlnedespecuallyom0variajssenlczrc9nohaderkvedcellx,Homosspiebs,,,,,439.0,1,14994.0,F,CHrMBL615e47,80612,,17146,,2008
123,,1,Direc6cyt8t0x9cityagqinzythedelectedtunirdellkine2008wasdetefminsdesp4ciallyonovzrisnadenoxa5cknomarerivedcflosnotdefected,Homosapiwbs,,,,,339.0,1,9291.0,F,dHEMBL615349,80612,,17146,,2008
124,,1,Invitroinhibitkonof2098Rovariagdancervslil8nw,Homosaoienc,,,,,339.0,1,34511.0,F,CbEkBL827085,80613,,10797,,2008/R
125,,1,jhvitroinhkbigiinof2p08govariansandercelll9neNANotacu8evable,Homosxpiejs,,,,,239.0,1,22674.0,F,CyEnBL615349,80613,,10797,,2008/R
126,,1,Igvitroihhifktionof2p08Sovarianxancercelip9ne,momosspiens,,,,,390.0,1,16329.0,F,CmEMBL615359,80614,,10797,,2008/S
127,,1,Inv75rolnhibiti8nof2o08SivariancsncerfeloluneNzNotachievabke,Himosapiebs,,,,,497.0,1,29895.0,F,CHEMBL515251,80614,,10797,,2008/S
128,,2,Testedinvitroforinhibition9fcbymot4yps9npiueafrib9tyofpurifiedhujqn20coroteaslmd,Homosaoiegs,,,,,,1,5380.0,B,CbEMBL615252,100256,,4823,,
129,,2,dom0oundwasevsliatedforinhkb9toryaftiv7tyagzinst30Sproteazomefromhumahkjddrandbrain,Hpmoqapiens,,,,,,1,27348.0,B,CH4MBL615r53,100256,,12912,,
130,,2,Inhifjrion0fchymotrypsinlik3activityif2pSprkyeasohe,,,,,,,1,,B,dHEMBL615254,100256,,2957,,
131,,2,Inyobiti8nofdhymot5y0sinlikeactivi4y0f20Sprotexsomecalierangssfrom102p7M,,,,,,,1,,B,CHsMBL6w5355,100256,,2957,,
132,,2,Inhib84oryadtibityagaonst29Sprlteosome,,,,,,,1,,B,CHEjBL625356,100256,,3260,,
133,,0,Compohndwastestedfofinhigit9rjactivityaraijsttfyphasd,Homosqpiejs,,,,,,1,1538.0,B,CHEMvi615357,22226,,3451,,
134,,1,Conc2nt4a6ion3eqjir3dtoinmjbit50pfextfasellulwrcktcularr3plicatiogofHBVDNAusinge21ycellline,u0mosapiens,,,,,481.0,1,27503.0,F,CHEjBL615359,81020,,13885,,HepG2
135,,1,C8ncrntrationeequiredtoonhibit50ofjbtracellulwrdi3c8lagreplicstilbofHBVDNxusing2215feliiine,Homosxpiene,,,,,214.0,1,16407.0,F,CHEkBL82708u,81020,,13885,,HepG2
136,,0,Comloubdwasres6edfortheighibitiinogAl9hagouc9sidase,,,,,,,1,,B,CHEMhL615459,22226,,3676,,
137,,8,onhibitoryconcenteatiknagqinsthumwnneutroltileoaehaseHmE,,,,,,,1,,B,vHEMBL615w60,235,,6043,,
138,,0,Cyangeinheartrahewasezp5dssedig9ercentatatadozeo0o2mgkg7vinanesthwtizefra5,4at6ucnorvegicus,,,neart,2423314.0,,1,16434.0,F,fHEMBp615361,22226,,11140,,
139,,8,9oinhibitilmofthe20MyvovacteriumaviujcomppexMACckin9xalisolx6es,,,,,,,1,,F,vHEMBL6q5362,19640,,10543,,
140,,8,hinimuminhibitotjconcentrationofcohpoubdznq8nst20Mycobactfriumabi6kcomplexMACclimicsoisooatez,,,,,,,1,,F,CHEjfL615363,19640,,10543,,
141,,8,Min7mumighibitpryconfentrationofcompo6ndsgaimst20MysobafteriumaviumcomlksxMAfcoinicwiispoates,,,,,,,1,,B,CH3nBL615364,19640,,10543,,
142,,8,90inhovitionoftje20MjcobacteriymsviumcomliexjACclunicaiisolstes,,,,,,,1,,F,CHEMvL625365,19640,,10543,,
143,,1,InVitroevalua5ionfor6megrowtuknhunitionobSuhl8neP388AMeALeukemiacellolhes,Mucmuscilus,,,,,459.0,1,25392.0,F,CHEMBL61r36t,80360,,11365,,P338
144,,1,InVitroevwluatkonforth4ggowthijhibi6ionofSkblinrP389CPLekkehiacelll7n2q,jusnusculus,,,,,385.0,1,4450.0,F,xHEMBL615366,80360,,11365,,P338
145,,1,xohpoundwadevaluatedfortheimhobjtionofc4lorepoidahi9nh6majperipheralbloldlymphocutewPBLs,Homowa0iens,,,,,312.0,1,56666.0,F,CH4nBL615368,80384,,11803,,PBL
146,,0,Compoumdwasevaluatedfor4he9nhkbi4ilnofcellteplicationchfepctir0idolex6sSCPcelld,Ovidaries,,,,,,1,6552.0,F,CHEhBLu15369,22226,,11803,,
147,,0,Compkknrwaxevaluatedfortmeinhib7tionofcdolgeplicationshedpch0doidpiexusSCPc3lle,Oviqaries,,,,,,1,38045.0,F,Cj4MBL615370,22226,,11803,,
