assay_strain,assays_ASSTAI,assays_VARII,assays_ASORGA,assays_ASTI,assays_ASCTY,assays_ASSUBCEFRA,assays_CEI,assays_RELT,assays_ASCATE,assays_SASI,assays_Ti,assays_CHI,assays_SI,assays_ASST,assays_Descr,assays_CURAB,assays_ASTETY,assays_TISI,assays_CONSCO,assays_ASSI,assays_BAFOR,assays_DOI
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL618665,1,A,Half life period after 3 mg/kg iv administration in the rat,Intermediate,In vivo,,1,7544,BAO_0000218,2864
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL876498,1,A,Half life period in female Sprague-Dawley rats,Intermediate,,,1,7545,BAO_0000218,6362
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL618666,1,A,Half life period in rat,Intermediate,,,1,7546,BAO_0000218,6249
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL620440,1,A,Half-life in rats was determined,Intermediate,,,1,7547,BAO_0000218,3169
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL620441,1,A,Half-life in rats with metabolic oxidation,Intermediate,,,1,7548,BAO_0000218,3169
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL620442,1,A,Half-life in rats,Intermediate,,,1,7549,BAO_0000218,3169
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL620443,1,A,T 1/2 at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,Intermediate,In vivo,,1,7550,BAO_0000218,17260
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL620444,1,A,T 1/2 at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,Intermediate,In vivo,,1,7551,BAO_0000218,17260
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL620445,1,A,T max at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,Intermediate,In vivo,,1,7552,BAO_0000218,17260
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL620446,1,A,T max at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,Intermediate,In vivo,,1,7553,BAO_0000218,17260
,10116.0,,Rattus norvegicus,Plasma,,,,N,,,50597,CHEMBL620447,1,A,Biological half-life measured in plasma of rat,Intermediate,,1969.0,1,7554,BAO_0000218,2879
,10116.0,,Rattus norvegicus,Plasma,,,,N,,,50597,CHEMBL621129,1,A,Biological half-life measured in plasma of rat; 22-25,Intermediate,,1969.0,1,7555,BAO_0000218,2879
,10116.0,,Rattus norvegicus,Plasma,,,,N,,,50597,CHEMBL621130,1,A,Biological half-life measured in plasma of rat; 9-16,Intermediate,,1969.0,1,7556,BAO_0000218,2879
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL873808,1,A,Compound was evaluated for its half life when administered intravenously in rat,Intermediate,In vivo,,1,7557,BAO_0000218,3184
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL876598,1,A,Compound was evaluated for pharmacokinetic parameter percent bioavailability at 8 h,Intermediate,In vivo,,1,7558,BAO_0000218,4891
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL621131,1,A,Evaluated for pharmacokinetic parameter half-life in rat at the dose 50 mg/kg,Intermediate,In vivo,,1,7559,BAO_0000218,429
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL621132,1,A,Half life (T1/2) after oral administration in rat,Intermediate,In vivo,,1,7560,BAO_0000218,5656
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL621133,1,A,Half life of compound after iv administration of 20 mg/kg dose in rat,Intermediate,In vivo,,1,7561,BAO_0000218,4413
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL621312,1,A,Half life of compound determined in rat after iv administration at a dose of 10 mg/kg,Expert,In vivo,,1,7562,BAO_0000218,3598
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL621313,1,A,Half life of compound was determined in rat,Intermediate,,,1,7563,BAO_0000218,17267
,10116.0,,Rattus norvegicus,Blood,,,,N,,,50597,CHEMBL621314,1,A,Half life of compound was determined in rat blood,Intermediate,,178.0,1,7564,BAO_0000218,4727
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL621315,1,A,Half life at 1 mg/kg was determined in rat,Intermediate,In vivo,,1,7565,BAO_0000218,17651
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL621316,1,A,Half life at 10 mg/kg was determined in rat,Intermediate,In vivo,,1,7566,BAO_0000218,17651
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL621317,1,A,Half life in rats,Intermediate,,,1,7567,BAO_0000218,401
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL621318,1,A,Half life in rats in hours,Intermediate,,,1,7568,BAO_0000218,4942
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL621319,1,A,Half life following 10 mg/kg intravenous or 50 mg/kg oral dosing in rats was determined,Intermediate,In vivo,,1,7569,BAO_0000218,17735
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL621377,1,A,Half life was calculated at a single intravenous administration of 20 mg/kg in rat,Intermediate,In vivo,,1,7570,BAO_0000218,6056
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL621378,1,A,Half life was determined,Intermediate,,,1,7571,BAO_0000218,5213
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL876599,1,A,Half life after i.v. administration,Intermediate,In vivo,,1,7572,BAO_0000218,6616
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL621379,1,A,Half life in rat after intravenous administration at a concentration 0.5 mg/kg,Intermediate,In vivo,,1,7573,BAO_0000218,5937
,10116.0,,Rattus norvegicus,Plasma,,,,N,,,50597,CHEMBL621380,1,A,Half life in rat plasma,Intermediate,,1969.0,1,7574,BAO_0000218,5819
,10116.0,,Rattus norvegicus,Plasma,,,,N,,,50597,CHEMBL621381,1,A,Half life in rat plasma; Not detected,Intermediate,,1969.0,1,7575,BAO_0000218,5819
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL618515,1,A,Half life in rats,Intermediate,,,1,7576,BAO_0000218,6803
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL618516,1,A,Half life period of compound was determined after peroral administration,Intermediate,In vivo,,1,7577,BAO_0000218,17804
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL618517,1,A,Half life period of compound was determined at a dose of 3 mg/kg by intravenous administration,Intermediate,In vivo,,1,7578,BAO_0000218,17804
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL618518,1,A,Half life period in rat,Intermediate,,,1,7579,BAO_0000218,5948
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL618519,1,A,Half life period was evaluated against Sprague-Dawley rats at a dose of 15 mg/kg after iv administration,Intermediate,In vivo,,1,7580,BAO_0000218,1916
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL618698,1,A,Half life period was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration,Intermediate,In vivo,,1,7581,BAO_0000218,1916
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL618862,1,A,Half life period was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration; Not available,Intermediate,In vivo,,1,7582,BAO_0000218,1916
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL618863,1,A,Half life period was determined after intravenous administration at a dose 5 mg/kg to male Sprague-Dawley rats,Intermediate,In vivo,,1,7583,BAO_0000218,4890
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL618864,1,A,Half life period was determined for compound after intravenous administration in rats at 24 uM/kg,Intermediate,In vivo,,1,7584,BAO_0000218,17764
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL618865,1,A,Half life time in rat the dose of 2 mg/kg,Intermediate,In vivo,,1,7585,BAO_0000218,4727
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL618866,1,A,Half-life 24 hr after 10 mg/kg iv administration in rats,Intermediate,In vivo,,1,7586,BAO_0000218,17509
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL618867,1,A,Half-life 24 hr after 2 mg/kg iv administration in rats,Intermediate,In vivo,,1,7587,BAO_0000218,17509
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL875828,1,A,Half-life consistent with the observed metabolic steady state in rats,Intermediate,,,1,7588,BAO_0000218,6597
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL618868,1,A,Half-life following 10 mg/kg intravenous or 50 mg/kg oral dosing in rats was determined,Intermediate,In vivo,,1,7589,BAO_0000218,17735
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL618869,1,A,Half-life for oxidative metabolic stability was determined using male human,Intermediate,,,1,7590,BAO_0000218,6597
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL618870,1,A,"Half-life in fischer rats at 5 mg/kg dose, administered intravenously",Intermediate,In vivo,,1,7591,BAO_0000218,17670
,10116.0,,Rattus norvegicus,Plasma,,,,N,,,50597,CHEMBL618871,1,A,Half-life in rat plasma,Intermediate,,1969.0,1,7592,BAO_0000218,1696
,10116.0,,Rattus norvegicus,Plasma,,,,N,,,50597,CHEMBL618872,1,A,Half-life in rat plasma was determined,Intermediate,,1969.0,1,7593,BAO_0000218,1742
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL873816,1,A,Half-life in rats was determined,Intermediate,,,1,7594,BAO_0000218,17800
,,,,,,,,U,,,22224,CHEMBL618873,1,A,Area under curve of acid 2a was determined by HPLC at a dosage of 54.5 mg/kg administered intragastrically by gavage method in dog,Autocuration,,,0,7595,BAO_0000218,12923
,,,,,,,,U,,,22224,CHEMBL621602,1,A,Area under curve after oral dose of 0.1 mg//kg,Autocuration,,,0,7596,BAO_0000019,11954
,,,,,,,,U,,,22224,CHEMBL621603,1,A,Area under curve after oral dose of 0.3 mg/kg,Autocuration,,,0,7597,BAO_0000218,11954
,,,,,,,,U,,,22224,CHEMBL621604,1,A,Area under curve after oral dose of 1 mg/kg,Autocuration,,,0,7598,BAO_0000218,11954
,,,,,,,,U,,,22224,CHEMBL621605,1,A,Area under curve after oral dose of 10 mg/kg,Autocuration,,,0,7599,BAO_0000218,11954
,,,,,,,,U,,,22224,CHEMBL621606,1,A,Area under curve after oral dose of 23.4 mg/kg,Autocuration,,,0,7600,BAO_0000218,11954
,,,,,,,,U,,,22224,CHEMBL621607,1,A,Area under curve after oral dose of 3 mg/kg,Autocuration,,,0,7601,BAO_0000218,11954
,,,,,,,,U,,,22224,CHEMBL621608,1,A,Area under curve after oral dose of 3.87 mg/kg,Autocuration,,,0,7602,BAO_0000218,11954
,,,,,,,,U,,,22224,CHEMBL621609,1,A,Area under curve was determined,Autocuration,,,0,7603,BAO_0000019,5237
,,,,,,,,U,,,22224,CHEMBL621610,1,A,Area under curve at a dose of 10 mg/kg,Autocuration,,,0,7604,BAO_0000218,4026
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL621611,1,A,Area under curve was determined; ND=No data,Intermediate,,,1,7605,BAO_0000218,5237
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL621612,1,A,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,Intermediate,,,1,7606,BAO_0000218,14793
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL622308,1,A,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,Intermediate,,,1,7607,BAO_0000218,14793
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL622309,1,A,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,Intermediate,,,1,7608,BAO_0000218,14793
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL622310,1,A,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for infinite hours,Intermediate,,,1,7609,BAO_0000218,14793
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL622311,1,A,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,Intermediate,,,1,7610,BAO_0000218,14793
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL622312,1,A,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for infinite hours; Not calculated,Intermediate,,,1,7611,BAO_0000218,14793
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL622931,1,A,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,Intermediate,,,1,7612,BAO_0000218,14793
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL622932,1,A,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for infinite hours; Not calculated,Intermediate,,,1,7613,BAO_0000218,14793
,10116.0,,Rattus norvegicus,Plasma,,,,N,,,50597,CHEMBL622736,1,A,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,Intermediate,,1969.0,1,7614,BAO_0000218,14793
,10116.0,,Rattus norvegicus,Plasma,,,,N,,,50597,CHEMBL622737,1,A,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,Intermediate,,1969.0,1,7615,BAO_0000218,14793
,10116.0,,Rattus norvegicus,Plasma,,,,N,,,50597,CHEMBL622738,1,A,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,Intermediate,,1969.0,1,7616,BAO_0000218,14793
,10116.0,,Rattus norvegicus,Plasma,,,,N,,,50597,CHEMBL622739,1,A,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for infinite hours,Intermediate,,1969.0,1,7617,BAO_0000218,14793
,10116.0,,Rattus norvegicus,Plasma,,,,N,,,50597,CHEMBL622740,1,A,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,Intermediate,,1969.0,1,7618,BAO_0000218,14793
,10116.0,,Rattus norvegicus,Plasma,,,,N,,,50597,CHEMBL622741,1,A,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for infinite hours,Intermediate,,1969.0,1,7619,BAO_0000218,14793
,10116.0,,Rattus norvegicus,Plasma,,,,N,,,50597,CHEMBL622742,1,A,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,Intermediate,,1969.0,1,7620,BAO_0000218,14793
,10116.0,,Rattus norvegicus,Plasma,,,,N,,,50597,CHEMBL622743,1,A,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for infinite hours,Intermediate,,1969.0,1,7621,BAO_0000218,14793
,10090.0,,Mus musculus,Plasma,,,,N,,,50594,CHEMBL622744,1,A,AUC in mice,Intermediate,,1969.0,1,7622,BAO_0000218,11637
,,,,,,,,U,,,22224,CHEMBL624134,1,A,Area under curve was measured from the graph obtained from concentration Vs time,Autocuration,,,0,7623,BAO_0000019,11149
,,,,,,,,U,,,22224,CHEMBL624135,1,A,Area under curve value of compound per hour after oral administration,Autocuration,,,0,7624,BAO_0000019,10016
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL624136,1,A,Area under curve was determined after oral administration in rats,Intermediate,,,1,7625,BAO_0000218,17796
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL624137,1,A,Area under curve was determined after oral administration in rats; No data,Intermediate,,,1,7626,BAO_0000218,17796
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL624320,1,A,Area under curve was determined after oral administration in rats;No data,Intermediate,,,1,7627,BAO_0000218,17796
,9615.0,,Canis lupus familiaris,,,,,N,,,50588,CHEMBL624321,1,A,Area under curve was determined by HPLC at a dosage of 2.27 mg/kg administered intravenously by bolus method in dog,Intermediate,,,1,7628,BAO_0000218,12923
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL624322,1,A,Area under curve was determined for the compound after iv dose of 4.74 mg/kg in rats,Intermediate,,,1,7629,BAO_0000218,15372
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL624323,1,A,Area under curve was determined for the compound after iv dose of 5.06 in rats,Intermediate,,,1,7630,BAO_0000218,15372
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL624324,1,A,Area under curve was determined for the compound after iv dose of 5.10 mg/kg in rats,Intermediate,,,1,7631,BAO_0000218,15372
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL624325,1,A,Area under curve was determined for the compound after po dose of 5.01 mg/kg in rats,Intermediate,,,1,7632,BAO_0000218,15372
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL624326,1,A,Area under curve was determined for the compound after po dose of 5.03 mg/kg in rats,Intermediate,,,1,7633,BAO_0000218,15372
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL624327,1,A,Area under curve was determined for the compound after po dose of 5.22 mg/kg in rats,Intermediate,,,1,7634,BAO_0000218,15372
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL624328,1,A,Area under curve was determined for the compound after po dose of 5.46 mg/kg in rats,Intermediate,,,1,7635,BAO_0000218,15372
,9615.0,,Canis lupus familiaris,,,,,N,,,50588,CHEMBL627848,1,A,Area under curve was determined in Dogs after peroral administration,Intermediate,,,1,7636,BAO_0000218,14169
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL627849,1,A,Area under curve was determined in Rats after peroral administration,Intermediate,,,1,7637,BAO_0000218,14169
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL627850,1,A,Area under curve was determined in carotid blood of rat when administered intradermally,Intermediate,,,1,7638,BAO_0000218,14258
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL627851,1,A,Area under curve was determined in portal blood of rat when administered intradermally,Intermediate,,,1,7639,BAO_0000218,14258
,10090.0,,Mus musculus,,,,,N,,,50594,CHEMBL627852,1,A,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,Intermediate,,,1,7640,BAO_0000218,15011
,10090.0,,Mus musculus,,,,,N,,,50594,CHEMBL627853,1,A,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,Intermediate,,,1,7641,BAO_0000218,15011
,10090.0,,Mus musculus,,,,,N,,,50594,CHEMBL627854,1,A,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (micronized sample),Intermediate,,,1,7642,BAO_0000218,15011
,10090.0,,Mus musculus,,,,,N,,,50594,CHEMBL627855,1,A,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,Intermediate,,,1,7643,BAO_0000218,15011
,10090.0,,Mus musculus,,,,,N,,,50594,CHEMBL627856,1,A,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg (run time 7 hr),Intermediate,,,1,7644,BAO_0000218,15011
,10090.0,,Mus musculus,,,,,N,,,50594,CHEMBL875339,1,A,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,Intermediate,,,1,7645,BAO_0000218,15011
,10090.0,,Mus musculus,,,,,N,,,50594,CHEMBL627857,1,A,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (Run time = 7 hr),Intermediate,,,1,7646,BAO_0000218,15011
,10116.0,,Rattus norvegicus,Spleen,,,,N,,,50597,CHEMBL627858,1,A,Biodistribution of the radiolabeled compound (2-5 uCi) in rat spleen 65 mins after i.v. administration,Intermediate,In vivo,2106.0,1,7647,BAO_0000218,11195
,10116.0,,Rattus norvegicus,Blood,,,,N,,,50597,CHEMBL627859,1,A,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in blood; Expressed as percent dose/organ,Intermediate,,178.0,1,7648,BAO_0000218,10130
,10116.0,,Rattus norvegicus,Brain,,,,N,,,50597,CHEMBL627860,1,A,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in brain; Expressed as percent dose/organ,Intermediate,,955.0,1,7649,BAO_0000218,10130
,10116.0,,Rattus norvegicus,Heart,,,,N,,,50597,CHEMBL627019,1,A,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in heart; Expressed as percent dose/organ,Intermediate,,948.0,1,7650,BAO_0000218,10130
,10116.0,,Rattus norvegicus,Liver,,,,N,,,50597,CHEMBL627020,1,A,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in liver; Expressed as percent dose/organ,Intermediate,,2107.0,1,7651,BAO_0000218,10130
,10116.0,,Rattus norvegicus,Lung,,,,N,,,50597,CHEMBL627021,1,A,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in lung; Expressed as percent dose/organ,Intermediate,,2048.0,1,7652,BAO_0000218,10130
,10116.0,,Rattus norvegicus,Muscle tissue,,,,N,,,50597,CHEMBL627022,1,A,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in muscle; Expressed as percent dose/organ,Intermediate,,2385.0,1,7653,BAO_0000218,10130
,10116.0,,Rattus norvegicus,,,,,N,,,50597,CHEMBL627023,1,A,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in skin; Expressed as percent dose/organ,Intermediate,,,1,7654,BAO_0000218,10130
,10116.0,,Rattus norvegicus,Spleen,,,,N,,,50597,CHEMBL627024,1,A,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in spleen; Expressed as percent dose/organ,Intermediate,,2106.0,1,7655,BAO_0000218,10130
,10116.0,,Rattus norvegicus,Thyroid gland,,,,N,,,50597,CHEMBL627025,1,A,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in thyroid; Expressed as percent dose/organ,Intermediate,,2046.0,1,7656,BAO_0000218,10130
,10116.0,,Rattus norvegicus,Kidney,,,,N,,,50597,CHEMBL627026,1,A,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in kidney; Expressed as percent dose/organ,Intermediate,,2113.0,1,7657,BAO_0000218,10130
,10116.0,,Rattus norvegicus,Blood,,,,N,,,50597,CHEMBL627027,1,A,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in blood; Expressed as percent dose/organ,Intermediate,,178.0,1,7658,BAO_0000218,10130
,10116.0,,Rattus norvegicus,Brain,,,,N,,,50597,CHEMBL627028,1,A,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in brain; Expressed as percent dose/organ,Intermediate,,955.0,1,7659,BAO_0000218,10130
,10116.0,,Rattus norvegicus,Heart,,,,N,,,50597,CHEMBL627029,1,A,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in heart; Expressed as percent dose/organ,Intermediate,,948.0,1,7660,BAO_0000218,10130
,10116.0,,Rattus norvegicus,Kidney,,,,N,,,50597,CHEMBL627030,1,A,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in kidney; Expressed as percent dose/organ,Intermediate,,2113.0,1,7661,BAO_0000218,10130
