assay_type,curated_by,src_id,cell_id,assay_subcellular_fraction,assay_organism,assay_test_type,assay_category,assay_tax_id,description,variant_id,assay_id,confidence_score,src_assay_id,assay_strain,doc_id,assay_cell_type,assay_tissue,relationship_type,tid,chembl_id,bao_format,tissue_id
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Half life in rats,,7540,1,,,3169,,,N,50597,CHEMBL873807,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Half life in Dawley rat,,7541,1,,,5353,,,N,50597,CHEMBL618662,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life period after 3 mg/kg iv administration,,7542,1,,,2864,,,N,50597,CHEMBL618663,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life period after 3 mg/kg iv administration in rat,,7543,1,,,2864,,,N,50597,CHEMBL618664,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life period after 3 mg/kg iv administration in the rat,,7544,1,,,2864,,,N,50597,CHEMBL618665,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Half life period in female Sprague-Dawley rats,,7545,1,,,6362,,,N,50597,CHEMBL876498,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Half life period in rat,,7546,1,,,6249,,,N,50597,CHEMBL618666,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Half-life in rats was determined,,7547,1,,,3169,,,N,50597,CHEMBL620440,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Half-life in rats with metabolic oxidation,,7548,1,,,3169,,,N,50597,CHEMBL620441,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Half-life in rats,,7549,1,,,3169,,,N,50597,CHEMBL620442,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,T 1/2 at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,,7550,1,,,17260,,,N,50597,CHEMBL620443,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,T 1/2 at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,,7551,1,,,17260,,,N,50597,CHEMBL620444,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,T max at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,,7552,1,,,17260,,,N,50597,CHEMBL620445,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,T max at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,,7553,1,,,17260,,,N,50597,CHEMBL620446,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Biological half-life measured in plasma of rat,,7554,1,,,2879,,Plasma,N,50597,CHEMBL620447,BAO_0000218,1969.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Biological half-life measured in plasma of rat; 22-25,,7555,1,,,2879,,Plasma,N,50597,CHEMBL621129,BAO_0000218,1969.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Biological half-life measured in plasma of rat; 9-16,,7556,1,,,2879,,Plasma,N,50597,CHEMBL621130,BAO_0000218,1969.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Compound was evaluated for its half life when administered intravenously in rat,,7557,1,,,3184,,,N,50597,CHEMBL873808,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Compound was evaluated for pharmacokinetic parameter percent bioavailability at 8 h,,7558,1,,,4891,,,N,50597,CHEMBL876598,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Evaluated for pharmacokinetic parameter half-life in rat at the dose 50 mg/kg,,7559,1,,,429,,,N,50597,CHEMBL621131,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life (T1/2) after oral administration in rat,,7560,1,,,5656,,,N,50597,CHEMBL621132,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life of compound after iv administration of 20 mg/kg dose in rat,,7561,1,,,4413,,,N,50597,CHEMBL621133,BAO_0000218,
A,Expert,1,,,Rattus norvegicus,In vivo,,10116.0,Half life of compound determined in rat after iv administration at a dose of 10 mg/kg,,7562,1,,,3598,,,N,50597,CHEMBL621312,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Half life of compound was determined in rat,,7563,1,,,17267,,,N,50597,CHEMBL621313,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Half life of compound was determined in rat blood,,7564,1,,,4727,,Blood,N,50597,CHEMBL621314,BAO_0000218,178.0
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life at 1 mg/kg was determined in rat,,7565,1,,,17651,,,N,50597,CHEMBL621315,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life at 10 mg/kg was determined in rat,,7566,1,,,17651,,,N,50597,CHEMBL621316,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Half life in rats,,7567,1,,,401,,,N,50597,CHEMBL621317,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Half life in rats in hours,,7568,1,,,4942,,,N,50597,CHEMBL621318,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life following 10 mg/kg intravenous or 50 mg/kg oral dosing in rats was determined,,7569,1,,,17735,,,N,50597,CHEMBL621319,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life was calculated at a single intravenous administration of 20 mg/kg in rat,,7570,1,,,6056,,,N,50597,CHEMBL621377,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Half life was determined,,7571,1,,,5213,,,N,50597,CHEMBL621378,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life after i.v. administration,,7572,1,,,6616,,,N,50597,CHEMBL876599,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life in rat after intravenous administration at a concentration 0.5 mg/kg,,7573,1,,,5937,,,N,50597,CHEMBL621379,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Half life in rat plasma,,7574,1,,,5819,,Plasma,N,50597,CHEMBL621380,BAO_0000218,1969.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Half life in rat plasma; Not detected,,7575,1,,,5819,,Plasma,N,50597,CHEMBL621381,BAO_0000218,1969.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Half life in rats,,7576,1,,,6803,,,N,50597,CHEMBL618515,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life period of compound was determined after peroral administration,,7577,1,,,17804,,,N,50597,CHEMBL618516,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life period of compound was determined at a dose of 3 mg/kg by intravenous administration,,7578,1,,,17804,,,N,50597,CHEMBL618517,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Half life period in rat,,7579,1,,,5948,,,N,50597,CHEMBL618518,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life period was evaluated against Sprague-Dawley rats at a dose of 15 mg/kg after iv administration,,7580,1,,,1916,,,N,50597,CHEMBL618519,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life period was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration,,7581,1,,,1916,,,N,50597,CHEMBL618698,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life period was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration; Not available,,7582,1,,,1916,,,N,50597,CHEMBL618862,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life period was determined after intravenous administration at a dose 5 mg/kg to male Sprague-Dawley rats,,7583,1,,,4890,,,N,50597,CHEMBL618863,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life period was determined for compound after intravenous administration in rats at 24 uM/kg,,7584,1,,,17764,,,N,50597,CHEMBL618864,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half life time in rat the dose of 2 mg/kg,,7585,1,,,4727,,,N,50597,CHEMBL618865,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half-life 24 hr after 10 mg/kg iv administration in rats,,7586,1,,,17509,,,N,50597,CHEMBL618866,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half-life 24 hr after 2 mg/kg iv administration in rats,,7587,1,,,17509,,,N,50597,CHEMBL618867,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Half-life consistent with the observed metabolic steady state in rats,,7588,1,,,6597,,,N,50597,CHEMBL875828,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Half-life following 10 mg/kg intravenous or 50 mg/kg oral dosing in rats was determined,,7589,1,,,17735,,,N,50597,CHEMBL618868,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Half-life for oxidative metabolic stability was determined using male human,,7590,1,,,6597,,,N,50597,CHEMBL618869,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,"Half-life in fischer rats at 5 mg/kg dose, administered intravenously",,7591,1,,,17670,,,N,50597,CHEMBL618870,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Half-life in rat plasma,,7592,1,,,1696,,Plasma,N,50597,CHEMBL618871,BAO_0000218,1969.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Half-life in rat plasma was determined,,7593,1,,,1742,,Plasma,N,50597,CHEMBL618872,BAO_0000218,1969.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Half-life in rats was determined,,7594,1,,,17800,,,N,50597,CHEMBL873816,BAO_0000218,
A,Autocuration,1,,,,,,,Area under curve of acid 2a was determined by HPLC at a dosage of 54.5 mg/kg administered intragastrically by gavage method in dog,,7595,0,,,12923,,,U,22224,CHEMBL618873,BAO_0000218,
A,Autocuration,1,,,,,,,Area under curve after oral dose of 0.1 mg//kg,,7596,0,,,11954,,,U,22224,CHEMBL621602,BAO_0000019,
A,Autocuration,1,,,,,,,Area under curve after oral dose of 0.3 mg/kg,,7597,0,,,11954,,,U,22224,CHEMBL621603,BAO_0000218,
A,Autocuration,1,,,,,,,Area under curve after oral dose of 1 mg/kg,,7598,0,,,11954,,,U,22224,CHEMBL621604,BAO_0000218,
A,Autocuration,1,,,,,,,Area under curve after oral dose of 10 mg/kg,,7599,0,,,11954,,,U,22224,CHEMBL621605,BAO_0000218,
A,Autocuration,1,,,,,,,Area under curve after oral dose of 23.4 mg/kg,,7600,0,,,11954,,,U,22224,CHEMBL621606,BAO_0000218,
A,Autocuration,1,,,,,,,Area under curve after oral dose of 3 mg/kg,,7601,0,,,11954,,,U,22224,CHEMBL621607,BAO_0000218,
A,Autocuration,1,,,,,,,Area under curve after oral dose of 3.87 mg/kg,,7602,0,,,11954,,,U,22224,CHEMBL621608,BAO_0000218,
A,Autocuration,1,,,,,,,Area under curve was determined,,7603,0,,,5237,,,U,22224,CHEMBL621609,BAO_0000019,
A,Autocuration,1,,,,,,,Area under curve at a dose of 10 mg/kg,,7604,0,,,4026,,,U,22224,CHEMBL621610,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under curve was determined; ND=No data,,7605,1,,,5237,,,N,50597,CHEMBL621611,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,,7606,1,,,14793,,,N,50597,CHEMBL621612,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,,7607,1,,,14793,,,N,50597,CHEMBL622308,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,,7608,1,,,14793,,,N,50597,CHEMBL622309,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for infinite hours,,7609,1,,,14793,,,N,50597,CHEMBL622310,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,,7610,1,,,14793,,,N,50597,CHEMBL622311,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for infinite hours; Not calculated,,7611,1,,,14793,,,N,50597,CHEMBL622312,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,,7612,1,,,14793,,,N,50597,CHEMBL622931,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for infinite hours; Not calculated,,7613,1,,,14793,,,N,50597,CHEMBL622932,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,,7614,1,,,14793,,Plasma,N,50597,CHEMBL622736,BAO_0000218,1969.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,,7615,1,,,14793,,Plasma,N,50597,CHEMBL622737,BAO_0000218,1969.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,,7616,1,,,14793,,Plasma,N,50597,CHEMBL622738,BAO_0000218,1969.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for infinite hours,,7617,1,,,14793,,Plasma,N,50597,CHEMBL622739,BAO_0000218,1969.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,,7618,1,,,14793,,Plasma,N,50597,CHEMBL622740,BAO_0000218,1969.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for infinite hours,,7619,1,,,14793,,Plasma,N,50597,CHEMBL622741,BAO_0000218,1969.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,,7620,1,,,14793,,Plasma,N,50597,CHEMBL622742,BAO_0000218,1969.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for infinite hours,,7621,1,,,14793,,Plasma,N,50597,CHEMBL622743,BAO_0000218,1969.0
A,Intermediate,1,,,Mus musculus,,,10090.0,AUC in mice,,7622,1,,,11637,,Plasma,N,50594,CHEMBL622744,BAO_0000218,1969.0
A,Autocuration,1,,,,,,,Area under curve was measured from the graph obtained from concentration Vs time,,7623,0,,,11149,,,U,22224,CHEMBL624134,BAO_0000019,
A,Autocuration,1,,,,,,,Area under curve value of compound per hour after oral administration,,7624,0,,,10016,,,U,22224,CHEMBL624135,BAO_0000019,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under curve was determined after oral administration in rats,,7625,1,,,17796,,,N,50597,CHEMBL624136,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under curve was determined after oral administration in rats; No data,,7626,1,,,17796,,,N,50597,CHEMBL624137,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under curve was determined after oral administration in rats;No data,,7627,1,,,17796,,,N,50597,CHEMBL624320,BAO_0000218,
A,Intermediate,1,,,Canis lupus familiaris,,,9615.0,Area under curve was determined by HPLC at a dosage of 2.27 mg/kg administered intravenously by bolus method in dog,,7628,1,,,12923,,,N,50588,CHEMBL624321,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under curve was determined for the compound after iv dose of 4.74 mg/kg in rats,,7629,1,,,15372,,,N,50597,CHEMBL624322,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under curve was determined for the compound after iv dose of 5.06 in rats,,7630,1,,,15372,,,N,50597,CHEMBL624323,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under curve was determined for the compound after iv dose of 5.10 mg/kg in rats,,7631,1,,,15372,,,N,50597,CHEMBL624324,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under curve was determined for the compound after po dose of 5.01 mg/kg in rats,,7632,1,,,15372,,,N,50597,CHEMBL624325,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under curve was determined for the compound after po dose of 5.03 mg/kg in rats,,7633,1,,,15372,,,N,50597,CHEMBL624326,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under curve was determined for the compound after po dose of 5.22 mg/kg in rats,,7634,1,,,15372,,,N,50597,CHEMBL624327,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under curve was determined for the compound after po dose of 5.46 mg/kg in rats,,7635,1,,,15372,,,N,50597,CHEMBL624328,BAO_0000218,
A,Intermediate,1,,,Canis lupus familiaris,,,9615.0,Area under curve was determined in Dogs after peroral administration,,7636,1,,,14169,,,N,50588,CHEMBL627848,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under curve was determined in Rats after peroral administration,,7637,1,,,14169,,,N,50597,CHEMBL627849,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under curve was determined in carotid blood of rat when administered intradermally,,7638,1,,,14258,,,N,50597,CHEMBL627850,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,Area under curve was determined in portal blood of rat when administered intradermally,,7639,1,,,14258,,,N,50597,CHEMBL627851,BAO_0000218,
A,Intermediate,1,,,Mus musculus,,,10090.0,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,,7640,1,,,15011,,,N,50594,CHEMBL627852,BAO_0000218,
A,Intermediate,1,,,Mus musculus,,,10090.0,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,,7641,1,,,15011,,,N,50594,CHEMBL627853,BAO_0000218,
A,Intermediate,1,,,Mus musculus,,,10090.0,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (micronized sample),,7642,1,,,15011,,,N,50594,CHEMBL627854,BAO_0000218,
A,Intermediate,1,,,Mus musculus,,,10090.0,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,,7643,1,,,15011,,,N,50594,CHEMBL627855,BAO_0000218,
A,Intermediate,1,,,Mus musculus,,,10090.0,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg (run time 7 hr),,7644,1,,,15011,,,N,50594,CHEMBL627856,BAO_0000218,
A,Intermediate,1,,,Mus musculus,,,10090.0,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,,7645,1,,,15011,,,N,50594,CHEMBL875339,BAO_0000218,
A,Intermediate,1,,,Mus musculus,,,10090.0,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (Run time = 7 hr),,7646,1,,,15011,,,N,50594,CHEMBL627857,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,In vivo,,10116.0,Biodistribution of the radiolabeled compound (2-5 uCi) in rat spleen 65 mins after i.v. administration,,7647,1,,,11195,,Spleen,N,50597,CHEMBL627858,BAO_0000218,2106.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in blood; Expressed as percent dose/organ,,7648,1,,,10130,,Blood,N,50597,CHEMBL627859,BAO_0000218,178.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in brain; Expressed as percent dose/organ,,7649,1,,,10130,,Brain,N,50597,CHEMBL627860,BAO_0000218,955.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in heart; Expressed as percent dose/organ,,7650,1,,,10130,,Heart,N,50597,CHEMBL627019,BAO_0000218,948.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in liver; Expressed as percent dose/organ,,7651,1,,,10130,,Liver,N,50597,CHEMBL627020,BAO_0000218,2107.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in lung; Expressed as percent dose/organ,,7652,1,,,10130,,Lung,N,50597,CHEMBL627021,BAO_0000218,2048.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in muscle; Expressed as percent dose/organ,,7653,1,,,10130,,Muscle tissue,N,50597,CHEMBL627022,BAO_0000218,2385.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in skin; Expressed as percent dose/organ,,7654,1,,,10130,,,N,50597,CHEMBL627023,BAO_0000218,
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in spleen; Expressed as percent dose/organ,,7655,1,,,10130,,Spleen,N,50597,CHEMBL627024,BAO_0000218,2106.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in thyroid; Expressed as percent dose/organ,,7656,1,,,10130,,Thyroid gland,N,50597,CHEMBL627025,BAO_0000218,2046.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in kidney; Expressed as percent dose/organ,,7657,1,,,10130,,Kidney,N,50597,CHEMBL627026,BAO_0000218,2113.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in blood; Expressed as percent dose/organ,,7658,1,,,10130,,Blood,N,50597,CHEMBL627027,BAO_0000218,178.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in brain; Expressed as percent dose/organ,,7659,1,,,10130,,Brain,N,50597,CHEMBL627028,BAO_0000218,955.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in heart; Expressed as percent dose/organ,,7660,1,,,10130,,Heart,N,50597,CHEMBL627029,BAO_0000218,948.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in kidney; Expressed as percent dose/organ,,7661,1,,,10130,,Kidney,N,50597,CHEMBL627030,BAO_0000218,2113.0
A,Intermediate,1,,,Rattus norvegicus,,,10116.0,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in liver; Expressed as percent dose/organ,,7662,1,,,10130,,Liver,N,50597,CHEMBL627031,BAO_0000218,2107.0
