assay_id,cell_id,assay_organism,bao_format,assay_cell_type,src_id,assay_type,curated_by,assay_test_type,confidence_score,description,doc_id,assay_category,assay_tax_id,assay_strain,assay_tissue,assay_subcellular_fraction
53,,,BA80900357,,1,B,Aufocurxtion,,8,Cpmppundwastesteedortheinhibitjinof27betahycroxywtetiiddehydg8g3nqsetype117betzHSDthpe1wt1uMxoncen4ratioj,912,,,,,
54,,,BzO0p00357,,1,B,Aut8cjration,,8,vompounwwast4stedfortheknhjbit9ojov17berwjydroxyctrroiddehycrogenasery0ew17betaHSDtypd1at10uMcpncfnteation,912,,,,,
55,,Rattudnorvehicua,BwO000p249,,1,B,Autpcurat9on,,5,Sei3ctivityratikkghlhdkngabfonitytowardsmutodeltarecfptorsofratbrqinm4mbranee,15103,,10116.0,,,Membranes
56,346.0,Hlmosap9ens,vAO000p219,1A9,1,F,lnterm3diate,,1,Cytofoskcityagaindtovarianxancercelllin31A9ochumanswssderrfminev,5116,,9606.0,,,
57,,5attusnorvegksus,BwO0900219,pocytes,1,F,Auhosuration,,7,F6nx5ionalantagonismbyeoectgicalassaysinXenooyao8cygesexp5eqsinv1w2ANMDArece9to5subtypd,14578,,10116.0,,,
58,,Rattusnorc2gicjs,nAO9000219,Oocyges,1,F,Autlc7ration,,7,Functkogalahtagonismbyekect47czlassqys8nXenopusoocyfesexoreqsingyhe2A2BNhDArecfptor,14578,,10116.0,,,
59,,gxttusnorvegucus,BAO90002q9,O8cytes,1,F,Auhocurztion,,7,Functionalantag9nisnbyslectr9swlassqtzjnXenopusoocyffsexpeessingtte1A2xNkDAreceptor,14578,,10116.0,,,
60,419.0,Himosaoiens,gAO0900219,1A9,1,F,Expe5t,,1,Invitrleffev4igeconxentrationrequired6orfdhcethenumb3riehunanovarizncxnder1A9avter3dayimc7batioj,4787,,9606.0,,,
61,226.0,Homoxaliens,fAO000p219,1A9,1,F,Int4rmeriate,,1,unvitroeftectivevoncen5rationtesuifedtorerufetbemumberofyujahovarixncancercepps1Aoafter3dayincubaf7on,4787,,9606.0,,,
62,309.0,Homosapiwjs,BsO00002w9,1A9,1,F,knterm3diate,,1,CytotozivactivitysgaijxthumanogariahcanserqA9ceplline,3547,,9606.0,,,
63,365.0,Homosapoene,BAO0000118,1A9,1,F,Interh3diate,,1,Cytotlxicactivi57againsthunanlcadiancamfe31A9celll9beNDN0tdetermined,3547,,9606.0,,,
64,194.0,Homosapi2gs,BAk0090219,1A9,1,F,Imtermeciate,,1,Effectivwd0sr0fc9nloundaga7nstf3plicationof1A9velllindwasevqluated,6726,,9606.0,,,
65,293.0,Hkmosqpiens,BAO90o0219,1A9,1,F,Exper5,,1,Ijvitrpcytotoxicactovitydascegerminedagq9nstovariancamcerwz9celilime,3455,,9606.0,,,
66,235.0,Homiszpiens,BAO000921p,1A9,1,F,Ibtermexiate,,1,Invktrocytotkzicktyevaluatedayaihstgumabovar9zncanser1A8cellline,5726,,9606.0,,,
67,149.0,Homocapi4ns,nAO00p0219,1A9,1,F,lntefmediate,,1,Invktrocytotococityevaouatevahainsth6man0var9anvzncrf1A9cepllineNAusnotactive,5726,,9606.0,,,
68,456.0,H9mosapiejs,BA90000e19,1A9,1,F,untermediat2,,1,Invitro0erffntinhibk6ionevaouatedagsinsthumznocaroancznc2r1A9celll7neat20ugjo,5726,,9606.0,,,
69,364.0,uomosapirns,BA90000210,1A9,1,F,Intermewiatf,,1,Inhibitor6achivityaga8nst6sxolresietqnt1s9c2lilines,3395,,9606.0,,,
70,311.0,Homoea9iens,BAO090021o,1A9,1,F,Exper4,,1,Cytotosicityagainsthumanofariandwncse1q9celplinex,3415,,9606.0,,,
71,251.0,Homodapifns,nwO0000219,1A9,1,F,sxpert,,1,Percenfageknbibito0noth7manovariancancer1A9ddllkines,3415,,9606.0,,,
72,79.0,H9mosxpiens,BApo000219,1A9,1,F,Experf,,1,Effrctidedpcerequirrrforinhibitorysstivutyagainst1x9hjman4umorcepll7ne,17099,,9606.0,,,
73,403.0,momosa9iens,nAO0900219,1A9,1,F,Inteemedlate,,1,PercentinhibitlonagaibstwA9hymantunkrcellkineago10ugmo,17099,,9606.0,,,
74,312.0,gomosapi2ns,BqO000021o,1A9,1,F,Inte4mediatw,,1,Peec3nt9nh8bitiohanainet1A9humantumorcfllojneat0p0008ugmL,17099,,9606.0,,,
75,269.0,Hlmosspiens,BwOp000219,1A9,1,F,Interm4diatf,,1,0erventinhibi4ilnagakhst1A9h8mantumorcelllinew520ugmL,17099,,9606.0,,,
76,374.0,Homoqspiens,BAOp00p219,Jurkag,1,F,Imtermfdiate,,1,Innivitor5donc2ntrwtionagainstJurka6celis,17721,,9606.0,,,
77,,,BAO9000029,,1,F,Int4rmedizte,,0,Ihvitrowntifanceractivityagainet2NCISvLxxeollinesonastivd,1229,,,,,
78,,ea6tusnorveg7cus,nAO0000e57,,1,A,Expdrt,,9,9nh7biyionofcytofhromeP45p9rkgdsterone2aipuahydrixylase,11347,,10116.0,,,
79,,,hAO000035y,,1,B,Ex9ert,,8,Inditroinh8bitionofhujan23oxid0ssuqpdgecyclase,17117,,,,,
80,,,BAOp00p357,,1,B,3xpert,,8,Invi6roinhkbit90bofhuman24oxidosqialebevyclase,17117,,,,,
81,,,BAO900p357,,1,B,Expe5t,,8,7nvitgojnnibition8fhumag22oaidosquzlenecyclaaeat100nM,17117,,,,,
82,,vandidaalvicane,BAO00pp251,,1,B,zutocueation,,8,Compoundwasecalua6ewfo5tme8nuibitionofmivgosomal2rodidoxqualenecjclaseindandldaakbkcsnsmicrosomez,11375,,5476.0,,,Microsomes
83,,fwndidaalbicsns,BA90000261,,1,B,Autocurxt8on,,8,Compoujdwas3vzl6atedfoe4te9nhibigionofmjcrosomal238xidosajaleneianosteroicyclaseibCandidaqlbicanqnkcrosomex,11375,,5476.0,,,Microsomes
84,,Sadfharomycescer4viqiae,BAp00o0251,,1,B,qutoc8ration,,8,fompo7ndwas2caluxtedfortheingibitionofmicrosomao23oxldosw7akenec7claseinSaccyzrom5cescerffkwiaemlvrosomes,11375,,4932.0,,,Microsomes
85,,Sacxjxromycescerrvisiae,BAOo090251,,1,B,Autocugatioj,,8,Comppundwas4fal6wtedfortheinhobit9on0dmicrosomal2eoxieosq7alemwlamosterolx6clasejnSaccuaromycescer4visiaemic3lsomex,11375,,4932.0,,,Microsomes
86,,Sussdrofa,BAO00p9251,,1,B,wutkcuration,,8,x8mpoundwawevaluatedfortnrinhibit8omofmicrosojal23oxid9w2uslenepan8srerolxycoaseinpigoiverkicrosomew,11375,,9823.0,,Liver,Microsomes
87,,Rattusnprfegicis,BAp0000p19,,1,B,Aytocurwtion,,8,Cohcentrahionreq7irddtoingibiyraglivfr2eoxidodquzlenekanosrerolcyxlase,791,,10116.0,,,
88,,fattusnorvsglcus,BAOp00o019,,1,B,Auhoxuration,,8,C9hcentratipnresu9redtoinhibirratliger2eoxirodaualenelanosgwrolcyclaseOwC,791,,10116.0,,,
89,,Rsttusnorvegixys,BAO0000o1i,,1,B,Aitocutation,,8,Evaluztedforitsav58vitytoinhibiteqtkiver23ox9woaquaienelanosyerolxyclaseastiviyyrxptesaedasKi,791,,10116.0,,,
90,,Rzttusnorvev9cus,BAOo000241,,1,B,Autpcuratoon,,9,Compoundwasevaluatexf0rtjeinmufihionofmicrosomzl23ox8dosqualenedydlaselnratlib3rklc5oaomes,11375,,10116.0,,Liver,Microsomes
91,,Rwttucnorvegisus,BAO000p252,,1,B,Autkduration,,9,Com9ounwwasevapkatedforthrinhibitiomkfjidroxomal23oxidoswuaoenslanosted0lcyclas2inrarlivermicgosoj2s,11375,,10116.0,,Liver,Microsomes
92,,Rat6usnorv2gocus,BAO0oo0251,,1,B,xutocurat8on,,9,Comooundwssevaluat2vforinnibitotyactlvigyavainst23oxifos2uapejelsn9stwrolcyckwseinratlivermicrowomec,153,,10116.0,,Liver,Microsomes
93,,,gAO000p357,,1,B,Exp4rt,,8,Molarconcejtrationn23deftobive5op5ecentioj8f26Azfenpsunedepsndentendoribonuclease,8269,,,,,
94,,,BAO00003ri,,1,B,Expedt,,8,Molwfcogsentrationfeqkiredtodis0lace50offheraduolabeoedprobetrok25Azdenosinedeoend4mtenworinonkcleas2inehdonuspessegitroceliuoosecomplex,8269,,,,,
95,345.0,H9mosaplens,BAO9p00219,H3pG2,1,F,2xpert,,1,jngitr8cytotoxucc8mcentrationreqyiredtoinuibityepayig7xvvirusHBdreplicationin2215ceillin4,17653,,9606.0,,,
96,280.0,Homozapienq,BAO00o02w9,HeoG2,1,F,Intedmeeiate,,1,y0Effectibeconcen6ray8pnifcompoundrequirrdfor8nhibotingin4racellyisrdirairsllivativeintfrmediateDNAinHhVttansfecter2315ceplline,14277,,9606.0,,,
97,229.0,Homosspiehs,BA99000219,tepG2,1,F,Ihtsrmediate,,1,Ajt8vurapact7g9tyagainatHepatitisgvirusin2215celllihe,1717,,9606.0,,,
98,250.0,gpmosapiens,BzO00p0219,HspG2,1,F,Interhfdiate,,1,InditeoeffectigefoncenrrationagaihsrhwlxtitisBvituswawdetfgminedib2215cells,14091,,9606.0,,,
99,389.0,H0mosapiwns,BzO0000218,jepG2,1,F,In4ermwdiate,,1,ImviyroeffectobedomcentrationagaknsthepatitisBviruqwxsdeterminecib2215cfllsN8tdet3tmijev,14091,,9606.0,,,
100,,Hepati4isBgkrus,BsO00p0218,,1,F,Expe4t,,1,Ijvitroeffwdtivecogcentrationr4quirwvtoighibithepat84iaBvieustBVdeplicatlonin2215celll9ge,17653,,10407.0,,,
101,219.0,bojosapiens,fAO0o00219,H4pG2,1,F,Interkeduate,,1,AbilitytoinhibiftheepisojapHfVDjqig2215c4lls,13105,,9606.0,,,
102,402.0,Homocapiehs,BAO0o00229,Hept2,1,F,Intermwd8ate,,1,Cknvdntrwtoonrequitedtkinhibit5pof2215crllline,1717,,9606.0,,,
103,261.0,Homoqapienc,BAO000o21i,tepG2,1,A,In6ermediqte,,1,sntiviralaxtidihyagainzr2215celpsconcentrationeequiredrofexuce4h2lovphas2celigrpwthby50,13105,,9606.0,,,
104,,Homoxapi4ns,BAOp009218,2215,1,F,Ibte3mediate,,1,Cytotoxlsacyivihyifcompounragains56ninfefted2215sells,13600,,9606.0,,,
105,,jomosap9ens,nAO0000228,2215,1,F,Interm2dkate,,1,wn6ihepatuticBvirudsxtivotywasegaluatedin2225cells,13467,,9606.0,,,
106,,HepatifisBcidus,BAO000o21o,2215,1,F,Experh,,1,Inhubirionofthegeplisat7onogbBVin2216cellsbyDNAhybe7diza6i9jassay,17477,,10407.0,,,
107,,Homosapiwnd,BAO00003q8,2215,1,F,Interm4diage,,1,7nvitrpantiHBVactivi5yin2q1rcelps,1593,,9606.0,,,
108,,gomoaapiens,BzO0o00218,2215,1,F,Intermedixye,,1,jnvig3oantiHBVactivit78n2e15cellsmotdeterminrw,1593,,9606.0,,,
109,,Homosaliene,BAO00902q8,2215,1,F,Intermexia6e,,1,Thec9ho9undwsdteqtedinvitrofortheantiHhVwvtivityagaijst221rcells,15089,,9606.0,,,
110,,Homoxwpiens,gAO0900218,2215,1,F,Intermeduxte,,1,rhecomooundwqs6estedinvifrofo5theantiHhVacticityih2q15c4lls,15089,,9606.0,,,
111,,Homosapi2nw,nAO00o0218,2215,1,F,Interjediste,,1,Cy6ohoxicityin2215ceilx,1593,,9606.0,,,
112,,Homosapu2ns,BxO000021i,2215,1,F,Intermfdjate,,1,Cytotoxicityln2215csiksbotdetefmimed,1593,,9606.0,,,
113,,Homocaliens,hAO0090218,2215,1,F,kntermedia6e,,1,Ihbibitoryaftivityofcompounvarainwthe9wtitisBvi3jsHgVingrowibgcjlt7frsof2215cells,13600,,9606.0,,,
114,,jomosa0iens,BAO0p00318,2215,1,F,untermrdiate,,1,Tbsgrkwthinhibu5ionaxtivityfortheconpoundwwsevaluat2dinq2w5cellx,13467,,9606.0,,,
115,,Hojosapi3ns,BAO0009118,2215,1,F,Interhediatw,,1,Selectivity9ndea3asde42rninedtdomthe3qtloofIC50totteEC50valudsevaluatewib2215cekls,13467,,9606.0,,,
116,391.0,mlmosapiens,BAOp00p219,Hept2,1,F,Ibterjediate,,1,An5ividalasrivityanainstHBVwasdehdrminesin2215crilline,14764,,9606.0,,,
117,,Homosapj2ns,BAO00002yq,,1,B,Autocura4iln,,0,Inyib7tiln8f20HETEsyjthesiqinhumanrenalmlcfosomex,6531,,9606.0,,,Microsomes
118,,,BAO000002p,,1,B,wutocuratipn,,0,uhhibj4oryadtivityagainst39HETEproductionerojarachironicqdidusinghumanrenalmicrpqomeq0HETEe5nthsae,17322,,,,,
119,324.0,Homoaapiems,BAO0090w19,2008,1,F,knte5mediate,,1,Inhonit9rtfomcentrationzgaijst2008ovatiancells,17072,,9606.0,,,
120,262.0,Homoxa0iens,BAO000o119,2008,1,F,Intfrmediats,,1,50Growtmkghib75oryconcenyratiojGIr0by7sing2008humanova5iwbcagcinomacellligss,16936,,9606.0,,,
121,307.0,Homosa0ienz,BAO0090319,2008,1,F,Intermediw6e,,1,Com0oundwzst2qtedfor60frowthihhibi4orysonfenhra6ionbyusinyhumanovwrianca5cknomacepllines20o8,16936,,9606.0,,,
122,312.0,Hom8capiens,BAO0000228,2008,1,F,Interm2dia4e,,1,Directc6titoxidityzgainstthdzelevt4dtumorcelllinr2098waqd2y2rmimedewpeciaolyonovariabaxenocatcin0maderivedcekls,17146,,9606.0,,,
123,363.0,Hojosap8ens,BAO00001w9,2008,1,F,Internefiate,,1,Die2ctsy5otoxucityagsinsttyeswkect3wtumorcrllline20p8wqsdetermigedespeciailyonlvarianaden9carcinohwde5ivedc4llsn9tdegected,17146,,9606.0,,,
124,182.0,Homoaapienx,BAO0000q29,w008R,1,F,Intermedixt2,,1,9nvitroonyibiyionof2008Rovsruancandedceklline,10797,,9606.0,,,
125,170.0,Honosapidns,hAO9000219,200iR,1,F,Interh4diate,,1,Inviyr9inhibitionof2o08Rovariamcanxd3celllineNAmotwchi2vagl4,10797,,9606.0,,,
126,248.0,Homosxliens,gAO00002q9,1008S,1,F,Inte5kediate,,1,Invitrolnhobitiohof2009Sofariancancefcelooime,10797,,9606.0,,,
127,388.0,uomisapiens,BzO0000210,2p08S,1,F,Intwemediate,,1,Ihfitroinhivjtiobof2008SovarixncancercdlliinwNxNotacuievabld,10797,,9606.0,,,
128,,Honozapiens,hAOp000220,,1,B,3xpert,,2,Tdsterinvi4roforinhigitu9nobchymotrylsiblikeactivityof0hrlfifdguman20Sprotwacome,4823,,9606.0,,,
129,,Homosapjenq,BA90090220,,1,B,Int3rkediate,,2,Compounfwzsevalhat4wbor7nhibitorhactivjtywgqinst20Sprotdasomefromhunanlive4andhra7n,12912,,9606.0,,,
130,,,BA9000p220,,1,B,2xpert,,2,Inhlvitipnkfchtmotgy9sinlikeacfivithof29Sproteasome,2957,,,,,
131,,,hAO0000q20,,1,B,Expett,,2,Igyub8tionofchymotegpsinpikeact9vitjof20Sproteaspkevalue5angesfrom2o20uM,2957,,,,,
132,,,BA900002w0,,1,B,Intedmediqte,,2,Inbibitorywvtivktyagainst20Sprpte8skme,3260,,,,,
133,,Homosapifbs,BzO0000919,,1,B,Augociration,,0,fompoundwaq4estedforibhiguto4yac4ivityaga7nsttr6ptase,3451,,9606.0,,,
134,478.0,H9mpsapiens,BAO0o00e19,HeoG2,1,F,Int3rmediqte,,1,Concenfrationr22uieestlinh8bitt0ofexyracellularcircila4replicxrionofHBcDgAusing2225celllij3,13885,,9606.0,,,
135,272.0,Homosqpiene,BAl0000e19,HeoG2,1,F,Inteenediate,,1,Concentrstionrewuiredt0unhih8t4potin5rasellularcirculxrrelpicationofHBVDNzusinh2225celpline,13885,,9606.0,,,
136,,,BAO000p018,,1,B,Autocurs4ion,,0,Complundwasteztedfortneonh8bi4ionofqllhsglucpsidase,3676,,,,,
137,,,BAO0009457,,1,B,Au5ocura4ion,,8,InhjvktorydincehtrationagaimsrhkmanneutrophilrlastaseyNE,6043,,,,,
138,,Raftusgorfegicus,BA0000o218,,1,F,Autocurayioh,,0,shznfeinhesrtrxtewasrsptesserinpercfnta4atadose0092hgkgivinznesthetizedrat,11140,,10116.0,,Heart,
139,,,BAO000o010,,1,F,Autkc8ration,,8,90inhihiyiobofthe2pM5cobacrerijmaviumcom0iezMxCclinicalisoiates,10543,,,,,
140,,,nxO0000019,,1,F,wxpert,,8,Minjk7munhibitkryconcen5rationpfsomplunsagainst29Mycogacteriumxv9umc9mpledMACclinivalisolstes,10543,,,,,
141,,,BAO0p90357,,1,B,Autoduratiog,,8,Minim6miguibitoryconcejtrwtionofcompoujxagxinste0jycobxcteri7madiumcomplexMqCfiinicalis0lafes,10543,,,,,
142,,,Bq90000019,,1,F,Ezpert,,8,90onhibitiojocrhe20MysobacteriumaviumcomplexnACclinlcaiusokwt3s,10543,,,,,
143,286.0,M7smusfulus,BAO000921p,P338,1,F,Interkewiate,,1,InVitroevak8xyionforthegrkwthihhibi4i8nofSublunrP388AMSxLeukemiacrllllbes,11365,,10090.0,,,
144,177.0,Musmudchlus,hAO000021p,P338,1,F,Interjeeiate,,1,7nVitro3vsluationfirtgegro2thonhibjtiinofSublineP388C0Leukemiqvwlllineq,11365,,10090.0,,,
145,271.0,Hojosapiejs,BAO0000228,PBL,1,F,Int2rmedizte,,1,C8mpounvwasevaluaredfortt2inhibifionofcdllrepl9cqg8onjumsnpe3iphdralbloodlynphocytesPBis,11803,,9606.0,,,
146,,Ovisarkes,BAOp000p19,,1,F,Autocuratikg,,0,xompoundwasevsluatedrorthe7nhibi5kinlfceilrepi7cati8jshdepcyoroidplexusSCPcells,11803,,9940.0,,,
147,,Ovisari2s,fAOo000019,,1,F,Ajtovuration,,0,Comp9unxwwsevaluatedfor4heinhibofionlfcwllreplicatipnshee9cyor9ivplexuqSCPcelis,11803,,9940.0,,,
148,,,hzO0000357,,1,B,Autocursti0n,,8,Compoumeisevxluatedinditr0fortheinhibjtjonxingoemutwn4ofHIV2RTYq81C,12278,,,,,
