assay_strain,bao_format,assay_type,assay_test_type,assay_cell_type,tid,relationship_type,assay_organism,curated_by,doc_id,assay_subcellular_fraction,assay_tax_id,chembl_id,src_id,assay_category,confidence_score,assay_tissue,src_assay_id,variant_id,tissue_id,cell_id,assay_id,description
,BAO_0000219,F,,143B,80001.0,N,Homo sapiens,Intermediate,17430.0,,9606.0,CHEMBL615127,1.0,,1.0,,,,,163.0,11.0,In vitro cell cytotoxicity against 143B-LTK cell lines expressed in HSV-1 TK
,BAO_0000219,F,,143B,80001.0,N,Homo sapiens,Expert,17774.0,,9606.0,CHEMBL615128,1.0,,1.0,,,,,163.0,12.0,In vitro cell cytotoxicity was determined against 143B-LTK cell line
,BAO_0000218,F,,,50185.0,N,Staphylococcus aureus,Intermediate,11324.0,,1280.0,CHEMBL857900,1.0,,1.0,,,,,,13.0,"The compound was tested for minimum inhibitory concentration in Staphylococcus aureus,147N penicillin sensitive Staphylococcus aureus"
,BAO_0000218,F,,,50185.0,N,Staphylococcus aureus,Intermediate,11324.0,,1280.0,CHEMBL615129,1.0,,1.0,,,,,,14.0,"The compound was tested for minimum inhibitory concentration in Staphylococcus aureus,147N penicillin sensitive Staphylococcus aureus"
,BAO_0000218,F,,,50185.0,N,Staphylococcus aureus,Intermediate,11324.0,,1280.0,CHEMBL615130,1.0,,1.0,,,,,,15.0,"The compound was tested for minimum inhibitory concentration in Staphylococcus aureus,147N penicillin sensitive Staphylococcus aureus"
,BAO_0000218,F,,,50185.0,N,Staphylococcus aureus,Intermediate,11324.0,,1280.0,CHEMBL615131,1.0,,1.0,,,,,,16.0,"The compound was tested for minimum inhibitory concentration in Staphylococcus aureus,147N penicillin sensitive Staphylococcus aureus"
,BAO_0000357,A,,,100122.0,D,Rattus norvegicus,Expert,11347.0,,10116.0,CHEMBL884521,1.0,,9.0,,,,,,17.0,Inhibition of cytochrome P450 progesterone 15-alpha hydroxylase
,BAO_0000357,B,,,12054.0,H,,Autocuration,16474.0,,,CHEMBL615132,1.0,,8.0,,,,,,18.0,Concentration that cause 50% activation of human reticulocyte 15-lipoxygenase (15-HLO)
,BAO_0000019,B,,,12054.0,H,,Autocuration,10091.0,,,CHEMBL615133,1.0,,8.0,,,,,,19.0,Inhibition of partially purified 15-lipoxygenase from human leukocytes
,BAO_0000357,B,,,12054.0,H,,Autocuration,16474.0,,,CHEMBL615134,1.0,,8.0,,,,,,20.0,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO)
,BAO_0000357,B,,,12054.0,H,,Autocuration,16474.0,,,CHEMBL615135,1.0,,8.0,,,,,,21.0,Compound was evaluated for the percent increase in activation concentration of human reticulocyte 15-lipoxygenase (15-HLO)
,BAO_0000357,B,,,12054.0,H,,Autocuration,16474.0,,,CHEMBL615136,1.0,,8.0,,,,,,22.0,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO)
,BAO_0000357,B,,,12054.0,H,,Autocuration,16474.0,,,CHEMBL615137,1.0,,8.0,,,,,,23.0,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO); NI is no inhibition
,BAO_0000357,B,,,12054.0,H,,Autocuration,16474.0,,,CHEMBL615138,1.0,,8.0,,,,,,24.0,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO); NI is no inhibition
,BAO_0000219,B,,,22226.0,U,,Autocuration,14352.0,,,CHEMBL836324,1.0,,0.0,,,,,,25.0,"Inhibitory concentration against 15-lipoxygenase, by inhibiting 15-HETE production by human umbilical vein endothelial cells (HUVEC) stimulated by calcium ionophore A 23187 at concentration of 10e-5 M."
,BAO_0000357,B,,,12054.0,H,Oryctolagus cuniculus,Autocuration,5646.0,,9986.0,CHEMBL615139,1.0,,8.0,,,,,,26.0,In vitro inhibitory activity of compound on rabbit reticulocyte 15-lipoxygenase
,BAO_0000357,B,,,12054.0,H,Oryctolagus cuniculus,Autocuration,5646.0,,9986.0,CHEMBL615140,1.0,,8.0,,,,,,27.0,Inhibition of rabbit reticulocyte 15-lipoxygenase by compound (30 uM)
,BAO_0000219,B,,,12426.0,H,,Autocuration,10997.0,,,CHEMBL615141,1.0,,8.0,,,,,,28.0,Inhibitory activity against 15-lipoxygenase in rat polymorphonuclear leukocytes
,BAO_0000357,B,,,12054.0,H,soya bean,Autocuration,6309.0,,3847.0,CHEMBL615142,1.0,,8.0,,,,,,29.0,Inhibitory activity against 15-lipoxygenase was determined obtained from soya bean
,BAO_0000357,B,,,12054.0,H,Glycine max,Autocuration,167.0,,3847.0,CHEMBL615143,1.0,,8.0,,,,,,30.0,Inhibitory activity against soybean 15-lipoxygenase was evaluated
,BAO_0000357,B,,,12054.0,H,Glycine max,Autocuration,167.0,,3847.0,CHEMBL615144,1.0,,8.0,,,,,,31.0,Inhibitory activity against soybean 15-lipoxygenase was evaluated at 100 uM
,BAO_0000357,B,,,12054.0,H,Glycine max,Autocuration,11087.0,,3847.0,CHEMBL872867,1.0,,8.0,,,,,,32.0,The compound was tested for the in vitro inhibition of 15-lipoxygenase of soybean at a concentration of 10 uM
,BAO_0000357,B,,,12054.0,H,Glycine max,Autocuration,11087.0,,3847.0,CHEMBL615145,1.0,,8.0,,,,,,33.0,The compound was tested for the in vitro inhibition of 15-lipoxygenase of soybean at a concentration of 100 uM
,BAO_0000357,B,,,12054.0,H,Glycine max,Autocuration,13622.0,,3847.0,CHEMBL615146,1.0,,8.0,,,,,,34.0,Compound was tested in vitro for inhibition of 15-lipoxygenase soybean
,BAO_0000357,B,,,12054.0,H,Glycine max,Autocuration,13622.0,,3847.0,CHEMBL615147,1.0,,8.0,,,,,,35.0,Compound at 100 uM was tested in vitro for inhibition of 15-lipoxygenase soybean
,BAO_0000019,A,,,22226.0,U,Rattus norvegicus,Autocuration,11347.0,,10116.0,CHEMBL615148,1.0,,0.0,,,,,,36.0,Inhibition of cytochrome P450 progesterone 16-alpha hydroxylase
,BAO_0000019,B,,,22226.0,U,Escherichia coli,Autocuration,5926.0,,562.0,CHEMBL615149,1.0,,0.0,,,,,,37.0,Binding affinity against bacterial 16S rRNA using mass spectrometry based assay
,BAO_0000019,B,,,22226.0,U,,Autocuration,4567.0,,,CHEMBL615150,1.0,,0.0,,,,,,38.0,Dissociation constant with dimeric 16S rRNA RNA construct B
,BAO_0000225,B,,,22222.0,M,,Intermediate,3782.0,,,CHEMBL615151,1.0,,3.0,,,,,,39.0,Dissociation constant towards 16S rRNA construct A
,BAO_0000225,B,,,22222.0,M,,Intermediate,3782.0,,,CHEMBL615152,1.0,,3.0,,,,,,40.0,Dissociation constant towards 16S rRNA construct B
,BAO_0000225,B,,,100263.0,M,Escherichia coli,Expert,4466.0,,562.0,CHEMBL615153,1.0,,3.0,,,,,,41.0,Binding affinity of aminoglycoside to 16S ribosomal RNA A-site in Escherichia coli
,BAO_0000225,B,,,100263.0,M,Escherichia coli,Expert,6592.0,,562.0,CHEMBL615154,1.0,,3.0,,,,,,42.0,Binding affinity for the 16S ribosomal RNA A-site of Escherichia coli
,BAO_0000019,B,,,13053.0,H,,Autocuration,898.0,,,CHEMBL615155,1.0,,8.0,,,,,,43.0,Inhibitory activity against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2)
,BAO_0000019,B,,,13053.0,H,,Autocuration,898.0,,,CHEMBL615156,1.0,,8.0,,,,,,44.0,Inhibitory constant against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2)
,BAO_0000019,B,,,20001.0,H,Homo sapiens,Autocuration,13163.0,,9606.0,CHEMBL615157,1.0,,8.0,,,,,,45.0,The compound was tested at a concentration of 1 uM for inhibitory activity against 17 beta-hydroxysteroid dehydrogenase from human placental microsomes
,BAO_0000019,B,,,20001.0,H,Homo sapiens,Autocuration,13163.0,,9606.0,CHEMBL615158,1.0,,8.0,,,,,,46.0,The compound was tested at a concentration of 1 uM for inhibitory activity against 17 beta-hydroxysteroid dehydrogenase from human placental microsomes
,BAO_0000019,B,,,12971.0,D,Rattus norvegicus,Expert,10691.0,,10116.0,CHEMBL615159,1.0,,9.0,,,,,,47.0,"Inhibition of 17-alpha-hydroxylase/17,20 lyase from rat testes microsomal preparation"
,BAO_0000019,B,,,12971.0,D,Rattus norvegicus,Expert,10691.0,,10116.0,CHEMBL615172,1.0,,9.0,,,,,,48.0,"Inhibition of 17-alpha-hydroxylase/17,20 lyase from rat testes microsomal preparation"
,BAO_0000019,B,,,12971.0,D,Rattus norvegicus,Expert,10691.0,,10116.0,CHEMBL615173,1.0,,9.0,,,,,,49.0,"Percent inhibition of 17-alpha-hydroxylase/17,20 lyase of rat testes microsomes at 100 uM"
,BAO_0000019,B,,,12971.0,D,Rattus norvegicus,Expert,10691.0,,10116.0,CHEMBL615174,1.0,,9.0,,,,,,50.0,"Percent inhibition of Steroid 17-alpha-hydroxylase/17,20 lyase of rat testes microsomes at 100 uM"
,BAO_0000019,B,,,13053.0,H,,Autocuration,898.0,,,CHEMBL884518,1.0,,8.0,,,,,,51.0,Inhibitory activity against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2)
,BAO_0000357,B,,,11512.0,H,,Autocuration,912.0,,,CHEMBL615175,1.0,,8.0,,,,,,52.0,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1)
,BAO_0000357,B,,,11512.0,H,,Autocuration,912.0,,,CHEMBL615176,1.0,,8.0,,,,,,53.0,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 1 uM concentration
,BAO_0000357,B,,,11512.0,H,,Autocuration,912.0,,,CHEMBL615177,1.0,,8.0,,,,,,54.0,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 10 uM concentration
,BAO_0000249,B,,,104740.0,D,Rattus norvegicus,Autocuration,15103.0,Membranes,10116.0,CHEMBL615178,1.0,,5.0,,,,,,55.0,Selectivity ratio of binding affinity towards mu to delta receptors of rat brain membranes
,BAO_0000219,F,,1A9,80002.0,N,Homo sapiens,Intermediate,5116.0,,9606.0,CHEMBL615179,1.0,,1.0,,,,,506.0,56.0,Cytotoxicity against ovarian cancer cell line (1A-9) of humans was determined
,BAO_0000219,F,,Oocytes,104835.0,D,Rattus norvegicus,Autocuration,14578.0,,10116.0,CHEMBL615180,1.0,,7.0,,,,,,57.0,Functional antagonism by electrical assays in Xenopus oocytes expressing 1A/2A NMDA receptor subtype
,BAO_0000219,F,,Oocytes,104821.0,D,Rattus norvegicus,Autocuration,14578.0,,10116.0,CHEMBL615181,1.0,,7.0,,,,,,58.0,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2B NMDA receptor
,BAO_0000219,F,,Oocytes,104848.0,D,Rattus norvegicus,Autocuration,14578.0,,10116.0,CHEMBL615182,1.0,,7.0,,,,,,59.0,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2C NMDA receptor
,BAO_0000219,F,,1A9,80002.0,N,Homo sapiens,Expert,4787.0,,9606.0,CHEMBL615183,1.0,,1.0,,,,,506.0,60.0,In vitro effective concentration required to reduce the number of human ovarian cancer (1A9) after 3-day incubation
,BAO_0000219,F,,1A9,80002.0,N,Homo sapiens,Intermediate,4787.0,,9606.0,CHEMBL615184,1.0,,1.0,,,,,506.0,61.0,In vitro effective concentration required to reduce the number of human ovarian cancer cells (1A9) after 3-day incubation
,BAO_0000219,F,,1A9,80002.0,N,Homo sapiens,Intermediate,3547.0,,9606.0,CHEMBL615185,1.0,,1.0,,,,,506.0,62.0,Cytotoxic activity against human ovarian cancer (1A9) cell line
,BAO_0000219,F,,1A9,80002.0,N,Homo sapiens,Intermediate,3547.0,,9606.0,CHEMBL615186,1.0,,1.0,,,,,506.0,63.0,Cytotoxic activity against human ovarian cancer (1A9) cell line; ND=Not determined
,BAO_0000219,F,,1A9,80002.0,N,Homo sapiens,Intermediate,6726.0,,9606.0,CHEMBL615187,1.0,,1.0,,,,,506.0,64.0,Effective dose of compound against replication of 1A9 cell line was evaluated
,BAO_0000219,F,,1A9,80002.0,N,Homo sapiens,Expert,3455.0,,9606.0,CHEMBL885343,1.0,,1.0,,,,,506.0,65.0,In vitro cytotoxic activity was determined against ovarian cancer (1A9) cell line
,BAO_0000219,F,,1A9,80002.0,N,Homo sapiens,Intermediate,5726.0,,9606.0,CHEMBL615188,1.0,,1.0,,,,,506.0,66.0,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line)
,BAO_0000219,F,,1A9,80002.0,N,Homo sapiens,Intermediate,5726.0,,9606.0,CHEMBL615189,1.0,,1.0,,,,,506.0,67.0,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line); NA is not active
,BAO_0000219,F,,1A9,80002.0,N,Homo sapiens,Intermediate,5726.0,,9606.0,CHEMBL615190,1.0,,1.0,,,,,506.0,68.0,In vitro percent inhibition evaluated against human ovarian cancer (1A9 cell line) at >20 ug/mL
,BAO_0000219,F,,1A9,80002.0,N,Homo sapiens,Intermediate,3395.0,,9606.0,CHEMBL615191,1.0,,1.0,,,,,506.0,69.0,Inhibitory activity against Taxol resistant 1A9 cell lines
,BAO_0000219,F,,1A9,80002.0,N,Homo sapiens,Expert,3415.0,,9606.0,CHEMBL615192,1.0,,1.0,,,,,506.0,70.0,Cytotoxicity against human ovarian cancer (1A9) cell lines.
,BAO_0000219,F,,1A9,80002.0,N,Homo sapiens,Expert,3415.0,,9606.0,CHEMBL827083,1.0,,1.0,,,,,506.0,71.0,Percentage inhibition of human ovarian cancer (1A9) cell lines.
,BAO_0000219,F,,1A9,80002.0,N,Homo sapiens,Expert,17099.0,,9606.0,CHEMBL615193,1.0,,1.0,,,,,506.0,72.0,Effective dose required for inhibitory activity against 1A9 human tumor cell line.
,BAO_0000219,F,,1A9,80002.0,N,Homo sapiens,Intermediate,17099.0,,9606.0,CHEMBL615194,1.0,,1.0,,,,,506.0,73.0,Percent inhibition against 1A9 human tumor cell line at 0.10 ug/mL
,BAO_0000219,F,,1A9,80002.0,N,Homo sapiens,Intermediate,17099.0,,9606.0,CHEMBL615195,1.0,,1.0,,,,,506.0,74.0,Percent inhibition against 1A9 human tumor cell line at <0.00008 ug/mL
,BAO_0000219,F,,1A9,80002.0,N,Homo sapiens,Intermediate,17099.0,,9606.0,CHEMBL615196,1.0,,1.0,,,,,506.0,75.0,Percent inhibition against 1A9 human tumor cell line at >10 ug/mL
,BAO_0000219,F,,Jurkat,81072.0,N,Homo sapiens,Intermediate,17721.0,,9606.0,CHEMBL615197,1.0,,1.0,,,,,503.0,76.0,Inhibitory concentration against Jurkat cells
,BAO_0000019,F,,,22226.0,U,,Intermediate,1229.0,,,CHEMBL615198,1.0,,0.0,,,,,,77.0,In vitro anticancer activity against 2 NCI SCLC cell lines; inactive
,BAO_0000357,A,,,100121.0,D,Rattus norvegicus,Expert,11347.0,,10116.0,CHEMBL615199,1.0,,9.0,,,,,,78.0,Inhibition of cytochrome P450 progesterone 2-alpha-hydroxylase
,BAO_0000357,B,,,11231.0,H,,Expert,17117.0,,,CHEMBL615200,1.0,,8.0,,,,,,79.0,"In vitro inhibition of human 2,3-oxidosqualene cyclase."
,BAO_0000357,B,,,11231.0,H,,Expert,17117.0,,,CHEMBL615201,1.0,,8.0,,,,,,80.0,"In vitro inhibition of human 2,3-oxidosqualene cyclase."
,BAO_0000357,B,,,11231.0,H,,Expert,17117.0,,,CHEMBL615202,1.0,,8.0,,,,,,81.0,"In vitro inhibition of human 2,3-oxidosqualene cyclase at 100 nM."
,BAO_0000251,B,,,11231.0,H,Candida albicans,Autocuration,11375.0,Microsomes,5476.0,CHEMBL615203,1.0,,8.0,,,,,,82.0,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Candida albicans microsomes"
,BAO_0000251,B,,,11231.0,H,Candida albicans,Autocuration,11375.0,Microsomes,5476.0,CHEMBL615204,1.0,,8.0,,,,,,83.0,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Candida albicans microsomes"
,BAO_0000251,B,,,11231.0,H,Saccharomyces cerevisiae,Autocuration,11375.0,Microsomes,4932.0,CHEMBL615205,1.0,,8.0,,,,,,84.0,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Saccharomyces cerevisiae microsomes"
,BAO_0000251,B,,,11231.0,H,Saccharomyces cerevisiae,Autocuration,11375.0,Microsomes,4932.0,CHEMBL615206,1.0,,8.0,,,,,,85.0,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Saccharomyces cerevisiae microsomes"
,BAO_0000251,B,,,12083.0,H,Sus scrofa,Autocuration,11375.0,Microsomes,9823.0,CHEMBL615207,1.0,,8.0,Liver,,,2107.0,,86.0,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in pig liver microsomes"
,BAO_0000019,B,,,11231.0,H,Rattus norvegicus,Autocuration,791.0,,10116.0,CHEMBL827084,1.0,,8.0,,,,,,87.0,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase"
,BAO_0000019,B,,,11231.0,H,Rattus norvegicus,Autocuration,791.0,,10116.0,CHEMBL615208,1.0,,8.0,,,,,,88.0,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase (OSC)"
,BAO_0000019,B,,,11231.0,H,Rattus norvegicus,Autocuration,791.0,,10116.0,CHEMBL615209,1.0,,8.0,,,,,,89.0,"Evaluated for its activity to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase, activity expressed as Ki"
,BAO_0000251,B,,,12083.0,D,Rattus norvegicus,Autocuration,11375.0,Microsomes,10116.0,CHEMBL615210,1.0,,9.0,Liver,,,2107.0,,90.0,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in rat liver microsomes"
,BAO_0000251,B,,,12083.0,D,Rattus norvegicus,Autocuration,11375.0,Microsomes,10116.0,CHEMBL615211,1.0,,9.0,Liver,,,2107.0,,91.0,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes"
,BAO_0000251,B,,,12083.0,D,Rattus norvegicus,Autocuration,153.0,Microsomes,10116.0,CHEMBL615212,1.0,,9.0,Liver,,,2107.0,,92.0,"Compound was evaluated for inhibitory activity against 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes"
,BAO_0000357,B,,,11377.0,H,,Expert,8269.0,,,CHEMBL615213,1.0,,8.0,,,,,,93.0,Molar concentration needed to give 50% prevention of 2-5A (Adenosine dependent endoribonuclease)
,BAO_0000357,B,,,11377.0,H,,Expert,8269.0,,,CHEMBL615273,1.0,,8.0,,,,,,94.0,Molar concentration required to displace 50% of the radiolabeled probe from 2-5A (Adenosine dependent endoribonuclease) in endonuclease-nitrocellulose complex
,BAO_0000219,F,,HepG2,81020.0,N,Homo sapiens,Expert,17653.0,,9606.0,CHEMBL615274,1.0,,1.0,,,,,726.0,95.0,In vitro cytotoxic concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line
,BAO_0000219,F,,HepG2,81020.0,N,Homo sapiens,Intermediate,14277.0,,9606.0,CHEMBL615275,1.0,,1.0,,,,,726.0,96.0,50% Effective concentration of compound required for inhibiting intracellular viral replicative intermediate DNA in HBV-transfected 2.2.15 cell line.
,BAO_0000219,F,,HepG2,81020.0,N,Homo sapiens,Intermediate,1717.0,,9606.0,CHEMBL615276,1.0,,1.0,,,,,726.0,97.0,Antiviral activity against Hepatitis B virus in 2.2.15 cell line
,BAO_0000219,F,,HepG2,81020.0,N,Homo sapiens,Intermediate,14091.0,,9606.0,CHEMBL615277,1.0,,1.0,,,,,726.0,98.0,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells
,BAO_0000219,F,,HepG2,81020.0,N,Homo sapiens,Intermediate,14091.0,,9606.0,CHEMBL615326,1.0,,1.0,,,,,726.0,99.0,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells; Not determined
,BAO_0000218,F,,,50606.0,N,Hepatitis B virus,Expert,17653.0,,10407.0,CHEMBL883130,1.0,,1.0,,,,,,100.0,In vitro effective concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line
,BAO_0000219,F,,HepG2,81020.0,N,Homo sapiens,Intermediate,13105.0,,9606.0,CHEMBL884519,1.0,,1.0,,,,,726.0,101.0,Ability to inhibit the episomal HBV-DNA in 2.2.15 cells.
,BAO_0000219,F,,HepG2,81020.0,N,Homo sapiens,Intermediate,1717.0,,9606.0,CHEMBL615327,1.0,,1.0,,,,,726.0,102.0,Concentration required to inhibit 50% of 2.2.15 cell line
,BAO_0000219,A,,HepG2,81020.0,N,Homo sapiens,Intermediate,13105.0,,9606.0,CHEMBL615328,1.0,,1.0,,,,,726.0,103.0,Anti viral activity against 2.2.15 cells (concentration required to reduce the log phase cell growth by 50%).
,BAO_0000218,F,,2.2.15,50587.0,N,Homo sapiens,Intermediate,13600.0,,9606.0,CHEMBL615329,1.0,,1.0,,,,,,104.0,Cytotoxic activity of compound against uninfected 2.2.15 cells.
,BAO_0000218,F,,2.2.15,50587.0,N,Homo sapiens,Intermediate,13467.0,,9606.0,CHEMBL615330,1.0,,1.0,,,,,,105.0,Anti hepatitis-B virus activity was evaluated in 2.2.15 cells.
,BAO_0000218,F,,2.2.15,50606.0,N,Hepatitis B virus,Expert,17477.0,,10407.0,CHEMBL615331,1.0,,1.0,,,,,,106.0,"Inhibition of the replication of HBV in 2.2.15 cells, by DNA hybridization assay"
,BAO_0000218,F,,2.2.15,50587.0,N,Homo sapiens,Intermediate,1593.0,,9606.0,CHEMBL615332,1.0,,1.0,,,,,,107.0,In vitro anti-HBV activity in 2.2.15 cells
,BAO_0000218,F,,2.2.15,50587.0,N,Homo sapiens,Intermediate,1593.0,,9606.0,CHEMBL615333,1.0,,1.0,,,,,,108.0,In vitro anti-HBV activity in 2.2.15 cells; Not determined
,BAO_0000218,F,,2.2.15,50587.0,N,Homo sapiens,Intermediate,15089.0,,9606.0,CHEMBL615334,1.0,,1.0,,,,,,109.0,The compound was tested in vitro for the anti-HBV activity against 2.2.15 cells
,BAO_0000218,F,,2.2.15,50587.0,N,Homo sapiens,Intermediate,15089.0,,9606.0,CHEMBL615335,1.0,,1.0,,,,,,110.0,The compound was tested in vitro for the anti-HBV activity in 2.2.15 cells
,BAO_0000218,F,,2.2.15,50587.0,N,Homo sapiens,Intermediate,1593.0,,9606.0,CHEMBL615336,1.0,,1.0,,,,,,111.0,Cytotoxicity in 2.2.15 cells
,BAO_0000218,F,,2.2.15,50587.0,N,Homo sapiens,Intermediate,1593.0,,9606.0,CHEMBL615337,1.0,,1.0,,,,,,112.0,Cytotoxicity in 2.2.15 cells; Not determined
,BAO_0000218,F,,2.2.15,50587.0,N,Homo sapiens,Intermediate,13600.0,,9606.0,CHEMBL615338,1.0,,1.0,,,,,,113.0,Inhibitory activity of compound against hepatitis B virus (HBV) in growing cultures of 2.2.15 cells
,BAO_0000218,F,,2.2.15,50587.0,N,Homo sapiens,Intermediate,13467.0,,9606.0,CHEMBL615339,1.0,,1.0,,,,,,114.0,The growth inhibition activity for the compound was evaluated in 2.2.15 cells.
,BAO_0000218,F,,2.2.15,50587.0,N,Homo sapiens,Intermediate,13467.0,,9606.0,CHEMBL615340,1.0,,1.0,,,,,,115.0,Selectivity index was determined from the ratio of IC50 to the EC50 values evaluated in 2.2.15 cells.
,BAO_0000219,F,,HepG2,81020.0,N,Homo sapiens,Intermediate,14764.0,,9606.0,CHEMBL615341,1.0,,1.0,,,,,726.0,116.0,Antiviral activity against HBV was determined in 2.215 cell line
,BAO_0000251,B,,,22226.0,U,Homo sapiens,Autocuration,6531.0,Microsomes,9606.0,CHEMBL615342,1.0,,0.0,,,,,,117.0,Inhibition of 20-HETE synthesis in human renal microsomes
,BAO_0000019,B,,,22226.0,U,,Autocuration,17322.0,,,CHEMBL615343,1.0,,0.0,,,,,,118.0,Inhibitory activity against 20-HETE production from arachidonic acid using human renal microsome 20-HETE synthase.
,BAO_0000219,F,,2008,80612.0,N,Homo sapiens,Intermediate,17072.0,,9606.0,CHEMBL615344,1.0,,1.0,,,,,388.0,119.0,Inhibitory concentration against 2008 (ovarian) cells
,BAO_0000219,F,,2008,80612.0,N,Homo sapiens,Intermediate,16936.0,,9606.0,CHEMBL615345,1.0,,1.0,,,,,388.0,120.0,50% Growth inhibitory concentration( GI 50 ) by using 2008 human ovarian carcinoma cell lines.
,BAO_0000219,F,,2008,80612.0,N,Homo sapiens,Intermediate,16936.0,,9606.0,CHEMBL615346,1.0,,1.0,,,,,388.0,121.0,Compound was tested for 50% growth inhibitory concentration by using human ovarian carcinoma cell lines (2008)
,BAO_0000219,F,,2008,80612.0,N,Homo sapiens,Intermediate,17146.0,,9606.0,CHEMBL615347,1.0,,1.0,,,,,388.0,122.0,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells
,BAO_0000219,F,,2008,80612.0,N,Homo sapiens,Intermediate,17146.0,,9606.0,CHEMBL615348,1.0,,1.0,,,,,388.0,123.0,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells; not detected
,BAO_0000219,F,,2008/R,80613.0,N,Homo sapiens,Intermediate,10797.0,,9606.0,CHEMBL827085,1.0,,1.0,,,,,561.0,124.0,In vitro inhibition of 2008/R ovarian cancer cell line
