first_name,last_name,actor_id,film_id
WILL,WILSON,168,208
CAMERON,ZELLWEGER,111,744
NICK,STALLONE,44,109
ED,CHASE,3,480
VIVIEN,BERGEN,14,759
LUCILLE,TRACY,20,274
GROUCHO,DUNST,106,439
CHARLIZE,DENCH,89,406
PENELOPE,GUINESS,1,635
AL,GARLAND,165,948
CHRIS,DEPP,160,954
JAYNE,NEESON,62,457
LAURA,BRODY,159,802
DAN,TORN,18,883
KIRSTEN,PALTROW,21,893
FRED,COSTNER,16,80
NATALIE,HOPKINS,50,552
UMA,WOOD,13,524
WARREN,NOLTE,108,652
SUSAN,DAVIS,101,494
TOM,MIRANDA,42,309
CHRIS,BRIDGES,98,72
MILLA,PECK,33,135
KIRSTEN,AKROYD,92,103
CARY,MCCONAUGHEY,77,40
SALMA,NOLTE,122,620
MATTHEW,LEIGH,103,360
SEAN,GUINESS,90,880
AUDREY,BAILEY,190,374
HARRISON,BALE,115,966
SIDNEY,CROWE,105,558
HARRISON,BALE,115,245
GENE,HOPKINS,134,219
CAMERON,WRAY,63,944
KENNETH,HOFFMAN,169,349
JAMES,PITT,84,491
BOB,FAWCETT,19,208
DAN,HARRIS,56,87
SYLVESTER,DERN,109,190
ALEC,WAYNE,29,311
WILL,WILSON,168,841
GARY,PHOENIX,51,121
CHRISTOPHER,BERRY,91,941
HARVEY,HOPE,161,588
SEAN,WILLIAMS,72,550
EWAN,GOODING,139,35
JAYNE,SILVERSTONE,195,813
BEN,WILLIS,83,217
VIVIEN,BERGEN,14,847
ED,MANSFIELD,136,806
JANE,JACKMAN,131,436
KIRSTEN,AKROYD,92,699
BETTE,NICHOLSON,6,29
SUSAN,DAVIS,101,662
HUMPHREY,GARLAND,184,336
WARREN,JACKMAN,119,21
BEN,HARRIS,152,475
WILL,WILSON,168,807
KENNETH,HOFFMAN,169,998
MICHAEL,BOLGER,185,554
VIVIEN,BERGEN,14,255
AUDREY,OLIVIER,34,336
PENELOPE,CRONYN,104,600
CATE,MCQUEEN,128,650
JAYNE,NEESON,62,990
MATTHEW,CARREY,181,420
JOHNNY,LOLLOBRIGIDA,5,650
MENA,TEMPLE,53,285
HUMPHREY,GARLAND,184,500
ALAN,DREYFUSS,173,379
MINNIE,ZELLWEGER,85,957
NICK,WAHLBERG,2,561
RUSSELL,BACALL,112,606
CHRISTOPHER,WEST,163,947
JOHN,SUVARI,192,578
VIVIEN,BERGEN,14,258
JIM,MOSTEL,99,250
CUBA,OLIVIER,15,326
JOE,SWANK,9,74
JANE,JACKMAN,131,647
BURT,DUKAKIS,36,453
JIM,MOSTEL,99,512
ED,MANSFIELD,136,993
ANGELA,WITHERSPOON,144,135
CUBA,BIRCH,189,266
SPENCER,DEPP,100,846
KENNETH,PESCI,88,602
FRANCES,TOMEI,126,545
BELA,WALKEN,196,939
SPENCER,DEPP,100,919
LUCILLE,TRACY,20,140
SPENCER,DEPP,100,118
GINA,DEGENERES,107,774
NICK,WAHLBERG,2,550
CAMERON,ZELLWEGER,111,608
JODIE,DEGENERES,41,784
ALBERT,NOLTE,125,623
MENA,HOPPER,170,322
PENELOPE,PINKETT,54,988
SPENCER,DEPP,100,991
WOODY,JOLIE,82,104
MATTHEW,LEIGH,103,347
MICHAEL,BOLGER,185,965
ALEC,WAYNE,29,862
ANGELA,WITHERSPOON,144,90
FRANCES,DAY-LEWIS,48,926
SALMA,NOLTE,122,491
GRETA,MALDEN,157,406
HENRY,BERRY,60,423
DUSTIN,TAUTOU,59,946
KIRSTEN,PALTROW,21,497
SCARLETT,DAMON,81,89
GOLDIE,BRODY,39,689
WALTER,TORN,102,334
HUMPHREY,GARLAND,184,966
GREGORY,GOODING,191,185
MORGAN,WILLIAMS,137,268
KEVIN,GARLAND,127,354
GOLDIE,BRODY,39,431
MILLA,PECK,33,993
CHRISTIAN,AKROYD,58,726
EWAN,GOODING,139,892
RALPH,CRUZ,80,207
GARY,PHOENIX,51,993
SYLVESTER,DERN,109,622
RITA,REYNOLDS,135,41
WARREN,NOLTE,108,721
LUCILLE,DEE,138,627
CUBA,OLIVIER,15,502
TOM,MCKELLEN,38,516
RUSSELL,BACALL,112,817
RENEE,TRACY,117,423
ALEC,WAYNE,29,226
HARRISON,BALE,115,506
MICHAEL,BENING,174,722
ROCK,DUKAKIS,188,322
VIVIEN,BASINGER,158,102
KEVIN,BLOOM,25,606
GINA,DEGENERES,107,831
MATTHEW,JOHANSSON,8,936
VIVIEN,BERGEN,14,537
ANNE,CRONYN,49,729
BEN,WILLIS,83,631
RIVER,DEAN,143,603
RIP,WINSLET,68,396
ALAN,DREYFUSS,173,491
GRETA,MALDEN,157,34
KIRSTEN,AKROYD,92,728
ED,CHASE,3,618
GROUCHO,WILLIAMS,172,345
LUCILLE,TRACY,20,652
MORGAN,HOPKINS,113,969
REESE,WEST,197,364
CUBA,ALLEN,118,35
GOLDIE,BRODY,39,920
GENE,HOPKINS,134,145
ADAM,HOPPER,132,806
MEG,HAWKE,97,177
BEN,HARRIS,152,248
CATE,HARRIS,141,607
DEBBIE,AKROYD,182,677
RENEE,BALL,187,671
GROUCHO,DUNST,106,687
JIM,MOSTEL,99,978
MILLA,KEITEL,74,747
NATALIE,HOPKINS,50,243
HENRY,BERRY,60,179
LUCILLE,TRACY,20,589
JUDE,CRUISE,57,737
IAN,TANDY,155,890
JAYNE,NOLTE,150,94
GINA,DEGENERES,107,637
CHRISTIAN,AKROYD,58,235
WOODY,JOLIE,82,787
CHRISTIAN,AKROYD,58,175
MERYL,ALLEN,194,352
KIRSTEN,PALTROW,21,429
GARY,PENN,73,950
DARYL,CRAWFORD,129,834
GOLDIE,BRODY,39,815
DAN,STREEP,116,128
ELLEN,PRESLEY,93,909
LISA,MONROE,178,109
JAYNE,SILVERSTONE,195,781
VIVIEN,BASINGER,158,483
WOODY,JOLIE,82,561
MATTHEW,CARREY,181,604
KIRSTEN,AKROYD,92,381
OLYMPIA,PFEIFFER,171,549
ALBERT,JOHANSSON,146,514
FAY,WOOD,156,518
JOHN,SUVARI,192,819
DAN,HARRIS,56,421
BEN,WILLIS,83,777
JULIANNE,DENCH,123,577
WILLIAM,HACKMAN,175,596
JENNIFER,DAVIS,4,721
DARYL,WAHLBERG,95,551
REESE,KILMER,45,484
GENE,MCKELLEN,177,956
WILLIAM,HACKMAN,175,155
BEN,HARRIS,152,674
ANGELA,WITHERSPOON,144,293
BELA,WALKEN,196,64
IAN,TANDY,155,966
CHRIS,DEPP,160,17
ELVIS,MARX,22,418
GENE,HOPKINS,134,896
ALBERT,NOLTE,125,450
JOHNNY,LOLLOBRIGIDA,5,171
HENRY,BERRY,60,133
ADAM,HOPPER,132,897
UMA,WOOD,13,816
SYLVESTER,DERN,109,885
JENNIFER,DAVIS,4,691
JULIA,ZELLWEGER,186,228
CARMEN,HUNT,52,376
CARY,MCCONAUGHEY,77,343
GREG,CHAPLIN,86,752
JUDY,DEAN,35,738
WALTER,TORN,102,205
JUDY,DEAN,35,707
DARYL,CRAWFORD,129,597
JENNIFER,DAVIS,4,56
GROUCHO,DUNST,106,457
LAURA,BRODY,159,818
CUBA,ALLEN,118,399
WALTER,TORN,102,606
ED,GUINESS,179,566
LUCILLE,TRACY,20,243
JODIE,DEGENERES,41,678
JESSICA,BAILEY,67,57
GRETA,KEITEL,130,930
RAY,JOHANSSON,64,469
UMA,WOOD,13,718
GREG,CHAPLIN,86,548
AUDREY,BAILEY,190,310
HUMPHREY,WILLIS,164,448
RITA,REYNOLDS,135,616
JOHN,SUVARI,192,179
DAN,STREEP,116,653
BETTE,NICHOLSON,6,451
JUDE,CRUISE,57,717
HUMPHREY,WILLIS,164,832
EWAN,GOODING,139,266
MORGAN,WILLIAMS,137,703
NICK,STALLONE,44,420
ANGELINA,ASTAIRE,76,234
CUBA,ALLEN,118,695
WARREN,JACKMAN,119,939
JAYNE,SILVERSTONE,195,130
HELEN,VOIGHT,17,800
MARY,KEITEL,198,758
JEFF,SILVERSTONE,180,824
MINNIE,ZELLWEGER,85,92
RUSSELL,TEMPLE,149,339
CHARLIZE,DENCH,89,212
JAYNE,NOLTE,150,306
HARVEY,HOPE,161,120
ANNE,CRONYN,49,423
SEAN,WILLIAMS,72,865
RIP,WINSLET,68,386
DARYL,CRAWFORD,129,920
VIVIEN,BERGEN,14,417
GREG,CHAPLIN,86,808
JOHNNY,LOLLOBRIGIDA,5,85
JIM,MOSTEL,99,622
LISA,MONROE,178,273
CUBA,OLIVIER,15,236
RENEE,BALL,187,127
MICHAEL,BOLGER,185,973
JANE,JACKMAN,131,798
LISA,MONROE,178,194
GREGORY,GOODING,191,827
GENE,WILLIS,96,36
KENNETH,HOFFMAN,169,78
ZERO,CAGE,11,433
JOHNNY,LOLLOBRIGIDA,5,286
CATE,HARRIS,141,909
SANDRA,KILMER,23,804
MATTHEW,CARREY,181,868
FAY,KILMER,55,930
DAN,TORN,18,321
OPRAH,KILMER,162,85
MINNIE,ZELLWEGER,85,869
AUDREY,BAILEY,190,549
HUMPHREY,GARLAND,184,580
MICHAEL,BOLGER,185,360
LISA,MONROE,178,483
FAY,WINSLET,147,708
RIVER,DEAN,143,141
JULIA,FAWCETT,199,953
DAN,STREEP,116,622
WARREN,NOLTE,108,379
JEFF,SILVERSTONE,180,195
OPRAH,KILMER,162,659
UMA,WOOD,13,154
NICK,DEGENERES,166,61
GINA,DEGENERES,107,138
ALAN,DREYFUSS,173,933
JIM,MOSTEL,99,490
GENE,HOPKINS,134,690
GROUCHO,DUNST,106,881
KIRSTEN,AKROYD,92,564
WOODY,HOFFMAN,28,551
JODIE,DEGENERES,41,596
TIM,HACKMAN,32,427
CAMERON,ZELLWEGER,111,555
RENEE,BALL,187,976
CUBA,ALLEN,118,641
RIP,CRAWFORD,26,34
RENEE,BALL,187,379
VIVIEN,BERGEN,14,495
SEAN,WILLIAMS,72,640
ANGELINA,ASTAIRE,76,604
KEVIN,BLOOM,25,245
GENE,MCKELLEN,177,751
RALPH,CRUZ,80,362
KIM,ALLEN,145,39
RIVER,DEAN,143,906
LISA,MONROE,178,30
RENEE,BALL,187,664
WALTER,TORN,102,431
JOHNNY,LOLLOBRIGIDA,5,811
RUSSELL,CLOSE,183,313
SCARLETT,BENING,124,289
HENRY,BERRY,60,783
DAN,HARRIS,56,383
CHRISTOPHER,BERRY,91,447
REESE,WEST,197,979
RICHARD,PENN,133,652
SEAN,WILLIAMS,72,286
PARKER,GOLDBERG,46,463
THORA,TEMPLE,200,958
HUMPHREY,GARLAND,184,486
GRETA,MALDEN,157,122
JUDE,CRUISE,57,317
WARREN,NOLTE,108,561
SANDRA,PECK,30,838
MARY,KEITEL,198,406
VAL,BOLGER,37,997
JUDY,DEAN,35,615
KEVIN,GARLAND,127,119
GROUCHO,DUNST,106,654
ALBERT,JOHANSSON,146,384
CAMERON,WRAY,63,208
REESE,WEST,197,258
DAN,HARRIS,56,728
JUDE,CRUISE,57,114
JOHN,SUVARI,192,711
WILLIAM,HACKMAN,175,362
JULIA,MCQUEEN,27,593
GEOFFREY,HESTON,151,451
SANDRA,KILMER,23,536
AL,GARLAND,165,833
VIVIEN,BERGEN,14,187
CAMERON,ZELLWEGER,111,98
SEAN,GUINESS,90,363
RALPH,CRUZ,80,979
CHRISTIAN,NEESON,61,703
VIVIEN,BASINGER,158,894
CATE,MCQUEEN,128,774
VIVIEN,BERGEN,14,536
JUDE,CRUISE,57,34
BURT,POSEY,75,492
ALAN,DREYFUSS,173,80
MENA,TEMPLE,53,268
MICHAEL,BOLGER,185,518
JEFF,SILVERSTONE,180,809
LIZA,BERGMAN,121,654
MINNIE,ZELLWEGER,85,875
WILL,WILSON,168,927
WILLIAM,HACKMAN,175,828
GRACE,MOSTEL,7,25
ANGELINA,ASTAIRE,76,60
VIVIEN,BERGEN,14,612
KEVIN,BLOOM,25,420
JULIA,MCQUEEN,27,996
JODIE,DEGENERES,41,60
PENELOPE,GUINESS,1,277
KEVIN,BLOOM,25,153
FRANCES,DAY-LEWIS,48,599
CARY,MCCONAUGHEY,77,963
JAYNE,NEESON,62,413
MEG,HAWKE,97,930
MEG,HAWKE,97,656
ADAM,HOPPER,132,586
SISSY,SOBIESKI,31,368
DARYL,CRAWFORD,129,452
LUCILLE,DEE,138,61
HARVEY,HOPE,161,653
MARY,KEITEL,198,303
NATALIE,HOPKINS,50,632
MERYL,ALLEN,194,67
GENE,WILLIS,96,778
BELA,WALKEN,196,635
CHRISTOPHER,BERRY,91,511
WHOOPI,HURT,140,665
RUSSELL,BACALL,112,856
JAYNE,NEESON,62,406
BURT,POSEY,75,667
EWAN,GOODING,139,20
JODIE,DEGENERES,41,305
MERYL,GIBSON,154,440
DAN,STREEP,116,105
BOB,FAWCETT,19,877
MICHAEL,BOLGER,185,919
GARY,PENN,73,748
RENEE,BALL,187,417
NICK,DEGENERES,166,306
KARL,BERRY,12,400
DAN,STREEP,116,492
CAMERON,WRAY,63,945
REESE,KILMER,45,463
JAMES,PITT,84,312
GRETA,KEITEL,130,869
ED,MANSFIELD,136,686
WOODY,HOFFMAN,28,508
TOM,MIRANDA,42,333
DUSTIN,TAUTOU,59,295
RICHARD,PENN,133,882
TOM,MCKELLEN,38,619
CHRIS,BRIDGES,98,725
MINNIE,ZELLWEGER,85,297
CUBA,BIRCH,189,560
BEN,HARRIS,152,318
JULIANNE,DENCH,123,223
SEAN,GUINESS,90,374
MENA,TEMPLE,53,126
JOHN,SUVARI,192,622
GENE,WILLIS,96,832
FAY,KILMER,55,197
JESSICA,BAILEY,67,861
GREG,CHAPLIN,86,391
NICK,STALLONE,44,434
JULIA,ZELLWEGER,186,983
SUSAN,DAVIS,110,961
LAURENCE,BULLOCK,167,72
MEG,HAWKE,97,197
DAN,STREEP,116,784
MEG,HAWKE,97,370
VIVIEN,BERGEN,14,970
FRANCES,DAY-LEWIS,48,757
GRETA,KEITEL,130,981
GENE,MCKELLEN,177,726
GENE,MCKELLEN,177,55
MILLA,KEITEL,74,484
JUDY,DEAN,35,589
ANNE,CRONYN,49,400
MINNIE,ZELLWEGER,85,446
CUBA,OLIVIER,15,89
JULIANNE,DENCH,123,479
JULIA,MCQUEEN,27,359
MORGAN,WILLIAMS,137,917
SIDNEY,CROWE,105,239
SANDRA,PECK,30,797
MARY,TANDY,66,283
GREG,CHAPLIN,86,303
FRED,COSTNER,16,280
WARREN,NOLTE,108,673
RIVER,DEAN,143,878
HARRISON,BALE,115,952
CARMEN,HUNT,52,951
MILLA,PECK,33,694
MERYL,ALLEN,194,42
EMILY,DEE,148,149
KENNETH,TORN,94,60
RIP,CRAWFORD,26,93
ALBERT,JOHANSSON,146,372
CHRISTIAN,GABLE,10,522
CHRIS,BRIDGES,98,734
WALTER,TORN,102,979
KEVIN,BLOOM,25,538
MICHELLE,MCCONAUGHEY,70,304
JAMES,PITT,84,540
HENRY,BERRY,60,679
MAE,HOFFMAN,79,473
UMA,WOOD,13,998
WALTER,TORN,102,351
ELLEN,PRESLEY,93,339
RENEE,TRACY,117,224
MENA,HOPPER,170,184
ROCK,DUKAKIS,188,311
JADA,RYDER,142,504
REESE,WEST,197,746
ALBERT,NOLTE,125,361
JULIANNE,DENCH,123,429
MARY,KEITEL,198,464
AUDREY,OLIVIER,34,971
KARL,BERRY,12,208
JOHN,SUVARI,192,677
WARREN,JACKMAN,119,693
RIVER,DEAN,143,687
NATALIE,HOPKINS,50,591
SUSAN,DAVIS,110,8
FRED,COSTNER,16,221
GENE,HOPKINS,134,132
JOHNNY,LOLLOBRIGIDA,5,146
JAMES,PITT,84,479
ED,CHASE,3,971
ELVIS,MARX,22,23
HARVEY,HOPE,161,749
VIVIEN,BASINGER,158,869
GRETA,MALDEN,157,321
CHRISTOPHER,BERRY,91,807
JOHNNY,LOLLOBRIGIDA,5,340
FRANCES,TOMEI,126,193
ANGELINA,ASTAIRE,76,760
KIM,ALLEN,145,748
GARY,PENN,73,51
SEAN,WILLIAMS,72,938
BETTE,NICHOLSON,6,165
FAY,WOOD,156,198
WARREN,JACKMAN,119,173
WOODY,JOLIE,82,911
GENE,HOPKINS,134,243
CAMERON,ZELLWEGER,111,732
MARY,TANDY,66,960
ELVIS,MARX,22,731
JOHNNY,LOLLOBRIGIDA,5,383
JULIA,MCQUEEN,27,967
HARVEY,HOPE,161,880
FAY,WOOD,156,263
JADA,RYDER,142,10
CAMERON,STREEP,24,199
ANGELA,WITHERSPOON,144,668
MORGAN,WILLIAMS,137,688
MILLA,KEITEL,74,626
RAY,JOHANSSON,64,506
MICHAEL,BENING,174,451
HELEN,VOIGHT,17,457
BEN,HARRIS,152,607
RIP,WINSLET,68,315
SALMA,NOLTE,122,158
SISSY,SOBIESKI,31,739
GRETA,KEITEL,130,592
JULIANNE,DENCH,123,148
MATTHEW,CARREY,181,546
JAYNE,NOLTE,150,433
JUDY,DEAN,35,732
FRANCES,TOMEI,126,347
KENNETH,PESCI,88,76
WARREN,NOLTE,108,137
ED,MANSFIELD,136,262
ED,CHASE,3,17
BEN,HARRIS,152,332
CATE,MCQUEEN,128,516
AL,GARLAND,165,607
DUSTIN,TAUTOU,59,702
ELVIS,MARX,22,9
JAYNE,NOLTE,150,854
NATALIE,HOPKINS,50,924
BEN,HARRIS,152,611
WOODY,HOFFMAN,28,619
SEAN,GUINESS,90,529
LUCILLE,DEE,138,157
MORGAN,HOPKINS,113,921
SISSY,SOBIESKI,31,308
PENELOPE,PINKETT,54,292
GROUCHO,DUNST,106,675
WARREN,NOLTE,108,648
FRED,COSTNER,16,345
CAMERON,STREEP,24,83
GRETA,MALDEN,157,326
BELA,WALKEN,196,284
CAMERON,ZELLWEGER,111,474
SIDNEY,CROWE,105,315
MATTHEW,LEIGH,103,118
HUMPHREY,GARLAND,184,787
CUBA,BIRCH,189,512
FAY,WINSLET,147,310
JAYNE,NEESON,62,688
BETTE,NICHOLSON,6,517
RALPH,CRUZ,80,175
KARL,BERRY,12,91
MATTHEW,LEIGH,103,942
TIM,HACKMAN,32,431
JAYNE,SILVERSTONE,195,144
WALTER,TORN,102,544
HARVEY,HOPE,161,188
RIP,CRAWFORD,26,564
ALBERT,NOLTE,125,414
JULIA,FAWCETT,199,784
JAYNE,NOLTE,150,75
WALTER,TORN,102,194
CHRIS,DEPP,160,767
FRED,COSTNER,16,717
KENNETH,PALTROW,69,612
CARY,MCCONAUGHEY,77,566
GOLDIE,BRODY,39,696
WOODY,HOFFMAN,28,790
JON,CHASE,176,827
AUDREY,BAILEY,190,623
CHRISTOPHER,BERRY,91,829
LUCILLE,TRACY,20,531
KENNETH,TORN,94,788
ALBERT,NOLTE,125,338
SIDNEY,CROWE,105,158
MORGAN,HOPKINS,113,748
TOM,MCKELLEN,38,876
DEBBIE,AKROYD,182,413
LUCILLE,DEE,138,446
MEG,HAWKE,97,561
MICHAEL,BENING,174,610
JODIE,DEGENERES,41,383
WILL,WILSON,168,336
ANNE,CRONYN,49,348
JON,CHASE,176,573
NATALIE,HOPKINS,50,327
SUSAN,DAVIS,110,62
PARKER,GOLDBERG,46,731
LIZA,BERGMAN,121,338
DUSTIN,TAUTOU,59,749
ED,GUINESS,179,193
JOE,SWANK,9,964
MORGAN,HOPKINS,113,656
KIRSTEN,AKROYD,92,568
SCARLETT,BENING,124,106
SANDRA,KILMER,23,826
GREGORY,GOODING,191,858
WOODY,HOFFMAN,28,835
SANDRA,PECK,30,321
JOE,SWANK,9,903
WHOOPI,HURT,140,742
WOODY,HOFFMAN,28,574
SANDRA,KILMER,23,782
FRANCES,TOMEI,126,317
JOHNNY,CAGE,40,128
KIM,ALLEN,145,726
CAMERON,ZELLWEGER,111,669
REESE,KILMER,45,508
SIDNEY,CROWE,105,21
ANGELINA,ASTAIRE,76,765
LAURA,BRODY,159,343
KIRSTEN,AKROYD,92,543
NICK,STALLONE,44,273
BEN,WILLIS,83,686
SEAN,GUINESS,90,385
NICK,STALLONE,44,875
MATTHEW,CARREY,181,911
ED,MANSFIELD,136,620
FAY,KILMER,55,486
NICK,DEGENERES,166,867
MATTHEW,CARREY,181,874
JAMES,PITT,84,843
GRETA,KEITEL,130,416
BETTE,NICHOLSON,6,509
RALPH,CRUZ,80,553
NICK,STALLONE,44,952
MILLA,KEITEL,74,503
MATTHEW,LEIGH,103,285
WHOOPI,HURT,140,647
WOODY,HOFFMAN,28,743
NATALIE,HOPKINS,50,178
TOM,MCKELLEN,38,458
JAYNE,NOLTE,150,629
ROCK,DUKAKIS,188,289
IAN,TANDY,155,220
CHRISTIAN,AKROYD,58,460
JAMES,PITT,84,589
ED,CHASE,3,539
MORGAN,WILLIAMS,137,96
MENA,HOPPER,170,886
MARY,TANDY,66,424
MORGAN,HOPKINS,113,838
ANGELA,HUDSON,65,46
JAYNE,NOLTE,150,206
CARY,MCCONAUGHEY,77,538
CARMEN,HUNT,52,474
IAN,TANDY,155,757
JOHNNY,CAGE,40,938
MEG,HAWKE,97,728
AUDREY,OLIVIER,34,493
RIVER,DEAN,143,485
WOODY,JOLIE,82,503
RAY,JOHANSSON,64,860
MENA,HOPPER,170,33
BOB,FAWCETT,19,771
FRANCES,TOMEI,126,256
ROCK,DUKAKIS,188,412
SEAN,WILLIAMS,72,956
AL,GARLAND,165,659
NATALIE,HOPKINS,50,957
PENELOPE,CRONYN,104,999
FAY,WINSLET,147,957
RIVER,DEAN,143,680
CHRISTIAN,AKROYD,58,243
WARREN,JACKMAN,119,802
GREG,CHAPLIN,86,760
