assays_ss_d,assays_tss_d,assays_src_d,assays_ss_tss,assays_dc_d,assays_ss_sbclllr_frctn,assays_td,assays_rltnshp_tp,assays_cnfdnc_scr,assays_crtd_b,assays_src_ss_d,assays_chmbl_d,assays_cll_d,assays_b_frmt,assays_vrnt_d
7634,,1,,15372,,50597,N,1,Intermediate,,CHEMBL624327,,BAO_0000218,
7635,,1,,15372,,50597,N,1,Intermediate,,CHEMBL624328,,BAO_0000218,
7636,,1,,14169,,50588,N,1,Intermediate,,CHEMBL627848,,BAO_0000218,
7637,,1,,14169,,50597,N,1,Intermediate,,CHEMBL627849,,BAO_0000218,
7638,,1,,14258,,50597,N,1,Intermediate,,CHEMBL627850,,BAO_0000218,
7639,,1,,14258,,50597,N,1,Intermediate,,CHEMBL627851,,BAO_0000218,
7640,,1,,15011,,50594,N,1,Intermediate,,CHEMBL627852,,BAO_0000218,
7641,,1,,15011,,50594,N,1,Intermediate,,CHEMBL627853,,BAO_0000218,
7642,,1,,15011,,50594,N,1,Intermediate,,CHEMBL627854,,BAO_0000218,
7643,,1,,15011,,50594,N,1,Intermediate,,CHEMBL627855,,BAO_0000218,
7644,,1,,15011,,50594,N,1,Intermediate,,CHEMBL627856,,BAO_0000218,
7645,,1,,15011,,50594,N,1,Intermediate,,CHEMBL875339,,BAO_0000218,
7646,,1,,15011,,50594,N,1,Intermediate,,CHEMBL627857,,BAO_0000218,
7647,2106.0,1,Spleen,11195,,50597,N,1,Intermediate,,CHEMBL627858,,BAO_0000218,
7648,178.0,1,Blood,10130,,50597,N,1,Intermediate,,CHEMBL627859,,BAO_0000218,
7649,955.0,1,Brain,10130,,50597,N,1,Intermediate,,CHEMBL627860,,BAO_0000218,
7650,948.0,1,Heart,10130,,50597,N,1,Intermediate,,CHEMBL627019,,BAO_0000218,
7651,2107.0,1,Liver,10130,,50597,N,1,Intermediate,,CHEMBL627020,,BAO_0000218,
7652,2048.0,1,Lung,10130,,50597,N,1,Intermediate,,CHEMBL627021,,BAO_0000218,
7653,2385.0,1,Muscle tissue,10130,,50597,N,1,Intermediate,,CHEMBL627022,,BAO_0000218,
7654,,1,,10130,,50597,N,1,Intermediate,,CHEMBL627023,,BAO_0000218,
7655,2106.0,1,Spleen,10130,,50597,N,1,Intermediate,,CHEMBL627024,,BAO_0000218,
7656,2046.0,1,Thyroid gland,10130,,50597,N,1,Intermediate,,CHEMBL627025,,BAO_0000218,
7657,2113.0,1,Kidney,10130,,50597,N,1,Intermediate,,CHEMBL627026,,BAO_0000218,
7658,178.0,1,Blood,10130,,50597,N,1,Intermediate,,CHEMBL627027,,BAO_0000218,
7659,955.0,1,Brain,10130,,50597,N,1,Intermediate,,CHEMBL627028,,BAO_0000218,
7660,948.0,1,Heart,10130,,50597,N,1,Intermediate,,CHEMBL627029,,BAO_0000218,
7661,2113.0,1,Kidney,10130,,50597,N,1,Intermediate,,CHEMBL627030,,BAO_0000218,
7662,2107.0,1,Liver,10130,,50597,N,1,Intermediate,,CHEMBL627031,,BAO_0000218,
7663,2048.0,1,Lung,10130,,50597,N,1,Intermediate,,CHEMBL627032,,BAO_0000218,
7664,2385.0,1,Muscle tissue,10130,,50597,N,1,Intermediate,,CHEMBL627033,,BAO_0000218,
7665,,1,,10130,,50597,N,1,Intermediate,,CHEMBL627034,,BAO_0000218,
7666,2106.0,1,Spleen,10130,,50597,N,1,Intermediate,,CHEMBL627035,,BAO_0000218,
7667,2046.0,1,Thyroid gland,10130,,50597,N,1,Intermediate,,CHEMBL627036,,BAO_0000218,
7668,178.0,1,Blood,10130,,50597,N,1,Intermediate,,CHEMBL875340,,BAO_0000218,
7669,948.0,1,Heart,10130,,50597,N,1,Intermediate,,CHEMBL627037,,BAO_0000218,
7670,2113.0,1,Kidney,10130,,50597,N,1,Intermediate,,CHEMBL627038,,BAO_0000218,
7671,2107.0,1,Liver,10130,,50597,N,1,Intermediate,,CHEMBL627039,,BAO_0000218,
7672,2385.0,1,Muscle tissue,10130,,50597,N,1,Intermediate,,CHEMBL627040,,BAO_0000218,
7673,2106.0,1,Spleen,10130,,50597,N,1,Intermediate,,CHEMBL624663,,BAO_0000218,
7674,2046.0,1,Thyroid gland,10130,,50597,N,1,Intermediate,,CHEMBL625963,,BAO_0000218,
7675,955.0,1,Brain,10130,,50597,N,1,Intermediate,,CHEMBL876799,,BAO_0000218,
7676,2048.0,1,Lung,10130,,50597,N,1,Intermediate,,CHEMBL626133,,BAO_0000218,
7677,,1,,10130,,50597,N,1,Intermediate,,CHEMBL626134,,BAO_0000218,
7678,,1,,6295,,50597,N,1,Intermediate,,CHEMBL626135,,BAO_0000218,
7679,,1,,6296,,50597,N,1,Intermediate,,CHEMBL626136,,BAO_0000218,
7680,,1,,6296,,50597,N,1,Intermediate,,CHEMBL626137,,BAO_0000218,
7681,,1,,6295,,50597,N,1,Intermediate,,CHEMBL626138,,BAO_0000218,
7682,,1,,6296,,50597,N,1,Intermediate,,CHEMBL626139,,BAO_0000218,
7683,,1,,17260,,50597,N,1,Intermediate,,CHEMBL626140,,BAO_0000218,
7684,,1,,17260,,50597,N,1,Intermediate,,CHEMBL626141,,BAO_0000218,
7685,,1,,17686,,50597,N,1,Intermediate,,CHEMBL626142,,BAO_0000218,
7686,2385.0,1,Muscle tissue,9866,,50597,N,1,Intermediate,,CHEMBL627930,,BAO_0000218,
7687,2385.0,1,Muscle tissue,9866,,50597,N,1,Intermediate,,CHEMBL627931,,BAO_0000218,
7688,2385.0,1,Muscle tissue,9866,,50597,N,1,Intermediate,,CHEMBL627932,,BAO_0000218,
7689,2106.0,1,Spleen,9866,,50597,N,1,Intermediate,,CHEMBL627933,,BAO_0000218,
7690,2106.0,1,Spleen,9866,,50597,N,1,Intermediate,,CHEMBL627934,,BAO_0000218,
7691,2106.0,1,Spleen,9866,,50597,N,1,Intermediate,,CHEMBL627935,,BAO_0000218,
7692,178.0,1,Blood,9866,,50597,N,1,Intermediate,,CHEMBL627936,,BAO_0000218,
7693,178.0,1,Blood,9866,,50597,N,1,Intermediate,,CHEMBL627937,,BAO_0000218,
7694,178.0,1,Blood,9866,,50597,N,1,Intermediate,,CHEMBL627938,,BAO_0000218,
7695,178.0,1,Blood,9866,,50597,N,1,Intermediate,,CHEMBL627939,,BAO_0000218,
7696,178.0,1,Blood,9866,,50597,N,1,Intermediate,,CHEMBL627940,,BAO_0000218,
7697,178.0,1,Blood,9866,,50597,N,1,Intermediate,,CHEMBL627941,,BAO_0000218,
7698,178.0,1,Blood,9866,,50597,N,1,Intermediate,,CHEMBL876800,,BAO_0000218,
7699,178.0,1,Blood,9866,,50597,N,1,Intermediate,,CHEMBL627942,,BAO_0000218,
7700,178.0,1,Blood,9866,,50597,N,1,Intermediate,,CHEMBL627943,,BAO_0000218,
7701,178.0,1,Blood,9866,,50597,N,1,Intermediate,,CHEMBL627944,,BAO_0000218,
7702,178.0,1,Blood,9866,,50597,N,1,Intermediate,,CHEMBL627945,,BAO_0000218,
7703,178.0,1,Blood,9866,,50597,N,1,Intermediate,,CHEMBL628584,,BAO_0000218,
7704,178.0,1,Blood,9866,,50597,N,1,Intermediate,,CHEMBL628585,,BAO_0000218,
7705,178.0,1,Blood,9866,,50597,N,1,Intermediate,,CHEMBL628586,,BAO_0000218,
7706,178.0,1,Blood,9866,,50597,N,1,Intermediate,,CHEMBL628587,,BAO_0000218,
7707,178.0,1,Blood,9866,,50597,N,1,Intermediate,,CHEMBL628588,,BAO_0000218,
7708,178.0,1,Blood,9866,,50597,N,1,Intermediate,,CHEMBL628589,,BAO_0000218,
7709,178.0,1,Blood,9866,,50597,N,1,Intermediate,,CHEMBL625304,,BAO_0000218,
7710,178.0,1,Blood,9866,,50597,N,1,Intermediate,,CHEMBL625305,,BAO_0000218,
7711,178.0,1,Blood,9866,,50597,N,1,Intermediate,,CHEMBL625306,,BAO_0000218,
7712,178.0,1,Blood,9866,,50597,N,1,Intermediate,,CHEMBL625307,,BAO_0000218,
7713,178.0,1,Blood,9866,,50597,N,1,Intermediate,,CHEMBL625308,,BAO_0000218,
7714,178.0,1,Blood,9866,,50597,N,1,Intermediate,,CHEMBL627740,,BAO_0000218,
7715,178.0,1,Blood,9866,,50597,N,1,Intermediate,,CHEMBL627741,,BAO_0000218,
7716,178.0,1,Blood,9866,,50597,N,1,Intermediate,,CHEMBL627742,,BAO_0000218,
7717,178.0,1,Blood,9866,,50597,N,1,Intermediate,,CHEMBL627743,,BAO_0000218,
7718,178.0,1,Blood,9866,,50597,N,1,Intermediate,,CHEMBL627744,,BAO_0000218,
7719,10000001.0,1,Bone,9866,,50597,N,1,Intermediate,,CHEMBL627745,,BAO_0000218,
7720,10000001.0,1,Bone,9866,,50597,N,1,Intermediate,,CHEMBL627746,,BAO_0000218,
7721,10000001.0,1,Bone,9866,,50597,N,1,Intermediate,,CHEMBL627747,,BAO_0000218,
7722,10000001.0,1,Bone,9866,,50597,N,1,Intermediate,,CHEMBL876810,,BAO_0000218,
7723,10000001.0,1,Bone,9866,,50597,N,1,Intermediate,,CHEMBL627748,,BAO_0000218,
7724,10000001.0,1,Bone,9866,,50597,N,1,Intermediate,,CHEMBL627749,,BAO_0000218,
7725,10000001.0,1,Bone,9866,,50597,N,1,Intermediate,,CHEMBL627750,,BAO_0000218,
7726,10000001.0,1,Bone,9866,,50597,N,1,Intermediate,,CHEMBL618728,,BAO_0000218,
7727,10000001.0,1,Bone,9866,,50597,N,1,Intermediate,,CHEMBL618729,,BAO_0000218,
7728,10000001.0,1,Bone,9866,,50597,N,1,Intermediate,,CHEMBL618730,,BAO_0000218,
7729,10000001.0,1,Bone,9866,,50597,N,1,Intermediate,,CHEMBL618731,,BAO_0000218,
7730,10000001.0,1,Bone,9866,,50597,N,1,Intermediate,,CHEMBL618732,,BAO_0000218,
7731,10000001.0,1,Bone,9866,,50597,N,1,Intermediate,,CHEMBL618733,,BAO_0000218,
7732,10000001.0,1,Bone,9866,,50597,N,1,Intermediate,,CHEMBL618734,,BAO_0000218,
7733,10000001.0,1,Bone,9866,,50597,N,1,Intermediate,,CHEMBL618735,,BAO_0000218,
7734,10000001.0,1,Bone,9866,,50597,N,1,Intermediate,,CHEMBL876602,,BAO_0000218,
7735,10000001.0,1,Bone,9866,,50597,N,1,Intermediate,,CHEMBL618736,,BAO_0000218,
7736,10000001.0,1,Bone,9866,,50597,N,1,Intermediate,,CHEMBL618737,,BAO_0000218,
7737,10000001.0,1,Bone,9866,,50597,N,1,Intermediate,,CHEMBL618738,,BAO_0000218,
7738,10000001.0,1,Bone,9866,,50597,N,1,Intermediate,,CHEMBL618739,,BAO_0000218,
7739,10000001.0,1,Bone,9866,,50597,N,1,Intermediate,,CHEMBL618740,,BAO_0000218,
7740,10000001.0,1,Bone,9866,,50597,N,1,Intermediate,,CHEMBL618741,,BAO_0000218,
7741,10000001.0,1,Bone,9866,,50597,N,1,Intermediate,,CHEMBL618742,,BAO_0000218,
7742,10000001.0,1,Bone,9866,,50597,N,1,Intermediate,,CHEMBL618743,,BAO_0000218,
7743,1969.0,1,Plasma,17752,,50597,N,1,Intermediate,,CHEMBL618744,,BAO_0000218,
7744,,1,,5610,,50597,N,1,Intermediate,,CHEMBL618745,,BAO_0000218,
7745,,1,,5939,,50597,N,1,Intermediate,,CHEMBL620479,,BAO_0000218,
7746,,1,,5939,,50597,N,1,Intermediate,,CHEMBL620480,,BAO_0000218,
7747,,1,,17771,,50597,N,1,Intermediate,,CHEMBL620481,,BAO_0000218,
7748,,1,,1974,,50597,N,1,Intermediate,,CHEMBL620482,,BAO_0000218,
7749,,1,,4239,,50597,N,1,Intermediate,,CHEMBL876603,,BAO_0000218,
7750,,1,,6681,,50597,N,1,Intermediate,,CHEMBL620483,,BAO_0000218,
7751,,1,,17752,,50597,N,1,Intermediate,,CHEMBL620484,,BAO_0000218,
7752,,1,,6046,,50597,N,1,Intermediate,,CHEMBL620485,,BAO_0000218,
7753,,1,,6685,,50597,N,1,Intermediate,,CHEMBL620486,,BAO_0000218,
7754,,1,,6685,,50597,N,1,Intermediate,,CHEMBL620487,,BAO_0000218,
7755,,1,,6685,,50597,N,1,Intermediate,,CHEMBL620488,,BAO_0000218,
7756,,1,,4727,,50597,N,1,Intermediate,,CHEMBL620489,,BAO_0000218,
7757,,1,,1088,,50597,N,1,Intermediate,,CHEMBL620490,,BAO_0000218,
7758,,1,,5610,,50597,N,1,Intermediate,,CHEMBL620491,,BAO_0000218,
7759,1969.0,1,Plasma,3032,,50597,N,1,Intermediate,,CHEMBL876604,,BAO_0000218,
7760,,1,,5199,,50597,N,1,Intermediate,,CHEMBL620492,,BAO_0000218,
7761,,1,,14941,,50597,N,1,Intermediate,,CHEMBL620493,,BAO_0000218,
7762,,1,,4408,,50597,N,1,Intermediate,,CHEMBL620494,,BAO_0000218,
7763,1969.0,1,Plasma,2552,,50597,N,1,Intermediate,,CHEMBL620495,,BAO_0000218,
7764,1969.0,1,Plasma,5199,,50597,N,1,Intermediate,,CHEMBL620496,,BAO_0000218,
7765,1969.0,1,Plasma,15662,,50597,N,1,Intermediate,,CHEMBL620497,,BAO_0000218,
7766,1969.0,1,Plasma,1465,,50597,N,1,Intermediate,,CHEMBL620498,,BAO_0000218,
7767,1969.0,1,Plasma,1446,,50597,N,1,Intermediate,,CHEMBL620499,,BAO_0000218,
7768,1969.0,1,Plasma,6824,,50597,N,1,Intermediate,,CHEMBL620500,,BAO_0000218,
7769,1969.0,1,Plasma,17533,,50597,N,1,Intermediate,,CHEMBL873809,,BAO_0000218,
7770,,1,,5979,,50597,N,1,Intermediate,,CHEMBL620501,,BAO_0000218,
7771,,1,,4689,,50597,N,1,Intermediate,,CHEMBL620502,,BAO_0000218,
7772,,1,,4689,,50597,N,1,Intermediate,,CHEMBL620503,,BAO_0000218,
7773,,1,,2463,,50597,N,1,Intermediate,,CHEMBL620504,,BAO_0000218,
7774,,1,,4883,,50597,N,1,Intermediate,,CHEMBL876605,,BAO_0000218,
7775,,1,,4883,,50597,N,1,Intermediate,,CHEMBL620505,,BAO_0000218,
7776,1969.0,1,Plasma,15662,,50597,N,1,Intermediate,,CHEMBL873811,,BAO_0000218,
7777,,1,,3598,,50597,N,1,Expert,,CHEMBL624016,,BAO_0000218,
7778,,1,,4576,,50597,N,1,Intermediate,,CHEMBL624017,,BAO_0000218,
7779,,1,,4576,,50597,N,1,Intermediate,,CHEMBL624018,,BAO_0000218,
7780,,1,,4576,,50597,N,1,Intermediate,,CHEMBL624019,,BAO_0000218,
7781,955.0,1,Brain,4910,,50597,N,1,Intermediate,,CHEMBL624020,,BAO_0000218,
7782,,1,,4891,,50597,N,1,Intermediate,,CHEMBL624201,,BAO_0000218,
7783,,1,,429,,50597,N,1,Intermediate,,CHEMBL872528,,BAO_0000218,
7784,,1,,5974,,50597,N,1,Intermediate,,CHEMBL624202,,BAO_0000218,
7785,,1,,5974,,50597,N,1,Intermediate,,CHEMBL624203,,BAO_0000218,
7786,,1,,5974,,50597,N,1,Intermediate,,CHEMBL624350,,BAO_0000218,
7787,,1,,5974,,50597,N,1,Intermediate,,CHEMBL621320,,BAO_0000218,
7788,,1,,17582,,50597,N,1,Intermediate,,CHEMBL621321,,BAO_0000218,
7789,,1,,4026,,50597,N,1,Intermediate,,CHEMBL621322,,BAO_0000218,
7790,,1,,4890,,50597,N,1,Intermediate,,CHEMBL621323,,BAO_0000218,
7791,,1,,6571,,50597,N,1,Intermediate,,CHEMBL621324,,BAO_0000218,
7792,,1,,4727,,50597,N,1,Intermediate,,CHEMBL621325,,BAO_0000218,
7793,1969.0,1,Plasma,17651,,50597,N,1,Intermediate,,CHEMBL875837,,BAO_0000218,
7794,1969.0,1,Plasma,17651,,50597,N,1,Intermediate,,CHEMBL621326,,BAO_0000218,
7795,,1,,14465,,50597,N,1,Intermediate,,CHEMBL621327,,BAO_0000218,
7796,,1,,14941,,50597,N,1,Intermediate,,CHEMBL621328,,BAO_0000218,
7797,,1,,5960,,50597,N,1,Intermediate,,CHEMBL621329,,BAO_0000218,
7798,,1,,5022,,50597,N,1,Intermediate,,CHEMBL621330,,BAO_0000218,
7799,,1,,4408,,50597,N,1,Intermediate,,CHEMBL621331,,BAO_0000218,
7800,,1,,5983,,50597,N,1,Intermediate,,CHEMBL621332,,BAO_0000218,
7801,,1,,4689,,50597,N,1,Intermediate,,CHEMBL621333,,BAO_0000218,
7802,,1,,2792,,50597,N,1,Intermediate,,CHEMBL621334,,BAO_0000218,
7803,,1,,15011,,50594,N,1,Intermediate,,CHEMBL621335,,BAO_0000218,
7804,,1,,14180,,50588,N,1,Intermediate,,CHEMBL621336,,BAO_0000218,
7805,,1,,14180,,50597,N,1,Intermediate,,CHEMBL621337,,BAO_0000218,
7806,,1,,14599,,50588,N,1,Intermediate,,CHEMBL621338,,BAO_0000218,
7807,,1,,14599,,50588,N,1,Intermediate,,CHEMBL875838,,BAO_0000218,
7808,,1,,14599,,50588,N,1,Intermediate,,CHEMBL621339,,BAO_0000218,
7809,,1,,14599,,50588,N,1,Intermediate,,CHEMBL621340,,BAO_0000218,
7810,,1,,15675,,22224,U,0,Autocuration,,CHEMBL621341,,BAO_0000218,
7811,,1,,12706,,22224,U,0,Autocuration,,CHEMBL621342,,BAO_0000019,
7812,,1,,12706,,22224,U,0,Autocuration,,CHEMBL621343,,BAO_0000019,
7813,,1,,9750,,50594,N,1,Intermediate,,CHEMBL621344,,BAO_0000218,
