pagamento_id,cliente_id,ppersonale_id,ammontare,data_pagamento,noleggio_id,data_noleggio,inventario_id,data_restituzione,npersonale_id
11771,436,2,2.99,2005-08-20 13:46:38,13826,2005-08-20 13:46:38,401,2005-08-29 13:07:38,1
6103,226,1,0.99,2005-08-21 21:22:56,14712,2005-08-21 21:22:56,1198,2005-08-25 01:53:56,1
5806,214,2,4.99,2005-06-15 07:55:43,1275,2005-06-15 07:55:43,950,2005-06-20 06:30:43,1
15375,574,2,2.99,2005-07-08 20:05:38,4890,2005-07-08 20:05:38,3576,2005-07-14 14:55:38,2
495,19,2,2.99,2005-05-29 01:59:10,696,2005-05-29 01:59:10,2076,2005-06-01 02:45:10,1
8465,312,2,2.99,2005-07-12 14:50:34,6751,2005-07-12 14:50:34,1749,2005-07-15 19:39:34,2
4136,152,2,4.99,2005-05-27 06:48:33,359,2005-05-27 06:48:33,1156,2005-05-29 03:55:33,1
2322,85,1,4.99,2005-08-18 11:21:51,12456,2005-08-18 11:21:51,4578,2005-08-21 13:28:51,1
14362,533,1,6.99,2005-08-01 14:57:00,10614,2005-08-01 14:57:00,232,2005-08-10 09:31:00,2
7326,270,2,1.99,2005-08-20 17:43:56,13945,2005-08-20 17:43:56,3328,2005-08-26 19:19:56,1
4202,154,1,4.99,2005-08-01 23:58:45,10851,2005-08-01 23:58:45,1359,2005-08-04 00:59:45,1
13376,496,1,2.99,2006-02-14 15:16:03,13182,2006-02-14 15:16:03,364,,2
1931,71,1,4.99,2005-07-29 20:47:27,8789,2005-07-29 20:47:27,3062,2005-08-05 18:36:27,1
12711,470,1,0.99,2005-08-01 02:05:34,10236,2005-08-01 02:05:34,3754,2005-08-01 23:40:34,1
9657,357,1,2.99,2005-08-01 11:06:39,10502,2005-08-01 11:06:39,3193,2005-08-05 07:11:39,1
2507,92,1,0.99,2005-06-19 00:41:08,2521,2005-06-19 00:41:08,132,2005-06-22 00:40:08,1
489,18,2,0.99,2005-08-20 01:29:29,13490,2005-08-20 01:29:29,238,2005-08-21 22:36:29,2
14866,554,1,0.99,2005-08-17 19:29:44,12014,2005-08-17 19:29:44,1778,2005-08-23 20:40:44,1
8250,304,1,6.99,2005-07-08 00:12:53,4466,2005-07-08 00:12:53,3320,2005-07-17 03:49:53,2
9477,350,2,0.99,2005-08-16 23:16:46,11504,2005-08-16 23:16:46,2132,2005-08-18 20:49:46,2
6898,256,1,6.99,2005-06-18 15:00:04,2380,2005-06-18 15:00:04,4413,2005-06-24 13:29:04,2
9168,339,2,2.99,2005-07-27 10:27:33,7244,2005-07-27 10:27:33,1329,2005-07-30 13:09:33,1
10739,396,2,7.99,2005-08-22 16:15:33,15198,2005-08-22 16:15:33,1253,2005-08-29 20:49:33,1
8968,332,2,7.99,2005-07-27 03:32:41,7049,2005-07-27 03:32:41,3043,2005-08-04 08:32:41,2
8245,304,2,2.99,2005-05-30 14:47:31,937,2005-05-30 14:47:31,1054,2005-06-05 09:53:31,2
9349,346,2,5.99,2005-07-29 01:29:51,8272,2005-07-29 01:29:51,70,2005-08-03 21:56:51,2
207,8,2,6.99,2005-05-30 03:43:54,866,2005-05-30 03:43:54,2867,2005-06-08 04:28:54,1
1967,72,1,0.99,2005-08-20 20:59:43,14020,2005-08-20 20:59:43,2257,2005-08-23 17:11:43,2
15255,569,2,9.99,2005-08-20 04:08:39,13554,2005-08-20 04:08:39,2648,2005-08-28 07:11:39,2
3698,137,2,2.99,2005-07-30 03:25:51,8954,2005-07-30 03:25:51,991,2005-08-06 05:10:51,2
4815,177,1,0.99,2005-08-02 11:42:23,11195,2005-08-02 11:42:23,4359,2005-08-03 08:29:23,1
10445,386,2,3.99,2005-06-16 04:51:13,1585,2005-06-16 04:51:13,1708,2005-06-24 00:23:13,2
14878,555,2,7.99,2005-07-31 17:24:21,9990,2005-07-31 17:24:21,4481,2005-08-09 17:14:21,2
4724,174,2,1.99,2005-07-08 16:56:34,4803,2005-07-08 16:56:34,1786,2005-07-14 20:16:34,1
7588,280,1,4.99,2005-07-08 07:48:12,4616,2005-07-08 07:48:12,2580,2005-07-10 08:13:12,2
4305,158,2,2.99,2005-07-28 13:23:49,7952,2005-07-28 13:23:49,3313,2005-08-01 08:50:49,1
6626,245,2,2.99,2005-05-29 06:03:41,725,2005-05-29 06:03:41,4088,2005-06-03 08:52:41,2
217,8,2,2.99,2005-07-09 17:13:23,5341,2005-07-09 17:13:23,2522,2005-07-14 18:11:23,2
1467,53,2,2.99,2005-07-09 10:14:39,5185,2005-07-09 10:14:39,357,2005-07-10 13:31:39,1
7843,289,2,4.99,2005-08-22 05:03:59,14917,2005-08-22 05:03:59,377,2005-08-29 04:00:59,2
11553,427,1,1.99,2005-08-20 10:01:39,13720,2005-08-20 10:01:39,813,2005-08-27 08:26:39,1
9758,361,1,4.99,2005-07-31 22:22:37,10151,2005-07-31 22:22:37,4442,2005-08-01 22:20:37,1
11642,431,2,2.99,2006-02-14 15:16:03,13587,2006-02-14 15:16:03,2455,,2
10102,373,2,8.99,2005-07-30 17:31:03,9327,2005-07-30 17:31:03,345,2005-08-08 19:16:03,1
7283,269,1,9.99,2005-07-07 07:20:29,4125,2005-07-07 07:20:29,4131,2005-07-15 06:41:29,2
4537,167,2,3.99,2005-08-01 03:35:11,10285,2005-08-01 03:35:11,4523,2005-08-05 03:55:11,2
15372,574,1,7.99,2005-07-06 04:10:43,3583,2005-07-06 04:10:43,204,2005-07-14 22:17:43,2
14240,529,2,5.99,2005-07-12 04:53:41,6541,2005-07-12 04:53:41,1795,2005-07-17 23:17:41,2
6785,251,2,2.99,2005-08-23 08:23:56,15647,2005-08-23 08:23:56,2051,2005-08-26 11:00:56,1
11952,443,2,2.99,2005-07-27 00:55:03,6983,2005-07-27 00:55:03,1758,2005-08-01 21:19:03,2
12817,474,2,1.99,2005-07-07 03:30:52,4048,2005-07-07 03:30:52,659,2005-07-14 05:05:52,2
1879,69,2,2.99,2005-07-30 12:28:42,9193,2005-07-30 12:28:42,3470,2005-08-02 12:17:42,2
11619,430,1,4.99,2005-08-22 09:11:48,15031,2005-08-22 09:11:48,3926,2005-08-27 06:11:48,1
2086,77,1,1.99,2005-05-27 15:15:11,419,2005-05-27 15:15:11,2514,2005-06-02 11:53:11,1
9492,351,1,1.99,2005-07-08 14:24:00,4756,2005-07-08 14:24:00,3068,2005-07-12 16:16:00,1
6794,252,2,2.99,2005-07-10 03:03:38,5554,2005-07-10 03:03:38,4084,2005-07-17 00:00:38,2
11580,429,2,4.99,2005-05-29 17:24:48,799,2005-05-29 17:24:48,1713,2005-06-05 12:25:48,1
4699,173,2,4.99,2005-07-09 23:55:25,5485,2005-07-09 23:55:25,3930,2005-07-14 04:08:25,1
11031,407,2,1.99,2005-08-22 20:44:35,15334,2005-08-22 20:44:35,3882,2005-08-29 23:03:35,2
8178,301,2,2.99,2005-07-10 15:16:30,5807,2005-07-10 15:16:30,2092,2005-07-11 14:02:30,2
377,14,2,6.99,2005-08-01 11:55:33,10526,2005-08-01 11:55:33,27,2005-08-08 16:42:33,1
5298,196,2,4.99,2005-07-12 19:53:30,6857,2005-07-12 19:53:30,424,2005-07-13 15:22:30,1
1945,72,2,4.99,2005-07-09 12:06:03,5223,2005-07-09 12:06:03,2335,2005-07-17 15:50:03,1
3669,136,1,3.99,2005-07-10 05:51:12,5627,2005-07-10 05:51:12,244,2005-07-17 09:56:12,2
8770,324,1,2.99,2005-08-17 04:00:40,11617,2005-08-17 04:00:40,1898,2005-08-18 00:36:40,1
9526,352,1,6.99,2005-08-17 12:36:37,11823,2005-08-17 12:36:37,2626,2005-08-22 11:10:37,2
7989,295,2,1.99,2005-07-05 23:59:15,3496,2005-07-05 23:59:15,2430,2005-07-09 19:39:15,2
13158,487,2,5.99,2005-08-02 00:32:04,10877,2005-08-02 00:32:04,3337,2005-08-07 19:44:04,2
1605,58,2,2.99,2005-07-31 02:22:13,9561,2005-07-31 02:22:13,1079,2005-08-03 07:00:13,2
2283,84,2,2.99,2005-07-11 15:25:52,6259,2005-07-11 15:25:52,3007,2005-07-13 11:54:52,2
13195,489,1,3.99,2005-07-08 15:42:28,4774,2005-07-08 15:42:28,673,2005-07-16 18:29:28,2
5063,186,1,6.99,2005-08-19 13:37:28,13168,2005-08-19 13:37:28,2210,2005-08-27 17:54:28,2
12871,476,2,4.99,2005-07-07 09:49:04,4171,2005-07-07 09:49:04,4199,2005-07-14 03:58:04,2
6019,222,1,4.99,2005-07-29 20:43:49,8787,2005-07-29 20:43:49,2366,2005-07-31 15:15:49,1
6538,242,1,4.99,2005-06-15 15:22:03,1384,2005-06-15 15:22:03,4242,2005-06-18 18:11:03,1
5065,186,1,3.99,2005-08-20 14:47:02,13853,2005-08-20 14:47:02,1680,2005-08-26 20:32:02,1
1031,37,1,3.99,2005-08-22 09:03:44,15028,2005-08-22 09:03:44,4248,2005-08-30 11:28:44,1
2329,86,1,4.99,2005-06-17 21:41:34,2141,2005-06-17 21:41:34,2176,2005-06-19 00:15:34,1
15198,567,1,2.99,2005-07-28 23:10:48,8201,2005-07-28 23:10:48,220,2005-08-01 00:50:48,2
9609,356,1,2.99,2005-06-18 16:36:38,2405,2005-06-18 16:36:38,3604,2005-06-21 19:15:38,1
14580,542,2,10.99,2005-06-20 06:53:47,2957,2005-06-20 06:53:47,4034,2005-06-29 09:21:47,2
14305,531,2,8.99,2005-08-19 18:46:56,13300,2005-08-19 18:46:56,842,2005-08-28 20:23:56,2
7349,272,1,6.99,2005-05-31 05:46:23,1041,2005-05-31 05:46:23,4432,2005-06-06 09:50:23,2
3577,132,1,1.99,2005-07-28 01:01:15,7631,2005-07-28 01:01:15,2437,2005-08-01 06:16:15,2
728,27,2,0.99,2005-07-07 02:52:53,4038,2005-07-07 02:52:53,1264,2005-07-11 22:32:53,2
10400,384,2,5.99,2005-06-18 23:44:21,2510,2005-06-18 23:44:21,3827,2005-06-24 00:31:21,1
3700,137,2,4.99,2005-07-30 12:39:52,9200,2005-07-30 12:39:52,3277,2005-08-08 09:43:52,2
14926,557,1,0.99,2005-08-02 10:55:03,11181,2005-08-02 10:55:03,3127,2005-08-07 10:43:03,1
10000,370,2,6.99,2005-06-15 01:05:32,1190,2005-06-15 01:05:32,2572,2005-06-23 02:34:32,2
15245,569,2,0.99,2005-08-02 00:47:33,10884,2005-08-02 00:47:33,3702,2005-08-03 04:38:33,1
872,31,2,2.99,2005-07-27 18:49:42,7464,2005-07-27 18:49:42,845,2005-07-28 20:45:42,2
15496,578,1,2.99,2005-07-28 22:05:13,8179,2005-07-28 22:05:13,2902,2005-07-30 21:57:13,2
958,35,1,2.99,2005-06-19 16:15:56,2743,2005-06-19 16:15:56,2611,2005-06-23 12:30:56,1
13404,497,1,4.99,2006-02-14 15:16:03,12698,2006-02-14 15:16:03,3657,,1
2815,104,2,5.99,2005-07-31 17:32:03,9996,2005-07-31 17:32:03,3271,2005-08-06 16:17:03,2
1999,74,2,3.99,2005-07-06 15:35:06,3819,2005-07-06 15:35:06,1814,2005-07-14 19:08:06,1
10142,374,2,2.99,2005-08-18 20:13:08,12696,2005-08-18 20:13:08,3989,2005-08-19 18:02:08,2
14419,535,2,4.99,2005-08-18 19:21:56,12673,2005-08-18 19:21:56,4204,2005-08-26 22:44:56,2
5669,209,2,5.99,2005-07-09 11:57:55,5219,2005-07-09 11:57:55,3933,2005-07-15 09:43:55,2
4276,157,1,0.99,2005-07-29 17:21:58,8707,2005-07-29 17:21:58,2525,2005-08-02 14:47:58,2
3621,134,1,4.99,2005-07-09 16:09:19,5315,2005-07-09 16:09:19,585,2005-07-14 21:10:19,1
2743,102,2,4.99,2005-07-06 08:23:08,3665,2005-07-06 08:23:08,922,2005-07-13 13:38:08,2
5967,220,1,4.99,2005-08-17 04:15:46,11622,2005-08-17 04:15:46,499,2005-08-24 04:48:46,1
3785,140,1,4.99,2005-07-11 16:55:35,6286,2005-07-11 16:55:35,1070,2005-07-13 22:51:35,1
137,5,1,9.99,2005-08-18 00:10:04,12145,2005-08-18 00:10:04,3482,2005-08-26 00:51:04,1
8853,328,2,2.99,2005-06-16 10:26:33,1670,2005-06-16 10:26:33,2066,2005-06-19 07:15:33,1
14626,544,2,2.99,2005-07-29 11:35:46,8566,2005-07-29 11:35:46,2011,2005-07-30 13:50:46,1
8016,295,2,0.99,2006-02-14 15:16:03,15735,2006-02-14 15:16:03,3167,,1
4705,173,2,2.99,2005-07-29 02:56:00,8299,2005-07-29 02:56:00,1797,2005-07-30 22:35:00,2
13405,498,2,2.99,2005-05-25 06:39:35,49,2005-05-25 06:39:35,2965,2005-05-30 10:12:35,2
11354,420,1,4.99,2005-07-07 10:03:34,4176,2005-07-07 10:03:34,2745,2005-07-16 08:43:34,1
9041,334,2,4.99,2005-08-23 08:38:58,15656,2005-08-23 08:38:58,4239,2005-08-24 04:08:58,2
10440,385,2,8.99,2005-08-18 19:55:09,12686,2005-08-18 19:55:09,501,2005-08-26 14:17:09,1
6651,245,1,0.99,2005-08-19 18:28:07,13286,2005-08-19 18:28:07,2685,2005-08-22 17:23:07,2
10980,406,1,4.99,2005-06-21 07:46:58,3306,2005-06-21 07:46:58,1669,2005-06-26 11:22:58,2
6256,232,1,2.99,2005-07-29 03:12:26,8306,2005-07-29 03:12:26,1708,2005-08-01 23:26:26,1
11955,443,1,9.99,2005-07-28 14:36:52,7987,2005-07-28 14:36:52,288,2005-08-05 16:49:52,2
13631,506,1,2.99,2005-05-31 05:53:00,1042,2005-05-31 05:53:00,3155,2005-06-01 05:24:00,1
15951,595,1,0.99,2005-08-18 03:17:50,12235,2005-08-18 03:17:50,957,2005-08-20 02:49:50,1
12108,448,1,3.99,2005-08-21 16:56:39,14580,2005-08-21 16:56:39,1440,2005-08-28 15:25:39,1
12859,475,1,4.99,2005-08-17 10:05:05,11770,2005-08-17 10:05:05,2862,2005-08-20 15:59:05,1
11548,427,2,2.99,2005-07-31 16:59:51,9978,2005-07-31 16:59:51,2812,2005-08-06 16:48:51,2
11914,441,1,4.99,2006-02-14 15:16:03,14878,2006-02-14 15:16:03,1202,,2
8343,307,1,10.99,2005-07-27 01:03:06,6991,2005-07-27 01:03:06,319,2005-08-05 04:18:06,2
12034,446,2,4.99,2005-07-07 19:27:04,4358,2005-07-07 19:27:04,3136,2005-07-14 23:46:04,1
1110,40,2,4.99,2005-07-31 07:29:59,9700,2005-07-31 07:29:59,2678,2005-08-02 09:53:59,1
6810,253,1,6.99,2005-05-28 09:51:39,566,2005-05-28 09:51:39,4330,2005-06-05 09:35:39,1
12201,452,1,0.99,2005-06-18 23:19:53,2504,2005-06-18 23:19:53,1684,2005-06-21 04:43:53,2
15643,584,1,0.99,2005-07-07 21:48:16,4410,2005-07-07 21:48:16,2754,2005-07-09 03:15:16,1
3541,131,1,6.99,2005-07-29 01:21:02,8267,2005-07-29 01:21:02,4107,2005-08-04 19:34:02,2
890,32,1,0.99,2005-07-10 13:13:18,5767,2005-07-10 13:13:18,2871,2005-07-17 14:41:18,2
3207,119,2,2.99,2005-08-02 18:16:47,11377,2005-08-02 18:16:47,3334,2005-08-08 13:46:47,1
13609,505,1,7.99,2005-06-19 18:04:18,2773,2005-06-19 18:04:18,4155,2005-06-28 23:52:18,1
3210,119,2,3.99,2005-08-18 16:56:20,12603,2005-08-18 16:56:20,2769,2005-08-25 11:50:20,2
7346,271,1,2.99,2005-08-22 17:48:42,15244,2005-08-22 17:48:42,1486,2005-08-28 13:17:42,2
10879,403,1,8.99,2005-06-15 05:38:09,1249,2005-06-15 05:38:09,2120,2005-06-22 10:29:09,1
4024,148,1,1.99,2005-07-11 10:25:56,6169,2005-07-11 10:25:56,2781,2005-07-19 07:18:56,2
523,20,1,2.99,2005-07-10 11:03:20,5718,2005-07-10 11:03:20,3719,2005-07-19 15:38:20,2
13070,484,2,4.99,2005-07-27 17:43:27,7440,2005-07-27 17:43:27,1476,2005-08-03 22:12:27,1
2573,94,1,0.99,2005-08-22 07:13:15,14978,2005-08-22 07:13:15,699,2005-08-25 12:26:15,1
14794,551,2,4.99,2005-07-31 09:44:40,9765,2005-07-31 09:44:40,472,2005-08-05 10:57:40,1
1176,42,1,2.99,2005-08-23 00:42:49,15442,2005-08-23 00:42:49,1452,2005-08-27 00:35:49,1
13403,497,1,0.99,2005-08-23 18:01:31,15919,2005-08-23 18:01:31,1746,2005-08-24 16:27:31,1
683,25,1,0.99,2005-08-23 02:57:30,15512,2005-08-23 02:57:30,4336,2005-08-25 01:47:30,2
11634,431,1,4.99,2005-08-01 11:55:54,10527,2005-08-01 11:55:54,4530,2005-08-05 15:56:54,2
13699,508,2,4.99,2005-07-28 22:47:14,8191,2005-07-28 22:47:14,1777,2005-07-31 23:13:14,2
9377,347,2,0.99,2005-07-09 23:11:52,5471,2005-07-09 23:11:52,4086,2005-07-13 02:08:52,2
1393,51,1,4.99,2005-05-28 21:01:25,661,2005-05-28 21:01:25,2247,2005-06-02 01:22:25,2
7079,262,1,0.99,2005-07-11 17:16:40,6291,2005-07-11 17:16:40,3126,2005-07-13 18:24:40,2
4702,173,1,3.99,2005-07-10 05:18:51,5615,2005-07-10 05:18:51,1521,2005-07-17 11:05:51,2
