assays_cell_id,assays_doc_id,assays_assay_organism,assays_src_id,assays_assay_cell_type,assays_relationship_type,assays_tid,assays_src_assay_id,assays_description,assays_assay_category,assays_assay_strain,assays_bao_format,assays_variant_id,assays_assay_id,assays_assay_tissue,assays_confidence_score,assays_assay_tax_id,assays_chembl_id,assays_assay_test_type,assays_tissue_id,assays_curated_by,assays_assay_type,assays_assay_subcellular_fraction
,14793,Rattus norvegicus,1,,N,50597,,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,,,BAO_0000218,,7610,,1,10116.0,CHEMBL622311,,,Intermediate,A,
,14793,Rattus norvegicus,1,,N,50597,,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for infinite hours; Not calculated,,,BAO_0000218,,7611,,1,10116.0,CHEMBL622312,,,Intermediate,A,
,14793,Rattus norvegicus,1,,N,50597,,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,,,BAO_0000218,,7612,,1,10116.0,CHEMBL622931,,,Intermediate,A,
,14793,Rattus norvegicus,1,,N,50597,,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for infinite hours; Not calculated,,,BAO_0000218,,7613,,1,10116.0,CHEMBL622932,,,Intermediate,A,
,14793,Rattus norvegicus,1,,N,50597,,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,,,BAO_0000218,,7614,Plasma,1,10116.0,CHEMBL622736,,1969.0,Intermediate,A,
,14793,Rattus norvegicus,1,,N,50597,,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,,,BAO_0000218,,7615,Plasma,1,10116.0,CHEMBL622737,,1969.0,Intermediate,A,
,14793,Rattus norvegicus,1,,N,50597,,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,,,BAO_0000218,,7616,Plasma,1,10116.0,CHEMBL622738,,1969.0,Intermediate,A,
,14793,Rattus norvegicus,1,,N,50597,,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for infinite hours,,,BAO_0000218,,7617,Plasma,1,10116.0,CHEMBL622739,,1969.0,Intermediate,A,
,14793,Rattus norvegicus,1,,N,50597,,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,,,BAO_0000218,,7618,Plasma,1,10116.0,CHEMBL622740,,1969.0,Intermediate,A,
,14793,Rattus norvegicus,1,,N,50597,,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for infinite hours,,,BAO_0000218,,7619,Plasma,1,10116.0,CHEMBL622741,,1969.0,Intermediate,A,
,14793,Rattus norvegicus,1,,N,50597,,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,,,BAO_0000218,,7620,Plasma,1,10116.0,CHEMBL622742,,1969.0,Intermediate,A,
,14793,Rattus norvegicus,1,,N,50597,,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for infinite hours,,,BAO_0000218,,7621,Plasma,1,10116.0,CHEMBL622743,,1969.0,Intermediate,A,
,11637,Mus musculus,1,,N,50594,,AUC in mice,,,BAO_0000218,,7622,Plasma,1,10090.0,CHEMBL622744,,1969.0,Intermediate,A,
,11149,,1,,U,22224,,Area under curve was measured from the graph obtained from concentration Vs time,,,BAO_0000019,,7623,,0,,CHEMBL624134,,,Autocuration,A,
,10016,,1,,U,22224,,Area under curve value of compound per hour after oral administration,,,BAO_0000019,,7624,,0,,CHEMBL624135,,,Autocuration,A,
,17796,Rattus norvegicus,1,,N,50597,,Area under curve was determined after oral administration in rats,,,BAO_0000218,,7625,,1,10116.0,CHEMBL624136,,,Intermediate,A,
,17796,Rattus norvegicus,1,,N,50597,,Area under curve was determined after oral administration in rats; No data,,,BAO_0000218,,7626,,1,10116.0,CHEMBL624137,,,Intermediate,A,
,17796,Rattus norvegicus,1,,N,50597,,Area under curve was determined after oral administration in rats;No data,,,BAO_0000218,,7627,,1,10116.0,CHEMBL624320,,,Intermediate,A,
,12923,Canis lupus familiaris,1,,N,50588,,Area under curve was determined by HPLC at a dosage of 2.27 mg/kg administered intravenously by bolus method in dog,,,BAO_0000218,,7628,,1,9615.0,CHEMBL624321,,,Intermediate,A,
,15372,Rattus norvegicus,1,,N,50597,,Area under curve was determined for the compound after iv dose of 4.74 mg/kg in rats,,,BAO_0000218,,7629,,1,10116.0,CHEMBL624322,,,Intermediate,A,
,15372,Rattus norvegicus,1,,N,50597,,Area under curve was determined for the compound after iv dose of 5.06 in rats,,,BAO_0000218,,7630,,1,10116.0,CHEMBL624323,,,Intermediate,A,
,15372,Rattus norvegicus,1,,N,50597,,Area under curve was determined for the compound after iv dose of 5.10 mg/kg in rats,,,BAO_0000218,,7631,,1,10116.0,CHEMBL624324,,,Intermediate,A,
,15372,Rattus norvegicus,1,,N,50597,,Area under curve was determined for the compound after po dose of 5.01 mg/kg in rats,,,BAO_0000218,,7632,,1,10116.0,CHEMBL624325,,,Intermediate,A,
,15372,Rattus norvegicus,1,,N,50597,,Area under curve was determined for the compound after po dose of 5.03 mg/kg in rats,,,BAO_0000218,,7633,,1,10116.0,CHEMBL624326,,,Intermediate,A,
,15372,Rattus norvegicus,1,,N,50597,,Area under curve was determined for the compound after po dose of 5.22 mg/kg in rats,,,BAO_0000218,,7634,,1,10116.0,CHEMBL624327,,,Intermediate,A,
,15372,Rattus norvegicus,1,,N,50597,,Area under curve was determined for the compound after po dose of 5.46 mg/kg in rats,,,BAO_0000218,,7635,,1,10116.0,CHEMBL624328,,,Intermediate,A,
,14169,Canis lupus familiaris,1,,N,50588,,Area under curve was determined in Dogs after peroral administration,,,BAO_0000218,,7636,,1,9615.0,CHEMBL627848,,,Intermediate,A,
,14169,Rattus norvegicus,1,,N,50597,,Area under curve was determined in Rats after peroral administration,,,BAO_0000218,,7637,,1,10116.0,CHEMBL627849,,,Intermediate,A,
,14258,Rattus norvegicus,1,,N,50597,,Area under curve was determined in carotid blood of rat when administered intradermally,,,BAO_0000218,,7638,,1,10116.0,CHEMBL627850,,,Intermediate,A,
,14258,Rattus norvegicus,1,,N,50597,,Area under curve was determined in portal blood of rat when administered intradermally,,,BAO_0000218,,7639,,1,10116.0,CHEMBL627851,,,Intermediate,A,
,15011,Mus musculus,1,,N,50594,,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,,,BAO_0000218,,7640,,1,10090.0,CHEMBL627852,,,Intermediate,A,
,15011,Mus musculus,1,,N,50594,,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,,,BAO_0000218,,7641,,1,10090.0,CHEMBL627853,,,Intermediate,A,
,15011,Mus musculus,1,,N,50594,,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (micronized sample),,,BAO_0000218,,7642,,1,10090.0,CHEMBL627854,,,Intermediate,A,
,15011,Mus musculus,1,,N,50594,,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,,,BAO_0000218,,7643,,1,10090.0,CHEMBL627855,,,Intermediate,A,
,15011,Mus musculus,1,,N,50594,,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg (run time 7 hr),,,BAO_0000218,,7644,,1,10090.0,CHEMBL627856,,,Intermediate,A,
,15011,Mus musculus,1,,N,50594,,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,,,BAO_0000218,,7645,,1,10090.0,CHEMBL875339,,,Intermediate,A,
,15011,Mus musculus,1,,N,50594,,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (Run time = 7 hr),,,BAO_0000218,,7646,,1,10090.0,CHEMBL627857,,,Intermediate,A,
,11195,Rattus norvegicus,1,,N,50597,,Biodistribution of the radiolabeled compound (2-5 uCi) in rat spleen 65 mins after i.v. administration,,,BAO_0000218,,7647,Spleen,1,10116.0,CHEMBL627858,In vivo,2106.0,Intermediate,A,
,10130,Rattus norvegicus,1,,N,50597,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in blood; Expressed as percent dose/organ,,,BAO_0000218,,7648,Blood,1,10116.0,CHEMBL627859,,178.0,Intermediate,A,
,10130,Rattus norvegicus,1,,N,50597,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in brain; Expressed as percent dose/organ,,,BAO_0000218,,7649,Brain,1,10116.0,CHEMBL627860,,955.0,Intermediate,A,
,10130,Rattus norvegicus,1,,N,50597,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in heart; Expressed as percent dose/organ,,,BAO_0000218,,7650,Heart,1,10116.0,CHEMBL627019,,948.0,Intermediate,A,
,10130,Rattus norvegicus,1,,N,50597,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in liver; Expressed as percent dose/organ,,,BAO_0000218,,7651,Liver,1,10116.0,CHEMBL627020,,2107.0,Intermediate,A,
,10130,Rattus norvegicus,1,,N,50597,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in lung; Expressed as percent dose/organ,,,BAO_0000218,,7652,Lung,1,10116.0,CHEMBL627021,,2048.0,Intermediate,A,
,10130,Rattus norvegicus,1,,N,50597,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in muscle; Expressed as percent dose/organ,,,BAO_0000218,,7653,Muscle tissue,1,10116.0,CHEMBL627022,,2385.0,Intermediate,A,
,10130,Rattus norvegicus,1,,N,50597,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in skin; Expressed as percent dose/organ,,,BAO_0000218,,7654,,1,10116.0,CHEMBL627023,,,Intermediate,A,
,10130,Rattus norvegicus,1,,N,50597,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in spleen; Expressed as percent dose/organ,,,BAO_0000218,,7655,Spleen,1,10116.0,CHEMBL627024,,2106.0,Intermediate,A,
,10130,Rattus norvegicus,1,,N,50597,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in thyroid; Expressed as percent dose/organ,,,BAO_0000218,,7656,Thyroid gland,1,10116.0,CHEMBL627025,,2046.0,Intermediate,A,
,10130,Rattus norvegicus,1,,N,50597,,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in kidney; Expressed as percent dose/organ,,,BAO_0000218,,7657,Kidney,1,10116.0,CHEMBL627026,,2113.0,Intermediate,A,
,10130,Rattus norvegicus,1,,N,50597,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in blood; Expressed as percent dose/organ,,,BAO_0000218,,7658,Blood,1,10116.0,CHEMBL627027,,178.0,Intermediate,A,
,10130,Rattus norvegicus,1,,N,50597,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in brain; Expressed as percent dose/organ,,,BAO_0000218,,7659,Brain,1,10116.0,CHEMBL627028,,955.0,Intermediate,A,
,10130,Rattus norvegicus,1,,N,50597,,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in heart; Expressed as percent dose/organ,,,BAO_0000218,,7660,Heart,1,10116.0,CHEMBL627029,,948.0,Intermediate,A,
