payment_id,staff_id,customer_id,rental_id,amount,payment_date
489,2,18,13490,0.99,2005-08-20 01:29:29
495,2,19,696,2.99,2005-05-29 01:59:10
496,1,19,2657,2.99,2005-06-19 10:42:59
499,2,19,3549,4.99,2005-07-06 02:24:55
508,2,19,12357,2.99,2005-08-18 07:40:52
511,1,19,14101,4.99,2005-08-21 00:33:03
517,2,20,1558,0.99,2005-06-16 02:33:53
518,2,20,2136,3.99,2005-06-17 21:16:41
529,2,20,9075,4.99,2005-07-30 07:55:14
539,2,20,14613,2.99,2005-08-21 18:03:20
543,1,20,15460,2.99,2005-08-23 01:10:42
548,1,21,2268,4.99,2005-06-18 06:13:41
557,2,21,8196,6.99,2005-07-28 22:56:11
559,2,21,9149,0.99,2005-07-30 10:45:12
562,1,21,10734,0.99,2005-08-01 19:28:47
570,1,21,13411,4.99,2005-08-19 22:43:38
573,1,21,13740,4.99,2005-08-20 10:48:43
574,2,21,14077,8.99,2005-08-20 23:24:07
576,2,21,14446,2.99,2005-08-21 12:10:41
578,1,21,14933,2.99,2006-02-14 15:16:03
579,1,22,370,4.99,2005-05-27 07:49:43
589,1,22,9580,4.99,2005-07-31 03:01:11
598,1,22,15658,4.99,2005-08-23 08:48:43
607,1,23,3055,4.99,2005-06-20 13:19:58
612,1,23,6213,2.99,2005-07-11 12:43:07
618,2,23,9209,5.99,2005-07-30 12:55:36
619,2,23,9255,9.99,2005-07-30 14:26:46
621,1,23,10132,6.99,2005-07-31 21:50:24
626,2,23,13429,6.99,2005-08-19 23:25:37
628,2,23,13557,0.99,2005-08-20 04:12:41
630,2,23,15532,2.99,2006-02-14 15:16:03
637,2,24,2963,7.99,2005-06-20 07:33:09
641,2,24,5648,0.99,2005-07-10 07:09:21
645,1,24,9723,0.99,2005-07-31 08:31:18
646,2,24,9925,0.99,2005-07-31 15:08:47
654,1,24,13247,0.99,2005-08-19 16:45:59
655,2,24,15357,4.99,2005-08-22 21:28:59
662,1,25,2901,4.99,2005-06-20 02:41:28
666,2,25,4404,2.99,2005-07-07 21:31:53
672,1,25,9140,8.99,2005-07-30 10:12:01
677,2,25,10860,2.99,2005-08-02 00:12:32
679,1,25,11642,0.99,2005-08-17 04:48:05
683,1,25,15512,0.99,2005-08-23 02:57:30
687,1,26,1440,5.99,2005-06-15 18:53:14
691,2,26,2421,6.99,2005-06-18 17:25:05
692,1,26,2532,4.99,2005-06-19 01:27:46
693,1,26,2745,4.99,2005-06-19 16:21:19
697,2,26,4402,0.99,2005-07-07 21:28:46
707,1,26,10386,3.99,2005-08-01 06:42:20
709,2,26,11314,2.99,2005-08-02 16:04:08
710,1,26,11338,0.99,2005-08-02 17:00:12
714,2,26,14192,8.99,2005-08-21 03:37:42
726,1,27,3038,1.99,2005-06-20 12:28:59
727,2,27,3420,3.99,2005-06-21 17:22:36
736,2,27,9244,0.99,2005-07-30 14:06:53
739,1,27,9908,4.99,2005-07-31 14:39:52
741,1,27,10852,4.99,2005-08-02 00:00:33
749,1,27,15048,0.99,2005-08-22 10:00:04
753,1,28,1543,4.99,2005-06-16 01:24:08
754,2,28,2299,3.99,2005-06-18 08:18:52
756,1,28,3231,0.99,2005-06-21 02:25:00
773,1,28,11856,3.99,2005-08-17 13:44:49
779,1,28,15445,4.99,2005-08-23 00:48:29
780,1,28,15491,2.99,2005-08-23 02:08:40
783,1,29,2655,0.99,2005-06-19 10:38:42
789,1,29,3324,2.99,2005-06-21 08:49:16
790,2,29,4262,6.99,2005-07-07 14:24:30
793,2,29,5442,10.99,2005-07-09 21:55:19
796,1,29,7451,6.99,2005-07-27 18:18:41
799,2,29,9392,4.99,2005-07-30 19:50:13
800,1,29,9946,4.99,2005-07-31 15:48:54
801,1,29,10543,5.99,2005-08-01 12:36:09
807,2,29,12569,6.99,2005-08-18 15:20:46
809,2,29,13173,2.99,2005-08-19 13:50:36
811,2,29,13777,2.99,2005-08-20 12:03:35
816,1,29,14997,5.99,2005-08-22 07:53:00
817,2,29,15577,0.99,2006-02-14 15:16:03
821,2,30,2730,2.99,2005-06-19 15:10:09
825,2,30,5028,5.99,2005-07-09 02:34:45
827,1,30,5289,0.99,2005-07-09 15:14:08
836,1,30,8641,2.99,2005-07-29 14:37:30
838,2,30,9551,0.99,2005-07-31 02:04:58
849,1,30,15063,4.99,2005-08-22 10:39:51
853,1,31,1838,1.99,2005-06-16 23:20:16
858,1,31,2530,0.99,2005-06-19 01:20:00
863,1,31,3701,4.99,2005-07-06 10:12:45
867,1,31,6208,3.99,2005-07-11 12:34:56
873,2,31,8997,0.99,2005-07-30 04:53:56
877,2,31,15816,6.99,2005-08-23 14:58:06
884,2,32,2891,1.99,2005-06-20 02:02:05
888,2,32,4899,0.99,2005-07-08 20:37:11
892,1,32,6122,3.99,2005-07-11 07:58:07
896,1,32,7793,2.99,2005-07-28 07:26:14
901,2,32,11831,4.99,2005-08-17 12:54:47
904,1,32,13931,1.99,2005-08-20 17:16:10
918,2,33,10335,2.99,2005-08-01 04:59:30
922,1,33,13958,7.99,2005-08-20 18:11:44
923,1,33,14002,0.99,2005-08-20 20:12:19
926,2,33,15115,2.99,2005-08-22 12:28:01
929,2,34,2257,5.99,2005-06-18 05:29:52
931,2,34,3508,3.99,2005-07-06 00:24:25
940,1,34,10523,0.99,2005-08-01 11:52:32
946,1,34,12599,2.99,2005-08-18 16:42:45
948,1,34,13371,4.99,2005-08-19 21:21:47
949,2,34,13949,2.99,2005-08-20 17:55:13
953,1,35,424,6.99,2005-05-27 15:34:01
954,1,35,1579,0.99,2005-06-16 04:09:08
956,1,35,2229,4.99,2005-06-18 03:50:18
957,1,35,2231,0.99,2005-06-18 03:52:14
960,2,35,3597,2.99,2005-07-06 05:03:59
961,2,35,4098,4.99,2005-07-07 06:14:51
966,1,35,5963,0.99,2005-07-10 23:47:08
971,1,35,7140,4.99,2005-07-27 06:54:12
972,1,35,8822,6.99,2005-07-29 22:20:21
975,1,35,9579,6.99,2005-07-31 02:59:20
979,1,35,12055,4.99,2005-08-17 21:02:19
980,1,35,13735,2.99,2005-08-20 10:31:01
981,1,35,14110,0.99,2005-08-21 00:53:09
984,1,36,349,0.99,2005-05-27 04:53:11
988,2,36,4560,4.99,2005-07-08 04:58:48
993,1,36,7647,0.99,2005-07-28 01:35:17
994,2,36,7919,6.99,2005-07-28 11:59:45
1000,2,36,10525,2.99,2005-08-01 11:53:17
1004,2,36,11616,4.99,2005-08-17 04:00:01
1008,1,36,13674,4.99,2005-08-20 08:30:54
1013,1,37,1583,4.99,2005-06-16 04:44:23
1021,1,37,9567,5.99,2005-07-31 02:36:11
1022,1,37,10538,2.99,2005-08-01 12:22:41
1024,1,37,13046,7.99,2005-08-19 09:21:10
1034,2,38,1250,2.99,2005-06-15 05:55:40
1045,1,38,5822,2.99,2005-07-10 16:10:39
1046,1,38,6864,5.99,2005-07-12 19:59:25
1053,2,38,9216,0.99,2005-07-30 13:11:19
1056,2,38,10111,2.99,2005-07-31 21:08:33
1060,1,38,11817,4.99,2005-08-17 12:20:01
1063,1,38,14554,4.99,2005-08-21 16:03:01
1066,1,38,15668,2.99,2005-08-23 09:02:04
1070,2,39,2135,0.99,2005-06-17 21:14:02
1074,1,39,4419,5.99,2005-07-07 22:06:24
1075,2,39,4695,8.99,2005-07-08 11:07:59
1083,2,39,8723,7.99,2005-07-29 18:03:47
1084,1,39,8805,2.99,2005-07-29 21:29:58
1090,2,39,10269,4.99,2005-08-01 03:09:26
1091,2,39,10630,0.99,2005-08-01 15:34:46
1095,2,39,13101,7.99,2005-08-19 11:01:54
1105,1,40,6502,0.99,2005-07-12 03:15:45
1107,2,40,8031,0.99,2005-07-28 16:15:49
1109,1,40,9050,8.99,2005-07-30 06:59:55
1113,1,40,10442,2.99,2005-08-01 08:58:08
1116,2,40,12396,9.99,2005-08-18 09:11:23
1131,2,41,7153,4.99,2005-07-27 07:15:38
1133,2,41,8008,6.99,2005-07-28 15:25:55
1135,1,41,8134,6.99,2005-07-28 20:01:23
1139,1,41,10064,2.99,2005-07-31 19:27:02
1141,2,41,10495,4.99,2005-08-01 10:45:51
1143,2,41,12147,2.99,2005-08-18 00:10:20
1148,1,41,15875,2.99,2006-02-14 15:16:03
1149,1,42,635,5.99,2005-05-28 17:46:57
1151,2,42,2056,2.99,2005-06-17 15:27:33
1154,2,42,4391,2.99,2005-07-07 21:09:38
1156,2,42,5517,5.99,2005-07-10 01:15:00
1166,2,42,8785,2.99,2005-07-29 20:36:26
1168,2,42,8915,3.99,2005-07-30 01:42:09
1171,2,42,10845,2.99,2005-08-01 23:47:03
1174,2,42,12499,2.99,2005-08-18 13:05:37
1176,1,42,15442,2.99,2005-08-23 00:42:49
1179,2,43,123,4.99,2005-05-25 20:26:42
1182,2,43,3683,1.99,2005-07-06 09:25:56
1186,1,43,5831,2.99,2005-07-10 16:34:02
1190,1,43,7348,4.99,2005-07-27 14:32:32
1194,1,43,11753,4.99,2005-08-17 09:11:52
1202,1,43,15745,0.0,2006-02-14 15:16:03
1204,1,44,99,4.99,2005-05-25 16:50:20
1213,2,44,4723,9.99,2005-07-08 12:44:59
1214,1,44,5551,3.99,2005-07-10 03:01:09
1216,2,44,5849,6.99,2005-07-10 17:32:33
1219,2,44,7526,6.99,2005-07-27 21:13:47
1230,1,45,1806,4.99,2005-06-16 20:41:57
1232,2,45,2722,4.99,2005-06-19 14:55:17
1237,1,45,5405,7.99,2005-07-09 20:11:49
1251,1,45,13340,3.99,2005-08-19 20:18:39
1258,1,46,938,2.99,2005-05-30 14:47:31
1259,1,46,1166,4.99,2005-06-14 23:17:03
1263,2,46,2965,8.99,2005-06-20 07:33:38
1264,2,46,2975,4.99,2005-06-20 08:06:18
1266,2,46,3855,2.99,2005-07-06 17:03:48
1270,2,46,8152,3.99,2005-07-28 20:53:05
1271,2,46,9045,8.99,2005-07-30 06:36:57
1272,2,46,9806,2.99,2005-07-31 11:13:49
1274,2,46,10428,4.99,2005-08-01 08:30:11
1289,1,46,15758,5.99,2005-08-23 12:47:26
1302,2,47,8159,4.99,2005-07-28 21:09:28
1303,2,47,8402,6.99,2005-07-29 06:25:45
1307,2,47,11477,5.99,2005-08-02 22:09:01
1310,1,47,14397,0.99,2005-08-21 10:25:56
1311,2,47,15846,2.99,2005-08-23 15:39:18
1313,1,48,297,2.99,2005-05-26 20:48:48
1315,2,48,1689,9.99,2005-06-16 12:18:41
1317,2,48,3758,4.99,2005-07-06 12:43:11
1322,1,48,8716,6.99,2005-07-29 17:39:09
1323,1,48,9402,7.99,2005-07-30 20:18:27
1324,2,48,9742,7.99,2005-07-31 09:10:20
1329,2,49,96,1.99,2005-05-25 16:32:19
1333,1,49,1164,0.99,2005-06-14 23:16:26
1336,2,49,1777,6.99,2005-06-16 18:52:12
1339,2,49,3615,0.99,2005-07-06 05:47:47
1342,1,49,6279,6.99,2005-07-11 16:26:07
1344,2,49,6759,4.99,2005-07-12 15:14:48
1346,2,49,7742,8.99,2005-07-28 05:33:16
1347,2,49,8553,10.99,2005-07-29 11:15:36
1350,1,49,10144,4.99,2005-07-31 22:13:52
1356,1,49,14676,2.99,2005-08-21 20:02:18
1367,2,50,5290,4.99,2005-07-09 15:14:47
1370,1,50,5928,6.99,2005-07-10 21:58:30
1373,1,50,7383,4.99,2005-07-27 15:46:53
1375,1,50,8261,0.99,2005-07-29 01:11:05
1383,2,50,10261,4.99,2005-08-01 02:58:27
1399,2,51,5304,5.99,2005-07-09 15:48:06
1405,1,51,8495,4.99,2005-07-29 09:05:06
1406,1,51,8693,0.99,2005-07-29 16:44:13
1408,2,51,9649,0.99,2005-07-31 05:46:54
1412,1,51,11302,2.99,2005-08-02 15:38:03
1420,2,51,13882,2.99,2005-08-20 15:23:26
1424,1,51,14903,4.99,2005-08-22 04:31:50
1426,1,52,1196,4.99,2005-06-15 01:38:31
1428,1,52,2862,2.99,2005-06-19 23:47:24
1430,1,52,3997,1.99,2005-07-06 23:46:52
1431,1,52,5308,0.99,2005-07-09 15:58:38
1432,2,52,5313,3.99,2005-07-09 16:04:45
1444,1,52,11068,0.99,2005-08-02 07:08:07
1445,1,52,11731,3.99,2005-08-17 08:24:35
1448,2,52,13090,5.99,2005-08-19 10:39:54
1455,1,53,378,2.99,2005-05-27 09:23:22
1463,2,53,3140,2.99,2005-06-20 19:47:12
1465,2,53,3591,2.99,2005-07-06 04:37:10
1468,2,53,7466,2.99,2005-07-27 18:51:17
1473,1,53,12054,5.99,2005-08-17 20:59:56
1486,2,54,545,3.99,2005-05-28 07:10:20
1491,2,54,4657,4.99,2005-07-08 09:51:02
1499,2,54,10489,5.99,2005-08-01 10:27:42
1500,2,54,10882,5.99,2005-08-02 00:47:16
1505,2,54,12775,5.99,2005-08-18 23:35:56
1508,2,54,13315,2.99,2005-08-19 19:16:18
1511,1,54,15226,10.99,2005-08-22 17:20:17
1515,1,55,1048,0.99,2005-05-31 06:49:53
1528,2,55,11287,1.99,2005-08-02 14:49:51
1542,1,56,2989,0.99,2005-06-20 08:59:37
1543,1,56,3718,7.99,2005-07-06 10:57:56
1544,2,56,3771,2.99,2005-07-06 13:19:34
1546,2,56,4702,4.99,2005-07-08 11:41:36
1550,2,56,7942,0.99,2005-07-28 12:49:44
1553,2,56,10678,0.99,2005-08-01 17:26:24
1562,2,56,14534,0.99,2005-08-21 15:16:29
1570,2,57,2910,7.99,2005-06-20 03:31:18
1571,1,57,3357,0.99,2005-06-21 11:55:42
1572,1,57,3727,4.99,2005-07-06 11:16:43
1574,1,57,5060,4.99,2005-07-09 04:28:03
1575,1,57,5694,0.99,2005-07-10 09:40:38
1578,1,57,6494,1.99,2005-07-12 02:42:51
1581,1,57,9086,0.99,2005-07-30 08:18:46
1582,2,57,9136,0.99,2005-07-30 10:07:20
1583,1,57,9211,1.99,2005-07-30 12:59:45
1587,2,57,12925,5.99,2005-08-19 04:59:01
1590,2,57,13929,9.99,2005-08-20 17:13:48
1596,1,58,2191,4.99,2005-06-18 01:33:09
1600,2,58,4131,4.99,2005-07-07 07:53:18
1602,1,58,7063,9.99,2005-07-27 03:52:27
1606,2,58,10037,2.99,2005-07-31 18:48:08
1612,1,58,13194,6.99,2005-08-19 14:34:12
1617,1,58,14665,6.99,2005-08-21 19:49:46
1620,2,59,212,4.99,2005-05-26 08:34:41
1625,1,59,2921,3.99,2005-06-20 04:13:04
1627,1,59,4384,4.99,2005-07-07 20:46:45
1628,1,59,4631,4.99,2005-07-08 08:38:22
1632,1,59,5830,4.99,2005-07-10 16:34:00
1634,2,59,8643,4.99,2005-07-29 14:45:23
1639,2,59,13282,2.99,2005-08-19 18:08:18
1641,2,59,13921,4.99,2005-08-20 16:57:11
1648,2,60,706,1.99,2005-05-29 03:05:49
1649,2,60,934,2.99,2005-05-30 13:24:46
1650,2,60,1482,4.99,2005-06-15 21:18:16
1653,1,60,3849,2.99,2005-07-06 16:49:43
1657,1,60,7494,0.99,2005-07-27 19:56:31
1660,2,60,10680,0.99,2005-08-01 17:28:05
1663,1,60,12084,1.99,2005-08-17 22:16:49
1668,1,60,15632,0.99,2005-08-23 07:30:26
1669,1,60,15649,2.99,2005-08-23 08:28:03
1670,2,60,12489,9.98,2006-02-14 15:16:03
1672,1,61,1157,0.99,2005-05-31 22:47:45
1673,1,61,7027,7.99,2005-07-27 02:50:15
1675,2,61,8029,6.99,2005-07-28 16:11:21
1677,1,61,8651,3.99,2005-07-29 15:02:18
1681,1,61,12072,9.99,2005-08-17 21:50:25
1685,1,61,15681,1.99,2005-08-23 09:35:34
1691,2,62,3021,4.99,2005-06-20 11:13:01
1693,1,62,3287,0.99,2005-06-21 06:32:39
1704,2,62,14574,1.99,2005-08-21 16:50:34
1705,2,62,14594,2.99,2005-08-21 17:34:24
1714,2,63,5832,4.99,2005-07-10 16:34:48
1715,2,63,6769,3.99,2005-07-12 15:48:54
1720,2,63,9549,3.99,2005-07-31 01:57:04
1724,1,63,10288,6.99,2005-08-01 03:38:42
1726,2,63,12342,2.99,2005-08-18 07:12:46
1727,2,63,12515,0.99,2005-08-18 13:39:26
1739,2,64,3982,0.99,2005-07-06 23:14:16
1741,1,64,4690,1.99,2005-07-08 11:04:02
1744,1,64,5114,3.99,2005-07-09 07:07:05
1745,2,64,5279,2.99,2005-07-09 14:46:36
1748,2,64,6457,0.99,2005-07-12 01:06:35
1759,2,64,10714,4.99,2005-08-01 18:51:29
1761,1,64,12409,0.99,2005-08-18 09:43:58
1767,1,65,295,4.99,2005-05-26 20:33:20
1771,1,65,3535,4.99,2005-07-06 01:32:46
1774,1,65,5735,3.99,2005-07-10 11:39:15
1775,2,65,6527,0.99,2005-07-12 04:23:06
1778,2,65,8404,5.99,2005-07-29 06:27:01
1788,1,65,14356,0.99,2005-08-21 09:08:51
1790,1,66,1236,2.99,2005-06-15 04:34:27
1799,2,66,4088,2.99,2005-07-07 05:31:55
1818,1,66,14217,6.99,2005-08-21 04:37:56
1821,2,66,15026,4.99,2005-08-22 09:01:52
1825,1,67,2064,3.99,2005-06-17 15:57:56
1826,1,67,2542,3.99,2005-06-19 02:08:39
1830,2,67,5399,2.99,2005-07-09 19:52:44
1831,2,67,5510,2.99,2005-07-10 00:58:37
1838,1,67,11894,8.99,2005-08-17 15:15:01
1849,1,68,2686,2.99,2005-06-19 12:44:20
1854,1,68,4925,3.99,2005-07-08 21:56:00
1855,1,68,6512,4.99,2005-07-12 03:42:49
1858,2,68,9642,4.99,2005-07-31 05:33:57
1869,1,69,1549,2.99,2005-06-16 01:57:15
1872,1,69,4265,0.99,2005-07-07 14:27:51
1873,1,69,4427,0.99,2005-07-07 22:28:51
1874,2,69,5569,3.99,2005-07-10 03:38:32
1881,2,69,10074,0.99,2005-07-31 19:57:16
1883,1,69,12012,2.99,2005-08-17 19:20:48
1888,2,69,14685,0.99,2005-08-21 20:31:25
1890,1,69,15547,2.99,2005-08-23 04:25:50
1892,2,70,1044,4.99,2005-05-31 06:24:44
1895,1,70,5927,5.99,2005-07-10 21:57:14
1898,1,70,7714,2.99,2005-07-28 04:32:30
1903,1,70,12003,4.99,2005-08-17 18:56:05
1912,2,71,1873,2.99,2005-06-17 02:38:28
1915,2,71,4614,4.99,2005-07-08 07:45:17
1920,2,71,5814,4.99,2005-07-10 15:46:50
1921,2,71,6020,0.99,2005-07-11 02:08:55
1923,2,71,7160,0.99,2005-07-27 07:26:06
1928,1,71,8574,1.99,2005-07-29 11:51:53
1929,1,71,8668,4.99,2005-07-29 15:41:31
1934,1,71,14105,7.99,2005-08-21 00:44:34
1937,2,71,14904,3.99,2005-08-22 04:32:01
1953,2,72,9648,4.99,2005-07-31 05:46:03
1955,2,72,11206,6.99,2005-08-02 11:58:03
1959,1,72,11923,2.99,2005-08-17 16:21:47
1973,2,73,2940,4.99,2005-06-20 05:20:01
1974,2,73,4327,2.99,2005-07-07 18:01:39
1982,1,73,9212,2.99,2005-07-30 13:03:13
1990,1,73,13886,4.99,2005-08-20 15:34:43
1994,2,74,1121,6.99,2005-05-31 16:37:36
1998,2,74,3445,7.99,2005-06-21 20:40:28
2000,1,74,5530,2.99,2005-07-10 02:13:49
2002,2,74,5917,4.99,2005-07-10 21:30:22
2003,1,74,6241,7.99,2005-07-11 14:40:48
2010,2,74,12374,3.99,2005-08-18 08:07:45
2011,2,74,12477,3.99,2005-08-18 12:25:01
2019,2,74,15739,4.99,2005-08-23 11:56:22
2020,1,74,16046,0.99,2005-08-23 22:26:47
2024,1,75,2161,7.99,2005-06-17 23:39:50
2029,2,75,4179,2.99,2005-07-07 10:17:15
2031,1,75,4639,5.99,2005-07-08 08:57:21
2032,2,75,5260,2.99,2005-07-09 14:05:45
2033,2,75,6052,0.99,2005-07-11 03:51:27
2036,2,75,6530,0.99,2005-07-12 04:33:19
2039,1,75,7454,4.99,2005-07-27 18:27:26
2050,1,75,10871,4.99,2005-08-02 00:27:24
2060,1,75,14488,0.0,2006-02-14 15:16:03
2063,1,76,926,0.99,2005-05-30 12:15:54
2065,1,76,1791,6.99,2005-06-16 20:04:28
2071,2,76,5571,0.99,2005-07-10 03:48:20
2073,2,76,8253,6.99,2005-07-29 00:57:06
2075,2,76,8405,3.99,2005-07-29 06:28:19
2076,1,76,8935,0.99,2005-07-30 02:38:45
2078,2,76,10082,0.99,2005-07-31 20:09:32
2092,2,77,2452,8.99,2005-06-18 19:29:21
2096,2,77,6168,0.99,2005-07-11 10:21:38
2102,2,77,10184,4.99,2005-08-01 00:09:33
2108,1,77,12065,6.99,2005-08-17 21:31:46
2109,2,77,12328,1.99,2005-08-18 06:43:56
2110,2,77,13752,9.99,2005-08-20 11:17:45
2119,2,78,4778,0.99,2005-07-08 15:51:51
2123,1,78,6344,4.99,2005-07-11 20:04:43
2126,2,78,7926,3.99,2005-07-28 12:13:02
2127,1,78,7957,6.99,2005-07-28 13:34:08
2130,2,78,10350,3.99,2005-08-01 05:30:05
2132,1,78,10831,7.99,2005-08-01 23:22:45
2136,2,78,13124,5.99,2005-08-19 11:55:59
2141,1,78,14810,2.99,2005-08-22 01:08:34
2144,1,79,840,4.99,2005-05-30 00:28:41
2155,1,79,5555,2.99,2005-07-10 03:08:55
2161,1,79,9989,0.99,2005-07-31 17:22:39
2163,2,79,11641,4.99,2005-08-17 04:45:39
2166,1,80,2596,2.99,2005-06-19 05:48:26
2167,2,80,2805,8.99,2005-06-19 19:29:17
2169,2,80,3623,4.99,2005-07-06 06:05:23
2172,1,80,4688,5.99,2005-07-08 11:03:29
2175,1,80,6199,5.99,2005-07-11 12:16:03
2178,2,80,7558,0.99,2005-07-27 22:19:08
2180,1,80,8884,6.99,2005-07-30 00:26:22
2185,2,80,11839,0.99,2005-08-17 13:08:45
2188,1,80,13352,4.99,2005-08-19 20:51:40
2189,2,80,13395,0.99,2005-08-19 22:05:40
2193,1,80,15648,8.99,2005-08-23 08:27:57
2194,1,80,16012,5.99,2005-08-23 21:13:39
2197,1,81,2714,1.99,2005-06-19 14:26:09
