assays_assay_id,assays_src_id,assays_tissue_id,assays_confidence_score,assays_doc_id,assays_assay_organism,assays_assay_subcellular_fraction,assays_tid,assays_relationship_type,assays_curated_by,assays_src_assay_id,assays_chembl_id,assays_cell_id,assays_bao_format,assays_variant_id
78,1,,9,11347,Rattus norvegicus,,100121,D,Expert,,CHEMBL615199,,BAO_0000357,
79,1,,8,17117,,,11231,H,Expert,,CHEMBL615200,,BAO_0000357,
80,1,,8,17117,,,11231,H,Expert,,CHEMBL615201,,BAO_0000357,
81,1,,8,17117,,,11231,H,Expert,,CHEMBL615202,,BAO_0000357,
82,1,,8,11375,Candida albicans,Microsomes,11231,H,Autocuration,,CHEMBL615203,,BAO_0000251,
83,1,,8,11375,Candida albicans,Microsomes,11231,H,Autocuration,,CHEMBL615204,,BAO_0000251,
84,1,,8,11375,Saccharomyces cerevisiae,Microsomes,11231,H,Autocuration,,CHEMBL615205,,BAO_0000251,
85,1,,8,11375,Saccharomyces cerevisiae,Microsomes,11231,H,Autocuration,,CHEMBL615206,,BAO_0000251,
86,1,2107.0,8,11375,Sus scrofa,Microsomes,12083,H,Autocuration,,CHEMBL615207,,BAO_0000251,
87,1,,8,791,Rattus norvegicus,,11231,H,Autocuration,,CHEMBL827084,,BAO_0000019,
88,1,,8,791,Rattus norvegicus,,11231,H,Autocuration,,CHEMBL615208,,BAO_0000019,
89,1,,8,791,Rattus norvegicus,,11231,H,Autocuration,,CHEMBL615209,,BAO_0000019,
90,1,2107.0,9,11375,Rattus norvegicus,Microsomes,12083,D,Autocuration,,CHEMBL615210,,BAO_0000251,
91,1,2107.0,9,11375,Rattus norvegicus,Microsomes,12083,D,Autocuration,,CHEMBL615211,,BAO_0000251,
92,1,2107.0,9,153,Rattus norvegicus,Microsomes,12083,D,Autocuration,,CHEMBL615212,,BAO_0000251,
93,1,,8,8269,,,11377,H,Expert,,CHEMBL615213,,BAO_0000357,
94,1,,8,8269,,,11377,H,Expert,,CHEMBL615273,,BAO_0000357,
95,1,,1,17653,Homo sapiens,,81020,N,Expert,,CHEMBL615274,726.0,BAO_0000219,
96,1,,1,14277,Homo sapiens,,81020,N,Intermediate,,CHEMBL615275,726.0,BAO_0000219,
97,1,,1,1717,Homo sapiens,,81020,N,Intermediate,,CHEMBL615276,726.0,BAO_0000219,
98,1,,1,14091,Homo sapiens,,81020,N,Intermediate,,CHEMBL615277,726.0,BAO_0000219,
99,1,,1,14091,Homo sapiens,,81020,N,Intermediate,,CHEMBL615326,726.0,BAO_0000219,
100,1,,1,17653,Hepatitis B virus,,50606,N,Expert,,CHEMBL883130,,BAO_0000218,
101,1,,1,13105,Homo sapiens,,81020,N,Intermediate,,CHEMBL884519,726.0,BAO_0000219,
102,1,,1,1717,Homo sapiens,,81020,N,Intermediate,,CHEMBL615327,726.0,BAO_0000219,
103,1,,1,13105,Homo sapiens,,81020,N,Intermediate,,CHEMBL615328,726.0,BAO_0000219,
104,1,,1,13600,Homo sapiens,,50587,N,Intermediate,,CHEMBL615329,,BAO_0000218,
105,1,,1,13467,Homo sapiens,,50587,N,Intermediate,,CHEMBL615330,,BAO_0000218,
106,1,,1,17477,Hepatitis B virus,,50606,N,Expert,,CHEMBL615331,,BAO_0000218,
107,1,,1,1593,Homo sapiens,,50587,N,Intermediate,,CHEMBL615332,,BAO_0000218,
108,1,,1,1593,Homo sapiens,,50587,N,Intermediate,,CHEMBL615333,,BAO_0000218,
109,1,,1,15089,Homo sapiens,,50587,N,Intermediate,,CHEMBL615334,,BAO_0000218,
110,1,,1,15089,Homo sapiens,,50587,N,Intermediate,,CHEMBL615335,,BAO_0000218,
111,1,,1,1593,Homo sapiens,,50587,N,Intermediate,,CHEMBL615336,,BAO_0000218,
112,1,,1,1593,Homo sapiens,,50587,N,Intermediate,,CHEMBL615337,,BAO_0000218,
113,1,,1,13600,Homo sapiens,,50587,N,Intermediate,,CHEMBL615338,,BAO_0000218,
114,1,,1,13467,Homo sapiens,,50587,N,Intermediate,,CHEMBL615339,,BAO_0000218,
115,1,,1,13467,Homo sapiens,,50587,N,Intermediate,,CHEMBL615340,,BAO_0000218,
116,1,,1,14764,Homo sapiens,,81020,N,Intermediate,,CHEMBL615341,726.0,BAO_0000219,
117,1,,0,6531,Homo sapiens,Microsomes,22226,U,Autocuration,,CHEMBL615342,,BAO_0000251,
118,1,,0,17322,,,22226,U,Autocuration,,CHEMBL615343,,BAO_0000019,
119,1,,1,17072,Homo sapiens,,80612,N,Intermediate,,CHEMBL615344,388.0,BAO_0000219,
120,1,,1,16936,Homo sapiens,,80612,N,Intermediate,,CHEMBL615345,388.0,BAO_0000219,
121,1,,1,16936,Homo sapiens,,80612,N,Intermediate,,CHEMBL615346,388.0,BAO_0000219,
122,1,,1,17146,Homo sapiens,,80612,N,Intermediate,,CHEMBL615347,388.0,BAO_0000219,
123,1,,1,17146,Homo sapiens,,80612,N,Intermediate,,CHEMBL615348,388.0,BAO_0000219,
124,1,,1,10797,Homo sapiens,,80613,N,Intermediate,,CHEMBL827085,561.0,BAO_0000219,
125,1,,1,10797,Homo sapiens,,80613,N,Intermediate,,CHEMBL615349,561.0,BAO_0000219,
126,1,,1,10797,Homo sapiens,,80614,N,Intermediate,,CHEMBL615350,389.0,BAO_0000219,
127,1,,1,10797,Homo sapiens,,80614,N,Intermediate,,CHEMBL615351,389.0,BAO_0000219,
128,1,,2,4823,Homo sapiens,,100256,S,Expert,,CHEMBL615352,,BAO_0000220,
129,1,,2,12912,Homo sapiens,,100256,S,Intermediate,,CHEMBL615353,,BAO_0000220,
130,1,,2,2957,,,100256,S,Expert,,CHEMBL615354,,BAO_0000220,
131,1,,2,2957,,,100256,S,Expert,,CHEMBL615355,,BAO_0000220,
132,1,,2,3260,,,100256,S,Intermediate,,CHEMBL615356,,BAO_0000220,
133,1,,0,3451,Homo sapiens,,22226,U,Autocuration,,CHEMBL615357,,BAO_0000019,
134,1,,1,13885,Homo sapiens,,81020,N,Intermediate,,CHEMBL615358,726.0,BAO_0000219,
135,1,,1,13885,Homo sapiens,,81020,N,Intermediate,,CHEMBL827086,726.0,BAO_0000219,
136,1,,0,3676,,,22226,U,Autocuration,,CHEMBL615359,,BAO_0000019,
137,1,,8,6043,,,235,H,Autocuration,,CHEMBL615360,,BAO_0000357,
138,1,948.0,0,11140,Rattus norvegicus,,22226,U,Autocuration,,CHEMBL615361,,BAO_0000218,
139,1,,8,10543,,,19640,H,Autocuration,,CHEMBL615362,,BAO_0000019,
140,1,,8,10543,,,19640,H,Expert,,CHEMBL615363,,BAO_0000019,
141,1,,8,10543,,,19640,H,Autocuration,,CHEMBL615364,,BAO_0000357,
142,1,,8,10543,,,19640,H,Expert,,CHEMBL615365,,BAO_0000019,
143,1,,1,11365,Mus musculus,,80360,N,Intermediate,,CHEMBL615366,524.0,BAO_0000219,
144,1,,1,11365,Mus musculus,,80360,N,Intermediate,,CHEMBL615367,524.0,BAO_0000219,
145,1,,1,11803,Homo sapiens,,80384,N,Intermediate,,CHEMBL615368,554.0,BAO_0000219,
146,1,,0,11803,Ovis aries,,22226,U,Autocuration,,CHEMBL615369,,BAO_0000019,
147,1,,0,11803,Ovis aries,,22226,U,Autocuration,,CHEMBL615370,,BAO_0000019,
148,1,,8,12278,,,191,H,Autocuration,,CHEMBL615673,,BAO_0000357,
149,1,,0,8249,Homo sapiens,,22226,U,Autocuration,,CHEMBL615674,,BAO_0000019,
150,1,,0,8249,Homo sapiens,,22226,U,Autocuration,,CHEMBL615675,,BAO_0000019,
151,1,,0,8249,Homo sapiens,,22226,U,Autocuration,,CHEMBL615676,635.0,BAO_0000219,
152,1,,0,8249,Homo sapiens,,22226,U,Autocuration,,CHEMBL615677,635.0,BAO_0000219,
153,1,,0,8249,Homo sapiens,,22226,U,Autocuration,,CHEMBL615678,635.0,BAO_0000219,
154,1,,0,8249,Homo sapiens,,22226,U,Autocuration,,CHEMBL615679,635.0,BAO_0000219,
155,1,,0,8249,Homo sapiens,,22226,U,Autocuration,,CHEMBL615680,,BAO_0000019,
156,1,,0,8249,Homo sapiens,,22226,U,Autocuration,,CHEMBL615681,,BAO_0000019,
157,1,,6,16992,,,104290,H,Autocuration,,CHEMBL857972,,BAO_0000249,
158,1,,1,10543,Streptococcus pyogenes,,50264,N,Intermediate,,CHEMBL857899,,BAO_0000218,
159,1,,1,17833,Human herpesvirus 3,,50527,N,Intermediate,,CHEMBL615371,,BAO_0000218,
160,1,,1,17290,vericilla zoster virus,,50527,N,Expert,,CHEMBL615372,468.0,BAO_0000218,
161,1,,1,17290,vericilla zoster virus,,50527,N,Intermediate,,CHEMBL615373,,BAO_0000218,
162,1,,1,17290,vericilla zoster virus,,50527,N,Intermediate,,CHEMBL615374,,BAO_0000218,
163,1,,1,10932,escherichia cloac,,50145,N,Intermediate,,CHEMBL615375,,BAO_0000218,
164,1,,0,9707,,,22226,U,Autocuration,,CHEMBL615376,,BAO_0000019,
165,1,,8,2346,Candida albicans,,11143,H,Expert,,CHEMBL615377,,BAO_0000249,
166,1,,8,2205,Candida glabrata CBS 138,,18077,H,Expert,,CHEMBL615378,,BAO_0000357,
167,1,,1,11900,Homo sapiens,,80609,N,Intermediate,,CHEMBL615379,832.0,BAO_0000219,
168,1,,9,14864,Rattus norvegicus,,12166,D,Expert,,CHEMBL615380,,BAO_0000219,
169,1,,9,16474,Glycine max,,100171,D,Autocuration,,CHEMBL615381,,BAO_0000357,
170,1,,9,16474,Glycine max,,100171,D,Autocuration,,CHEMBL615382,,BAO_0000357,
171,1,,9,16474,Glycine max,,100171,D,Autocuration,,CHEMBL615383,,BAO_0000357,
172,1,,9,16474,Glycine max,,100171,D,Autocuration,,CHEMBL615384,,BAO_0000357,
173,1,,9,3094,Glycine max,,100171,D,Autocuration,,CHEMBL615385,,BAO_0000357,
174,1,,9,3094,Glycine max,,100171,D,Autocuration,,CHEMBL615386,,BAO_0000357,
175,1,,9,3094,Glycine max,,100171,D,Autocuration,,CHEMBL615387,,BAO_0000357,
176,1,,9,3094,Glycine max,,100171,D,Autocuration,,CHEMBL615388,,BAO_0000357,
177,1,,9,3094,Glycine max,,100171,D,Autocuration,,CHEMBL615214,,BAO_0000357,
178,1,,9,3094,Glycine max,,100171,D,Autocuration,,CHEMBL827087,,BAO_0000357,
179,1,,9,3094,Glycine max,,100171,D,Autocuration,,CHEMBL615215,,BAO_0000357,
180,1,,9,3094,Glycine max,,100171,D,Autocuration,,CHEMBL615216,,BAO_0000357,
181,1,,9,3094,Glycine max,,100171,D,Autocuration,,CHEMBL615217,,BAO_0000357,
182,1,,9,3094,Glycine max,,100171,D,Autocuration,,CHEMBL615218,,BAO_0000357,
183,1,,9,3094,Glycine max,,100171,D,Autocuration,,CHEMBL615219,,BAO_0000357,
184,1,,0,10413,Mus musculus,,22226,U,Autocuration,,CHEMBL615220,,BAO_0000019,
185,1,,1,16929,Mus musculus,,80049,N,Intermediate,,CHEMBL615221,294.0,BAO_0000219,
186,1,,0,1229,,,22226,U,Intermediate,,CHEMBL615222,,BAO_0000019,
187,1,,8,16587,,,11489,H,Autocuration,,CHEMBL615223,,BAO_0000357,
188,1,,8,16587,,,11862,H,Autocuration,,CHEMBL615224,,BAO_0000357,
189,1,,8,16587,,,11862,H,Autocuration,,CHEMBL615225,,BAO_0000357,
190,1,,8,16587,,,11489,H,Autocuration,,CHEMBL615226,,BAO_0000357,
191,1,,8,16587,,,11862,H,Autocuration,,CHEMBL615227,,BAO_0000357,
192,1,,9,8058,Bos taurus,,12347,D,Expert,,CHEMBL615228,,BAO_0000019,
193,1,,9,9065,Rattus norvegicus,,100120,D,Expert,,CHEMBL615229,,BAO_0000357,
194,1,2369.0,9,8865,Rattus norvegicus,,100120,D,Expert,,CHEMBL615230,,BAO_0000357,
195,1,,9,9066,Rattus norvegicus,,100120,D,Expert,,CHEMBL615231,,BAO_0000357,
196,1,,9,8394,Rattus norvegicus,,100120,D,Expert,,CHEMBL884520,,BAO_0000357,
197,1,,9,8394,Rattus norvegicus,,100120,D,Expert,,CHEMBL615232,,BAO_0000357,
198,1,,8,6431,,,10328,H,Autocuration,,CHEMBL615233,,BAO_0000019,
199,1,,8,6431,,,11490,H,Autocuration,,CHEMBL827088,,BAO_0000357,
200,1,,8,6431,,,11490,H,Autocuration,,CHEMBL615234,,BAO_0000357,
201,1,,8,9295,,,11134,H,Autocuration,,CHEMBL615235,,BAO_0000019,
202,1,,8,10193,,,12052,H,Autocuration,,CHEMBL615236,,BAO_0000019,
203,1,,8,13622,,,11134,H,Autocuration,,CHEMBL615237,,BAO_0000019,
204,1,,8,12079,,,11134,H,Autocuration,,CHEMBL615238,,BAO_0000019,
205,1,,8,13622,,,11134,H,Autocuration,,CHEMBL615239,,BAO_0000019,
206,1,,9,12079,Homo sapiens,,11134,D,Autocuration,,CHEMBL615240,,BAO_0000019,
207,1,,8,13500,,,11835,H,Expert,,CHEMBL615241,,BAO_0000019,
208,1,,8,13723,,,11601,H,Expert,,CHEMBL615242,,BAO_0000357,
209,1,,8,16474,,,11134,H,Autocuration,,CHEMBL615243,,BAO_0000019,
210,1,,8,1630,,,11134,H,Autocuration,,CHEMBL615244,,BAO_0000019,
211,1,,8,167,,,11134,H,Autocuration,,CHEMBL615245,,BAO_0000019,
212,1,,8,16474,,,11134,H,Autocuration,,CHEMBL615246,,BAO_0000019,
213,1,,8,167,,,11134,H,Autocuration,,CHEMBL615247,,BAO_0000019,
214,1,,8,16474,,,11134,H,Autocuration,,CHEMBL615248,,BAO_0000019,
215,1,,8,10091,,,11601,H,Autocuration,,CHEMBL615249,,BAO_0000357,
216,1,,8,11966,,,11601,H,Autocuration,,CHEMBL615250,,BAO_0000357,
217,1,,8,951,,,12052,H,Autocuration,,CHEMBL615251,,BAO_0000019,
218,1,,8,10997,,,12052,H,Autocuration,,CHEMBL615252,,BAO_0000019,
219,1,,8,10193,,,12052,H,Expert,,CHEMBL828340,,BAO_0000019,
220,1,,8,10193,,,12052,H,Autocuration,,CHEMBL615253,,BAO_0000019,
221,1,,8,10193,,,12052,H,Autocuration,,CHEMBL615254,,BAO_0000019,
222,1,,8,10193,,,12052,H,Autocuration,,CHEMBL615255,,BAO_0000019,
223,1,,8,10193,,,12052,H,Autocuration,,CHEMBL615256,,BAO_0000019,
224,1,,8,10193,,,12052,H,Autocuration,,CHEMBL615257,,BAO_0000019,
225,1,,8,11087,,,12052,H,Autocuration,,CHEMBL615258,,BAO_0000019,
226,1,,1,15569,Homo sapiens,,80007,N,Intermediate,,CHEMBL615259,621.0,BAO_0000219,
227,1,,1,12989,Homo sapiens,,80007,N,Expert,,CHEMBL615260,621.0,BAO_0000219,
228,1,,1,16745,Homo sapiens,,80007,N,Intermediate,,CHEMBL615261,621.0,BAO_0000219,
229,1,,1,15569,Homo sapiens,,80007,N,Intermediate,,CHEMBL615262,621.0,BAO_0000219,
230,1,,1,12989,Homo sapiens,,80007,N,Expert,,CHEMBL615263,621.0,BAO_0000219,
231,1,,1,12989,Homo sapiens,,80007,N,Expert,,CHEMBL838393,621.0,BAO_0000219,
232,1,,1,16745,Homo sapiens,,80007,N,Intermediate,,CHEMBL615264,621.0,BAO_0000219,
233,1,,9,6210,Homo sapiens,,84,D,Expert,,CHEMBL615265,,BAO_0000357,
234,1,,9,6210,Homo sapiens,,68,D,Expert,,CHEMBL615266,,BAO_0000357,
235,1,,8,6226,,,68,H,Expert,,CHEMBL615267,,BAO_0000357,
236,1,,8,17855,,,10201,H,Expert,,CHEMBL615268,,BAO_0000357,
237,1,,8,17855,,,10201,H,Expert,,CHEMBL615269,,BAO_0000357,
238,1,,8,17855,,,10201,H,Expert,,CHEMBL615270,,BAO_0000357,
239,1,,8,10413,,,12220,H,Autocuration,,CHEMBL615271,,BAO_0000357,
240,1,,8,10413,Escherichia coli,,11303,H,Autocuration,,CHEMBL615272,,BAO_0000357,
241,1,,8,10413,Escherichia coli,,11303,H,Autocuration,,CHEMBL615103,,BAO_0000357,
242,1,,8,10413,Escherichia coli,,11303,H,Autocuration,,CHEMBL615104,,BAO_0000357,
243,1,,8,10413,,,12220,H,Autocuration,,CHEMBL615105,,BAO_0000357,
244,1,,8,10413,,,12220,H,Autocuration,,CHEMBL872866,,BAO_0000357,
245,1,,8,7587,Sus scrofa,,11303,H,Autocuration,,CHEMBL615106,,BAO_0000357,
246,1,,8,7587,Sus scrofa,,11303,H,Autocuration,,CHEMBL615107,,BAO_0000019,
247,1,,8,7587,Sus scrofa,,11303,H,Autocuration,,CHEMBL615108,,BAO_0000357,
248,1,,8,7587,Sus scrofa,,11303,H,Autocuration,,CHEMBL615109,,BAO_0000357,
249,1,,8,7587,Sus scrofa,,11303,H,Autocuration,,CHEMBL615110,,BAO_0000357,
250,1,,8,7587,Sus scrofa,,11303,H,Autocuration,,CHEMBL840105,,BAO_0000019,
251,1,,8,7587,Sus scrofa,,11303,H,Autocuration,,CHEMBL615111,,BAO_0000019,
252,1,,8,7587,Sus scrofa,,11303,H,Autocuration,,CHEMBL615112,,BAO_0000019,
253,1,,8,7587,Sus scrofa,,11303,H,Autocuration,,CHEMBL615113,,BAO_0000019,
254,1,,8,7587,Sus scrofa,,11303,H,Autocuration,,CHEMBL615114,,BAO_0000019,
255,1,,8,7587,Sus scrofa,,11303,H,Autocuration,,CHEMBL615115,,BAO_0000357,
256,1,,8,7587,Sus scrofa,,11303,H,Autocuration,,CHEMBL615116,,BAO_0000019,
257,1,,8,7323,,,11303,H,Autocuration,,CHEMBL615698,,BAO_0000357,
258,1,,0,7587,Sus scrofa,,22226,U,Autocuration,,CHEMBL615699,,BAO_0000019,
259,1,,0,7587,Sus scrofa,,22226,U,Autocuration,,CHEMBL615700,,BAO_0000019,
260,1,,8,13750,Saccharomyces cerevisiae,,100249,H,Expert,,CHEMBL615701,,BAO_0000357,
261,1,,0,7662,Rattus norvegicus,,22226,U,Autocuration,,CHEMBL615702,,BAO_0000019,
262,1,,0,7662,Rattus norvegicus,,22226,U,Autocuration,,CHEMBL615703,,BAO_0000019,
263,1,,0,7662,Rattus norvegicus,,22226,U,Autocuration,,CHEMBL615704,,BAO_0000019,
264,1,,6,12211,,,104698,H,Autocuration,,CHEMBL615705,,BAO_0000019,
265,1,,6,12211,,,104698,H,Autocuration,,CHEMBL615706,,BAO_0000019,
266,1,2116.0,9,12211,Cavia porcellus,,20033,D,Intermediate,,CHEMBL615707,,BAO_0000221,
267,1,,8,12211,,,10623,H,Expert,,CHEMBL615708,,BAO_0000019,
268,1,,8,15453,,,121,H,Autocuration,,CHEMBL615709,,BAO_0000357,
269,1,,0,11884,Rattus norvegicus,,22226,U,Autocuration,,CHEMBL615710,,BAO_0000218,
270,1,,8,7185,,,12688,H,Autocuration,,CHEMBL615711,,BAO_0000019,
271,1,,9,6876,Homo sapiens,,121,D,Expert,,CHEMBL615712,,BAO_0000357,
272,1,,9,6876,Homo sapiens,,121,D,Expert,,CHEMBL836325,,BAO_0000357,
273,1,,8,11863,,,12198,H,Autocuration,,CHEMBL615713,,BAO_0000019,
274,1,,8,11863,,,12198,H,Autocuration,,CHEMBL615714,,BAO_0000357,
275,1,,8,11863,,,12198,H,Autocuration,,CHEMBL615715,,BAO_0000019,
276,1,,8,11863,,,12198,H,Autocuration,,CHEMBL615716,,BAO_0000019,
277,1,,4,4639,,,104714,H,Autocuration,,CHEMBL615717,,BAO_0000019,
278,1,,8,15796,,,10577,H,Expert,,CHEMBL881818,,BAO_0000019,
279,1,,8,15796,Bos taurus,,105,H,Expert,,CHEMBL884540,,BAO_0000357,
280,1,,5,12801,Rattus norvegicus,,104744,D,Autocuration,,CHEMBL615718,,BAO_0000224,
281,1,,4,12801,,,104744,H,Autocuration,,CHEMBL615719,,BAO_0000224,
282,1,,4,12120,,Membranes,104744,H,Autocuration,,CHEMBL615720,,BAO_0000249,
283,1,,4,12120,,Membranes,104744,H,Autocuration,,CHEMBL615721,,BAO_0000249,
284,1,,4,11963,,,104744,H,Autocuration,,CHEMBL615722,,BAO_0000019,
