length,release_year,title,replacement_cost,description,language,film_id,original_language_id,rating,rental_rate,rental_duration
71,2006,BLOOD ARGONAUTS,13.99,A Boring Drama of a Explorer And a Man who must Kill a Lumberjack in A Manhattan Penthouse,English,82,,G,0.99,3
50,2006,BLUES INSTINCT,18.99,A Insightful Documentary of a Boat And a Composer who must Meet a Forensic Psychologist in An Abandoned Fun House,English,83,,G,2.99,5
102,2006,BOILED DARES,13.99,A Awe-Inspiring Story of a Waitress And a Dog who must Discover a Dentist in Ancient Japan,English,84,,PG,4.99,7
63,2006,BONNIE HOLOCAUST,29.99,A Fast-Paced Story of a Crocodile And a Robot who must Find a Moose in Ancient Japan,English,85,,G,0.99,4
121,2006,BOOGIE AMELIE,11.99,A Lacklusture Character Study of a Husband And a Sumo Wrestler who must Succumb a Technical Writer in The Gulf of Mexico,English,86,,R,4.99,6
76,2006,BOONDOCK BALLROOM,14.99,A Fateful Panorama of a Crocodile And a Boy who must Defeat a Monkey in The Gulf of Mexico,English,87,,NC-17,0.99,7
179,2006,BORN SPINAL,17.99,A Touching Epistle of a Frisbee And a Husband who must Pursue a Student in Nigeria,English,88,,PG,4.99,7
63,2006,BORROWERS BEDAZZLED,22.99,A Brilliant Epistle of a Teacher And a Sumo Wrestler who must Defeat a Man in An Abandoned Fun House,English,89,,G,0.99,7
63,2006,BOULEVARD MOB,11.99,A Fateful Epistle of a Moose And a Monkey who must Confront a Lumberjack in Ancient China,English,90,,R,0.99,3
98,2006,BOUND CHEAPER,17.99,A Thrilling Panorama of a Database Administrator And a Astronaut who must Challenge a Lumberjack in A Baloon,English,91,,PG,0.99,5
72,2006,BOWFINGER GABLES,19.99,A Fast-Paced Yarn of a Waitress And a Composer who must Outgun a Dentist in California,English,92,,NC-17,4.99,7
121,2006,BRANNIGAN SUNRISE,27.99,A Amazing Epistle of a Moose And a Crocodile who must Outrace a Dog in Berlin,English,93,,PG,4.99,4
176,2006,BRAVEHEART HUMAN,14.99,A Insightful Story of a Dog And a Pastry Chef who must Battle a Girl in Berlin,English,94,,PG-13,2.99,7
123,2006,BREAKFAST GOLDFINGER,18.99,A Beautiful Reflection of a Student And a Student who must Fight a Moose in Berlin,English,95,,G,4.99,5
169,2006,BREAKING HOME,21.99,A Beautiful Display of a Secret Agent And a Monkey who must Battle a Sumo Wrestler in An Abandoned Mine Shaft,English,96,,PG-13,2.99,4
56,2006,BRIDE INTRIGUE,24.99,A Epic Tale of a Robot And a Monkey who must Vanquish a Man in New Orleans,English,97,,G,0.99,7
73,2006,BRIGHT ENCOUNTERS,12.99,A Fateful Yarn of a Lumberjack And a Feminist who must Conquer a Student in A Jet Boat,English,98,,PG-13,4.99,4
136,2006,BRINGING HYSTERICAL,14.99,A Fateful Saga of a A Shark And a Technical Writer who must Find a Woman in A Jet Boat,English,99,,PG,2.99,7
161,2006,BROOKLYN DESERT,21.99,A Beautiful Drama of a Dentist And a Composer who must Battle a Sumo Wrestler in The First Manned Space Station,English,100,,R,4.99,7
73,2006,BROTHERHOOD BLANKET,26.99,A Fateful Character Study of a Butler And a Technical Writer who must Sink a Astronaut in Ancient Japan,English,101,,R,0.99,3
60,2006,BUBBLE GROSSE,20.99,A Awe-Inspiring Panorama of a Crocodile And a Moose who must Confront a Girl in A Baloon,English,102,,R,4.99,4
133,2006,BUCKET BROTHERHOOD,27.99,A Amazing Display of a Girl And a Womanizer who must Succumb a Lumberjack in A Baloon Factory,English,103,,PG,4.99,7
119,2006,BUGSY SONG,17.99,A Awe-Inspiring Character Study of a Secret Agent And a Boat who must Find a Squirrel in The First Manned Space Station,English,104,,G,2.99,4
125,2006,BULL SHAWSHANK,21.99,A Fanciful Drama of a Moose And a Squirrel who must Conquer a Pioneer in The Canadian Rockies,English,105,,NC-17,0.99,6
61,2006,BULWORTH COMMANDMENTS,14.99,A Amazing Display of a Mad Cow And a Pioneer who must Redeem a Sumo Wrestler in The Outback,English,106,,G,2.99,4
63,2006,BUNCH MINDS,13.99,A Emotional Story of a Feminist And a Feminist who must Escape a Pastry Chef in A MySQL Convention,English,107,,G,2.99,4
67,2006,BUTCH PANTHER,19.99,A Lacklusture Yarn of a Feminist And a Database Administrator who must Face a Hunter in New Orleans,English,108,,PG-13,0.99,6
89,2006,BUTTERFLY CHOCOLAT,17.99,A Fateful Story of a Girl And a Composer who must Conquer a Husband in A Shark Tank,English,109,,G,0.99,3
53,2006,CABIN FLASH,25.99,A Stunning Epistle of a Boat And a Man who must Challenge a A Shark in A Baloon Factory,English,110,,NC-17,0.99,4
52,2006,CADDYSHACK JEDI,17.99,A Awe-Inspiring Epistle of a Woman And a Madman who must Fight a Robot in Soviet Georgia,English,111,,NC-17,0.99,3
120,2006,CALENDAR GUNFIGHT,22.99,A Thrilling Drama of a Frisbee And a Lumberjack who must Sink a Man in Nigeria,English,112,,NC-17,4.99,4
75,2006,CALIFORNIA BIRDS,19.99,A Thrilling Yarn of a Database Administrator And a Robot who must Battle a Database Administrator in Ancient India,English,113,,NC-17,4.99,4
61,2006,CAMELOT VACATION,26.99,A Touching Character Study of a Woman And a Waitress who must Battle a Pastry Chef in A MySQL Convention,English,114,,NC-17,0.99,3
167,2006,CAMPUS REMEMBER,27.99,A Astounding Drama of a Crocodile And a Mad Cow who must Build a Robot in A Jet Boat,English,115,,R,2.99,5
70,2006,CANDIDATE PERDITION,10.99,A Brilliant Epistle of a Composer And a Database Administrator who must Vanquish a Mad Scientist in The First Manned Space Station,English,116,,R,2.99,4
135,2006,CANDLES GRAPES,15.99,A Fanciful Character Study of a Monkey And a Explorer who must Build a Astronaut in An Abandoned Fun House,English,117,,NC-17,4.99,6
85,2006,CANYON STOCK,26.99,A Thoughtful Reflection of a Waitress And a Feminist who must Escape a Squirrel in A Manhattan Penthouse,English,118,,R,0.99,7
176,2006,CAPER MOTIONS,22.99,A Fateful Saga of a Moose And a Car who must Pursue a Woman in A MySQL Convention,English,119,,G,0.99,6
92,2006,CARIBBEAN LIBERTY,16.99,A Fanciful Tale of a Pioneer And a Technical Writer who must Outgun a Pioneer in A Shark Tank,English,120,,NC-17,4.99,3
151,2006,CAROL TEXAS,15.99,A Astounding Character Study of a Composer And a Student who must Overcome a Composer in A Monastery,English,121,,PG,2.99,4
114,2006,CARRIE BUNCH,11.99,A Amazing Epistle of a Student And a Astronaut who must Discover a Frisbee in The Canadian Rockies,English,122,,PG,0.99,7
85,2006,CASABLANCA SUPER,22.99,A Amazing Panorama of a Crocodile And a Forensic Psychologist who must Pursue a Secret Agent in The First Manned Space Station,English,123,,G,4.99,6
163,2006,CASPER DRAGONFLY,16.99,A Intrepid Documentary of a Boat And a Crocodile who must Chase a Robot in The Sahara Desert,English,124,,PG-13,4.99,3
61,2006,CASSIDY WYOMING,19.99,A Intrepid Drama of a Frisbee And a Hunter who must Kill a Secret Agent in New Orleans,English,125,,NC-17,2.99,5
179,2006,CASUALTIES ENCINO,16.99,A Insightful Yarn of a A Shark And a Pastry Chef who must Face a Boy in A Monastery,English,126,,G,4.99,3
112,2006,CAT CONEHEADS,14.99,A Fast-Paced Panorama of a Girl And a A Shark who must Confront a Boy in Ancient India,English,127,,G,4.99,5
183,2006,CATCH AMISTAD,10.99,A Boring Reflection of a Lumberjack And a Feminist who must Discover a Woman in Nigeria,English,128,,G,0.99,7
179,2006,CAUSE DATE,16.99,A Taut Tale of a Explorer And a Pastry Chef who must Conquer a Hunter in A MySQL Convention,English,129,,R,2.99,3
110,2006,CELEBRITY HORN,24.99,A Amazing Documentary of a Secret Agent And a Astronaut who must Vanquish a Hunter in A Shark Tank,English,130,,PG-13,0.99,7
152,2006,CENTER DINOSAUR,12.99,A Beautiful Character Study of a Sumo Wrestler And a Dentist who must Find a Dog in California,English,131,,PG,4.99,5
114,2006,CHAINSAW UPTOWN,25.99,A Beautiful Documentary of a Boy And a Robot who must Discover a Squirrel in Australia,English,132,,PG,0.99,6
117,2006,CHAMBER ITALIAN,14.99,A Fateful Reflection of a Moose And a Husband who must Overcome a Monkey in Nigeria,English,133,,NC-17,4.99,7
51,2006,CHAMPION FLATLINERS,21.99,A Amazing Story of a Mad Cow And a Dog who must Kill a Husband in A Monastery,English,134,,PG,4.99,4
70,2006,CHANCE RESURRECTION,22.99,A Astounding Story of a Forensic Psychologist And a Forensic Psychologist who must Overcome a Moose in Ancient China,English,135,,R,2.99,3
146,2006,CHAPLIN LICENSE,26.99,A Boring Drama of a Dog And a Forensic Psychologist who must Outrace a Explorer in Ancient India,English,136,,NC-17,2.99,7
66,2006,CHARADE DUFFEL,21.99,A Action-Packed Display of a Man And a Waitress who must Build a Dog in A MySQL Convention,English,137,,PG,2.99,3
71,2006,CHARIOTS CONSPIRACY,29.99,A Unbelieveable Epistle of a Robot And a Husband who must Chase a Robot in The First Manned Space Station,English,138,,R,2.99,5
114,2006,CHASING FIGHT,21.99,A Astounding Saga of a Technical Writer And a Butler who must Battle a Butler in A Shark Tank,English,139,,PG,4.99,7
87,2006,CHEAPER CLYDE,23.99,A Emotional Character Study of a Pioneer And a Girl who must Discover a Dog in Ancient Japan,English,140,,G,0.99,6
185,2006,CHICAGO NORTH,11.99,A Fateful Yarn of a Mad Cow And a Waitress who must Battle a Student in California,English,141,,PG-13,4.99,6
122,2006,CHICKEN HELLFIGHTERS,24.99,A Emotional Drama of a Dog And a Explorer who must Outrace a Technical Writer in Australia,English,142,,PG,0.99,3
142,2006,CHILL LUCK,17.99,A Lacklusture Epistle of a Boat And a Technical Writer who must Fight a A Shark in The Canadian Rockies,English,143,,PG,0.99,6
61,2006,CHINATOWN GLADIATOR,24.99,A Brilliant Panorama of a Technical Writer And a Lumberjack who must Escape a Butler in Ancient India,English,144,,PG,4.99,7
124,2006,CHISUM BEHAVIOR,25.99,A Epic Documentary of a Sumo Wrestler And a Butler who must Kill a Car in Ancient India,English,145,,G,4.99,5
107,2006,CHITTY LOCK,24.99,A Boring Epistle of a Boat And a Database Administrator who must Kill a Sumo Wrestler in The First Manned Space Station,English,146,,G,2.99,6
101,2006,CHOCOLAT HARRY,16.99,A Action-Packed Epistle of a Dentist And a Moose who must Meet a Mad Cow in Ancient Japan,English,147,,NC-17,0.99,5
132,2006,CHOCOLATE DUCK,13.99,A Unbelieveable Story of a Mad Scientist And a Technical Writer who must Discover a Composer in Ancient China,English,148,,R,2.99,3
150,2006,CHRISTMAS MOONSHINE,21.99,A Action-Packed Epistle of a Feminist And a Astronaut who must Conquer a Boat in A Manhattan Penthouse,English,149,,NC-17,0.99,7
101,2006,CIDER DESIRE,9.99,A Stunning Character Study of a Composer And a Mad Cow who must Succumb a Cat in Soviet Georgia,English,150,,PG,2.99,7
143,2006,CINCINATTI WHISPERER,26.99,A Brilliant Saga of a Pastry Chef And a Hunter who must Confront a Butler in Berlin,English,151,,NC-17,4.99,5
90,2006,CIRCUS YOUTH,13.99,A Thoughtful Drama of a Pastry Chef And a Dentist who must Pursue a Girl in A Baloon,English,152,,PG-13,2.99,5
165,2006,CITIZEN SHREK,18.99,A Fanciful Character Study of a Technical Writer And a Husband who must Redeem a Robot in The Outback,English,153,,G,0.99,7
81,2006,CLASH FREDDY,12.99,A Amazing Yarn of a Composer And a Squirrel who must Escape a Astronaut in Australia,English,154,,G,2.99,6
150,2006,CLEOPATRA DEVIL,26.99,A Fanciful Documentary of a Crocodile And a Technical Writer who must Fight a A Shark in A Baloon,English,155,,PG-13,0.99,6
164,2006,CLERKS ANGELS,15.99,A Thrilling Display of a Sumo Wrestler And a Girl who must Confront a Man in A Baloon,English,156,,G,4.99,3
143,2006,CLOCKWORK PARADISE,29.99,A Insightful Documentary of a Technical Writer And a Feminist who must Challenge a Cat in A Baloon,English,157,,PG-13,0.99,7
124,2006,CLONES PINOCCHIO,16.99,A Amazing Drama of a Car And a Robot who must Pursue a Dentist in New Orleans,English,158,,R,2.99,6
58,2006,CLOSER BANG,12.99,A Unbelieveable Panorama of a Frisbee And a Hunter who must Vanquish a Monkey in Ancient India,English,159,,R,4.99,5
65,2006,CLUB GRAFFITI,12.99,A Epic Tale of a Pioneer And a Hunter who must Escape a Girl in A U-Boat,English,160,,PG-13,0.99,4
70,2006,CLUE GRAIL,27.99,A Taut Tale of a Butler And a Mad Scientist who must Build a Crocodile in Ancient China,English,161,,NC-17,4.99,6
95,2006,CLUELESS BUCKET,13.99,A Taut Tale of a Car And a Pioneer who must Conquer a Sumo Wrestler in An Abandoned Fun House,English,162,,R,2.99,4
139,2006,CLYDE THEORY,29.99,A Beautiful Yarn of a Astronaut And a Frisbee who must Overcome a Explorer in A Jet Boat,English,163,,PG-13,0.99,4
55,2006,COAST RAINBOW,20.99,A Astounding Documentary of a Mad Cow And a Pioneer who must Challenge a Butler in The Sahara Desert,English,164,,PG,0.99,4
70,2006,COLDBLOODED DARLING,27.99,A Brilliant Panorama of a Dentist And a Moose who must Find a Student in The Gulf of Mexico,English,165,,G,4.99,7
149,2006,COLOR PHILADELPHIA,19.99,A Thoughtful Panorama of a Car And a Crocodile who must Sink a Monkey in The Sahara Desert,English,166,,G,2.99,6
109,2006,COMA HEAD,10.99,A Awe-Inspiring Drama of a Boy And a Frisbee who must Escape a Pastry Chef in California,English,167,,NC-17,4.99,6
67,2006,COMANCHEROS ENEMY,23.99,A Boring Saga of a Lumberjack And a Monkey who must Find a Monkey in The Gulf of Mexico,English,168,,R,0.99,5
76,2006,COMFORTS RUSH,19.99,A Unbelieveable Panorama of a Pioneer And a Husband who must Meet a Mad Cow in An Abandoned Mine Shaft,English,169,,NC-17,2.99,3
120,2006,COMMAND DARLING,28.99,A Awe-Inspiring Tale of a Forensic Psychologist And a Woman who must Challenge a Database Administrator in Ancient Japan,English,170,,PG-13,4.99,5
59,2006,COMMANDMENTS EXPRESS,13.99,A Fanciful Saga of a Student And a Mad Scientist who must Battle a Hunter in An Abandoned Mine Shaft,English,171,,R,4.99,6
112,2006,CONEHEADS SMOOCHY,12.99,A Touching Story of a Womanizer And a Composer who must Pursue a Husband in Nigeria,English,172,,NC-17,4.99,7
65,2006,CONFESSIONS MAGUIRE,25.99,A Insightful Story of a Car And a Boy who must Battle a Technical Writer in A Baloon,English,173,,PG-13,4.99,7
180,2006,CONFIDENTIAL INTERVIEW,13.99,A Stunning Reflection of a Cat And a Woman who must Find a Astronaut in Ancient Japan,English,174,,NC-17,4.99,6
122,2006,CONFUSED CANDLES,27.99,A Stunning Epistle of a Cat And a Forensic Psychologist who must Confront a Pioneer in A Baloon,English,175,,PG-13,2.99,3
87,2006,CONGENIALITY QUEST,21.99,A Touching Documentary of a Cat And a Pastry Chef who must Find a Lumberjack in A Baloon,English,176,,PG-13,0.99,6
172,2006,CONNECTICUT TRAMP,20.99,A Unbelieveable Drama of a Crocodile And a Mad Cow who must Reach a Dentist in A Shark Tank,English,177,,R,4.99,4
115,2006,CONNECTION MICROCOSMOS,25.99,A Fateful Documentary of a Crocodile And a Husband who must Face a Husband in The First Manned Space Station,English,178,,G,0.99,6
173,2006,CONQUERER NUTS,14.99,A Taut Drama of a Mad Scientist And a Man who must Escape a Pioneer in An Abandoned Mine Shaft,English,179,,G,4.99,4
