amount,payment_id,payment_date,rental_id,staff_id,customer_id
2.99,361,2005-05-28 22:04:30,671,1,14
7.99,369,2005-07-10 03:29:48,5565,1,14
6.99,370,2005-07-28 16:23:01,8035,1,14
4.99,373,2005-07-29 22:46:08,8836,2,14
2.99,376,2005-08-01 05:23:00,10348,1,14
4.99,378,2005-08-02 22:18:24,11480,1,14
2.99,386,2005-06-18 21:26:56,2486,1,15
2.99,391,2005-07-10 11:02:03,5717,1,15
4.99,393,2005-07-27 05:15:37,7105,1,15
2.99,400,2005-08-02 15:48:08,11307,2,15
5.99,408,2005-08-20 02:00:33,13503,2,15
4.99,409,2005-08-20 03:41:41,13541,1,15
4.99,415,2005-08-23 17:12:31,15897,1,15
0.0,417,2006-02-14 15:16:03,13968,2,15
3.99,418,2005-05-27 03:07:10,335,1,16
2.99,419,2005-05-28 13:33:23,593,1,16
0.99,426,2005-06-21 11:16:42,3348,2,16
0.99,427,2005-07-06 02:23:39,3548,1,16
2.99,428,2005-07-07 12:11:22,4219,2,16
4.99,431,2005-07-11 06:40:31,6100,1,16
0.99,432,2005-07-27 19:39:38,7489,2,16
2.99,437,2005-08-01 17:53:02,10687,2,16
0.99,439,2005-08-02 15:50:44,11308,2,16
2.99,440,2005-08-17 22:53:00,12104,2,16
4.99,441,2005-08-18 07:41:43,12358,1,16
7.99,442,2005-08-18 15:39:46,12577,1,16
4.99,444,2005-08-19 22:01:42,13391,1,16
8.99,451,2005-06-19 12:29:08,2684,1,17
2.99,457,2005-07-28 23:37:33,8213,1,17
8.99,458,2005-07-30 08:30:56,9092,2,17
2.99,459,2005-07-30 10:11:52,9138,1,17
2.99,466,2005-08-21 08:42:26,14346,1,17
5.99,467,2005-08-23 12:41:38,15752,2,17
2.99,468,2005-05-25 06:44:53,50,1,18
5.99,471,2005-06-15 19:30:18,1451,2,18
3.99,475,2005-07-08 10:15:38,4672,2,18
3.99,476,2005-07-08 12:46:30,4724,2,18
2.99,480,2005-07-28 19:27:37,8122,2,18
4.99,483,2005-07-30 09:13:21,9114,2,18
4.99,487,2005-08-02 20:22:45,11439,2,18
0.99,488,2005-08-18 06:51:39,12333,2,18
2.99,495,2005-05-29 01:59:10,696,2,19
2.99,498,2005-06-21 17:38:02,3423,2,19
5.99,506,2005-08-17 14:10:22,11869,1,19
0.99,517,2005-06-16 02:33:53,1558,2,20
4.99,519,2005-06-18 11:46:26,2343,2,20
4.99,520,2005-06-21 11:21:38,3350,1,20
2.99,522,2005-07-07 21:39:45,4407,1,20
6.99,525,2005-07-11 15:53:00,6267,2,20
4.99,526,2005-07-27 09:31:44,7217,2,20
2.99,528,2005-07-28 19:45:19,8127,2,20
4.99,531,2005-08-01 03:33:19,10284,2,20
2.99,539,2005-08-21 18:03:20,14613,2,20
1.99,541,2005-08-22 14:37:22,15161,1,20
2.99,543,2005-08-23 01:10:42,15460,1,20
7.99,547,2005-06-18 04:08:50,2235,2,21
10.99,551,2005-06-21 01:04:35,3212,1,21
3.99,553,2005-07-10 13:27:40,5772,1,21
1.99,555,2005-07-26 23:28:13,6943,2,21
0.99,556,2005-07-28 14:56:54,7994,1,21
0.99,564,2005-08-17 17:53:09,11970,2,21
8.99,574,2005-08-20 23:24:07,14077,2,21
4.99,577,2005-08-22 03:20:26,14869,1,21
2.99,578,2006-02-14 15:16:03,14933,1,21
6.99,595,2005-08-21 16:24:43,14564,1,22
4.99,598,2005-08-23 08:48:43,15658,1,22
4.99,600,2006-02-14 15:16:03,12222,1,22
0.99,603,2005-05-31 12:03:44,1090,2,23
4.99,607,2005-06-20 13:19:58,3055,1,23
2.99,610,2005-07-06 13:53:41,3781,2,23
2.99,612,2005-07-11 12:43:07,6213,1,23
2.99,613,2005-07-11 14:20:18,6238,1,23
0.99,617,2005-07-29 17:41:14,8718,2,23
5.99,618,2005-07-30 12:55:36,9209,2,23
2.99,623,2005-08-16 23:04:53,11501,2,23
2.99,624,2005-08-19 18:31:50,13290,2,23
4.99,635,2005-06-17 20:16:12,2116,2,24
7.99,637,2005-06-20 07:33:09,2963,2,24
2.99,639,2005-07-07 20:29:08,4378,2,24
2.99,649,2005-08-17 00:57:36,11546,2,24
1.99,652,2005-08-19 07:34:53,12999,1,24
0.99,654,2005-08-19 16:45:59,13247,1,24
0.99,679,2005-08-17 04:48:05,11642,1,25
0.99,683,2005-08-23 02:57:30,15512,1,25
5.99,684,2005-08-23 20:00:30,15972,1,25
2.99,685,2005-05-29 16:59:44,796,1,26
5.99,687,2005-06-15 18:53:14,1440,1,26
4.99,688,2005-06-16 14:01:02,1706,2,26
4.99,695,2005-07-07 14:42:04,4274,1,26
0.99,704,2005-07-27 13:55:18,7328,2,26
4.99,713,2005-08-21 03:24:29,14183,2,26
1.99,715,2005-08-21 17:51:06,14603,2,26
7.99,718,2005-08-23 11:16:29,15722,1,26
4.99,720,2005-06-15 10:11:42,1310,1,27
4.99,721,2005-06-15 21:17:17,1480,2,27
2.99,722,2005-06-16 13:05:09,1699,2,27
0.99,730,2005-07-10 03:01:19,5552,1,27
4.99,731,2005-07-10 11:45:48,5736,1,27
4.99,734,2005-07-12 11:13:21,6658,2,27
0.99,736,2005-07-30 14:06:53,9244,2,27
5.99,745,2005-08-17 19:52:43,12021,2,27
2.99,747,2005-08-18 13:57:50,12531,1,27
2.99,751,2005-05-30 04:19:55,868,1,28
2.99,752,2005-06-15 04:58:07,1240,2,28
4.99,753,2005-06-16 01:24:08,1543,1,28
0.99,757,2005-07-06 16:38:14,3845,1,28
2.99,778,2005-08-21 15:34:23,14540,2,28
2.99,780,2005-08-23 02:08:40,15491,1,28
1.99,782,2005-05-26 06:52:33,194,2,29
2.99,787,2005-06-19 19:18:09,2801,2,29
2.99,789,2005-06-21 08:49:16,3324,1,29
3.99,795,2005-07-27 10:12:36,7237,2,29
4.99,799,2005-07-30 19:50:13,9392,2,29
4.99,803,2005-08-02 07:29:10,11079,1,29
4.99,805,2005-08-18 12:48:22,12488,1,29
2.99,806,2005-08-18 13:20:13,12508,1,29
6.99,807,2005-08-18 15:20:46,12569,2,29
0.99,810,2005-08-19 23:36:25,13436,1,29
2.99,819,2005-06-17 04:25:12,1895,2,30
9.99,826,2005-07-09 06:44:30,5108,1,30
0.99,827,2005-07-09 15:14:08,5289,1,30
4.99,846,2005-08-20 08:50:39,13682,1,30
4.99,849,2005-08-22 10:39:51,15063,1,30
4.99,850,2005-08-23 04:17:56,15544,1,30
0.99,854,2005-06-18 03:57:36,2233,1,31
2.99,860,2005-06-20 18:05:15,3117,2,31
2.99,872,2005-07-27 18:49:42,7464,2,31
6.99,876,2005-08-23 09:37:34,15682,2,31
4.99,879,2005-05-29 17:52:30,803,2,32
6.99,881,2005-06-17 03:53:18,1887,2,32
2.99,886,2005-07-07 22:48:34,4434,1,32
3.99,892,2005-07-11 07:58:07,6122,1,32
2.99,893,2005-07-12 00:49:05,6450,2,32
5.99,895,2005-07-27 23:23:36,7589,1,32
5.99,897,2005-07-29 05:52:26,8390,2,32
4.99,901,2005-08-17 12:54:47,11831,2,32
0.99,905,2005-08-20 23:18:54,14075,1,32
5.99,906,2005-08-21 16:32:32,14570,2,32
10.99,908,2005-06-15 09:46:33,1301,1,33
4.99,912,2005-07-10 11:14:48,5723,1,33
0.99,924,2005-08-21 18:29:13,14623,1,33
2.99,926,2005-08-22 12:28:01,15115,2,33
3.99,931,2005-07-06 00:24:25,3508,2,34
2.99,936,2005-07-27 02:15:01,7015,2,34
3.99,939,2005-07-30 11:17:33,9160,1,34
4.99,941,2005-08-01 14:58:14,10615,1,34
5.99,950,2005-08-21 20:32:08,14686,1,34
7.99,951,2005-08-21 20:54:32,14701,2,34
4.99,959,2005-06-20 17:53:30,3112,2,35
0.99,964,2005-07-09 16:34:07,5323,2,35
5.99,967,2005-07-11 09:13:08,6147,1,35
4.99,970,2005-07-12 05:56:38,6572,1,35
4.99,971,2005-07-27 06:54:12,7140,1,35
2.99,974,2005-07-30 06:07:42,9033,2,35
6.99,975,2005-07-31 02:59:20,9579,1,35
0.99,984,2005-05-27 04:53:11,349,1,36
4.99,988,2005-07-08 04:58:48,4560,2,36
2.99,996,2005-07-29 05:52:50,8391,1,36
4.99,997,2005-07-30 03:20:38,8952,1,36
0.99,999,2005-07-31 11:11:10,9805,2,36
2.99,1000,2005-08-01 11:53:17,10525,2,36
6.99,1003,2005-08-02 03:56:23,10964,2,36
1.99,1007,2005-08-20 04:34:46,13564,2,36
5.99,1017,2005-07-06 11:40:27,3734,1,37
5.99,1018,2005-07-09 21:02:26,5425,1,37
0.99,1019,2005-07-28 12:45:47,7939,2,37
3.99,1023,2005-08-02 10:39:43,11176,1,37
0.99,1033,2005-08-23 22:08:04,16035,2,37
5.99,1039,2005-07-07 11:23:48,4202,1,38
2.99,1043,2005-07-09 14:31:24,5273,1,38
5.99,1046,2005-07-12 19:59:25,6864,1,38
4.99,1048,2005-07-27 07:23:58,7158,2,38
0.99,1053,2005-07-30 13:11:19,9216,2,38
0.99,1061,2005-08-17 22:28:15,12092,2,38
2.99,1064,2005-08-21 18:48:06,14632,2,38
6.99,1065,2005-08-22 00:25:59,14787,1,38
5.99,1067,2005-08-23 11:55:50,15738,1,38
4.99,1072,2005-06-19 08:49:53,2631,1,39
4.99,1078,2005-07-09 22:22:10,5451,1,39
2.99,1079,2005-07-10 01:12:44,5515,2,39
2.99,1084,2005-07-29 21:29:58,8805,1,39
4.99,1089,2005-08-01 02:39:12,10251,1,39
9.99,1092,2005-08-01 15:44:43,10639,1,39
0.99,1093,2005-08-18 04:26:54,12268,2,39
4.99,1100,2005-06-20 09:12:12,2993,1,40
2.99,1103,2005-07-10 13:38:41,5777,2,40
0.99,1105,2005-07-12 03:15:45,6502,1,40
2.99,1121,2005-08-20 17:58:11,13951,1,40
9.99,1127,2005-07-07 15:56:23,4294,2,41
4.99,1131,2005-07-27 07:15:38,7153,2,41
2.99,1137,2005-07-29 17:30:06,8712,1,41
2.99,1139,2005-07-31 19:27:02,10064,1,41
3.99,1144,2005-08-18 01:08:34,12173,2,41
4.99,1147,2005-08-23 16:08:40,15860,2,41
4.99,1155,2005-07-09 10:50:56,5199,2,42
6.99,1163,2005-07-28 18:32:40,8095,1,42
3.99,1165,2005-07-29 09:10:41,8499,1,42
5.99,1172,2005-08-02 02:54:53,10935,1,42
4.99,1173,2005-08-18 12:25:16,12478,1,42
0.0,1178,2006-02-14 15:16:03,15407,1,42
4.99,1179,2005-05-25 20:26:42,123,2,43
4.99,1181,2005-06-16 01:28:22,1544,2,43
2.99,1183,2005-07-08 02:07:50,4498,1,43
4.99,1184,2005-07-09 09:00:11,5162,1,43
4.99,1185,2005-07-09 19:59:10,5401,1,43
2.99,1186,2005-07-10 16:34:02,5831,1,43
0.99,1189,2005-07-12 12:01:56,6680,2,43
4.99,1191,2005-07-28 10:08:55,7868,2,43
4.99,1192,2005-07-29 05:25:32,8376,2,43
4.99,1196,2005-08-21 19:19:21,14649,1,43
0.0,1202,2006-02-14 15:16:03,15745,1,43
3.99,1208,2005-06-15 21:56:39,1497,1,44
6.99,1216,2005-07-10 17:32:33,5849,2,44
4.99,1220,2005-07-29 20:05:38,8775,2,44
3.99,1223,2005-08-18 07:16:58,12345,2,44
4.99,1226,2005-08-19 07:06:34,12982,2,44
2.99,1227,2005-08-22 10:14:33,15054,2,44
4.99,1232,2005-06-19 14:55:17,2722,2,45
0.99,1238,2005-07-10 06:31:37,5637,1,45
8.99,1246,2005-08-02 05:04:18,11004,1,45
3.99,1249,2005-08-02 22:35:15,11488,2,45
3.99,1251,2005-08-19 20:18:39,13340,1,45
6.99,1253,2005-08-21 16:52:03,14576,1,45
2.99,1256,2005-05-27 12:57:55,401,2,46
2.99,1258,2005-05-30 14:47:31,938,1,46
0.99,1261,2005-06-17 22:05:40,2144,2,46
4.99,1267,2005-07-06 20:18:50,3916,1,46
3.99,1270,2005-07-28 20:53:05,8152,2,46
8.99,1271,2005-07-30 06:36:57,9045,2,46
2.99,1272,2005-07-31 11:13:49,9806,2,46
4.99,1278,2005-08-17 22:32:37,12095,2,46
2.99,1279,2005-08-18 03:25:08,12238,2,46
2.99,1281,2005-08-18 05:30:31,12298,1,46
0.99,1283,2005-08-19 16:05:36,13226,1,46
4.99,1284,2005-08-21 02:10:57,14144,2,46
2.99,1287,2005-08-23 00:31:57,15438,1,46
6.99,1292,2005-05-26 20:57:00,300,1,47
5.99,1297,2005-07-07 04:29:20,4064,2,47
3.99,1301,2005-07-11 19:30:47,6337,1,47
3.99,1304,2005-07-29 23:52:01,8863,1,47
5.99,1307,2005-08-02 22:09:01,11477,2,47
4.99,1314,2005-05-27 11:02:26,390,1,48
0.99,1333,2005-06-14 23:16:26,1164,1,49
0.99,1339,2005-07-06 05:47:47,3615,2,49
2.99,1340,2005-07-10 00:09:45,5491,1,49
7.99,1343,2005-07-12 04:06:11,6521,1,49
4.99,1359,2005-05-30 10:25:00,905,1,50
4.99,1373,2005-07-27 15:46:53,7383,1,50
0.99,1374,2005-07-28 18:26:47,8089,1,50
5.99,1376,2005-07-29 13:50:08,8619,1,50
4.99,1378,2005-07-31 03:59:56,9615,1,50
0.99,1381,2005-07-31 23:21:23,10165,2,50
4.99,1383,2005-08-01 02:58:27,10261,2,50
4.99,1394,2005-05-31 03:48:05,1028,2,51
1.99,1395,2005-06-15 14:48:04,1373,2,51
0.99,1396,2005-06-15 21:11:18,1477,1,51
7.99,1400,2005-07-09 23:19:11,5473,1,51
6.99,1403,2005-07-27 16:07:22,7398,1,51
2.99,1417,2005-08-19 10:51:59,13098,2,51
2.99,1418,2005-08-19 18:54:26,13302,1,51
4.99,1429,2005-06-21 00:02:28,3196,2,52
0.99,1435,2005-07-27 12:12:04,7284,2,52
2.99,1446,2005-08-18 02:12:33,12200,2,52
0.99,1447,2005-08-18 13:42:45,12520,2,52
4.99,1453,2006-02-14 15:16:03,12001,1,52
2.99,1455,2005-05-27 09:23:22,378,1,53
2.99,1459,2005-05-31 15:04:05,1107,1,53
4.99,1466,2005-07-06 19:12:37,3898,2,53
5.99,1473,2005-08-17 20:59:56,12054,1,53
2.99,1476,2005-08-20 12:16:38,13789,2,53
0.99,1478,2005-08-21 00:11:17,14091,2,53
4.99,1485,2005-05-27 18:11:05,441,2,54
3.99,1486,2005-05-28 07:10:20,545,2,54
6.99,1489,2005-06-18 09:55:02,2323,2,54
2.99,1494,2005-07-11 01:06:21,5992,1,54
5.99,1505,2005-08-18 23:35:56,12775,2,54
2.99,1517,2005-06-17 15:56:43,2062,2,55
2.99,1525,2005-07-30 16:34:57,9302,1,55
6.99,1532,2005-08-19 20:25:24,13345,1,55
5.99,1536,2005-05-27 04:01:42,341,1,56
6.99,1538,2005-05-28 10:12:41,569,1,56
0.99,1550,2005-07-28 12:49:44,7942,2,56
0.99,1551,2005-07-29 02:00:18,8285,1,56
4.99,1556,2005-08-17 05:11:09,11656,1,56
9.99,1565,2005-05-26 00:41:10,152,2,57
4.99,1569,2005-06-18 13:11:13,2360,1,57
7.99,1570,2005-06-20 03:31:18,2910,2,57
4.99,1572,2005-07-06 11:16:43,3727,1,57
4.99,1573,2005-07-07 12:37:56,4226,2,57
1.99,1583,2005-07-30 12:59:45,9211,1,57
7.99,1594,2005-05-26 17:16:07,276,2,58
0.99,1595,2005-05-29 11:09:01,761,2,58
4.99,1596,2005-06-18 01:33:09,2191,1,58
4.99,1600,2005-07-07 07:53:18,4131,2,58
9.99,1602,2005-07-27 03:52:27,7063,1,58
4.99,1603,2005-07-27 19:32:45,7487,2,58
8.99,1611,2005-08-18 05:08:54,12292,2,58
4.99,1615,2005-08-20 18:52:43,13973,2,58
6.99,1617,2005-08-21 19:49:46,14665,1,58
0.99,1619,2006-02-14 15:16:03,15326,2,58
5.99,1622,2005-05-31 21:42:09,1154,1,59
2.99,1623,2005-06-15 07:29:59,1269,1,59
4.99,1627,2005-07-07 20:46:45,4384,1,59
3.99,1629,2005-07-08 20:06:19,4891,1,59
4.99,1632,2005-07-10 16:34:00,5830,1,59
4.99,1634,2005-07-29 14:45:23,8643,2,59
2.99,1639,2005-08-19 18:08:18,13282,2,59
5.99,1642,2005-08-21 01:53:54,14135,1,59
2.99,1646,2005-08-23 17:33:04,15905,2,59
4.99,1650,2005-06-15 21:18:16,1482,2,60
5.99,1654,2005-07-11 16:46:22,6282,1,60
0.99,1655,2005-07-27 03:55:10,7067,2,60
8.99,1662,2005-08-02 19:12:40,11404,1,60
6.99,1675,2005-07-28 16:11:21,8029,2,61
3.99,1677,2005-07-29 15:02:18,8651,1,61
9.99,1681,2005-08-17 21:50:25,12072,1,61
6.99,1684,2005-08-22 11:34:06,15089,2,61
1.99,1685,2005-08-23 09:35:34,15681,1,61
6.99,1688,2005-06-15 04:59:43,1241,2,62
0.99,1690,2005-06-16 04:52:28,1587,1,62
4.99,1696,2005-07-07 09:10:57,4159,2,62
2.99,1705,2005-08-21 17:34:24,14594,2,62
0.99,1721,2005-07-31 10:47:19,9795,1,63
0.99,1723,2005-07-31 22:19:16,10148,2,63
2.99,1726,2005-08-18 07:12:46,12342,2,63
3.99,1731,2005-08-22 05:38:55,14931,1,63
5.99,1742,2005-07-08 17:19:15,4819,2,64
0.99,1748,2005-07-12 01:06:35,6457,2,64
0.99,1751,2005-07-27 03:27:35,7045,2,64
1.99,1753,2005-07-27 19:08:56,7476,1,64
0.99,1758,2005-08-01 00:12:11,10185,2,64
4.99,1767,2005-05-26 20:33:20,295,1,65
4.99,1789,2005-05-30 13:08:45,933,2,66
6.99,1801,2005-07-07 09:23:27,4165,2,66
5.99,1802,2005-07-08 21:20:26,4911,2,66
8.99,1804,2005-07-11 17:12:42,6290,1,66
5.99,1809,2005-07-30 08:30:45,9091,1,66
0.99,1810,2005-08-01 08:13:22,10419,1,66
2.99,1816,2005-08-20 16:05:41,13900,1,66
4.99,1821,2005-08-22 09:01:52,15026,2,66
3.99,1825,2005-06-17 15:57:56,2064,1,67
4.99,1829,2005-07-07 05:47:33,4090,2,67
8.99,1837,2005-08-02 15:10:06,11295,1,67
4.99,1839,2005-08-19 23:37:52,13437,2,67
2.99,1842,2005-08-20 14:19:03,13837,2,67
5.99,1845,2005-06-16 22:04:34,1828,2,68
8.99,1846,2005-06-17 08:50:58,1957,2,68
2.99,1847,2005-06-19 08:53:10,2633,2,68
4.99,1855,2005-07-12 03:42:49,6512,1,68
3.99,1856,2005-07-30 18:03:28,9339,2,68
1.99,1865,2005-08-22 06:07:52,14947,1,68
2.99,1869,2005-06-16 01:57:15,1549,1,69
4.99,1870,2005-06-21 11:56:40,3358,1,69
6.99,1877,2005-07-12 16:30:57,6785,2,69
2.99,1879,2005-07-30 12:28:42,9193,2,69
2.99,1880,2005-07-31 03:58:31,9612,1,69
3.99,1882,2005-08-17 17:00:42,11943,1,69
2.99,1883,2005-08-17 19:20:48,12012,1,69
4.99,1904,2005-08-18 02:48:14,12218,2,70
6.99,1905,2005-08-18 15:49:15,12581,1,70
3.99,1906,2005-08-19 05:56:44,12951,1,70
2.99,1910,2005-05-26 07:11:58,199,1,71
2.99,1912,2005-06-17 02:38:28,1873,2,71
8.99,1918,2005-07-10 02:48:03,5543,1,71
0.99,1921,2005-07-11 02:08:55,6020,2,71
5.99,1922,2005-07-12 14:22:08,6739,1,71
2.99,1926,2005-07-28 19:46:06,8128,2,71
4.99,1929,2005-07-29 15:41:31,8668,1,71
0.99,1932,2005-07-30 03:32:29,8956,1,71
4.99,1936,2005-08-22 00:15:12,14781,2,71
4.99,1943,2005-06-18 07:46:34,2294,2,72
2.99,1951,2005-07-30 05:58:27,9027,1,72
5.99,1956,2005-08-02 19:52:08,11422,2,72
4.99,1958,2005-08-17 06:08:54,11679,1,72
2.99,1960,2005-08-17 19:50:33,12020,2,72
0.99,1962,2005-08-18 16:17:54,12593,2,72
4.99,1966,2005-08-20 08:05:56,13660,2,72
0.99,1967,2005-08-20 20:59:43,14020,1,72
2.99,1974,2005-07-07 18:01:39,4327,2,73
2.99,1978,2005-07-12 10:39:55,6645,1,73
4.99,1981,2005-07-29 05:27:40,8377,1,73
2.99,1983,2005-07-31 10:01:03,9776,1,73
4.99,1984,2005-08-01 08:47:00,10434,2,73
3.99,1988,2005-08-17 03:41:11,11609,2,73
1.99,1995,2005-06-18 22:56:26,2498,1,74
3.99,2008,2005-07-31 19:14:20,10051,2,74
4.99,2017,2005-08-22 20:27:38,15325,2,74
7.99,2024,2005-06-17 23:39:50,2161,1,75
2.99,2029,2005-07-07 10:17:15,4179,2,75
0.99,2035,2005-07-12 02:09:36,6486,1,75
0.99,2036,2005-07-12 04:33:19,6530,2,75
5.99,2044,2005-07-30 11:31:17,9168,2,75
3.99,2049,2005-08-01 19:14:53,10726,1,75
5.99,2055,2005-08-18 09:49:52,12412,1,75
4.99,2056,2005-08-18 10:24:11,12426,1,75
0.99,2064,2005-06-15 21:27:42,1487,2,76
2.99,2074,2005-07-29 04:59:44,8357,2,76
2.99,2082,2005-08-21 19:01:00,14637,1,76
4.99,2083,2005-08-22 15:21:56,15169,2,76
10.99,2084,2005-08-23 05:17:23,15566,1,76
2.99,2085,2005-05-26 23:52:13,319,2,77
0.99,2096,2005-07-11 10:21:38,6168,2,77
2.99,2103,2005-08-02 00:52:34,10886,1,77
0.99,2105,2005-08-02 04:41:12,10991,2,77
7.99,2107,2005-08-17 10:00:40,11767,2,77
9.99,2110,2005-08-20 11:17:45,13752,2,77
2.99,2112,2005-08-22 21:34:00,15359,2,77
2.99,2113,2005-06-18 02:19:21,2207,1,78
6.99,2114,2005-06-20 06:05:53,2949,2,78
6.99,2127,2005-07-28 13:34:08,7957,1,78
4.99,2128,2005-07-30 01:59:24,8920,2,78
3.99,2130,2005-08-01 05:30:05,10350,2,78
10.99,2133,2005-08-02 03:16:31,10942,1,78
5.99,2136,2005-08-19 11:55:59,13124,2,78
0.99,2137,2005-08-19 23:29:06,13432,1,78
0.99,2140,2005-08-21 21:29:55,14716,1,78
7.99,2142,2005-08-22 02:51:41,14862,2,78
2.99,2150,2005-07-06 12:11:22,3748,1,79
4.99,2151,2005-07-07 03:34:53,4049,2,79
2.99,2158,2005-07-29 23:21:01,8849,1,79
1.99,2159,2005-07-31 11:29:46,9814,1,79
0.99,2161,2005-07-31 17:22:39,9989,1,79
4.99,2163,2005-08-17 04:45:39,11641,2,79
2.99,2164,2005-08-19 08:22:45,13026,2,79
3.99,2173,2005-07-09 20:48:42,5420,2,80
5.99,2175,2005-07-11 12:16:03,6199,1,80
6.99,2176,2005-07-11 23:35:11,6417,2,80
1.99,2177,2005-07-12 13:07:55,6707,2,80
8.99,2183,2005-08-01 18:05:54,10690,1,80
0.99,2185,2005-08-17 13:08:45,11839,2,80
0.99,2192,2005-08-22 04:56:57,14916,1,80
5.99,2194,2005-08-23 21:13:39,16012,1,80
0.99,2196,2005-05-26 20:01:09,289,1,81
5.99,2198,2005-06-19 23:11:48,2854,1,81
9.99,2201,2005-07-09 00:34:16,4983,2,81
0.99,2206,2005-08-01 09:17:21,10456,2,81
5.99,2207,2005-08-17 13:04:41,11837,1,81
