ss_d,ss_sbclllr_frctn,ss_tx_d,ss_cll_tp,ss_strn,b_frmt,rltnshp_tp,cnfdnc_scr,crtd_b,src_d,src_ss_d,chmbl_d,cll_d,tss_d,vrnt_d
7576,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL618515,,,
7577,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL618516,,,
7578,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL618517,,,
7579,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL618518,,,
7580,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL618519,,,
7581,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL618698,,,
7582,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL618862,,,
7583,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL618863,,,
7584,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL618864,,,
7585,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL618865,,,
7586,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL618866,,,
7587,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL618867,,,
7588,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL875828,,,
7589,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL618868,,,
7590,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL618869,,,
7591,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL618870,,,
7592,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL618871,,1969.0,
7593,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL618872,,1969.0,
7594,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL873816,,,
7595,,,,,BAO_0000218,U,0,Autocuration,1,,CHEMBL618873,,,
7596,,,,,BAO_0000019,U,0,Autocuration,1,,CHEMBL621602,,,
7597,,,,,BAO_0000218,U,0,Autocuration,1,,CHEMBL621603,,,
7598,,,,,BAO_0000218,U,0,Autocuration,1,,CHEMBL621604,,,
7599,,,,,BAO_0000218,U,0,Autocuration,1,,CHEMBL621605,,,
7600,,,,,BAO_0000218,U,0,Autocuration,1,,CHEMBL621606,,,
7601,,,,,BAO_0000218,U,0,Autocuration,1,,CHEMBL621607,,,
7602,,,,,BAO_0000218,U,0,Autocuration,1,,CHEMBL621608,,,
7603,,,,,BAO_0000019,U,0,Autocuration,1,,CHEMBL621609,,,
7604,,,,,BAO_0000218,U,0,Autocuration,1,,CHEMBL621610,,,
7605,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL621611,,,
7606,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL621612,,,
7607,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL622308,,,
7608,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL622309,,,
7609,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL622310,,,
7610,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL622311,,,
7611,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL622312,,,
7612,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL622931,,,
7613,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL622932,,,
7614,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL622736,,1969.0,
7615,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL622737,,1969.0,
7616,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL622738,,1969.0,
7617,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL622739,,1969.0,
7618,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL622740,,1969.0,
7619,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL622741,,1969.0,
7620,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL622742,,1969.0,
7621,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL622743,,1969.0,
7622,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL622744,,1969.0,
7623,,,,,BAO_0000019,U,0,Autocuration,1,,CHEMBL624134,,,
7624,,,,,BAO_0000019,U,0,Autocuration,1,,CHEMBL624135,,,
7625,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624136,,,
7626,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624137,,,
7627,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624320,,,
7628,,9615.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624321,,,
7629,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624322,,,
7630,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624323,,,
7631,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624324,,,
7632,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624325,,,
7633,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624326,,,
7634,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624327,,,
7635,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624328,,,
7636,,9615.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627848,,,
7637,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627849,,,
7638,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627850,,,
7639,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627851,,,
7640,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627852,,,
7641,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627853,,,
7642,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627854,,,
7643,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627855,,,
7644,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627856,,,
7645,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL875339,,,
7646,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627857,,,
7647,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627858,,2106.0,
7648,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627859,,178.0,
7649,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627860,,955.0,
7650,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627019,,948.0,
7651,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627020,,2107.0,
7652,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627021,,2048.0,
7653,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627022,,2385.0,
7654,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627023,,,
7655,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627024,,2106.0,
7656,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627025,,2046.0,
7657,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627026,,2113.0,
7658,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627027,,178.0,
7659,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627028,,955.0,
7660,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627029,,948.0,
7661,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627030,,2113.0,
7662,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627031,,2107.0,
7663,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627032,,2048.0,
7664,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627033,,2385.0,
7665,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627034,,,
7666,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627035,,2106.0,
7667,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627036,,2046.0,
7668,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL875340,,178.0,
7669,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627037,,948.0,
7670,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627038,,2113.0,
7671,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627039,,2107.0,
7672,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627040,,2385.0,
7673,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624663,,2106.0,
7674,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL625963,,2046.0,
7675,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL876799,,955.0,
7676,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL626133,,2048.0,
7677,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL626134,,,
7678,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL626135,,,
7679,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL626136,,,
7680,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL626137,,,
7681,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL626138,,,
7682,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL626139,,,
7683,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL626140,,,
7684,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL626141,,,
7685,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL626142,,,
7686,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627930,,2385.0,
7687,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627931,,2385.0,
7688,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627932,,2385.0,
7689,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627933,,2106.0,
7690,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627934,,2106.0,
7691,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627935,,2106.0,
7692,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627936,,178.0,
7693,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627937,,178.0,
7694,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627938,,178.0,
7695,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627939,,178.0,
7696,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627940,,178.0,
7697,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627941,,178.0,
7698,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL876800,,178.0,
7699,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627942,,178.0,
7700,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627943,,178.0,
7701,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627944,,178.0,
7702,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627945,,178.0,
7703,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL628584,,178.0,
7704,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL628585,,178.0,
7705,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL628586,,178.0,
7706,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL628587,,178.0,
7707,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL628588,,178.0,
7708,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL628589,,178.0,
7709,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL625304,,178.0,
7710,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL625305,,178.0,
7711,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL625306,,178.0,
7712,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL625307,,178.0,
7713,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL625308,,178.0,
7714,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627740,,178.0,
7715,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627741,,178.0,
7716,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627742,,178.0,
7717,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627743,,178.0,
7718,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627744,,178.0,
7719,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627745,,10000001.0,
7720,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627746,,10000001.0,
7721,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627747,,10000001.0,
7722,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL876810,,10000001.0,
7723,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627748,,10000001.0,
7724,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627749,,10000001.0,
7725,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL627750,,10000001.0,
7726,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL618728,,10000001.0,
7727,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL618729,,10000001.0,
7728,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL618730,,10000001.0,
7729,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL618731,,10000001.0,
7730,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL618732,,10000001.0,
7731,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL618733,,10000001.0,
7732,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL618734,,10000001.0,
7733,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL618735,,10000001.0,
7734,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL876602,,10000001.0,
7735,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL618736,,10000001.0,
7736,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL618737,,10000001.0,
7737,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL618738,,10000001.0,
7738,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL618739,,10000001.0,
7739,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL618740,,10000001.0,
7740,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL618741,,10000001.0,
7741,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL618742,,10000001.0,
7742,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL618743,,10000001.0,
7743,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL618744,,1969.0,
7744,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL618745,,,
7745,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL620479,,,
7746,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL620480,,,
7747,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL620481,,,
7748,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL620482,,,
7749,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL876603,,,
7750,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL620483,,,
7751,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL620484,,,
7752,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL620485,,,
7753,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL620486,,,
7754,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL620487,,,
7755,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL620488,,,
7756,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL620489,,,
7757,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL620490,,,
7758,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL620491,,,
7759,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL876604,,1969.0,
7760,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL620492,,,
7761,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL620493,,,
7762,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL620494,,,
7763,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL620495,,1969.0,
7764,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL620496,,1969.0,
7765,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL620497,,1969.0,
7766,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL620498,,1969.0,
7767,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL620499,,1969.0,
7768,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL620500,,1969.0,
7769,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL873809,,1969.0,
7770,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL620501,,,
7771,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL620502,,,
7772,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL620503,,,
7773,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL620504,,,
7774,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL876605,,,
7775,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL620505,,,
7776,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL873811,,1969.0,
7777,,10116.0,,,BAO_0000218,N,1,Expert,1,,CHEMBL624016,,,
7778,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624017,,,
7779,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624018,,,
7780,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624019,,,
7781,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624020,,955.0,
7782,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624201,,,
7783,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL872528,,,
7784,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624202,,,
7785,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624203,,,
7786,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL624350,,,
7787,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL621320,,,
7788,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL621321,,,
7789,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL621322,,,
7790,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL621323,,,
7791,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL621324,,,
7792,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL621325,,,
7793,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL875837,,1969.0,
7794,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL621326,,1969.0,
7795,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL621327,,,
7796,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL621328,,,
7797,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL621329,,,
7798,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL621330,,,
7799,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL621331,,,
7800,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL621332,,,
7801,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL621333,,,
7802,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL621334,,,
7803,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL621335,,,
7804,,9615.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL621336,,,
7805,,10116.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL621337,,,
7806,,9615.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL621338,,,
7807,,9615.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL875838,,,
7808,,9615.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL621339,,,
7809,,9615.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL621340,,,
7810,,,,,BAO_0000218,U,0,Autocuration,1,,CHEMBL621341,,,
7811,,,,,BAO_0000019,U,0,Autocuration,1,,CHEMBL621342,,,
7812,,,,,BAO_0000019,U,0,Autocuration,1,,CHEMBL621343,,,
7813,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL621344,,,
7814,,10090.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL621345,,,
7815,,,,,BAO_0000019,U,0,Autocuration,1,,CHEMBL621346,,,
7816,,,,,BAO_0000218,U,0,Autocuration,1,,CHEMBL621347,,,
7817,,9615.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL621348,,,
7818,,,,,BAO_0000019,U,0,Autocuration,1,,CHEMBL621349,,178.0,
7819,,,,,BAO_0000019,U,0,Autocuration,1,,CHEMBL621350,,178.0,
7820,,,,,BAO_0000019,U,0,Autocuration,1,,CHEMBL875839,,178.0,
7821,,,,,BAO_0000019,U,0,Autocuration,1,,CHEMBL620211,,178.0,
7822,,,,,BAO_0000019,U,0,Autocuration,1,,CHEMBL620212,,178.0,
7823,,,,,BAO_0000019,U,0,Autocuration,1,,CHEMBL620213,,178.0,
7824,,9544.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL620214,,1969.0,
7825,,9544.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL620215,,1969.0,
7826,,9544.0,,,BAO_0000218,N,1,Intermediate,1,,CHEMBL620216,,1969.0,
