city_id,city,country,country_id
47,Baiyin,China,23
80,Binzhou,China,23
109,Changzhou,China,23
136,Datong,China,23
139,Daxian,China,23
145,Dongying,China,23
157,Emeishan,China,23
159,Enshi,China,23
166,Ezhou,China,23
174,Fuyu,China,23
175,Fuzhou,China,23
193,Haining,China,23
199,Hami,China,23
207,Hohhot,China,23
210,Huaian,China,23
240,Jinchang,China,23
241,Jining,China,23
242,Jinzhou,China,23
249,Junan,China,23
277,Korla,China,23
291,Laiwu,China,23
293,Laohekou,China,23
298,Lengshuijiang,China,23
299,Leshan,China,23
302,Liaocheng,China,23
332,Meixian,China,23
362,Nanyang,China,23
407,Pingxiang,China,23
422,Qinhuangdao,China,23
432,Rizhao,China,23
462,Sanya,China,23
468,Shanwei,China,23
469,Shaoguan,China,23
471,Shenzhen,China,23
502,Suihua,China,23
535,Tianjin,China,23
536,Tiefa,China,23
537,Tieli,China,23
540,Tongliao,China,23
574,Weifang,China,23
578,Xiangfan,China,23
579,Xiangtan,China,23
580,Xintai,China,23
581,Xinxiang,China,23
584,Yantai,China,23
587,Yinchuan,China,23
588,Yingkou,China,23
590,Yuncheng,China,23
591,Yuzhou,China,23
592,Zalantun,China,23
594,Zaoyang,China,23
599,Zhoushan,China,23
96,Buenaventura,Colombia,24
147,Dos Quebradas,Colombia,24
170,Florencia,Colombia,24
405,Pereira,Colombia,24
480,Sincelejo,Colombia,24
487,Sogamoso,Colombia,24
315,Lubumbashi,"Congo, The Democratic Republic of the",25
348,Mwene-Ditu,"Congo, The Democratic Republic of the",25
378,Olomouc,Czech Republic,26
290,La Romana,Dominican Republic,27
450,San Felipe de Puerto Plata,Dominican Republic,27
460,Santiago de los Caballeros,Dominican Republic,27
311,Loja,Ecuador,28
414,Portoviejo,Ecuador,28
434,Robamba,Ecuador,28
79,Bilbays,Egypt,29
216,Idfu,Egypt,29
337,Mit Ghamr,Egypt,29
421,Qalyub,Egypt,29
465,Sawhaj,Egypt,29
476,Shubra al-Khayma,Egypt,29
530,Tartu,Estonia,30
6,Addis Abeba,Ethiopia,31
545,Trshavn,Faroe Islands,32
387,Oulu,Finland,33
92,Brest,France,34
297,Le Mans,France,34
543,Toulon,France,34
544,Toulouse,France,34
105,Cayenne,French Guiana,35
167,Faaa,French Polynesia,36
397,Papeete,French Polynesia,36
54,Banjul,Gambia,37
148,Duisburg,Germany,38
160,Erlangen,Germany,38
198,Halle/Saale,Germany,38
325,Mannheim,Germany,38
439,Saarbrcken,Germany,38
477,Siegen,Germany,38
575,Witten,Germany,38
38,Athenai,Greece,39
401,Patras,Greece,39
371,Nuuk,Greenland,40
121,Citt del Vaticano,Holy See (Vatican City State),41
279,Kowloon and New Kowloon,Hong Kong,42
512,Szkesfehrvr,Hungary,43
8,Adoni,India,44
9,Ahmadnagar,India,44
18,Allappuzha (Alleppey),India,44
22,Ambattur,India,44
24,Amroha,India,44
51,Balurghat,India,44
71,Berhampore (Baharampur),India,44
73,Bhavnagar,India,44
74,Bhilwara,India,44
75,Bhimavaram,India,44
76,Bhopal,India,44
77,Bhusawal,India,44
78,Bijapur,India,44
107,Chandrapur,India,44
110,Chapra,India,44
144,Dhule (Dhulia),India,44
164,Etawah,India,44
169,Firozabad,India,44
176,Gandhinagar,India,44
191,Gulbarga,India,44
195,Haldia,India,44
197,Halisahar,India,44
208,Hoshiarpur,India,44
211,Hubli-Dharwad,India,44
231,Jaipur,India,44
239,Jhansi,India,44
243,Jodhpur,India,44
257,Kamarhati,India,44
261,Kanchrapara,India,44
263,Karnal,India,44
264,Katihar,India,44
283,Kumbakonam,India,44
336,Miraj,India,44
346,Munger (Monghyr),India,44
350,Mysore,India,44
354,Nagaon,India,44
395,Palghat (Palakkad),India,44
398,Parbhani,India,44
399,Pathankot,India,44
400,Patiala,India,44
416,Pudukkottai,India,44
417,Pune,India,44
418,Purnea (Purnia),India,44
425,Rae Bareli,India,44
426,Rajkot,India,44
427,Rampur,India,44
429,Ranchi,India,44
448,Sambhal,India,44
464,Satna,India,44
473,Shimoga,India,44
475,Shivapuri,India,44
478,Siliguri (Shiliguri),India,44
522,Tambaram,India,44
550,Udaipur,India,44
554,Uluberia,India,44
559,Uttarpara-Kotrung,India,44
564,Valparai,India,44
566,Varanasi (Benares),India,44
568,Vijayawada,India,44
582,Yamuna Nagar,India,44
117,Cianjur,Indonesia,45
118,Ciomas,Indonesia,45
119,Ciparay,Indonesia,45
184,Gorontalo,Indonesia,45
232,Jakarta,Indonesia,45
301,Lhokseumawe,Indonesia,45
318,Madiun,Indonesia,45
396,Pangkal Pinang,Indonesia,45
403,Pemalang,Indonesia,45
412,Pontianak,Indonesia,45
415,Probolinggo,Indonesia,45
419,Purwakarta,Indonesia,45
509,Surakarta,Indonesia,45
532,Tegal,Indonesia,45
31,Arak,Iran,46
162,Esfahan,Iran,46
265,Kermanshah,Iran,46
356,Najafabad,Iran,46
423,Qomsheh,Iran,46
467,Shahr-e Kord,Iran,46
481,Sirjan,Iran,46
514,Tabriz,Iran,46
344,Mosul,Iraq,47
34,Ashdod,Israel,48
36,Ashqelon,Israel,48
57,Bat Yam,Israel,48
533,Tel Aviv-Jaffa,Israel,48
17,Alessandria,Italy,49
70,Bergamo,Italy,49
91,Brescia,Italy,49
93,Brindisi,Italy,49
309,Livorno,Italy,49
511,Syrakusa,Italy,49
551,Udine,Italy,49
10,Akishima,Japan,50
172,Fukuyama,Japan,50
203,Higashiosaka,Japan,50
204,Hino,Japan,50
205,Hiroshima,Japan,50
224,Isesaki,Japan,50
226,Iwaki,Japan,50
227,Iwakuni,Japan,50
228,Iwatsuki,Japan,50
229,Izumisano,Japan,50
253,Kakamigahara,Japan,50
256,Kamakura,Japan,50
260,Kanazawa,Japan,50
276,Koriyama,Japan,50
284,Kurashiki,Japan,50
287,Kuwana,Japan,50
331,Matsue,Japan,50
338,Miyakonojo,Japan,50
355,Nagareyama,Japan,50
376,Okayama,Japan,50
377,Okinawa,Japan,50
380,Omiya,Japan,50
382,Onomichi,Japan,50
386,Otsu,Japan,50
440,Sagamihara,Japan,50
