Time,Artist_Name,Song_Name,Released,Genre,CopyRight,id,Album_Name,Price
3:33,I Am Oak,On Trees and Birds and Fire ( CHS6 Edit ) [ Sam Feldt & Bloombox Remix ],1-Feb-15,"Dance , Music",2015 Ministry of Sound Recordings Ltd,13,Chilled House Session 2015 - Ministry of Sound,Album Only
3:34,Lana Del Rey & Cedric Gervais,Summertime Sadness ( Lana Del Rey vs. Cedric Gervais ) [ Cedric Gervais Remix ],11-Jul-13,"Dance , Music , Rock , Adult Alternative , Electronic",2013 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,14,Summertime Sadness ( Lana Del Rey vs. Cedric Gervais ) [ Cedric Gervais Remix ] - Single,$ 1.29
6:58,Krankbrother,Thank You Baby,23-Nov-14,"Dance , Music",2014 Defected Records Limited,15,Defected Presents Most Rated 2015,$ 1.29
8:13,Lana Del Rey,Ride ( Lyla 's Surprise ) [ James Lavelle Remix ],19-Nov-12,"Alternative , Music , Rock",2012 Polydor Ltd. ( UK ),16,Ride ( Remixes ),$ 1.29
5:26,Lana Del Rey,West Coast ( MK Remix ),13-Jul-14,"Alternative , Music , Rock",2014 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,17,West Coast ( Remix EP ),$ 1.29
3:47,Lana Del Rey & Cedric Gervais,Young and Beautiful [ Lana Del Rey vs. Cedric Gervais ] [ Cedric Gervais Remix Radio Edit ],29-Oct-13,"Alternative , Music , Rock",2013 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,18,Young and Beautiful [ Lana Del Rey vs. Cedric Gervais ] ( Cedric Gervais Remix Radio Edit ) - Single,$ 1.29
27:07:00,Lana Del Rey,Tropico,6-Dec-13,"Alternative , Music",2013 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,19,Tropico - Single,Album Only
5:36,Lana Del Rey,Blue Jeans ( Penguin Prison Remix ),1-May-12,"Alternative , Music , Rock , Adult Alternative",2012 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,20,Blue Jeans ( Remixes ) - EP,$ 1.29
5:36,Lana Del Rey,Blue Jeans ( Penguin Prison Remix ),1-May-12,"Alternative , Music , Rock , Adult Alternative",2012 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,21,Blue Jeans ( Remixes ) - EP,$ 1.29
3:08,Joey Negro,I Need Somebody Tonight ( feat . Thelma Houston ) [ Audiowhores Remix ],15-Jul-13,"Dance , Music",2013 Hed Kandi Records,22,Hed Kandi Ibiza 2013,$ 1.29
4:00,Lana Del Rey,This Is What Makes Us Girls,6-Aug-13,"Alternative , Music , Rock , Adult Alternative",2013 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,23,Born To Die,$ 1.29
4:00,Lana Del Rey,This Is What Makes Us Girls,6-Aug-13,"Alternative , Music , Rock , Adult Alternative",2013 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,24,Born To Die,$ 1.29
6:52,Lana Del Rey & Cedric Gervais,Summertime Sadness ( Lana Del Rey vs. Cedric Gervais ) [ Cedric Gervais Extended Remix ],25-Feb-14,"Alternative , Music , Dance , Rock , Adult Alternative , Electronic",2014 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,25,Summertime Sadness ( Lana Del Rey vs. Cedric Gervais ) [ Cedric Gervais Extended Remix ] - Single,$ 1.29
5:36,Lana Del Rey,Blue Jeans ( Penguin Prison Remix ),1-May-12,"Alternative , Music , Rock , Adult Alternative",2012 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,26,Blue Jeans ( Remixes ) - EP,$ 1.29
5:29,Lana Del Rey,Ultraviolence ( Hook N Sling Remix ),15-Feb-15,"Alternative , Music",2015 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,27,Ultraviolence ( Hook N Sling Remix ) - Single,$ 1.29
5:36,Lana Del Rey,Blue Jeans ( Penguin Prison Remix ),1-May-12,"Alternative , Music , Rock , Adult Alternative",2012 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,28,Blue Jeans ( Remixes ) - EP,$ 1.29
5:26,Lana Del Rey,West Coast ( MK Remix ),13-Jul-14,"Alternative , Music , Rock",2014 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,29,West Coast ( Remix EP ),$ 1.29
3:26,Olympique,Face Down Earth ( HK Tropical House Edit ) [ Urban Contact Remix ],3-May-15,"Dance , Music",2015 Hed Kandi Records/Ministry of Sound Recordings Ltd,30,Hed Kandi Tropical House,$ 1.29
5:19,Lana Del Rey,Video Games ( We DonŠ -- Èt Belong In Pacha Remix ),28-Feb-12,"Alternative , Music , Rock , Adult Alternative",2012 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,31,Video Games Remixes - EP,$ 0.99
5:19,Lana Del Rey,Video Games ( We DonŠ -- Èt Belong In Pacha Remix ),28-Feb-12,"Alternative , Music , Rock , Adult Alternative",2012 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,32,Video Games Remixes - EP,$ 0.99
4:00,Lana Del Rey,This Is What Makes Us Girls,6-Aug-13,"Alternative , Music , Rock , Adult Alternative",2013 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,33,Born To Die,$ 1.29
4:00,Lana Del Rey,This Is What Makes Us Girls,6-Aug-13,"Alternative , Music , Rock , Adult Alternative",2013 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,34,Born To Die,$ 1.29
4:00,Lana Del Rey,This Is What Makes Us Girls,6-Aug-13,"Alternative , Music , Rock , Adult Alternative",2013 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,35,Born To Die,$ 1.29
5:26,Lana Del Rey,West Coast ( MK Remix ),13-Jul-14,"Alternative , Music , Rock",2014 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,36,West Coast ( Remix EP ),$ 1.29
4:00,Lana Del Rey,This Is What Makes Us Girls,6-Aug-13,"Alternative , Music , Rock , Adult Alternative",2013 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,37,Born To Die,$ 1.29
4:00,Lana Del Rey,This Is What Makes Us Girls,6-Aug-13,"Alternative , Music , Rock , Adult Alternative",2013 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,38,Born To Die,$ 1.29
4:04,Lucas Nord,Wasting Time ( HK Deep Disco Edit ),25-Jan-15,"Dance , Music",2014 Hed Kandi Records/Ministry of Sound Recordings Ltd,39,Hed Kandi : Deep Disco,$ 1.29
4:44,DJ Eibhlin,Bring Me Joy ( HK Miami 2015 Edit ),22-Feb-15,"Dance , Music",2015 Hed Kandi Records/Ministry of Sound Recordings Ltd,40,Hed Kandi Miami 2015,$ 1.29
5:36,Lana Del Rey,Blue Jeans ( Penguin Prison Remix ),1-May-12,"Alternative , Music , Rock , Adult Alternative",2012 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,41,Blue Jeans ( Remixes ) - EP,$ 1.29
2:35,Lana Del Rey,Video Games ( Omid 16B Instrumental Reprise ),21-Jan-13,"Dance , Music , Rock , Adult Alternative",2013 Alola Records,42,Blue Jeans Omid 16B Remixes,$ 1.29
4:00,Lana Del Rey,This Is What Makes Us Girls,6-Aug-13,"Alternative , Music , Rock , Adult Alternative",2013 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,43,Born To Die,$ 1.29
4:00,Lana Del Rey,This Is What Makes Us Girls,6-Aug-13,"Alternative , Music , Rock , Adult Alternative",2013 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,44,Born To Die,$ 1.29
27:07:00,Lana Del Rey,Tropico,6-Dec-13,"Alternative , Music",2013 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,45,Tropico - Single,Album Only
8:13,Lana Del Rey,Ride ( Lyla 's Surprise ) [ James Lavelle Remix ],19-Nov-12,"Alternative , Music , Rock",2012 Polydor Ltd. ( UK ),46,Ride ( Remixes ),$ 1.29
8:13,Lana Del Rey,Ride ( Lyla 's Surprise ) [ James Lavelle Remix ],19-Nov-12,"Alternative , Music , Rock",2012 Polydor Ltd. ( UK ),47,Ride ( Remixes ),$ 1.29
2:35,Lana Del Rey,Video Games ( Omid 16B Instrumental Reprise ),21-Jan-13,"Dance , Music , Rock , Adult Alternative",2013 Alola Records,48,Blue Jeans Omid 16B Remixes,$ 1.29
2:35,Lana Del Rey,Video Games ( Omid 16B Instrumental Reprise ),21-Jan-13,"Dance , Music , Rock , Adult Alternative",2013 Alola Records,49,Blue Jeans Omid 16B Remixes,$ 1.29
2:35,Lana Del Rey,Video Games ( Omid 16B Instrumental Reprise ),21-Jan-13,"Dance , Music , Rock , Adult Alternative",2013 Alola Records,50,Blue Jeans Omid 16B Remixes,$ 1.29
2:35,Lana Del Rey,Video Games ( Omid 16B Instrumental Reprise ),21-Jan-13,"Dance , Music , Rock , Adult Alternative",2013 Alola Records,51,Blue Jeans Omid 16B Remixes,$ 1.29
2:35,Lana Del Rey,Video Games ( Omid 16B Instrumental Reprise ),21-Jan-13,"Dance , Music , Rock , Adult Alternative",2013 Alola Records,52,Blue Jeans Omid 16B Remixes,$ 1.29
2:35,Lana Del Rey,Video Games ( Omid 16B Instrumental Reprise ),21-Jan-13,"Dance , Music , Rock , Adult Alternative",2013 Alola Records,53,Blue Jeans Omid 16B Remixes,$ 1.29
6:42,Kink & Marc Romboy,Over and Out ( Miami Sessions 2013 Edit ) [ Instrumental Mix ],10-Mar-13,"Dance , Music",2013 Ministry of Sound Recordings Limited,54,Miami Sessions 2013 - Ministry of Sound,$ 1.29
4:53,M.A.N.D.Y.,Twisted Sister ( Ibiza Sessions 2013 Edit ) [ DJ Hell 's Dehousing Berlin Mix ],9-Jun-13,"Dance , Music",2013 Ministry of Sound Recordings Limited,55,Ibiza Sessions 2013 - Ministry of Sound,$ 1.29
5:40,Lana Del Rey,Summertime Sadness ( MK Lee Foss Cold Blooded Remix ),16-Jun-13,"Dance , Music",2013 Hed Kandi Records,56,Hed Kandi Beach House 2013,$ 1.29
4:00,Lana Del Rey,This Is What Makes Us Girls,6-Aug-13,"Alternative , Music , Rock , Adult Alternative",2013 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,57,Born To Die,$ 1.29
4:00,Lana Del Rey,This Is What Makes Us Girls,6-Aug-13,"Alternative , Music , Rock , Adult Alternative",2013 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,58,Born To Die,$ 1.29
4:00,Lana Del Rey,This Is What Makes Us Girls,6-Aug-13,"Alternative , Music , Rock , Adult Alternative",2013 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,59,Born To Die,$ 1.29
3:05,Discopolis,Falling ( Commited To Sparkle Motion ) [ Ibiza Annual 2013 Edit ] [ Axwell Radio Edit ],2-Sep-13,"Dance , Music",2013 Ministry of Sound Recordings Ltd.,60,Ibiza Annual 2013 - Ministry of Sound,Album Only
27:07:00,Lana Del Rey,Tropico,6-Dec-13,"Alternative , Music",2013 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,61,Tropico - Single,Album Only
2:43,Breach,Everything You Never Had ( We Had It All ) [ ESRR Edit ] [ feat . Andreya Triana ],10-Feb-14,"Dance , Music",2014 Ministry of Sound Recordings Ltd,62,"Eat , Sleep , Rave , Repeat - Ministry of Sound",Album Only
5:26,Lana Del Rey,West Coast ( MK Remix ),13-Jul-14,"Alternative , Music , Rock",2014 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,63,West Coast ( Remix EP ),$ 1.29
4:54,Jon Hopkins,Abandon Window ( TMATNB Edit ),28-Sep-14,"Dance , Music , Electronic",2014 Ministry of Sound Recordings Ltd,64,The Morning After the Night Before - Ministry of Sound,$ 1.29
4:10,John Legend,All of Me ( Ti ' âsto 's Birthday Treatment Remix - Radio Edit ),5-Aug-14,"Pop , Music","This compilation ( P ) 2014 UMG Recordings , Inc. and Sony Music Entertainment",65,"Now Party Anthems , Vol . 2",Album Only
3:41,C ' © line Dion,A Mother 's Prayer,11-Mar-14,"Soundtrack , Music","2014 Day Twenty-Eight Films Apple , Llc Under Exclusive License To Milan Entertainment Inc.",66,Gim me Shelter ( Original Soundtrack Album ),Album Only
3:23,Armin van Buuren,This Is What It Feels Like ( feat . Trevor Guthrie ),17-Dec-13,"Fitness & Workout , Music","2013 UMG Recordings , Inc. and Sony Music Entertainment",67,NOW That 's What I Call a Workout 3,Album Only
7:08,K.E.L.S.E.Y.,Boy ( Mk Deep Dub ),15-Nov-13,"Dance , Music",2013 Defected Records Limited,68,Defected Presents House Masters - MK ( Second Edition ),$ 1.29
6:56,Special Request,Deflowered ( Hieroglyphic Being Remix ),21-Oct-13,"Dance , Music , Electronic , Rock , Jungle/Drum 'n' bass",2013 Houndstooth,69,Soul Music,$ 1.29
3:11,Wideboys,Addicted 2 the Bass ( EDM Euphoria 2013 Edit ) [ Daahype 's Trap VIP ],16-Sep-13,"Dance , Music",2013 Euphoria,70,EDM Euphoria 2013,$ 1.29
3:50,Tritonal,Bullet That Saved Me ( Pump It Up Edit ) [ feat . Underdown ] [ Festival Mix ],8-Sep-13,"Fitness & Workout , Music",2013 Ministry of Sound Recordings Ltd.,71,Pump It Up - Ultimate Dance Workout - Ministry of Sound,$ 1.29
6:59,Clarian & Guy Gerber,Claire,21-Jul-13,"Dance , Music",2013 Ministry of Sound Recordings Limited,72,Chilled House Ibiza 2013 - Ministry of Sound,$ 1.29
5:31,Jessie Ware,Night Light ( Running Trax Summer 60 Min Mix ) [ Joe Goddard Remix ],8-Jul-13,"Fitness & Workout , Music , Pop",2013 Ministry of Sound Recordings Limited,73,Running Trax Summer 2013 - Ministry of Sound,$ 1.29
1:01:40,RAC,RAC Radio ( Continuous DJ Mix ),6-Nov-12,"Electronic , Music , Dance",2012 RAC Records,74,Chapter One,Album Only
3:03,Candi Staton,Hallelujah Anyway ( Larse Vocal Edit ),23-Sep-12,"Dance , Music",2012 Hed Kandi Records,75,Hed Kandi Nu Disco,Album Only
5:19,Lana Del Rey,Video Games ( We DonŠ -- Èt Belong In Pacha Remix ),28-Feb-12,"Alternative , Music , Rock , Adult Alternative",2012 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,76,Video Games Remixes - EP,$ 0.99
5:19,Lana Del Rey,Video Games ( We DonŠ -- Èt Belong In Pacha Remix ),28-Feb-12,"Alternative , Music , Rock , Adult Alternative",2012 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,77,Video Games Remixes - EP,$ 0.99
5:19,Lana Del Rey,Video Games ( We DonŠ -- Èt Belong In Pacha Remix ),28-Feb-12,"Alternative , Music , Rock , Adult Alternative",2012 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,78,Video Games Remixes - EP,$ 0.99
5:36,Lana Del Rey,Blue Jeans ( Penguin Prison Remix ),1-May-12,"Alternative , Music , Rock , Adult Alternative",2012 Lana Del Rey under exclusive licence to Polydor Ltd. ( UK ) . Under exclusive licence to Interscope Records in the USA,79,Blue Jeans ( Remixes ) - EP,$ 1.29
3:57,Wretch 32,DonŠ -- Èt Go ( feat . Josh Kumra ),2-Sep-12,"Pop , Music",2012 Ministry of Sound Recordings Limited,80,The Chillout Session - Ministry of Sound,$ 1.29
8:13,Lana Del Rey,Ride ( Lyla 's Surprise ) [ James Lavelle Remix ],19-Nov-12,"Alternative , Music , Rock",2012 Polydor Ltd. ( UK ),81,Ride ( Remixes ),$ 1.29
8:13,Lana Del Rey,Ride ( Lyla 's Surprise ) [ James Lavelle Remix ],19-Nov-12,"Alternative , Music , Rock",2012 Polydor Ltd. ( UK ),82,Ride ( Remixes ),$ 1.29
8:13,Lana Del Rey,Ride ( Lyla 's Surprise ) [ James Lavelle Remix ],19-Nov-12,"Alternative , Music , Rock",2012 Polydor Ltd. ( UK ),83,Ride ( Remixes ),$ 1.29
3:20,Lana Del Rey,Once Upon a Dream,27-May-14,"Soundtrack , Music",2014 Walt Disney Records,84,Maleficent ( Original Motion Picture Soundtrack ),$ 1.29
4:02,Selena Gomez,Perfect,,"Pop , Music , Rock",2015 Interscope Records,85,Revival ( Deluxe ),Album Only
4:02,Selena Gomez,Perfect,,"Pop , Music , Rock",2015 Interscope Records,86,Revival ( Deluxe ),Album Only
4:02,Selena Gomez,Perfect,,"Pop , Music , Rock",2015 Interscope Records,87,Revival ( Deluxe ),Album Only
4:02,Selena Gomez,Perfect,,"Pop , Music , Rock",2015 Interscope Records,88,Revival ( Deluxe ),Album Only
4:02,Selena Gomez,Perfect,,"Pop , Music , Rock",2015 Interscope Records,89,Revival ( Deluxe ),Album Only
4:02,Selena Gomez,Perfect,,"Pop , Music , Rock",2015 Interscope Records,90,Revival ( Deluxe ),Album Only
4:02,Selena Gomez,Perfect,,"Pop , Music , Rock",2015 Interscope Records,91,Revival ( Deluxe ),Album Only
4:02,Selena Gomez,Perfect,,"Pop , Music , Rock",2015 Interscope Records,92,Revival ( Deluxe ),Album Only
4:02,Selena Gomez,Perfect,,"Pop , Music , Rock",2015 Interscope Records,93,Revival ( Deluxe ),Album Only
4:02,Selena Gomez,Perfect,,"Pop , Music , Rock",2015 Interscope Records,94,Revival ( Deluxe ),Album Only
3:03,Selena Gomez,Rise,,"Pop , Music , Rock",2015 Interscope Records,95,Revival,Album Only
3:03,Selena Gomez,Rise,,"Pop , Music , Rock",2015 Interscope Records,96,Revival,Album Only
3:03,Selena Gomez,Rise,,"Pop , Music , Rock",2015 Interscope Records,97,Revival,Album Only
3:03,Selena Gomez,Rise,,"Pop , Music , Rock",2015 Interscope Records,98,Revival,Album Only
3:03,Selena Gomez,Rise,,"Pop , Music , Rock",2015 Interscope Records,99,Revival,Album Only
3:03,Selena Gomez,Rise,,"Pop , Music , Rock",2015 Interscope Records,100,Revival,Album Only
3:03,Selena Gomez,Rise,,"Pop , Music , Rock",2015 Interscope Records,101,Revival,Album Only
3:03,Selena Gomez,Rise,,"Pop , Music , Rock",2015 Interscope Records,102,Revival,Album Only
3:03,Selena Gomez,Rise,,"Pop , Music , Rock",2015 Interscope Records,103,Revival,Album Only
3:23,Armin van Buuren,This Is What It Feels Like ( feat . Trevor Guthrie ),17-Dec-13,"Fitness & Workout , Music","2013 UMG Recordings , Inc. and Sony Music Entertainment",104,NOW That 's What I Call a Workout 3,Album Only
1:25,X Ambassadors,VHS Outro ( Interlude ),30-Jun-15,"Alternative , Music , Rock , Adult Alternative",2015 KIDinaKORNER/Interscope Records,105,VHS,$ 1.29
1:25,X Ambassadors,VHS Outro ( Interlude ),30-Jun-15,"Alternative , Music , Rock , Adult Alternative",2015 KIDinaKORNER/Interscope Records,106,VHS,$ 1.29
1:25,X Ambassadors,VHS Outro ( Interlude ),30-Jun-15,"Alternative , Music , Rock , Adult Alternative",2015 KIDinaKORNER/Interscope Records,107,VHS,$ 1.29
1:25,X Ambassadors,VHS Outro ( Interlude ),30-Jun-15,"Alternative , Music , Rock , Adult Alternative",2015 KIDinaKORNER/Interscope Records,108,VHS,$ 1.29
1:25,X Ambassadors,VHS Outro ( Interlude ),30-Jun-15,"Alternative , Music , Rock , Adult Alternative",2015 KIDinaKORNER/Interscope Records,109,VHS,$ 1.29
1:25,X Ambassadors,VHS Outro ( Interlude ),30-Jun-15,"Alternative , Music , Rock , Adult Alternative",2015 KIDinaKORNER/Interscope Records,110,VHS,$ 1.29
5:42,Good Guy Mikesh,Place of Love ( feat . Filburt ) [ MP Edit ],16-Feb-14,"Dance , Music",2014 Ministry of Sound Recordings Ltd,111,Chilled House Session 2014 - Ministry of Sound,$ 1.29
3:05,Discopolis,Falling ( Commited To Sparkle Motion ) [ Ibiza Annual 2013 Edit ] [ Axwell Radio Edit ],2-Sep-13,"Dance , Music",2013 Ministry of Sound Recordings Ltd.,112,Ibiza Annual 2013 - Ministry of Sound,Album Only
2:18,Friend Within,The Renegade ( Addicted To Bass Winter 2013 Edit ),30-Sep-13,"Dance , Music",2013 Ministry of Sound Recordings Ltd.,113,Addicted To Bass Winter 2013 - Ministry of Sound,Album Only
4:02,Wiley & Naughty Boy,Never Be Your Woman ( Solo UK Š -- ... Loves GarageŠ -- È Remix ) [ feat . Emeli Sand ' © ],26-Feb-10,"Dance , Music",2010 The copyright in this sound recording is owned by Virgin Records Ltd,114,Never Be Your Woman ( Naughty Boy Presents ) [ feat . Emeli Sand ' © ] Š -- -- EP,$ 1.29
4:02,Wiley & Naughty Boy,Never Be Your Woman ( Solo UK Š -- ... Loves GarageŠ -- È Remix ) [ feat . Emeli Sand ' © ],26-Feb-10,"Dance , Music",2010 The copyright in this sound recording is owned by Virgin Records Ltd,115,Never Be Your Woman ( Naughty Boy Presents ) [ feat . Emeli Sand ' © ] Š -- -- EP,$ 1.29
4:02,Wiley & Naughty Boy,Never Be Your Woman ( Solo UK Š -- ... Loves GarageŠ -- È Remix ) [ feat . Emeli Sand ' © ],26-Feb-10,"Dance , Music",2010 The copyright in this sound recording is owned by Virgin Records Ltd,116,Never Be Your Woman ( Naughty Boy Presents ) [ feat . Emeli Sand ' © ] Š -- -- EP,$ 1.29
4:02,Wiley & Naughty Boy,Never Be Your Woman ( Solo UK Š -- ... Loves GarageŠ -- È Remix ) [ feat . Emeli Sand ' © ],26-Feb-10,"Dance , Music",2010 The copyright in this sound recording is owned by Virgin Records Ltd,117,Never Be Your Woman ( Naughty Boy Presents ) [ feat . Emeli Sand ' © ] Š -- -- EP,$ 1.29
4:02,Wiley & Naughty Boy,Never Be Your Woman ( Solo UK Š -- ... Loves GarageŠ -- È Remix ) [ feat . Emeli Sand ' © ],26-Feb-10,"Dance , Music",2010 The copyright in this sound recording is owned by Virgin Records Ltd,118,Never Be Your Woman ( Naughty Boy Presents ) [ feat . Emeli Sand ' © ] Š -- -- EP,$ 1.29
7:40,Emeli Sand ' © & Rick Smith,Here It Comes,8-Oct-13,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Contemporary",2013 Virgin Records Ltd,119,Our Version of Events ( Deluxe Edition ),$ 1.29
4:14,Goldfrapp,Felt Mountain,4-Feb-14,"Soundtrack , Music","2014 Universal Music Enterprises , a Division of UMG Recordings , Inc.",120,Vampire Academy ( Music From the Motion Picture ),Album Only
2:43,Breach,Everything You Never Had ( We Had It All ) [ ESRR Edit ] [ feat . Andreya Triana ],10-Feb-14,"Dance , Music",2014 Ministry of Sound Recordings Ltd,121,"Eat , Sleep , Rave , Repeat - Ministry of Sound",Album Only
3:42,Flume & Chet Faker,Drop the Game ( R&B Mixtape Edit ),23-Mar-14,"R&B / Soul , Music",2014 Ministry of Sound Recordings Ltd,122,R&B Mixtape - Ministry of Sound,Album Only
2:48,Dada Life,Kick Out the Epic M ********** r ( Dada Life 2015 Epic Remix ),3-Mar-15,"Electronic , Music",2015 So Bleeped AB,123,Dada Life Presents : Welcome to Dada Land,$ 1.29
3:31,Konshens,Gal a Bubble,25-Nov-14,"Reggae , Music","2014 VP Music Group , Inc",124,"Strictly the Best , Vol . 51",$ 1.29
2:43,Breach,Everything You Never Had ( We Had It All ) [ ESRR Edit ] [ feat . Andreya Triana ],10-Feb-14,"Dance , Music",2014 Ministry of Sound Recordings Ltd,125,"Eat , Sleep , Rave , Repeat - Ministry of Sound",Album Only
3:06,Bounty Killer,Smoke the Herb,23-Jul-13,"Reggae , Music","2013 VP Music Group , Inc",126,Reggae Gold 2013,$ 0.99
3:01,Olly Murs,Wrapped Up ( Live ),21-Apr-15,"Pop , Music",2015 Walt Disney Records,127,Radio Disney Music Awards,Album Only
3:04,The Chainsmokers,#Selfie,17-Feb-15,"Soundtrack , Music","2015 2015 Island Records , a division of UMG Recordings , Inc. 1755 Broadway , New York , New York 10019 . Motion Picture Photos .",128,The Duff ( Original Motion Picture Soundtrack ),Album Only
