assay_id,assay_test_type,assay_organism,assay_category,assay_type,relationship_type,curated_by,assay_tissue,assay_tax_id,description,tid,variant_id,src_assay_id,src_id,doc_id,bao_format,assay_strain,assay_cell_type,assay_subcellular_fraction
26,,Oryctolagus cuniculus,,B,H,Autocuration,,9986.0,In vitro inhibitory activity of compound on rabbit reticulocyte 15-lipoxygenase,12054,,,1,5646,BAO_0000357,,,
27,,Oryctolagus cuniculus,,B,H,Autocuration,,9986.0,Inhibition of rabbit reticulocyte 15-lipoxygenase by compound (30 uM),12054,,,1,5646,BAO_0000357,,,
28,,,,B,H,Autocuration,,,Inhibitory activity against 15-lipoxygenase in rat polymorphonuclear leukocytes,12426,,,1,10997,BAO_0000219,,,
29,,soya bean,,B,H,Autocuration,,3847.0,Inhibitory activity against 15-lipoxygenase was determined obtained from soya bean,12054,,,1,6309,BAO_0000357,,,
30,,Glycine max,,B,H,Autocuration,,3847.0,Inhibitory activity against soybean 15-lipoxygenase was evaluated,12054,,,1,167,BAO_0000357,,,
31,,Glycine max,,B,H,Autocuration,,3847.0,Inhibitory activity against soybean 15-lipoxygenase was evaluated at 100 uM,12054,,,1,167,BAO_0000357,,,
32,,Glycine max,,B,H,Autocuration,,3847.0,The compound was tested for the in vitro inhibition of 15-lipoxygenase of soybean at a concentration of 10 uM,12054,,,1,11087,BAO_0000357,,,
33,,Glycine max,,B,H,Autocuration,,3847.0,The compound was tested for the in vitro inhibition of 15-lipoxygenase of soybean at a concentration of 100 uM,12054,,,1,11087,BAO_0000357,,,
34,,Glycine max,,B,H,Autocuration,,3847.0,Compound was tested in vitro for inhibition of 15-lipoxygenase soybean,12054,,,1,13622,BAO_0000357,,,
35,,Glycine max,,B,H,Autocuration,,3847.0,Compound at 100 uM was tested in vitro for inhibition of 15-lipoxygenase soybean,12054,,,1,13622,BAO_0000357,,,
36,,Rattus norvegicus,,A,U,Autocuration,,10116.0,Inhibition of cytochrome P450 progesterone 16-alpha hydroxylase,22226,,,1,11347,BAO_0000019,,,
37,,Escherichia coli,,B,U,Autocuration,,562.0,Binding affinity against bacterial 16S rRNA using mass spectrometry based assay,22226,,,1,5926,BAO_0000019,,,
38,,,,B,U,Autocuration,,,Dissociation constant with dimeric 16S rRNA RNA construct B,22226,,,1,4567,BAO_0000019,,,
39,,,,B,M,Intermediate,,,Dissociation constant towards 16S rRNA construct A,22222,,,1,3782,BAO_0000225,,,
40,,,,B,M,Intermediate,,,Dissociation constant towards 16S rRNA construct B,22222,,,1,3782,BAO_0000225,,,
41,,Escherichia coli,,B,M,Expert,,562.0,Binding affinity of aminoglycoside to 16S ribosomal RNA A-site in Escherichia coli,100263,,,1,4466,BAO_0000225,,,
42,,Escherichia coli,,B,M,Expert,,562.0,Binding affinity for the 16S ribosomal RNA A-site of Escherichia coli,100263,,,1,6592,BAO_0000225,,,
43,,,,B,H,Autocuration,,,Inhibitory activity against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),13053,,,1,898,BAO_0000019,,,
44,,,,B,H,Autocuration,,,Inhibitory constant against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),13053,,,1,898,BAO_0000019,,,
45,,Homo sapiens,,B,H,Autocuration,,9606.0,The compound was tested at a concentration of 1 uM for inhibitory activity against 17 beta-hydroxysteroid dehydrogenase from human placental microsomes,20001,,,1,13163,BAO_0000019,,,
46,,Homo sapiens,,B,H,Autocuration,,9606.0,The compound was tested at a concentration of 1 uM for inhibitory activity against 17 beta-hydroxysteroid dehydrogenase from human placental microsomes,20001,,,1,13163,BAO_0000019,,,
47,,Rattus norvegicus,,B,D,Expert,,10116.0,"Inhibition of 17-alpha-hydroxylase/17,20 lyase from rat testes microsomal preparation",12971,,,1,10691,BAO_0000019,,,
48,,Rattus norvegicus,,B,D,Expert,,10116.0,"Inhibition of 17-alpha-hydroxylase/17,20 lyase from rat testes microsomal preparation",12971,,,1,10691,BAO_0000019,,,
49,,Rattus norvegicus,,B,D,Expert,,10116.0,"Percent inhibition of 17-alpha-hydroxylase/17,20 lyase of rat testes microsomes at 100 uM",12971,,,1,10691,BAO_0000019,,,
50,,Rattus norvegicus,,B,D,Expert,,10116.0,"Percent inhibition of Steroid 17-alpha-hydroxylase/17,20 lyase of rat testes microsomes at 100 uM",12971,,,1,10691,BAO_0000019,,,
51,,,,B,H,Autocuration,,,Inhibitory activity against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),13053,,,1,898,BAO_0000019,,,
52,,,,B,H,Autocuration,,,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1),11512,,,1,912,BAO_0000357,,,
53,,,,B,H,Autocuration,,,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 1 uM concentration,11512,,,1,912,BAO_0000357,,,
54,,,,B,H,Autocuration,,,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 10 uM concentration,11512,,,1,912,BAO_0000357,,,
55,,Rattus norvegicus,,B,D,Autocuration,,10116.0,Selectivity ratio of binding affinity towards mu to delta receptors of rat brain membranes,104740,,,1,15103,BAO_0000249,,,Membranes
56,,Homo sapiens,,F,N,Intermediate,,9606.0,Cytotoxicity against ovarian cancer cell line (1A-9) of humans was determined,80002,,,1,5116,BAO_0000219,,1A9,
57,,Rattus norvegicus,,F,D,Autocuration,,10116.0,Functional antagonism by electrical assays in Xenopus oocytes expressing 1A/2A NMDA receptor subtype,104835,,,1,14578,BAO_0000219,,Oocytes,
58,,Rattus norvegicus,,F,D,Autocuration,,10116.0,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2B NMDA receptor,104821,,,1,14578,BAO_0000219,,Oocytes,
59,,Rattus norvegicus,,F,D,Autocuration,,10116.0,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2C NMDA receptor,104848,,,1,14578,BAO_0000219,,Oocytes,
60,,Homo sapiens,,F,N,Expert,,9606.0,In vitro effective concentration required to reduce the number of human ovarian cancer (1A9) after 3-day incubation,80002,,,1,4787,BAO_0000219,,1A9,
61,,Homo sapiens,,F,N,Intermediate,,9606.0,In vitro effective concentration required to reduce the number of human ovarian cancer cells (1A9) after 3-day incubation,80002,,,1,4787,BAO_0000219,,1A9,
62,,Homo sapiens,,F,N,Intermediate,,9606.0,Cytotoxic activity against human ovarian cancer (1A9) cell line,80002,,,1,3547,BAO_0000219,,1A9,
63,,Homo sapiens,,F,N,Intermediate,,9606.0,Cytotoxic activity against human ovarian cancer (1A9) cell line; ND=Not determined,80002,,,1,3547,BAO_0000219,,1A9,
64,,Homo sapiens,,F,N,Intermediate,,9606.0,Effective dose of compound against replication of 1A9 cell line was evaluated,80002,,,1,6726,BAO_0000219,,1A9,
65,,Homo sapiens,,F,N,Expert,,9606.0,In vitro cytotoxic activity was determined against ovarian cancer (1A9) cell line,80002,,,1,3455,BAO_0000219,,1A9,
66,,Homo sapiens,,F,N,Intermediate,,9606.0,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line),80002,,,1,5726,BAO_0000219,,1A9,
67,,Homo sapiens,,F,N,Intermediate,,9606.0,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line); NA is not active,80002,,,1,5726,BAO_0000219,,1A9,
68,,Homo sapiens,,F,N,Intermediate,,9606.0,In vitro percent inhibition evaluated against human ovarian cancer (1A9 cell line) at >20 ug/mL,80002,,,1,5726,BAO_0000219,,1A9,
69,,Homo sapiens,,F,N,Intermediate,,9606.0,Inhibitory activity against Taxol resistant 1A9 cell lines,80002,,,1,3395,BAO_0000219,,1A9,
70,,Homo sapiens,,F,N,Expert,,9606.0,Cytotoxicity against human ovarian cancer (1A9) cell lines.,80002,,,1,3415,BAO_0000219,,1A9,
71,,Homo sapiens,,F,N,Expert,,9606.0,Percentage inhibition of human ovarian cancer (1A9) cell lines.,80002,,,1,3415,BAO_0000219,,1A9,
72,,Homo sapiens,,F,N,Expert,,9606.0,Effective dose required for inhibitory activity against 1A9 human tumor cell line.,80002,,,1,17099,BAO_0000219,,1A9,
73,,Homo sapiens,,F,N,Intermediate,,9606.0,Percent inhibition against 1A9 human tumor cell line at 0.10 ug/mL,80002,,,1,17099,BAO_0000219,,1A9,
74,,Homo sapiens,,F,N,Intermediate,,9606.0,Percent inhibition against 1A9 human tumor cell line at <0.00008 ug/mL,80002,,,1,17099,BAO_0000219,,1A9,
75,,Homo sapiens,,F,N,Intermediate,,9606.0,Percent inhibition against 1A9 human tumor cell line at >10 ug/mL,80002,,,1,17099,BAO_0000219,,1A9,
76,,Homo sapiens,,F,N,Intermediate,,9606.0,Inhibitory concentration against Jurkat cells,81072,,,1,17721,BAO_0000219,,Jurkat,
77,,,,F,U,Intermediate,,,In vitro anticancer activity against 2 NCI SCLC cell lines; inactive,22226,,,1,1229,BAO_0000019,,,
78,,Rattus norvegicus,,A,D,Expert,,10116.0,Inhibition of cytochrome P450 progesterone 2-alpha-hydroxylase,100121,,,1,11347,BAO_0000357,,,
79,,,,B,H,Expert,,,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",11231,,,1,17117,BAO_0000357,,,
80,,,,B,H,Expert,,,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",11231,,,1,17117,BAO_0000357,,,
81,,,,B,H,Expert,,,"In vitro inhibition of human 2,3-oxidosqualene cyclase at 100 nM.",11231,,,1,17117,BAO_0000357,,,
82,,Candida albicans,,B,H,Autocuration,,5476.0,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Candida albicans microsomes",11231,,,1,11375,BAO_0000251,,,Microsomes
83,,Candida albicans,,B,H,Autocuration,,5476.0,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Candida albicans microsomes",11231,,,1,11375,BAO_0000251,,,Microsomes
84,,Saccharomyces cerevisiae,,B,H,Autocuration,,4932.0,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Saccharomyces cerevisiae microsomes",11231,,,1,11375,BAO_0000251,,,Microsomes
85,,Saccharomyces cerevisiae,,B,H,Autocuration,,4932.0,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Saccharomyces cerevisiae microsomes",11231,,,1,11375,BAO_0000251,,,Microsomes
86,,Sus scrofa,,B,H,Autocuration,Liver,9823.0,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in pig liver microsomes",12083,,,1,11375,BAO_0000251,,,Microsomes
87,,Rattus norvegicus,,B,H,Autocuration,,10116.0,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase",11231,,,1,791,BAO_0000019,,,
88,,Rattus norvegicus,,B,H,Autocuration,,10116.0,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase (OSC)",11231,,,1,791,BAO_0000019,,,
89,,Rattus norvegicus,,B,H,Autocuration,,10116.0,"Evaluated for its activity to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase, activity expressed as Ki",11231,,,1,791,BAO_0000019,,,
90,,Rattus norvegicus,,B,D,Autocuration,Liver,10116.0,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in rat liver microsomes",12083,,,1,11375,BAO_0000251,,,Microsomes
91,,Rattus norvegicus,,B,D,Autocuration,Liver,10116.0,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",12083,,,1,11375,BAO_0000251,,,Microsomes
92,,Rattus norvegicus,,B,D,Autocuration,Liver,10116.0,"Compound was evaluated for inhibitory activity against 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",12083,,,1,153,BAO_0000251,,,Microsomes
93,,,,B,H,Expert,,,Molar concentration needed to give 50% prevention of 2-5A (Adenosine dependent endoribonuclease),11377,,,1,8269,BAO_0000357,,,
94,,,,B,H,Expert,,,Molar concentration required to displace 50% of the radiolabeled probe from 2-5A (Adenosine dependent endoribonuclease) in endonuclease-nitrocellulose complex,11377,,,1,8269,BAO_0000357,,,
95,,Homo sapiens,,F,N,Expert,,9606.0,In vitro cytotoxic concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,81020,,,1,17653,BAO_0000219,,HepG2,
96,,Homo sapiens,,F,N,Intermediate,,9606.0,50% Effective concentration of compound required for inhibiting intracellular viral replicative intermediate DNA in HBV-transfected 2.2.15 cell line.,81020,,,1,14277,BAO_0000219,,HepG2,
97,,Homo sapiens,,F,N,Intermediate,,9606.0,Antiviral activity against Hepatitis B virus in 2.2.15 cell line,81020,,,1,1717,BAO_0000219,,HepG2,
98,,Homo sapiens,,F,N,Intermediate,,9606.0,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells,81020,,,1,14091,BAO_0000219,,HepG2,
99,,Homo sapiens,,F,N,Intermediate,,9606.0,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells; Not determined,81020,,,1,14091,BAO_0000219,,HepG2,
100,,Hepatitis B virus,,F,N,Expert,,10407.0,In vitro effective concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,50606,,,1,17653,BAO_0000218,,,
101,,Homo sapiens,,F,N,Intermediate,,9606.0,Ability to inhibit the episomal HBV-DNA in 2.2.15 cells.,81020,,,1,13105,BAO_0000219,,HepG2,
102,,Homo sapiens,,F,N,Intermediate,,9606.0,Concentration required to inhibit 50% of 2.2.15 cell line,81020,,,1,1717,BAO_0000219,,HepG2,
103,,Homo sapiens,,A,N,Intermediate,,9606.0,Anti viral activity against 2.2.15 cells (concentration required to reduce the log phase cell growth by 50%).,81020,,,1,13105,BAO_0000219,,HepG2,
104,,Homo sapiens,,F,N,Intermediate,,9606.0,Cytotoxic activity of compound against uninfected 2.2.15 cells.,50587,,,1,13600,BAO_0000218,,2.2.15,
105,,Homo sapiens,,F,N,Intermediate,,9606.0,Anti hepatitis-B virus activity was evaluated in 2.2.15 cells.,50587,,,1,13467,BAO_0000218,,2.2.15,
106,,Hepatitis B virus,,F,N,Expert,,10407.0,"Inhibition of the replication of HBV in 2.2.15 cells, by DNA hybridization assay",50606,,,1,17477,BAO_0000218,,2.2.15,
107,,Homo sapiens,,F,N,Intermediate,,9606.0,In vitro anti-HBV activity in 2.2.15 cells,50587,,,1,1593,BAO_0000218,,2.2.15,
108,,Homo sapiens,,F,N,Intermediate,,9606.0,In vitro anti-HBV activity in 2.2.15 cells; Not determined,50587,,,1,1593,BAO_0000218,,2.2.15,
109,,Homo sapiens,,F,N,Intermediate,,9606.0,The compound was tested in vitro for the anti-HBV activity against 2.2.15 cells,50587,,,1,15089,BAO_0000218,,2.2.15,
110,,Homo sapiens,,F,N,Intermediate,,9606.0,The compound was tested in vitro for the anti-HBV activity in 2.2.15 cells,50587,,,1,15089,BAO_0000218,,2.2.15,
111,,Homo sapiens,,F,N,Intermediate,,9606.0,Cytotoxicity in 2.2.15 cells,50587,,,1,1593,BAO_0000218,,2.2.15,
112,,Homo sapiens,,F,N,Intermediate,,9606.0,Cytotoxicity in 2.2.15 cells; Not determined,50587,,,1,1593,BAO_0000218,,2.2.15,
113,,Homo sapiens,,F,N,Intermediate,,9606.0,Inhibitory activity of compound against hepatitis B virus (HBV) in growing cultures of 2.2.15 cells,50587,,,1,13600,BAO_0000218,,2.2.15,
114,,Homo sapiens,,F,N,Intermediate,,9606.0,The growth inhibition activity for the compound was evaluated in 2.2.15 cells.,50587,,,1,13467,BAO_0000218,,2.2.15,
115,,Homo sapiens,,F,N,Intermediate,,9606.0,Selectivity index was determined from the ratio of IC50 to the EC50 values evaluated in 2.2.15 cells.,50587,,,1,13467,BAO_0000218,,2.2.15,
116,,Homo sapiens,,F,N,Intermediate,,9606.0,Antiviral activity against HBV was determined in 2.215 cell line,81020,,,1,14764,BAO_0000219,,HepG2,
117,,Homo sapiens,,B,U,Autocuration,,9606.0,Inhibition of 20-HETE synthesis in human renal microsomes,22226,,,1,6531,BAO_0000251,,,Microsomes
118,,,,B,U,Autocuration,,,Inhibitory activity against 20-HETE production from arachidonic acid using human renal microsome 20-HETE synthase.,22226,,,1,17322,BAO_0000019,,,
119,,Homo sapiens,,F,N,Intermediate,,9606.0,Inhibitory concentration against 2008 (ovarian) cells,80612,,,1,17072,BAO_0000219,,2008,
120,,Homo sapiens,,F,N,Intermediate,,9606.0,50% Growth inhibitory concentration( GI 50 ) by using 2008 human ovarian carcinoma cell lines.,80612,,,1,16936,BAO_0000219,,2008,
121,,Homo sapiens,,F,N,Intermediate,,9606.0,Compound was tested for 50% growth inhibitory concentration by using human ovarian carcinoma cell lines (2008),80612,,,1,16936,BAO_0000219,,2008,
122,,Homo sapiens,,F,N,Intermediate,,9606.0,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells,80612,,,1,17146,BAO_0000219,,2008,
123,,Homo sapiens,,F,N,Intermediate,,9606.0,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells; not detected,80612,,,1,17146,BAO_0000219,,2008,
124,,Homo sapiens,,F,N,Intermediate,,9606.0,In vitro inhibition of 2008/R ovarian cancer cell line,80613,,,1,10797,BAO_0000219,,2008/R,
125,,Homo sapiens,,F,N,Intermediate,,9606.0,In vitro inhibition of 2008/R ovarian cancer cell line; NA= Not achievable,80613,,,1,10797,BAO_0000219,,2008/R,
126,,Homo sapiens,,F,N,Intermediate,,9606.0,In vitro inhibition of 2008/S ovarian cancer cell line,80614,,,1,10797,BAO_0000219,,2008/S,
127,,Homo sapiens,,F,N,Intermediate,,9606.0,In vitro inhibition of 2008/S ovarian cancer cell line; NA= Not achievable,80614,,,1,10797,BAO_0000219,,2008/S,
128,,Homo sapiens,,B,S,Expert,,9606.0,Tested in vitro for inhibition of chymotrypsin like activity of purified human 20S proteasome,100256,,,1,4823,BAO_0000220,,,
129,,Homo sapiens,,B,S,Intermediate,,9606.0,Compound was evaluated for inhibitory activity against 20S proteasome from human liver and brain,100256,,,1,12912,BAO_0000220,,,
130,,,,B,S,Expert,,,Inhibition of chymotrypsin-like activity of 20S proteasome,100256,,,1,2957,BAO_0000220,,,
131,,,,B,S,Expert,,,Inhibition of chymotrypsin-like activity of 20S proteasome; value ranges from 10-20 uM,100256,,,1,2957,BAO_0000220,,,
132,,,,B,S,Intermediate,,,Inhibitory activity against 20S proteosome,100256,,,1,3260,BAO_0000220,,,
133,,Homo sapiens,,B,U,Autocuration,,9606.0,Compound was tested for inhibitory activity against tryptase,22226,,,1,3451,BAO_0000019,,,
134,,Homo sapiens,,F,N,Intermediate,,9606.0,Concentration required to inhibit 50% of extracellular circular replication of HBV DNA using 2215 cell line,81020,,,1,13885,BAO_0000219,,HepG2,
135,,Homo sapiens,,F,N,Intermediate,,9606.0,Concentration required to inhibit 50% of intracellular circular replication of HBV DNA using 2215 cell line,81020,,,1,13885,BAO_0000219,,HepG2,
136,,,,B,U,Autocuration,,,Compound was tested for the inhibition of Alpha-glucosidase,22226,,,1,3676,BAO_0000019,,,
137,,,,B,H,Autocuration,,,Inhibitory concentration against human neutrophil elastase (HNE),235,,,1,6043,BAO_0000357,,,
138,,Rattus norvegicus,,F,U,Autocuration,Heart,10116.0,Change in heart rate was expressed in percent at at a dose 0.002 mg/kg iv in anesthetized rat,22226,,,1,11140,BAO_0000218,,,
139,,,,F,H,Autocuration,,,90% inhibition of the 20 Mycobacterium avium complex (MAC) clinical isolates,19640,,,1,10543,BAO_0000019,,,
140,,,,F,H,Expert,,,Minimum inhibitory concentration of compound against 20 Mycobacterium avium complex (MAC) clinical isolates,19640,,,1,10543,BAO_0000019,,,
141,,,,B,H,Autocuration,,,Minimum inhibitory concentration of compound against 20 Mycobacterium avium complex (MAC) clinical isolates,19640,,,1,10543,BAO_0000357,,,
142,,,,F,H,Expert,,,90% inhibition of the 20 Mycobacterium avium complex (MAC) clinical isolates,19640,,,1,10543,BAO_0000019,,,
143,,Mus musculus,,F,N,Intermediate,,10090.0,In Vitro evaluation for the growth inhibition of Subline (P388/AMSA) Leukemia cell lines,80360,,,1,11365,BAO_0000219,,P338,
144,,Mus musculus,,F,N,Intermediate,,10090.0,In Vitro evaluation for the growth inhibition of Subline (P388/CP) Leukemia cell lines,80360,,,1,11365,BAO_0000219,,P338,
145,,Homo sapiens,,F,N,Intermediate,,9606.0,Compound was evaluated for the inhibition of cell replication human peripheral blood lymphocytes (PBL's).,80384,,,1,11803,BAO_0000219,,PBL,
146,,Ovis aries,,F,U,Autocuration,,9940.0,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells,22226,,,1,11803,BAO_0000019,,,
147,,Ovis aries,,F,U,Autocuration,,9940.0,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells.,22226,,,1,11803,BAO_0000019,,,
148,,,,B,H,Autocuration,,,Compound is evaluated in vitro for the inhibition single mutant of HIV-1 RT (Y181C),191,,,1,12278,BAO_0000357,,,
149,,Homo sapiens,,F,U,Autocuration,,9606.0,Compound was evaluated for its inhibitory effect on thymidine [3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-5,22226,,,1,8249,BAO_0000019,,,
150,,Homo sapiens,,F,U,Autocuration,,9606.0,Compound was evaluated for its inhibitory effect on thymidine [3H]-dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-6,22226,,,1,8249,BAO_0000019,,,
151,,Homo sapiens,,F,U,Autocuration,,9606.0,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in at conc. 10e-7,22226,,,1,8249,BAO_0000219,,CCRF-CEM,
152,,Homo sapiens,,F,U,Autocuration,,9606.0,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM cells in culture at conc. 10e-4,22226,,,1,8249,BAO_0000219,,CCRF-CEM,
153,,Homo sapiens,,F,U,Autocuration,,9606.0,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-5,22226,,,1,8249,BAO_0000219,,CCRF-CEM,
154,,Homo sapiens,,F,U,Autocuration,,9606.0,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-6,22226,,,1,8249,BAO_0000219,,CCRF-CEM,
155,,Homo sapiens,,F,U,Autocuration,,9606.0,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM/MTX cells in at conc. 10e-7.,22226,,,1,8249,BAO_0000019,,,
156,,Homo sapiens,,F,U,Autocuration,,9606.0,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-4,22226,,,1,8249,BAO_0000019,,,
157,,,,B,H,Autocuration,,,In vitro binding affinity towards (alpha-4)2(beta-2)3 neuronal nicotinic acetylcholine receptor in P2 membrane fractions of rat forebrain,104290,,,1,16992,BAO_0000249,,,
158,,Streptococcus pyogenes,,F,N,Intermediate,,1314.0,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,50264,,,1,10543,BAO_0000218,,,
