doc_id,relationship_type,assay_strain,src_assay_id,assay_cell_type,assay_test_type,tid,confidence_score,curated_by,assay_subcellular_fraction,assay_id,assay_type,assay_tissue,variant_id,src_id,bao_format,description,cell_id,assay_category,tissue_id,assay_organism,chembl_id,assay_tax_id
16474,H,,,,,12054,8,Autocuration,,18,B,,,1,BAO_0000357,Concentration that cause 50% activation of human reticulocyte 15-lipoxygenase (15-HLO),,,,,CHEMBL615132,
10091,H,,,,,12054,8,Autocuration,,19,B,,,1,BAO_0000019,Inhibition of partially purified 15-lipoxygenase from human leukocytes,,,,,CHEMBL615133,
16474,H,,,,,12054,8,Autocuration,,20,B,,,1,BAO_0000357,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO),,,,,CHEMBL615134,
16474,H,,,,,12054,8,Autocuration,,21,B,,,1,BAO_0000357,Compound was evaluated for the percent increase in activation concentration of human reticulocyte 15-lipoxygenase (15-HLO),,,,,CHEMBL615135,
16474,H,,,,,12054,8,Autocuration,,22,B,,,1,BAO_0000357,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO),,,,,CHEMBL615136,
16474,H,,,,,12054,8,Autocuration,,23,B,,,1,BAO_0000357,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO); NI is no inhibition,,,,,CHEMBL615137,
16474,H,,,,,12054,8,Autocuration,,24,B,,,1,BAO_0000357,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO); NI is no inhibition,,,,,CHEMBL615138,
14352,U,,,,,22226,0,Autocuration,,25,B,,,1,BAO_0000219,"Inhibitory concentration against 15-lipoxygenase, by inhibiting 15-HETE production by human umbilical vein endothelial cells (HUVEC) stimulated by calcium ionophore A 23187 at concentration of 10e-5 M.",,,,,CHEMBL836324,
5646,H,,,,,12054,8,Autocuration,,26,B,,,1,BAO_0000357,In vitro inhibitory activity of compound on rabbit reticulocyte 15-lipoxygenase,,,,Oryctolagus cuniculus,CHEMBL615139,9986.0
5646,H,,,,,12054,8,Autocuration,,27,B,,,1,BAO_0000357,Inhibition of rabbit reticulocyte 15-lipoxygenase by compound (30 uM),,,,Oryctolagus cuniculus,CHEMBL615140,9986.0
10997,H,,,,,12426,8,Autocuration,,28,B,,,1,BAO_0000219,Inhibitory activity against 15-lipoxygenase in rat polymorphonuclear leukocytes,,,,,CHEMBL615141,
6309,H,,,,,12054,8,Autocuration,,29,B,,,1,BAO_0000357,Inhibitory activity against 15-lipoxygenase was determined obtained from soya bean,,,,soya bean,CHEMBL615142,3847.0
167,H,,,,,12054,8,Autocuration,,30,B,,,1,BAO_0000357,Inhibitory activity against soybean 15-lipoxygenase was evaluated,,,,Glycine max,CHEMBL615143,3847.0
167,H,,,,,12054,8,Autocuration,,31,B,,,1,BAO_0000357,Inhibitory activity against soybean 15-lipoxygenase was evaluated at 100 uM,,,,Glycine max,CHEMBL615144,3847.0
11087,H,,,,,12054,8,Autocuration,,32,B,,,1,BAO_0000357,The compound was tested for the in vitro inhibition of 15-lipoxygenase of soybean at a concentration of 10 uM,,,,Glycine max,CHEMBL872867,3847.0
11087,H,,,,,12054,8,Autocuration,,33,B,,,1,BAO_0000357,The compound was tested for the in vitro inhibition of 15-lipoxygenase of soybean at a concentration of 100 uM,,,,Glycine max,CHEMBL615145,3847.0
13622,H,,,,,12054,8,Autocuration,,34,B,,,1,BAO_0000357,Compound was tested in vitro for inhibition of 15-lipoxygenase soybean,,,,Glycine max,CHEMBL615146,3847.0
13622,H,,,,,12054,8,Autocuration,,35,B,,,1,BAO_0000357,Compound at 100 uM was tested in vitro for inhibition of 15-lipoxygenase soybean,,,,Glycine max,CHEMBL615147,3847.0
11347,U,,,,,22226,0,Autocuration,,36,A,,,1,BAO_0000019,Inhibition of cytochrome P450 progesterone 16-alpha hydroxylase,,,,Rattus norvegicus,CHEMBL615148,10116.0
5926,U,,,,,22226,0,Autocuration,,37,B,,,1,BAO_0000019,Binding affinity against bacterial 16S rRNA using mass spectrometry based assay,,,,Escherichia coli,CHEMBL615149,562.0
4567,U,,,,,22226,0,Autocuration,,38,B,,,1,BAO_0000019,Dissociation constant with dimeric 16S rRNA RNA construct B,,,,,CHEMBL615150,
3782,M,,,,,22222,3,Intermediate,,39,B,,,1,BAO_0000225,Dissociation constant towards 16S rRNA construct A,,,,,CHEMBL615151,
3782,M,,,,,22222,3,Intermediate,,40,B,,,1,BAO_0000225,Dissociation constant towards 16S rRNA construct B,,,,,CHEMBL615152,
4466,M,,,,,100263,3,Expert,,41,B,,,1,BAO_0000225,Binding affinity of aminoglycoside to 16S ribosomal RNA A-site in Escherichia coli,,,,Escherichia coli,CHEMBL615153,562.0
6592,M,,,,,100263,3,Expert,,42,B,,,1,BAO_0000225,Binding affinity for the 16S ribosomal RNA A-site of Escherichia coli,,,,Escherichia coli,CHEMBL615154,562.0
898,H,,,,,13053,8,Autocuration,,43,B,,,1,BAO_0000019,Inhibitory activity against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),,,,,CHEMBL615155,
898,H,,,,,13053,8,Autocuration,,44,B,,,1,BAO_0000019,Inhibitory constant against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),,,,,CHEMBL615156,
13163,H,,,,,20001,8,Autocuration,,45,B,,,1,BAO_0000019,The compound was tested at a concentration of 1 uM for inhibitory activity against 17 beta-hydroxysteroid dehydrogenase from human placental microsomes,,,,Homo sapiens,CHEMBL615157,9606.0
13163,H,,,,,20001,8,Autocuration,,46,B,,,1,BAO_0000019,The compound was tested at a concentration of 1 uM for inhibitory activity against 17 beta-hydroxysteroid dehydrogenase from human placental microsomes,,,,Homo sapiens,CHEMBL615158,9606.0
10691,D,,,,,12971,9,Expert,,47,B,,,1,BAO_0000019,"Inhibition of 17-alpha-hydroxylase/17,20 lyase from rat testes microsomal preparation",,,,Rattus norvegicus,CHEMBL615159,10116.0
10691,D,,,,,12971,9,Expert,,48,B,,,1,BAO_0000019,"Inhibition of 17-alpha-hydroxylase/17,20 lyase from rat testes microsomal preparation",,,,Rattus norvegicus,CHEMBL615172,10116.0
10691,D,,,,,12971,9,Expert,,49,B,,,1,BAO_0000019,"Percent inhibition of 17-alpha-hydroxylase/17,20 lyase of rat testes microsomes at 100 uM",,,,Rattus norvegicus,CHEMBL615173,10116.0
10691,D,,,,,12971,9,Expert,,50,B,,,1,BAO_0000019,"Percent inhibition of Steroid 17-alpha-hydroxylase/17,20 lyase of rat testes microsomes at 100 uM",,,,Rattus norvegicus,CHEMBL615174,10116.0
898,H,,,,,13053,8,Autocuration,,51,B,,,1,BAO_0000019,Inhibitory activity against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),,,,,CHEMBL884518,
912,H,,,,,11512,8,Autocuration,,52,B,,,1,BAO_0000357,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1),,,,,CHEMBL615175,
912,H,,,,,11512,8,Autocuration,,53,B,,,1,BAO_0000357,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 1 uM concentration,,,,,CHEMBL615176,
912,H,,,,,11512,8,Autocuration,,54,B,,,1,BAO_0000357,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 10 uM concentration,,,,,CHEMBL615177,
15103,D,,,,,104740,5,Autocuration,Membranes,55,B,,,1,BAO_0000249,Selectivity ratio of binding affinity towards mu to delta receptors of rat brain membranes,,,,Rattus norvegicus,CHEMBL615178,10116.0
5116,N,,,1A9,,80002,1,Intermediate,,56,F,,,1,BAO_0000219,Cytotoxicity against ovarian cancer cell line (1A-9) of humans was determined,506.0,,,Homo sapiens,CHEMBL615179,9606.0
14578,D,,,Oocytes,,104835,7,Autocuration,,57,F,,,1,BAO_0000219,Functional antagonism by electrical assays in Xenopus oocytes expressing 1A/2A NMDA receptor subtype,,,,Rattus norvegicus,CHEMBL615180,10116.0
14578,D,,,Oocytes,,104821,7,Autocuration,,58,F,,,1,BAO_0000219,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2B NMDA receptor,,,,Rattus norvegicus,CHEMBL615181,10116.0
14578,D,,,Oocytes,,104848,7,Autocuration,,59,F,,,1,BAO_0000219,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2C NMDA receptor,,,,Rattus norvegicus,CHEMBL615182,10116.0
4787,N,,,1A9,,80002,1,Expert,,60,F,,,1,BAO_0000219,In vitro effective concentration required to reduce the number of human ovarian cancer (1A9) after 3-day incubation,506.0,,,Homo sapiens,CHEMBL615183,9606.0
4787,N,,,1A9,,80002,1,Intermediate,,61,F,,,1,BAO_0000219,In vitro effective concentration required to reduce the number of human ovarian cancer cells (1A9) after 3-day incubation,506.0,,,Homo sapiens,CHEMBL615184,9606.0
3547,N,,,1A9,,80002,1,Intermediate,,62,F,,,1,BAO_0000219,Cytotoxic activity against human ovarian cancer (1A9) cell line,506.0,,,Homo sapiens,CHEMBL615185,9606.0
3547,N,,,1A9,,80002,1,Intermediate,,63,F,,,1,BAO_0000219,Cytotoxic activity against human ovarian cancer (1A9) cell line; ND=Not determined,506.0,,,Homo sapiens,CHEMBL615186,9606.0
6726,N,,,1A9,,80002,1,Intermediate,,64,F,,,1,BAO_0000219,Effective dose of compound against replication of 1A9 cell line was evaluated,506.0,,,Homo sapiens,CHEMBL615187,9606.0
3455,N,,,1A9,,80002,1,Expert,,65,F,,,1,BAO_0000219,In vitro cytotoxic activity was determined against ovarian cancer (1A9) cell line,506.0,,,Homo sapiens,CHEMBL885343,9606.0
5726,N,,,1A9,,80002,1,Intermediate,,66,F,,,1,BAO_0000219,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line),506.0,,,Homo sapiens,CHEMBL615188,9606.0
5726,N,,,1A9,,80002,1,Intermediate,,67,F,,,1,BAO_0000219,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line); NA is not active,506.0,,,Homo sapiens,CHEMBL615189,9606.0
5726,N,,,1A9,,80002,1,Intermediate,,68,F,,,1,BAO_0000219,In vitro percent inhibition evaluated against human ovarian cancer (1A9 cell line) at >20 ug/mL,506.0,,,Homo sapiens,CHEMBL615190,9606.0
3395,N,,,1A9,,80002,1,Intermediate,,69,F,,,1,BAO_0000219,Inhibitory activity against Taxol resistant 1A9 cell lines,506.0,,,Homo sapiens,CHEMBL615191,9606.0
3415,N,,,1A9,,80002,1,Expert,,70,F,,,1,BAO_0000219,Cytotoxicity against human ovarian cancer (1A9) cell lines.,506.0,,,Homo sapiens,CHEMBL615192,9606.0
3415,N,,,1A9,,80002,1,Expert,,71,F,,,1,BAO_0000219,Percentage inhibition of human ovarian cancer (1A9) cell lines.,506.0,,,Homo sapiens,CHEMBL827083,9606.0
17099,N,,,1A9,,80002,1,Expert,,72,F,,,1,BAO_0000219,Effective dose required for inhibitory activity against 1A9 human tumor cell line.,506.0,,,Homo sapiens,CHEMBL615193,9606.0
17099,N,,,1A9,,80002,1,Intermediate,,73,F,,,1,BAO_0000219,Percent inhibition against 1A9 human tumor cell line at 0.10 ug/mL,506.0,,,Homo sapiens,CHEMBL615194,9606.0
17099,N,,,1A9,,80002,1,Intermediate,,74,F,,,1,BAO_0000219,Percent inhibition against 1A9 human tumor cell line at <0.00008 ug/mL,506.0,,,Homo sapiens,CHEMBL615195,9606.0
17099,N,,,1A9,,80002,1,Intermediate,,75,F,,,1,BAO_0000219,Percent inhibition against 1A9 human tumor cell line at >10 ug/mL,506.0,,,Homo sapiens,CHEMBL615196,9606.0
17721,N,,,Jurkat,,81072,1,Intermediate,,76,F,,,1,BAO_0000219,Inhibitory concentration against Jurkat cells,503.0,,,Homo sapiens,CHEMBL615197,9606.0
1229,U,,,,,22226,0,Intermediate,,77,F,,,1,BAO_0000019,In vitro anticancer activity against 2 NCI SCLC cell lines; inactive,,,,,CHEMBL615198,
11347,D,,,,,100121,9,Expert,,78,A,,,1,BAO_0000357,Inhibition of cytochrome P450 progesterone 2-alpha-hydroxylase,,,,Rattus norvegicus,CHEMBL615199,10116.0
17117,H,,,,,11231,8,Expert,,79,B,,,1,BAO_0000357,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",,,,,CHEMBL615200,
17117,H,,,,,11231,8,Expert,,80,B,,,1,BAO_0000357,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",,,,,CHEMBL615201,
17117,H,,,,,11231,8,Expert,,81,B,,,1,BAO_0000357,"In vitro inhibition of human 2,3-oxidosqualene cyclase at 100 nM.",,,,,CHEMBL615202,
11375,H,,,,,11231,8,Autocuration,Microsomes,82,B,,,1,BAO_0000251,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Candida albicans microsomes",,,,Candida albicans,CHEMBL615203,5476.0
11375,H,,,,,11231,8,Autocuration,Microsomes,83,B,,,1,BAO_0000251,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Candida albicans microsomes",,,,Candida albicans,CHEMBL615204,5476.0
11375,H,,,,,11231,8,Autocuration,Microsomes,84,B,,,1,BAO_0000251,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Saccharomyces cerevisiae microsomes",,,,Saccharomyces cerevisiae,CHEMBL615205,4932.0
11375,H,,,,,11231,8,Autocuration,Microsomes,85,B,,,1,BAO_0000251,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Saccharomyces cerevisiae microsomes",,,,Saccharomyces cerevisiae,CHEMBL615206,4932.0
11375,H,,,,,12083,8,Autocuration,Microsomes,86,B,Liver,,1,BAO_0000251,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in pig liver microsomes",,,2107.0,Sus scrofa,CHEMBL615207,9823.0
791,H,,,,,11231,8,Autocuration,,87,B,,,1,BAO_0000019,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase",,,,Rattus norvegicus,CHEMBL827084,10116.0
791,H,,,,,11231,8,Autocuration,,88,B,,,1,BAO_0000019,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase (OSC)",,,,Rattus norvegicus,CHEMBL615208,10116.0
791,H,,,,,11231,8,Autocuration,,89,B,,,1,BAO_0000019,"Evaluated for its activity to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase, activity expressed as Ki",,,,Rattus norvegicus,CHEMBL615209,10116.0
11375,D,,,,,12083,9,Autocuration,Microsomes,90,B,Liver,,1,BAO_0000251,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in rat liver microsomes",,,2107.0,Rattus norvegicus,CHEMBL615210,10116.0
11375,D,,,,,12083,9,Autocuration,Microsomes,91,B,Liver,,1,BAO_0000251,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",,,2107.0,Rattus norvegicus,CHEMBL615211,10116.0
153,D,,,,,12083,9,Autocuration,Microsomes,92,B,Liver,,1,BAO_0000251,"Compound was evaluated for inhibitory activity against 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",,,2107.0,Rattus norvegicus,CHEMBL615212,10116.0
8269,H,,,,,11377,8,Expert,,93,B,,,1,BAO_0000357,Molar concentration needed to give 50% prevention of 2-5A (Adenosine dependent endoribonuclease),,,,,CHEMBL615213,
8269,H,,,,,11377,8,Expert,,94,B,,,1,BAO_0000357,Molar concentration required to displace 50% of the radiolabeled probe from 2-5A (Adenosine dependent endoribonuclease) in endonuclease-nitrocellulose complex,,,,,CHEMBL615273,
17653,N,,,HepG2,,81020,1,Expert,,95,F,,,1,BAO_0000219,In vitro cytotoxic concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,726.0,,,Homo sapiens,CHEMBL615274,9606.0
14277,N,,,HepG2,,81020,1,Intermediate,,96,F,,,1,BAO_0000219,50% Effective concentration of compound required for inhibiting intracellular viral replicative intermediate DNA in HBV-transfected 2.2.15 cell line.,726.0,,,Homo sapiens,CHEMBL615275,9606.0
1717,N,,,HepG2,,81020,1,Intermediate,,97,F,,,1,BAO_0000219,Antiviral activity against Hepatitis B virus in 2.2.15 cell line,726.0,,,Homo sapiens,CHEMBL615276,9606.0
14091,N,,,HepG2,,81020,1,Intermediate,,98,F,,,1,BAO_0000219,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells,726.0,,,Homo sapiens,CHEMBL615277,9606.0
14091,N,,,HepG2,,81020,1,Intermediate,,99,F,,,1,BAO_0000219,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells; Not determined,726.0,,,Homo sapiens,CHEMBL615326,9606.0
17653,N,,,,,50606,1,Expert,,100,F,,,1,BAO_0000218,In vitro effective concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,,,,Hepatitis B virus,CHEMBL883130,10407.0
13105,N,,,HepG2,,81020,1,Intermediate,,101,F,,,1,BAO_0000219,Ability to inhibit the episomal HBV-DNA in 2.2.15 cells.,726.0,,,Homo sapiens,CHEMBL884519,9606.0
1717,N,,,HepG2,,81020,1,Intermediate,,102,F,,,1,BAO_0000219,Concentration required to inhibit 50% of 2.2.15 cell line,726.0,,,Homo sapiens,CHEMBL615327,9606.0
13105,N,,,HepG2,,81020,1,Intermediate,,103,A,,,1,BAO_0000219,Anti viral activity against 2.2.15 cells (concentration required to reduce the log phase cell growth by 50%).,726.0,,,Homo sapiens,CHEMBL615328,9606.0
13600,N,,,2.2.15,,50587,1,Intermediate,,104,F,,,1,BAO_0000218,Cytotoxic activity of compound against uninfected 2.2.15 cells.,,,,Homo sapiens,CHEMBL615329,9606.0
13467,N,,,2.2.15,,50587,1,Intermediate,,105,F,,,1,BAO_0000218,Anti hepatitis-B virus activity was evaluated in 2.2.15 cells.,,,,Homo sapiens,CHEMBL615330,9606.0
17477,N,,,2.2.15,,50606,1,Expert,,106,F,,,1,BAO_0000218,"Inhibition of the replication of HBV in 2.2.15 cells, by DNA hybridization assay",,,,Hepatitis B virus,CHEMBL615331,10407.0
1593,N,,,2.2.15,,50587,1,Intermediate,,107,F,,,1,BAO_0000218,In vitro anti-HBV activity in 2.2.15 cells,,,,Homo sapiens,CHEMBL615332,9606.0
1593,N,,,2.2.15,,50587,1,Intermediate,,108,F,,,1,BAO_0000218,In vitro anti-HBV activity in 2.2.15 cells; Not determined,,,,Homo sapiens,CHEMBL615333,9606.0
15089,N,,,2.2.15,,50587,1,Intermediate,,109,F,,,1,BAO_0000218,The compound was tested in vitro for the anti-HBV activity against 2.2.15 cells,,,,Homo sapiens,CHEMBL615334,9606.0
15089,N,,,2.2.15,,50587,1,Intermediate,,110,F,,,1,BAO_0000218,The compound was tested in vitro for the anti-HBV activity in 2.2.15 cells,,,,Homo sapiens,CHEMBL615335,9606.0
1593,N,,,2.2.15,,50587,1,Intermediate,,111,F,,,1,BAO_0000218,Cytotoxicity in 2.2.15 cells,,,,Homo sapiens,CHEMBL615336,9606.0
1593,N,,,2.2.15,,50587,1,Intermediate,,112,F,,,1,BAO_0000218,Cytotoxicity in 2.2.15 cells; Not determined,,,,Homo sapiens,CHEMBL615337,9606.0
13600,N,,,2.2.15,,50587,1,Intermediate,,113,F,,,1,BAO_0000218,Inhibitory activity of compound against hepatitis B virus (HBV) in growing cultures of 2.2.15 cells,,,,Homo sapiens,CHEMBL615338,9606.0
13467,N,,,2.2.15,,50587,1,Intermediate,,114,F,,,1,BAO_0000218,The growth inhibition activity for the compound was evaluated in 2.2.15 cells.,,,,Homo sapiens,CHEMBL615339,9606.0
13467,N,,,2.2.15,,50587,1,Intermediate,,115,F,,,1,BAO_0000218,Selectivity index was determined from the ratio of IC50 to the EC50 values evaluated in 2.2.15 cells.,,,,Homo sapiens,CHEMBL615340,9606.0
14764,N,,,HepG2,,81020,1,Intermediate,,116,F,,,1,BAO_0000219,Antiviral activity against HBV was determined in 2.215 cell line,726.0,,,Homo sapiens,CHEMBL615341,9606.0
6531,U,,,,,22226,0,Autocuration,Microsomes,117,B,,,1,BAO_0000251,Inhibition of 20-HETE synthesis in human renal microsomes,,,,Homo sapiens,CHEMBL615342,9606.0
17322,U,,,,,22226,0,Autocuration,,118,B,,,1,BAO_0000019,Inhibitory activity against 20-HETE production from arachidonic acid using human renal microsome 20-HETE synthase.,,,,,CHEMBL615343,
17072,N,,,2008,,80612,1,Intermediate,,119,F,,,1,BAO_0000219,Inhibitory concentration against 2008 (ovarian) cells,388.0,,,Homo sapiens,CHEMBL615344,9606.0
16936,N,,,2008,,80612,1,Intermediate,,120,F,,,1,BAO_0000219,50% Growth inhibitory concentration( GI 50 ) by using 2008 human ovarian carcinoma cell lines.,388.0,,,Homo sapiens,CHEMBL615345,9606.0
16936,N,,,2008,,80612,1,Intermediate,,121,F,,,1,BAO_0000219,Compound was tested for 50% growth inhibitory concentration by using human ovarian carcinoma cell lines (2008),388.0,,,Homo sapiens,CHEMBL615346,9606.0
17146,N,,,2008,,80612,1,Intermediate,,122,F,,,1,BAO_0000219,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells,388.0,,,Homo sapiens,CHEMBL615347,9606.0
17146,N,,,2008,,80612,1,Intermediate,,123,F,,,1,BAO_0000219,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells; not detected,388.0,,,Homo sapiens,CHEMBL615348,9606.0
10797,N,,,2008/R,,80613,1,Intermediate,,124,F,,,1,BAO_0000219,In vitro inhibition of 2008/R ovarian cancer cell line,561.0,,,Homo sapiens,CHEMBL827085,9606.0
10797,N,,,2008/R,,80613,1,Intermediate,,125,F,,,1,BAO_0000219,In vitro inhibition of 2008/R ovarian cancer cell line; NA= Not achievable,561.0,,,Homo sapiens,CHEMBL615349,9606.0
10797,N,,,2008/S,,80614,1,Intermediate,,126,F,,,1,BAO_0000219,In vitro inhibition of 2008/S ovarian cancer cell line,389.0,,,Homo sapiens,CHEMBL615350,9606.0
10797,N,,,2008/S,,80614,1,Intermediate,,127,F,,,1,BAO_0000219,In vitro inhibition of 2008/S ovarian cancer cell line; NA= Not achievable,389.0,,,Homo sapiens,CHEMBL615351,9606.0
4823,S,,,,,100256,2,Expert,,128,B,,,1,BAO_0000220,Tested in vitro for inhibition of chymotrypsin like activity of purified human 20S proteasome,,,,Homo sapiens,CHEMBL615352,9606.0
12912,S,,,,,100256,2,Intermediate,,129,B,,,1,BAO_0000220,Compound was evaluated for inhibitory activity against 20S proteasome from human liver and brain,,,,Homo sapiens,CHEMBL615353,9606.0
2957,S,,,,,100256,2,Expert,,130,B,,,1,BAO_0000220,Inhibition of chymotrypsin-like activity of 20S proteasome,,,,,CHEMBL615354,
2957,S,,,,,100256,2,Expert,,131,B,,,1,BAO_0000220,Inhibition of chymotrypsin-like activity of 20S proteasome; value ranges from 10-20 uM,,,,,CHEMBL615355,
3260,S,,,,,100256,2,Intermediate,,132,B,,,1,BAO_0000220,Inhibitory activity against 20S proteosome,,,,,CHEMBL615356,
3451,U,,,,,22226,0,Autocuration,,133,B,,,1,BAO_0000019,Compound was tested for inhibitory activity against tryptase,,,,Homo sapiens,CHEMBL615357,9606.0
13885,N,,,HepG2,,81020,1,Intermediate,,134,F,,,1,BAO_0000219,Concentration required to inhibit 50% of extracellular circular replication of HBV DNA using 2215 cell line,726.0,,,Homo sapiens,CHEMBL615358,9606.0
13885,N,,,HepG2,,81020,1,Intermediate,,135,F,,,1,BAO_0000219,Concentration required to inhibit 50% of intracellular circular replication of HBV DNA using 2215 cell line,726.0,,,Homo sapiens,CHEMBL827086,9606.0
3676,U,,,,,22226,0,Autocuration,,136,B,,,1,BAO_0000019,Compound was tested for the inhibition of Alpha-glucosidase,,,,,CHEMBL615359,
6043,H,,,,,235,8,Autocuration,,137,B,,,1,BAO_0000357,Inhibitory concentration against human neutrophil elastase (HNE),,,,,CHEMBL615360,
11140,U,,,,,22226,0,Autocuration,,138,F,Heart,,1,BAO_0000218,Change in heart rate was expressed in percent at at a dose 0.002 mg/kg iv in anesthetized rat,,,948.0,Rattus norvegicus,CHEMBL615361,10116.0
