assay_tissue,bao_format,assay_strain,relationship_type,assay_subcellular_fraction,description,src_id,assay_cell_type,assay_tax_id,assay_type,assay_organism,tissue_id,confidence_score,curated_by,chembl_id,src_assay_id,assay_id,assay_test_type,variant_id,tid,doc_id,cell_id,assay_category
,BAO_0000019,,U,,Inhibition of cytochrome P450 progesterone 16-alpha hydroxylase,1,,10116.0,A,Rattus norvegicus,,0,Autocuration,CHEMBL615148,,36,,,22226,11347,,
,BAO_0000019,,U,,Binding affinity against bacterial 16S rRNA using mass spectrometry based assay,1,,562.0,B,Escherichia coli,,0,Autocuration,CHEMBL615149,,37,,,22226,5926,,
,BAO_0000019,,U,,Dissociation constant with dimeric 16S rRNA RNA construct B,1,,,B,,,0,Autocuration,CHEMBL615150,,38,,,22226,4567,,
,BAO_0000225,,M,,Dissociation constant towards 16S rRNA construct A,1,,,B,,,3,Intermediate,CHEMBL615151,,39,,,22222,3782,,
,BAO_0000225,,M,,Dissociation constant towards 16S rRNA construct B,1,,,B,,,3,Intermediate,CHEMBL615152,,40,,,22222,3782,,
,BAO_0000225,,M,,Binding affinity of aminoglycoside to 16S ribosomal RNA A-site in Escherichia coli,1,,562.0,B,Escherichia coli,,3,Expert,CHEMBL615153,,41,,,100263,4466,,
,BAO_0000225,,M,,Binding affinity for the 16S ribosomal RNA A-site of Escherichia coli,1,,562.0,B,Escherichia coli,,3,Expert,CHEMBL615154,,42,,,100263,6592,,
,BAO_0000019,,H,,Inhibitory activity against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),1,,,B,,,8,Autocuration,CHEMBL615155,,43,,,13053,898,,
,BAO_0000019,,H,,Inhibitory constant against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),1,,,B,,,8,Autocuration,CHEMBL615156,,44,,,13053,898,,
,BAO_0000019,,H,,The compound was tested at a concentration of 1 uM for inhibitory activity against 17 beta-hydroxysteroid dehydrogenase from human placental microsomes,1,,9606.0,B,Homo sapiens,,8,Autocuration,CHEMBL615157,,45,,,20001,13163,,
,BAO_0000019,,H,,The compound was tested at a concentration of 1 uM for inhibitory activity against 17 beta-hydroxysteroid dehydrogenase from human placental microsomes,1,,9606.0,B,Homo sapiens,,8,Autocuration,CHEMBL615158,,46,,,20001,13163,,
,BAO_0000019,,D,,"Inhibition of 17-alpha-hydroxylase/17,20 lyase from rat testes microsomal preparation",1,,10116.0,B,Rattus norvegicus,,9,Expert,CHEMBL615159,,47,,,12971,10691,,
,BAO_0000019,,D,,"Inhibition of 17-alpha-hydroxylase/17,20 lyase from rat testes microsomal preparation",1,,10116.0,B,Rattus norvegicus,,9,Expert,CHEMBL615172,,48,,,12971,10691,,
,BAO_0000019,,D,,"Percent inhibition of 17-alpha-hydroxylase/17,20 lyase of rat testes microsomes at 100 uM",1,,10116.0,B,Rattus norvegicus,,9,Expert,CHEMBL615173,,49,,,12971,10691,,
,BAO_0000019,,D,,"Percent inhibition of Steroid 17-alpha-hydroxylase/17,20 lyase of rat testes microsomes at 100 uM",1,,10116.0,B,Rattus norvegicus,,9,Expert,CHEMBL615174,,50,,,12971,10691,,
,BAO_0000019,,H,,Inhibitory activity against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),1,,,B,,,8,Autocuration,CHEMBL884518,,51,,,13053,898,,
,BAO_0000357,,H,,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1),1,,,B,,,8,Autocuration,CHEMBL615175,,52,,,11512,912,,
,BAO_0000357,,H,,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 1 uM concentration,1,,,B,,,8,Autocuration,CHEMBL615176,,53,,,11512,912,,
,BAO_0000357,,H,,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 10 uM concentration,1,,,B,,,8,Autocuration,CHEMBL615177,,54,,,11512,912,,
,BAO_0000249,,D,Membranes,Selectivity ratio of binding affinity towards mu to delta receptors of rat brain membranes,1,,10116.0,B,Rattus norvegicus,,5,Autocuration,CHEMBL615178,,55,,,104740,15103,,
,BAO_0000219,,N,,Cytotoxicity against ovarian cancer cell line (1A-9) of humans was determined,1,1A9,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL615179,,56,,,80002,5116,506.0,
,BAO_0000219,,D,,Functional antagonism by electrical assays in Xenopus oocytes expressing 1A/2A NMDA receptor subtype,1,Oocytes,10116.0,F,Rattus norvegicus,,7,Autocuration,CHEMBL615180,,57,,,104835,14578,,
,BAO_0000219,,D,,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2B NMDA receptor,1,Oocytes,10116.0,F,Rattus norvegicus,,7,Autocuration,CHEMBL615181,,58,,,104821,14578,,
,BAO_0000219,,D,,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2C NMDA receptor,1,Oocytes,10116.0,F,Rattus norvegicus,,7,Autocuration,CHEMBL615182,,59,,,104848,14578,,
,BAO_0000219,,N,,In vitro effective concentration required to reduce the number of human ovarian cancer (1A9) after 3-day incubation,1,1A9,9606.0,F,Homo sapiens,,1,Expert,CHEMBL615183,,60,,,80002,4787,506.0,
,BAO_0000219,,N,,In vitro effective concentration required to reduce the number of human ovarian cancer cells (1A9) after 3-day incubation,1,1A9,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL615184,,61,,,80002,4787,506.0,
,BAO_0000219,,N,,Cytotoxic activity against human ovarian cancer (1A9) cell line,1,1A9,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL615185,,62,,,80002,3547,506.0,
,BAO_0000219,,N,,Cytotoxic activity against human ovarian cancer (1A9) cell line; ND=Not determined,1,1A9,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL615186,,63,,,80002,3547,506.0,
,BAO_0000219,,N,,Effective dose of compound against replication of 1A9 cell line was evaluated,1,1A9,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL615187,,64,,,80002,6726,506.0,
,BAO_0000219,,N,,In vitro cytotoxic activity was determined against ovarian cancer (1A9) cell line,1,1A9,9606.0,F,Homo sapiens,,1,Expert,CHEMBL885343,,65,,,80002,3455,506.0,
,BAO_0000219,,N,,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line),1,1A9,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL615188,,66,,,80002,5726,506.0,
,BAO_0000219,,N,,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line); NA is not active,1,1A9,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL615189,,67,,,80002,5726,506.0,
,BAO_0000219,,N,,In vitro percent inhibition evaluated against human ovarian cancer (1A9 cell line) at >20 ug/mL,1,1A9,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL615190,,68,,,80002,5726,506.0,
,BAO_0000219,,N,,Inhibitory activity against Taxol resistant 1A9 cell lines,1,1A9,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL615191,,69,,,80002,3395,506.0,
,BAO_0000219,,N,,Cytotoxicity against human ovarian cancer (1A9) cell lines.,1,1A9,9606.0,F,Homo sapiens,,1,Expert,CHEMBL615192,,70,,,80002,3415,506.0,
,BAO_0000219,,N,,Percentage inhibition of human ovarian cancer (1A9) cell lines.,1,1A9,9606.0,F,Homo sapiens,,1,Expert,CHEMBL827083,,71,,,80002,3415,506.0,
,BAO_0000219,,N,,Effective dose required for inhibitory activity against 1A9 human tumor cell line.,1,1A9,9606.0,F,Homo sapiens,,1,Expert,CHEMBL615193,,72,,,80002,17099,506.0,
,BAO_0000219,,N,,Percent inhibition against 1A9 human tumor cell line at 0.10 ug/mL,1,1A9,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL615194,,73,,,80002,17099,506.0,
,BAO_0000219,,N,,Percent inhibition against 1A9 human tumor cell line at <0.00008 ug/mL,1,1A9,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL615195,,74,,,80002,17099,506.0,
,BAO_0000219,,N,,Percent inhibition against 1A9 human tumor cell line at >10 ug/mL,1,1A9,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL615196,,75,,,80002,17099,506.0,
,BAO_0000219,,N,,Inhibitory concentration against Jurkat cells,1,Jurkat,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL615197,,76,,,81072,17721,503.0,
,BAO_0000019,,U,,In vitro anticancer activity against 2 NCI SCLC cell lines; inactive,1,,,F,,,0,Intermediate,CHEMBL615198,,77,,,22226,1229,,
,BAO_0000357,,D,,Inhibition of cytochrome P450 progesterone 2-alpha-hydroxylase,1,,10116.0,A,Rattus norvegicus,,9,Expert,CHEMBL615199,,78,,,100121,11347,,
,BAO_0000357,,H,,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",1,,,B,,,8,Expert,CHEMBL615200,,79,,,11231,17117,,
,BAO_0000357,,H,,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",1,,,B,,,8,Expert,CHEMBL615201,,80,,,11231,17117,,
,BAO_0000357,,H,,"In vitro inhibition of human 2,3-oxidosqualene cyclase at 100 nM.",1,,,B,,,8,Expert,CHEMBL615202,,81,,,11231,17117,,
,BAO_0000251,,H,Microsomes,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Candida albicans microsomes",1,,5476.0,B,Candida albicans,,8,Autocuration,CHEMBL615203,,82,,,11231,11375,,
,BAO_0000251,,H,Microsomes,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Candida albicans microsomes",1,,5476.0,B,Candida albicans,,8,Autocuration,CHEMBL615204,,83,,,11231,11375,,
,BAO_0000251,,H,Microsomes,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Saccharomyces cerevisiae microsomes",1,,4932.0,B,Saccharomyces cerevisiae,,8,Autocuration,CHEMBL615205,,84,,,11231,11375,,
,BAO_0000251,,H,Microsomes,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Saccharomyces cerevisiae microsomes",1,,4932.0,B,Saccharomyces cerevisiae,,8,Autocuration,CHEMBL615206,,85,,,11231,11375,,
Liver,BAO_0000251,,H,Microsomes,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in pig liver microsomes",1,,9823.0,B,Sus scrofa,2107.0,8,Autocuration,CHEMBL615207,,86,,,12083,11375,,
,BAO_0000019,,H,,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase",1,,10116.0,B,Rattus norvegicus,,8,Autocuration,CHEMBL827084,,87,,,11231,791,,
,BAO_0000019,,H,,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase (OSC)",1,,10116.0,B,Rattus norvegicus,,8,Autocuration,CHEMBL615208,,88,,,11231,791,,
,BAO_0000019,,H,,"Evaluated for its activity to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase, activity expressed as Ki",1,,10116.0,B,Rattus norvegicus,,8,Autocuration,CHEMBL615209,,89,,,11231,791,,
Liver,BAO_0000251,,D,Microsomes,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in rat liver microsomes",1,,10116.0,B,Rattus norvegicus,2107.0,9,Autocuration,CHEMBL615210,,90,,,12083,11375,,
Liver,BAO_0000251,,D,Microsomes,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",1,,10116.0,B,Rattus norvegicus,2107.0,9,Autocuration,CHEMBL615211,,91,,,12083,11375,,
Liver,BAO_0000251,,D,Microsomes,"Compound was evaluated for inhibitory activity against 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",1,,10116.0,B,Rattus norvegicus,2107.0,9,Autocuration,CHEMBL615212,,92,,,12083,153,,
,BAO_0000357,,H,,Molar concentration needed to give 50% prevention of 2-5A (Adenosine dependent endoribonuclease),1,,,B,,,8,Expert,CHEMBL615213,,93,,,11377,8269,,
,BAO_0000357,,H,,Molar concentration required to displace 50% of the radiolabeled probe from 2-5A (Adenosine dependent endoribonuclease) in endonuclease-nitrocellulose complex,1,,,B,,,8,Expert,CHEMBL615273,,94,,,11377,8269,,
,BAO_0000219,,N,,In vitro cytotoxic concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,1,HepG2,9606.0,F,Homo sapiens,,1,Expert,CHEMBL615274,,95,,,81020,17653,726.0,
,BAO_0000219,,N,,50% Effective concentration of compound required for inhibiting intracellular viral replicative intermediate DNA in HBV-transfected 2.2.15 cell line.,1,HepG2,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL615275,,96,,,81020,14277,726.0,
,BAO_0000219,,N,,Antiviral activity against Hepatitis B virus in 2.2.15 cell line,1,HepG2,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL615276,,97,,,81020,1717,726.0,
,BAO_0000219,,N,,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells,1,HepG2,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL615277,,98,,,81020,14091,726.0,
,BAO_0000219,,N,,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells; Not determined,1,HepG2,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL615326,,99,,,81020,14091,726.0,
,BAO_0000218,,N,,In vitro effective concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,1,,10407.0,F,Hepatitis B virus,,1,Expert,CHEMBL883130,,100,,,50606,17653,,
,BAO_0000219,,N,,Ability to inhibit the episomal HBV-DNA in 2.2.15 cells.,1,HepG2,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL884519,,101,,,81020,13105,726.0,
,BAO_0000219,,N,,Concentration required to inhibit 50% of 2.2.15 cell line,1,HepG2,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL615327,,102,,,81020,1717,726.0,
,BAO_0000219,,N,,Anti viral activity against 2.2.15 cells (concentration required to reduce the log phase cell growth by 50%).,1,HepG2,9606.0,A,Homo sapiens,,1,Intermediate,CHEMBL615328,,103,,,81020,13105,726.0,
,BAO_0000218,,N,,Cytotoxic activity of compound against uninfected 2.2.15 cells.,1,2.2.15,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL615329,,104,,,50587,13600,,
,BAO_0000218,,N,,Anti hepatitis-B virus activity was evaluated in 2.2.15 cells.,1,2.2.15,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL615330,,105,,,50587,13467,,
,BAO_0000218,,N,,"Inhibition of the replication of HBV in 2.2.15 cells, by DNA hybridization assay",1,2.2.15,10407.0,F,Hepatitis B virus,,1,Expert,CHEMBL615331,,106,,,50606,17477,,
,BAO_0000218,,N,,In vitro anti-HBV activity in 2.2.15 cells,1,2.2.15,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL615332,,107,,,50587,1593,,
,BAO_0000218,,N,,In vitro anti-HBV activity in 2.2.15 cells; Not determined,1,2.2.15,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL615333,,108,,,50587,1593,,
,BAO_0000218,,N,,The compound was tested in vitro for the anti-HBV activity against 2.2.15 cells,1,2.2.15,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL615334,,109,,,50587,15089,,
,BAO_0000218,,N,,The compound was tested in vitro for the anti-HBV activity in 2.2.15 cells,1,2.2.15,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL615335,,110,,,50587,15089,,
,BAO_0000218,,N,,Cytotoxicity in 2.2.15 cells,1,2.2.15,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL615336,,111,,,50587,1593,,
,BAO_0000218,,N,,Cytotoxicity in 2.2.15 cells; Not determined,1,2.2.15,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL615337,,112,,,50587,1593,,
,BAO_0000218,,N,,Inhibitory activity of compound against hepatitis B virus (HBV) in growing cultures of 2.2.15 cells,1,2.2.15,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL615338,,113,,,50587,13600,,
,BAO_0000218,,N,,The growth inhibition activity for the compound was evaluated in 2.2.15 cells.,1,2.2.15,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL615339,,114,,,50587,13467,,
,BAO_0000218,,N,,Selectivity index was determined from the ratio of IC50 to the EC50 values evaluated in 2.2.15 cells.,1,2.2.15,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL615340,,115,,,50587,13467,,
,BAO_0000219,,N,,Antiviral activity against HBV was determined in 2.215 cell line,1,HepG2,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL615341,,116,,,81020,14764,726.0,
,BAO_0000251,,U,Microsomes,Inhibition of 20-HETE synthesis in human renal microsomes,1,,9606.0,B,Homo sapiens,,0,Autocuration,CHEMBL615342,,117,,,22226,6531,,
,BAO_0000019,,U,,Inhibitory activity against 20-HETE production from arachidonic acid using human renal microsome 20-HETE synthase.,1,,,B,,,0,Autocuration,CHEMBL615343,,118,,,22226,17322,,
,BAO_0000219,,N,,Inhibitory concentration against 2008 (ovarian) cells,1,2008,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL615344,,119,,,80612,17072,388.0,
,BAO_0000219,,N,,50% Growth inhibitory concentration( GI 50 ) by using 2008 human ovarian carcinoma cell lines.,1,2008,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL615345,,120,,,80612,16936,388.0,
,BAO_0000219,,N,,Compound was tested for 50% growth inhibitory concentration by using human ovarian carcinoma cell lines (2008),1,2008,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL615346,,121,,,80612,16936,388.0,
,BAO_0000219,,N,,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells,1,2008,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL615347,,122,,,80612,17146,388.0,
,BAO_0000219,,N,,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells; not detected,1,2008,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL615348,,123,,,80612,17146,388.0,
,BAO_0000219,,N,,In vitro inhibition of 2008/R ovarian cancer cell line,1,2008/R,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL827085,,124,,,80613,10797,561.0,
,BAO_0000219,,N,,In vitro inhibition of 2008/R ovarian cancer cell line; NA= Not achievable,1,2008/R,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL615349,,125,,,80613,10797,561.0,
,BAO_0000219,,N,,In vitro inhibition of 2008/S ovarian cancer cell line,1,2008/S,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL615350,,126,,,80614,10797,389.0,
,BAO_0000219,,N,,In vitro inhibition of 2008/S ovarian cancer cell line; NA= Not achievable,1,2008/S,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL615351,,127,,,80614,10797,389.0,
,BAO_0000220,,S,,Tested in vitro for inhibition of chymotrypsin like activity of purified human 20S proteasome,1,,9606.0,B,Homo sapiens,,2,Expert,CHEMBL615352,,128,,,100256,4823,,
,BAO_0000220,,S,,Compound was evaluated for inhibitory activity against 20S proteasome from human liver and brain,1,,9606.0,B,Homo sapiens,,2,Intermediate,CHEMBL615353,,129,,,100256,12912,,
,BAO_0000220,,S,,Inhibition of chymotrypsin-like activity of 20S proteasome,1,,,B,,,2,Expert,CHEMBL615354,,130,,,100256,2957,,
,BAO_0000220,,S,,Inhibition of chymotrypsin-like activity of 20S proteasome; value ranges from 10-20 uM,1,,,B,,,2,Expert,CHEMBL615355,,131,,,100256,2957,,
,BAO_0000220,,S,,Inhibitory activity against 20S proteosome,1,,,B,,,2,Intermediate,CHEMBL615356,,132,,,100256,3260,,
,BAO_0000019,,U,,Compound was tested for inhibitory activity against tryptase,1,,9606.0,B,Homo sapiens,,0,Autocuration,CHEMBL615357,,133,,,22226,3451,,
,BAO_0000219,,N,,Concentration required to inhibit 50% of extracellular circular replication of HBV DNA using 2215 cell line,1,HepG2,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL615358,,134,,,81020,13885,726.0,
,BAO_0000219,,N,,Concentration required to inhibit 50% of intracellular circular replication of HBV DNA using 2215 cell line,1,HepG2,9606.0,F,Homo sapiens,,1,Intermediate,CHEMBL827086,,135,,,81020,13885,726.0,
,BAO_0000019,,U,,Compound was tested for the inhibition of Alpha-glucosidase,1,,,B,,,0,Autocuration,CHEMBL615359,,136,,,22226,3676,,
,BAO_0000357,,H,,Inhibitory concentration against human neutrophil elastase (HNE),1,,,B,,,8,Autocuration,CHEMBL615360,,137,,,235,6043,,
Heart,BAO_0000218,,U,,Change in heart rate was expressed in percent at at a dose 0.002 mg/kg iv in anesthetized rat,1,,10116.0,F,Rattus norvegicus,948.0,0,Autocuration,CHEMBL615361,,138,,,22226,11140,,
