payment_id,customer_id,staff_id,rental_id,amount,payment_date
13269,492,1,5609,0.99,2005-07-10 05:09:46
4984,183,1,6472,4.99,2005-07-12 01:33:25
9466,350,1,2619,0.99,2005-06-19 08:03:12
13803,512,1,15317,3.99,2005-08-22 20:14:13
15615,583,2,2663,4.99,2005-06-19 10:54:00
7930,293,1,3290,1.99,2005-06-21 06:45:34
13215,490,1,4906,5.99,2005-07-08 20:59:13
11508,426,1,1842,7.99,2005-06-16 23:45:59
11465,424,2,8999,2.99,2005-07-30 04:55:46
254,10,2,1140,4.99,2005-05-31 19:36:30
14431,536,2,1962,2.99,2005-06-17 09:08:58
2347,86,2,10584,6.99,2005-08-01 13:58:47
3962,146,1,6327,4.99,2005-07-11 19:07:29
14127,525,1,8960,4.99,2005-07-30 03:36:31
14616,543,1,15785,1.99,2005-08-23 13:46:27
9478,350,2,11595,6.99,2005-08-17 02:53:14
4297,158,2,3203,8.99,2005-06-21 00:34:56
14092,523,2,10470,1.99,2005-08-01 09:52:26
9329,345,2,10215,8.99,2005-08-01 01:04:28
4136,152,2,359,4.99,2005-05-27 06:48:33
11965,443,2,14611,6.99,2005-08-21 18:01:41
11028,407,2,13856,6.99,2005-08-20 14:49:32
11309,418,1,10709,0.99,2005-08-01 18:43:57
14721,548,2,10318,0.99,2005-08-01 04:36:53
876,31,2,15682,6.99,2005-08-23 09:37:34
5488,202,1,11210,4.99,2005-08-02 12:15:54
15785,589,2,12933,8.99,2005-08-19 05:18:20
9402,348,2,2499,0.99,2005-06-18 23:01:36
15028,561,1,2548,0.99,2005-06-19 02:45:35
15913,594,1,4154,3.99,2005-07-07 08:58:23
10605,391,2,8016,0.99,2005-07-28 15:35:41
12251,454,1,1861,1.99,2005-06-17 01:17:31
9672,358,2,5023,5.99,2005-07-09 02:23:16
9214,340,1,15378,9.99,2005-08-22 22:25:17
5467,201,1,14973,2.99,2005-08-22 06:59:28
476,18,2,4724,3.99,2005-07-08 12:46:30
10900,403,2,11391,9.99,2005-08-02 18:40:12
2325,86,1,66,1.99,2005-05-25 09:35:12
8190,302,1,1231,2.99,2005-06-15 04:04:41
11255,416,2,8648,2.99,2005-07-29 14:56:21
2074,76,2,8357,2.99,2005-07-29 04:59:44
4208,154,1,14918,6.99,2005-08-22 05:06:38
446,16,1,14511,8.99,2005-08-21 14:45:34
15542,580,2,6170,2.99,2005-07-11 10:29:21
10195,376,1,11144,4.99,2005-08-02 09:39:17
14281,530,1,13561,2.99,2006-02-14 15:16:03
10092,373,2,3667,4.99,2005-07-06 08:36:34
13722,509,1,8214,5.99,2005-07-28 23:37:57
7270,268,2,14249,4.99,2005-08-21 05:38:05
7941,293,2,9123,2.99,2005-07-30 09:39:15
1867,69,2,584,4.99,2005-05-28 11:49:00
5397,199,1,4499,2.99,2005-07-08 02:08:48
7119,263,2,12057,9.99,2005-08-17 21:04:35
12782,473,2,1748,0.99,2005-06-16 16:54:03
11578,429,2,290,2.99,2005-05-26 20:08:33
7170,265,2,8665,0.99,2005-07-29 15:39:29
13866,515,2,2513,0.99,2005-06-18 23:53:15
13585,504,1,4757,0.99,2005-07-08 14:36:51
6268,232,2,14857,0.99,2005-08-22 02:42:39
751,28,1,868,2.99,2005-05-30 04:19:55
4157,153,1,2224,0.99,2005-06-18 03:33:58
5026,185,1,4186,9.99,2005-07-07 10:32:25
2920,108,2,8587,4.99,2005-07-29 12:18:40
10984,406,1,5766,0.99,2005-07-10 13:07:31
6033,223,2,10053,7.99,2005-07-31 19:15:39
10896,403,1,10443,2.99,2005-08-01 09:01:04
10048,371,2,13143,3.99,2005-08-19 12:44:38
8659,320,2,3756,4.99,2005-07-06 12:40:38
15218,568,2,7068,2.99,2005-07-27 03:57:50
4501,166,2,6237,0.99,2005-07-11 14:19:12
14446,536,1,11826,2.99,2005-08-17 12:43:46
15561,581,1,976,4.99,2005-05-30 21:11:19
5295,196,2,5143,4.99,2005-07-09 08:07:07
12438,460,1,14923,3.99,2005-08-22 05:13:33
2772,103,1,2118,0.99,2005-06-17 20:28:29
7026,260,2,7072,0.99,2005-07-27 04:02:33
7098,263,1,97,4.99,2005-05-25 16:34:24
3261,121,2,7298,2.99,2005-07-27 12:45:14
8520,314,1,8073,3.99,2005-07-28 17:29:02
4310,158,1,9801,2.99,2005-07-31 11:03:13
12866,476,1,2080,0.99,2005-06-17 16:59:40
14284,531,2,2972,2.99,2005-06-20 07:57:54
11372,421,1,931,0.99,2005-05-30 12:53:01
15571,581,1,4815,8.99,2005-07-08 17:12:51
10910,403,1,15410,4.99,2005-08-22 23:27:43
10653,393,1,6221,2.99,2005-07-11 13:24:27
10230,378,2,1623,4.99,2005-06-16 07:48:50
7981,295,1,1328,2.99,2005-06-15 11:23:27
3889,144,2,5049,0.99,2005-07-09 03:54:12
7474,276,2,5186,4.99,2005-07-09 10:18:40
12304,455,1,15494,1.99,2005-08-23 02:25:09
15635,583,1,14259,0.99,2005-08-21 06:00:22
12346,457,1,10049,2.99,2005-07-31 19:11:11
1268,46,2,5698,4.99,2005-07-10 09:47:00
12632,468,2,8423,5.99,2005-07-29 07:02:57
4515,166,2,15806,1.99,2005-08-23 14:31:50
9930,367,1,9430,4.99,2005-07-30 21:20:13
3533,131,1,3515,2.99,2005-07-06 00:48:55
15902,594,1,1045,6.99,2005-05-31 06:29:01
7035,260,1,12852,0.99,2005-08-19 02:12:40
8196,302,2,6623,7.99,2005-07-12 09:05:34
6635,245,1,6795,5.99,2005-07-12 16:41:00
13256,491,1,11840,4.99,2005-08-17 13:09:01
15296,571,2,3616,2.99,2005-07-06 05:52:13
8424,310,2,8637,5.99,2005-07-29 14:30:11
7288,269,2,6804,4.99,2005-07-12 17:22:06
2495,91,2,13222,4.99,2005-08-19 15:47:58
10140,374,1,10695,2.99,2005-08-01 18:16:20
8759,324,2,4368,4.99,2005-07-07 19:55:19
8108,299,1,1650,8.99,2005-06-16 09:23:20
5847,215,1,11729,2.99,2005-08-17 08:14:41
10006,370,2,7797,0.99,2005-07-28 07:41:07
13626,506,1,114,3.99,2005-05-25 19:12:42
12328,456,1,15720,3.99,2005-08-23 11:15:20
14426,535,1,15287,6.99,2005-08-22 19:19:37
7907,292,2,7199,5.99,2005-07-27 08:53:23
11805,438,1,4355,4.99,2005-07-07 19:21:19
12958,480,1,720,6.99,2005-05-29 05:17:30
5044,186,2,958,0.99,2005-05-30 17:58:03
7065,261,2,13245,4.99,2005-08-19 16:43:41
9079,336,2,6263,4.99,2005-07-11 15:33:50
12028,446,1,2248,4.99,2005-06-18 04:59:48
5089,187,2,7289,4.99,2005-07-27 12:26:51
12884,476,1,13941,0.99,2006-02-14 15:16:03
6977,258,1,13695,6.99,2005-08-20 09:13:25
7234,267,1,11690,6.99,2005-08-17 06:44:22
8830,327,1,2273,4.99,2005-06-18 06:30:02
4851,178,2,11319,6.99,2005-08-02 16:10:09
7357,272,2,7658,2.99,2005-07-28 02:09:12
5386,198,1,12862,5.99,2005-08-19 02:31:59
6045,224,2,4411,3.99,2005-07-07 21:54:58
13980,519,1,9905,0.99,2005-07-31 14:37:03
10177,376,1,2779,0.99,2005-06-19 18:19:07
14356,533,2,8250,2.99,2005-07-29 00:49:15
363,14,2,1360,4.99,2005-06-15 13:32:15
15496,578,1,8179,2.99,2005-07-28 22:05:13
14454,537,1,1445,2.99,2005-06-15 19:10:07
4402,162,1,285,1.99,2005-05-26 19:41:40
2423,89,1,6772,2.99,2005-07-12 15:55:35
10775,398,2,8204,4.99,2005-07-28 23:18:29
9992,369,1,10299,0.99,2005-08-01 04:08:04
8173,301,2,4316,4.99,2005-07-07 17:44:22
7521,277,2,13526,4.99,2005-08-20 02:58:42
4109,151,2,164,4.99,2005-05-26 02:26:49
12358,458,2,2629,5.99,2005-06-19 08:42:12
4013,148,1,1501,1.99,2005-06-15 22:02:35
7868,290,2,12778,4.99,2005-08-18 23:40:23
4065,149,1,2752,0.99,2005-06-19 16:44:18
9640,357,2,1246,5.99,2005-06-15 05:11:19
11775,437,1,666,5.99,2005-05-28 21:48:51
11035,408,2,2479,4.99,2005-06-18 21:03:08
9018,334,2,2476,0.99,2005-06-18 20:57:12
8547,315,2,9735,9.99,2005-07-31 08:57:49
11131,411,2,5357,5.99,2005-07-09 18:08:59
9411,348,2,6776,2.99,2005-07-12 16:02:09
4162,153,1,3949,0.99,2005-07-06 21:46:36
13092,485,2,4667,2.99,2005-07-08 10:06:26
8529,314,1,13265,2.99,2005-08-19 17:29:00
15431,576,2,3226,6.99,2005-06-21 02:18:14
7940,293,1,8745,2.99,2005-07-29 19:03:05
3611,133,2,15080,0.99,2005-08-22 11:11:51
3659,135,1,11704,7.99,2005-08-17 07:21:22
2645,98,2,3399,4.99,2005-06-21 15:47:48
9854,364,1,13698,4.99,2005-08-20 09:24:26
12142,450,1,3570,3.99,2005-07-06 03:23:43
2788,103,1,8520,4.99,2005-07-29 10:10:02
14547,540,2,12058,8.99,2005-08-17 21:07:41
176,7,2,748,2.99,2005-05-29 09:27:00
12666,469,1,6797,4.99,2005-07-12 16:47:06
13878,515,2,11572,4.99,2005-08-17 01:37:55
3196,119,1,5268,0.99,2005-07-09 14:22:43
14928,557,1,12789,2.99,2005-08-19 00:16:19
6936,257,2,8252,2.99,2005-07-29 00:54:17
579,22,1,370,4.99,2005-05-27 07:49:43
486,18,2,11094,4.99,2005-08-02 08:03:02
4243,156,2,5534,4.99,2005-07-10 02:26:49
5509,203,2,10805,2.99,2005-08-01 22:23:37
8030,296,1,6398,5.99,2005-07-11 22:34:49
5757,212,2,4708,10.99,2005-07-08 11:59:19
15717,587,2,5243,3.99,2005-07-09 13:22:08
10445,386,2,1585,3.99,2005-06-16 04:51:13
11136,411,1,7813,2.99,2005-07-28 08:08:27
5344,197,1,11018,4.99,2005-08-02 05:27:53
15736,588,1,961,4.99,2005-05-30 18:16:44
1730,63,1,13624,8.99,2005-08-20 06:51:02
15509,579,1,3111,2.99,2005-06-20 17:46:47
10358,382,2,9555,0.99,2005-07-31 02:11:16
2483,91,1,6178,2.99,2005-07-11 10:59:09
2270,84,1,739,6.99,2005-05-29 08:28:18
5096,187,1,12534,7.99,2005-08-18 14:04:41
5317,197,1,215,0.99,2005-05-26 09:02:47
9319,345,2,4422,2.99,2005-07-07 22:09:45
2663,98,1,15536,7.99,2005-08-23 03:58:28
4554,168,2,4953,2.99,2005-07-08 23:09:48
5253,194,1,5291,2.99,2005-07-09 15:15:02
6696,247,1,12824,4.99,2005-08-19 01:18:00
7832,289,2,10297,7.99,2005-08-01 04:05:04
11402,422,1,2778,5.99,2005-06-19 18:18:12
689,26,1,2093,9.99,2005-06-17 18:14:08
320,12,2,9166,4.99,2005-07-30 11:26:28
14849,553,1,15042,4.99,2005-08-22 09:47:37
736,27,2,9244,0.99,2005-07-30 14:06:53
1766,64,2,13333,4.99,2006-02-14 15:16:03
15529,579,1,14543,1.99,2005-08-21 15:39:01
4387,161,2,8774,4.99,2005-07-29 20:05:04
8750,323,1,14224,2.99,2005-08-21 04:53:08
12229,453,2,4033,8.99,2005-07-07 02:35:46
6207,230,2,10050,3.99,2005-07-31 19:13:29
11057,408,1,13944,2.99,2005-08-20 17:41:16
3976,146,2,14143,2.99,2005-08-21 02:10:32
5376,198,1,10147,2.99,2005-07-31 22:18:43
15870,592,1,13157,2.99,2005-08-19 13:12:28
10737,396,2,14778,5.99,2005-08-21 23:56:30
3678,136,2,14379,0.99,2005-08-21 09:53:03
7340,271,2,10310,4.99,2005-08-01 04:24:47
7417,274,1,9331,4.99,2005-07-30 17:46:50
5783,213,2,3989,4.99,2005-07-06 23:30:54
14203,527,1,15552,3.99,2005-08-23 04:33:23
5953,220,2,5847,2.99,2005-07-10 17:27:42
8330,307,2,2152,2.99,2005-06-17 22:53:27
13477,500,1,7925,2.99,2005-07-28 12:10:02
3240,120,1,8998,6.99,2005-07-30 04:54:14
10642,393,2,886,0.99,2005-05-30 06:54:51
8679,321,1,3920,4.99,2005-07-06 20:26:40
6868,254,2,13130,2.99,2005-08-19 12:06:42
15559,580,1,15630,6.99,2005-08-23 07:29:13
985,36,1,716,0.99,2005-05-29 04:35:29
9560,354,1,4449,5.99,2005-07-07 23:18:58
426,16,2,3348,0.99,2005-06-21 11:16:42
10274,380,1,2018,3.99,2005-06-17 12:35:58
15289,571,2,689,3.99,2005-05-29 00:46:53
11156,412,1,8036,0.99,2005-07-28 16:27:43
2839,105,2,9198,5.99,2005-07-30 12:37:08
3558,132,1,1843,0.99,2005-06-16 23:53:42
5801,214,1,242,1.99,2005-05-26 13:05:08
12366,458,1,6654,1.99,2005-07-12 11:06:28
13159,487,1,10978,9.99,2005-08-02 04:12:27
1324,48,2,9742,7.99,2005-07-31 09:10:20
2759,102,2,9295,0.99,2005-07-30 16:18:39
8568,316,2,6988,4.99,2005-07-27 01:00:08
2703,100,2,8203,0.99,2005-07-28 23:14:56
1550,56,2,7942,0.99,2005-07-28 12:49:44
1415,51,1,12184,0.99,2005-08-18 01:36:00
3828,141,1,15013,4.99,2005-08-22 08:42:45
13490,501,1,493,0.99,2005-05-28 00:34:11
13665,507,2,2283,4.99,2005-06-18 06:56:06
5061,186,1,12348,5.99,2005-08-18 07:21:47
5285,196,1,1182,5.99,2005-06-15 00:45:21
346,13,1,9736,7.99,2005-07-31 08:58:40
14241,529,1,6908,7.99,2005-07-12 22:08:46
10690,394,2,12510,9.99,2005-08-18 13:22:25
13240,491,2,3031,4.99,2005-06-20 11:52:49
6383,236,1,14364,7.99,2005-08-21 09:25:11
5028,185,2,4822,7.99,2005-07-08 17:28:47
10139,374,1,9866,6.99,2005-07-31 13:13:50
14570,541,2,13640,0.99,2005-08-20 07:22:53
4278,157,2,9237,2.99,2005-07-30 13:48:17
13054,483,2,12875,2.99,2005-08-19 03:10:21
6533,241,1,15767,4.99,2005-08-23 13:14:15
1030,37,2,14532,2.99,2005-08-21 15:15:03
15099,563,2,15507,0.99,2005-08-23 02:48:26
2687,99,1,11593,0.99,2006-02-14 15:16:03
10152,375,1,412,4.99,2005-05-27 14:17:23
12375,458,2,14428,4.99,2005-08-21 11:27:07
10780,398,1,10230,2.99,2005-08-01 01:49:36
2622,97,2,2790,4.99,2005-06-19 18:49:45
6424,238,1,4143,0.99,2005-07-07 08:22:07
5050,186,1,3039,4.99,2005-06-20 12:32:30
7939,293,1,8589,4.99,2005-07-29 12:28:17
1420,51,2,13882,2.99,2005-08-20 15:23:26
2014,74,1,13583,1.99,2005-08-20 05:29:45
13589,504,2,7807,2.99,2005-07-28 07:58:27
10351,382,1,5004,4.99,2005-07-09 01:20:50
8642,319,2,9017,4.99,2005-07-30 05:26:20
3091,115,1,915,0.99,2005-05-30 11:20:27
2463,90,1,13051,4.99,2005-08-19 09:31:33
14482,538,1,2682,4.99,2005-06-19 12:18:17
12416,460,2,298,0.99,2005-05-26 20:52:26
296,11,2,11502,0.99,2005-08-16 23:06:30
7675,283,2,11846,2.99,2005-08-17 13:18:29
9400,348,1,1654,2.99,2005-06-16 09:42:48
16001,597,1,11880,5.99,2005-08-17 14:28:28
6705,248,1,4841,0.99,2005-07-08 18:18:23
3914,144,2,12733,2.99,2005-08-18 21:59:00
4328,159,1,1695,0.99,2005-06-16 12:40:28
10187,376,2,6807,2.99,2005-07-12 17:33:53
10611,391,1,11151,4.99,2005-08-02 09:52:44
1244,45,1,10507,2.99,2005-08-01 11:22:20
5431,200,1,6947,3.99,2005-07-26 23:42:03
2323,85,1,13727,3.99,2005-08-20 10:08:53
14113,524,1,14178,2.99,2005-08-21 03:13:45
11696,434,1,2494,3.99,2005-06-18 22:15:09
6832,253,2,12827,5.99,2005-08-19 01:27:23
3564,132,1,3706,0.99,2005-07-06 10:18:01
11219,415,2,4926,8.99,2005-07-08 22:01:48
1225,44,1,12790,6.99,2005-08-19 00:16:54
13391,497,1,8150,6.99,2005-07-28 20:50:41
3983,147,2,3011,5.99,2005-06-20 10:39:10
11866,440,1,4301,2.99,2005-07-07 16:37:23
14818,552,1,11146,1.99,2005-08-02 09:45:32
14494,538,1,9307,0.99,2005-07-30 16:52:43
410,15,2,13677,3.99,2005-08-20 08:34:41
11587,429,2,6196,7.99,2005-07-11 12:05:46
15088,563,2,7612,0.99,2005-07-28 00:11:55
10341,381,1,15747,4.99,2005-08-23 12:29:24
12768,472,1,10282,6.99,2005-08-01 03:29:10
9056,335,1,8855,2.99,2005-07-29 23:40:10
7167,265,1,7704,2.99,2005-07-28 04:02:13
11014,407,1,8078,2.99,2005-07-28 17:54:42
13871,515,2,5546,2.99,2005-07-10 02:50:37
1401,51,1,5606,4.99,2005-07-10 05:07:55
12419,460,2,1392,0.99,2005-06-15 16:12:27
6371,236,1,8657,2.99,2005-07-29 15:09:25
15581,581,2,11707,2.99,2005-08-17 07:24:59
8953,331,1,13795,0.99,2005-08-20 12:32:09
7835,289,2,12558,7.99,2005-08-18 14:52:35
5457,201,2,9355,0.99,2005-07-30 18:35:25
6015,222,1,6497,0.99,2005-07-12 03:04:29
6878,255,2,7475,8.99,2005-07-27 19:07:43
3853,142,2,14813,0.99,2005-08-22 01:11:37
9619,356,1,8198,3.99,2005-07-28 23:08:05
6797,252,1,7024,4.99,2005-07-27 02:36:40
6122,227,1,8219,2.99,2005-07-28 23:46:31
8715,322,1,9252,1.99,2005-07-30 14:19:59
156,6,2,6211,5.99,2005-07-11 12:39:01
3938,145,2,9576,0.99,2005-07-31 02:52:59
14079,523,1,2447,8.99,2005-06-18 19:10:55
11969,444,1,201,8.99,2005-05-26 07:13:45
8307,306,2,8620,0.99,2005-07-29 13:51:20
14758,550,1,7030,0.99,2005-07-27 03:01:40
14513,539,1,4247,0.99,2005-07-07 13:51:54
3928,145,1,4470,2.99,2005-07-08 00:20:57
11213,414,2,13657,4.99,2005-08-20 08:01:39
6915,256,2,14458,3.99,2005-08-21 12:47:53
7257,268,2,5793,2.99,2005-07-10 14:33:00
2153,79,2,4736,4.99,2005-07-08 13:22:55
2874,107,1,1026,5.99,2005-05-31 03:45:26
5623,207,1,11724,6.99,2005-08-17 08:04:44
9176,339,2,11582,3.99,2005-08-17 02:03:49
4431,163,1,5574,10.99,2005-07-10 03:54:38
3879,144,1,323,2.99,2005-05-27 00:49:27
2441,90,2,2033,0.99,2005-06-17 13:24:43
15857,592,1,7278,3.99,2005-07-27 11:50:34
7669,283,1,7816,0.99,2005-07-28 08:14:12
14743,549,2,11737,4.99,2005-08-17 08:42:08
15682,585,1,9860,6.99,2005-07-31 13:03:24
6014,222,2,6129,2.99,2005-07-11 08:15:09
2513,92,2,5497,5.99,2005-07-10 00:23:23
10345,382,1,2468,4.99,2005-06-18 20:23:52
14564,541,1,10306,5.99,2005-08-01 04:19:18
3434,127,2,14030,2.99,2005-08-20 21:23:54
1081,39,2,8307,6.99,2005-07-29 03:18:34
10507,388,2,5899,2.99,2005-07-10 20:21:52
12096,448,1,4406,1.99,2005-07-07 21:35:16
9213,340,2,15306,2.99,2005-08-22 19:46:36
8491,313,2,7294,0.99,2005-07-27 12:38:14
13339,495,2,7191,2.99,2005-07-27 08:36:15
10385,383,2,10993,0.99,2005-08-02 04:45:01
7544,278,1,11095,5.99,2005-08-02 08:03:20
13310,494,2,7546,8.99,2005-07-27 21:50:09
4827,178,2,2124,1.99,2005-06-17 20:49:14
13781,512,1,1176,6.99,2005-06-15 00:28:37
6465,239,1,11487,2.99,2005-08-02 22:35:05
12248,454,1,735,7.99,2005-05-29 08:08:13
13642,506,1,6783,2.99,2005-07-12 16:27:56
7747,286,1,7368,0.99,2005-07-27 15:06:05
15074,563,2,773,5.99,2005-05-29 13:18:05
809,29,2,13173,2.99,2005-08-19 13:50:36
3357,125,1,2826,7.99,2005-06-19 20:41:35
4334,159,2,8212,2.99,2005-07-28 23:37:23
13856,514,1,14052,0.99,2005-08-20 22:11:46
11238,415,1,15959,0.99,2005-08-23 19:27:04
10648,393,2,4275,2.99,2005-07-07 14:43:51
108,5,1,731,0.99,2005-05-29 07:25:16
2427,89,1,8003,2.99,2005-07-28 15:11:27
5972,220,1,13281,2.99,2005-08-19 18:07:47
3860,143,1,1942,4.99,2005-06-17 07:43:39
6679,247,1,450,6.99,2005-05-27 19:18:54
10725,396,2,8807,2.99,2005-07-29 21:36:59
10989,406,2,7604,7.99,2005-07-27 23:54:52
8706,322,1,3646,4.99,2005-07-06 07:28:59
4405,162,2,1339,4.99,2005-06-15 12:21:56
5743,211,2,12565,4.99,2005-08-18 15:12:17
9999,369,1,13898,0.99,2006-02-14 15:16:03
927,33,1,12277,0.99,2006-02-14 15:16:03
6249,232,2,6234,5.99,2005-07-11 14:16:10
8794,325,1,10412,0.99,2005-08-01 07:57:16
11886,440,1,13106,4.99,2006-02-14 15:16:03
2695,100,1,4209,2.99,2005-07-07 11:35:08
3486,129,1,8345,2.99,2005-07-29 04:47:37
6886,255,2,13683,0.99,2005-08-20 08:54:55
9883,366,2,2214,0.99,2005-06-18 02:44:37
4722,174,1,2326,5.99,2005-06-18 10:14:22
4469,165,2,3195,2.99,2005-06-21 00:02:10
14384,534,1,9456,5.99,2005-07-30 22:22:16
5696,210,2,4388,7.99,2005-07-07 20:58:03
7249,268,2,2324,4.99,2005-06-18 10:00:33
4785,176,1,7751,5.99,2005-07-28 05:56:13
8176,301,2,5511,4.99,2005-07-10 01:00:00
10560,390,1,2330,7.99,2005-06-18 10:41:19
7477,276,2,7842,2.99,2005-07-28 09:10:06
14304,531,1,12923,2.99,2005-08-19 04:50:20
2784,103,2,6949,2.99,2005-07-26 23:44:12
7938,293,2,7607,4.99,2005-07-28 00:05:53
8554,316,1,16,4.99,2005-05-25 00:43:11
10012,370,1,12339,4.99,2005-08-18 07:05:06
10069,372,1,8059,2.99,2005-07-28 17:09:59
8779,325,1,131,5.99,2005-05-25 21:42:46
6711,248,1,13918,0.99,2005-08-20 16:47:32
12571,466,1,9257,2.99,2005-07-30 14:30:38
1347,49,2,8553,10.99,2005-07-29 11:15:36
2662,98,2,14459,1.99,2005-08-21 12:48:08
3864,143,1,4031,7.99,2005-07-07 02:32:07
10892,403,1,9058,2.99,2005-07-30 07:15:45
13111,485,2,12261,8.99,2005-08-18 04:16:06
4274,157,2,8347,0.99,2005-07-29 04:49:25
4612,170,2,4468,0.99,2005-07-08 00:17:59
1357,50,1,763,4.99,2005-05-29 11:32:15
6781,251,2,13121,2.99,2005-08-19 11:51:39
10304,380,2,15636,2.99,2005-08-23 07:50:46
9120,337,1,13678,4.99,2005-08-20 08:38:24
9427,348,2,13602,5.99,2005-08-20 06:02:02
15478,577,1,12664,4.99,2005-08-18 19:10:54
5751,211,2,15670,5.99,2005-08-23 09:07:11
7755,286,2,12595,0.99,2005-08-18 16:27:08
12484,462,1,8066,2.99,2005-07-28 17:20:09
15577,581,1,7783,2.99,2005-07-28 07:14:43
3044,113,1,6836,0.99,2005-07-12 18:58:05
10568,390,1,6430,0.99,2005-07-12 00:03:34
2933,109,1,203,5.99,2005-05-26 07:27:57
7330,271,2,1852,2.99,2005-06-17 00:38:20
10426,385,1,5783,2.99,2005-07-10 13:55:33
1381,50,2,10165,0.99,2005-07-31 23:21:23
1596,58,1,2191,4.99,2005-06-18 01:33:09
7540,278,2,9448,2.99,2005-07-30 21:56:13
15805,590,2,6492,4.99,2005-07-12 02:28:40
2791,103,1,13676,0.99,2005-08-20 08:33:21
9430,348,2,14079,3.99,2005-08-20 23:29:25
7393,273,2,11509,4.99,2005-08-16 23:29:53
5254,194,2,5894,3.99,2005-07-10 20:09:34
7286,269,1,6440,2.99,2005-07-12 00:25:04
7688,284,1,4759,7.99,2005-07-08 14:39:22
9267,342,2,14683,8.99,2005-08-21 20:27:44
6583,243,1,12209,2.99,2005-08-18 02:27:20
12452,461,1,9885,0.99,2005-07-31 13:59:32
13534,502,1,10938,0.99,2005-08-02 03:05:22
8096,298,1,11070,0.99,2005-08-02 07:10:39
4540,167,1,12978,4.99,2005-08-19 06:57:27
5909,218,2,5737,0.99,2005-07-10 11:50:04
11525,426,2,11876,0.99,2005-08-17 14:18:21
14948,558,2,6479,9.99,2005-07-12 01:49:00
6920,257,2,244,2.99,2005-05-26 13:40:40
7443,275,1,4634,0.99,2005-07-08 08:40:02
7748,286,1,7422,2.99,2005-07-27 17:10:42
3255,121,1,1634,2.99,2005-06-16 08:16:05
11938,442,2,10365,6.99,2005-08-01 06:08:44
1207,44,1,904,2.99,2005-05-30 10:19:42
1759,64,2,10714,4.99,2005-08-01 18:51:29
1576,57,2,5948,2.99,2005-07-10 23:12:08
13321,494,2,11152,3.99,2005-08-02 09:53:36
11902,441,1,8575,4.99,2005-07-29 11:52:47
5889,217,2,7104,2.99,2005-07-27 05:15:25
2551,93,2,15324,5.99,2005-08-22 20:23:13
5002,184,1,4314,0.99,2005-07-07 17:38:31
9303,344,2,7480,4.99,2005-07-27 19:19:53
1556,56,1,11656,4.99,2005-08-17 05:11:09
