film_id,actor_id,first_name,last_name
325,111,CAMERON,ZELLWEGER
301,78,GROUCHO,SINATRA
521,56,DAN,HARRIS
287,16,FRED,COSTNER
667,33,MILLA,PECK
274,50,NATALIE,HOPKINS
627,73,GARY,PENN
536,153,MINNIE,KILMER
342,159,LAURA,BRODY
61,138,LUCILLE,DEE
421,56,DAN,HARRIS
431,102,WALTER,TORN
62,4,JENNIFER,DAVIS
984,59,DUSTIN,TAUTOU
88,194,MERYL,ALLEN
910,105,SIDNEY,CROWE
966,155,IAN,TANDY
283,105,SIDNEY,CROWE
663,74,MILLA,KEITEL
592,145,KIM,ALLEN
930,178,LISA,MONROE
425,161,HARVEY,HOPE
509,6,BETTE,NICHOLSON
87,119,WARREN,JACKMAN
831,117,RENEE,TRACY
174,109,SYLVESTER,DERN
441,187,RENEE,BALL
524,196,BELA,WALKEN
749,127,KEVIN,GARLAND
330,43,KIRK,JOVOVICH
42,23,SANDRA,KILMER
830,46,PARKER,GOLDBERG
469,49,ANNE,CRONYN
210,133,RICHARD,PENN
697,150,JAYNE,NOLTE
764,177,GENE,MCKELLEN
654,70,MICHELLE,MCCONAUGHEY
237,114,MORGAN,MCDORMAND
571,107,GINA,DEGENERES
635,196,BELA,WALKEN
754,33,MILLA,PECK
393,57,JUDE,CRUISE
405,24,CAMERON,STREEP
567,32,TIM,HACKMAN
553,37,VAL,BOLGER
263,8,MATTHEW,JOHANSSON
978,159,LAURA,BRODY
322,113,MORGAN,HOPKINS
97,65,ANGELA,HUDSON
109,53,MENA,TEMPLE
362,61,CHRISTIAN,NEESON
314,154,MERYL,GIBSON
807,161,HARVEY,HOPE
25,187,RENEE,BALL
39,84,JAMES,PITT
831,61,CHRISTIAN,NEESON
466,97,MEG,HAWKE
549,159,LAURA,BRODY
603,24,CAMERON,STREEP
966,121,LIZA,BERGMAN
719,62,JAYNE,NEESON
407,49,ANNE,CRONYN
204,25,KEVIN,BLOOM
506,115,HARRISON,BALE
342,89,CHARLIZE,DENCH
541,196,BELA,WALKEN
616,64,RAY,JOHANSSON
655,134,GENE,HOPKINS
635,1,PENELOPE,GUINESS
993,51,GARY,PHOENIX
545,92,KIRSTEN,AKROYD
926,123,JULIANNE,DENCH
577,53,MENA,TEMPLE
317,57,JUDE,CRUISE
470,142,JADA,RYDER
164,197,REESE,WEST
946,59,DUSTIN,TAUTOU
300,66,MARY,TANDY
207,95,DARYL,WAHLBERG
819,127,KEVIN,GARLAND
928,101,SUSAN,DAVIS
409,145,KIM,ALLEN
321,74,MILLA,KEITEL
784,159,LAURA,BRODY
497,21,KIRSTEN,PALTROW
465,200,THORA,TEMPLE
967,3,ED,CHASE
833,172,GROUCHO,WILLIAMS
343,80,RALPH,CRUZ
135,83,BEN,WILLIS
77,140,WHOOPI,HURT
705,190,AUDREY,BAILEY
570,198,MARY,KEITEL
603,112,RUSSELL,BACALL
326,130,GRETA,KEITEL
572,99,JIM,MOSTEL
458,8,MATTHEW,JOHANSSON
636,11,ZERO,CAGE
703,115,HARRISON,BALE
837,102,WALTER,TORN
923,95,DARYL,WAHLBERG
619,95,DARYL,WAHLBERG
312,155,IAN,TANDY
694,10,CHRISTIAN,GABLE
474,56,DAN,HARRIS
446,85,MINNIE,ZELLWEGER
193,149,RUSSELL,TEMPLE
34,178,LISA,MONROE
108,106,GROUCHO,DUNST
597,13,UMA,WOOD
146,165,AL,GARLAND
908,125,ALBERT,NOLTE
445,107,GINA,DEGENERES
812,117,RENEE,TRACY
788,118,CUBA,ALLEN
262,156,FAY,WOOD
837,196,BELA,WALKEN
166,1,PENELOPE,GUINESS
204,37,VAL,BOLGER
977,175,WILLIAM,HACKMAN
255,68,RIP,WINSLET
771,127,KEVIN,GARLAND
849,107,GINA,DEGENERES
210,59,DUSTIN,TAUTOU
909,66,MARY,TANDY
750,19,BOB,FAWCETT
483,178,LISA,MONROE
828,101,SUSAN,DAVIS
788,189,CUBA,BIRCH
769,8,MATTHEW,JOHANSSON
258,113,MORGAN,HOPKINS
206,94,KENNETH,TORN
779,165,AL,GARLAND
954,154,MERYL,GIBSON
58,126,FRANCES,TOMEI
469,106,GROUCHO,DUNST
47,153,MINNIE,KILMER
957,50,NATALIE,HOPKINS
593,56,DAN,HARRIS
1,40,JOHNNY,CAGE
732,26,RIP,CRAWFORD
188,82,WOODY,JOLIE
406,90,SEAN,GUINESS
1,198,MARY,KEITEL
672,50,NATALIE,HOPKINS
764,83,BEN,WILLIS
802,119,WARREN,JACKMAN
80,193,BURT,TEMPLE
921,113,MORGAN,HOPKINS
927,152,BEN,HARRIS
785,155,IAN,TANDY
474,52,CARMEN,HUNT
206,131,JANE,JACKMAN
838,12,KARL,BERRY
480,3,ED,CHASE
113,183,RUSSELL,CLOSE
997,124,SCARLETT,BENING
351,47,JULIA,BARRYMORE
674,192,JOHN,SUVARI
964,22,ELVIS,MARX
158,8,MATTHEW,JOHANSSON
533,94,KENNETH,TORN
168,128,CATE,MCQUEEN
486,194,MERYL,ALLEN
61,166,NICK,DEGENERES
414,111,CAMERON,ZELLWEGER
446,150,JAYNE,NOLTE
188,125,ALBERT,NOLTE
213,57,JUDE,CRUISE
654,186,JULIA,ZELLWEGER
969,72,SEAN,WILLIAMS
809,84,JAMES,PITT
921,161,HARVEY,HOPE
670,140,WHOOPI,HURT
688,62,JAYNE,NEESON
858,106,GROUCHO,DUNST
87,21,KIRSTEN,PALTROW
33,82,WOODY,JOLIE
864,117,RENEE,TRACY
411,185,MICHAEL,BOLGER
818,136,ED,MANSFIELD
236,17,HELEN,VOIGHT
120,145,KIM,ALLEN
131,29,ALEC,WAYNE
7,185,MICHAEL,BOLGER
727,127,KEVIN,GARLAND
38,46,PARKER,GOLDBERG
367,125,ALBERT,NOLTE
616,157,GRETA,MALDEN
312,48,FRANCES,DAY-LEWIS
85,85,MINNIE,ZELLWEGER
55,177,GENE,MCKELLEN
103,89,CHARLIZE,DENCH
374,90,SEAN,GUINESS
956,116,DAN,STREEP
417,14,VIVIEN,BERGEN
376,66,MARY,TANDY
401,136,ED,MANSFIELD
606,32,TIM,HACKMAN
246,169,KENNETH,HOFFMAN
962,20,LUCILLE,TRACY
880,90,SEAN,GUINESS
465,81,SCARLETT,DAMON
415,39,GOLDIE,BRODY
476,65,ANGELA,HUDSON
368,31,SISSY,SOBIESKI
474,187,RENEE,BALL
666,121,LIZA,BERGMAN
623,72,SEAN,WILLIAMS
260,124,SCARLETT,BENING
176,91,CHRISTOPHER,BERRY
67,144,ANGELA,WITHERSPOON
435,68,RIP,WINSLET
204,9,JOE,SWANK
279,162,OPRAH,KILMER
856,23,SANDRA,KILMER
764,84,JAMES,PITT
143,97,MEG,HAWKE
139,149,RUSSELL,TEMPLE
414,84,JAMES,PITT
756,132,ADAM,HOPPER
968,162,OPRAH,KILMER
120,98,CHRIS,BRIDGES
877,125,ALBERT,NOLTE
832,4,JENNIFER,DAVIS
254,89,CHARLIZE,DENCH
6,21,KIRSTEN,PALTROW
826,6,BETTE,NICHOLSON
947,165,AL,GARLAND
998,175,WILLIAM,HACKMAN
508,170,MENA,HOPPER
16,57,JUDE,CRUISE
989,37,VAL,BOLGER
125,15,CUBA,OLIVIER
454,119,WARREN,JACKMAN
299,79,MAE,HOFFMAN
197,32,TIM,HACKMAN
225,26,RIP,CRAWFORD
849,191,GREGORY,GOODING
699,44,NICK,STALLONE
750,82,WOODY,JOLIE
431,129,DARYL,CRAWFORD
943,59,DUSTIN,TAUTOU
988,11,ZERO,CAGE
51,188,ROCK,DUKAKIS
229,106,GROUCHO,DUNST
349,169,KENNETH,HOFFMAN
543,74,MILLA,KEITEL
875,44,NICK,STALLONE
180,43,KIRK,JOVOVICH
493,91,CHRISTOPHER,BERRY
224,187,RENEE,BALL
39,118,CUBA,ALLEN
232,151,GEOFFREY,HESTON
731,146,ALBERT,JOHANSSON
904,27,JULIA,MCQUEEN
748,145,KIM,ALLEN
842,142,JADA,RYDER
758,172,GROUCHO,WILLIAMS
862,183,RUSSELL,CLOSE
985,15,CUBA,OLIVIER
589,35,JUDY,DEAN
31,60,HENRY,BERRY
92,70,MICHELLE,MCCONAUGHEY
89,129,DARYL,CRAWFORD
967,184,HUMPHREY,GARLAND
885,109,SYLVESTER,DERN
665,128,CATE,MCQUEEN
628,198,MARY,KEITEL
553,97,MEG,HAWKE
955,109,SYLVESTER,DERN
949,125,ALBERT,NOLTE
778,45,REESE,KILMER
882,133,RICHARD,PENN
778,175,WILLIAM,HACKMAN
949,15,CUBA,OLIVIER
466,36,BURT,DUKAKIS
507,21,KIRSTEN,PALTROW
957,85,MINNIE,ZELLWEGER
808,86,GREG,CHAPLIN
342,97,MEG,HAWKE
827,177,GENE,MCKELLEN
815,169,KENNETH,HOFFMAN
403,138,LUCILLE,DEE
584,125,ALBERT,NOLTE
841,114,MORGAN,MCDORMAND
599,87,SPENCER,PECK
427,32,TIM,HACKMAN
674,159,LAURA,BRODY
271,136,ED,MANSFIELD
131,147,FAY,WINSLET
838,90,SEAN,GUINESS
299,60,HENRY,BERRY
548,16,FRED,COSTNER
162,173,ALAN,DREYFUSS
35,135,RITA,REYNOLDS
984,104,PENELOPE,CRONYN
586,90,SEAN,GUINESS
159,179,ED,GUINESS
95,185,MICHAEL,BOLGER
391,129,DARYL,CRAWFORD
478,85,MINNIE,ZELLWEGER
912,128,CATE,MCQUEEN
144,67,JESSICA,BAILEY
49,119,WARREN,JACKMAN
780,106,GROUCHO,DUNST
162,114,MORGAN,MCDORMAND
650,9,JOE,SWANK
460,58,CHRISTIAN,AKROYD
238,176,JON,CHASE
833,13,UMA,WOOD
548,107,GINA,DEGENERES
781,56,DAN,HARRIS
160,182,DEBBIE,AKROYD
941,91,CHRISTOPHER,BERRY
792,148,EMILY,DEE
293,191,GREGORY,GOODING
88,31,SISSY,SOBIESKI
167,151,GEOFFREY,HESTON
338,116,DAN,STREEP
774,188,ROCK,DUKAKIS
524,13,UMA,WOOD
433,137,MORGAN,WILLIAMS
692,145,KIM,ALLEN
675,52,CARMEN,HUNT
684,161,HARVEY,HOPE
963,37,VAL,BOLGER
531,194,MERYL,ALLEN
171,36,BURT,DUKAKIS
300,122,SALMA,NOLTE
983,178,LISA,MONROE
385,172,GROUCHO,WILLIAMS
120,110,SUSAN,DAVIS
912,110,SUSAN,DAVIS
180,170,MENA,HOPPER
10,157,GRETA,MALDEN
36,73,GARY,PENN
631,83,BEN,WILLIS
78,181,MATTHEW,CARREY
928,29,ALEC,WAYNE
8,55,FAY,KILMER
522,95,DARYL,WAHLBERG
85,147,FAY,WINSLET
958,43,KIRK,JOVOVICH
794,195,JAYNE,SILVERSTONE
137,92,KIRSTEN,AKROYD
655,83,BEN,WILLIS
866,106,GROUCHO,DUNST
517,102,WALTER,TORN
13,77,CARY,MCCONAUGHEY
744,108,WARREN,NOLTE
885,138,LUCILLE,DEE
212,19,BOB,FAWCETT
713,42,TOM,MIRANDA
854,27,JULIA,MCQUEEN
600,102,WALTER,TORN
240,77,CARY,MCCONAUGHEY
414,161,HARVEY,HOPE
938,194,MERYL,ALLEN
969,191,GREGORY,GOODING
56,129,DARYL,CRAWFORD
268,18,DAN,TORN
215,194,MERYL,ALLEN
735,142,JADA,RYDER
317,37,VAL,BOLGER
36,127,KEVIN,GARLAND
588,154,MERYL,GIBSON
989,138,LUCILLE,DEE
126,53,MENA,TEMPLE
538,132,ADAM,HOPPER
504,156,FAY,WOOD
246,115,HARRISON,BALE
484,45,REESE,KILMER
746,139,EWAN,GOODING
904,104,PENELOPE,CRONYN
116,23,SANDRA,KILMER
85,27,JULIA,MCQUEEN
697,9,JOE,SWANK
37,130,GRETA,KEITEL
350,108,WARREN,NOLTE
714,57,JUDE,CRUISE
833,196,BELA,WALKEN
503,16,FRED,COSTNER
643,103,MATTHEW,LEIGH
625,28,WOODY,HOFFMAN
121,51,GARY,PHOENIX
529,172,GROUCHO,WILLIAMS
643,81,SCARLETT,DAMON
514,9,JOE,SWANK
529,84,JAMES,PITT
506,188,ROCK,DUKAKIS
222,39,GOLDIE,BRODY
388,107,GINA,DEGENERES
197,64,RAY,JOHANSSON
975,84,JAMES,PITT
331,72,SEAN,WILLIAMS
834,193,BURT,TEMPLE
90,139,EWAN,GOODING
671,68,RIP,WINSLET
937,44,NICK,STALLONE
249,41,JODIE,DEGENERES
66,96,GENE,WILLIS
858,105,SIDNEY,CROWE
933,133,RICHARD,PENN
733,51,GARY,PHOENIX
181,139,EWAN,GOODING
969,146,ALBERT,JOHANSSON
955,115,HARRISON,BALE
513,155,IAN,TANDY
213,12,KARL,BERRY
82,189,CUBA,BIRCH
501,142,JADA,RYDER
694,185,MICHAEL,BOLGER
146,171,OLYMPIA,PFEIFFER
973,157,GRETA,MALDEN
301,182,DEBBIE,AKROYD
644,19,BOB,FAWCETT
156,110,SUSAN,DAVIS
820,180,JEFF,SILVERSTONE
370,197,REESE,WEST
717,57,JUDE,CRUISE
609,172,GROUCHO,WILLIAMS
191,10,CHRISTIAN,GABLE
19,104,PENELOPE,CRONYN
23,1,PENELOPE,GUINESS
848,74,MILLA,KEITEL
164,162,OPRAH,KILMER
477,37,VAL,BOLGER
222,60,HENRY,BERRY
188,141,CATE,HARRIS
540,144,ANGELA,WITHERSPOON
839,88,KENNETH,PESCI
114,125,ALBERT,NOLTE
482,86,GREG,CHAPLIN
508,53,MENA,TEMPLE
830,174,MICHAEL,BENING
306,124,SCARLETT,BENING
619,80,RALPH,CRUZ
914,187,RENEE,BALL
596,181,MATTHEW,CARREY
81,98,CHRIS,BRIDGES
52,35,JUDY,DEAN
637,57,JUDE,CRUISE
742,22,ELVIS,MARX
178,24,CAMERON,STREEP
685,168,WILL,WILSON
76,94,KENNETH,TORN
96,137,MORGAN,WILLIAMS
395,51,GARY,PHOENIX
103,92,KIRSTEN,AKROYD
98,111,CAMERON,ZELLWEGER
525,34,AUDREY,OLIVIER
941,101,SUSAN,DAVIS
603,137,MORGAN,WILLIAMS
442,123,JULIANNE,DENCH
201,17,HELEN,VOIGHT
788,94,KENNETH,TORN
440,154,MERYL,GIBSON
85,179,ED,GUINESS
315,105,SIDNEY,CROWE
298,147,FAY,WINSLET
735,118,CUBA,ALLEN
585,106,GROUCHO,DUNST
40,3,ED,CHASE
568,101,SUSAN,DAVIS
890,155,IAN,TANDY
926,117,RENEE,TRACY
153,155,IAN,TANDY
587,178,LISA,MONROE
863,109,SYLVESTER,DERN
320,135,RITA,REYNOLDS
715,36,BURT,DUKAKIS
570,48,FRANCES,DAY-LEWIS
246,117,RENEE,TRACY
872,100,SPENCER,DEPP
990,54,PENELOPE,PINKETT
475,94,KENNETH,TORN
782,10,CHRISTIAN,GABLE
459,127,KEVIN,GARLAND
115,45,REESE,KILMER
772,112,RUSSELL,BACALL
52,83,BEN,WILLIS
66,76,ANGELINA,ASTAIRE
498,76,ANGELINA,ASTAIRE
545,110,SUSAN,DAVIS
517,108,WARREN,NOLTE
827,28,WOODY,HOFFMAN
473,196,BELA,WALKEN
712,33,MILLA,PECK
279,83,BEN,WILLIS
374,73,GARY,PENN
656,97,MEG,HAWKE
736,140,WHOOPI,HURT
417,58,CHRISTIAN,AKROYD
686,105,SIDNEY,CROWE
286,165,AL,GARLAND
316,5,JOHNNY,LOLLOBRIGIDA
881,163,CHRISTOPHER,WEST
274,38,TOM,MCKELLEN
862,59,DUSTIN,TAUTOU
695,27,JULIA,MCQUEEN
146,31,SISSY,SOBIESKI
775,191,GREGORY,GOODING
296,46,PARKER,GOLDBERG
655,108,WARREN,NOLTE
872,74,MILLA,KEITEL
885,121,LIZA,BERGMAN
196,86,GREG,CHAPLIN
731,36,BURT,DUKAKIS
880,12,KARL,BERRY
56,137,MORGAN,WILLIAMS
301,181,MATTHEW,CARREY
384,118,CUBA,ALLEN
727,79,MAE,HOFFMAN
534,195,JAYNE,SILVERSTONE
696,157,GRETA,MALDEN
607,152,BEN,HARRIS
989,151,GEOFFREY,HESTON
