class,addr,type,phone,city,id,name
630,' 405 atlantic ave. ',` middle eastern ',718-852-5555,brooklyn,96,moustache
631,' 105 hudson st. ',japanese,212-219-0500,` new york city ',97,nobu
632,'17 barrow st. ',continental,212-228-0822,` new york city ',98,` one if by land tibs '
633,` lower level ',seafood,212-490-6650,` new york city ',99,` oyster bar '
634,' 837 second ave. ',steakhouses,212-687-2953,` new york city ',100,palm
635,' 840 second ave. ',steakhouses,212-697-5198,` new york city ',101,` palm too '
636,'19 old fulton st. ',pizza,718-858-4300,brooklyn,102,` patsy \ 's pizza '
637,' 178 broadway ',steakhouses,718-387-7400,brooklyn,103,` peter luger steak house '
638,' 308 e. sixth st. ',indian,212-533-5011,` new york city ',104,` rose of india '
639,' 411 third ave. ',chinese,212-213-2288,` new york city ',105,` sam \ 's noodle shop '
640,' 1295 madison ave. ',american,212-410-7335,` new york city ',106,` sarabeth \ 's '
641,' 210 e. 46th st. ',steakhouses,212-687-4855,` new york city ',107,` sparks steak house '
642,' 5-16 51st ave. ',bbq,718-937-3030,queens,108,` stick to your ribs '
643,'38 e. 51st st. ',japanese,212-755-1780,` new york city ',109,sushisay
644,' 328 lenox ave. ',southern/soul,212-996-0660,` new york city ',110,` sylvia \ 's '
645,' 1588 york ave. ',chinese,212-535-5223,` new york city ',111,` szechuan hunan cottage '
646,' 1460 first ave. ',chinese,212-249-4615,` new york city ',112,` szechuan kitchen '
647,'80 montague st. ',polish,718-520-2910,queens,113,` teresa \ 's '
648,' 151 hudson st. ',thai,212-334-1085,` new york city ',114,` thai house cafe '
649,' 106 bayard st. ',thai,212-349-3132,` new york city ',115,` thailand restaurant '
650,' 144 second ave. ',ukrainian,212-228-9682,` new york city ',116,veselka
651,' 689 ninth ave. ',chinese,212-245-0800,` new york city ',117,` westside cottage '
652,' 107th fl . ',eclectic,212-524-7000,` new york city ',118,` windows on the world '
653,' 205 e. 49th st. ',steakhouses,212-753-0444,` new york city ',119,` wollensky \ 's grill '
654,' 122 e. 17th st. ',japanese,212-475-0969,` new york city ',120,yama
655,' 953 second ave. ',mexican,212-644-6740,` new york city ',121,zarela
656,' 401 s. 6th st. ',` french ( classic ) ',702-385-5016,` las vegas ',122,` andre \ 's french restaurant '
657,' 3300 las vegas blvd. s. ',continental,702-894-7350,` las vegas ',123,` buccaneer bay club '
658,' 3700 w. flamingo rd. ',seafood,702-252-7697,` las vegas ',124,` buzio \ 's in the rio '
659,' 3799 las vegas blvd. s. ',seafood,702-891-7374,` las vegas ',125,'em eril \ 's new orleans fish house '
660,' 3700 w. flamingo rd. ',italian,702-252-7702,` las vegas ',126,` fiore rotisserie & grille '
661,' 202 e. fremont st. ',continental,702-385-4011,` las vegas ',127,` hugo \ 's cellar '
662,' 3300 las vegas blvd. s. ',asian,702-894-7111,` las vegas ',128,` madame ching \ 's '
663,' 4750 w. sahara ave. ',chinese,702-870-8432,` las vegas ',129,` mayflower cuisinier '
664,' 3595 las vegas blvd. s. ',continental,702-737-7111,` las vegas ',130,` michael \ 's ( las vegas ) '
665,' 3145 las vegas blvd. s. ',` french ( new ) ',702-733-4524,` las vegas ',131,` monte carlo '
666,' 3400 las vegas blvd. s. ',chinese,702-791-7352,` las vegas ',132,moongate
667,' 3200 las vegas blvd. s. ',steakhouses,702-893-0703,` las vegas ',133,` morton \ 's of chicago ( las vegas ) '
668,' 3925 paradise rd. ',italian,702-792-9900,` las vegas ',134,` nicky blair \ 's '
669,' 355 convention center dr. ',italian,702-369-2305,` las vegas ',135,` piero \ 's restaurant '
670,' 3500 las vegas blvd. s. ',californian,702-369-6300,` las vegas ',136,` spago ( las vegas ) '
671,' 128 e. fremont st. ',steakhouses,702-382-1600,` las vegas ',137,` steakhouse the '
672,' 129 fremont st. ',italian,702-385-7111,` las vegas ',138,` stefano \ 's '
673,' 3645 las vegas blvd. s. ',eclectic,702-739-4651,` las vegas ',139,` sterling brunch '
674,' 3799 las vegas blvd. s. ',italian,702-891-7331,` las vegas ',140,` tre visi '
675,' 103 w. paces ferry rd. ',continental,404-233-5993,atlanta,141,' 103 west '
676,' 659 peachtree st. ',sandwiches,404-724-0444,atlanta,142,` alon \ 's at the terrace '
677,' 1134 euclid ave. ',cajun/creole,404-223-5039,atlanta,143,` baker \ 's cajun cafe '
678,' 1437 virginia ave. ',bbq,404-766-9906,atlanta,144,` barbecue kitchen '
679,'56 e. andrews dr. nw ',` french bistro ',404-231-5733,atlanta,145,` bistro the '
680,' 375 14th st. ',southern/soul,404-876-3872,atlanta,146,` bobby & june \ 's kountry kitchen '
681,' 2911 s. pharr court ',southern/soul,404-261-7015,atlanta,147,` bradshaw \ 's restaurant '
682,' 4274 peachtree rd. ',vegetarian,404-231-5907,atlanta,148,` brookhaven cafe '
683,' 5975 roswell rd. ',` health food ',404-256-1675,atlanta,149,` cafe sunflower '
684,' 4199 paces ferry rd. ',` american ( new ) ',770-432-2663,atlanta,150,canoe
685,' 1021 cobb pkwy . se ',hamburgers,770-422-8042,marietta,151,` carey \ 's '
686,' 1215 powers ferry rd. ',hamburgers,770-933-0909,marietta,152,` carey \ 's corner '
687,'70 w. paces ferry rd. ',steakhouses,404-262-2675,atlanta,153,chops
688,' 4279 roswell rd. ',chinese,404-255-4868,atlanta,154,chopstix
689,' 1029 edgewood ave. se ',southern/soul,404-523-1929,atlanta,155,` deacon burton \ 's soulfood restaurant '
690,' 600 ponce de leon ave. ',italian,404-888-9149,atlanta,156,eats
691,' 1655 mclendon ave. ',eclectic,404-687-8888,atlanta,157,` flying biscuit the '
692,' 1031 peachtree st. ne ',tex-mex,404-892-8226,atlanta,158,frijoleros
693,' 1087 green st. ',southern/soul,770-992-5383,roswell,159,` greenwood \ 's '
694,' 171 mcdonough blvd. ',bbq,404-627-9268,atlanta,160,` harold \ 's barbecue '
695,' 2905 buford hwy . ',cuban,404-636-4094,atlanta,161,` havana sandwich shop '
696,' 2469 cobb pkwy . ',chinese,770-955-9444,smyrna,162,` house of chan '
697,' 3675 satellite blvd. ',indian,100-813-8212,duluth,163,` indian delights '
698,' 790 ponce de leon ave. ',` coffee shops ',404-876-6161,atlanta,164,` java jive '
699,' 2970 cobb pkwy . ',american,770-955-6068,atlanta,165,` johnny rockets ( at ) '
700,' 1248 clairmont rd. ',coffeehouses,404-325-3733,decatur,166,` kalo \ 's coffee house '
701,' 4427 roswell rd. ',spanish,404-303-8201,atlanta,167,` la fonda latina '
702,' 3525 mall blvd. ',cafeterias,770-418-9969,duluth,168,` lettuce souprise you ( at ) '
703,' 1031 ponce de leon ave. ',diners,404-875-0276,atlanta,169,majestic
704,' 303 peachtree st. ne ',steakhouses,404-577-4366,atlanta,170,` morton \ 's of chicago ( atlanta ) '
705,' 1248 clairmont rd. ',thai,404-636-4280,atlanta,171,` my thai '
706,' 3060 peachtree rd. ',southwestern,404-240-1984,atlanta,172,nava
707,' 1495 chattahoochee ave. nw ',mexican,404-352-9009,atlanta,173,` nuevo laredo cantina '
708,' 4330 peachtree rd. ',american,404-237-4116,atlanta,174,` original pancake house ( at ) '
709,' 3391 peachtree rd. ne ',steakhouses,404-814-1955,atlanta,175,` palm the ( atlanta ) '
710,' 2118 n. decatur rd. ',vegetarian,404-633-3538,decatur,176,` rainbow restaurant '
712,' 519 e. paces ferry rd. ',mediterranean,404-262-7112,atlanta,177,riviera
713,' 200 14th st. nw ',` coffee shops ',404-874-1388,atlanta,178,` silver skillet the '
714,' 3330 piedmont rd. ',japanese,404-233-2005,atlanta,179,soto
715,' 764 marietta st. nw ',cafeterias,404-688-5855,atlanta,180,` thelma \ 's kitchen '
716,' 774 ponce de leon ave. ne ',tex-mex,404-892-0193,atlanta,181,tortillas
717,'70 w. crossville rd. ',` american ( new ) ',770-993-1156,roswell,182,` van gogh \ 's restaurant & bar '
718,' 220 sandy springs circle ',vegetarian,404-231-3111,atlanta,183,veggieland
719,' 3172 peachtree rd. ne ',diners,404-237-7601,atlanta,184,` white house restaurant '
720,' 4837 old national hwy . ',thai,404-768-2705,` college park ',185,zab-e-lee
721,' 2315 clement st. ',hamburgers,415-221-5262,` san francisco ',186,` bill \ 's place '
722,' 2298 market st. ',californian,415-621-8579,` san francisco ',187,` cafe flore '
723,' 423 columbus ave. ',continental,415-397-6261,` san francisco ',188,` caffe greco '
724,' 240 columbus ave. ',mexican,415-433-9623,` san francisco ',189,` campo santo '
725,' 1805 haight st. ',caribbean,415-386-5758,` san francisco ',190,` cha cha cha \ 's '
726,' 2217 union st. ',american,415-921-2149,` san francisco ',191,` doidge \ 's '
727,' 522 jones st. ',diners,415-885-2767,` san francisco ',192,` dottie \ 's true blue cafe '
728,' 3221 mission st. ',thai,415-826-4639,` san francisco ',193,` dusit thai '
729,' 1283 ninth ave. ',japanese,415-566-1770,` san francisco ',194,ebisu
730,' 1550 california st. ',vietnamese,415-673-1155,` san francisco ',195,'em erald garden restaurant '
731,' 1500 church st. ',chinese,415-282-0919,` san francisco ',196,` eric \ 's chinese restaurant '
732,' 1582 folsom st. ',hamburgers,415-626-1985,` san francisco ',197,` hamburger mary \ 's '
733,' 333 bush st. ',californian,415-362-4454,` san francisco ',198,` kelly \ 's on trinity '
734,' 515 valencia st. ',mexican,415-863-8205,` san francisco ',199,` la cumbre '
735,' 288 noe st. ',mediterranean,415-431-7210,` san francisco ',200,` la mediterranee '
736,' 2889 mission st. ',mexican,415-285-7117,` san francisco ',201,` la taqueria '
737,' 2209 polk st. ',italian,415-776-8226,` san francisco ',202,` mario \ 's bohemian cigar store cafe '
738,' 2225 irving st. ',thai,415-665-9500,` san francisco ',203,` marnee thai '
739,' 3355 geary st. ',hamburgers,415-387-2244,` san francisco ',204,` mel \ 's drive-in '
740,' 1322 grant st. ',hamburgers,415-788-3779,` san francisco ',205,` mo \ 's burgers '
741,' 631 larkin st. ',cambodian,415-775-5979,` san francisco ',206,` phnom penh cambodian restaurant '
742,' 2817 24th st. ',mexican,415-550-9213,` san francisco ',207,` roosevelt tamale parlor '
743,' 300 de haro st. ',american,415-626-6006,` san francisco ',208,` sally \ 's cafe & bakery '
744,' 1328 18th st. ',thai,415-431-8956,` san francisco ',209,` san francisco bbq '
745,' 584 valencia st. ',vietnamese,415-861-8032,` san francisco ',210,` slanted door '
746,' 1517 polk st. ',seafood,415-673-1101,` san francisco ',211,` swan oyster depot '
747,' 400 waller st. ',thai,415-431-2526,` san francisco ',212,` thep phanom '
748,' 3108 16th st. ',french,415-252-7373,` san francisco ',213,` ti couz '
749,' 1870 fillmore st. ',american,415-563-2248,` san francisco ',214,` trio cafe '
750,' 8 sixth st. ',vietnamese,415-626-0927,` san francisco ',215,` tu lan '
751,' 201 ivy st. ',pizza,415-863-2382,` san francisco ',216,` vicolo pizzeria '
752,' 2141 polk st. ',mexican,415-775-1055,` san francisco ',217,` wa-ha-ka oaxaca mexican grill '
0,' 435 s. la cienega blvd. ',steakhouses,310-246-1501,` los angeles ',218,` arnie morton \ 's of chicago '
1,' 12224 ventura blvd. ',delis,818-762-1221,` studio city ',219,` art \ 's deli '
2,' 701 stone canyon rd. ',californian,310-472-1211,` bel air ',220,` bel-air hotel '
3,' 14016 ventura blvd. ',` french bistro ',818-788-3536,` sherman oaks ',221,` cafe bizou '
4,' 624 s. la brea ave. ',californian,213-938-1447,` los angeles ',222,campanile
5,' 2709 main st. ',` pacific new wave ',310-392-9025,` santa monica ',223,` chinois on main '
6,' 6703 melrose ave. ',californian,213-857-0034,` los angeles ',224,citrus
7,' 8358 sunset blvd. ',` french ( new ) ',213-848-6677,` w. hollywood ',225,` fenix at the argyle '
8,' 23725 w. malibu rd. ',californian,310-456-0488,malibu,226,granita
9,' 9560 dayton way ',` american ( traditional ) ',310-276-0615,` beverly hills ',227,` grill the '
10,' 1972 hillhurst ave. ',japanese,213-665-1891,` los feliz ',228,katsu
11,' 903 n. la cienega blvd. ',` french ( classic ) ',310-652-9770,` w. hollywood ',229,` l \ ` orangerie '
12,' 8284 melrose ave. ',` french bistro ',213-655-8880,` los angeles ',230,` le chardonnay ( los angeles ) '
13,' 8638 w. third st. ',italian,310-274-1893,` los angeles ',231,` locanda veneta '
14,' 129 n. la cienega blvd. ',seafood,310-659-9639,` beverly hills ',232,matsuhisa
15,' 9001 santa monica blvd. ',steakhouses,310-550-8811,` w. hollywood ',233,` palm the ( los angeles ) '
16,' 5955 melrose ave. ',californian,213-467-1108,` los angeles ',234,patina
17,' 1001 n. alameda st. ',cafeterias,213-628-3781,chinatown,235,` philippe the original '
18,' 12969 ventura blvd. ',` french bistro ',818-990-0500,` studio city ',236,` pinot bistro '
19,' 617 s. olive st. ',` nuova cucina italian ',213-627-2300,` los angeles ',237,` rex il ristorante '
20,' 8795 sunset blvd. ',californian,310-652-4025,` w. hollywood ',238,` spago ( los angeles ) '
21,' 3115 pico blvd. ',italian,310-829-4313,` santa monica ',239,valentino
22,'67 n. raymond ave. ',chinese,818-585-0855,pasadena,240,` yujean kang \ 's '
23,'21 w. 52nd st. ',` american ( new ) ',212-582-7200,` new york city ',241,'21 club '
24,'13 w. 54th st. ',scandinavian,212-307-7311,` new york city ',242,aquavit
25,'34 e. 61st st. ',` american ( new ) ',212-319-1660,` new york city ',243,aureole
26,' 201 w. 83rd st. ',coffeehouses,212-496-6031,` new york city ',244,` cafe lalo '
27,' 1 w. 67th st. ',` french ( classic ) ',212-877-3500,` new york city ',245,` cafe des artistes '
28,' 2450 broadway ',italian,212-362-2200,` new york city ',246,` carmine \ 's '
29,' 854 seventh ave. ',delis,212-757-2245,` new york city ',247,` carnegie deli '
30,' 2 harrison st. ',` french ( new ) ',212-966-6960,` new york city ',248,chanterelle
31,'20 e. 76th st. ',` french ( new ) ',212-288-0033,` new york city ',249,daniel
32,' 210 e. 58th st. ',indian,212-355-7555,` new york city ',250,dawat
33,' 243 e. 58th st. ',italian,212-758-1479,` new york city ',251,felidia
34,'99 e. 52nd st. ',` american ( new ) ',212-754-9494,` new york city ',252,` four seasons '
35,'12 e. 12th st. ',` american ( new ) ',212-620-4020,` new york city ',253,` gotham bar & grill '
36,'42 e. 20th st. ',` american ( new ) ',212-477-0777,` new york city ',254,` gramercy tavern '
37,' 402 w. 44th st. ',caribbean,212-765-1737,` new york city ',255,` island spice '
38,' 160 e. 64th st. ',` french bistro ',212-223-5656,` new york city ',256,` jo jo '
39,'33 w. 55th st. ',` french ( classic ) ',212-586-4252,` new york city ',257,` la caravelle '
40,'60 w. 55th st. ',` french ( classic ) ',212-688-6525,` new york city ',258,` la cote basque '
41,' 155 w. 51st st. ',seafood,212-489-1515,` new york city ',259,` le bernardin '
42,' 155 w. 58th st. ',` french ( classic ) ',212-484-5113,` new york city ',260,` les celebrites '
43,' 2 e. 55th st. ',asian,212-339-6719,` new york city ',261,` lespinasse ( new york city ) '
44,' 249 e. 50th st. ',` french ( classic ) ',212-752-2225,` new york city ',262,lutece
45,'57 w. 58th st. ',seafood,212-371-7777,` new york city ',263,` manhattan ocean club '
46,' 405 e. 58th st. ',` american ( new ) ',212-754-6272,` new york city ',264,march
47,' 102 fifth ave. ',southwestern,212-807-7400,` new york city ',265,` mesa grill '
48,'57 jane st. ',mexican,212-627-8273,` new york city ',266,` mi cocina '
49,' 239 w. broadway ',` french bistro ',212-219-2777,` new york city ',267,montrachet
50,'55 e. 54th st. ',seafood,212-759-5941,` new york city ',268,oceana
51,' 100 e. 63rd st. ',` american ( new ) ',212-644-1900,` new york city ',269,` park avenue cafe ( new york city ) '
52,' 182 w. 58th st. ',russian,212-245-2214,` new york city ',270,petrossian
53,'35 w. 64th st. ',mediterranean,212-724-8585,` new york city ',271,picholine
54,'95 ave. a ',seafood,212-260-6660,` new york city ',272,pisces
55,'30 rockefeller plaza ',` american ( new ) ',212-632-5000,` new york city ',273,` rainbow room '
56,' 1 water st. ',` american ( new ) ',718-522-5200,brooklyn,274,` river cafe '
57,' 240 central park s. ',italian,212-265-5959,` new york city ',275,` san domenico '
58,' 156 second ave. ',delis,212-677-0606,` new york city ',276,` second avenue deli '
59,'11 e. 53rd st. ',japanese,212-980-9393,` new york city ',277,seryna
60,' 155 e. 55th st. ',chinese,212-371-8844,` new york city ',278,` shun lee palace '
61,' 1110 third ave. ',` american ( new ) ',212-861-8080,` new york city ',279,` sign of the dove '
62,' 797 third ave. ',steakhouses,212-753-1530,` new york city ',280,` smith & wollensky '
63,` central park west ',` american ( new ) ',212-873-3200,` new york city ',281,` tavern on the green '
64,' 747 ninth ave. ',greek,212-245-7992,` new york city ',282,` uncle nick \ 's '
65,'21 e. 16th st. ',` american ( new ) ',212-243-4020,` new york city ',283,` union square cafe '
66,' 152 w. 44th st. ',bbq,212-921-9494,` new york city ',284,` virgil \ 's real bbq '
67,' 3200 las vegas blvd. s. ',chinese,702-733-8899,` las vegas ',285,` chin \ 's '
68,' 3799 las vegas blvd. s. ',southwestern,702-891-7349,` las vegas ',286,` coyote cafe ( las vegas ) '
69,' 3000 paradise rd. ',` french bistro ',702-732-5651,` las vegas ',287,` le montrachet bistro '
70,' 3570 las vegas blvd. s. ',` french ( new ) ',702-731-7110,` las vegas ',288,` palace court '
71,' 200 e. fremont st. ',` pacific rim ',702-385-6277,` las vegas ',289,` second street grill '
72,' 2880 las vegas blvd. s. ',steakhouses,702-734-0410,` las vegas ',290,` steak house the '
73,' 2245 e. flamingo rd. ',steakhouses,702-731-4036,` las vegas ',291,'till erman the '
74,' 2355 peachtree rd. ne ',italian,404-261-8186,atlanta,292,abruzzi
75,' 3125 piedmont rd. ',californian,404-365-0410,atlanta,293,bacchanalia
76,' 3130 piedmont rd. ne ',steakhouses,404-237-2663,atlanta,294,` bone \ 's restaurant '
77,' 3393 peachtree rd. ',` french bistro ',404-266-1440,atlanta,295,` brasserie le coze '
78,' 3073 piedmont rd. ',` american ( new ) ',404-262-3336,atlanta,296,` buckhead diner '
79,' 1529 piedmont ave. ',` french ( new ) ',404-874-7600,atlanta,297,` ciboulette restaurant '
80,' 1 margaret mitchell sq. ',cafeterias,404-681-2909,atlanta,298,delectables
81,' 2290 peachtree rd. ',southwestern,404-352-3517,atlanta,299,` georgia grille '
82,' 490 e. paces ferry rd. ne ',continental,404-233-7673,atlanta,300,` hedgerose heights inn the '
83,' 595 piedmont ave. ',indian,404-876-4408,atlanta,301,` heera of india '
84,' 1397 n. highland ave. ',eclectic,404-876-0676,atlanta,302,` indigo coastal grill '
85,' 2637 peachtree rd. ne ',italian,404-231-1368,atlanta,303,` la grotta '
86,' 224 ponce de leon ave. ',southern/soul,404-876-1800,atlanta,304,` mary mac \ 's tea room '
87,' 255 courtland st. ',continental,404-221-6362,atlanta,305,` nikolai \ 's roof '
88,' 1232 w. paces ferry rd. ',` american ( new ) ',404-261-3662,atlanta,306,` pano \ 's & paul \ 's '
89,' 3434 peachtree rd. ne ',` american ( new ) ',404-237-2700,atlanta,307,` ritz-carlton cafe ( buckhead ) '
90,' 3434 peachtree rd. ne ',` american ( new ) ',404-237-2700,atlanta,308,` ritz-carlton dining room ( buckhead ) '
91,' 181 peachtree st. ',` french ( classic ) ',404-659-0400,atlanta,309,` ritz-carlton restaurant '
92,' 293-b peachtree rd. ',` french ( new ) ',404-351-9533,atlanta,310,toulouse
93,'41 14th st. ',italian,404-875-8424,atlanta,311,` veni vidi vici '
