film_id,categoria_id,nome,titolo,descrizione,data_rilascio,lingua,lingua_originale_id,durata_noleggio,tariffa_noleggio,durata,costo_sostituzione,voto
21,1,Action,AMERICAN CIRCUS,A Insightful Drama of a Girl And a Astronaut who must Face a Database Administrator in A Shark Tank,2006,English,,3,4.99,129,17.99,R
964,1,Action,WATERFRONT DELIVERANCE,A Unbelieveable Documentary of a Dentist And a Technical Writer who must Build a Womanizer in Nigeria,2006,English,,4,4.99,61,17.99,G
252,1,Action,DREAM PICKUP,A Epic Display of a Car And a Composer who must Overcome a Forensic Psychologist in The Gulf of Mexico,2006,English,,6,2.99,135,18.99,PG
29,1,Action,ANTITRUST TOMATOES,A Fateful Yarn of a Womanizer And a Feminist who must Succumb a Database Administrator in Ancient India,2006,English,,5,2.99,168,11.99,NC-17
664,1,Action,PATRIOT ROMAN,A Taut Saga of a Robot And a Database Administrator who must Challenge a Astronaut in California,2006,English,,6,2.99,65,12.99,PG
287,1,Action,ENTRAPMENT SATISFACTION,A Thoughtful Panorama of a Hunter And a Teacher who must Reach a Mad Cow in A U-Boat,2006,English,,5,0.99,176,19.99,R
19,1,Action,AMADEUS HOLY,A Emotional Display of a Pioneer And a Technical Writer who must Battle a Man in A Baloon,2006,English,,6,0.99,113,20.99,PG
271,1,Action,EASY GLADIATOR,A Fateful Story of a Monkey And a Girl who must Overcome a Pastry Chef in Ancient India,2006,English,,5,4.99,148,12.99,G
869,1,Action,SUSPECTS QUILLS,A Emotional Epistle of a Pioneer And a Crocodile who must Battle a Man in A Manhattan Penthouse,2006,English,,4,2.99,47,22.99,PG
991,1,Action,WORST BANGER,A Thrilling Drama of a Madman And a Dentist who must Conquer a Boy in The Outback,2006,English,,4,2.99,185,26.99,PG
579,1,Action,MINDS TRUMAN,A Taut Yarn of a Mad Scientist And a Crocodile who must Outgun a Database Administrator in A Monastery,2006,English,,3,4.99,149,22.99,PG-13
292,1,Action,EXCITEMENT EVE,A Brilliant Documentary of a Monkey And a Car who must Conquer a Crocodile in A Shark Tank,2006,English,,3,0.99,51,20.99,G
825,1,Action,SPEAKEASY DATE,A Lacklusture Drama of a Forensic Psychologist And a Car who must Redeem a Man in A Manhattan Penthouse,2006,English,,6,2.99,165,22.99,PG-13
126,1,Action,CASUALTIES ENCINO,A Insightful Yarn of a A Shark And a Pastry Chef who must Face a Boy in A Monastery,2006,English,,3,4.99,179,16.99,G
915,1,Action,TRUMAN CRAZY,A Thrilling Epistle of a Moose And a Boy who must Meet a Database Administrator in A Monastery,2006,English,,7,4.99,92,9.99,G
802,1,Action,SKY MIRACLE,A Epic Drama of a Mad Scientist And a Explorer who must Succumb a Waitress in An Abandoned Fun House,2006,English,,7,2.99,132,15.99,PG
594,1,Action,MONTEZUMA COMMAND,A Thrilling Reflection of a Waitress And a Butler who must Battle a Butler in A Jet Boat,2006,English,,6,0.99,126,22.99,NC-17
250,1,Action,DRAGON SQUAD,A Taut Reflection of a Boy And a Waitress who must Outgun a Teacher in Ancient China,2006,English,,4,0.99,170,26.99,NC-17
659,1,Action,PARK CITIZEN,A Taut Epistle of a Sumo Wrestler And a Girl who must Face a Husband in Ancient Japan,2006,English,,3,4.99,109,14.99,PG-13
542,1,Action,LUST LOCK,A Fanciful Panorama of a Hunter And a Dentist who must Meet a Secret Agent in The Sahara Desert,2006,English,,3,2.99,52,28.99,G
210,1,Action,DARKO DORADO,A Stunning Reflection of a Frisbee And a Husband who must Redeem a Dog in New Orleans,2006,English,,3,4.99,130,13.99,NC-17
115,1,Action,CAMPUS REMEMBER,A Astounding Drama of a Crocodile And a Mad Cow who must Build a Robot in A Jet Boat,2006,English,,5,2.99,167,27.99,R
303,1,Action,FANTASY TROOPERS,A Touching Saga of a Teacher And a Monkey who must Overcome a Secret Agent in A MySQL Convention,2006,English,,6,0.99,58,27.99,PG-13
511,1,Action,LAWRENCE LOVE,A Fanciful Yarn of a Database Administrator And a Mad Cow who must Pursue a Womanizer in Berlin,2006,English,,7,0.99,175,23.99,NC-17
717,1,Action,REAR TRADING,A Awe-Inspiring Reflection of a Forensic Psychologist And a Secret Agent who must Succumb a Pastry Chef in Soviet Georgia,2006,English,,6,0.99,97,23.99,NC-17
340,13,New,FRONTIER CABIN,A Emotional Story of a Madman And a Waitress who must Battle a Teacher in An Abandoned Fun House,2006,English,,6,4.99,183,14.99,PG-13
155,13,New,CLEOPATRA DEVIL,A Fanciful Documentary of a Crocodile And a Technical Writer who must Fight a A Shark in A Baloon,2006,English,,6,0.99,150,26.99,PG-13
538,13,New,LOVERBOY ATTACKS,A Boring Story of a Car And a Butler who must Build a Girl in Soviet Georgia,2006,English,,7,0.99,162,19.99,PG-13
448,13,New,IDAHO LOVE,A Fast-Paced Drama of a Student And a Crocodile who must Meet a Database Administrator in The Outback,2006,English,,3,2.99,172,25.99,PG-13
364,13,New,GODFATHER DIARY,A Stunning Saga of a Lumberjack And a Squirrel who must Chase a Car in The Outback,2006,English,,3,2.99,73,14.99,NC-17
96,13,New,BREAKING HOME,A Beautiful Display of a Secret Agent And a Monkey who must Battle a Sumo Wrestler in An Abandoned Mine Shaft,2006,English,,4,2.99,169,21.99,PG-13
685,13,New,PLATOON INSTINCT,A Thrilling Panorama of a Man And a Woman who must Reach a Woman in Australia,2006,English,,6,4.99,132,10.99,PG-13
481,13,New,JEKYLL FROGMEN,A Fanciful Epistle of a Student And a Astronaut who must Kill a Waitress in A Shark Tank,2006,English,,4,2.99,58,22.99,PG
675,13,New,PHANTOM GLORY,A Beautiful Documentary of a Astronaut And a Crocodile who must Discover a Madman in A Monastery,2006,English,,6,2.99,60,17.99,NC-17
25,13,New,ANGELS LIFE,A Thoughtful Display of a Woman And a Astronaut who must Battle a Robot in Berlin,2006,English,,3,2.99,74,15.99,G
490,13,New,JUMANJI BLADE,A Intrepid Yarn of a Husband And a Womanizer who must Pursue a Mad Scientist in New Orleans,2006,English,,4,2.99,121,13.99,G
144,13,New,CHINATOWN GLADIATOR,A Brilliant Panorama of a Technical Writer And a Lumberjack who must Escape a Butler in Ancient India,2006,English,,7,4.99,61,24.99,PG
994,13,New,WYOMING STORM,A Awe-Inspiring Panorama of a Robot And a Boat who must Overcome a Feminist in A U-Boat,2006,English,,6,4.99,100,29.99,PG-13
632,13,New,NUTS TIES,A Thoughtful Drama of a Explorer And a Womanizer who must Meet a Teacher in California,2006,English,,5,4.99,145,10.99,NC-17
109,13,New,BUTTERFLY CHOCOLAT,A Fateful Story of a Girl And a Composer who must Conquer a Husband in A Shark Tank,2006,English,,3,0.99,89,17.99,G
95,13,New,BREAKFAST GOLDFINGER,A Beautiful Reflection of a Student And a Student who must Fight a Moose in Berlin,2006,English,,5,4.99,123,18.99,G
226,13,New,DESTINY SATURDAY,A Touching Drama of a Crocodile And a Crocodile who must Conquer a Explorer in Soviet Georgia,2006,English,,4,4.99,56,20.99,G
305,13,New,FATAL HAUNTED,A Beautiful Drama of a Student And a Secret Agent who must Confront a Dentist in Ancient Japan,2006,English,,6,2.99,91,24.99,PG
935,13,New,VANISHED GARDEN,A Intrepid Character Study of a Squirrel And a A Shark who must Kill a Lumberjack in California,2006,English,,5,0.99,142,17.99,R
465,13,New,INTERVIEW LIAISONS,A Action-Packed Reflection of a Student And a Butler who must Discover a Database Administrator in A Manhattan Penthouse,2006,English,,4,4.99,59,17.99,R
954,13,New,WAKE JAWS,A Beautiful Saga of a Feminist And a Composer who must Challenge a Moose in Berlin,2006,English,,7,4.99,73,18.99,G
45,13,New,ATTRACTION NEWTON,A Astounding Panorama of a Composer And a Frisbee who must Reach a Husband in Ancient Japan,2006,English,,5,4.99,83,14.99,PG-13
730,13,New,RIDGEMONT SUBMARINE,A Unbelieveable Drama of a Waitress And a Composer who must Sink a Mad Cow in Ancient Japan,2006,English,,3,0.99,46,28.99,PG-13
760,13,New,SAMURAI LION,A Fast-Paced Story of a Pioneer And a Astronaut who must Reach a Boat in A Baloon,2006,English,,5,2.99,110,21.99,G
561,13,New,MASK PEACH,A Boring Character Study of a Student And a Robot who must Meet a Woman in California,2006,English,,6,2.99,123,26.99,NC-17
920,13,New,UNBREAKABLE KARATE,A Amazing Character Study of a Robot And a Student who must Chase a Robot in Australia,2006,English,,3,0.99,62,16.99,G
492,13,New,JUNGLE CLOSER,A Boring Character Study of a Boy And a Woman who must Battle a Astronaut in Australia,2006,English,,6,0.99,134,11.99,NC-17
289,13,New,EVE RESURRECTION,A Awe-Inspiring Yarn of a Pastry Chef And a Database Administrator who must Challenge a Teacher in A Baloon,2006,English,,5,4.99,66,25.99,G
163,13,New,CLYDE THEORY,A Beautiful Yarn of a Astronaut And a Frisbee who must Overcome a Explorer in A Jet Boat,2006,English,,4,0.99,139,29.99,PG-13
846,13,New,STING PERSONAL,A Fanciful Drama of a Frisbee And a Dog who must Fight a Madman in A Jet Boat,2006,English,,3,4.99,93,9.99,NC-17
933,13,New,VAMPIRE WHALE,A Epic Story of a Lumberjack And a Monkey who must Confront a Pioneer in A MySQL Convention,2006,English,,4,4.99,126,11.99,NC-17
216,13,New,DAY UNFAITHFUL,A Stunning Documentary of a Composer And a Mad Scientist who must Find a Technical Writer in A U-Boat,2006,English,,3,4.99,113,16.99,G
551,13,New,MAIDEN HOME,A Lacklusture Saga of a Moose And a Teacher who must Kill a Forensic Psychologist in A MySQL Convention,2006,English,,3,4.99,138,9.99,PG
759,13,New,SALUTE APOLLO,A Awe-Inspiring Character Study of a Boy And a Feminist who must Sink a Crocodile in Ancient China,2006,English,,4,2.99,73,29.99,R
806,13,New,SLEEPY JAPANESE,A Emotional Epistle of a Moose And a Composer who must Fight a Technical Writer in The Outback,2006,English,,4,2.99,137,25.99,PG
251,13,New,DRAGONFLY STRANGERS,A Boring Documentary of a Pioneer And a Man who must Vanquish a Man in Nigeria,2006,English,,6,4.99,133,19.99,NC-17
948,13,New,VOICE PEACH,A Amazing Panorama of a Pioneer And a Student who must Overcome a Mad Scientist in A Manhattan Penthouse,2006,English,,6,0.99,139,22.99,PG-13
108,13,New,BUTCH PANTHER,A Lacklusture Yarn of a Feminist And a Database Administrator who must Face a Hunter in New Orleans,2006,English,,6,0.99,67,19.99,PG-13
93,13,New,BRANNIGAN SUNRISE,A Amazing Epistle of a Moose And a Crocodile who must Outrace a Dog in Berlin,2006,English,,4,4.99,121,27.99,PG
750,13,New,RUN PACIFIC,A Touching Tale of a Cat And a Pastry Chef who must Conquer a Pastry Chef in A MySQL Convention,2006,English,,3,0.99,145,25.99,R
590,13,New,MONEY HAROLD,A Touching Tale of a Explorer And a Boat who must Defeat a Robot in Australia,2006,English,,3,2.99,135,17.99,PG
270,13,New,EARTH VISION,A Stunning Drama of a Butler And a Madman who must Outrace a Womanizer in Ancient India,2006,English,,7,0.99,85,29.99,NC-17
283,13,New,ENDING CROWDS,A Unbelieveable Display of a Dentist And a Madman who must Vanquish a Squirrel in Berlin,2006,English,,6,0.99,85,10.99,NC-17
90,13,New,BOULEVARD MOB,A Fateful Epistle of a Moose And a Monkey who must Confront a Lumberjack in Ancient China,2006,English,,3,0.99,63,11.99,R
780,8,Family,SENSIBILITY REAR,A Emotional Tale of a Robot And a Sumo Wrestler who must Redeem a Pastry Chef in A Baloon Factory,2006,English,,7,4.99,98,15.99,PG
700,8,Family,PRIX UNDEFEATED,A Stunning Saga of a Mad Scientist And a Boat who must Overcome a Dentist in Ancient China,2006,English,,4,2.99,115,13.99,R
499,8,Family,KING EVOLUTION,A Action-Packed Tale of a Boy And a Lumberjack who must Chase a Madman in A Baloon,2006,English,,3,4.99,184,24.99,NC-17
82,8,Family,BLOOD ARGONAUTS,A Boring Drama of a Explorer And a Man who must Kill a Lumberjack in A Manhattan Penthouse,2006,English,,3,0.99,71,13.99,G
832,8,Family,SPLASH GUMP,A Taut Saga of a Crocodile And a Boat who must Conquer a Hunter in A Shark Tank,2006,English,,5,0.99,175,16.99,PG
603,8,Family,MOVIE SHAKESPEARE,A Insightful Display of a Database Administrator And a Student who must Build a Hunter in Berlin,2006,English,,6,4.99,53,27.99,PG
621,8,Family,NETWORK PEAK,A Unbelieveable Reflection of a Butler And a Boat who must Outgun a Mad Scientist in California,2006,English,,5,2.99,75,23.99,PG-13
145,8,Family,CHISUM BEHAVIOR,A Epic Documentary of a Sumo Wrestler And a Butler who must Kill a Car in Ancient India,2006,English,,5,4.99,124,25.99,G
419,8,Family,HOCUS FRIDA,A Awe-Inspiring Tale of a Girl And a Madman who must Outgun a Student in A Shark Tank,2006,English,,4,2.99,141,19.99,G
63,8,Family,BEDAZZLED MARRIED,A Astounding Character Study of a Madman And a Robot who must Meet a Mad Scientist in An Abandoned Fun House,2006,English,,6,0.99,73,21.99,PG
309,8,Family,FEUD FROGMEN,A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies,2006,English,,6,0.99,98,29.99,R
867,8,Family,SUPER WYOMING,A Action-Packed Saga of a Pastry Chef And a Explorer who must Discover a A Shark in The Outback,2006,English,,5,4.99,58,10.99,PG
183,8,Family,CONVERSATION DOWNHILL,A Taut Character Study of a Husband And a Waitress who must Sink a Squirrel in A MySQL Convention,2006,English,,4,4.99,112,14.99,R
71,8,Family,BILKO ANONYMOUS,A Emotional Reflection of a Teacher And a Man who must Meet a Cat in The First Manned Space Station,2006,English,,3,4.99,100,25.99,PG-13
43,8,Family,ATLANTIS CAUSE,A Thrilling Yarn of a Feminist And a Hunter who must Fight a Technical Writer in A Shark Tank,2006,English,,6,2.99,170,15.99,G
550,8,Family,MAGUIRE APACHE,A Fast-Paced Reflection of a Waitress And a Hunter who must Defeat a Forensic Psychologist in A Baloon,2006,English,,6,2.99,74,22.99,NC-17
5,8,Family,AFRICAN EGG,A Fast-Paced Documentary of a Pastry Chef And a Dentist who must Pursue a Forensic Psychologist in The Gulf of Mexico,2006,English,,6,2.99,130,22.99,G
315,8,Family,FINDING ANACONDA,A Fateful Tale of a Database Administrator And a Girl who must Battle a Squirrel in New Orleans,2006,English,,4,0.99,156,10.99,R
345,8,Family,GABLES METROPOLIS,A Fateful Display of a Cat And a Pioneer who must Challenge a Pastry Chef in A Baloon Factory,2006,English,,3,0.99,161,17.99,PG
710,8,Family,RAGE GAMES,A Fast-Paced Saga of a Astronaut And a Secret Agent who must Escape a Hunter in An Abandoned Amusement Park,2006,English,,4,4.99,120,18.99,R
610,8,Family,MUSIC BOONDOCK,A Thrilling Tale of a Butler And a Astronaut who must Battle a Explorer in The First Manned Space Station,2006,English,,7,0.99,129,17.99,R
795,8,Family,SIEGE MADRE,A Boring Tale of a Frisbee And a Crocodile who must Vanquish a Moose in An Abandoned Mine Shaft,2006,English,,7,0.99,111,23.99,R
50,8,Family,BAKED CLEOPATRA,A Stunning Drama of a Forensic Psychologist And a Husband who must Overcome a Waitress in A Monastery,2006,English,,3,2.99,182,20.99,G
946,8,Family,VIRTUAL SPOILERS,A Fateful Tale of a Database Administrator And a Squirrel who must Discover a Student in Soviet Georgia,2006,English,,3,4.99,144,14.99,NC-17
262,8,Family,DUMBO LUST,A Touching Display of a Feminist And a Dentist who must Conquer a Husband in The Gulf of Mexico,2006,English,,5,0.99,119,17.99,NC-17
442,8,Family,HUNTING MUSKETEERS,A Thrilling Reflection of a Pioneer And a Dentist who must Outrace a Womanizer in An Abandoned Mine Shaft,2006,English,,6,2.99,65,24.99,NC-17
53,8,Family,BANG KWAI,A Epic Drama of a Madman And a Cat who must Face a A Shark in An Abandoned Amusement Park,2006,English,,5,2.99,87,25.99,NC-17
94,8,Family,BRAVEHEART HUMAN,A Insightful Story of a Dog And a Pastry Chef who must Battle a Girl in Berlin,2006,English,,7,2.99,176,14.99,PG-13
213,8,Family,DATE SPEED,A Touching Saga of a Composer And a Moose who must Discover a Dentist in A MySQL Convention,2006,English,,4,0.99,104,19.99,R
528,8,Family,LOLITA WORLD,A Thrilling Drama of a Girl And a Robot who must Redeem a Waitress in An Abandoned Mine Shaft,2006,English,,4,2.99,155,25.99,NC-17
437,8,Family,HOUSE DYNAMITE,A Taut Story of a Pioneer And a Squirrel who must Battle a Student in Soviet Georgia,2006,English,,7,2.99,109,13.99,R
147,8,Family,CHOCOLAT HARRY,A Action-Packed Epistle of a Dentist And a Moose who must Meet a Mad Cow in Ancient Japan,2006,English,,5,0.99,101,16.99,NC-17
269,8,Family,EARRING INSTINCT,A Stunning Character Study of a Dentist And a Mad Cow who must Find a Teacher in Nigeria,2006,English,,3,0.99,98,22.99,R
458,8,Family,INDIAN LOVE,A Insightful Saga of a Mad Scientist And a Mad Scientist who must Kill a Astronaut in An Abandoned Fun House,2006,English,,4,0.99,135,26.99,NC-17
80,8,Family,BLANKET BEVERLY,A Emotional Documentary of a Student And a Girl who must Build a Boat in Nigeria,2006,English,,7,2.99,148,21.99,G
724,8,Family,REMEMBER DIARY,A Insightful Tale of a Technical Writer And a Waitress who must Conquer a Monkey in Ancient India,2006,English,,5,2.99,110,15.99,R
137,14,Sci-Fi,CHARADE DUFFEL,A Action-Packed Display of a Man And a Waitress who must Build a Dog in A MySQL Convention,2006,English,,3,2.99,66,21.99,PG
390,14,Sci-Fi,GUYS FALCON,A Boring Story of a Woman And a Feminist who must Redeem a Squirrel in A U-Boat,2006,English,,4,4.99,84,20.99,R
394,14,Sci-Fi,HAMLET WISDOM,A Touching Reflection of a Man And a Man who must Sink a Robot in The Outback,2006,English,,7,2.99,146,21.99,R
285,14,Sci-Fi,ENGLISH BULWORTH,A Intrepid Epistle of a Pastry Chef And a Pastry Chef who must Pursue a Crocodile in Ancient China,2006,English,,3,0.99,51,18.99,PG-13
449,14,Sci-Fi,IDENTITY LOVER,A Boring Tale of a Composer And a Mad Cow who must Defeat a Car in The Outback,2006,English,,4,2.99,119,12.99,PG-13
203,14,Sci-Fi,DAISY MENAGERIE,A Fast-Paced Saga of a Pastry Chef And a Monkey who must Sink a Composer in Ancient India,2006,English,,5,4.99,84,9.99,G
620,14,Sci-Fi,NEMO CAMPUS,A Lacklusture Reflection of a Monkey And a Squirrel who must Outrace a Womanizer in A Manhattan Penthouse,2006,English,,5,2.99,131,23.99,NC-17
572,14,Sci-Fi,METROPOLIS COMA,A Emotional Saga of a Database Administrator And a Pastry Chef who must Confront a Teacher in A Baloon Factory,2006,English,,4,2.99,64,9.99,PG-13
44,14,Sci-Fi,ATTACKS HATE,A Fast-Paced Panorama of a Technical Writer And a Mad Scientist who must Find a Feminist in An Abandoned Mine Shaft,2006,English,,5,4.99,113,21.99,PG-13
140,14,Sci-Fi,CHEAPER CLYDE,A Emotional Character Study of a Pioneer And a Girl who must Discover a Dog in Ancient Japan,2006,English,,6,0.99,87,23.99,G
234,14,Sci-Fi,DISTURBING SCARFACE,A Lacklusture Display of a Crocodile And a Butler who must Overcome a Monkey in A U-Boat,2006,English,,6,2.99,94,27.99,R
397,14,Sci-Fi,HANKY OCTOBER,A Boring Epistle of a Database Administrator And a Explorer who must Pursue a Madman in Soviet Georgia,2006,English,,5,2.99,107,26.99,NC-17
73,14,Sci-Fi,BINGO TALENTED,A Touching Tale of a Girl And a Crocodile who must Discover a Waitress in Nigeria,2006,English,,5,2.99,150,22.99,PG-13
55,14,Sci-Fi,BARBARELLA STREETCAR,A Awe-Inspiring Story of a Feminist And a Cat who must Conquer a Dog in A Monastery,2006,English,,6,2.99,65,27.99,G
369,14,Sci-Fi,GOODFELLAS SALUTE,A Unbelieveable Tale of a Dog And a Explorer who must Sink a Mad Cow in A Baloon Factory,2006,English,,4,4.99,56,22.99,PG
912,14,Sci-Fi,TROJAN TOMORROW,A Astounding Panorama of a Husband And a Sumo Wrestler who must Pursue a Boat in Ancient India,2006,English,,3,2.99,52,9.99,PG
559,14,Sci-Fi,MARRIED GO,A Fanciful Story of a Womanizer And a Dog who must Face a Forensic Psychologist in The Sahara Desert,2006,English,,7,2.99,114,22.99,G
374,14,Sci-Fi,GRAFFITI LOVE,A Unbelieveable Epistle of a Sumo Wrestler And a Hunter who must Build a Composer in Berlin,2006,English,,3,0.99,117,29.99,PG
165,14,Sci-Fi,COLDBLOODED DARLING,A Brilliant Panorama of a Dentist And a Moose who must Find a Student in The Gulf of Mexico,2006,English,,7,4.99,70,27.99,G
839,14,Sci-Fi,STALLION SUNDANCE,A Fast-Paced Tale of a Car And a Dog who must Outgun a A Shark in Australia,2006,English,,5,0.99,130,23.99,PG-13
350,14,Sci-Fi,GARDEN ISLAND,A Unbelieveable Character Study of a Womanizer And a Madman who must Reach a Man in The Outback,2006,English,,3,4.99,80,21.99,G
39,14,Sci-Fi,ARMAGEDDON LOST,A Fast-Paced Tale of a Boat And a Teacher who must Succumb a Composer in An Abandoned Mine Shaft,2006,English,,5,0.99,99,10.99,G
153,14,Sci-Fi,CITIZEN SHREK,A Fanciful Character Study of a Technical Writer And a Husband who must Redeem a Robot in The Outback,2006,English,,7,0.99,165,18.99,G
81,14,Sci-Fi,BLINDNESS GUN,A Touching Drama of a Robot And a Dentist who must Meet a Hunter in A Jet Boat,2006,English,,6,4.99,103,29.99,PG-13
138,14,Sci-Fi,CHARIOTS CONSPIRACY,A Unbelieveable Epistle of a Robot And a Husband who must Chase a Robot in The First Manned Space Station,2006,English,,5,2.99,71,29.99,R
972,14,Sci-Fi,WHISPERER GIANT,A Intrepid Story of a Dentist And a Hunter who must Confront a Monkey in Ancient Japan,2006,English,,4,4.99,59,24.99,PG-13
520,14,Sci-Fi,LICENSE WEEKEND,A Insightful Story of a Man And a Husband who must Overcome a Madman in A Monastery,2006,English,,7,2.99,91,28.99,NC-17
924,14,Sci-Fi,UNFORGIVEN ZOOLANDER,A Taut Epistle of a Monkey And a Sumo Wrestler who must Vanquish a A Shark in A Baloon Factory,2006,English,,7,0.99,129,15.99,PG
798,14,Sci-Fi,SILVERADO GOLDFINGER,A Stunning Epistle of a Sumo Wrestler And a Man who must Challenge a Waitress in Ancient India,2006,English,,4,4.99,74,11.99,PG
655,14,Sci-Fi,PANTHER REDS,A Brilliant Panorama of a Moose And a Man who must Reach a Teacher in The Gulf of Mexico,2006,English,,5,4.99,109,22.99,NC-17
312,14,Sci-Fi,FIDDLER LOST,A Boring Tale of a Squirrel And a Dog who must Challenge a Madman in The Gulf of Mexico,2006,English,,4,4.99,75,20.99,R
296,14,Sci-Fi,EXPRESS LONELY,A Boring Drama of a Astronaut And a Boat who must Face a Boat in California,2006,English,,5,2.99,178,23.99,R
177,14,Sci-Fi,CONNECTICUT TRAMP,A Unbelieveable Drama of a Crocodile And a Mad Cow who must Reach a Dentist in A Shark Tank,2006,English,,4,4.99,172,20.99,R
240,14,Sci-Fi,DOLLS RAGE,A Thrilling Display of a Pioneer And a Frisbee who must Escape a Teacher in The Outback,2006,English,,7,2.99,120,10.99,PG-13
69,14,Sci-Fi,BEVERLY OUTLAW,A Fanciful Documentary of a Womanizer And a Boat who must Defeat a Madman in The First Manned Space Station,2006,English,,3,2.99,85,21.99,R
338,14,Sci-Fi,FRISCO FORREST,A Beautiful Documentary of a Woman And a Pioneer who must Pursue a Mad Scientist in A Shark Tank,2006,English,,6,4.99,51,23.99,PG
714,14,Sci-Fi,RANDOM GO,A Fateful Drama of a Frisbee And a Student who must Confront a Cat in A Shark Tank,2006,English,,6,2.99,73,29.99,NC-17
235,14,Sci-Fi,DIVIDE MONSTER,A Intrepid Saga of a Man And a Forensic Psychologist who must Reach a Squirrel in A Monastery,2006,English,,6,2.99,68,13.99,PG-13
930,14,Sci-Fi,VACATION BOONDOCK,A Fanciful Character Study of a Secret Agent And a Mad Scientist who must Reach a Teacher in Australia,2006,English,,4,2.99,145,23.99,R
298,14,Sci-Fi,EYES DRIVING,A Thrilling Story of a Cat And a Waitress who must Fight a Explorer in The Outback,2006,English,,4,2.99,172,13.99,PG-13
831,14,Sci-Fi,SPIRITED CASUALTIES,A Taut Story of a Waitress And a Man who must Face a Car in A Baloon Factory,2006,English,,5,0.99,138,20.99,PG-13
967,14,Sci-Fi,WEEKEND PERSONAL,A Fast-Paced Documentary of a Car And a Butler who must Find a Frisbee in A Jet Boat,2006,English,,5,2.99,134,26.99,R
602,14,Sci-Fi,MOURNING PURPLE,A Lacklusture Display of a Waitress And a Lumberjack who must Chase a Pioneer in New Orleans,2006,English,,5,0.99,146,14.99,PG
863,14,Sci-Fi,SUN CONFESSIONS,A Beautiful Display of a Mad Cow And a Dog who must Redeem a Waitress in An Abandoned Amusement Park,2006,English,,5,0.99,141,9.99,R
195,14,Sci-Fi,CROWDS TELEMARK,A Intrepid Documentary of a Astronaut And a Forensic Psychologist who must Find a Frisbee in An Abandoned Fun House,2006,English,,3,4.99,112,16.99,R
783,16,Travel,SHANE DARKNESS,A Action-Packed Saga of a Moose And a Lumberjack who must Find a Woman in Berlin,2006,English,,5,2.99,93,22.99,PG
811,16,Travel,SMILE EARRING,A Intrepid Drama of a Teacher And a Butler who must Build a Pastry Chef in Berlin,2006,English,,4,2.99,60,29.99,G
