variant_id,cell_id,assay_strain,chembl_id,tissue_id,bao_format,src_assay_id,assay_category,assay_cell_type,assay_type,doc_id,assay_tax_id,tid,description,src_id,relationship_type,assay_id,assay_test_type,assay_organism,assay_tissue,confidence_score,assay_subcellular_fraction,curated_by
,,,CHEMBL618660,,BAO_0000218,,,,A,5202,10116.0,50597,First pass metabolism and metabolic bioavailability using rat hepatic microsomes,1,N,7538,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618661,,BAO_0000218,,,,A,1088,10116.0,50597,In vitro stability relative to (+)-AJ76 in rat hepatocyte assay,1,N,7539,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL873807,,BAO_0000218,,,,A,3169,10116.0,50597,Half life in rats,1,N,7540,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618662,,BAO_0000218,,,,A,5353,10116.0,50597,Half life in Dawley rat,1,N,7541,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618663,,BAO_0000218,,,,A,2864,10116.0,50597,Half life period after 3 mg/kg iv administration,1,N,7542,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618664,,BAO_0000218,,,,A,2864,10116.0,50597,Half life period after 3 mg/kg iv administration in rat,1,N,7543,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618665,,BAO_0000218,,,,A,2864,10116.0,50597,Half life period after 3 mg/kg iv administration in the rat,1,N,7544,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL876498,,BAO_0000218,,,,A,6362,10116.0,50597,Half life period in female Sprague-Dawley rats,1,N,7545,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618666,,BAO_0000218,,,,A,6249,10116.0,50597,Half life period in rat,1,N,7546,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL620440,,BAO_0000218,,,,A,3169,10116.0,50597,Half-life in rats was determined,1,N,7547,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL620441,,BAO_0000218,,,,A,3169,10116.0,50597,Half-life in rats with metabolic oxidation,1,N,7548,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL620442,,BAO_0000218,,,,A,3169,10116.0,50597,Half-life in rats,1,N,7549,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL620443,,BAO_0000218,,,,A,17260,10116.0,50597,T 1/2 at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,1,N,7550,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL620444,,BAO_0000218,,,,A,17260,10116.0,50597,T 1/2 at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,1,N,7551,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL620445,,BAO_0000218,,,,A,17260,10116.0,50597,T max at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,1,N,7552,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL620446,,BAO_0000218,,,,A,17260,10116.0,50597,T max at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,1,N,7553,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL620447,1969.0,BAO_0000218,,,,A,2879,10116.0,50597,Biological half-life measured in plasma of rat,1,N,7554,,Rattus norvegicus,Plasma,1,,Intermediate
,,,CHEMBL621129,1969.0,BAO_0000218,,,,A,2879,10116.0,50597,Biological half-life measured in plasma of rat; 22-25,1,N,7555,,Rattus norvegicus,Plasma,1,,Intermediate
,,,CHEMBL621130,1969.0,BAO_0000218,,,,A,2879,10116.0,50597,Biological half-life measured in plasma of rat; 9-16,1,N,7556,,Rattus norvegicus,Plasma,1,,Intermediate
,,,CHEMBL873808,,BAO_0000218,,,,A,3184,10116.0,50597,Compound was evaluated for its half life when administered intravenously in rat,1,N,7557,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL876598,,BAO_0000218,,,,A,4891,10116.0,50597,Compound was evaluated for pharmacokinetic parameter percent bioavailability at 8 h,1,N,7558,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL621131,,BAO_0000218,,,,A,429,10116.0,50597,Evaluated for pharmacokinetic parameter half-life in rat at the dose 50 mg/kg,1,N,7559,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL621132,,BAO_0000218,,,,A,5656,10116.0,50597,Half life (T1/2) after oral administration in rat,1,N,7560,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL621133,,BAO_0000218,,,,A,4413,10116.0,50597,Half life of compound after iv administration of 20 mg/kg dose in rat,1,N,7561,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL621312,,BAO_0000218,,,,A,3598,10116.0,50597,Half life of compound determined in rat after iv administration at a dose of 10 mg/kg,1,N,7562,In vivo,Rattus norvegicus,,1,,Expert
,,,CHEMBL621313,,BAO_0000218,,,,A,17267,10116.0,50597,Half life of compound was determined in rat,1,N,7563,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL621314,178.0,BAO_0000218,,,,A,4727,10116.0,50597,Half life of compound was determined in rat blood,1,N,7564,,Rattus norvegicus,Blood,1,,Intermediate
,,,CHEMBL621315,,BAO_0000218,,,,A,17651,10116.0,50597,Half life at 1 mg/kg was determined in rat,1,N,7565,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL621316,,BAO_0000218,,,,A,17651,10116.0,50597,Half life at 10 mg/kg was determined in rat,1,N,7566,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL621317,,BAO_0000218,,,,A,401,10116.0,50597,Half life in rats,1,N,7567,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL621318,,BAO_0000218,,,,A,4942,10116.0,50597,Half life in rats in hours,1,N,7568,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL621319,,BAO_0000218,,,,A,17735,10116.0,50597,Half life following 10 mg/kg intravenous or 50 mg/kg oral dosing in rats was determined,1,N,7569,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL621377,,BAO_0000218,,,,A,6056,10116.0,50597,Half life was calculated at a single intravenous administration of 20 mg/kg in rat,1,N,7570,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL621378,,BAO_0000218,,,,A,5213,10116.0,50597,Half life was determined,1,N,7571,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL876599,,BAO_0000218,,,,A,6616,10116.0,50597,Half life after i.v. administration,1,N,7572,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL621379,,BAO_0000218,,,,A,5937,10116.0,50597,Half life in rat after intravenous administration at a concentration 0.5 mg/kg,1,N,7573,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL621380,1969.0,BAO_0000218,,,,A,5819,10116.0,50597,Half life in rat plasma,1,N,7574,,Rattus norvegicus,Plasma,1,,Intermediate
,,,CHEMBL621381,1969.0,BAO_0000218,,,,A,5819,10116.0,50597,Half life in rat plasma; Not detected,1,N,7575,,Rattus norvegicus,Plasma,1,,Intermediate
,,,CHEMBL618515,,BAO_0000218,,,,A,6803,10116.0,50597,Half life in rats,1,N,7576,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618516,,BAO_0000218,,,,A,17804,10116.0,50597,Half life period of compound was determined after peroral administration,1,N,7577,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618517,,BAO_0000218,,,,A,17804,10116.0,50597,Half life period of compound was determined at a dose of 3 mg/kg by intravenous administration,1,N,7578,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618518,,BAO_0000218,,,,A,5948,10116.0,50597,Half life period in rat,1,N,7579,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618519,,BAO_0000218,,,,A,1916,10116.0,50597,Half life period was evaluated against Sprague-Dawley rats at a dose of 15 mg/kg after iv administration,1,N,7580,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618698,,BAO_0000218,,,,A,1916,10116.0,50597,Half life period was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration,1,N,7581,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618862,,BAO_0000218,,,,A,1916,10116.0,50597,Half life period was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration; Not available,1,N,7582,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618863,,BAO_0000218,,,,A,4890,10116.0,50597,Half life period was determined after intravenous administration at a dose 5 mg/kg to male Sprague-Dawley rats,1,N,7583,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618864,,BAO_0000218,,,,A,17764,10116.0,50597,Half life period was determined for compound after intravenous administration in rats at 24 uM/kg,1,N,7584,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618865,,BAO_0000218,,,,A,4727,10116.0,50597,Half life time in rat the dose of 2 mg/kg,1,N,7585,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618866,,BAO_0000218,,,,A,17509,10116.0,50597,Half-life 24 hr after 10 mg/kg iv administration in rats,1,N,7586,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618867,,BAO_0000218,,,,A,17509,10116.0,50597,Half-life 24 hr after 2 mg/kg iv administration in rats,1,N,7587,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL875828,,BAO_0000218,,,,A,6597,10116.0,50597,Half-life consistent with the observed metabolic steady state in rats,1,N,7588,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618868,,BAO_0000218,,,,A,17735,10116.0,50597,Half-life following 10 mg/kg intravenous or 50 mg/kg oral dosing in rats was determined,1,N,7589,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618869,,BAO_0000218,,,,A,6597,10116.0,50597,Half-life for oxidative metabolic stability was determined using male human,1,N,7590,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618870,,BAO_0000218,,,,A,17670,10116.0,50597,"Half-life in fischer rats at 5 mg/kg dose, administered intravenously",1,N,7591,In vivo,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618871,1969.0,BAO_0000218,,,,A,1696,10116.0,50597,Half-life in rat plasma,1,N,7592,,Rattus norvegicus,Plasma,1,,Intermediate
,,,CHEMBL618872,1969.0,BAO_0000218,,,,A,1742,10116.0,50597,Half-life in rat plasma was determined,1,N,7593,,Rattus norvegicus,Plasma,1,,Intermediate
,,,CHEMBL873816,,BAO_0000218,,,,A,17800,10116.0,50597,Half-life in rats was determined,1,N,7594,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL618873,,BAO_0000218,,,,A,12923,,22224,Area under curve of acid 2a was determined by HPLC at a dosage of 54.5 mg/kg administered intragastrically by gavage method in dog,1,U,7595,,,,0,,Autocuration
,,,CHEMBL621602,,BAO_0000019,,,,A,11954,,22224,Area under curve after oral dose of 0.1 mg//kg,1,U,7596,,,,0,,Autocuration
,,,CHEMBL621603,,BAO_0000218,,,,A,11954,,22224,Area under curve after oral dose of 0.3 mg/kg,1,U,7597,,,,0,,Autocuration
,,,CHEMBL621604,,BAO_0000218,,,,A,11954,,22224,Area under curve after oral dose of 1 mg/kg,1,U,7598,,,,0,,Autocuration
,,,CHEMBL621605,,BAO_0000218,,,,A,11954,,22224,Area under curve after oral dose of 10 mg/kg,1,U,7599,,,,0,,Autocuration
,,,CHEMBL621606,,BAO_0000218,,,,A,11954,,22224,Area under curve after oral dose of 23.4 mg/kg,1,U,7600,,,,0,,Autocuration
,,,CHEMBL621607,,BAO_0000218,,,,A,11954,,22224,Area under curve after oral dose of 3 mg/kg,1,U,7601,,,,0,,Autocuration
,,,CHEMBL621608,,BAO_0000218,,,,A,11954,,22224,Area under curve after oral dose of 3.87 mg/kg,1,U,7602,,,,0,,Autocuration
,,,CHEMBL621609,,BAO_0000019,,,,A,5237,,22224,Area under curve was determined,1,U,7603,,,,0,,Autocuration
,,,CHEMBL621610,,BAO_0000218,,,,A,4026,,22224,Area under curve at a dose of 10 mg/kg,1,U,7604,,,,0,,Autocuration
,,,CHEMBL621611,,BAO_0000218,,,,A,5237,10116.0,50597,Area under curve was determined; ND=No data,1,N,7605,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL621612,,BAO_0000218,,,,A,14793,10116.0,50597,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,1,N,7606,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL622308,,BAO_0000218,,,,A,14793,10116.0,50597,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,1,N,7607,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL622309,,BAO_0000218,,,,A,14793,10116.0,50597,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,1,N,7608,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL622310,,BAO_0000218,,,,A,14793,10116.0,50597,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for infinite hours,1,N,7609,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL622311,,BAO_0000218,,,,A,14793,10116.0,50597,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,1,N,7610,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL622312,,BAO_0000218,,,,A,14793,10116.0,50597,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for infinite hours; Not calculated,1,N,7611,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL622931,,BAO_0000218,,,,A,14793,10116.0,50597,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,1,N,7612,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL622932,,BAO_0000218,,,,A,14793,10116.0,50597,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for infinite hours; Not calculated,1,N,7613,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL622736,1969.0,BAO_0000218,,,,A,14793,10116.0,50597,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,1,N,7614,,Rattus norvegicus,Plasma,1,,Intermediate
,,,CHEMBL622737,1969.0,BAO_0000218,,,,A,14793,10116.0,50597,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,1,N,7615,,Rattus norvegicus,Plasma,1,,Intermediate
,,,CHEMBL622738,1969.0,BAO_0000218,,,,A,14793,10116.0,50597,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,1,N,7616,,Rattus norvegicus,Plasma,1,,Intermediate
,,,CHEMBL622739,1969.0,BAO_0000218,,,,A,14793,10116.0,50597,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for infinite hours,1,N,7617,,Rattus norvegicus,Plasma,1,,Intermediate
,,,CHEMBL622740,1969.0,BAO_0000218,,,,A,14793,10116.0,50597,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,1,N,7618,,Rattus norvegicus,Plasma,1,,Intermediate
,,,CHEMBL622741,1969.0,BAO_0000218,,,,A,14793,10116.0,50597,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for infinite hours,1,N,7619,,Rattus norvegicus,Plasma,1,,Intermediate
,,,CHEMBL622742,1969.0,BAO_0000218,,,,A,14793,10116.0,50597,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,1,N,7620,,Rattus norvegicus,Plasma,1,,Intermediate
,,,CHEMBL622743,1969.0,BAO_0000218,,,,A,14793,10116.0,50597,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for infinite hours,1,N,7621,,Rattus norvegicus,Plasma,1,,Intermediate
,,,CHEMBL622744,1969.0,BAO_0000218,,,,A,11637,10090.0,50594,AUC in mice,1,N,7622,,Mus musculus,Plasma,1,,Intermediate
,,,CHEMBL624134,,BAO_0000019,,,,A,11149,,22224,Area under curve was measured from the graph obtained from concentration Vs time,1,U,7623,,,,0,,Autocuration
,,,CHEMBL624135,,BAO_0000019,,,,A,10016,,22224,Area under curve value of compound per hour after oral administration,1,U,7624,,,,0,,Autocuration
,,,CHEMBL624136,,BAO_0000218,,,,A,17796,10116.0,50597,Area under curve was determined after oral administration in rats,1,N,7625,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL624137,,BAO_0000218,,,,A,17796,10116.0,50597,Area under curve was determined after oral administration in rats; No data,1,N,7626,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL624320,,BAO_0000218,,,,A,17796,10116.0,50597,Area under curve was determined after oral administration in rats;No data,1,N,7627,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL624321,,BAO_0000218,,,,A,12923,9615.0,50588,Area under curve was determined by HPLC at a dosage of 2.27 mg/kg administered intravenously by bolus method in dog,1,N,7628,,Canis lupus familiaris,,1,,Intermediate
,,,CHEMBL624322,,BAO_0000218,,,,A,15372,10116.0,50597,Area under curve was determined for the compound after iv dose of 4.74 mg/kg in rats,1,N,7629,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL624323,,BAO_0000218,,,,A,15372,10116.0,50597,Area under curve was determined for the compound after iv dose of 5.06 in rats,1,N,7630,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL624324,,BAO_0000218,,,,A,15372,10116.0,50597,Area under curve was determined for the compound after iv dose of 5.10 mg/kg in rats,1,N,7631,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL624325,,BAO_0000218,,,,A,15372,10116.0,50597,Area under curve was determined for the compound after po dose of 5.01 mg/kg in rats,1,N,7632,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL624326,,BAO_0000218,,,,A,15372,10116.0,50597,Area under curve was determined for the compound after po dose of 5.03 mg/kg in rats,1,N,7633,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL624327,,BAO_0000218,,,,A,15372,10116.0,50597,Area under curve was determined for the compound after po dose of 5.22 mg/kg in rats,1,N,7634,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL624328,,BAO_0000218,,,,A,15372,10116.0,50597,Area under curve was determined for the compound after po dose of 5.46 mg/kg in rats,1,N,7635,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL627848,,BAO_0000218,,,,A,14169,9615.0,50588,Area under curve was determined in Dogs after peroral administration,1,N,7636,,Canis lupus familiaris,,1,,Intermediate
,,,CHEMBL627849,,BAO_0000218,,,,A,14169,10116.0,50597,Area under curve was determined in Rats after peroral administration,1,N,7637,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL627850,,BAO_0000218,,,,A,14258,10116.0,50597,Area under curve was determined in carotid blood of rat when administered intradermally,1,N,7638,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL627851,,BAO_0000218,,,,A,14258,10116.0,50597,Area under curve was determined in portal blood of rat when administered intradermally,1,N,7639,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL627852,,BAO_0000218,,,,A,15011,10090.0,50594,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,1,N,7640,,Mus musculus,,1,,Intermediate
,,,CHEMBL627853,,BAO_0000218,,,,A,15011,10090.0,50594,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,1,N,7641,,Mus musculus,,1,,Intermediate
,,,CHEMBL627854,,BAO_0000218,,,,A,15011,10090.0,50594,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (micronized sample),1,N,7642,,Mus musculus,,1,,Intermediate
,,,CHEMBL627855,,BAO_0000218,,,,A,15011,10090.0,50594,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,1,N,7643,,Mus musculus,,1,,Intermediate
,,,CHEMBL627856,,BAO_0000218,,,,A,15011,10090.0,50594,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg (run time 7 hr),1,N,7644,,Mus musculus,,1,,Intermediate
,,,CHEMBL875339,,BAO_0000218,,,,A,15011,10090.0,50594,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,1,N,7645,,Mus musculus,,1,,Intermediate
,,,CHEMBL627857,,BAO_0000218,,,,A,15011,10090.0,50594,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (Run time = 7 hr),1,N,7646,,Mus musculus,,1,,Intermediate
,,,CHEMBL627858,2106.0,BAO_0000218,,,,A,11195,10116.0,50597,Biodistribution of the radiolabeled compound (2-5 uCi) in rat spleen 65 mins after i.v. administration,1,N,7647,In vivo,Rattus norvegicus,Spleen,1,,Intermediate
,,,CHEMBL627859,178.0,BAO_0000218,,,,A,10130,10116.0,50597,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in blood; Expressed as percent dose/organ,1,N,7648,,Rattus norvegicus,Blood,1,,Intermediate
,,,CHEMBL627860,955.0,BAO_0000218,,,,A,10130,10116.0,50597,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in brain; Expressed as percent dose/organ,1,N,7649,,Rattus norvegicus,Brain,1,,Intermediate
,,,CHEMBL627019,948.0,BAO_0000218,,,,A,10130,10116.0,50597,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in heart; Expressed as percent dose/organ,1,N,7650,,Rattus norvegicus,Heart,1,,Intermediate
,,,CHEMBL627020,2107.0,BAO_0000218,,,,A,10130,10116.0,50597,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in liver; Expressed as percent dose/organ,1,N,7651,,Rattus norvegicus,Liver,1,,Intermediate
,,,CHEMBL627021,2048.0,BAO_0000218,,,,A,10130,10116.0,50597,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in lung; Expressed as percent dose/organ,1,N,7652,,Rattus norvegicus,Lung,1,,Intermediate
,,,CHEMBL627022,2385.0,BAO_0000218,,,,A,10130,10116.0,50597,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in muscle; Expressed as percent dose/organ,1,N,7653,,Rattus norvegicus,Muscle tissue,1,,Intermediate
,,,CHEMBL627023,,BAO_0000218,,,,A,10130,10116.0,50597,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in skin; Expressed as percent dose/organ,1,N,7654,,Rattus norvegicus,,1,,Intermediate
,,,CHEMBL627024,2106.0,BAO_0000218,,,,A,10130,10116.0,50597,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in spleen; Expressed as percent dose/organ,1,N,7655,,Rattus norvegicus,Spleen,1,,Intermediate
,,,CHEMBL627025,2046.0,BAO_0000218,,,,A,10130,10116.0,50597,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in thyroid; Expressed as percent dose/organ,1,N,7656,,Rattus norvegicus,Thyroid gland,1,,Intermediate
,,,CHEMBL627026,2113.0,BAO_0000218,,,,A,10130,10116.0,50597,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in kidney; Expressed as percent dose/organ,1,N,7657,,Rattus norvegicus,Kidney,1,,Intermediate
,,,CHEMBL627027,178.0,BAO_0000218,,,,A,10130,10116.0,50597,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in blood; Expressed as percent dose/organ,1,N,7658,,Rattus norvegicus,Blood,1,,Intermediate
,,,CHEMBL627028,955.0,BAO_0000218,,,,A,10130,10116.0,50597,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in brain; Expressed as percent dose/organ,1,N,7659,,Rattus norvegicus,Brain,1,,Intermediate
,,,CHEMBL627029,948.0,BAO_0000218,,,,A,10130,10116.0,50597,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in heart; Expressed as percent dose/organ,1,N,7660,,Rattus norvegicus,Heart,1,,Intermediate
,,,CHEMBL627030,2113.0,BAO_0000218,,,,A,10130,10116.0,50597,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in kidney; Expressed as percent dose/organ,1,N,7661,,Rattus norvegicus,Kidney,1,,Intermediate
,,,CHEMBL627031,2107.0,BAO_0000218,,,,A,10130,10116.0,50597,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in liver; Expressed as percent dose/organ,1,N,7662,,Rattus norvegicus,Liver,1,,Intermediate
