payment_id,amount,payment_date,rental_id,staff_id,customer_id
408,5.99,2005-08-20 02:00:33,13503,2,15
409,4.99,2005-08-20 03:41:41,13541,1,15
415,4.99,2005-08-23 17:12:31,15897,1,15
417,0.0,2006-02-14 15:16:03,13968,2,15
418,3.99,2005-05-27 03:07:10,335,1,16
419,2.99,2005-05-28 13:33:23,593,1,16
426,0.99,2005-06-21 11:16:42,3348,2,16
427,0.99,2005-07-06 02:23:39,3548,1,16
428,2.99,2005-07-07 12:11:22,4219,2,16
431,4.99,2005-07-11 06:40:31,6100,1,16
432,0.99,2005-07-27 19:39:38,7489,2,16
437,2.99,2005-08-01 17:53:02,10687,2,16
439,0.99,2005-08-02 15:50:44,11308,2,16
440,2.99,2005-08-17 22:53:00,12104,2,16
441,4.99,2005-08-18 07:41:43,12358,1,16
442,7.99,2005-08-18 15:39:46,12577,1,16
444,4.99,2005-08-19 22:01:42,13391,1,16
451,8.99,2005-06-19 12:29:08,2684,1,17
457,2.99,2005-07-28 23:37:33,8213,1,17
458,8.99,2005-07-30 08:30:56,9092,2,17
459,2.99,2005-07-30 10:11:52,9138,1,17
466,2.99,2005-08-21 08:42:26,14346,1,17
467,5.99,2005-08-23 12:41:38,15752,2,17
468,2.99,2005-05-25 06:44:53,50,1,18
471,5.99,2005-06-15 19:30:18,1451,2,18
475,3.99,2005-07-08 10:15:38,4672,2,18
476,3.99,2005-07-08 12:46:30,4724,2,18
480,2.99,2005-07-28 19:27:37,8122,2,18
483,4.99,2005-07-30 09:13:21,9114,2,18
487,4.99,2005-08-02 20:22:45,11439,2,18
488,0.99,2005-08-18 06:51:39,12333,2,18
495,2.99,2005-05-29 01:59:10,696,2,19
498,2.99,2005-06-21 17:38:02,3423,2,19
506,5.99,2005-08-17 14:10:22,11869,1,19
517,0.99,2005-06-16 02:33:53,1558,2,20
519,4.99,2005-06-18 11:46:26,2343,2,20
520,4.99,2005-06-21 11:21:38,3350,1,20
522,2.99,2005-07-07 21:39:45,4407,1,20
525,6.99,2005-07-11 15:53:00,6267,2,20
526,4.99,2005-07-27 09:31:44,7217,2,20
528,2.99,2005-07-28 19:45:19,8127,2,20
531,4.99,2005-08-01 03:33:19,10284,2,20
539,2.99,2005-08-21 18:03:20,14613,2,20
541,1.99,2005-08-22 14:37:22,15161,1,20
543,2.99,2005-08-23 01:10:42,15460,1,20
547,7.99,2005-06-18 04:08:50,2235,2,21
551,10.99,2005-06-21 01:04:35,3212,1,21
553,3.99,2005-07-10 13:27:40,5772,1,21
555,1.99,2005-07-26 23:28:13,6943,2,21
556,0.99,2005-07-28 14:56:54,7994,1,21
564,0.99,2005-08-17 17:53:09,11970,2,21
574,8.99,2005-08-20 23:24:07,14077,2,21
577,4.99,2005-08-22 03:20:26,14869,1,21
578,2.99,2006-02-14 15:16:03,14933,1,21
595,6.99,2005-08-21 16:24:43,14564,1,22
598,4.99,2005-08-23 08:48:43,15658,1,22
600,4.99,2006-02-14 15:16:03,12222,1,22
603,0.99,2005-05-31 12:03:44,1090,2,23
607,4.99,2005-06-20 13:19:58,3055,1,23
610,2.99,2005-07-06 13:53:41,3781,2,23
612,2.99,2005-07-11 12:43:07,6213,1,23
613,2.99,2005-07-11 14:20:18,6238,1,23
617,0.99,2005-07-29 17:41:14,8718,2,23
618,5.99,2005-07-30 12:55:36,9209,2,23
623,2.99,2005-08-16 23:04:53,11501,2,23
624,2.99,2005-08-19 18:31:50,13290,2,23
635,4.99,2005-06-17 20:16:12,2116,2,24
637,7.99,2005-06-20 07:33:09,2963,2,24
639,2.99,2005-07-07 20:29:08,4378,2,24
649,2.99,2005-08-17 00:57:36,11546,2,24
652,1.99,2005-08-19 07:34:53,12999,1,24
654,0.99,2005-08-19 16:45:59,13247,1,24
679,0.99,2005-08-17 04:48:05,11642,1,25
683,0.99,2005-08-23 02:57:30,15512,1,25
684,5.99,2005-08-23 20:00:30,15972,1,25
685,2.99,2005-05-29 16:59:44,796,1,26
687,5.99,2005-06-15 18:53:14,1440,1,26
688,4.99,2005-06-16 14:01:02,1706,2,26
695,4.99,2005-07-07 14:42:04,4274,1,26
704,0.99,2005-07-27 13:55:18,7328,2,26
713,4.99,2005-08-21 03:24:29,14183,2,26
715,1.99,2005-08-21 17:51:06,14603,2,26
718,7.99,2005-08-23 11:16:29,15722,1,26
720,4.99,2005-06-15 10:11:42,1310,1,27
721,4.99,2005-06-15 21:17:17,1480,2,27
722,2.99,2005-06-16 13:05:09,1699,2,27
730,0.99,2005-07-10 03:01:19,5552,1,27
731,4.99,2005-07-10 11:45:48,5736,1,27
734,4.99,2005-07-12 11:13:21,6658,2,27
736,0.99,2005-07-30 14:06:53,9244,2,27
745,5.99,2005-08-17 19:52:43,12021,2,27
747,2.99,2005-08-18 13:57:50,12531,1,27
751,2.99,2005-05-30 04:19:55,868,1,28
752,2.99,2005-06-15 04:58:07,1240,2,28
753,4.99,2005-06-16 01:24:08,1543,1,28
757,0.99,2005-07-06 16:38:14,3845,1,28
778,2.99,2005-08-21 15:34:23,14540,2,28
780,2.99,2005-08-23 02:08:40,15491,1,28
782,1.99,2005-05-26 06:52:33,194,2,29
787,2.99,2005-06-19 19:18:09,2801,2,29
789,2.99,2005-06-21 08:49:16,3324,1,29
795,3.99,2005-07-27 10:12:36,7237,2,29
799,4.99,2005-07-30 19:50:13,9392,2,29
803,4.99,2005-08-02 07:29:10,11079,1,29
805,4.99,2005-08-18 12:48:22,12488,1,29
806,2.99,2005-08-18 13:20:13,12508,1,29
807,6.99,2005-08-18 15:20:46,12569,2,29
810,0.99,2005-08-19 23:36:25,13436,1,29
819,2.99,2005-06-17 04:25:12,1895,2,30
826,9.99,2005-07-09 06:44:30,5108,1,30
827,0.99,2005-07-09 15:14:08,5289,1,30
846,4.99,2005-08-20 08:50:39,13682,1,30
849,4.99,2005-08-22 10:39:51,15063,1,30
850,4.99,2005-08-23 04:17:56,15544,1,30
854,0.99,2005-06-18 03:57:36,2233,1,31
860,2.99,2005-06-20 18:05:15,3117,2,31
872,2.99,2005-07-27 18:49:42,7464,2,31
876,6.99,2005-08-23 09:37:34,15682,2,31
879,4.99,2005-05-29 17:52:30,803,2,32
881,6.99,2005-06-17 03:53:18,1887,2,32
886,2.99,2005-07-07 22:48:34,4434,1,32
892,3.99,2005-07-11 07:58:07,6122,1,32
893,2.99,2005-07-12 00:49:05,6450,2,32
895,5.99,2005-07-27 23:23:36,7589,1,32
897,5.99,2005-07-29 05:52:26,8390,2,32
901,4.99,2005-08-17 12:54:47,11831,2,32
905,0.99,2005-08-20 23:18:54,14075,1,32
906,5.99,2005-08-21 16:32:32,14570,2,32
908,10.99,2005-06-15 09:46:33,1301,1,33
912,4.99,2005-07-10 11:14:48,5723,1,33
924,0.99,2005-08-21 18:29:13,14623,1,33
926,2.99,2005-08-22 12:28:01,15115,2,33
931,3.99,2005-07-06 00:24:25,3508,2,34
936,2.99,2005-07-27 02:15:01,7015,2,34
939,3.99,2005-07-30 11:17:33,9160,1,34
941,4.99,2005-08-01 14:58:14,10615,1,34
950,5.99,2005-08-21 20:32:08,14686,1,34
951,7.99,2005-08-21 20:54:32,14701,2,34
959,4.99,2005-06-20 17:53:30,3112,2,35
964,0.99,2005-07-09 16:34:07,5323,2,35
967,5.99,2005-07-11 09:13:08,6147,1,35
970,4.99,2005-07-12 05:56:38,6572,1,35
971,4.99,2005-07-27 06:54:12,7140,1,35
974,2.99,2005-07-30 06:07:42,9033,2,35
975,6.99,2005-07-31 02:59:20,9579,1,35
984,0.99,2005-05-27 04:53:11,349,1,36
988,4.99,2005-07-08 04:58:48,4560,2,36
996,2.99,2005-07-29 05:52:50,8391,1,36
997,4.99,2005-07-30 03:20:38,8952,1,36
999,0.99,2005-07-31 11:11:10,9805,2,36
1000,2.99,2005-08-01 11:53:17,10525,2,36
1003,6.99,2005-08-02 03:56:23,10964,2,36
1007,1.99,2005-08-20 04:34:46,13564,2,36
1017,5.99,2005-07-06 11:40:27,3734,1,37
1018,5.99,2005-07-09 21:02:26,5425,1,37
1019,0.99,2005-07-28 12:45:47,7939,2,37
1023,3.99,2005-08-02 10:39:43,11176,1,37
1033,0.99,2005-08-23 22:08:04,16035,2,37
1039,5.99,2005-07-07 11:23:48,4202,1,38
1043,2.99,2005-07-09 14:31:24,5273,1,38
1046,5.99,2005-07-12 19:59:25,6864,1,38
1048,4.99,2005-07-27 07:23:58,7158,2,38
1053,0.99,2005-07-30 13:11:19,9216,2,38
1061,0.99,2005-08-17 22:28:15,12092,2,38
1064,2.99,2005-08-21 18:48:06,14632,2,38
1065,6.99,2005-08-22 00:25:59,14787,1,38
1067,5.99,2005-08-23 11:55:50,15738,1,38
1072,4.99,2005-06-19 08:49:53,2631,1,39
1078,4.99,2005-07-09 22:22:10,5451,1,39
1079,2.99,2005-07-10 01:12:44,5515,2,39
1084,2.99,2005-07-29 21:29:58,8805,1,39
1089,4.99,2005-08-01 02:39:12,10251,1,39
1092,9.99,2005-08-01 15:44:43,10639,1,39
1093,0.99,2005-08-18 04:26:54,12268,2,39
1100,4.99,2005-06-20 09:12:12,2993,1,40
1103,2.99,2005-07-10 13:38:41,5777,2,40
1105,0.99,2005-07-12 03:15:45,6502,1,40
1121,2.99,2005-08-20 17:58:11,13951,1,40
1127,9.99,2005-07-07 15:56:23,4294,2,41
1131,4.99,2005-07-27 07:15:38,7153,2,41
1137,2.99,2005-07-29 17:30:06,8712,1,41
1139,2.99,2005-07-31 19:27:02,10064,1,41
1144,3.99,2005-08-18 01:08:34,12173,2,41
1147,4.99,2005-08-23 16:08:40,15860,2,41
1155,4.99,2005-07-09 10:50:56,5199,2,42
1163,6.99,2005-07-28 18:32:40,8095,1,42
1165,3.99,2005-07-29 09:10:41,8499,1,42
1172,5.99,2005-08-02 02:54:53,10935,1,42
1173,4.99,2005-08-18 12:25:16,12478,1,42
1178,0.0,2006-02-14 15:16:03,15407,1,42
1179,4.99,2005-05-25 20:26:42,123,2,43
1181,4.99,2005-06-16 01:28:22,1544,2,43
1183,2.99,2005-07-08 02:07:50,4498,1,43
1184,4.99,2005-07-09 09:00:11,5162,1,43
1185,4.99,2005-07-09 19:59:10,5401,1,43
1186,2.99,2005-07-10 16:34:02,5831,1,43
1189,0.99,2005-07-12 12:01:56,6680,2,43
1191,4.99,2005-07-28 10:08:55,7868,2,43
1192,4.99,2005-07-29 05:25:32,8376,2,43
1196,4.99,2005-08-21 19:19:21,14649,1,43
1202,0.0,2006-02-14 15:16:03,15745,1,43
1208,3.99,2005-06-15 21:56:39,1497,1,44
1216,6.99,2005-07-10 17:32:33,5849,2,44
1220,4.99,2005-07-29 20:05:38,8775,2,44
1223,3.99,2005-08-18 07:16:58,12345,2,44
1226,4.99,2005-08-19 07:06:34,12982,2,44
1227,2.99,2005-08-22 10:14:33,15054,2,44
1232,4.99,2005-06-19 14:55:17,2722,2,45
1238,0.99,2005-07-10 06:31:37,5637,1,45
1246,8.99,2005-08-02 05:04:18,11004,1,45
1249,3.99,2005-08-02 22:35:15,11488,2,45
1251,3.99,2005-08-19 20:18:39,13340,1,45
1253,6.99,2005-08-21 16:52:03,14576,1,45
1256,2.99,2005-05-27 12:57:55,401,2,46
1258,2.99,2005-05-30 14:47:31,938,1,46
1261,0.99,2005-06-17 22:05:40,2144,2,46
1267,4.99,2005-07-06 20:18:50,3916,1,46
1270,3.99,2005-07-28 20:53:05,8152,2,46
1271,8.99,2005-07-30 06:36:57,9045,2,46
1272,2.99,2005-07-31 11:13:49,9806,2,46
1278,4.99,2005-08-17 22:32:37,12095,2,46
1279,2.99,2005-08-18 03:25:08,12238,2,46
1281,2.99,2005-08-18 05:30:31,12298,1,46
1283,0.99,2005-08-19 16:05:36,13226,1,46
1284,4.99,2005-08-21 02:10:57,14144,2,46
1287,2.99,2005-08-23 00:31:57,15438,1,46
1292,6.99,2005-05-26 20:57:00,300,1,47
1297,5.99,2005-07-07 04:29:20,4064,2,47
1301,3.99,2005-07-11 19:30:47,6337,1,47
1304,3.99,2005-07-29 23:52:01,8863,1,47
1307,5.99,2005-08-02 22:09:01,11477,2,47
1314,4.99,2005-05-27 11:02:26,390,1,48
1333,0.99,2005-06-14 23:16:26,1164,1,49
1339,0.99,2005-07-06 05:47:47,3615,2,49
1340,2.99,2005-07-10 00:09:45,5491,1,49
1343,7.99,2005-07-12 04:06:11,6521,1,49
1359,4.99,2005-05-30 10:25:00,905,1,50
1373,4.99,2005-07-27 15:46:53,7383,1,50
1374,0.99,2005-07-28 18:26:47,8089,1,50
1376,5.99,2005-07-29 13:50:08,8619,1,50
1378,4.99,2005-07-31 03:59:56,9615,1,50
1381,0.99,2005-07-31 23:21:23,10165,2,50
1383,4.99,2005-08-01 02:58:27,10261,2,50
1394,4.99,2005-05-31 03:48:05,1028,2,51
1395,1.99,2005-06-15 14:48:04,1373,2,51
1396,0.99,2005-06-15 21:11:18,1477,1,51
1400,7.99,2005-07-09 23:19:11,5473,1,51
1403,6.99,2005-07-27 16:07:22,7398,1,51
1417,2.99,2005-08-19 10:51:59,13098,2,51
1418,2.99,2005-08-19 18:54:26,13302,1,51
1429,4.99,2005-06-21 00:02:28,3196,2,52
1435,0.99,2005-07-27 12:12:04,7284,2,52
1446,2.99,2005-08-18 02:12:33,12200,2,52
1447,0.99,2005-08-18 13:42:45,12520,2,52
1453,4.99,2006-02-14 15:16:03,12001,1,52
1455,2.99,2005-05-27 09:23:22,378,1,53
1459,2.99,2005-05-31 15:04:05,1107,1,53
1466,4.99,2005-07-06 19:12:37,3898,2,53
1473,5.99,2005-08-17 20:59:56,12054,1,53
1476,2.99,2005-08-20 12:16:38,13789,2,53
1478,0.99,2005-08-21 00:11:17,14091,2,53
1485,4.99,2005-05-27 18:11:05,441,2,54
1486,3.99,2005-05-28 07:10:20,545,2,54
1489,6.99,2005-06-18 09:55:02,2323,2,54
1494,2.99,2005-07-11 01:06:21,5992,1,54
1505,5.99,2005-08-18 23:35:56,12775,2,54
1517,2.99,2005-06-17 15:56:43,2062,2,55
1525,2.99,2005-07-30 16:34:57,9302,1,55
1532,6.99,2005-08-19 20:25:24,13345,1,55
1536,5.99,2005-05-27 04:01:42,341,1,56
1538,6.99,2005-05-28 10:12:41,569,1,56
1550,0.99,2005-07-28 12:49:44,7942,2,56
1551,0.99,2005-07-29 02:00:18,8285,1,56
1556,4.99,2005-08-17 05:11:09,11656,1,56
1565,9.99,2005-05-26 00:41:10,152,2,57
1569,4.99,2005-06-18 13:11:13,2360,1,57
1570,7.99,2005-06-20 03:31:18,2910,2,57
1572,4.99,2005-07-06 11:16:43,3727,1,57
1573,4.99,2005-07-07 12:37:56,4226,2,57
1583,1.99,2005-07-30 12:59:45,9211,1,57
1594,7.99,2005-05-26 17:16:07,276,2,58
1595,0.99,2005-05-29 11:09:01,761,2,58
1596,4.99,2005-06-18 01:33:09,2191,1,58
1600,4.99,2005-07-07 07:53:18,4131,2,58
1602,9.99,2005-07-27 03:52:27,7063,1,58
1603,4.99,2005-07-27 19:32:45,7487,2,58
1611,8.99,2005-08-18 05:08:54,12292,2,58
1615,4.99,2005-08-20 18:52:43,13973,2,58
1617,6.99,2005-08-21 19:49:46,14665,1,58
1619,0.99,2006-02-14 15:16:03,15326,2,58
1622,5.99,2005-05-31 21:42:09,1154,1,59
1623,2.99,2005-06-15 07:29:59,1269,1,59
1627,4.99,2005-07-07 20:46:45,4384,1,59
1629,3.99,2005-07-08 20:06:19,4891,1,59
1632,4.99,2005-07-10 16:34:00,5830,1,59
1634,4.99,2005-07-29 14:45:23,8643,2,59
1639,2.99,2005-08-19 18:08:18,13282,2,59
1642,5.99,2005-08-21 01:53:54,14135,1,59
1646,2.99,2005-08-23 17:33:04,15905,2,59
1650,4.99,2005-06-15 21:18:16,1482,2,60
1654,5.99,2005-07-11 16:46:22,6282,1,60
1655,0.99,2005-07-27 03:55:10,7067,2,60
1662,8.99,2005-08-02 19:12:40,11404,1,60
1675,6.99,2005-07-28 16:11:21,8029,2,61
1677,3.99,2005-07-29 15:02:18,8651,1,61
1681,9.99,2005-08-17 21:50:25,12072,1,61
1684,6.99,2005-08-22 11:34:06,15089,2,61
1685,1.99,2005-08-23 09:35:34,15681,1,61
1688,6.99,2005-06-15 04:59:43,1241,2,62
1690,0.99,2005-06-16 04:52:28,1587,1,62
1696,4.99,2005-07-07 09:10:57,4159,2,62
1705,2.99,2005-08-21 17:34:24,14594,2,62
1721,0.99,2005-07-31 10:47:19,9795,1,63
1723,0.99,2005-07-31 22:19:16,10148,2,63
1726,2.99,2005-08-18 07:12:46,12342,2,63
1731,3.99,2005-08-22 05:38:55,14931,1,63
1742,5.99,2005-07-08 17:19:15,4819,2,64
1748,0.99,2005-07-12 01:06:35,6457,2,64
1751,0.99,2005-07-27 03:27:35,7045,2,64
1753,1.99,2005-07-27 19:08:56,7476,1,64
1758,0.99,2005-08-01 00:12:11,10185,2,64
1767,4.99,2005-05-26 20:33:20,295,1,65
1789,4.99,2005-05-30 13:08:45,933,2,66
1801,6.99,2005-07-07 09:23:27,4165,2,66
1802,5.99,2005-07-08 21:20:26,4911,2,66
1804,8.99,2005-07-11 17:12:42,6290,1,66
1809,5.99,2005-07-30 08:30:45,9091,1,66
1810,0.99,2005-08-01 08:13:22,10419,1,66
1816,2.99,2005-08-20 16:05:41,13900,1,66
1821,4.99,2005-08-22 09:01:52,15026,2,66
1825,3.99,2005-06-17 15:57:56,2064,1,67
1829,4.99,2005-07-07 05:47:33,4090,2,67
1837,8.99,2005-08-02 15:10:06,11295,1,67
1839,4.99,2005-08-19 23:37:52,13437,2,67
1842,2.99,2005-08-20 14:19:03,13837,2,67
1845,5.99,2005-06-16 22:04:34,1828,2,68
1846,8.99,2005-06-17 08:50:58,1957,2,68
1847,2.99,2005-06-19 08:53:10,2633,2,68
1855,4.99,2005-07-12 03:42:49,6512,1,68
1856,3.99,2005-07-30 18:03:28,9339,2,68
1865,1.99,2005-08-22 06:07:52,14947,1,68
1869,2.99,2005-06-16 01:57:15,1549,1,69
1870,4.99,2005-06-21 11:56:40,3358,1,69
1877,6.99,2005-07-12 16:30:57,6785,2,69
1879,2.99,2005-07-30 12:28:42,9193,2,69
1880,2.99,2005-07-31 03:58:31,9612,1,69
1882,3.99,2005-08-17 17:00:42,11943,1,69
1883,2.99,2005-08-17 19:20:48,12012,1,69
1904,4.99,2005-08-18 02:48:14,12218,2,70
1905,6.99,2005-08-18 15:49:15,12581,1,70
1906,3.99,2005-08-19 05:56:44,12951,1,70
1910,2.99,2005-05-26 07:11:58,199,1,71
1912,2.99,2005-06-17 02:38:28,1873,2,71
1918,8.99,2005-07-10 02:48:03,5543,1,71
1921,0.99,2005-07-11 02:08:55,6020,2,71
1922,5.99,2005-07-12 14:22:08,6739,1,71
1926,2.99,2005-07-28 19:46:06,8128,2,71
1929,4.99,2005-07-29 15:41:31,8668,1,71
1932,0.99,2005-07-30 03:32:29,8956,1,71
1936,4.99,2005-08-22 00:15:12,14781,2,71
1943,4.99,2005-06-18 07:46:34,2294,2,72
1951,2.99,2005-07-30 05:58:27,9027,1,72
1956,5.99,2005-08-02 19:52:08,11422,2,72
1958,4.99,2005-08-17 06:08:54,11679,1,72
1960,2.99,2005-08-17 19:50:33,12020,2,72
1962,0.99,2005-08-18 16:17:54,12593,2,72
1966,4.99,2005-08-20 08:05:56,13660,2,72
1967,0.99,2005-08-20 20:59:43,14020,1,72
1974,2.99,2005-07-07 18:01:39,4327,2,73
1978,2.99,2005-07-12 10:39:55,6645,1,73
1981,4.99,2005-07-29 05:27:40,8377,1,73
1983,2.99,2005-07-31 10:01:03,9776,1,73
1984,4.99,2005-08-01 08:47:00,10434,2,73
1988,3.99,2005-08-17 03:41:11,11609,2,73
1995,1.99,2005-06-18 22:56:26,2498,1,74
2008,3.99,2005-07-31 19:14:20,10051,2,74
2017,4.99,2005-08-22 20:27:38,15325,2,74
2024,7.99,2005-06-17 23:39:50,2161,1,75
2029,2.99,2005-07-07 10:17:15,4179,2,75
2035,0.99,2005-07-12 02:09:36,6486,1,75
2036,0.99,2005-07-12 04:33:19,6530,2,75
2044,5.99,2005-07-30 11:31:17,9168,2,75
2049,3.99,2005-08-01 19:14:53,10726,1,75
2055,5.99,2005-08-18 09:49:52,12412,1,75
2056,4.99,2005-08-18 10:24:11,12426,1,75
2064,0.99,2005-06-15 21:27:42,1487,2,76
2074,2.99,2005-07-29 04:59:44,8357,2,76
2082,2.99,2005-08-21 19:01:00,14637,1,76
2083,4.99,2005-08-22 15:21:56,15169,2,76
2084,10.99,2005-08-23 05:17:23,15566,1,76
2085,2.99,2005-05-26 23:52:13,319,2,77
2096,0.99,2005-07-11 10:21:38,6168,2,77
2103,2.99,2005-08-02 00:52:34,10886,1,77
2105,0.99,2005-08-02 04:41:12,10991,2,77
2107,7.99,2005-08-17 10:00:40,11767,2,77
2110,9.99,2005-08-20 11:17:45,13752,2,77
2112,2.99,2005-08-22 21:34:00,15359,2,77
2113,2.99,2005-06-18 02:19:21,2207,1,78
2114,6.99,2005-06-20 06:05:53,2949,2,78
2127,6.99,2005-07-28 13:34:08,7957,1,78
2128,4.99,2005-07-30 01:59:24,8920,2,78
2130,3.99,2005-08-01 05:30:05,10350,2,78
2133,10.99,2005-08-02 03:16:31,10942,1,78
2136,5.99,2005-08-19 11:55:59,13124,2,78
2137,0.99,2005-08-19 23:29:06,13432,1,78
2140,0.99,2005-08-21 21:29:55,14716,1,78
2142,7.99,2005-08-22 02:51:41,14862,2,78
2150,2.99,2005-07-06 12:11:22,3748,1,79
2151,4.99,2005-07-07 03:34:53,4049,2,79
2158,2.99,2005-07-29 23:21:01,8849,1,79
2159,1.99,2005-07-31 11:29:46,9814,1,79
2161,0.99,2005-07-31 17:22:39,9989,1,79
2163,4.99,2005-08-17 04:45:39,11641,2,79
2164,2.99,2005-08-19 08:22:45,13026,2,79
2173,3.99,2005-07-09 20:48:42,5420,2,80
2175,5.99,2005-07-11 12:16:03,6199,1,80
2176,6.99,2005-07-11 23:35:11,6417,2,80
2177,1.99,2005-07-12 13:07:55,6707,2,80
2183,8.99,2005-08-01 18:05:54,10690,1,80
2185,0.99,2005-08-17 13:08:45,11839,2,80
2192,0.99,2005-08-22 04:56:57,14916,1,80
2194,5.99,2005-08-23 21:13:39,16012,1,80
2196,0.99,2005-05-26 20:01:09,289,1,81
2198,5.99,2005-06-19 23:11:48,2854,1,81
2201,9.99,2005-07-09 00:34:16,4983,2,81
2206,0.99,2005-08-01 09:17:21,10456,2,81
2207,5.99,2005-08-17 13:04:41,11837,1,81
