assay_id,assay_subcellular_fraction,assay_organism,description,relationship_type,assay_type,confidence_score,curated_by,src_id,src_assay_id,chembl_id,cell_id,bao_format,tissue_id,variant_id
7589,,Rattus norvegicus,Half-life following 10 mg/kg intravenous or 50 mg/kg oral dosing in rats was determined,N,A,1,Intermediate,1,,CHEMBL618868,,BAO_0000218,,
7590,,Rattus norvegicus,Half-life for oxidative metabolic stability was determined using male human,N,A,1,Intermediate,1,,CHEMBL618869,,BAO_0000218,,
7591,,Rattus norvegicus,"Half-life in fischer rats at 5 mg/kg dose, administered intravenously",N,A,1,Intermediate,1,,CHEMBL618870,,BAO_0000218,,
7592,,Rattus norvegicus,Half-life in rat plasma,N,A,1,Intermediate,1,,CHEMBL618871,,BAO_0000218,1969.0,
7593,,Rattus norvegicus,Half-life in rat plasma was determined,N,A,1,Intermediate,1,,CHEMBL618872,,BAO_0000218,1969.0,
7594,,Rattus norvegicus,Half-life in rats was determined,N,A,1,Intermediate,1,,CHEMBL873816,,BAO_0000218,,
7595,,,Area under curve of acid 2a was determined by HPLC at a dosage of 54.5 mg/kg administered intragastrically by gavage method in dog,U,A,0,Autocuration,1,,CHEMBL618873,,BAO_0000218,,
7596,,,Area under curve after oral dose of 0.1 mg//kg,U,A,0,Autocuration,1,,CHEMBL621602,,BAO_0000019,,
7597,,,Area under curve after oral dose of 0.3 mg/kg,U,A,0,Autocuration,1,,CHEMBL621603,,BAO_0000218,,
7598,,,Area under curve after oral dose of 1 mg/kg,U,A,0,Autocuration,1,,CHEMBL621604,,BAO_0000218,,
7599,,,Area under curve after oral dose of 10 mg/kg,U,A,0,Autocuration,1,,CHEMBL621605,,BAO_0000218,,
7600,,,Area under curve after oral dose of 23.4 mg/kg,U,A,0,Autocuration,1,,CHEMBL621606,,BAO_0000218,,
7601,,,Area under curve after oral dose of 3 mg/kg,U,A,0,Autocuration,1,,CHEMBL621607,,BAO_0000218,,
7602,,,Area under curve after oral dose of 3.87 mg/kg,U,A,0,Autocuration,1,,CHEMBL621608,,BAO_0000218,,
7603,,,Area under curve was determined,U,A,0,Autocuration,1,,CHEMBL621609,,BAO_0000019,,
7604,,,Area under curve at a dose of 10 mg/kg,U,A,0,Autocuration,1,,CHEMBL621610,,BAO_0000218,,
7605,,Rattus norvegicus,Area under curve was determined; ND=No data,N,A,1,Intermediate,1,,CHEMBL621611,,BAO_0000218,,
7606,,Rattus norvegicus,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,N,A,1,Intermediate,1,,CHEMBL621612,,BAO_0000218,,
7607,,Rattus norvegicus,Area under curve was evaluated in rat brain when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,N,A,1,Intermediate,1,,CHEMBL622308,,BAO_0000218,,
7608,,Rattus norvegicus,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,N,A,1,Intermediate,1,,CHEMBL622309,,BAO_0000218,,
7609,,Rattus norvegicus,Area under curve was evaluated in rat brain when administered intravenously at a dose of 10 mg/kg for infinite hours,N,A,1,Intermediate,1,,CHEMBL622310,,BAO_0000218,,
7610,,Rattus norvegicus,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,N,A,1,Intermediate,1,,CHEMBL622311,,BAO_0000218,,
7611,,Rattus norvegicus,Area under curve was evaluated in rat brain when administered perorally at a dose of 100 mg/kg for infinite hours; Not calculated,N,A,1,Intermediate,1,,CHEMBL622312,,BAO_0000218,,
7612,,Rattus norvegicus,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,N,A,1,Intermediate,1,,CHEMBL622931,,BAO_0000218,,
7613,,Rattus norvegicus,Area under curve was evaluated in rat brain when administered perorally at a dose of 10 mg/kg for infinite hours; Not calculated,N,A,1,Intermediate,1,,CHEMBL622932,,BAO_0000218,,
7614,,Rattus norvegicus,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for 4 or 6 hours,N,A,1,Intermediate,1,,CHEMBL622736,,BAO_0000218,1969.0,
7615,,Rattus norvegicus,Area under curve was evaluated in rat plasma when administered intraperitoneally at a dose of 10 mg/kg for infinite hours,N,A,1,Intermediate,1,,CHEMBL622737,,BAO_0000218,1969.0,
7616,,Rattus norvegicus,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for 4 or 6 hours,N,A,1,Intermediate,1,,CHEMBL622738,,BAO_0000218,1969.0,
7617,,Rattus norvegicus,Area under curve was evaluated in rat plasma when administered intravenously at a dose of 10 mg/kg for infinite hours,N,A,1,Intermediate,1,,CHEMBL622739,,BAO_0000218,1969.0,
7618,,Rattus norvegicus,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for 4 or 6 hours,N,A,1,Intermediate,1,,CHEMBL622740,,BAO_0000218,1969.0,
7619,,Rattus norvegicus,Area under curve was evaluated in rat plasma when administered perorally at a dose of 100 mg/kg for infinite hours,N,A,1,Intermediate,1,,CHEMBL622741,,BAO_0000218,1969.0,
7620,,Rattus norvegicus,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for 4 or 6 hours,N,A,1,Intermediate,1,,CHEMBL622742,,BAO_0000218,1969.0,
7621,,Rattus norvegicus,Area under curve was evaluated in rat plasma when administered perorally at a dose of 10 mg/kg for infinite hours,N,A,1,Intermediate,1,,CHEMBL622743,,BAO_0000218,1969.0,
7622,,Mus musculus,AUC in mice,N,A,1,Intermediate,1,,CHEMBL622744,,BAO_0000218,1969.0,
7623,,,Area under curve was measured from the graph obtained from concentration Vs time,U,A,0,Autocuration,1,,CHEMBL624134,,BAO_0000019,,
7624,,,Area under curve value of compound per hour after oral administration,U,A,0,Autocuration,1,,CHEMBL624135,,BAO_0000019,,
7625,,Rattus norvegicus,Area under curve was determined after oral administration in rats,N,A,1,Intermediate,1,,CHEMBL624136,,BAO_0000218,,
7626,,Rattus norvegicus,Area under curve was determined after oral administration in rats; No data,N,A,1,Intermediate,1,,CHEMBL624137,,BAO_0000218,,
7627,,Rattus norvegicus,Area under curve was determined after oral administration in rats;No data,N,A,1,Intermediate,1,,CHEMBL624320,,BAO_0000218,,
7628,,Canis lupus familiaris,Area under curve was determined by HPLC at a dosage of 2.27 mg/kg administered intravenously by bolus method in dog,N,A,1,Intermediate,1,,CHEMBL624321,,BAO_0000218,,
7629,,Rattus norvegicus,Area under curve was determined for the compound after iv dose of 4.74 mg/kg in rats,N,A,1,Intermediate,1,,CHEMBL624322,,BAO_0000218,,
7630,,Rattus norvegicus,Area under curve was determined for the compound after iv dose of 5.06 in rats,N,A,1,Intermediate,1,,CHEMBL624323,,BAO_0000218,,
7631,,Rattus norvegicus,Area under curve was determined for the compound after iv dose of 5.10 mg/kg in rats,N,A,1,Intermediate,1,,CHEMBL624324,,BAO_0000218,,
7632,,Rattus norvegicus,Area under curve was determined for the compound after po dose of 5.01 mg/kg in rats,N,A,1,Intermediate,1,,CHEMBL624325,,BAO_0000218,,
7633,,Rattus norvegicus,Area under curve was determined for the compound after po dose of 5.03 mg/kg in rats,N,A,1,Intermediate,1,,CHEMBL624326,,BAO_0000218,,
7634,,Rattus norvegicus,Area under curve was determined for the compound after po dose of 5.22 mg/kg in rats,N,A,1,Intermediate,1,,CHEMBL624327,,BAO_0000218,,
7635,,Rattus norvegicus,Area under curve was determined for the compound after po dose of 5.46 mg/kg in rats,N,A,1,Intermediate,1,,CHEMBL624328,,BAO_0000218,,
7636,,Canis lupus familiaris,Area under curve was determined in Dogs after peroral administration,N,A,1,Intermediate,1,,CHEMBL627848,,BAO_0000218,,
7637,,Rattus norvegicus,Area under curve was determined in Rats after peroral administration,N,A,1,Intermediate,1,,CHEMBL627849,,BAO_0000218,,
7638,,Rattus norvegicus,Area under curve was determined in carotid blood of rat when administered intradermally,N,A,1,Intermediate,1,,CHEMBL627850,,BAO_0000218,,
7639,,Rattus norvegicus,Area under curve was determined in portal blood of rat when administered intradermally,N,A,1,Intermediate,1,,CHEMBL627851,,BAO_0000218,,
7640,,Mus musculus,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,N,A,1,Intermediate,1,,CHEMBL627852,,BAO_0000218,,
7641,,Mus musculus,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,N,A,1,Intermediate,1,,CHEMBL627853,,BAO_0000218,,
7642,,Mus musculus,Area under curve was determined using 0.4% Methyl cellulose (MC) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (micronized sample),N,A,1,Intermediate,1,,CHEMBL627854,,BAO_0000218,,
7643,,Mus musculus,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg,N,A,1,Intermediate,1,,CHEMBL627855,,BAO_0000218,,
7644,,Mus musculus,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered intravenously to nude mice at a dose of 25 mg/kg (run time 7 hr),N,A,1,Intermediate,1,,CHEMBL627856,,BAO_0000218,,
7645,,Mus musculus,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg,N,A,1,Intermediate,1,,CHEMBL875339,,BAO_0000218,,
7646,,Mus musculus,Area under curve was determined using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. Compound was administered orally to nude mice at a dose of 25 mg/kg (Run time = 7 hr),N,A,1,Intermediate,1,,CHEMBL627857,,BAO_0000218,,
7647,,Rattus norvegicus,Biodistribution of the radiolabeled compound (2-5 uCi) in rat spleen 65 mins after i.v. administration,N,A,1,Intermediate,1,,CHEMBL627858,,BAO_0000218,2106.0,
7648,,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in blood; Expressed as percent dose/organ,N,A,1,Intermediate,1,,CHEMBL627859,,BAO_0000218,178.0,
7649,,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in brain; Expressed as percent dose/organ,N,A,1,Intermediate,1,,CHEMBL627860,,BAO_0000218,955.0,
7650,,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in heart; Expressed as percent dose/organ,N,A,1,Intermediate,1,,CHEMBL627019,,BAO_0000218,948.0,
7651,,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in liver; Expressed as percent dose/organ,N,A,1,Intermediate,1,,CHEMBL627020,,BAO_0000218,2107.0,
7652,,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in lung; Expressed as percent dose/organ,N,A,1,Intermediate,1,,CHEMBL627021,,BAO_0000218,2048.0,
7653,,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in muscle; Expressed as percent dose/organ,N,A,1,Intermediate,1,,CHEMBL627022,,BAO_0000218,2385.0,
7654,,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in skin; Expressed as percent dose/organ,N,A,1,Intermediate,1,,CHEMBL627023,,BAO_0000218,,
7655,,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in spleen; Expressed as percent dose/organ,N,A,1,Intermediate,1,,CHEMBL627024,,BAO_0000218,2106.0,
7656,,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in thyroid; Expressed as percent dose/organ,N,A,1,Intermediate,1,,CHEMBL627025,,BAO_0000218,2046.0,
7657,,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 15 min was determined in kidney; Expressed as percent dose/organ,N,A,1,Intermediate,1,,CHEMBL627026,,BAO_0000218,2113.0,
7658,,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in blood; Expressed as percent dose/organ,N,A,1,Intermediate,1,,CHEMBL627027,,BAO_0000218,178.0,
7659,,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in brain; Expressed as percent dose/organ,N,A,1,Intermediate,1,,CHEMBL627028,,BAO_0000218,955.0,
7660,,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in heart; Expressed as percent dose/organ,N,A,1,Intermediate,1,,CHEMBL627029,,BAO_0000218,948.0,
7661,,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in kidney; Expressed as percent dose/organ,N,A,1,Intermediate,1,,CHEMBL627030,,BAO_0000218,2113.0,
7662,,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in liver; Expressed as percent dose/organ,N,A,1,Intermediate,1,,CHEMBL627031,,BAO_0000218,2107.0,
7663,,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in lung; Expressed as percent dose/organ,N,A,1,Intermediate,1,,CHEMBL627032,,BAO_0000218,2048.0,
7664,,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in muscle; Expressed as percent dose/organ,N,A,1,Intermediate,1,,CHEMBL627033,,BAO_0000218,2385.0,
7665,,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in skin; Expressed as percent dose/organ,N,A,1,Intermediate,1,,CHEMBL627034,,BAO_0000218,,
7666,,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in spleen; Expressed as percent dose/organ,N,A,1,Intermediate,1,,CHEMBL627035,,BAO_0000218,2106.0,
7667,,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 2 min was determined in thyroid; Expressed as percent dose/organ,N,A,1,Intermediate,1,,CHEMBL627036,,BAO_0000218,2046.0,
7668,,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in blood; Expressed as percent dose/organ,N,A,1,Intermediate,1,,CHEMBL875340,,BAO_0000218,178.0,
7669,,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in heart; Expressed as percent dose/organ,N,A,1,Intermediate,1,,CHEMBL627037,,BAO_0000218,948.0,
7670,,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in kidney; Expressed as percent dose/organ,N,A,1,Intermediate,1,,CHEMBL627038,,BAO_0000218,2113.0,
7671,,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in liver; Expressed as percent dose/organ,N,A,1,Intermediate,1,,CHEMBL627039,,BAO_0000218,2107.0,
7672,,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in muscle; Expressed as percent dose/organ,N,A,1,Intermediate,1,,CHEMBL627040,,BAO_0000218,2385.0,
7673,,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in spleen; Expressed as percent dose/organ,N,A,1,Intermediate,1,,CHEMBL624663,,BAO_0000218,2106.0,
7674,,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in thyroid; Expressed as percent dose/organ,N,A,1,Intermediate,1,,CHEMBL625963,,BAO_0000218,2046.0,
7675,,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in brain; Expressed as percent dose/organ,N,A,1,Intermediate,1,,CHEMBL876799,,BAO_0000218,955.0,
7676,,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in lung; Expressed as percent dose/organ,N,A,1,Intermediate,1,,CHEMBL626133,,BAO_0000218,2048.0,
7677,,Rattus norvegicus,In vivo biodistribution in rats after an intravenous injection at 60 min was determined in skin; Expressed as percent dose/organ,N,A,1,Intermediate,1,,CHEMBL626134,,BAO_0000218,,
7678,,Rattus norvegicus,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,N,A,1,Intermediate,1,,CHEMBL626135,,BAO_0000218,,
7679,,Rattus norvegicus,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg,N,A,1,Intermediate,1,,CHEMBL626136,,BAO_0000218,,
7680,,Rattus norvegicus,In vivo concentration in rat liver exposure 8 hour after oral administration 50 mg/kg; Below detection limit,N,A,1,Intermediate,1,,CHEMBL626137,,BAO_0000218,,
7681,,Rattus norvegicus,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,N,A,1,Intermediate,1,,CHEMBL626138,,BAO_0000218,,
7682,,Rattus norvegicus,In vivo concentration in rat plasma exposure at 8 hour after oral administration 50 mg/kg,N,A,1,Intermediate,1,,CHEMBL626139,,BAO_0000218,,
7683,,Rattus norvegicus,C max at a dose of 10 mg/Kg administered intravenously in female hanover-wistar rat,N,A,1,Intermediate,1,,CHEMBL626140,,BAO_0000218,,
7684,,Rattus norvegicus,C max at a dose of 10 mg/Kg administered perorally in female hanover-wistar rat,N,A,1,Intermediate,1,,CHEMBL626141,,BAO_0000218,,
7685,,Rattus norvegicus,C24h in rat p.o. at 20 mg/kg concentration,N,A,1,Intermediate,1,,CHEMBL626142,,BAO_0000218,,
7686,,Rattus norvegicus,Biodistribution in normal rat muscle in the presence of 0.005 M Gd/0.01 M lig at 2 hr,N,A,1,Intermediate,1,,CHEMBL627930,,BAO_0000218,2385.0,
7687,,Rattus norvegicus,Biodistribution in normal rat muscle in the presence of 0.01 M Gd/0.05 M lig,N,A,1,Intermediate,1,,CHEMBL627931,,BAO_0000218,2385.0,
7688,,Rattus norvegicus,Biodistribution in normal rat muscle in the presence of NAC Gd 0.01 M lig at 2 hr,N,A,1,Intermediate,1,,CHEMBL627932,,BAO_0000218,2385.0,
7689,,Rattus norvegicus,Biodistribution in normal rat spleen in the presence of 0.005 M Gd/0.01 M lig at 2 hr,N,A,1,Intermediate,1,,CHEMBL627933,,BAO_0000218,2106.0,
7690,,Rattus norvegicus,Biodistribution in normal rat spleen in the presence of 0.01 M Gd/0.05 M lig,N,A,1,Intermediate,1,,CHEMBL627934,,BAO_0000218,2106.0,
