city_id,city,country_id,country
520,Tallahassee,103,United States
134,Dadu,72,Pakistan
360,Namibe,4,Angola
259,Kamyšin,80,Russian Federation
383,Oshawa,20,Canada
381,Ondo,69,Nigeria
533,Tel Aviv-Jaffa,48,Israel
403,Pemalang,45,Indonesia
199,Hami,23,China
321,Malmö,90,Sweden
310,Ljubertsy,80,Russian Federation
471,Shenzhen,23,China
447,Salzburg,9,Austria
577,Wroclaw,76,Poland
201,Hanoi,105,Vietnam
402,Pavlodar,51,Kazakstan
197,Halisahar,44,India
270,Kirovo-Tšepetsk,80,Russian Federation
480,Sincelejo,24,Colombia
215,Ibirité,15,Brazil
2,Abha,82,Saudi Arabia
568,Vijayawada,44,India
417,Pune,44,India
46,Baicheng,23,China
227,Iwakuni,50,Japan
99,Callao,74,Peru
289,La Plata,6,Argentina
374,Ogbomosho,69,Nigeria
139,Daxian,23,China
216,Idfu,29,Egypt
106,Celaya,60,Mexico
580,Xintai,23,China
474,Shimonoseki,50,Japan
547,Tsuyama,50,Japan
158,Emmen,67,Netherlands
65,Bellevue,103,United States
246,José Azueta,60,Mexico
450,San Felipe de Puerto Plata,27,Dominican Republic
522,Tambaram,44,India
166,Ezhou,23,China
292,Lancaster,103,United States
160,Erlangen,38,Germany
561,Valencia,104,Venezuela
494,Southampton,102,United Kingdom
385,Šostka,100,Ukraine
202,Hidalgo,60,Mexico
72,Bern,91,Switzerland
19,Allende,60,Mexico
44,Bagé,15,Brazil
448,Sambhal,44,India
93,Brindisi,49,Italy
214,Huánuco,74,Peru
109,Changzhou,23,China
61,Baybay,75,Philippines
208,Hoshiarpur,44,India
404,Peoria,103,United States
351,Naçala-Porto,63,Mozambique
295,Laredo,103,United States
96,Buenaventura,24,Colombia
283,Kumbakonam,44,India
83,Blumenau,15,Brazil
598,Zhezqazghan,51,Kazakstan
468,Shanwei,23,China
411,Ponce,77,Puerto Rico
582,Yamuna Nagar,44,India
182,Gingoog,75,Philippines
324,Mandi Bahauddin,72,Pakistan
386,Otsu,50,Japan
583,Yangor,65,Nauru
367,Niznekamsk,80,Russian Federation
354,Nagaon,44,India
221,Imus,75,Philippines
152,Effon-Alaiye,69,Nigeria
284,Kurashiki,50,Japan
350,Mysore,44,India
82,Bislig,75,Philippines
416,Pudukkottai,44,India
8,Adoni,44,India
380,Omiya,50,Japan
430,Richmond Hill,20,Canada
504,Sultanbeyli,97,Turkey
167,Faaa,36,French Polynesia
316,Lungtan,92,Taiwan
222,Inegöl,97,Turkey
431,Rio Claro,15,Brazil
451,San Felipe del Progreso,60,Mexico
252,Kaduna,69,Nigeria
456,Santa Bárbara d´Oeste,15,Brazil
59,Batna,2,Algeria
356,Najafabad,46,Iran
137,Daugavpils,54,Latvia
325,Mannheim,38,Germany
369,Novotšerkassk,80,Russian Federation
37,Asunción,73,Paraguay
282,Kuching,59,Malaysia
436,Ruse,17,Bulgaria
392,Paarl,85,South Africa
338,Miyakonojo,50,Japan
573,Warren,103,United States
312,London,102,United Kingdom
594,Zaoyang,23,China
87,Botshabelo,85,South Africa
264,Katihar,44,India
395,Palghat (Palakkad),44,India
234,Jamalpur,12,Bangladesh
540,Tongliao,23,China
78,Bijapur,44,India
439,Saarbrücken,38,Germany
291,Laiwu,23,China
277,Korla,23,China
514,Tabriz,46,Iran
595,Zapopan,60,Mexico
334,Merlo,6,Argentina
117,Cianjur,45,Indonesia
315,Lubumbashi,25,"Congo, The Democratic Republic of the"
73,Bhavnagar,44,India
22,Ambattur,44,India
89,Brasília,15,Brazil
499,Sterling Heights,103,United States
562,Valle de la Pascua,104,Venezuela
273,Klerksdorp,85,South Africa
107,Chandrapur,44,India
413,Poços de Caldas,15,Brazil
463,Sasebo,50,Japan
91,Brescia,49,Italy
81,Birgunj,66,Nepal
364,Newcastle,85,South Africa
319,Mahajanga,57,Madagascar
317,Luziânia,15,Brazil
48,Baku,10,Azerbaijan
229,Izumisano,50,Japan
299,Leshan,23,China
399,Pathankot,44,India
440,Sagamihara,50,Japan
352,Nabereznyje Tšelny,80,Russian Federation
311,Loja,28,Ecuador
348,Mwene-Ditu,25,"Congo, The Democratic Republic of the"
457,Santa Fé,6,Argentina
357,Naju,86,South Korea
159,Enshi,23,China
84,Boa Vista,15,Brazil
517,Taguig,75,Philippines
206,Hodeida,107,Yemen
534,Tete,63,Mozambique
298,Lengshuijiang,23,China
515,Tabuk,82,Saudi Arabia
460,Santiago de los Caballeros,27,Dominican Republic
379,Omdurman,89,Sudan
68,Beni-Mellal,62,Morocco
255,Kalisz,76,Poland
228,Iwatsuki,50,Japan
372,Nyeri,52,Kenya
546,Tsaotun,92,Taiwan
190,Águas Lindas de Goiás,15,Brazil
530,Tartu,30,Estonia
525,Tangail,12,Bangladesh
558,Usolje-Sibirskoje,80,Russian Federation
464,Satna,44,India
542,Touliu,92,Taiwan
25,Angra dos Reis,15,Brazil
27,Antofagasta,22,Chile
398,Parbhani,44,India
127,Coquimbo,22,Chile
340,Molodetšno,13,Belarus
313,London,20,Canada
138,Davao,75,Philippines
4,Acuña,60,Mexico
24,Amroha,44,India
559,Uttarpara-Kotrung,44,India
535,Tianjin,23,China
462,Sanya,23,China
444,Salala,71,Oman
195,Haldia,44,India
43,Avellaneda,6,Argentina
279,Kowloon and New Kowloon,42,Hong Kong
15,al-Qadarif,89,Sudan
173,Funafuti,99,Tuvalu
217,Ife,69,Nigeria
150,Dzerzinsk,80,Russian Federation
63,Béchar,2,Algeria
336,Miraj,44,India
12,al-Ayn,101,United Arab Emirates
92,Brest,34,France
524,Tandil,6,Argentina
496,Southport,102,United Kingdom
549,Tychy,76,Poland
531,Tšeboksary,80,Russian Federation
597,Zeleznogorsk,80,Russian Federation
482,Sivas,97,Turkey
584,Yantai,23,China
394,Pak Kret,94,Thailand
537,Tieli,23,China
553,Uijongbu,86,South Korea
466,Serpuhov,80,Russian Federation
130,Cuautla,60,Mexico
53,Bandar Seri Begawan,16,Brunei
538,Tokat,97,Turkey
242,Jinzhou,23,China
492,Sousse,96,Tunisia
278,Korolev,80,Russian Federation
31,Arak,46,Iran
544,Toulouse,34,France
125,Coatzacoalcos,60,Mexico
174,Fuyu,23,China
477,Siegen,38,Germany
241,Jining,23,China
97,Bydgoszcz,76,Poland
54,Banjul,37,Gambia
261,Kanchrapara,44,India
297,Le Mans,34,France
226,Iwaki,50,Japan
483,Skikda,2,Algeria
35,Ashgabat,98,Turkmenistan
519,Talavera,75,Philippines
192,Hagonoy,75,Philippines
476,Shubra al-Khayma,29,Egypt
34,Ashdod,48,Israel
188,Guadalajara,60,Mexico
421,Qalyub,29,Egypt
38,Athenai,39,Greece
406,Phnom Penh,18,Cambodia
7,Aden,107,Yemen
400,Patiala,44,India
212,Huejutla de Reyes,60,Mexico
200,Hamilton,68,New Zealand
387,Oulu,33,Finland
467,Shahr-e Kord,46,Iran
469,Shaoguan,23,China
249,Junan,23,China
51,Balurghat,44,India
378,Olomouc,26,Czech Republic
124,Coacalco de Berriozábal,60,Mexico
302,Liaocheng,23,China
116,Chungho,92,Taiwan
498,Stara Zagora,17,Bulgaria
397,Papeete,36,French Polynesia
148,Duisburg,38,Germany
76,Bhopal,44,India
86,Botosani,78,Romania
285,Kurgan,80,Russian Federation
219,Iligan,75,Philippines
203,Higashiosaka,50,Japan
508,Sunnyvale,103,United States
79,Bilbays,29,Egypt
432,Rizhao,23,China
401,Patras,39,Greece
230,Jaffna,88,Sri Lanka
272,Kitwe,109,Zambia
528,Tarlac,75,Philippines
306,Lincoln,103,United States
365,Nezahualcóyotl,60,Mexico
235,Jaroslavl,80,Russian Federation
56,Basel,91,Switzerland
239,Jhansi,44,India
103,Carmen,60,Mexico
545,Tórshavn,32,Faroe Islands
526,Tanshui,92,Taiwan
449,San Bernardino,103,United States
253,Kakamigahara,50,Japan
10,Akishima,50,Japan
218,Ikerre,69,Nigeria
305,Lima,74,Peru
21,Alvorada,15,Brazil
165,Ezeiza,6,Argentina
575,Witten,38,Germany
586,Yerevan,7,Armenia
30,Araçatuba,15,Brazil
47,Baiyin,23,China
576,Woodridge,8,Australia
300,Lethbridge,20,Canada
391,Ozamis,75,Philippines
223,Ipoh,59,Malaysia
427,Rampur,44,India
556,Uruapan,60,Mexico
359,Nam Dinh,105,Vietnam
481,Sirjan,46,Iran
585,Yaoundé,19,Cameroon
308,Lipetsk,80,Russian Federation
180,Gaziantep,97,Turkey
154,El Fuerte,60,Mexico
414,Portoviejo,28,Ecuador
591,Yuzhou,23,China
210,Huai´an,23,China
523,Tanauan,75,Philippines
327,Mardan,72,Pakistan
322,Manchester,103,United States
52,Bamenda,19,Cameroon
323,Mandaluyong,75,Philippines
554,Uluberia,44,India
32,Arecibo,77,Puerto Rico
144,Dhule (Dhulia),44,India
588,Yingkou,23,China
240,Jinchang,23,China
405,Pereira,24,Colombia
489,Songkhla,94,Thailand
169,Firozabad,44,India
459,Santiago de Compostela,87,Spain
233,Jalib al-Shuyukh,53,Kuwait
409,Plock,76,Poland
171,Fontana,103,United States
527,Tanza,75,Philippines
567,Vicente López,6,Argentina
66,Belém,15,Brazil
512,Székesfehérvár,43,Hungary
407,Pingxiang,23,China
579,Xi´angtan,23,China
128,Córdoba,6,Argentina
541,Torreón,60,Mexico
349,Myingyan,64,Myanmar
9,Ahmadnagar,44,India
551,Udine,49,Italy
429,Ranchi,44,India
510,Syktyvkar,80,Russian Federation
207,Hohhot,23,China
373,Ocumare del Tuy,104,Venezuela
393,Pachuca de Soto,60,Mexico
280,Kragujevac,108,Yugoslavia
5,Adana,97,Turkey
237,Jedda,82,Saudi Arabia
67,Benguela,4,Angola
50,Balikesir,97,Turkey
590,Yuncheng,23,China
1,A Coruña (La Coruña),87,Spain
33,Arlington,103,United States
344,Mosul,47,Iraq
335,Mexicali,60,Mexico
294,Lapu-Lapu,75,Philippines
596,Zaria,69,Nigeria
196,Halifax,20,Canada
168,Fengshan,92,Taiwan
13,al-Hawiya,82,Saudi Arabia
428,Rancagua,22,Chile
276,Koriyama,50,Japan
17,Alessandria,49,Italy
245,Joliet,103,United States
555,Urawa,50,Japan
326,Maracaíbo,104,Venezuela
347,Mwanza,93,Tanzania
566,Varanasi (Benares),44,India
102,Caracas,104,Venezuela
113,Cheju,86,South Korea
94,Brockton,103,United States
275,Konotop,100,Ukraine
100,Cam Ranh,105,Vietnam
422,Qinhuangdao,23,China
288,La Paz,60,Mexico
39,Atšinsk,80,Russian Federation
151,Ede,67,Netherlands
140,Dayton,103,United States
104,Cavite,75,Philippines
26,Anápolis,15,Brazil
238,Jelets,80,Russian Federation
205,Hiroshima,50,Japan
452,San Juan Bautista Tuxtepec,60,Mexico
331,Matsue,50,Japan
493,South Hill,5,Anguilla
408,Pjatigorsk,80,Russian Federation
599,Zhoushan,23,China
198,Halle/Saale,38,Germany
98,Cabuyao,75,Philippines
231,Jaipur,44,India
120,Citrus Heights,103,United States
511,Syrakusa,49,Italy
193,Haining,23,China
479,Simferopol,100,Ukraine
426,Rajkot,44,India
142,Denizli,97,Turkey
265,Kermanshah,46,Iran
571,Vinh,105,Vietnam
57,Bat Yam,48,Israel
304,Lilongwe,58,Malawi
45,Bahía Blanca,6,Argentina
225,Ivanovo,80,Russian Federation
126,Compton,103,United States
505,Sumqayit,10,Azerbaijan
155,El Monte,103,United States
290,La Romana,27,Dominican Republic
143,Dhaka,12,Bangladesh
115,Chisinau,61,Moldova
497,Springs,85,South Africa
114,Chiayi,92,Taiwan
260,Kanazawa,50,Japan
441,Saint Louis,103,United States
366,Nha Trang,105,Vietnam
3,Abu Dhabi,101,United Arab Emirates
41,Augusta-Richmond County,103,United States
309,Livorno,49,Italy
145,Dongying,23,China
16,al-Qatif,82,Saudi Arabia
80,Binzhou,23,China
29,Apeldoorn,67,Netherlands
28,Aparecida de Goiânia,15,Brazil
368,Novi Sad,108,Yugoslavia
486,São Leopoldo,15,Brazil
424,Quilmes,6,Argentina
256,Kamakura,50,Japan
550,Udaipur,44,India
435,Rockford,103,United States
548,Tuguegarao,75,Philippines
149,Dundee,102,United Kingdom
271,Kisumu,52,Kenya
495,Southend-on-Sea,102,United Kingdom
529,Tarsus,97,Turkey
132,Cumaná,104,Venezuela
341,Monclova,60,Mexico
453,San Lorenzo,73,Paraguay
345,Mukatševe,100,Ukraine
121,Città del Vaticano,41,Holy See (Vatican City State)
266,Kilis,97,Turkey
557,Usak,97,Turkey
11,Akron,103,United States
332,Meixian,23,China
503,Sullana,74,Peru
478,Siliguri (Shiliguri),44,India
177,Garden Grove,103,United States
20,Almirante Brown,6,Argentina
248,Juiz de Fora,15,Brazil
88,Bradford,102,United Kingdom
446,Salinas,103,United States
69,Benin City,69,Nigeria
184,Gorontalo,45,Indonesia
187,Greensboro,103,United States
301,Lhokseumawe,45,Indonesia
343,Moscow,80,Russian Federation
509,Surakarta,45,Indonesia
342,Monywa,64,Myanmar
157,Emeishan,23,China
361,Nantou,92,Taiwan
95,Bucuresti,78,Romania
390,Oyo,69,Nigeria
318,Madiun,45,Indonesia
105,Cayenne,35,French Guiana
236,Jastrzebie-Zdrój,76,Poland
211,Hubli-Dharwad,44,India
491,Soshanguve,85,South Africa
