attore_id,film_id,titolo,descrizione,data_rilascio,lingua_id,lingua_originale_id,durata_noleggio,tariffa_noleggio,durata,costo_sostituzione,voto,lingua,nome,cognome
74,415,HIGH ENCINO,A Fateful Saga of a Waitress And a Hunter who must Outrace a Sumo Wrestler in Australia,2006,1,,3,2.99,84,23.99,R,English,MILLA,KEITEL
125,602,MOURNING PURPLE,A Lacklusture Display of a Waitress And a Lumberjack who must Chase a Pioneer in New Orleans,2006,1,,5,0.99,146,14.99,PG,English,ALBERT,NOLTE
125,188,CRAZY HOME,A Fanciful Panorama of a Boy And a Woman who must Vanquish a Database Administrator in The Outback,2006,1,,7,2.99,136,24.99,PG,English,ALBERT,NOLTE
125,664,PATRIOT ROMAN,A Taut Saga of a Robot And a Database Administrator who must Challenge a Astronaut in California,2006,1,,6,2.99,65,12.99,PG,English,ALBERT,NOLTE
125,204,DALMATIONS SWEDEN,A Emotional Epistle of a Moose And a Hunter who must Overcome a Robot in A Manhattan Penthouse,2006,1,,4,0.99,106,25.99,PG,English,ALBERT,NOLTE
125,238,DOCTOR GRAIL,A Insightful Drama of a Womanizer And a Waitress who must Reach a Forensic Psychologist in The Outback,2006,1,,4,2.99,57,29.99,G,English,ALBERT,NOLTE
125,414,HELLFIGHTERS SIERRA,A Taut Reflection of a A Shark And a Dentist who must Battle a Boat in Soviet Georgia,2006,1,,3,2.99,75,23.99,PG,English,ALBERT,NOLTE
125,395,HANDICAP BOONDOCK,A Beautiful Display of a Pioneer And a Squirrel who must Vanquish a Sumo Wrestler in Soviet Georgia,2006,1,,4,0.99,108,28.99,R,English,ALBERT,NOLTE
125,877,TAXI KICK,A Amazing Epistle of a Girl And a Woman who must Outrace a Waitress in Soviet Georgia,2006,1,,4,0.99,64,23.99,PG-13,English,ALBERT,NOLTE
125,175,CONFUSED CANDLES,A Stunning Epistle of a Cat And a Forensic Psychologist who must Confront a Pioneer in A Baloon,2006,1,,3,2.99,122,27.99,PG-13,English,ALBERT,NOLTE
125,450,IDOLS SNATCHERS,A Insightful Drama of a Car And a Composer who must Fight a Man in A Monastery,2006,1,,5,2.99,84,29.99,NC-17,English,ALBERT,NOLTE
125,949,VOLCANO TEXAS,A Awe-Inspiring Yarn of a Hunter And a Feminist who must Challenge a Dentist in The Outback,2006,1,,6,0.99,157,27.99,NC-17,English,ALBERT,NOLTE
125,908,TRAP GUYS,A Unbelieveable Story of a Boy And a Mad Cow who must Challenge a Database Administrator in The Sahara Desert,2006,1,,3,4.99,110,11.99,G,English,ALBERT,NOLTE
125,683,PITY BOUND,A Boring Panorama of a Feminist And a Moose who must Defeat a Database Administrator in Nigeria,2006,1,,5,4.99,60,19.99,NC-17,English,ALBERT,NOLTE
125,100,BROOKLYN DESERT,A Beautiful Drama of a Dentist And a Composer who must Battle a Sumo Wrestler in The First Manned Space Station,2006,1,,7,4.99,161,21.99,R,English,ALBERT,NOLTE
125,428,HOMICIDE PEACH,A Astounding Documentary of a Hunter And a Boy who must Confront a Boy in A MySQL Convention,2006,1,,6,2.99,141,21.99,PG-13,English,ALBERT,NOLTE
125,114,CAMELOT VACATION,A Touching Character Study of a Woman And a Waitress who must Battle a Pastry Chef in A MySQL Convention,2006,1,,3,0.99,61,26.99,NC-17,English,ALBERT,NOLTE
125,584,MIXED DOORS,A Taut Drama of a Womanizer And a Lumberjack who must Succumb a Pioneer in Ancient India,2006,1,,6,2.99,180,26.99,PG-13,English,ALBERT,NOLTE
125,568,MEMENTO ZOOLANDER,A Touching Epistle of a Squirrel And a Explorer who must Redeem a Pastry Chef in The Sahara Desert,2006,1,,4,4.99,77,11.99,NC-17,English,ALBERT,NOLTE
125,623,NEWTON LABYRINTH,A Intrepid Character Study of a Moose And a Waitress who must Find a A Shark in Ancient India,2006,1,,4,0.99,75,9.99,PG,English,ALBERT,NOLTE
125,361,GLEAMING JAWBREAKER,A Amazing Display of a Composer And a Forensic Psychologist who must Discover a Car in The Canadian Rockies,2006,1,,5,2.99,89,25.99,NC-17,English,ALBERT,NOLTE
125,497,KILL BROTHERHOOD,A Touching Display of a Hunter And a Secret Agent who must Redeem a Husband in The Outback,2006,1,,4,0.99,54,15.99,G,English,ALBERT,NOLTE
125,429,HONEY TIES,A Taut Story of a Waitress And a Crocodile who must Outrace a Lumberjack in A Shark Tank,2006,1,,3,0.99,84,29.99,R,English,ALBERT,NOLTE
125,965,WATERSHIP FRONTIER,A Emotional Yarn of a Boat And a Crocodile who must Meet a Moose in Soviet Georgia,2006,1,,6,0.99,112,28.99,G,English,ALBERT,NOLTE
125,98,BRIGHT ENCOUNTERS,A Fateful Yarn of a Lumberjack And a Feminist who must Conquer a Student in A Jet Boat,2006,1,,4,4.99,73,12.99,PG-13,English,ALBERT,NOLTE
125,250,DRAGON SQUAD,A Taut Reflection of a Boy And a Waitress who must Outgun a Teacher in Ancient China,2006,1,,4,0.99,170,26.99,NC-17,English,ALBERT,NOLTE
58,602,MOURNING PURPLE,A Lacklusture Display of a Waitress And a Lumberjack who must Chase a Pioneer in New Orleans,2006,1,,5,0.99,146,14.99,PG,English,CHRISTIAN,AKROYD
58,858,SUBMARINE BED,A Amazing Display of a Car And a Monkey who must Fight a Teacher in Soviet Georgia,2006,1,,5,4.99,127,21.99,R,English,CHRISTIAN,AKROYD
58,242,DOOM DANCING,A Astounding Panorama of a Car And a Mad Scientist who must Battle a Lumberjack in A MySQL Convention,2006,1,,4,0.99,68,13.99,R,English,CHRISTIAN,AKROYD
58,135,CHANCE RESURRECTION,A Astounding Story of a Forensic Psychologist And a Forensic Psychologist who must Overcome a Moose in Ancient China,2006,1,,3,2.99,70,22.99,R,English,CHRISTIAN,AKROYD
58,235,DIVIDE MONSTER,A Intrepid Saga of a Man And a Forensic Psychologist who must Reach a Squirrel in A Monastery,2006,1,,6,2.99,68,13.99,PG-13,English,CHRISTIAN,AKROYD
58,541,LUKE MUMMY,A Taut Character Study of a Boy And a Robot who must Redeem a Mad Scientist in Ancient India,2006,1,,5,2.99,74,21.99,NC-17,English,CHRISTIAN,AKROYD
