assay_id,assay_test_type,curated_by,confidence_score,cell_id,bao_format,assay_cell_type,assay_subcellular_fraction,tid,relationship_type,src_id,src_assay_id,chembl_id,tissue_id,variant_id
7649,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627860,955.0,
7650,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627019,948.0,
7651,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627020,2107.0,
7652,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627021,2048.0,
7653,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627022,2385.0,
7654,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627023,,
7655,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627024,2106.0,
7656,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627025,2046.0,
7657,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627026,2113.0,
7658,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627027,178.0,
7659,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627028,955.0,
7660,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627029,948.0,
7661,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627030,2113.0,
7662,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627031,2107.0,
7663,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627032,2048.0,
7664,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627033,2385.0,
7665,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627034,,
7666,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627035,2106.0,
7667,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627036,2046.0,
7668,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL875340,178.0,
7669,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627037,948.0,
7670,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627038,2113.0,
7671,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627039,2107.0,
7672,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627040,2385.0,
7673,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL624663,2106.0,
7674,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL625963,2046.0,
7675,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL876799,955.0,
7676,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL626133,2048.0,
7677,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL626134,,
7678,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL626135,,
7679,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL626136,,
7680,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL626137,,
7681,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL626138,,
7682,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL626139,,
7683,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL626140,,
7684,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL626141,,
7685,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL626142,,
7686,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627930,2385.0,
7687,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627931,2385.0,
7688,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627932,2385.0,
7689,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627933,2106.0,
7690,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627934,2106.0,
7691,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627935,2106.0,
7692,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627936,178.0,
7693,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627937,178.0,
7694,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627938,178.0,
7695,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627939,178.0,
7696,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627940,178.0,
7697,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627941,178.0,
7698,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL876800,178.0,
7699,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627942,178.0,
7700,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627943,178.0,
7701,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627944,178.0,
7702,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627945,178.0,
7703,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL628584,178.0,
7704,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL628585,178.0,
7705,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL628586,178.0,
7706,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL628587,178.0,
7707,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL628588,178.0,
7708,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL628589,178.0,
7709,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL625304,178.0,
7710,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL625305,178.0,
7711,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL625306,178.0,
7712,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL625307,178.0,
7713,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL625308,178.0,
7714,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627740,178.0,
7715,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627741,178.0,
7716,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627742,178.0,
7717,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627743,178.0,
7718,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627744,178.0,
7719,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627745,10000001.0,
7720,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627746,10000001.0,
7721,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627747,10000001.0,
7722,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL876810,10000001.0,
7723,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627748,10000001.0,
7724,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627749,10000001.0,
7725,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL627750,10000001.0,
7726,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618728,10000001.0,
7727,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618729,10000001.0,
7728,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618730,10000001.0,
7729,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618731,10000001.0,
7730,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618732,10000001.0,
7731,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618733,10000001.0,
7732,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618734,10000001.0,
7733,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618735,10000001.0,
7734,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL876602,10000001.0,
7735,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618736,10000001.0,
7736,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618737,10000001.0,
7737,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618738,10000001.0,
7738,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618739,10000001.0,
7739,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618740,10000001.0,
7740,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618741,10000001.0,
7741,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618742,10000001.0,
7742,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618743,10000001.0,
7743,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618744,1969.0,
7744,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL618745,,
7745,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL620479,,
7746,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL620480,,
7747,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL620481,,
7748,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL620482,,
7749,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL876603,,
7750,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL620483,,
7751,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL620484,,
7752,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL620485,,
7753,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL620486,,
7754,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL620487,,
7755,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL620488,,
7756,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL620489,,
7757,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL620490,,
7758,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL620491,,
7759,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL876604,1969.0,
7760,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL620492,,
7761,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL620493,,
7762,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL620494,,
7763,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL620495,1969.0,
7764,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL620496,1969.0,
7765,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL620497,1969.0,
7766,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL620498,1969.0,
7767,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL620499,1969.0,
7768,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL620500,1969.0,
7769,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL873809,1969.0,
7770,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL620501,,
7771,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL620502,,
7772,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL620503,,
7773,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL620504,,
7774,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL876605,,
7775,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL620505,,
7776,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL873811,1969.0,
7777,In vivo,Expert,1,,BAO_0000218,,,50597,N,1,,CHEMBL624016,,
7778,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL624017,,
7779,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL624018,,
7780,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL624019,,
7781,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL624020,955.0,
7782,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL624201,,
7783,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL872528,,
7784,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL624202,,
7785,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL624203,,
7786,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL624350,,
7787,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL621320,,
7788,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL621321,,
7789,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL621322,,
7790,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL621323,,
7791,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL621324,,
7792,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL621325,,
7793,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL875837,1969.0,
7794,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL621326,1969.0,
7795,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL621327,,
7796,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL621328,,
7797,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL621329,,
7798,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL621330,,
7799,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL621331,,
7800,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL621332,,
7801,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL621333,,
7802,In vivo,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL621334,,
7803,,Intermediate,1,,BAO_0000218,,,50594,N,1,,CHEMBL621335,,
7804,,Intermediate,1,,BAO_0000218,,,50588,N,1,,CHEMBL621336,,
7805,,Intermediate,1,,BAO_0000218,,,50597,N,1,,CHEMBL621337,,
7806,,Intermediate,1,,BAO_0000218,,,50588,N,1,,CHEMBL621338,,
7807,,Intermediate,1,,BAO_0000218,,,50588,N,1,,CHEMBL875838,,
7808,,Intermediate,1,,BAO_0000218,,,50588,N,1,,CHEMBL621339,,
7809,,Intermediate,1,,BAO_0000218,,,50588,N,1,,CHEMBL621340,,
7810,,Autocuration,0,,BAO_0000218,,,22224,U,1,,CHEMBL621341,,
7811,,Autocuration,0,,BAO_0000019,,,22224,U,1,,CHEMBL621342,,
7812,,Autocuration,0,,BAO_0000019,,,22224,U,1,,CHEMBL621343,,
7813,,Intermediate,1,,BAO_0000218,,,50594,N,1,,CHEMBL621344,,
7814,,Intermediate,1,,BAO_0000218,,,50594,N,1,,CHEMBL621345,,
7815,,Autocuration,0,,BAO_0000019,,,22224,U,1,,CHEMBL621346,,
7816,,Autocuration,0,,BAO_0000218,,,22224,U,1,,CHEMBL621347,,
7817,,Intermediate,1,,BAO_0000218,,,50588,N,1,,CHEMBL621348,,
7818,,Autocuration,0,,BAO_0000019,,,22224,U,1,,CHEMBL621349,178.0,
7819,,Autocuration,0,,BAO_0000019,,,22224,U,1,,CHEMBL621350,178.0,
7820,,Autocuration,0,,BAO_0000019,,,22224,U,1,,CHEMBL875839,178.0,
7821,,Autocuration,0,,BAO_0000019,,,22224,U,1,,CHEMBL620211,178.0,
7822,,Autocuration,0,,BAO_0000019,,,22224,U,1,,CHEMBL620212,178.0,
7823,,Autocuration,0,,BAO_0000019,,,22224,U,1,,CHEMBL620213,178.0,
7824,,Intermediate,1,,BAO_0000218,,,50797,N,1,,CHEMBL620214,1969.0,
7825,,Intermediate,1,,BAO_0000218,,,50797,N,1,,CHEMBL620215,1969.0,
