assay_id,assay_tissue,doc_id,cell_id,assay_type,assay_strain,relationship_type,confidence_score,curated_by,src_id,src_assay_id,chembl_id,bao_format,tissue_id,variant_id
119,,17072,388.0,F,,N,1,Intermediate,1,,CHEMBL615344,BAO_0000219,,
120,,16936,388.0,F,,N,1,Intermediate,1,,CHEMBL615345,BAO_0000219,,
121,,16936,388.0,F,,N,1,Intermediate,1,,CHEMBL615346,BAO_0000219,,
122,,17146,388.0,F,,N,1,Intermediate,1,,CHEMBL615347,BAO_0000219,,
123,,17146,388.0,F,,N,1,Intermediate,1,,CHEMBL615348,BAO_0000219,,
124,,10797,561.0,F,,N,1,Intermediate,1,,CHEMBL827085,BAO_0000219,,
125,,10797,561.0,F,,N,1,Intermediate,1,,CHEMBL615349,BAO_0000219,,
126,,10797,389.0,F,,N,1,Intermediate,1,,CHEMBL615350,BAO_0000219,,
127,,10797,389.0,F,,N,1,Intermediate,1,,CHEMBL615351,BAO_0000219,,
128,,4823,,B,,S,2,Expert,1,,CHEMBL615352,BAO_0000220,,
129,,12912,,B,,S,2,Intermediate,1,,CHEMBL615353,BAO_0000220,,
130,,2957,,B,,S,2,Expert,1,,CHEMBL615354,BAO_0000220,,
131,,2957,,B,,S,2,Expert,1,,CHEMBL615355,BAO_0000220,,
132,,3260,,B,,S,2,Intermediate,1,,CHEMBL615356,BAO_0000220,,
133,,3451,,B,,U,0,Autocuration,1,,CHEMBL615357,BAO_0000019,,
134,,13885,726.0,F,,N,1,Intermediate,1,,CHEMBL615358,BAO_0000219,,
135,,13885,726.0,F,,N,1,Intermediate,1,,CHEMBL827086,BAO_0000219,,
136,,3676,,B,,U,0,Autocuration,1,,CHEMBL615359,BAO_0000019,,
137,,6043,,B,,H,8,Autocuration,1,,CHEMBL615360,BAO_0000357,,
138,Heart,11140,,F,,U,0,Autocuration,1,,CHEMBL615361,BAO_0000218,948.0,
139,,10543,,F,,H,8,Autocuration,1,,CHEMBL615362,BAO_0000019,,
140,,10543,,F,,H,8,Expert,1,,CHEMBL615363,BAO_0000019,,
141,,10543,,B,,H,8,Autocuration,1,,CHEMBL615364,BAO_0000357,,
142,,10543,,F,,H,8,Expert,1,,CHEMBL615365,BAO_0000019,,
143,,11365,524.0,F,,N,1,Intermediate,1,,CHEMBL615366,BAO_0000219,,
144,,11365,524.0,F,,N,1,Intermediate,1,,CHEMBL615367,BAO_0000219,,
145,,11803,554.0,F,,N,1,Intermediate,1,,CHEMBL615368,BAO_0000219,,
146,,11803,,F,,U,0,Autocuration,1,,CHEMBL615369,BAO_0000019,,
147,,11803,,F,,U,0,Autocuration,1,,CHEMBL615370,BAO_0000019,,
148,,12278,,B,,H,8,Autocuration,1,,CHEMBL615673,BAO_0000357,,
149,,8249,,F,,U,0,Autocuration,1,,CHEMBL615674,BAO_0000019,,
150,,8249,,F,,U,0,Autocuration,1,,CHEMBL615675,BAO_0000019,,
151,,8249,635.0,F,,U,0,Autocuration,1,,CHEMBL615676,BAO_0000219,,
152,,8249,635.0,F,,U,0,Autocuration,1,,CHEMBL615677,BAO_0000219,,
153,,8249,635.0,F,,U,0,Autocuration,1,,CHEMBL615678,BAO_0000219,,
154,,8249,635.0,F,,U,0,Autocuration,1,,CHEMBL615679,BAO_0000219,,
155,,8249,,F,,U,0,Autocuration,1,,CHEMBL615680,BAO_0000019,,
156,,8249,,F,,U,0,Autocuration,1,,CHEMBL615681,BAO_0000019,,
157,,16992,,B,,H,6,Autocuration,1,,CHEMBL857972,BAO_0000249,,
158,,10543,,F,,N,1,Intermediate,1,,CHEMBL857899,BAO_0000218,,
159,,17833,,F,,N,1,Intermediate,1,,CHEMBL615371,BAO_0000218,,
160,,17290,468.0,F,,N,1,Expert,1,,CHEMBL615372,BAO_0000218,,
161,,17290,,F,,N,1,Intermediate,1,,CHEMBL615373,BAO_0000218,,
162,,17290,,F,,N,1,Intermediate,1,,CHEMBL615374,BAO_0000218,,
163,,10932,,F,,N,1,Intermediate,1,,CHEMBL615375,BAO_0000218,,
164,,9707,,B,,U,0,Autocuration,1,,CHEMBL615376,BAO_0000019,,
165,,2346,,B,,H,8,Expert,1,,CHEMBL615377,BAO_0000249,,
166,,2205,,B,,H,8,Expert,1,,CHEMBL615378,BAO_0000357,,
167,,11900,832.0,F,,N,1,Intermediate,1,,CHEMBL615379,BAO_0000219,,
168,,14864,,B,,D,9,Expert,1,,CHEMBL615380,BAO_0000219,,
169,,16474,,B,,D,9,Autocuration,1,,CHEMBL615381,BAO_0000357,,
170,,16474,,B,,D,9,Autocuration,1,,CHEMBL615382,BAO_0000357,,
171,,16474,,B,,D,9,Autocuration,1,,CHEMBL615383,BAO_0000357,,
172,,16474,,B,,D,9,Autocuration,1,,CHEMBL615384,BAO_0000357,,
173,,3094,,B,,D,9,Autocuration,1,,CHEMBL615385,BAO_0000357,,
174,,3094,,B,,D,9,Autocuration,1,,CHEMBL615386,BAO_0000357,,
175,,3094,,B,,D,9,Autocuration,1,,CHEMBL615387,BAO_0000357,,
176,,3094,,B,,D,9,Autocuration,1,,CHEMBL615388,BAO_0000357,,
177,,3094,,B,,D,9,Autocuration,1,,CHEMBL615214,BAO_0000357,,
178,,3094,,B,,D,9,Autocuration,1,,CHEMBL827087,BAO_0000357,,
179,,3094,,B,,D,9,Autocuration,1,,CHEMBL615215,BAO_0000357,,
180,,3094,,B,,D,9,Autocuration,1,,CHEMBL615216,BAO_0000357,,
181,,3094,,B,,D,9,Autocuration,1,,CHEMBL615217,BAO_0000357,,
182,,3094,,B,,D,9,Autocuration,1,,CHEMBL615218,BAO_0000357,,
183,,3094,,B,,D,9,Autocuration,1,,CHEMBL615219,BAO_0000357,,
184,,10413,,B,,U,0,Autocuration,1,,CHEMBL615220,BAO_0000019,,
185,,16929,294.0,F,,N,1,Intermediate,1,,CHEMBL615221,BAO_0000219,,
186,,1229,,F,,U,0,Intermediate,1,,CHEMBL615222,BAO_0000019,,
187,,16587,,B,,H,8,Autocuration,1,,CHEMBL615223,BAO_0000357,,
188,,16587,,B,,H,8,Autocuration,1,,CHEMBL615224,BAO_0000357,,
189,,16587,,B,,H,8,Autocuration,1,,CHEMBL615225,BAO_0000357,,
190,,16587,,B,,H,8,Autocuration,1,,CHEMBL615226,BAO_0000357,,
191,,16587,,B,,H,8,Autocuration,1,,CHEMBL615227,BAO_0000357,,
192,,8058,,F,,D,9,Expert,1,,CHEMBL615228,BAO_0000019,,
193,,9065,,B,,D,9,Expert,1,,CHEMBL615229,BAO_0000357,,
194,Adrenal gland,8865,,B,,D,9,Expert,1,,CHEMBL615230,BAO_0000357,2369.0,
195,,9066,,B,,D,9,Expert,1,,CHEMBL615231,BAO_0000357,,
196,,8394,,B,,D,9,Expert,1,,CHEMBL884520,BAO_0000357,,
197,,8394,,B,,D,9,Expert,1,,CHEMBL615232,BAO_0000357,,
198,,6431,,B,,H,8,Autocuration,1,,CHEMBL615233,BAO_0000019,,
199,,6431,,B,,H,8,Autocuration,1,,CHEMBL827088,BAO_0000357,,
200,,6431,,B,,H,8,Autocuration,1,,CHEMBL615234,BAO_0000357,,
201,,9295,,F,,H,8,Autocuration,1,,CHEMBL615235,BAO_0000019,,
202,,10193,,B,,H,8,Autocuration,1,,CHEMBL615236,BAO_0000019,,
203,,13622,,B,,H,8,Autocuration,1,,CHEMBL615237,BAO_0000019,,
204,,12079,,F,,H,8,Autocuration,1,,CHEMBL615238,BAO_0000019,,
205,,13622,,B,,H,8,Autocuration,1,,CHEMBL615239,BAO_0000019,,
206,,12079,,F,,D,9,Autocuration,1,,CHEMBL615240,BAO_0000019,,
207,,13500,,B,,H,8,Expert,1,,CHEMBL615241,BAO_0000019,,
208,,13723,,B,,H,8,Expert,1,,CHEMBL615242,BAO_0000357,,
209,,16474,,B,,H,8,Autocuration,1,,CHEMBL615243,BAO_0000019,,
210,,1630,,B,,H,8,Autocuration,1,,CHEMBL615244,BAO_0000019,,
211,,167,,B,,H,8,Autocuration,1,,CHEMBL615245,BAO_0000019,,
212,,16474,,B,,H,8,Autocuration,1,,CHEMBL615246,BAO_0000019,,
213,,167,,B,,H,8,Autocuration,1,,CHEMBL615247,BAO_0000019,,
214,,16474,,B,,H,8,Autocuration,1,,CHEMBL615248,BAO_0000019,,
215,,10091,,B,,H,8,Autocuration,1,,CHEMBL615249,BAO_0000357,,
216,,11966,,B,,H,8,Autocuration,1,,CHEMBL615250,BAO_0000357,,
217,,951,,B,,H,8,Autocuration,1,,CHEMBL615251,BAO_0000019,,
218,,10997,,B,,H,8,Autocuration,1,,CHEMBL615252,BAO_0000019,,
219,,10193,,B,,H,8,Expert,1,,CHEMBL828340,BAO_0000019,,
220,,10193,,B,,H,8,Autocuration,1,,CHEMBL615253,BAO_0000019,,
221,,10193,,B,,H,8,Autocuration,1,,CHEMBL615254,BAO_0000019,,
222,,10193,,B,,H,8,Autocuration,1,,CHEMBL615255,BAO_0000019,,
223,,10193,,B,,H,8,Autocuration,1,,CHEMBL615256,BAO_0000019,,
224,,10193,,B,,H,8,Autocuration,1,,CHEMBL615257,BAO_0000019,,
225,,11087,,B,,H,8,Autocuration,1,,CHEMBL615258,BAO_0000019,,
226,,15569,621.0,F,,N,1,Intermediate,1,,CHEMBL615259,BAO_0000219,,
227,,12989,621.0,F,,N,1,Expert,1,,CHEMBL615260,BAO_0000219,,
228,,16745,621.0,F,,N,1,Intermediate,1,,CHEMBL615261,BAO_0000219,,
229,,15569,621.0,F,,N,1,Intermediate,1,,CHEMBL615262,BAO_0000219,,
230,,12989,621.0,F,,N,1,Expert,1,,CHEMBL615263,BAO_0000219,,
231,,12989,621.0,F,,N,1,Expert,1,,CHEMBL838393,BAO_0000219,,
232,,16745,621.0,F,,N,1,Intermediate,1,,CHEMBL615264,BAO_0000219,,
233,,6210,,B,,D,9,Expert,1,,CHEMBL615265,BAO_0000357,,
234,,6210,,B,,D,9,Expert,1,,CHEMBL615266,BAO_0000357,,
235,,6226,,B,,H,8,Expert,1,,CHEMBL615267,BAO_0000357,,
236,,17855,,B,,H,8,Expert,1,,CHEMBL615268,BAO_0000357,,
237,,17855,,B,,H,8,Expert,1,,CHEMBL615269,BAO_0000357,,
238,,17855,,B,,H,8,Expert,1,,CHEMBL615270,BAO_0000357,,
239,,10413,,B,,H,8,Autocuration,1,,CHEMBL615271,BAO_0000357,,
240,,10413,,B,,H,8,Autocuration,1,,CHEMBL615272,BAO_0000357,,
241,,10413,,B,,H,8,Autocuration,1,,CHEMBL615103,BAO_0000357,,
242,,10413,,B,,H,8,Autocuration,1,,CHEMBL615104,BAO_0000357,,
243,,10413,,B,,H,8,Autocuration,1,,CHEMBL615105,BAO_0000357,,
244,,10413,,B,,H,8,Autocuration,1,,CHEMBL872866,BAO_0000357,,
245,,7587,,B,,H,8,Autocuration,1,,CHEMBL615106,BAO_0000357,,
246,,7587,,B,,H,8,Autocuration,1,,CHEMBL615107,BAO_0000019,,
247,,7587,,B,,H,8,Autocuration,1,,CHEMBL615108,BAO_0000357,,
248,,7587,,B,,H,8,Autocuration,1,,CHEMBL615109,BAO_0000357,,
249,,7587,,B,,H,8,Autocuration,1,,CHEMBL615110,BAO_0000357,,
250,,7587,,B,,H,8,Autocuration,1,,CHEMBL840105,BAO_0000019,,
251,,7587,,B,,H,8,Autocuration,1,,CHEMBL615111,BAO_0000019,,
252,,7587,,B,,H,8,Autocuration,1,,CHEMBL615112,BAO_0000019,,
253,,7587,,B,,H,8,Autocuration,1,,CHEMBL615113,BAO_0000019,,
254,,7587,,B,,H,8,Autocuration,1,,CHEMBL615114,BAO_0000019,,
255,,7587,,B,,H,8,Autocuration,1,,CHEMBL615115,BAO_0000357,,
256,,7587,,B,,H,8,Autocuration,1,,CHEMBL615116,BAO_0000019,,
257,,7323,,B,,H,8,Autocuration,1,,CHEMBL615698,BAO_0000357,,
258,,7587,,B,,U,0,Autocuration,1,,CHEMBL615699,BAO_0000019,,
259,,7587,,B,,U,0,Autocuration,1,,CHEMBL615700,BAO_0000019,,
260,,13750,,B,,H,8,Expert,1,,CHEMBL615701,BAO_0000357,,
261,,7662,,B,,U,0,Autocuration,1,,CHEMBL615702,BAO_0000019,,
262,,7662,,B,,U,0,Autocuration,1,,CHEMBL615703,BAO_0000019,,
263,,7662,,B,,U,0,Autocuration,1,,CHEMBL615704,BAO_0000019,,
264,,12211,,F,,H,6,Autocuration,1,,CHEMBL615705,BAO_0000019,,
265,,12211,,F,,H,6,Autocuration,1,,CHEMBL615706,BAO_0000019,,
266,Ileum,12211,,F,,D,9,Intermediate,1,,CHEMBL615707,BAO_0000221,2116.0,
267,,12211,,F,,H,8,Expert,1,,CHEMBL615708,BAO_0000019,,
268,,15453,,B,,H,8,Autocuration,1,,CHEMBL615709,BAO_0000357,,
269,,11884,,F,,U,0,Autocuration,1,,CHEMBL615710,BAO_0000218,,
270,,7185,,F,,H,8,Autocuration,1,,CHEMBL615711,BAO_0000019,,
271,,6876,,B,,D,9,Expert,1,,CHEMBL615712,BAO_0000357,,
272,,6876,,B,,D,9,Expert,1,,CHEMBL836325,BAO_0000357,,
273,,11863,,F,,H,8,Autocuration,1,,CHEMBL615713,BAO_0000019,,
274,,11863,,B,,H,8,Autocuration,1,,CHEMBL615714,BAO_0000357,,
275,,11863,,F,,H,8,Autocuration,1,,CHEMBL615715,BAO_0000019,,
276,,11863,,F,,H,8,Autocuration,1,,CHEMBL615716,BAO_0000019,,
277,,4639,,F,,H,4,Autocuration,1,,CHEMBL615717,BAO_0000019,,
278,,15796,,B,,H,8,Expert,1,,CHEMBL881818,BAO_0000019,,
279,,15796,,B,,H,8,Expert,1,,CHEMBL884540,BAO_0000357,,
280,,12801,,B,,D,5,Autocuration,1,,CHEMBL615718,BAO_0000224,,
281,,12801,,B,,H,4,Autocuration,1,,CHEMBL615719,BAO_0000224,,
282,,12120,,B,,H,4,Autocuration,1,,CHEMBL615720,BAO_0000249,,
283,,12120,,B,,H,4,Autocuration,1,,CHEMBL615721,BAO_0000249,,
284,,11963,,B,,H,4,Autocuration,1,,CHEMBL615722,BAO_0000019,,
285,,11701,,F,,H,8,Autocuration,1,,CHEMBL615723,BAO_0000019,,
286,Hippocampus,9995,,B,,H,8,Autocuration,1,,CHEMBL615724,BAO_0000221,10000000.0,
287,Hippocampus,9995,,B,,H,8,Autocuration,1,,CHEMBL615725,BAO_0000221,10000000.0,
288,Hippocampus,9995,,B,,H,8,Autocuration,1,,CHEMBL615726,BAO_0000221,10000000.0,
289,,16394,,F,,H,8,Autocuration,1,,CHEMBL615727,BAO_0000218,,
290,,11574,,F,,D,9,Intermediate,1,,CHEMBL615728,BAO_0000019,,
291,,15779,449.0,B,,H,8,Autocuration,1,,CHEMBL857971,BAO_0000219,,
292,,15363,,B,,H,8,Autocuration,1,,CHEMBL615729,BAO_0000357,,
293,,15363,,F,,D,9,Expert,1,,CHEMBL615730,BAO_0000019,,
294,,15329,,F,,H,8,Expert,1,,CHEMBL615731,BAO_0000019,,
295,,15329,,F,,H,8,Expert,1,,CHEMBL615732,BAO_0000019,,
296,,15329,,F,,H,8,Expert,1,,CHEMBL615733,BAO_0000019,,
297,,15329,,F,,H,8,Expert,1,,CHEMBL615734,BAO_0000019,,
298,,15329,,F,,H,8,Autocuration,1,,CHEMBL615735,BAO_0000019,,
299,,15329,,F,,H,8,Expert,1,,CHEMBL615736,BAO_0000019,,
300,Ileum,273,,F,,D,9,Intermediate,1,,CHEMBL615737,BAO_0000221,2116.0,
301,Ileum,273,,F,,D,9,Intermediate,1,,CHEMBL615738,BAO_0000221,2116.0,
302,Ileum,273,,F,,D,9,Intermediate,1,,CHEMBL615739,BAO_0000221,2116.0,
303,,12092,,B,,H,8,Autocuration,1,,CHEMBL615278,BAO_0000357,,
304,,1317,,F,,D,9,Expert,1,,CHEMBL615279,BAO_0000019,,
305,,12409,,B,,H,8,Expert,1,,CHEMBL615280,BAO_0000357,,
306,,11126,,B,,U,0,Autocuration,1,,CHEMBL615281,BAO_0000019,,
307,,11126,,F,,U,0,Autocuration,1,,CHEMBL615282,BAO_0000019,,
308,,11126,,F,,U,0,Autocuration,1,,CHEMBL615283,BAO_0000019,,
309,,11126,649.0,B,,N,1,Autocuration,1,,CHEMBL615284,BAO_0000219,,
310,,11126,,B,,U,0,Autocuration,1,,CHEMBL615285,BAO_0000019,,
311,,11126,,B,,U,0,Autocuration,1,,CHEMBL615286,BAO_0000019,,
312,,17807,,B,,D,7,Autocuration,1,,CHEMBL615287,BAO_0000219,,
313,,16575,,F,,S,2,Intermediate,1,,CHEMBL615288,BAO_0000220,,
314,,15407,,B,,S,2,Intermediate,1,,CHEMBL615289,BAO_0000220,,
315,,10797,478.0,F,,N,1,Intermediate,1,,CHEMBL615290,BAO_0000219,,
316,,10797,478.0,F,,N,1,Intermediate,1,,CHEMBL884522,BAO_0000219,,
317,,3469,,F,,U,0,Autocuration,1,,CHEMBL615291,BAO_0000019,,
318,,16037,,B,,M,3,Intermediate,1,,CHEMBL615292,BAO_0000225,,
319,,16037,,B,,M,3,Intermediate,1,,CHEMBL615293,BAO_0000225,,
320,,16037,,B,,M,3,Intermediate,1,,CHEMBL615294,BAO_0000225,,
321,,16037,,B,,M,3,Intermediate,1,,CHEMBL615295,BAO_0000225,,
322,,16524,,F,,U,0,Autocuration,1,,CHEMBL825021,BAO_0000019,,
323,,16524,,F,,U,0,Autocuration,1,,CHEMBL615296,BAO_0000019,,
324,,16524,,F,,U,0,Autocuration,1,,CHEMBL615297,BAO_0000019,,
325,,16758,,F,,U,0,Autocuration,1,,CHEMBL615298,BAO_0000019,,
