confidence_score,doc_id,tissue_id,assay_type,assay_subcellular_fraction,src_assay_id,curated_by,chembl_id,src_id,assay_tissue,variant_id,assay_id,assay_test_type,relationship_type,bao_format,assay_cell_type,assay_tax_id,assay_category,assay_organism,description,assay_strain,tid,cell_id
1.0,3547.0,,F,,,Intermediate,CHEMBL615185,1.0,,,62.0,,N,BAO_0000219,1A9,9606.0,,Homo sapiens,Cytotoxic activity against human ovarian cancer (1A9) cell line,,80002.0,506.0
1.0,3547.0,,F,,,Intermediate,CHEMBL615186,1.0,,,63.0,,N,BAO_0000219,1A9,9606.0,,Homo sapiens,Cytotoxic activity against human ovarian cancer (1A9) cell line; ND=Not determined,,80002.0,506.0
1.0,6726.0,,F,,,Intermediate,CHEMBL615187,1.0,,,64.0,,N,BAO_0000219,1A9,9606.0,,Homo sapiens,Effective dose of compound against replication of 1A9 cell line was evaluated,,80002.0,506.0
1.0,3455.0,,F,,,Expert,CHEMBL885343,1.0,,,65.0,,N,BAO_0000219,1A9,9606.0,,Homo sapiens,In vitro cytotoxic activity was determined against ovarian cancer (1A9) cell line,,80002.0,506.0
1.0,5726.0,,F,,,Intermediate,CHEMBL615188,1.0,,,66.0,,N,BAO_0000219,1A9,9606.0,,Homo sapiens,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line),,80002.0,506.0
1.0,5726.0,,F,,,Intermediate,CHEMBL615189,1.0,,,67.0,,N,BAO_0000219,1A9,9606.0,,Homo sapiens,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line); NA is not active,,80002.0,506.0
1.0,5726.0,,F,,,Intermediate,CHEMBL615190,1.0,,,68.0,,N,BAO_0000219,1A9,9606.0,,Homo sapiens,In vitro percent inhibition evaluated against human ovarian cancer (1A9 cell line) at >20 ug/mL,,80002.0,506.0
1.0,3395.0,,F,,,Intermediate,CHEMBL615191,1.0,,,69.0,,N,BAO_0000219,1A9,9606.0,,Homo sapiens,Inhibitory activity against Taxol resistant 1A9 cell lines,,80002.0,506.0
1.0,3415.0,,F,,,Expert,CHEMBL615192,1.0,,,70.0,,N,BAO_0000219,1A9,9606.0,,Homo sapiens,Cytotoxicity against human ovarian cancer (1A9) cell lines.,,80002.0,506.0
1.0,3415.0,,F,,,Expert,CHEMBL827083,1.0,,,71.0,,N,BAO_0000219,1A9,9606.0,,Homo sapiens,Percentage inhibition of human ovarian cancer (1A9) cell lines.,,80002.0,506.0
1.0,17099.0,,F,,,Expert,CHEMBL615193,1.0,,,72.0,,N,BAO_0000219,1A9,9606.0,,Homo sapiens,Effective dose required for inhibitory activity against 1A9 human tumor cell line.,,80002.0,506.0
1.0,17099.0,,F,,,Intermediate,CHEMBL615194,1.0,,,73.0,,N,BAO_0000219,1A9,9606.0,,Homo sapiens,Percent inhibition against 1A9 human tumor cell line at 0.10 ug/mL,,80002.0,506.0
1.0,17099.0,,F,,,Intermediate,CHEMBL615195,1.0,,,74.0,,N,BAO_0000219,1A9,9606.0,,Homo sapiens,Percent inhibition against 1A9 human tumor cell line at <0.00008 ug/mL,,80002.0,506.0
1.0,17099.0,,F,,,Intermediate,CHEMBL615196,1.0,,,75.0,,N,BAO_0000219,1A9,9606.0,,Homo sapiens,Percent inhibition against 1A9 human tumor cell line at >10 ug/mL,,80002.0,506.0
1.0,17721.0,,F,,,Intermediate,CHEMBL615197,1.0,,,76.0,,N,BAO_0000219,Jurkat,9606.0,,Homo sapiens,Inhibitory concentration against Jurkat cells,,81072.0,503.0
0.0,1229.0,,F,,,Intermediate,CHEMBL615198,1.0,,,77.0,,U,BAO_0000019,,,,,In vitro anticancer activity against 2 NCI SCLC cell lines; inactive,,22226.0,
9.0,11347.0,,A,,,Expert,CHEMBL615199,1.0,,,78.0,,D,BAO_0000357,,10116.0,,Rattus norvegicus,Inhibition of cytochrome P450 progesterone 2-alpha-hydroxylase,,100121.0,
8.0,17117.0,,B,,,Expert,CHEMBL615200,1.0,,,79.0,,H,BAO_0000357,,,,,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",,11231.0,
8.0,17117.0,,B,,,Expert,CHEMBL615201,1.0,,,80.0,,H,BAO_0000357,,,,,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",,11231.0,
8.0,17117.0,,B,,,Expert,CHEMBL615202,1.0,,,81.0,,H,BAO_0000357,,,,,"In vitro inhibition of human 2,3-oxidosqualene cyclase at 100 nM.",,11231.0,
8.0,11375.0,,B,Microsomes,,Autocuration,CHEMBL615203,1.0,,,82.0,,H,BAO_0000251,,5476.0,,Candida albicans,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Candida albicans microsomes",,11231.0,
8.0,11375.0,,B,Microsomes,,Autocuration,CHEMBL615204,1.0,,,83.0,,H,BAO_0000251,,5476.0,,Candida albicans,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Candida albicans microsomes",,11231.0,
8.0,11375.0,,B,Microsomes,,Autocuration,CHEMBL615205,1.0,,,84.0,,H,BAO_0000251,,4932.0,,Saccharomyces cerevisiae,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Saccharomyces cerevisiae microsomes",,11231.0,
8.0,11375.0,,B,Microsomes,,Autocuration,CHEMBL615206,1.0,,,85.0,,H,BAO_0000251,,4932.0,,Saccharomyces cerevisiae,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Saccharomyces cerevisiae microsomes",,11231.0,
8.0,11375.0,2107.0,B,Microsomes,,Autocuration,CHEMBL615207,1.0,Liver,,86.0,,H,BAO_0000251,,9823.0,,Sus scrofa,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in pig liver microsomes",,12083.0,
8.0,791.0,,B,,,Autocuration,CHEMBL827084,1.0,,,87.0,,H,BAO_0000019,,10116.0,,Rattus norvegicus,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase",,11231.0,
8.0,791.0,,B,,,Autocuration,CHEMBL615208,1.0,,,88.0,,H,BAO_0000019,,10116.0,,Rattus norvegicus,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase (OSC)",,11231.0,
8.0,791.0,,B,,,Autocuration,CHEMBL615209,1.0,,,89.0,,H,BAO_0000019,,10116.0,,Rattus norvegicus,"Evaluated for its activity to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase, activity expressed as Ki",,11231.0,
9.0,11375.0,2107.0,B,Microsomes,,Autocuration,CHEMBL615210,1.0,Liver,,90.0,,D,BAO_0000251,,10116.0,,Rattus norvegicus,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in rat liver microsomes",,12083.0,
9.0,11375.0,2107.0,B,Microsomes,,Autocuration,CHEMBL615211,1.0,Liver,,91.0,,D,BAO_0000251,,10116.0,,Rattus norvegicus,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",,12083.0,
9.0,153.0,2107.0,B,Microsomes,,Autocuration,CHEMBL615212,1.0,Liver,,92.0,,D,BAO_0000251,,10116.0,,Rattus norvegicus,"Compound was evaluated for inhibitory activity against 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",,12083.0,
8.0,8269.0,,B,,,Expert,CHEMBL615213,1.0,,,93.0,,H,BAO_0000357,,,,,Molar concentration needed to give 50% prevention of 2-5A (Adenosine dependent endoribonuclease),,11377.0,
8.0,8269.0,,B,,,Expert,CHEMBL615273,1.0,,,94.0,,H,BAO_0000357,,,,,Molar concentration required to displace 50% of the radiolabeled probe from 2-5A (Adenosine dependent endoribonuclease) in endonuclease-nitrocellulose complex,,11377.0,
1.0,17653.0,,F,,,Expert,CHEMBL615274,1.0,,,95.0,,N,BAO_0000219,HepG2,9606.0,,Homo sapiens,In vitro cytotoxic concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,,81020.0,726.0
1.0,14277.0,,F,,,Intermediate,CHEMBL615275,1.0,,,96.0,,N,BAO_0000219,HepG2,9606.0,,Homo sapiens,50% Effective concentration of compound required for inhibiting intracellular viral replicative intermediate DNA in HBV-transfected 2.2.15 cell line.,,81020.0,726.0
1.0,1717.0,,F,,,Intermediate,CHEMBL615276,1.0,,,97.0,,N,BAO_0000219,HepG2,9606.0,,Homo sapiens,Antiviral activity against Hepatitis B virus in 2.2.15 cell line,,81020.0,726.0
1.0,14091.0,,F,,,Intermediate,CHEMBL615277,1.0,,,98.0,,N,BAO_0000219,HepG2,9606.0,,Homo sapiens,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells,,81020.0,726.0
1.0,14091.0,,F,,,Intermediate,CHEMBL615326,1.0,,,99.0,,N,BAO_0000219,HepG2,9606.0,,Homo sapiens,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells; Not determined,,81020.0,726.0
1.0,17653.0,,F,,,Expert,CHEMBL883130,1.0,,,100.0,,N,BAO_0000218,,10407.0,,Hepatitis B virus,In vitro effective concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,,50606.0,
1.0,13105.0,,F,,,Intermediate,CHEMBL884519,1.0,,,101.0,,N,BAO_0000219,HepG2,9606.0,,Homo sapiens,Ability to inhibit the episomal HBV-DNA in 2.2.15 cells.,,81020.0,726.0
1.0,1717.0,,F,,,Intermediate,CHEMBL615327,1.0,,,102.0,,N,BAO_0000219,HepG2,9606.0,,Homo sapiens,Concentration required to inhibit 50% of 2.2.15 cell line,,81020.0,726.0
1.0,13105.0,,A,,,Intermediate,CHEMBL615328,1.0,,,103.0,,N,BAO_0000219,HepG2,9606.0,,Homo sapiens,Anti viral activity against 2.2.15 cells (concentration required to reduce the log phase cell growth by 50%).,,81020.0,726.0
1.0,13600.0,,F,,,Intermediate,CHEMBL615329,1.0,,,104.0,,N,BAO_0000218,2.2.15,9606.0,,Homo sapiens,Cytotoxic activity of compound against uninfected 2.2.15 cells.,,50587.0,
1.0,13467.0,,F,,,Intermediate,CHEMBL615330,1.0,,,105.0,,N,BAO_0000218,2.2.15,9606.0,,Homo sapiens,Anti hepatitis-B virus activity was evaluated in 2.2.15 cells.,,50587.0,
1.0,17477.0,,F,,,Expert,CHEMBL615331,1.0,,,106.0,,N,BAO_0000218,2.2.15,10407.0,,Hepatitis B virus,"Inhibition of the replication of HBV in 2.2.15 cells, by DNA hybridization assay",,50606.0,
1.0,1593.0,,F,,,Intermediate,CHEMBL615332,1.0,,,107.0,,N,BAO_0000218,2.2.15,9606.0,,Homo sapiens,In vitro anti-HBV activity in 2.2.15 cells,,50587.0,
1.0,1593.0,,F,,,Intermediate,CHEMBL615333,1.0,,,108.0,,N,BAO_0000218,2.2.15,9606.0,,Homo sapiens,In vitro anti-HBV activity in 2.2.15 cells; Not determined,,50587.0,
1.0,15089.0,,F,,,Intermediate,CHEMBL615334,1.0,,,109.0,,N,BAO_0000218,2.2.15,9606.0,,Homo sapiens,The compound was tested in vitro for the anti-HBV activity against 2.2.15 cells,,50587.0,
1.0,15089.0,,F,,,Intermediate,CHEMBL615335,1.0,,,110.0,,N,BAO_0000218,2.2.15,9606.0,,Homo sapiens,The compound was tested in vitro for the anti-HBV activity in 2.2.15 cells,,50587.0,
1.0,1593.0,,F,,,Intermediate,CHEMBL615336,1.0,,,111.0,,N,BAO_0000218,2.2.15,9606.0,,Homo sapiens,Cytotoxicity in 2.2.15 cells,,50587.0,
1.0,1593.0,,F,,,Intermediate,CHEMBL615337,1.0,,,112.0,,N,BAO_0000218,2.2.15,9606.0,,Homo sapiens,Cytotoxicity in 2.2.15 cells; Not determined,,50587.0,
1.0,13600.0,,F,,,Intermediate,CHEMBL615338,1.0,,,113.0,,N,BAO_0000218,2.2.15,9606.0,,Homo sapiens,Inhibitory activity of compound against hepatitis B virus (HBV) in growing cultures of 2.2.15 cells,,50587.0,
1.0,13467.0,,F,,,Intermediate,CHEMBL615339,1.0,,,114.0,,N,BAO_0000218,2.2.15,9606.0,,Homo sapiens,The growth inhibition activity for the compound was evaluated in 2.2.15 cells.,,50587.0,
1.0,13467.0,,F,,,Intermediate,CHEMBL615340,1.0,,,115.0,,N,BAO_0000218,2.2.15,9606.0,,Homo sapiens,Selectivity index was determined from the ratio of IC50 to the EC50 values evaluated in 2.2.15 cells.,,50587.0,
1.0,14764.0,,F,,,Intermediate,CHEMBL615341,1.0,,,116.0,,N,BAO_0000219,HepG2,9606.0,,Homo sapiens,Antiviral activity against HBV was determined in 2.215 cell line,,81020.0,726.0
0.0,6531.0,,B,Microsomes,,Autocuration,CHEMBL615342,1.0,,,117.0,,U,BAO_0000251,,9606.0,,Homo sapiens,Inhibition of 20-HETE synthesis in human renal microsomes,,22226.0,
0.0,17322.0,,B,,,Autocuration,CHEMBL615343,1.0,,,118.0,,U,BAO_0000019,,,,,Inhibitory activity against 20-HETE production from arachidonic acid using human renal microsome 20-HETE synthase.,,22226.0,
1.0,17072.0,,F,,,Intermediate,CHEMBL615344,1.0,,,119.0,,N,BAO_0000219,2008,9606.0,,Homo sapiens,Inhibitory concentration against 2008 (ovarian) cells,,80612.0,388.0
1.0,16936.0,,F,,,Intermediate,CHEMBL615345,1.0,,,120.0,,N,BAO_0000219,2008,9606.0,,Homo sapiens,50% Growth inhibitory concentration( GI 50 ) by using 2008 human ovarian carcinoma cell lines.,,80612.0,388.0
1.0,16936.0,,F,,,Intermediate,CHEMBL615346,1.0,,,121.0,,N,BAO_0000219,2008,9606.0,,Homo sapiens,Compound was tested for 50% growth inhibitory concentration by using human ovarian carcinoma cell lines (2008),,80612.0,388.0
1.0,17146.0,,F,,,Intermediate,CHEMBL615347,1.0,,,122.0,,N,BAO_0000219,2008,9606.0,,Homo sapiens,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells,,80612.0,388.0
1.0,17146.0,,F,,,Intermediate,CHEMBL615348,1.0,,,123.0,,N,BAO_0000219,2008,9606.0,,Homo sapiens,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells; not detected,,80612.0,388.0
1.0,10797.0,,F,,,Intermediate,CHEMBL827085,1.0,,,124.0,,N,BAO_0000219,2008/R,9606.0,,Homo sapiens,In vitro inhibition of 2008/R ovarian cancer cell line,,80613.0,561.0
