actor_id,film_id,title,description,release_year,language_id,original_language_id,rental_duration,rental_rate,length,replacement_cost,rating,language,first_name,last_name
10,251,DRAGONFLY STRANGERS,A Boring Documentary of a Pioneer And a Man who must Vanquish a Man in Nigeria,2006,1,,6,4.99,133,19.99,NC-17,English,CHRISTIAN,GABLE
10,964,WATERFRONT DELIVERANCE,A Unbelieveable Documentary of a Dentist And a Technical Writer who must Build a Womanizer in Nigeria,2006,1,,4,4.99,61,17.99,G,English,CHRISTIAN,GABLE
10,1,ACADEMY DINOSAUR,A Epic Drama of a Feminist And a Mad Scientist who must Battle a Teacher in The Canadian Rockies,2006,1,,6,0.99,86,20.99,PG,English,CHRISTIAN,GABLE
10,480,JEEPERS WEDDING,A Astounding Display of a Composer And a Dog who must Kill a Pastry Chef in Soviet Georgia,2006,1,,3,2.99,84,29.99,R,English,CHRISTIAN,GABLE
23,782,SHAKESPEARE SADDLE,A Fast-Paced Panorama of a Lumberjack And a Database Administrator who must Defeat a Madman in A MySQL Convention,2006,1,,6,2.99,60,26.99,PG-13,English,SANDRA,KILMER
23,536,LOVELY JINGLE,A Fanciful Yarn of a Crocodile And a Forensic Psychologist who must Discover a Crocodile in The Outback,2006,1,,3,2.99,65,18.99,PG,English,SANDRA,KILMER
23,649,OZ LIAISONS,A Epic Yarn of a Mad Scientist And a Cat who must Confront a Womanizer in A Baloon Factory,2006,1,,4,2.99,85,14.99,R,English,SANDRA,KILMER
23,117,CANDLES GRAPES,A Fanciful Character Study of a Monkey And a Explorer who must Build a Astronaut in An Abandoned Fun House,2006,1,,6,4.99,135,15.99,NC-17,English,SANDRA,KILMER
23,842,STATE WASTELAND,A Beautiful Display of a Cat And a Pastry Chef who must Outrace a Mad Cow in A Jet Boat,2006,1,,4,2.99,113,13.99,NC-17,English,SANDRA,KILMER
23,826,SPEED SUIT,A Brilliant Display of a Frisbee And a Mad Scientist who must Succumb a Robot in Ancient China,2006,1,,7,4.99,124,19.99,PG-13,English,SANDRA,KILMER
23,370,GORGEOUS BINGO,A Action-Packed Display of a Sumo Wrestler And a Car who must Overcome a Waitress in A Baloon Factory,2006,1,,4,2.99,108,26.99,R,English,SANDRA,KILMER
23,833,SPLENDOR PATTON,A Taut Story of a Dog And a Explorer who must Find a Astronaut in Berlin,2006,1,,5,0.99,134,20.99,R,English,SANDRA,KILMER
23,636,OLEANDER CLUE,A Boring Story of a Teacher And a Monkey who must Succumb a Forensic Psychologist in A Jet Boat,2006,1,,5,0.99,161,12.99,PG,English,SANDRA,KILMER
23,691,POSEIDON FOREVER,A Thoughtful Epistle of a Womanizer And a Monkey who must Vanquish a Dentist in A Monastery,2006,1,,6,4.99,159,29.99,PG-13,English,SANDRA,KILMER
23,449,IDENTITY LOVER,A Boring Tale of a Composer And a Mad Cow who must Defeat a Car in The Outback,2006,1,,4,2.99,119,12.99,PG-13,English,SANDRA,KILMER
84,782,SHAKESPEARE SADDLE,A Fast-Paced Panorama of a Lumberjack And a Database Administrator who must Defeat a Madman in A MySQL Convention,2006,1,,6,2.99,60,26.99,PG-13,English,JAMES,PITT
84,729,RIDER CADDYSHACK,A Taut Reflection of a Monkey And a Womanizer who must Chase a Moose in Nigeria,2006,1,,5,2.99,177,28.99,PG,English,JAMES,PITT
84,19,AMADEUS HOLY,A Emotional Display of a Pioneer And a Technical Writer who must Battle a Man in A Baloon,2006,1,,6,0.99,113,20.99,PG,English,JAMES,PITT
84,413,HEDWIG ALTER,A Action-Packed Yarn of a Womanizer And a Lumberjack who must Chase a Sumo Wrestler in A Monastery,2006,1,,7,2.99,169,16.99,NC-17,English,JAMES,PITT
84,809,SLIPPER FIDELITY,A Taut Reflection of a Secret Agent And a Man who must Redeem a Explorer in A MySQL Convention,2006,1,,5,0.99,156,14.99,PG-13,English,JAMES,PITT
84,566,MAUDE MOD,A Beautiful Documentary of a Forensic Psychologist And a Cat who must Reach a Astronaut in Nigeria,2006,1,,6,0.99,72,20.99,R,English,JAMES,PITT
84,589,MODERN DORADO,A Awe-Inspiring Story of a Butler And a Sumo Wrestler who must Redeem a Boy in New Orleans,2006,1,,3,0.99,74,20.99,PG,English,JAMES,PITT
84,996,YOUNG LANGUAGE,A Unbelieveable Yarn of a Boat And a Database Administrator who must Meet a Boy in The First Manned Space Station,2006,1,,6,0.99,183,9.99,G,English,JAMES,PITT
119,782,SHAKESPEARE SADDLE,A Fast-Paced Panorama of a Lumberjack And a Database Administrator who must Defeat a Madman in A MySQL Convention,2006,1,,6,2.99,60,26.99,PG-13,English,WARREN,JACKMAN
119,87,BOONDOCK BALLROOM,A Fateful Panorama of a Crocodile And a Boy who must Defeat a Monkey in The Gulf of Mexico,2006,1,,7,0.99,76,14.99,NC-17,English,WARREN,JACKMAN
119,693,POTTER CONNECTICUT,A Thrilling Epistle of a Frisbee And a Cat who must Fight a Technical Writer in Berlin,2006,1,,5,2.99,115,16.99,PG,English,WARREN,JACKMAN
119,738,ROCKETEER MOTHER,A Awe-Inspiring Character Study of a Robot And a Sumo Wrestler who must Discover a Womanizer in A Shark Tank,2006,1,,3,0.99,178,27.99,PG-13,English,WARREN,JACKMAN
119,788,SHIP WONDERLAND,A Thrilling Saga of a Monkey And a Frisbee who must Escape a Explorer in The Outback,2006,1,,5,2.99,104,15.99,R,English,WARREN,JACKMAN
119,858,SUBMARINE BED,A Amazing Display of a Car And a Monkey who must Fight a Teacher in Soviet Georgia,2006,1,,5,4.99,127,21.99,R,English,WARREN,JACKMAN
119,173,CONFESSIONS MAGUIRE,A Insightful Story of a Car And a Boy who must Battle a Technical Writer in A Baloon,2006,1,,7,4.99,65,25.99,PG-13,English,WARREN,JACKMAN
119,900,TOWN ARK,A Awe-Inspiring Documentary of a Moose And a Madman who must Meet a Dog in An Abandoned Mine Shaft,2006,1,,6,2.99,136,17.99,R,English,WARREN,JACKMAN
119,21,AMERICAN CIRCUS,A Insightful Drama of a Girl And a Astronaut who must Face a Database Administrator in A Shark Tank,2006,1,,3,4.99,129,17.99,R,English,WARREN,JACKMAN
163,947,VISION TORQUE,A Thoughtful Documentary of a Dog And a Man who must Sink a Man in A Shark Tank,2006,1,,5,0.99,59,16.99,PG-13,English,CHRISTOPHER,WEST
163,304,FARGO GANDHI,A Thrilling Reflection of a Pastry Chef And a Crocodile who must Reach a Teacher in The Outback,2006,1,,3,2.99,130,28.99,G,English,CHRISTOPHER,WEST
163,303,FANTASY TROOPERS,A Touching Saga of a Teacher And a Monkey who must Overcome a Secret Agent in A MySQL Convention,2006,1,,6,0.99,58,27.99,PG-13,English,CHRISTOPHER,WEST
163,434,HORROR REIGN,A Touching Documentary of a A Shark And a Car who must Build a Husband in Nigeria,2006,1,,3,0.99,139,25.99,R,English,CHRISTOPHER,WEST
163,891,TIMBERLAND SKY,A Boring Display of a Man And a Dog who must Redeem a Girl in A U-Boat,2006,1,,3,0.99,69,13.99,G,English,CHRISTOPHER,WEST
163,394,HAMLET WISDOM,A Touching Reflection of a Man And a Man who must Sink a Robot in The Outback,2006,1,,7,2.99,146,21.99,R,English,CHRISTOPHER,WEST
163,283,ENDING CROWDS,A Unbelieveable Display of a Dentist And a Madman who must Vanquish a Squirrel in Berlin,2006,1,,6,0.99,85,10.99,NC-17,English,CHRISTOPHER,WEST
163,785,SHAWSHANK BUBBLE,A Lacklusture Story of a Moose And a Monkey who must Confront a Butler in An Abandoned Amusement Park,2006,1,,6,4.99,80,20.99,PG,English,CHRISTOPHER,WEST
64,87,BOONDOCK BALLROOM,A Fateful Panorama of a Crocodile And a Boy who must Defeat a Monkey in The Gulf of Mexico,2006,1,,7,0.99,76,14.99,NC-17,English,RAY,JOHANSSON
64,280,EMPIRE MALKOVICH,A Amazing Story of a Feminist And a Cat who must Face a Car in An Abandoned Fun House,2006,1,,7,0.99,177,26.99,G,English,RAY,JOHANSSON
64,980,WIZARD COLDBLOODED,A Lacklusture Display of a Robot And a Girl who must Defeat a Sumo Wrestler in A MySQL Convention,2006,1,,4,4.99,75,12.99,PG,English,RAY,JOHANSSON
64,557,MANCHURIAN CURTAIN,A Stunning Tale of a Mad Cow And a Boy who must Battle a Boy in Berlin,2006,1,,5,2.99,177,27.99,PG,English,RAY,JOHANSSON
64,345,GABLES METROPOLIS,A Fateful Display of a Cat And a Pioneer who must Challenge a Pastry Chef in A Baloon Factory,2006,1,,3,0.99,161,17.99,PG,English,RAY,JOHANSSON
64,37,ARIZONA BANG,A Brilliant Panorama of a Mad Scientist And a Mad Cow who must Meet a Pioneer in A Monastery,2006,1,,3,2.99,121,28.99,PG,English,RAY,JOHANSSON
64,10,ALADDIN CALENDAR,A Action-Packed Tale of a Man And a Lumberjack who must Reach a Feminist in Ancient China,2006,1,,6,4.99,63,24.99,NC-17,English,RAY,JOHANSSON
64,616,NATIONAL STORY,A Taut Epistle of a Mad Scientist And a Girl who must Escape a Monkey in California,2006,1,,4,2.99,92,19.99,NC-17,English,RAY,JOHANSSON
64,921,UNCUT SUICIDES,A Intrepid Yarn of a Explorer And a Pastry Chef who must Pursue a Mad Cow in A U-Boat,2006,1,,7,2.99,172,29.99,PG-13,English,RAY,JOHANSSON
3,87,BOONDOCK BALLROOM,A Fateful Panorama of a Crocodile And a Boy who must Defeat a Monkey in The Gulf of Mexico,2006,1,,7,0.99,76,14.99,NC-17,English,ED,CHASE
3,453,IMAGE PRINCESS,A Lacklusture Panorama of a Secret Agent And a Crocodile who must Discover a Madman in The Canadian Rockies,2006,1,,3,2.99,178,17.99,PG-13,English,ED,CHASE
3,329,FORREST SONS,A Thrilling Documentary of a Forensic Psychologist And a Butler who must Defeat a Explorer in A Jet Boat,2006,1,,4,2.99,63,15.99,R,English,ED,CHASE
3,42,ARTIST COLDBLOODED,A Stunning Reflection of a Robot And a Moose who must Challenge a Woman in California,2006,1,,5,2.99,170,10.99,NC-17,English,ED,CHASE
3,341,FROST HEAD,A Amazing Reflection of a Lumberjack And a Cat who must Discover a Husband in A MySQL Convention,2006,1,,5,0.99,82,13.99,PG,English,ED,CHASE
3,971,WHALE BIKINI,A Intrepid Story of a Pastry Chef And a Database Administrator who must Kill a Feminist in A MySQL Convention,2006,1,,4,4.99,109,11.99,PG-13,English,ED,CHASE
3,17,ALONE TRIP,A Fast-Paced Character Study of a Composer And a Dog who must Outgun a Boat in An Abandoned Fun House,2006,1,,3,0.99,82,14.99,R,English,ED,CHASE
21,87,BOONDOCK BALLROOM,A Fateful Panorama of a Crocodile And a Boy who must Defeat a Monkey in The Gulf of Mexico,2006,1,,7,0.99,76,14.99,NC-17,English,KIRSTEN,PALTROW
21,426,HOME PITY,A Touching Panorama of a Man And a Secret Agent who must Challenge a Teacher in A MySQL Convention,2006,1,,7,4.99,185,15.99,R,English,KIRSTEN,PALTROW
21,798,SILVERADO GOLDFINGER,A Stunning Epistle of a Sumo Wrestler And a Man who must Challenge a Waitress in Ancient India,2006,1,,4,4.99,74,11.99,PG,English,KIRSTEN,PALTROW
21,398,HANOVER GALAXY,A Stunning Reflection of a Girl And a Secret Agent who must Succumb a Boy in A MySQL Convention,2006,1,,5,4.99,47,21.99,NC-17,English,KIRSTEN,PALTROW
21,321,FLASH WARS,A Astounding Saga of a Moose And a Pastry Chef who must Chase a Student in The Gulf of Mexico,2006,1,,3,4.99,123,21.99,NC-17,English,KIRSTEN,PALTROW
21,88,BORN SPINAL,A Touching Epistle of a Frisbee And a Husband who must Pursue a Student in Nigeria,2006,1,,7,4.99,179,17.99,PG,English,KIRSTEN,PALTROW
21,804,SLEEPING SUSPECTS,A Stunning Reflection of a Sumo Wrestler And a Explorer who must Sink a Frisbee in A MySQL Convention,2006,1,,7,4.99,129,13.99,PG-13,English,KIRSTEN,PALTROW
21,159,CLOSER BANG,A Unbelieveable Panorama of a Frisbee And a Hunter who must Vanquish a Monkey in Ancient India,2006,1,,5,4.99,58,12.99,R,English,KIRSTEN,PALTROW
168,685,PLATOON INSTINCT,A Thrilling Panorama of a Man And a Woman who must Reach a Woman in Australia,2006,1,,6,4.99,132,10.99,PG-13,English,WILL,WILSON
168,56,BAREFOOT MANCHURIAN,A Intrepid Story of a Cat And a Student who must Vanquish a Girl in An Abandoned Amusement Park,2006,1,,6,2.99,129,15.99,G,English,WILL,WILSON
168,652,PAJAMA JAWBREAKER,A Emotional Drama of a Boy And a Technical Writer who must Redeem a Sumo Wrestler in California,2006,1,,3,0.99,126,14.99,R,English,WILL,WILSON
168,438,HUMAN GRAFFITI,A Beautiful Reflection of a Womanizer And a Sumo Wrestler who must Chase a Database Administrator in The Gulf of Mexico,2006,1,,3,2.99,68,22.99,NC-17,English,WILL,WILSON
168,892,TITANIC BOONDOCK,A Brilliant Reflection of a Feminist And a Dog who must Fight a Boy in A Baloon Factory,2006,1,,3,4.99,104,18.99,R,English,WILL,WILSON
168,115,CAMPUS REMEMBER,A Astounding Drama of a Crocodile And a Mad Cow who must Build a Robot in A Jet Boat,2006,1,,5,2.99,167,27.99,R,English,WILL,WILSON
168,886,THEORY MERMAID,A Fateful Yarn of a Composer And a Monkey who must Vanquish a Womanizer in The First Manned Space Station,2006,1,,5,0.99,184,9.99,PG-13,English,WILL,WILSON
168,889,TIES HUNGER,A Insightful Saga of a Astronaut And a Explorer who must Pursue a Mad Scientist in A U-Boat,2006,1,,3,4.99,111,28.99,R,English,WILL,WILSON
144,135,CHANCE RESURRECTION,A Astounding Story of a Forensic Psychologist And a Forensic Psychologist who must Overcome a Moose in Ancient China,2006,1,,3,2.99,70,22.99,R,English,ANGELA,WITHERSPOON
144,67,BERETS AGENT,A Taut Saga of a Crocodile And a Boy who must Overcome a Technical Writer in Ancient China,2006,1,,5,2.99,77,24.99,PG-13,English,ANGELA,WITHERSPOON
144,312,FIDDLER LOST,A Boring Tale of a Squirrel And a Dog who must Challenge a Madman in The Gulf of Mexico,2006,1,,4,4.99,75,20.99,R,English,ANGELA,WITHERSPOON
144,702,PULP BEVERLY,A Unbelieveable Display of a Dog And a Crocodile who must Outrace a Man in Nigeria,2006,1,,4,2.99,89,12.99,G,English,ANGELA,WITHERSPOON
144,164,COAST RAINBOW,A Astounding Documentary of a Mad Cow And a Pioneer who must Challenge a Butler in The Sahara Desert,2006,1,,4,0.99,55,20.99,PG,English,ANGELA,WITHERSPOON
144,90,BOULEVARD MOB,A Fateful Epistle of a Moose And a Monkey who must Confront a Lumberjack in Ancient China,2006,1,,3,0.99,63,11.99,R,English,ANGELA,WITHERSPOON
144,393,HALLOWEEN NUTS,A Amazing Panorama of a Forensic Psychologist And a Technical Writer who must Fight a Dentist in A U-Boat,2006,1,,6,2.99,47,19.99,PG-13,English,ANGELA,WITHERSPOON
144,127,CAT CONEHEADS,A Fast-Paced Panorama of a Girl And a A Shark who must Confront a Boy in Ancient India,2006,1,,5,4.99,112,14.99,G,English,ANGELA,WITHERSPOON
144,762,SASSY PACKER,A Fast-Paced Documentary of a Dog And a Teacher who must Find a Moose in A Manhattan Penthouse,2006,1,,6,0.99,154,29.99,G,English,ANGELA,WITHERSPOON
144,99,BRINGING HYSTERICAL,A Fateful Saga of a A Shark And a Technical Writer who must Find a Woman in A Jet Boat,2006,1,,7,2.99,136,14.99,PG,English,ANGELA,WITHERSPOON
144,123,CASABLANCA SUPER,A Amazing Panorama of a Crocodile And a Forensic Psychologist who must Pursue a Secret Agent in The First Manned Space Station,2006,1,,6,4.99,85,22.99,G,English,ANGELA,WITHERSPOON
140,135,CHANCE RESURRECTION,A Astounding Story of a Forensic Psychologist And a Forensic Psychologist who must Overcome a Moose in Ancient China,2006,1,,3,2.99,70,22.99,R,English,WHOOPI,HURT
140,742,ROOF CHAMPION,A Lacklusture Reflection of a Car And a Explorer who must Find a Monkey in A Baloon,2006,1,,7,0.99,101,25.99,R,English,WHOOPI,HURT
140,370,GORGEOUS BINGO,A Action-Packed Display of a Sumo Wrestler And a Car who must Overcome a Waitress in A Baloon Factory,2006,1,,4,2.99,108,26.99,R,English,WHOOPI,HURT
140,498,KILLER INNOCENT,A Fanciful Character Study of a Student And a Explorer who must Succumb a Composer in An Abandoned Mine Shaft,2006,1,,7,2.99,161,11.99,R,English,WHOOPI,HURT
140,731,RIGHT CRANES,A Fateful Character Study of a Boat And a Cat who must Find a Database Administrator in A Jet Boat,2006,1,,7,4.99,153,29.99,PG-13,English,WHOOPI,HURT
169,301,FAMILY SWEET,A Epic Documentary of a Teacher And a Boy who must Escape a Woman in Berlin,2006,1,,4,0.99,155,24.99,R,English,KENNETH,HOFFMAN
169,998,ZHIVAGO CORE,A Fateful Yarn of a Composer And a Man who must Face a Boy in The Canadian Rockies,2006,1,,6,0.99,105,10.99,NC-17,English,KENNETH,HOFFMAN
169,571,METAL ARMAGEDDON,A Thrilling Display of a Lumberjack And a Crocodile who must Meet a Monkey in A Baloon Factory,2006,1,,6,2.99,161,26.99,PG-13,English,KENNETH,HOFFMAN
169,694,PREJUDICE OLEANDER,A Epic Saga of a Boy And a Dentist who must Outrace a Madman in A U-Boat,2006,1,,6,4.99,98,15.99,PG-13,English,KENNETH,HOFFMAN
169,248,DOZEN LION,A Taut Drama of a Cat And a Girl who must Defeat a Frisbee in The Canadian Rockies,2006,1,,6,4.99,177,20.99,NC-17,English,KENNETH,HOFFMAN
169,849,STORM HAPPINESS,A Insightful Drama of a Feminist And a A Shark who must Vanquish a Boat in A Shark Tank,2006,1,,6,0.99,57,28.99,NC-17,English,KENNETH,HOFFMAN
169,93,BRANNIGAN SUNRISE,A Amazing Epistle of a Moose And a Crocodile who must Outrace a Dog in Berlin,2006,1,,4,4.99,121,27.99,PG,English,KENNETH,HOFFMAN
169,505,LABYRINTH LEAGUE,A Awe-Inspiring Saga of a Composer And a Frisbee who must Succumb a Pioneer in The Sahara Desert,2006,1,,6,2.99,46,24.99,PG-13,English,KENNETH,HOFFMAN
169,815,SNATCHERS MONTEZUMA,A Boring Epistle of a Sumo Wrestler And a Woman who must Escape a Man in The Canadian Rockies,2006,1,,4,2.99,74,14.99,PG-13,English,KENNETH,HOFFMAN
181,301,FAMILY SWEET,A Epic Documentary of a Teacher And a Boy who must Escape a Woman in Berlin,2006,1,,4,0.99,155,24.99,R,English,MATTHEW,CARREY
181,420,HOLES BRANNIGAN,A Fast-Paced Reflection of a Technical Writer And a Student who must Fight a Boy in The Canadian Rockies,2006,1,,7,4.99,128,27.99,PG,English,MATTHEW,CARREY
181,437,HOUSE DYNAMITE,A Taut Story of a Pioneer And a Squirrel who must Battle a Student in Soviet Georgia,2006,1,,7,2.99,109,13.99,R,English,MATTHEW,CARREY
181,546,MADRE GABLES,A Intrepid Panorama of a Sumo Wrestler And a Forensic Psychologist who must Discover a Moose in The First Manned Space Station,2006,1,,7,2.99,98,27.99,PG-13,English,MATTHEW,CARREY
181,5,AFRICAN EGG,A Fast-Paced Documentary of a Pastry Chef And a Dentist who must Pursue a Forensic Psychologist in The Gulf of Mexico,2006,1,,6,2.99,130,22.99,G,English,MATTHEW,CARREY
181,991,WORST BANGER,A Thrilling Drama of a Madman And a Dentist who must Conquer a Boy in The Outback,2006,1,,4,2.99,185,26.99,PG,English,MATTHEW,CARREY
181,744,ROOTS REMEMBER,A Brilliant Drama of a Mad Cow And a Hunter who must Escape a Hunter in Berlin,2006,1,,4,0.99,89,23.99,PG-13,English,MATTHEW,CARREY
181,604,MULAN MOON,A Emotional Saga of a Womanizer And a Pioneer who must Overcome a Dentist in A Baloon,2006,1,,4,0.99,160,10.99,G,English,MATTHEW,CARREY
181,921,UNCUT SUICIDES,A Intrepid Yarn of a Explorer And a Pastry Chef who must Pursue a Mad Cow in A U-Boat,2006,1,,7,2.99,172,29.99,PG-13,English,MATTHEW,CARREY
181,907,TRANSLATION SUMMER,A Touching Reflection of a Man And a Monkey who must Pursue a Womanizer in A MySQL Convention,2006,1,,4,0.99,168,10.99,PG-13,English,MATTHEW,CARREY
181,596,MOONSHINE CABIN,A Thoughtful Display of a Astronaut And a Feminist who must Chase a Frisbee in A Jet Boat,2006,1,,4,4.99,171,25.99,PG-13,English,MATTHEW,CARREY
78,301,FAMILY SWEET,A Epic Documentary of a Teacher And a Boy who must Escape a Woman in Berlin,2006,1,,4,0.99,155,24.99,R,English,GROUCHO,SINATRA
78,670,PELICAN COMFORTS,A Epic Documentary of a Boy And a Monkey who must Pursue a Astronaut in Berlin,2006,1,,4,4.99,48,17.99,PG,English,GROUCHO,SINATRA
78,549,MAGNOLIA FORRESTER,A Thoughtful Documentary of a Composer And a Explorer who must Conquer a Dentist in New Orleans,2006,1,,4,0.99,171,28.99,PG-13,English,GROUCHO,SINATRA
78,428,HOMICIDE PEACH,A Astounding Documentary of a Hunter And a Boy who must Confront a Boy in A MySQL Convention,2006,1,,6,2.99,141,21.99,PG-13,English,GROUCHO,SINATRA
78,239,DOGMA FAMILY,A Brilliant Character Study of a Database Administrator And a Monkey who must Succumb a Astronaut in New Orleans,2006,1,,5,4.99,122,16.99,G,English,GROUCHO,SINATRA
156,301,FAMILY SWEET,A Epic Documentary of a Teacher And a Boy who must Escape a Woman in Berlin,2006,1,,4,0.99,155,24.99,R,English,FAY,WOOD
156,462,INSIDER ARIZONA,A Astounding Saga of a Mad Scientist And a Hunter who must Pursue a Robot in A Baloon Factory,2006,1,,5,2.99,78,17.99,NC-17,English,FAY,WOOD
156,285,ENGLISH BULWORTH,A Intrepid Epistle of a Pastry Chef And a Pastry Chef who must Pursue a Crocodile in Ancient China,2006,1,,3,0.99,51,18.99,PG-13,English,FAY,WOOD
156,53,BANG KWAI,A Epic Drama of a Madman And a Cat who must Face a A Shark in An Abandoned Amusement Park,2006,1,,5,2.99,87,25.99,NC-17,English,FAY,WOOD
75,301,FAMILY SWEET,A Epic Documentary of a Teacher And a Boy who must Escape a Woman in Berlin,2006,1,,4,0.99,155,24.99,R,English,BURT,POSEY
75,143,CHILL LUCK,A Lacklusture Epistle of a Boat And a Technical Writer who must Fight a A Shark in The Canadian Rockies,2006,1,,6,0.99,142,17.99,PG,English,BURT,POSEY
75,446,HYSTERICAL GRAIL,A Amazing Saga of a Madman And a Dentist who must Build a Car in A Manhattan Penthouse,2006,1,,5,4.99,150,19.99,PG,English,BURT,POSEY
75,780,SENSIBILITY REAR,A Emotional Tale of a Robot And a Sumo Wrestler who must Redeem a Pastry Chef in A Baloon Factory,2006,1,,7,4.99,98,15.99,PG,English,BURT,POSEY
75,541,LUKE MUMMY,A Taut Character Study of a Boy And a Robot who must Redeem a Mad Scientist in Ancient India,2006,1,,5,2.99,74,21.99,NC-17,English,BURT,POSEY
75,222,DESERT POSEIDON,A Brilliant Documentary of a Butler And a Frisbee who must Build a Astronaut in New Orleans,2006,1,,4,4.99,64,27.99,R,English,BURT,POSEY
75,547,MAGIC MALLRATS,A Touching Documentary of a Pastry Chef And a Pastry Chef who must Build a Mad Scientist in California,2006,1,,3,0.99,117,19.99,PG,English,BURT,POSEY
75,12,ALASKA PHANTOM,A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia,2006,1,,6,0.99,136,22.99,PG,English,BURT,POSEY
75,508,LAMBS CINCINATTI,A Insightful Story of a Man And a Feminist who must Fight a Composer in Australia,2006,1,,6,4.99,144,18.99,PG-13,English,BURT,POSEY
95,301,FAMILY SWEET,A Epic Documentary of a Teacher And a Boy who must Escape a Woman in Berlin,2006,1,,4,0.99,155,24.99,R,English,DARYL,WAHLBERG
95,522,LIFE TWISTED,A Thrilling Reflection of a Teacher And a Composer who must Find a Man in The First Manned Space Station,2006,1,,4,2.99,137,9.99,NC-17,English,DARYL,WAHLBERG
95,828,SPIKING ELEMENT,A Lacklusture Epistle of a Dentist And a Technical Writer who must Find a Dog in A Monastery,2006,1,,7,2.99,79,12.99,G,English,DARYL,WAHLBERG
95,431,HOOSIERS BIRDCAGE,A Astounding Display of a Explorer And a Boat who must Vanquish a Car in The First Manned Space Station,2006,1,,3,2.99,176,12.99,G,English,DARYL,WAHLBERG
95,245,DOUBLE WRATH,A Thoughtful Yarn of a Womanizer And a Dog who must Challenge a Madman in The Gulf of Mexico,2006,1,,4,0.99,177,28.99,R,English,DARYL,WAHLBERG
95,627,NORTH TEQUILA,A Beautiful Character Study of a Mad Cow And a Robot who must Reach a Womanizer in New Orleans,2006,1,,4,4.99,67,9.99,NC-17,English,DARYL,WAHLBERG
