ASI,ASOR,Ti,ASSCAT,ASSTI,SI,ASSTY,TII,VARI,CI,CHI,ASTI,SASSI,DOI,ASST,ASSCTY,RELATTY,CONFISCO,CURAB,BAFOR
7549,Rattus norvegicus,50597,,,1,A,,,,CHEMBL620442,10116.0,,3169,,,N,1,Intermediate,BAO_0000218
7550,Rattus norvegicus,50597,,,1,A,,,,CHEMBL620443,10116.0,,17260,,,N,1,Intermediate,BAO_0000218
7551,Rattus norvegicus,50597,,,1,A,,,,CHEMBL620444,10116.0,,17260,,,N,1,Intermediate,BAO_0000218
7552,Rattus norvegicus,50597,,,1,A,,,,CHEMBL620445,10116.0,,17260,,,N,1,Intermediate,BAO_0000218
7553,Rattus norvegicus,50597,,,1,A,,,,CHEMBL620446,10116.0,,17260,,,N,1,Intermediate,BAO_0000218
7554,Rattus norvegicus,50597,,Plasma,1,A,1969.0,,,CHEMBL620447,10116.0,,2879,,,N,1,Intermediate,BAO_0000218
7555,Rattus norvegicus,50597,,Plasma,1,A,1969.0,,,CHEMBL621129,10116.0,,2879,,,N,1,Intermediate,BAO_0000218
7556,Rattus norvegicus,50597,,Plasma,1,A,1969.0,,,CHEMBL621130,10116.0,,2879,,,N,1,Intermediate,BAO_0000218
7557,Rattus norvegicus,50597,,,1,A,,,,CHEMBL873808,10116.0,,3184,,,N,1,Intermediate,BAO_0000218
7558,Rattus norvegicus,50597,,,1,A,,,,CHEMBL876598,10116.0,,4891,,,N,1,Intermediate,BAO_0000218
7559,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621131,10116.0,,429,,,N,1,Intermediate,BAO_0000218
7560,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621132,10116.0,,5656,,,N,1,Intermediate,BAO_0000218
7561,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621133,10116.0,,4413,,,N,1,Intermediate,BAO_0000218
7562,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621312,10116.0,,3598,,,N,1,Expert,BAO_0000218
7563,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621313,10116.0,,17267,,,N,1,Intermediate,BAO_0000218
7564,Rattus norvegicus,50597,,Blood,1,A,178.0,,,CHEMBL621314,10116.0,,4727,,,N,1,Intermediate,BAO_0000218
7565,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621315,10116.0,,17651,,,N,1,Intermediate,BAO_0000218
7566,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621316,10116.0,,17651,,,N,1,Intermediate,BAO_0000218
7567,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621317,10116.0,,401,,,N,1,Intermediate,BAO_0000218
7568,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621318,10116.0,,4942,,,N,1,Intermediate,BAO_0000218
7569,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621319,10116.0,,17735,,,N,1,Intermediate,BAO_0000218
7570,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621377,10116.0,,6056,,,N,1,Intermediate,BAO_0000218
7571,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621378,10116.0,,5213,,,N,1,Intermediate,BAO_0000218
7572,Rattus norvegicus,50597,,,1,A,,,,CHEMBL876599,10116.0,,6616,,,N,1,Intermediate,BAO_0000218
7573,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621379,10116.0,,5937,,,N,1,Intermediate,BAO_0000218
7574,Rattus norvegicus,50597,,Plasma,1,A,1969.0,,,CHEMBL621380,10116.0,,5819,,,N,1,Intermediate,BAO_0000218
7575,Rattus norvegicus,50597,,Plasma,1,A,1969.0,,,CHEMBL621381,10116.0,,5819,,,N,1,Intermediate,BAO_0000218
7576,Rattus norvegicus,50597,,,1,A,,,,CHEMBL618515,10116.0,,6803,,,N,1,Intermediate,BAO_0000218
7577,Rattus norvegicus,50597,,,1,A,,,,CHEMBL618516,10116.0,,17804,,,N,1,Intermediate,BAO_0000218
7578,Rattus norvegicus,50597,,,1,A,,,,CHEMBL618517,10116.0,,17804,,,N,1,Intermediate,BAO_0000218
7579,Rattus norvegicus,50597,,,1,A,,,,CHEMBL618518,10116.0,,5948,,,N,1,Intermediate,BAO_0000218
7580,Rattus norvegicus,50597,,,1,A,,,,CHEMBL618519,10116.0,,1916,,,N,1,Intermediate,BAO_0000218
7581,Rattus norvegicus,50597,,,1,A,,,,CHEMBL618698,10116.0,,1916,,,N,1,Intermediate,BAO_0000218
7582,Rattus norvegicus,50597,,,1,A,,,,CHEMBL618862,10116.0,,1916,,,N,1,Intermediate,BAO_0000218
7583,Rattus norvegicus,50597,,,1,A,,,,CHEMBL618863,10116.0,,4890,,,N,1,Intermediate,BAO_0000218
7584,Rattus norvegicus,50597,,,1,A,,,,CHEMBL618864,10116.0,,17764,,,N,1,Intermediate,BAO_0000218
7585,Rattus norvegicus,50597,,,1,A,,,,CHEMBL618865,10116.0,,4727,,,N,1,Intermediate,BAO_0000218
7586,Rattus norvegicus,50597,,,1,A,,,,CHEMBL618866,10116.0,,17509,,,N,1,Intermediate,BAO_0000218
7587,Rattus norvegicus,50597,,,1,A,,,,CHEMBL618867,10116.0,,17509,,,N,1,Intermediate,BAO_0000218
7588,Rattus norvegicus,50597,,,1,A,,,,CHEMBL875828,10116.0,,6597,,,N,1,Intermediate,BAO_0000218
7589,Rattus norvegicus,50597,,,1,A,,,,CHEMBL618868,10116.0,,17735,,,N,1,Intermediate,BAO_0000218
7590,Rattus norvegicus,50597,,,1,A,,,,CHEMBL618869,10116.0,,6597,,,N,1,Intermediate,BAO_0000218
7591,Rattus norvegicus,50597,,,1,A,,,,CHEMBL618870,10116.0,,17670,,,N,1,Intermediate,BAO_0000218
7592,Rattus norvegicus,50597,,Plasma,1,A,1969.0,,,CHEMBL618871,10116.0,,1696,,,N,1,Intermediate,BAO_0000218
7593,Rattus norvegicus,50597,,Plasma,1,A,1969.0,,,CHEMBL618872,10116.0,,1742,,,N,1,Intermediate,BAO_0000218
7594,Rattus norvegicus,50597,,,1,A,,,,CHEMBL873816,10116.0,,17800,,,N,1,Intermediate,BAO_0000218
7595,,22224,,,1,A,,,,CHEMBL618873,,,12923,,,U,0,Autocuration,BAO_0000218
7596,,22224,,,1,A,,,,CHEMBL621602,,,11954,,,U,0,Autocuration,BAO_0000019
7597,,22224,,,1,A,,,,CHEMBL621603,,,11954,,,U,0,Autocuration,BAO_0000218
7598,,22224,,,1,A,,,,CHEMBL621604,,,11954,,,U,0,Autocuration,BAO_0000218
7599,,22224,,,1,A,,,,CHEMBL621605,,,11954,,,U,0,Autocuration,BAO_0000218
7600,,22224,,,1,A,,,,CHEMBL621606,,,11954,,,U,0,Autocuration,BAO_0000218
7601,,22224,,,1,A,,,,CHEMBL621607,,,11954,,,U,0,Autocuration,BAO_0000218
7602,,22224,,,1,A,,,,CHEMBL621608,,,11954,,,U,0,Autocuration,BAO_0000218
7603,,22224,,,1,A,,,,CHEMBL621609,,,5237,,,U,0,Autocuration,BAO_0000019
7604,,22224,,,1,A,,,,CHEMBL621610,,,4026,,,U,0,Autocuration,BAO_0000218
7605,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621611,10116.0,,5237,,,N,1,Intermediate,BAO_0000218
7606,Rattus norvegicus,50597,,,1,A,,,,CHEMBL621612,10116.0,,14793,,,N,1,Intermediate,BAO_0000218
7607,Rattus norvegicus,50597,,,1,A,,,,CHEMBL622308,10116.0,,14793,,,N,1,Intermediate,BAO_0000218
7608,Rattus norvegicus,50597,,,1,A,,,,CHEMBL622309,10116.0,,14793,,,N,1,Intermediate,BAO_0000218
7609,Rattus norvegicus,50597,,,1,A,,,,CHEMBL622310,10116.0,,14793,,,N,1,Intermediate,BAO_0000218
7610,Rattus norvegicus,50597,,,1,A,,,,CHEMBL622311,10116.0,,14793,,,N,1,Intermediate,BAO_0000218
7611,Rattus norvegicus,50597,,,1,A,,,,CHEMBL622312,10116.0,,14793,,,N,1,Intermediate,BAO_0000218
7612,Rattus norvegicus,50597,,,1,A,,,,CHEMBL622931,10116.0,,14793,,,N,1,Intermediate,BAO_0000218
7613,Rattus norvegicus,50597,,,1,A,,,,CHEMBL622932,10116.0,,14793,,,N,1,Intermediate,BAO_0000218
7614,Rattus norvegicus,50597,,Plasma,1,A,1969.0,,,CHEMBL622736,10116.0,,14793,,,N,1,Intermediate,BAO_0000218
7615,Rattus norvegicus,50597,,Plasma,1,A,1969.0,,,CHEMBL622737,10116.0,,14793,,,N,1,Intermediate,BAO_0000218
7616,Rattus norvegicus,50597,,Plasma,1,A,1969.0,,,CHEMBL622738,10116.0,,14793,,,N,1,Intermediate,BAO_0000218
7617,Rattus norvegicus,50597,,Plasma,1,A,1969.0,,,CHEMBL622739,10116.0,,14793,,,N,1,Intermediate,BAO_0000218
7618,Rattus norvegicus,50597,,Plasma,1,A,1969.0,,,CHEMBL622740,10116.0,,14793,,,N,1,Intermediate,BAO_0000218
7619,Rattus norvegicus,50597,,Plasma,1,A,1969.0,,,CHEMBL622741,10116.0,,14793,,,N,1,Intermediate,BAO_0000218
7620,Rattus norvegicus,50597,,Plasma,1,A,1969.0,,,CHEMBL622742,10116.0,,14793,,,N,1,Intermediate,BAO_0000218
7621,Rattus norvegicus,50597,,Plasma,1,A,1969.0,,,CHEMBL622743,10116.0,,14793,,,N,1,Intermediate,BAO_0000218
7622,Mus musculus,50594,,Plasma,1,A,1969.0,,,CHEMBL622744,10090.0,,11637,,,N,1,Intermediate,BAO_0000218
7623,,22224,,,1,A,,,,CHEMBL624134,,,11149,,,U,0,Autocuration,BAO_0000019
7624,,22224,,,1,A,,,,CHEMBL624135,,,10016,,,U,0,Autocuration,BAO_0000019
7625,Rattus norvegicus,50597,,,1,A,,,,CHEMBL624136,10116.0,,17796,,,N,1,Intermediate,BAO_0000218
7626,Rattus norvegicus,50597,,,1,A,,,,CHEMBL624137,10116.0,,17796,,,N,1,Intermediate,BAO_0000218
7627,Rattus norvegicus,50597,,,1,A,,,,CHEMBL624320,10116.0,,17796,,,N,1,Intermediate,BAO_0000218
7628,Canis lupus familiaris,50588,,,1,A,,,,CHEMBL624321,9615.0,,12923,,,N,1,Intermediate,BAO_0000218
7629,Rattus norvegicus,50597,,,1,A,,,,CHEMBL624322,10116.0,,15372,,,N,1,Intermediate,BAO_0000218
7630,Rattus norvegicus,50597,,,1,A,,,,CHEMBL624323,10116.0,,15372,,,N,1,Intermediate,BAO_0000218
7631,Rattus norvegicus,50597,,,1,A,,,,CHEMBL624324,10116.0,,15372,,,N,1,Intermediate,BAO_0000218
7632,Rattus norvegicus,50597,,,1,A,,,,CHEMBL624325,10116.0,,15372,,,N,1,Intermediate,BAO_0000218
7633,Rattus norvegicus,50597,,,1,A,,,,CHEMBL624326,10116.0,,15372,,,N,1,Intermediate,BAO_0000218
7634,Rattus norvegicus,50597,,,1,A,,,,CHEMBL624327,10116.0,,15372,,,N,1,Intermediate,BAO_0000218
7635,Rattus norvegicus,50597,,,1,A,,,,CHEMBL624328,10116.0,,15372,,,N,1,Intermediate,BAO_0000218
7636,Canis lupus familiaris,50588,,,1,A,,,,CHEMBL627848,9615.0,,14169,,,N,1,Intermediate,BAO_0000218
7637,Rattus norvegicus,50597,,,1,A,,,,CHEMBL627849,10116.0,,14169,,,N,1,Intermediate,BAO_0000218
7638,Rattus norvegicus,50597,,,1,A,,,,CHEMBL627850,10116.0,,14258,,,N,1,Intermediate,BAO_0000218
7639,Rattus norvegicus,50597,,,1,A,,,,CHEMBL627851,10116.0,,14258,,,N,1,Intermediate,BAO_0000218
7640,Mus musculus,50594,,,1,A,,,,CHEMBL627852,10090.0,,15011,,,N,1,Intermediate,BAO_0000218
7641,Mus musculus,50594,,,1,A,,,,CHEMBL627853,10090.0,,15011,,,N,1,Intermediate,BAO_0000218
7642,Mus musculus,50594,,,1,A,,,,CHEMBL627854,10090.0,,15011,,,N,1,Intermediate,BAO_0000218
7643,Mus musculus,50594,,,1,A,,,,CHEMBL627855,10090.0,,15011,,,N,1,Intermediate,BAO_0000218
7644,Mus musculus,50594,,,1,A,,,,CHEMBL627856,10090.0,,15011,,,N,1,Intermediate,BAO_0000218
7645,Mus musculus,50594,,,1,A,,,,CHEMBL875339,10090.0,,15011,,,N,1,Intermediate,BAO_0000218
7646,Mus musculus,50594,,,1,A,,,,CHEMBL627857,10090.0,,15011,,,N,1,Intermediate,BAO_0000218
7647,Rattus norvegicus,50597,,Spleen,1,A,2106.0,,,CHEMBL627858,10116.0,,11195,,,N,1,Intermediate,BAO_0000218
7648,Rattus norvegicus,50597,,Blood,1,A,178.0,,,CHEMBL627859,10116.0,,10130,,,N,1,Intermediate,BAO_0000218
7649,Rattus norvegicus,50597,,Brain,1,A,955.0,,,CHEMBL627860,10116.0,,10130,,,N,1,Intermediate,BAO_0000218
7650,Rattus norvegicus,50597,,Heart,1,A,948.0,,,CHEMBL627019,10116.0,,10130,,,N,1,Intermediate,BAO_0000218
7651,Rattus norvegicus,50597,,Liver,1,A,2107.0,,,CHEMBL627020,10116.0,,10130,,,N,1,Intermediate,BAO_0000218
7652,Rattus norvegicus,50597,,Lung,1,A,2048.0,,,CHEMBL627021,10116.0,,10130,,,N,1,Intermediate,BAO_0000218
7653,Rattus norvegicus,50597,,Muscle tissue,1,A,2385.0,,,CHEMBL627022,10116.0,,10130,,,N,1,Intermediate,BAO_0000218
7654,Rattus norvegicus,50597,,,1,A,,,,CHEMBL627023,10116.0,,10130,,,N,1,Intermediate,BAO_0000218
7655,Rattus norvegicus,50597,,Spleen,1,A,2106.0,,,CHEMBL627024,10116.0,,10130,,,N,1,Intermediate,BAO_0000218
7656,Rattus norvegicus,50597,,Thyroid gland,1,A,2046.0,,,CHEMBL627025,10116.0,,10130,,,N,1,Intermediate,BAO_0000218
7657,Rattus norvegicus,50597,,Kidney,1,A,2113.0,,,CHEMBL627026,10116.0,,10130,,,N,1,Intermediate,BAO_0000218
7658,Rattus norvegicus,50597,,Blood,1,A,178.0,,,CHEMBL627027,10116.0,,10130,,,N,1,Intermediate,BAO_0000218
7659,Rattus norvegicus,50597,,Brain,1,A,955.0,,,CHEMBL627028,10116.0,,10130,,,N,1,Intermediate,BAO_0000218
7660,Rattus norvegicus,50597,,Heart,1,A,948.0,,,CHEMBL627029,10116.0,,10130,,,N,1,Intermediate,BAO_0000218
7661,Rattus norvegicus,50597,,Kidney,1,A,2113.0,,,CHEMBL627030,10116.0,,10130,,,N,1,Intermediate,BAO_0000218
7662,Rattus norvegicus,50597,,Liver,1,A,2107.0,,,CHEMBL627031,10116.0,,10130,,,N,1,Intermediate,BAO_0000218
7663,Rattus norvegicus,50597,,Lung,1,A,2048.0,,,CHEMBL627032,10116.0,,10130,,,N,1,Intermediate,BAO_0000218
7664,Rattus norvegicus,50597,,Muscle tissue,1,A,2385.0,,,CHEMBL627033,10116.0,,10130,,,N,1,Intermediate,BAO_0000218
7665,Rattus norvegicus,50597,,,1,A,,,,CHEMBL627034,10116.0,,10130,,,N,1,Intermediate,BAO_0000218
7666,Rattus norvegicus,50597,,Spleen,1,A,2106.0,,,CHEMBL627035,10116.0,,10130,,,N,1,Intermediate,BAO_0000218
7667,Rattus norvegicus,50597,,Thyroid gland,1,A,2046.0,,,CHEMBL627036,10116.0,,10130,,,N,1,Intermediate,BAO_0000218
7668,Rattus norvegicus,50597,,Blood,1,A,178.0,,,CHEMBL875340,10116.0,,10130,,,N,1,Intermediate,BAO_0000218
7669,Rattus norvegicus,50597,,Heart,1,A,948.0,,,CHEMBL627037,10116.0,,10130,,,N,1,Intermediate,BAO_0000218
7670,Rattus norvegicus,50597,,Kidney,1,A,2113.0,,,CHEMBL627038,10116.0,,10130,,,N,1,Intermediate,BAO_0000218
7671,Rattus norvegicus,50597,,Liver,1,A,2107.0,,,CHEMBL627039,10116.0,,10130,,,N,1,Intermediate,BAO_0000218
7672,Rattus norvegicus,50597,,Muscle tissue,1,A,2385.0,,,CHEMBL627040,10116.0,,10130,,,N,1,Intermediate,BAO_0000218
7673,Rattus norvegicus,50597,,Spleen,1,A,2106.0,,,CHEMBL624663,10116.0,,10130,,,N,1,Intermediate,BAO_0000218
7674,Rattus norvegicus,50597,,Thyroid gland,1,A,2046.0,,,CHEMBL625963,10116.0,,10130,,,N,1,Intermediate,BAO_0000218
7675,Rattus norvegicus,50597,,Brain,1,A,955.0,,,CHEMBL876799,10116.0,,10130,,,N,1,Intermediate,BAO_0000218
7676,Rattus norvegicus,50597,,Lung,1,A,2048.0,,,CHEMBL626133,10116.0,,10130,,,N,1,Intermediate,BAO_0000218
7677,Rattus norvegicus,50597,,,1,A,,,,CHEMBL626134,10116.0,,10130,,,N,1,Intermediate,BAO_0000218
7678,Rattus norvegicus,50597,,,1,A,,,,CHEMBL626135,10116.0,,6295,,,N,1,Intermediate,BAO_0000218
7679,Rattus norvegicus,50597,,,1,A,,,,CHEMBL626136,10116.0,,6296,,,N,1,Intermediate,BAO_0000218
7680,Rattus norvegicus,50597,,,1,A,,,,CHEMBL626137,10116.0,,6296,,,N,1,Intermediate,BAO_0000218
7681,Rattus norvegicus,50597,,,1,A,,,,CHEMBL626138,10116.0,,6295,,,N,1,Intermediate,BAO_0000218
7682,Rattus norvegicus,50597,,,1,A,,,,CHEMBL626139,10116.0,,6296,,,N,1,Intermediate,BAO_0000218
7683,Rattus norvegicus,50597,,,1,A,,,,CHEMBL626140,10116.0,,17260,,,N,1,Intermediate,BAO_0000218
7684,Rattus norvegicus,50597,,,1,A,,,,CHEMBL626141,10116.0,,17260,,,N,1,Intermediate,BAO_0000218
7685,Rattus norvegicus,50597,,,1,A,,,,CHEMBL626142,10116.0,,17686,,,N,1,Intermediate,BAO_0000218
7686,Rattus norvegicus,50597,,Muscle tissue,1,A,2385.0,,,CHEMBL627930,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7687,Rattus norvegicus,50597,,Muscle tissue,1,A,2385.0,,,CHEMBL627931,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7688,Rattus norvegicus,50597,,Muscle tissue,1,A,2385.0,,,CHEMBL627932,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7689,Rattus norvegicus,50597,,Spleen,1,A,2106.0,,,CHEMBL627933,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7690,Rattus norvegicus,50597,,Spleen,1,A,2106.0,,,CHEMBL627934,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7691,Rattus norvegicus,50597,,Spleen,1,A,2106.0,,,CHEMBL627935,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7692,Rattus norvegicus,50597,,Blood,1,A,178.0,,,CHEMBL627936,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7693,Rattus norvegicus,50597,,Blood,1,A,178.0,,,CHEMBL627937,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7694,Rattus norvegicus,50597,,Blood,1,A,178.0,,,CHEMBL627938,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7695,Rattus norvegicus,50597,,Blood,1,A,178.0,,,CHEMBL627939,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7696,Rattus norvegicus,50597,,Blood,1,A,178.0,,,CHEMBL627940,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7697,Rattus norvegicus,50597,,Blood,1,A,178.0,,,CHEMBL627941,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7698,Rattus norvegicus,50597,,Blood,1,A,178.0,,,CHEMBL876800,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7699,Rattus norvegicus,50597,,Blood,1,A,178.0,,,CHEMBL627942,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7700,Rattus norvegicus,50597,,Blood,1,A,178.0,,,CHEMBL627943,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7701,Rattus norvegicus,50597,,Blood,1,A,178.0,,,CHEMBL627944,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7702,Rattus norvegicus,50597,,Blood,1,A,178.0,,,CHEMBL627945,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7703,Rattus norvegicus,50597,,Blood,1,A,178.0,,,CHEMBL628584,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7704,Rattus norvegicus,50597,,Blood,1,A,178.0,,,CHEMBL628585,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7705,Rattus norvegicus,50597,,Blood,1,A,178.0,,,CHEMBL628586,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7706,Rattus norvegicus,50597,,Blood,1,A,178.0,,,CHEMBL628587,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7707,Rattus norvegicus,50597,,Blood,1,A,178.0,,,CHEMBL628588,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7708,Rattus norvegicus,50597,,Blood,1,A,178.0,,,CHEMBL628589,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7709,Rattus norvegicus,50597,,Blood,1,A,178.0,,,CHEMBL625304,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7710,Rattus norvegicus,50597,,Blood,1,A,178.0,,,CHEMBL625305,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7711,Rattus norvegicus,50597,,Blood,1,A,178.0,,,CHEMBL625306,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7712,Rattus norvegicus,50597,,Blood,1,A,178.0,,,CHEMBL625307,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7713,Rattus norvegicus,50597,,Blood,1,A,178.0,,,CHEMBL625308,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7714,Rattus norvegicus,50597,,Blood,1,A,178.0,,,CHEMBL627740,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7715,Rattus norvegicus,50597,,Blood,1,A,178.0,,,CHEMBL627741,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7716,Rattus norvegicus,50597,,Blood,1,A,178.0,,,CHEMBL627742,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7717,Rattus norvegicus,50597,,Blood,1,A,178.0,,,CHEMBL627743,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7718,Rattus norvegicus,50597,,Blood,1,A,178.0,,,CHEMBL627744,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7719,Rattus norvegicus,50597,,Bone,1,A,10000001.0,,,CHEMBL627745,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7720,Rattus norvegicus,50597,,Bone,1,A,10000001.0,,,CHEMBL627746,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7721,Rattus norvegicus,50597,,Bone,1,A,10000001.0,,,CHEMBL627747,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7722,Rattus norvegicus,50597,,Bone,1,A,10000001.0,,,CHEMBL876810,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7723,Rattus norvegicus,50597,,Bone,1,A,10000001.0,,,CHEMBL627748,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7724,Rattus norvegicus,50597,,Bone,1,A,10000001.0,,,CHEMBL627749,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7725,Rattus norvegicus,50597,,Bone,1,A,10000001.0,,,CHEMBL627750,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7726,Rattus norvegicus,50597,,Bone,1,A,10000001.0,,,CHEMBL618728,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7727,Rattus norvegicus,50597,,Bone,1,A,10000001.0,,,CHEMBL618729,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7728,Rattus norvegicus,50597,,Bone,1,A,10000001.0,,,CHEMBL618730,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7729,Rattus norvegicus,50597,,Bone,1,A,10000001.0,,,CHEMBL618731,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7730,Rattus norvegicus,50597,,Bone,1,A,10000001.0,,,CHEMBL618732,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7731,Rattus norvegicus,50597,,Bone,1,A,10000001.0,,,CHEMBL618733,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7732,Rattus norvegicus,50597,,Bone,1,A,10000001.0,,,CHEMBL618734,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
7733,Rattus norvegicus,50597,,Bone,1,A,10000001.0,,,CHEMBL618735,10116.0,,9866,,,N,1,Intermediate,BAO_0000218
