amount,staff_id,customer_id,payment_date,rental_id,payment_id
0.99,1,11,2006-02-14 15:16:03,11646,302
2.99,2,12,2005-06-20 19:33:52,3135,309
3.99,2,12,2005-07-09 13:20:25,5242,315
0.99,2,12,2005-07-30 04:34:51,8985,319
5.99,1,12,2005-07-31 04:42:46,9627,322
0.99,1,12,2005-08-23 20:28:44,15993,330
2.99,1,13,2005-06-17 06:54:42,1933,331
2.99,1,13,2005-06-20 06:26:57,2952,333
8.99,1,13,2005-07-11 07:43:08,6118,336
2.99,1,13,2005-07-12 21:30:41,6897,339
2.99,1,13,2005-07-29 01:38:53,8277,341
11.99,2,13,2005-07-29 22:37:41,8831,342
0.99,2,13,2005-07-30 21:29:41,9434,344
7.99,1,13,2005-07-31 08:58:40,9736,346
4.99,2,14,2005-06-15 13:32:15,1360,363
7.99,2,14,2005-07-09 16:10:25,5317,367
7.99,1,14,2005-07-10 03:29:48,5565,369
0.99,1,14,2005-07-28 16:45:11,8042,371
3.99,1,14,2005-07-29 11:11:33,8548,372
4.99,2,14,2005-07-30 21:36:15,9438,374
2.99,1,14,2005-07-31 03:21:16,9592,375
2.99,1,14,2005-08-18 19:16:47,12668,380
4.99,1,14,2005-08-20 11:20:12,13757,381
0.99,1,14,2005-08-23 22:25:26,16045,384
0.99,2,15,2005-06-20 22:52:18,3182,388
2.99,1,15,2005-07-10 11:02:03,5717,391
4.99,1,15,2005-07-27 05:15:37,7105,393
6.99,2,15,2005-07-29 13:36:01,8615,395
2.99,1,15,2005-07-31 17:22:35,9987,397
7.99,1,15,2005-08-17 16:20:37,11922,402
2.99,2,15,2005-08-18 14:46:26,12551,404
0.99,2,16,2005-05-30 07:10:00,887,420
3.99,2,16,2005-07-07 14:24:44,4263,429
2.99,2,16,2005-07-27 22:03:41,7552,433
5.99,2,16,2005-07-29 07:45:00,8452,434
2.99,2,16,2005-08-01 19:15:08,10727,438
3.99,1,17,2005-07-10 10:46:57,5714,453
0.99,1,17,2005-07-30 23:43:32,9489,461
2.99,1,17,2005-08-20 10:24:41,13732,463
2.99,1,17,2005-08-20 21:43:44,14040,464
8.99,1,18,2005-06-20 09:02:51,2990,474
3.99,2,18,2005-07-08 21:44:39,4923,477
2.99,2,18,2005-07-11 08:15:08,6128,478
0.99,2,18,2005-08-20 01:29:29,13490,489
2.99,2,19,2005-05-29 01:59:10,696,495
2.99,1,19,2005-06-19 10:42:59,2657,496
4.99,2,19,2005-07-06 02:24:55,3549,499
2.99,2,19,2005-08-18 07:40:52,12357,508
4.99,1,19,2005-08-21 00:33:03,14101,511
0.99,2,20,2005-06-16 02:33:53,1558,517
3.99,2,20,2005-06-17 21:16:41,2136,518
4.99,2,20,2005-07-30 07:55:14,9075,529
2.99,2,20,2005-08-21 18:03:20,14613,539
2.99,1,20,2005-08-23 01:10:42,15460,543
4.99,1,21,2005-06-18 06:13:41,2268,548
6.99,2,21,2005-07-28 22:56:11,8196,557
0.99,2,21,2005-07-30 10:45:12,9149,559
0.99,1,21,2005-08-01 19:28:47,10734,562
4.99,1,21,2005-08-19 22:43:38,13411,570
4.99,1,21,2005-08-20 10:48:43,13740,573
8.99,2,21,2005-08-20 23:24:07,14077,574
2.99,2,21,2005-08-21 12:10:41,14446,576
2.99,1,21,2006-02-14 15:16:03,14933,578
4.99,1,22,2005-05-27 07:49:43,370,579
4.99,1,22,2005-07-31 03:01:11,9580,589
4.99,1,22,2005-08-23 08:48:43,15658,598
4.99,1,23,2005-06-20 13:19:58,3055,607
2.99,1,23,2005-07-11 12:43:07,6213,612
5.99,2,23,2005-07-30 12:55:36,9209,618
9.99,2,23,2005-07-30 14:26:46,9255,619
6.99,1,23,2005-07-31 21:50:24,10132,621
6.99,2,23,2005-08-19 23:25:37,13429,626
0.99,2,23,2005-08-20 04:12:41,13557,628
2.99,2,23,2006-02-14 15:16:03,15532,630
7.99,2,24,2005-06-20 07:33:09,2963,637
0.99,2,24,2005-07-10 07:09:21,5648,641
0.99,1,24,2005-07-31 08:31:18,9723,645
0.99,2,24,2005-07-31 15:08:47,9925,646
0.99,1,24,2005-08-19 16:45:59,13247,654
4.99,2,24,2005-08-22 21:28:59,15357,655
4.99,1,25,2005-06-20 02:41:28,2901,662
2.99,2,25,2005-07-07 21:31:53,4404,666
8.99,1,25,2005-07-30 10:12:01,9140,672
2.99,2,25,2005-08-02 00:12:32,10860,677
0.99,1,25,2005-08-17 04:48:05,11642,679
0.99,1,25,2005-08-23 02:57:30,15512,683
5.99,1,26,2005-06-15 18:53:14,1440,687
6.99,2,26,2005-06-18 17:25:05,2421,691
4.99,1,26,2005-06-19 01:27:46,2532,692
4.99,1,26,2005-06-19 16:21:19,2745,693
0.99,2,26,2005-07-07 21:28:46,4402,697
3.99,1,26,2005-08-01 06:42:20,10386,707
2.99,2,26,2005-08-02 16:04:08,11314,709
0.99,1,26,2005-08-02 17:00:12,11338,710
8.99,2,26,2005-08-21 03:37:42,14192,714
1.99,1,27,2005-06-20 12:28:59,3038,726
3.99,2,27,2005-06-21 17:22:36,3420,727
0.99,2,27,2005-07-30 14:06:53,9244,736
4.99,1,27,2005-07-31 14:39:52,9908,739
4.99,1,27,2005-08-02 00:00:33,10852,741
0.99,1,27,2005-08-22 10:00:04,15048,749
4.99,1,28,2005-06-16 01:24:08,1543,753
3.99,2,28,2005-06-18 08:18:52,2299,754
0.99,1,28,2005-06-21 02:25:00,3231,756
3.99,1,28,2005-08-17 13:44:49,11856,773
4.99,1,28,2005-08-23 00:48:29,15445,779
2.99,1,28,2005-08-23 02:08:40,15491,780
0.99,1,29,2005-06-19 10:38:42,2655,783
2.99,1,29,2005-06-21 08:49:16,3324,789
6.99,2,29,2005-07-07 14:24:30,4262,790
10.99,2,29,2005-07-09 21:55:19,5442,793
6.99,1,29,2005-07-27 18:18:41,7451,796
4.99,2,29,2005-07-30 19:50:13,9392,799
4.99,1,29,2005-07-31 15:48:54,9946,800
5.99,1,29,2005-08-01 12:36:09,10543,801
6.99,2,29,2005-08-18 15:20:46,12569,807
2.99,2,29,2005-08-19 13:50:36,13173,809
2.99,2,29,2005-08-20 12:03:35,13777,811
5.99,1,29,2005-08-22 07:53:00,14997,816
0.99,2,29,2006-02-14 15:16:03,15577,817
2.99,2,30,2005-06-19 15:10:09,2730,821
5.99,2,30,2005-07-09 02:34:45,5028,825
0.99,1,30,2005-07-09 15:14:08,5289,827
2.99,1,30,2005-07-29 14:37:30,8641,836
0.99,2,30,2005-07-31 02:04:58,9551,838
4.99,1,30,2005-08-22 10:39:51,15063,849
1.99,1,31,2005-06-16 23:20:16,1838,853
0.99,1,31,2005-06-19 01:20:00,2530,858
4.99,1,31,2005-07-06 10:12:45,3701,863
3.99,1,31,2005-07-11 12:34:56,6208,867
0.99,2,31,2005-07-30 04:53:56,8997,873
6.99,2,31,2005-08-23 14:58:06,15816,877
1.99,2,32,2005-06-20 02:02:05,2891,884
0.99,2,32,2005-07-08 20:37:11,4899,888
3.99,1,32,2005-07-11 07:58:07,6122,892
2.99,1,32,2005-07-28 07:26:14,7793,896
4.99,2,32,2005-08-17 12:54:47,11831,901
1.99,1,32,2005-08-20 17:16:10,13931,904
2.99,2,33,2005-08-01 04:59:30,10335,918
7.99,1,33,2005-08-20 18:11:44,13958,922
0.99,1,33,2005-08-20 20:12:19,14002,923
2.99,2,33,2005-08-22 12:28:01,15115,926
5.99,2,34,2005-06-18 05:29:52,2257,929
3.99,2,34,2005-07-06 00:24:25,3508,931
0.99,1,34,2005-08-01 11:52:32,10523,940
2.99,1,34,2005-08-18 16:42:45,12599,946
4.99,1,34,2005-08-19 21:21:47,13371,948
2.99,2,34,2005-08-20 17:55:13,13949,949
6.99,1,35,2005-05-27 15:34:01,424,953
0.99,1,35,2005-06-16 04:09:08,1579,954
4.99,1,35,2005-06-18 03:50:18,2229,956
0.99,1,35,2005-06-18 03:52:14,2231,957
2.99,2,35,2005-07-06 05:03:59,3597,960
4.99,2,35,2005-07-07 06:14:51,4098,961
0.99,1,35,2005-07-10 23:47:08,5963,966
4.99,1,35,2005-07-27 06:54:12,7140,971
6.99,1,35,2005-07-29 22:20:21,8822,972
6.99,1,35,2005-07-31 02:59:20,9579,975
4.99,1,35,2005-08-17 21:02:19,12055,979
2.99,1,35,2005-08-20 10:31:01,13735,980
0.99,1,35,2005-08-21 00:53:09,14110,981
0.99,1,36,2005-05-27 04:53:11,349,984
4.99,2,36,2005-07-08 04:58:48,4560,988
0.99,1,36,2005-07-28 01:35:17,7647,993
6.99,2,36,2005-07-28 11:59:45,7919,994
2.99,2,36,2005-08-01 11:53:17,10525,1000
4.99,2,36,2005-08-17 04:00:01,11616,1004
4.99,1,36,2005-08-20 08:30:54,13674,1008
4.99,1,37,2005-06-16 04:44:23,1583,1013
5.99,1,37,2005-07-31 02:36:11,9567,1021
2.99,1,37,2005-08-01 12:22:41,10538,1022
7.99,1,37,2005-08-19 09:21:10,13046,1024
2.99,2,38,2005-06-15 05:55:40,1250,1034
2.99,1,38,2005-07-10 16:10:39,5822,1045
5.99,1,38,2005-07-12 19:59:25,6864,1046
0.99,2,38,2005-07-30 13:11:19,9216,1053
2.99,2,38,2005-07-31 21:08:33,10111,1056
4.99,1,38,2005-08-17 12:20:01,11817,1060
4.99,1,38,2005-08-21 16:03:01,14554,1063
2.99,1,38,2005-08-23 09:02:04,15668,1066
0.99,2,39,2005-06-17 21:14:02,2135,1070
5.99,1,39,2005-07-07 22:06:24,4419,1074
8.99,2,39,2005-07-08 11:07:59,4695,1075
7.99,2,39,2005-07-29 18:03:47,8723,1083
2.99,1,39,2005-07-29 21:29:58,8805,1084
4.99,2,39,2005-08-01 03:09:26,10269,1090
0.99,2,39,2005-08-01 15:34:46,10630,1091
7.99,2,39,2005-08-19 11:01:54,13101,1095
0.99,1,40,2005-07-12 03:15:45,6502,1105
0.99,2,40,2005-07-28 16:15:49,8031,1107
8.99,1,40,2005-07-30 06:59:55,9050,1109
2.99,1,40,2005-08-01 08:58:08,10442,1113
9.99,2,40,2005-08-18 09:11:23,12396,1116
4.99,2,41,2005-07-27 07:15:38,7153,1131
6.99,2,41,2005-07-28 15:25:55,8008,1133
6.99,1,41,2005-07-28 20:01:23,8134,1135
2.99,1,41,2005-07-31 19:27:02,10064,1139
4.99,2,41,2005-08-01 10:45:51,10495,1141
2.99,2,41,2005-08-18 00:10:20,12147,1143
2.99,1,41,2006-02-14 15:16:03,15875,1148
5.99,1,42,2005-05-28 17:46:57,635,1149
2.99,2,42,2005-06-17 15:27:33,2056,1151
2.99,2,42,2005-07-07 21:09:38,4391,1154
5.99,2,42,2005-07-10 01:15:00,5517,1156
2.99,2,42,2005-07-29 20:36:26,8785,1166
3.99,2,42,2005-07-30 01:42:09,8915,1168
2.99,2,42,2005-08-01 23:47:03,10845,1171
2.99,2,42,2005-08-18 13:05:37,12499,1174
2.99,1,42,2005-08-23 00:42:49,15442,1176
4.99,2,43,2005-05-25 20:26:42,123,1179
1.99,2,43,2005-07-06 09:25:56,3683,1182
2.99,1,43,2005-07-10 16:34:02,5831,1186
4.99,1,43,2005-07-27 14:32:32,7348,1190
4.99,1,43,2005-08-17 09:11:52,11753,1194
0.0,1,43,2006-02-14 15:16:03,15745,1202
4.99,1,44,2005-05-25 16:50:20,99,1204
9.99,2,44,2005-07-08 12:44:59,4723,1213
3.99,1,44,2005-07-10 03:01:09,5551,1214
6.99,2,44,2005-07-10 17:32:33,5849,1216
6.99,2,44,2005-07-27 21:13:47,7526,1219
4.99,1,45,2005-06-16 20:41:57,1806,1230
4.99,2,45,2005-06-19 14:55:17,2722,1232
7.99,1,45,2005-07-09 20:11:49,5405,1237
3.99,1,45,2005-08-19 20:18:39,13340,1251
2.99,1,46,2005-05-30 14:47:31,938,1258
4.99,1,46,2005-06-14 23:17:03,1166,1259
8.99,2,46,2005-06-20 07:33:38,2965,1263
4.99,2,46,2005-06-20 08:06:18,2975,1264
2.99,2,46,2005-07-06 17:03:48,3855,1266
3.99,2,46,2005-07-28 20:53:05,8152,1270
8.99,2,46,2005-07-30 06:36:57,9045,1271
2.99,2,46,2005-07-31 11:13:49,9806,1272
4.99,2,46,2005-08-01 08:30:11,10428,1274
5.99,1,46,2005-08-23 12:47:26,15758,1289
4.99,2,47,2005-07-28 21:09:28,8159,1302
6.99,2,47,2005-07-29 06:25:45,8402,1303
5.99,2,47,2005-08-02 22:09:01,11477,1307
0.99,1,47,2005-08-21 10:25:56,14397,1310
2.99,2,47,2005-08-23 15:39:18,15846,1311
2.99,1,48,2005-05-26 20:48:48,297,1313
9.99,2,48,2005-06-16 12:18:41,1689,1315
4.99,2,48,2005-07-06 12:43:11,3758,1317
6.99,1,48,2005-07-29 17:39:09,8716,1322
7.99,1,48,2005-07-30 20:18:27,9402,1323
7.99,2,48,2005-07-31 09:10:20,9742,1324
1.99,2,49,2005-05-25 16:32:19,96,1329
0.99,1,49,2005-06-14 23:16:26,1164,1333
6.99,2,49,2005-06-16 18:52:12,1777,1336
0.99,2,49,2005-07-06 05:47:47,3615,1339
6.99,1,49,2005-07-11 16:26:07,6279,1342
4.99,2,49,2005-07-12 15:14:48,6759,1344
8.99,2,49,2005-07-28 05:33:16,7742,1346
10.99,2,49,2005-07-29 11:15:36,8553,1347
4.99,1,49,2005-07-31 22:13:52,10144,1350
2.99,1,49,2005-08-21 20:02:18,14676,1356
4.99,2,50,2005-07-09 15:14:47,5290,1367
6.99,1,50,2005-07-10 21:58:30,5928,1370
4.99,1,50,2005-07-27 15:46:53,7383,1373
0.99,1,50,2005-07-29 01:11:05,8261,1375
4.99,2,50,2005-08-01 02:58:27,10261,1383
5.99,2,51,2005-07-09 15:48:06,5304,1399
4.99,1,51,2005-07-29 09:05:06,8495,1405
0.99,1,51,2005-07-29 16:44:13,8693,1406
0.99,2,51,2005-07-31 05:46:54,9649,1408
2.99,1,51,2005-08-02 15:38:03,11302,1412
2.99,2,51,2005-08-20 15:23:26,13882,1420
4.99,1,51,2005-08-22 04:31:50,14903,1424
4.99,1,52,2005-06-15 01:38:31,1196,1426
2.99,1,52,2005-06-19 23:47:24,2862,1428
1.99,1,52,2005-07-06 23:46:52,3997,1430
0.99,1,52,2005-07-09 15:58:38,5308,1431
3.99,2,52,2005-07-09 16:04:45,5313,1432
0.99,1,52,2005-08-02 07:08:07,11068,1444
3.99,1,52,2005-08-17 08:24:35,11731,1445
5.99,2,52,2005-08-19 10:39:54,13090,1448
2.99,1,53,2005-05-27 09:23:22,378,1455
2.99,2,53,2005-06-20 19:47:12,3140,1463
2.99,2,53,2005-07-06 04:37:10,3591,1465
2.99,2,53,2005-07-27 18:51:17,7466,1468
5.99,1,53,2005-08-17 20:59:56,12054,1473
3.99,2,54,2005-05-28 07:10:20,545,1486
4.99,2,54,2005-07-08 09:51:02,4657,1491
5.99,2,54,2005-08-01 10:27:42,10489,1499
5.99,2,54,2005-08-02 00:47:16,10882,1500
5.99,2,54,2005-08-18 23:35:56,12775,1505
2.99,2,54,2005-08-19 19:16:18,13315,1508
10.99,1,54,2005-08-22 17:20:17,15226,1511
0.99,1,55,2005-05-31 06:49:53,1048,1515
1.99,2,55,2005-08-02 14:49:51,11287,1528
0.99,1,56,2005-06-20 08:59:37,2989,1542
7.99,1,56,2005-07-06 10:57:56,3718,1543
2.99,2,56,2005-07-06 13:19:34,3771,1544
4.99,2,56,2005-07-08 11:41:36,4702,1546
0.99,2,56,2005-07-28 12:49:44,7942,1550
0.99,2,56,2005-08-01 17:26:24,10678,1553
0.99,2,56,2005-08-21 15:16:29,14534,1562
7.99,2,57,2005-06-20 03:31:18,2910,1570
0.99,1,57,2005-06-21 11:55:42,3357,1571
4.99,1,57,2005-07-06 11:16:43,3727,1572
4.99,1,57,2005-07-09 04:28:03,5060,1574
0.99,1,57,2005-07-10 09:40:38,5694,1575
1.99,1,57,2005-07-12 02:42:51,6494,1578
0.99,1,57,2005-07-30 08:18:46,9086,1581
0.99,2,57,2005-07-30 10:07:20,9136,1582
1.99,1,57,2005-07-30 12:59:45,9211,1583
5.99,2,57,2005-08-19 04:59:01,12925,1587
9.99,2,57,2005-08-20 17:13:48,13929,1590
4.99,1,58,2005-06-18 01:33:09,2191,1596
4.99,2,58,2005-07-07 07:53:18,4131,1600
9.99,1,58,2005-07-27 03:52:27,7063,1602
2.99,2,58,2005-07-31 18:48:08,10037,1606
6.99,1,58,2005-08-19 14:34:12,13194,1612
6.99,1,58,2005-08-21 19:49:46,14665,1617
4.99,2,59,2005-05-26 08:34:41,212,1620
3.99,1,59,2005-06-20 04:13:04,2921,1625
4.99,1,59,2005-07-07 20:46:45,4384,1627
4.99,1,59,2005-07-08 08:38:22,4631,1628
4.99,1,59,2005-07-10 16:34:00,5830,1632
4.99,2,59,2005-07-29 14:45:23,8643,1634
2.99,2,59,2005-08-19 18:08:18,13282,1639
4.99,2,59,2005-08-20 16:57:11,13921,1641
1.99,2,60,2005-05-29 03:05:49,706,1648
2.99,2,60,2005-05-30 13:24:46,934,1649
4.99,2,60,2005-06-15 21:18:16,1482,1650
2.99,1,60,2005-07-06 16:49:43,3849,1653
0.99,1,60,2005-07-27 19:56:31,7494,1657
0.99,2,60,2005-08-01 17:28:05,10680,1660
1.99,1,60,2005-08-17 22:16:49,12084,1663
0.99,1,60,2005-08-23 07:30:26,15632,1668
2.99,1,60,2005-08-23 08:28:03,15649,1669
9.98,2,60,2006-02-14 15:16:03,12489,1670
0.99,1,61,2005-05-31 22:47:45,1157,1672
7.99,1,61,2005-07-27 02:50:15,7027,1673
6.99,2,61,2005-07-28 16:11:21,8029,1675
3.99,1,61,2005-07-29 15:02:18,8651,1677
9.99,1,61,2005-08-17 21:50:25,12072,1681
1.99,1,61,2005-08-23 09:35:34,15681,1685
4.99,2,62,2005-06-20 11:13:01,3021,1691
0.99,1,62,2005-06-21 06:32:39,3287,1693
1.99,2,62,2005-08-21 16:50:34,14574,1704
2.99,2,62,2005-08-21 17:34:24,14594,1705
4.99,2,63,2005-07-10 16:34:48,5832,1714
3.99,2,63,2005-07-12 15:48:54,6769,1715
3.99,2,63,2005-07-31 01:57:04,9549,1720
6.99,1,63,2005-08-01 03:38:42,10288,1724
2.99,2,63,2005-08-18 07:12:46,12342,1726
0.99,2,63,2005-08-18 13:39:26,12515,1727
0.99,2,64,2005-07-06 23:14:16,3982,1739
1.99,1,64,2005-07-08 11:04:02,4690,1741
3.99,1,64,2005-07-09 07:07:05,5114,1744
2.99,2,64,2005-07-09 14:46:36,5279,1745
0.99,2,64,2005-07-12 01:06:35,6457,1748
4.99,2,64,2005-08-01 18:51:29,10714,1759
0.99,1,64,2005-08-18 09:43:58,12409,1761
4.99,1,65,2005-05-26 20:33:20,295,1767
4.99,1,65,2005-07-06 01:32:46,3535,1771
3.99,1,65,2005-07-10 11:39:15,5735,1774
0.99,2,65,2005-07-12 04:23:06,6527,1775
5.99,2,65,2005-07-29 06:27:01,8404,1778
0.99,1,65,2005-08-21 09:08:51,14356,1788
2.99,1,66,2005-06-15 04:34:27,1236,1790
2.99,2,66,2005-07-07 05:31:55,4088,1799
6.99,1,66,2005-08-21 04:37:56,14217,1818
4.99,2,66,2005-08-22 09:01:52,15026,1821
3.99,1,67,2005-06-17 15:57:56,2064,1825
3.99,1,67,2005-06-19 02:08:39,2542,1826
2.99,2,67,2005-07-09 19:52:44,5399,1830
2.99,2,67,2005-07-10 00:58:37,5510,1831
8.99,1,67,2005-08-17 15:15:01,11894,1838
2.99,1,68,2005-06-19 12:44:20,2686,1849
3.99,1,68,2005-07-08 21:56:00,4925,1854
4.99,1,68,2005-07-12 03:42:49,6512,1855
4.99,2,68,2005-07-31 05:33:57,9642,1858
2.99,1,69,2005-06-16 01:57:15,1549,1869
0.99,1,69,2005-07-07 14:27:51,4265,1872
0.99,1,69,2005-07-07 22:28:51,4427,1873
3.99,2,69,2005-07-10 03:38:32,5569,1874
0.99,2,69,2005-07-31 19:57:16,10074,1881
2.99,1,69,2005-08-17 19:20:48,12012,1883
0.99,2,69,2005-08-21 20:31:25,14685,1888
2.99,1,69,2005-08-23 04:25:50,15547,1890
4.99,2,70,2005-05-31 06:24:44,1044,1892
5.99,1,70,2005-07-10 21:57:14,5927,1895
2.99,1,70,2005-07-28 04:32:30,7714,1898
4.99,1,70,2005-08-17 18:56:05,12003,1903
2.99,2,71,2005-06-17 02:38:28,1873,1912
4.99,2,71,2005-07-08 07:45:17,4614,1915
4.99,2,71,2005-07-10 15:46:50,5814,1920
0.99,2,71,2005-07-11 02:08:55,6020,1921
0.99,2,71,2005-07-27 07:26:06,7160,1923
1.99,1,71,2005-07-29 11:51:53,8574,1928
4.99,1,71,2005-07-29 15:41:31,8668,1929
7.99,1,71,2005-08-21 00:44:34,14105,1934
3.99,2,71,2005-08-22 04:32:01,14904,1937
4.99,2,72,2005-07-31 05:46:03,9648,1953
6.99,2,72,2005-08-02 11:58:03,11206,1955
2.99,1,72,2005-08-17 16:21:47,11923,1959
4.99,2,73,2005-06-20 05:20:01,2940,1973
2.99,2,73,2005-07-07 18:01:39,4327,1974
2.99,1,73,2005-07-30 13:03:13,9212,1982
4.99,1,73,2005-08-20 15:34:43,13886,1990
6.99,2,74,2005-05-31 16:37:36,1121,1994
7.99,2,74,2005-06-21 20:40:28,3445,1998
2.99,1,74,2005-07-10 02:13:49,5530,2000
4.99,2,74,2005-07-10 21:30:22,5917,2002
7.99,1,74,2005-07-11 14:40:48,6241,2003
3.99,2,74,2005-08-18 08:07:45,12374,2010
3.99,2,74,2005-08-18 12:25:01,12477,2011
4.99,2,74,2005-08-23 11:56:22,15739,2019
0.99,1,74,2005-08-23 22:26:47,16046,2020
7.99,1,75,2005-06-17 23:39:50,2161,2024
2.99,2,75,2005-07-07 10:17:15,4179,2029
5.99,1,75,2005-07-08 08:57:21,4639,2031
2.99,2,75,2005-07-09 14:05:45,5260,2032
0.99,2,75,2005-07-11 03:51:27,6052,2033
0.99,2,75,2005-07-12 04:33:19,6530,2036
4.99,1,75,2005-07-27 18:27:26,7454,2039
4.99,1,75,2005-08-02 00:27:24,10871,2050
0.0,1,75,2006-02-14 15:16:03,14488,2060
0.99,1,76,2005-05-30 12:15:54,926,2063
6.99,1,76,2005-06-16 20:04:28,1791,2065
0.99,2,76,2005-07-10 03:48:20,5571,2071
6.99,2,76,2005-07-29 00:57:06,8253,2073
3.99,2,76,2005-07-29 06:28:19,8405,2075
0.99,1,76,2005-07-30 02:38:45,8935,2076
0.99,2,76,2005-07-31 20:09:32,10082,2078
8.99,2,77,2005-06-18 19:29:21,2452,2092
0.99,2,77,2005-07-11 10:21:38,6168,2096
4.99,2,77,2005-08-01 00:09:33,10184,2102
6.99,1,77,2005-08-17 21:31:46,12065,2108
1.99,2,77,2005-08-18 06:43:56,12328,2109
9.99,2,77,2005-08-20 11:17:45,13752,2110
0.99,2,78,2005-07-08 15:51:51,4778,2119
4.99,1,78,2005-07-11 20:04:43,6344,2123
3.99,2,78,2005-07-28 12:13:02,7926,2126
6.99,1,78,2005-07-28 13:34:08,7957,2127
3.99,2,78,2005-08-01 05:30:05,10350,2130
7.99,1,78,2005-08-01 23:22:45,10831,2132
5.99,2,78,2005-08-19 11:55:59,13124,2136
2.99,1,78,2005-08-22 01:08:34,14810,2141
4.99,1,79,2005-05-30 00:28:41,840,2144
2.99,1,79,2005-07-10 03:08:55,5555,2155
0.99,1,79,2005-07-31 17:22:39,9989,2161
4.99,2,79,2005-08-17 04:45:39,11641,2163
2.99,1,80,2005-06-19 05:48:26,2596,2166
8.99,2,80,2005-06-19 19:29:17,2805,2167
4.99,2,80,2005-07-06 06:05:23,3623,2169
5.99,1,80,2005-07-08 11:03:29,4688,2172
5.99,1,80,2005-07-11 12:16:03,6199,2175
0.99,2,80,2005-07-27 22:19:08,7558,2178
6.99,1,80,2005-07-30 00:26:22,8884,2180
0.99,2,80,2005-08-17 13:08:45,11839,2185
4.99,1,80,2005-08-19 20:51:40,13352,2188
0.99,2,80,2005-08-19 22:05:40,13395,2189
8.99,1,80,2005-08-23 08:27:57,15648,2193
5.99,1,80,2005-08-23 21:13:39,16012,2194
1.99,1,81,2005-06-19 14:26:09,2714,2197
