city,city_id,country_id
Chatsworth,112,85
Cheju,113,86
Chiayi,114,92
Chisinau,115,61
Chungho,116,92
Cianjur,117,45
Ciomas,118,45
Ciparay,119,45
Citrus Heights,120,103
Città del Vaticano,121,41
Ciudad del Este,122,73
Clarksville,123,103
Coacalco de Berriozábal,124,60
Coatzacoalcos,125,60
Compton,126,103
Coquimbo,127,22
Córdoba,128,6
Cuauhtémoc,129,60
Cuautla,130,60
Cuernavaca,131,60
Cumaná,132,104
Czestochowa,133,76
Dadu,134,72
Dallas,135,103
Datong,136,23
Daugavpils,137,54
Davao,138,75
Daxian,139,23
Dayton,140,103
Deba Habe,141,69
Denizli,142,97
Dhaka,143,12
Dhule (Dhulia),144,44
Dongying,145,23
Donostia-San Sebastián,146,87
Dos Quebradas,147,24
Duisburg,148,38
Dundee,149,102
Dzerzinsk,150,80
Ede,151,67
Effon-Alaiye,152,69
El Alto,153,14
El Fuerte,154,60
El Monte,155,103
Elista,156,80
Emeishan,157,23
Emmen,158,67
Enshi,159,23
Erlangen,160,38
Escobar,161,6
Esfahan,162,46
Eskisehir,163,97
Etawah,164,44
Ezeiza,165,6
Ezhou,166,23
Faaa,167,36
Fengshan,168,92
Firozabad,169,44
Florencia,170,24
Fontana,171,103
Fukuyama,172,50
Funafuti,173,99
Fuyu,174,23
Fuzhou,175,23
Gandhinagar,176,44
Garden Grove,177,103
Garland,178,103
Gatineau,179,20
Gaziantep,180,97
Gijón,181,87
Gingoog,182,75
Goiânia,183,15
Gorontalo,184,45
Grand Prairie,185,103
Graz,186,9
Greensboro,187,103
Guadalajara,188,60
Guarujá,189,15
Águas Lindas de Goiás,190,15
Gulbarga,191,44
Hagonoy,192,75
Haining,193,23
Haiphong,194,105
Haldia,195,44
Halifax,196,20
Halisahar,197,44
Halle/Saale,198,38
Hami,199,23
Hamilton,200,68
Hanoi,201,105
Hidalgo,202,60
Higashiosaka,203,50
Hino,204,50
Hiroshima,205,50
Hodeida,206,107
Hohhot,207,23
Hoshiarpur,208,44
Hsichuh,209,92
Huai´an,210,23
Hubli-Dharwad,211,44
Huejutla de Reyes,212,60
Huixquilucan,213,60
Huánuco,214,74
Ibirité,215,15
Idfu,216,29
Ife,217,69
Ikerre,218,69
Iligan,219,75
Ilorin,220,69
Imus,221,75
Inegöl,222,97
Ipoh,223,59
Isesaki,224,50
Ivanovo,225,80
Iwaki,226,50
Iwakuni,227,50
Iwatsuki,228,50
Izumisano,229,50
Jaffna,230,88
Jaipur,231,44
Jakarta,232,45
Jalib al-Shuyukh,233,53
Jamalpur,234,12
Jaroslavl,235,80
Jastrzebie-Zdrój,236,76
Jedda,237,82
Jelets,238,80
Jhansi,239,44
Jinchang,240,23
Jining,241,23
Jinzhou,242,23
Jodhpur,243,44
Johannesburg,244,85
Joliet,245,103
José Azueta,246,60
Juazeiro do Norte,247,15
Juiz de Fora,248,15
Junan,249,23
Juárez,250,60
Kabul,251,1
Kaduna,252,69
Kakamigahara,253,50
Kaliningrad,254,80
Kalisz,255,76
Kamakura,256,50
Kamarhati,257,44
Kamjanets-Podilskyi,258,100
Kamyšin,259,80
Kanazawa,260,50
Kanchrapara,261,44
Kansas City,262,103
Karnal,263,44
Katihar,264,44
Kermanshah,265,46
Kilis,266,97
Kimberley,267,85
Kimchon,268,86
Kingstown,269,81
Kirovo-Tšepetsk,270,80
Kisumu,271,52
Kitwe,272,109
Klerksdorp,273,85
Kolpino,274,80
Konotop,275,100
Koriyama,276,50
Korla,277,23
Korolev,278,80
Kowloon and New Kowloon,279,42
Kragujevac,280,108
Kütahya,281,97
Kuching,282,59
Kumbakonam,283,44
Kurashiki,284,50
Kurgan,285,80
Kursk,286,80
Kuwana,287,50
La Paz,288,60
La Plata,289,6
La Romana,290,27
Laiwu,291,23
Lancaster,292,103
Laohekou,293,23
Lapu-Lapu,294,75
Laredo,295,103
Lausanne,296,91
Le Mans,297,34
Lengshuijiang,298,23
Leshan,299,23
Lethbridge,300,20
Lhokseumawe,301,45
Liaocheng,302,23
Liepaja,303,54
Lilongwe,304,58
Lima,305,74
Lincoln,306,103
Linz,307,9
Lipetsk,308,80
Livorno,309,49
Ljubertsy,310,80
Loja,311,28
London,312,102
Lublin,314,76
Lubumbashi,315,25
Lungtan,316,92
Luziânia,317,15
Madiun,318,45
Mahajanga,319,57
Maikop,320,80
Malmö,321,90
Manchester,322,103
Mandaluyong,323,75
Mandi Bahauddin,324,72
Mannheim,325,38
Maracaíbo,326,104
Mardan,327,72
Maringá,328,15
Masqat,329,71
Matamoros,330,60
Matsue,331,50
Meixian,332,23
Memphis,333,103
Merlo,334,6
Mexicali,335,60
Miraj,336,44
Mit Ghamr,337,29
Miyakonojo,338,50
Mogiljov,339,13
Molodetšno,340,13
Monclova,341,60
Monywa,342,64
Moscow,343,80
Mosul,344,47
Mukatševe,345,100
Munger (Monghyr),346,44
Mwanza,347,93
Mwene-Ditu,348,25
Myingyan,349,64
Mysore,350,44
Naçala-Porto,351,63
Nabereznyje Tšelny,352,80
Nador,353,62
Nagaon,354,44
Nagareyama,355,50
Najafabad,356,46
Naju,357,86
Nakhon Sawan,358,94
Nam Dinh,359,105
Namibe,360,4
Nantou,361,92
Nanyang,362,23
NDjamna,363,21
Newcastle,364,85
Nezahualcóyotl,365,60
Nha Trang,366,105
Niznekamsk,367,80
Novi Sad,368,108
Novotšerkassk,369,80
Nuku´alofa,370,95
Nuuk,371,40
Nyeri,372,52
Ocumare del Tuy,373,104
Ogbomosho,374,69
Okara,375,72
Okayama,376,50
Okinawa,377,50
Olomouc,378,26
Omdurman,379,89
Omiya,380,50
Ondo,381,69
Onomichi,382,50
Oshawa,383,20
Osmaniye,384,97
Šostka,385,100
Otsu,386,50
Oulu,387,33
Ourense (Orense),388,87
Owo,389,69
Oyo,390,69
Ozamis,391,75
Paarl,392,85
Pachuca de Soto,393,60
Pak Kret,394,94
Palghat (Palakkad),395,44
Pangkal Pinang,396,45
Papeete,397,36
Parbhani,398,44
Pathankot,399,44
Patiala,400,44
Patras,401,39
Pavlodar,402,51
Pemalang,403,45
Peoria,404,103
Pereira,405,24
Phnom Penh,406,18
Pingxiang,407,23
Pjatigorsk,408,80
Plock,409,76
Poá,410,15
Ponce,411,77
Pontianak,412,45
Poços de Caldas,413,15
Portoviejo,414,28
Probolinggo,415,45
Pudukkottai,416,44
Pune,417,44
Purnea (Purnia),418,44
Purwakarta,419,45
Pyongyang,420,70
Qalyub,421,29
Qinhuangdao,422,23
Qomsheh,423,46
Quilmes,424,6
Rae Bareli,425,44
Rajkot,426,44
Rampur,427,44
Rancagua,428,22
Ranchi,429,44
Richmond Hill,430,20
Rio Claro,431,15
Rizhao,432,23
Roanoke,433,103
Ríobamba,434,28
Rockford,435,103
Ruse,436,17
Rustenburg,437,85
´s-Hertogenbosch,438,67
Saarbrücken,439,38
Sagamihara,440,50
Saint Louis,441,103
Saint-Denis,442,79
Salé,443,62
Salala,444,71
Salamanca,445,60
Salinas,446,103
Salzburg,447,9
Sambhal,448,44
San Bernardino,449,103
San Felipe de Puerto Plata,450,27
San Felipe del Progreso,451,60
San Juan Bautista Tuxtepec,452,60
San Lorenzo,453,73
San Miguel de Tucumán,454,6
Sanaa,455,107
Santa Bárbara d´Oeste,456,15
Santa Fé,457,6
Santa Rosa,458,75
Santiago de Compostela,459,87
Santiago de los Caballeros,460,27
Santo André,461,15
Sanya,462,23
Sasebo,463,50
Satna,464,44
Sawhaj,465,29
Serpuhov,466,80
Shahr-e Kord,467,46
Shanwei,468,23
Shaoguan,469,23
Sharja,470,101
Shikarpur,472,72
Shimoga,473,44
Shimonoseki,474,50
Shivapuri,475,44
Shubra al-Khayma,476,29
Siegen,477,38
Siliguri (Shiliguri),478,44
Simferopol,479,100
Sincelejo,480,24
Sirjan,481,46
Sivas,482,97
Skikda,483,2
Smolensk,484,80
São Bernardo do Campo,485,15
São Leopoldo,486,15
Sogamoso,487,24
Sokoto,488,69
Songkhla,489,94
Sorocaba,490,15
Soshanguve,491,85
Sousse,492,96
South Hill,493,5
Southampton,494,102
Southend-on-Sea,495,102
Southport,496,102
Springs,497,85
Stara Zagora,498,17
Sterling Heights,499,103
Stockport,500,102
Sucre,501,14
Suihua,502,23
Sullana,503,74
Sultanbeyli,504,97
Sumqayit,505,10
Sumy,506,100
Sungai Petani,507,59
Sunnyvale,508,103
Surakarta,509,45
Syktyvkar,510,80
Syrakusa,511,49
Székesfehérvár,512,43
Tabora,513,93
Tabriz,514,46
Tabuk,515,82
Tafuna,516,3
Taguig,517,75
Taizz,518,107
Talavera,519,75
Tallahassee,520,103
Tama,521,50
Tambaram,522,44
Tanauan,523,75
Tandil,524,6
Tangail,525,12
Tanshui,526,92
Tanza,527,75
Tarlac,528,75
Tarsus,529,97
Tartu,530,30
Tšeboksary,531,80
Tegal,532,45
Tel Aviv-Jaffa,533,48
Tete,534,63
Tianjin,535,23
Tiefa,536,23
Tieli,537,23
Tokat,538,97
Tonghae,539,86
Tongliao,540,23
Torreón,541,60
Touliu,542,92
Toulon,543,34
Toulouse,544,34
Tórshavn,545,32
Tsaotun,546,92
Tsuyama,547,50
Tuguegarao,548,75
Tychy,549,76
Udaipur,550,44
Udine,551,49
Ueda,552,50
Uijongbu,553,86
Uluberia,554,44
Urawa,555,50
Uruapan,556,60
Usak,557,97
Usolje-Sibirskoje,558,80
Uttarpara-Kotrung,559,44
Vaduz,560,55
Valencia,561,104
Valle de la Pascua,562,104
Valle de Santiago,563,60
Valparai,564,44
Vancouver,565,20
Varanasi (Benares),566,44
Vicente López,567,6
Vijayawada,568,44
Vila Velha,569,15
Vilnius,570,56
Vinh,571,105
Vitória de Santo Antão,572,15
Warren,573,103
Weifang,574,23
Witten,575,38
Woodridge,576,8
Wroclaw,577,76
Xi´angfan,578,23
Xi´angtan,579,23
Xintai,580,23
Xinxiang,581,23
Yamuna Nagar,582,44
Yangor,583,65
Yantai,584,23
Yaoundé,585,19
Yerevan,586,7
Yinchuan,587,23
Yingkou,588,23
York,589,102
Yuncheng,590,23
Yuzhou,591,23
Zalantun,592,23
Zanzibar,593,93
Zaoyang,594,23
Zapopan,595,60
Zaria,596,69
Zeleznogorsk,597,80
Zhezqazghan,598,51
Zhoushan,599,23
Ziguinchor,600,83
