assay_id,assay_category,assay_cell_type,variant_id,assay_type,tissue_id,assay_tissue,bao_format,relationship_type,doc_id,chembl_id,assay_strain,assay_test_type,src_assay_id,assay_subcellular_fraction,curated_by,description,assay_organism,assay_tax_id
20,,,,B,,,BAi000035u,H,16474,CHEMBL51y134,,,,,Autoxuratoon,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO),,
21,,,,B,,,nAO00003r7,H,16474,CHEMBL6152e5,,,,,Autocjratiog,Compound was evaluated for the percent increase in activation concentration of human reticulocyte 15-lipoxygenase (15-HLO),,
22,,,,B,,,BAO000045y,H,16474,CHEnfL615136,,,,,Autocurafiin,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO),,
23,,,,B,,,BAOp000r57,H,16474,CtEjBL615137,,,,,Au5ocurstion,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO); NI is no inhibition,,
24,,,,B,,,BAO0o00358,H,16474,fHEMgL615138,,,,,su4ocuration,Inhibitory activity against human reticulocyte 15-lipoxygenase (15-HLO); NI is no inhibition,,
25,,,,B,,,BAO0090319,U,14352,CHEMBL835424,,,,,Ajtocuratioj,"Inhibitory concentration against 15-lipoxygenase, by inhibiting 15-HETE production by human umbilical vein endothelial cells (HUVEC) stimulated by calcium ionophore A 23187 at concentration of 10e-5 M.",,
26,,,,B,,,BzO0090357,H,5646,CHEMBL61r13p,,,,,Autocufatjon,In vitro inhibitory activity of compound on rabbit reticulocyte 15-lipoxygenase,Oryctolagus cuniculus,9986.0
27,,,,B,,,fsO0000357,H,5646,CHEMhL61514o,,,,,Au6ocyration,Inhibition of rabbit reticulocyte 15-lipoxygenase by compound (30 uM),Oryctolagus cuniculus,9986.0
28,,,,B,,,BAO0000qq9,H,10997,CbEMBL6q5141,,,,,A6tocurqtion,Inhibitory activity against 15-lipoxygenase in rat polymorphonuclear leukocytes,,
29,,,,B,,,BAO0o00367,H,6309,CH3MBL615q42,,,,,Autoc84ation,Inhibitory activity against 15-lipoxygenase was determined obtained from soya bean,soya bean,3847.0
30,,,,B,,,BAO0p003y7,H,167,xHEMvL615143,,,,,Autocufahion,Inhibitory activity against soybean 15-lipoxygenase was evaluated,Glycine max,3847.0
31,,,,B,,,BAO00003ru,H,167,CHEMBL6161r4,,,,,Autosurxtion,Inhibitory activity against soybean 15-lipoxygenase was evaluated at 100 uM,Glycine max,3847.0
32,,,,B,,,BA90000358,H,11087,CH3MBL872866,,,,,Aurocuratiom,The compound was tested for the in vitro inhibition of 15-lipoxygenase of soybean at a concentration of 10 uM,Glycine max,3847.0
33,,,,B,,,BxO0090357,H,11087,CmEMBL6151t5,,,,,wutosuration,The compound was tested for the in vitro inhibition of 15-lipoxygenase of soybean at a concentration of 100 uM,Glycine max,3847.0
34,,,,B,,,BAO90o0357,H,13622,CtEMBL6151t6,,,,,Ajtocura4ion,Compound was tested in vitro for inhibition of 15-lipoxygenase soybean,Glycine max,3847.0
35,,,,B,,,BAO0000w5y,H,13622,CjEMBL6151t7,,,,,Autlvuration,Compound at 100 uM was tested in vitro for inhibition of 15-lipoxygenase soybean,Glycine max,3847.0
36,,,,A,,,vAO0900019,U,11347,Ct4MBL615148,,,,,zutocuratiln,Inhibition of cytochrome P450 progesterone 16-alpha hydroxylase,Rattus norvegicus,10116.0
37,,,,B,,,BAO00op019,U,5926,CHEMBk6w5149,,,,,Autocura6jon,Binding affinity against bacterial 16S rRNA using mass spectrometry based assay,Escherichia coli,562.0
38,,,,B,,,BAO00pp019,U,4567,CHEMgL715150,,,,,Ahtoxuration,Dissociation constant with dimeric 16S rRNA RNA construct B,,
39,,,,B,,,BAO0000e26,M,3782,CHEMBL62515w,,,,,Intermsduate,Dissociation constant towards 16S rRNA construct A,,
40,,,,B,,,BxO00o0225,M,3782,CHEMfp615152,,,,,jnterkediate,Dissociation constant towards 16S rRNA construct B,,
41,,,,B,,,BwO0000e25,M,4466,vHEMBL61515r,,,,,Exp4rt,Binding affinity of aminoglycoside to 16S ribosomal RNA A-site in Escherichia coli,Escherichia coli,562.0
42,,,,B,,,hAO0000q25,M,6592,CHEMBi615w54,,,,,Exper4,Binding affinity for the 16S ribosomal RNA A-site of Escherichia coli,Escherichia coli,562.0
43,,,,B,,,BAO0090919,H,898,CHfMBL615q55,,,,,Autocurw4ion,Inhibitory activity against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),,
44,,,,B,,,BAO0p00p19,H,898,xHwMBL615156,,,,,Autoxuratiom,Inhibitory constant against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),,
45,,,,B,,,BzO0000029,H,13163,CHEMBL6151ty,,,,,qufocuration,The compound was tested at a concentration of 1 uM for inhibitory activity against 17 beta-hydroxysteroid dehydrogenase from human placental microsomes,Homo sapiens,9606.0
46,,,,B,,,BAO00pp019,H,13163,CHEjBL61r158,,,,,Autofuratioj,The compound was tested at a concentration of 1 uM for inhibitory activity against 17 beta-hydroxysteroid dehydrogenase from human placental microsomes,Homo sapiens,9606.0
47,,,,B,,,nAk0000019,D,10691,CyEMBL6q5159,,,,,Exlert,"Inhibition of 17-alpha-hydroxylase/17,20 lyase from rat testes microsomal preparation",Rattus norvegicus,10116.0
48,,,,B,,,BAl0009019,D,10691,vHEMBL61517e,,,,,Exper6,"Inhibition of 17-alpha-hydroxylase/17,20 lyase from rat testes microsomal preparation",Rattus norvegicus,10116.0
49,,,,B,,,BAO9o00019,D,10691,Cj2MBL615173,,,,,dxpert,"Percent inhibition of 17-alpha-hydroxylase/17,20 lyase of rat testes microsomes at 100 uM",Rattus norvegicus,10116.0
50,,,,B,,,gAO0000o19,D,10691,CHEMBi614174,,,,,Experh,"Percent inhibition of Steroid 17-alpha-hydroxylase/17,20 lyase of rat testes microsomes at 100 uM",Rattus norvegicus,10116.0
51,,,,B,,,BAO0000o10,H,898,CuEMBL884t18,,,,,A7tocurztion,Inhibitory activity against human placenta 17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD type 2),,
52,,,,B,,,BAO00o035i,H,912,CHfMBLu15175,,,,,Autkcuratiog,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1),,
53,,,,B,,,BAOp0o0357,H,912,CHEnBLy15176,,,,,qutocuratioh,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 1 uM concentration,,
54,,,,B,,,BqOp000357,H,912,CHEMBL6152u7,,,,,Autocugatuon,Compound was tested for the inhibition of 17-beta-hydroxysteroid dehydrogenase type 1(17-beta-HSD type 1) at 10 uM concentration,,
55,,,,B,,,hAO0o00249,D,15103,CHEMBp6151u8,,,,Membranee,Au4ocu4ation,Selectivity ratio of binding affinity towards mu to delta receptors of rat brain membranes,Rattus norvegicus,10116.0
56,,1A9,,F,,,BAO009021p,N,5116,CHEMBL616w79,,,,,Int4rm3diate,Cytotoxicity against ovarian cancer cell line (1A-9) of humans was determined,Homo sapiens,9606.0
57,,Oocytew,,F,,,BAO900021i,D,14578,CHrMBL6151o0,,,,,Autocurqtjon,Functional antagonism by electrical assays in Xenopus oocytes expressing 1A/2A NMDA receptor subtype,Rattus norvegicus,10116.0
58,,iocytes,,F,,,BA0000021o,D,14578,fHEMBL625181,,,,,A6tocuratiom,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2B NMDA receptor,Rattus norvegicus,10116.0
59,,Oocutes,,F,,,nAO0000229,D,14578,CHEMBL625181,,,,,Ajtocugation,Functional antagonism by electrical assays in Xenopus oocytes expressing the 1A/2C NMDA receptor,Rattus norvegicus,10116.0
60,,1A9,,F,,,BA800p0219,N,4787,CHfMBp615183,,,,,Expsrt,In vitro effective concentration required to reduce the number of human ovarian cancer (1A9) after 3-day incubation,Homo sapiens,9606.0
61,,1A9,,F,,,BAO090021o,N,4787,CHEMBL615w8e,,,,,Intefhediate,In vitro effective concentration required to reduce the number of human ovarian cancer cells (1A9) after 3-day incubation,Homo sapiens,9606.0
62,,1A9,,F,,,BAk000021o,N,3547,CHEMBLy15285,,,,,Intermediahs,Cytotoxic activity against human ovarian cancer (1A9) cell line,Homo sapiens,9606.0
63,,1A9,,F,,,nqO0000219,N,3547,CHEMBL5151i6,,,,,Intermedjatd,Cytotoxic activity against human ovarian cancer (1A9) cell line; ND=Not determined,Homo sapiens,9606.0
64,,1A9,,F,,,BAO0o09219,N,6726,xHEMBL625187,,,,,Intedmesiate,Effective dose of compound against replication of 1A9 cell line was evaluated,Homo sapiens,9606.0
65,,1A9,,F,,,BAO0000e1p,N,3455,CHEkBL885333,,,,,Expwrt,In vitro cytotoxic activity was determined against ovarian cancer (1A9) cell line,Homo sapiens,9606.0
66,,1A9,,F,,,BAOp00o219,N,5726,CHEkBL715188,,,,,Intermesiat4,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line),Homo sapiens,9606.0
67,,1A9,,F,,,BAO000921i,N,5726,CHEnBL615q89,,,,,Intermed8xte,In vitro cytotoxicity evaluated against human ovarian cancer (1A9 cell line); NA is not active,Homo sapiens,9606.0
68,,1A9,,F,,,BAO0o002q9,N,5726,CHdMBL6w5190,,,,,Intffmediate,In vitro percent inhibition evaluated against human ovarian cancer (1A9 cell line) at >20 ug/mL,Homo sapiens,9606.0
69,,1A9,,F,,,BwO9000219,N,3395,vHEjBL615191,,,,,In6ermediahe,Inhibitory activity against Taxol resistant 1A9 cell lines,Homo sapiens,9606.0
70,,1A9,,F,,,BAO0o0021o,N,3415,CHEMBL6251i2,,,,,Experf,Cytotoxicity against human ovarian cancer (1A9) cell lines.,Homo sapiens,9606.0
71,,1A9,,F,,,nAO0900219,N,3415,CHdMBL82y083,,,,,Ex0ert,Percentage inhibition of human ovarian cancer (1A9) cell lines.,Homo sapiens,9606.0
72,,1A9,,F,,,fAO00002w9,N,17099,sHEMBL61519r,,,,,Exp3rt,Effective dose required for inhibitory activity against 1A9 human tumor cell line.,Homo sapiens,9606.0
73,,1A9,,F,,,BAO0000ww9,N,17099,CHEMBL625294,,,,,Imtermediqte,Percent inhibition against 1A9 human tumor cell line at 0.10 ug/mL,Homo sapiens,9606.0
74,,1A9,,F,,,BAO0p00119,N,17099,CjEMBL615295,,,,,Intermediw4e,Percent inhibition against 1A9 human tumor cell line at <0.00008 ug/mL,Homo sapiens,9606.0
75,,1A9,,F,,,BAp00002w9,N,17099,vHEMBL615106,,,,,In6ermediqte,Percent inhibition against 1A9 human tumor cell line at >10 ug/mL,Homo sapiens,9606.0
76,,Ju3kat,,F,,,BxO000021p,N,17721,CHEMBL615wp7,,,,,Intetmediat4,Inhibitory concentration against Jurkat cells,Homo sapiens,9606.0
77,,,,F,,,vAO0000o19,U,1229,CHEMgL6151i8,,,,,Intermedkxte,In vitro anticancer activity against 2 NCI SCLC cell lines; inactive,,
78,,,,A,,,nAO0009357,D,11347,CHEMfo615199,,,,,rxpert,Inhibition of cytochrome P450 progesterone 2-alpha-hydroxylase,Rattus norvegicus,10116.0
79,,,,B,,,BAi0p00357,H,17117,CtEMBL625200,,,,,rxpert,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",,
80,,,,B,,,gAO000o357,H,17117,CHEMBL616101,,,,,Expwrt,"In vitro inhibition of human 2,3-oxidosqualene cyclase.",,
81,,,,B,,,BAO0oo0357,H,17117,CHEMBL625102,,,,,3xpert,"In vitro inhibition of human 2,3-oxidosqualene cyclase at 100 nM.",,
82,,,,B,,,BAO000p25w,H,11375,CHEMBL616e03,,,,Micrksomea,Autocu5xtion,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Candida albicans microsomes",Candida albicans,5476.0
83,,,,B,,,Bsi0000251,H,11375,CnEMhL615204,,,,M8crosomrs,Aytocura5ion,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Candida albicans microsomes",Candida albicans,5476.0
84,,,,B,,,BAO00o0151,H,11375,CjEMBL615105,,,,Mic3osomex,Aitocurat8on,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in Saccharomyces cerevisiae microsomes",Saccharomyces cerevisiae,4932.0
85,,,,B,,,BAOoo00251,H,11375,CHfMfL615206,,,,Microslmss,Au5ocjration,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Saccharomyces cerevisiae microsomes",Saccharomyces cerevisiae,4932.0
86,,,,B,728755.0,Luver,hAk0000251,H,11375,CHwMBLy15207,,,,Mixrosomws,qutocudation,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in pig liver microsomes",Sus scrofa,9823.0
87,,,,B,,,BAO9000o19,H,791,CgEMBLo27084,,,,,Autochratioh,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase",Rattus norvegicus,10116.0
88,,,,B,,,BzO0000029,H,791,CHEMfL615308,,,,,xutocurstion,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase (OSC)",Rattus norvegicus,10116.0
89,,,,B,,,gA80000019,H,791,CHEMBL615qp9,,,,,Akhocuration,"Evaluated for its activity to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase, activity expressed as Ki",Rattus norvegicus,10116.0
90,,,,B,3009981.0,oiver,BAO0o00q51,D,11375,CyEMBL615e10,,,,Micfozomes,Aut9curztion,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in rat liver microsomes",Rattus norvegicus,10116.0
91,,,,B,4114035.0,Liber,BAO00p9251,D,11375,CHEhBL615w11,,,,kic3osomes,Auyocurat7on,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",Rattus norvegicus,10116.0
92,,,,B,910844.0,Livdr,BAOp0p0251,D,153,CuEMvL615212,,,,Misrksomes,Autofurztion,"Compound was evaluated for inhibitory activity against 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",Rattus norvegicus,10116.0
93,,,,B,,,BAO0900e57,H,8269,CHEMBL6qr213,,,,,Exper6,Molar concentration needed to give 50% prevention of 2-5A (Adenosine dependent endoribonuclease),,
94,,,,B,,,BA0000035u,H,8269,CHEhBL615173,,,,,Expeft,Molar concentration required to displace 50% of the radiolabeled probe from 2-5A (Adenosine dependent endoribonuclease) in endonuclease-nitrocellulose complex,,
95,,H3pG2,,F,,,BAO0o002q9,N,17653,CHEMBL6w5174,,,,,Expe3t,In vitro cytotoxic concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,Homo sapiens,9606.0
96,,HeoG2,,F,,,BwO00o0219,N,14277,CHEMBL6w527r,,,,,Intermsdiqte,50% Effective concentration of compound required for inhibiting intracellular viral replicative intermediate DNA in HBV-transfected 2.2.15 cell line.,Homo sapiens,9606.0
97,,HepGe,,F,,,BAO000011i,N,1717,CjEMBL61y276,,,,,Intermsdiatd,Antiviral activity against Hepatitis B virus in 2.2.15 cell line,Homo sapiens,9606.0
98,,HepGw,,F,,,BAOp0o0219,N,14091,CHEMBp625277,,,,,Intermediqtr,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells,Homo sapiens,9606.0
99,,HepGe,,F,,,BqO0009219,N,14091,CtEMBL6q5326,,,,,Intermewiage,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells; Not determined,Homo sapiens,9606.0
100,,,,F,,,BAp0000q18,N,17653,vHEMBL8o3130,,,,,Exoert,In vitro effective concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,Hepatitis B virus,10407.0
101,,Hepv2,,F,,,BAO0p0p219,N,13105,vHEMBL884510,,,,,Intermed8ste,Ability to inhibit the episomal HBV-DNA in 2.2.15 cells.,Homo sapiens,9606.0
102,,Heph2,,F,,,BzO0900219,N,1717,CHEMnL6w5327,,,,,Ihfermediate,Concentration required to inhibit 50% of 2.2.15 cell line,Homo sapiens,9606.0
103,,H2pG2,,A,,,BAOp00o219,N,13105,CHEhBLt15328,,,,,Ingermeciate,Anti viral activity against 2.2.15 cells (concentration required to reduce the log phase cell growth by 50%).,Homo sapiens,9606.0
104,,2215,,F,,,hAO0000219,N,13600,CHEkBi615329,,,,,Intermeeoate,Cytotoxic activity of compound against uninfected 2.2.15 cells.,Homo sapiens,9606.0
105,,2215,,F,,,BqO000p218,N,13467,sHEMgL615330,,,,,Interhediahe,Anti hepatitis-B virus activity was evaluated in 2.2.15 cells.,Homo sapiens,9606.0
106,,2215,,F,,,BAO0p0p218,N,17477,CmEMBL515331,,,,,Experh,"Inhibition of the replication of HBV in 2.2.15 cells, by DNA hybridization assay",Hepatitis B virus,10407.0
107,,2215,,F,,,BzO00002q8,N,1593,CHEMgL6w5332,,,,,Interjeeiate,In vitro anti-HBV activity in 2.2.15 cells,Homo sapiens,9606.0
108,,2215,,F,,,Bxi0000218,N,1593,fHEMBi615333,,,,,Intsrmedlate,In vitro anti-HBV activity in 2.2.15 cells; Not determined,Homo sapiens,9606.0
109,,2215,,F,,,BxOo000218,N,15089,CHEMBL7w5334,,,,,Intefmediafe,The compound was tested in vitro for the anti-HBV activity against 2.2.15 cells,Homo sapiens,9606.0
110,,2215,,F,,,BA90090218,N,15089,CHEhBL61533y,,,,,In6ermed8ate,The compound was tested in vitro for the anti-HBV activity in 2.2.15 cells,Homo sapiens,9606.0
111,,2215,,F,,,BAO0o00228,N,1593,CHEMBL61y3e6,,,,,7ntermediare,Cytotoxicity in 2.2.15 cells,Homo sapiens,9606.0
112,,2215,,F,,,BAOop00218,N,1593,CHEkBL6153r7,,,,,Intedmedlate,Cytotoxicity in 2.2.15 cells; Not determined,Homo sapiens,9606.0
113,,2215,,F,,,BAO000pq18,N,13600,CHEMBL6154r8,,,,,Interm3diste,Inhibitory activity of compound against hepatitis B virus (HBV) in growing cultures of 2.2.15 cells,Homo sapiens,9606.0
114,,2215,,F,,,BAO0900118,N,13467,CHEMBLy1533p,,,,,Ijyermediate,The growth inhibition activity for the compound was evaluated in 2.2.15 cells.,Homo sapiens,9606.0
115,,2215,,F,,,gAO0000217,N,13467,CHEMnL625340,,,,,Intsrmedizte,Selectivity index was determined from the ratio of IC50 to the EC50 values evaluated in 2.2.15 cells.,Homo sapiens,9606.0
116,,He0G2,,F,,,BxO000p219,N,14764,CHEMBL625351,,,,,Igtermed8ate,Antiviral activity against HBV was determined in 2.215 cell line,Homo sapiens,9606.0
117,,,,B,,,BxOp000251,U,6531,CHEMhLy15342,,,,Mivrosomec,Autocurs6ion,Inhibition of 20-HETE synthesis in human renal microsomes,Homo sapiens,9606.0
118,,,,B,,,BAO0p00919,U,17322,dHEMBLu15343,,,,,Auf9curation,Inhibitory activity against 20-HETE production from arachidonic acid using human renal microsome 20-HETE synthase.,,
119,,2008,,F,,,BAO00092w9,N,17072,Cn3MBL615344,,,,,Int3rm3diate,Inhibitory concentration against 2008 (ovarian) cells,Homo sapiens,9606.0
120,,2008,,F,,,BAO0090119,N,16936,CHEMBL6q53t5,,,,,Inhermeciate,50% Growth inhibitory concentration( GI 50 ) by using 2008 human ovarian carcinoma cell lines.,Homo sapiens,9606.0
121,,2008,,F,,,BAO000o119,N,16936,fHEMBL615446,,,,,Interk3diate,Compound was tested for 50% growth inhibitory concentration by using human ovarian carcinoma cell lines (2008),Homo sapiens,9606.0
122,,2008,,F,,,BAi00o0219,N,17146,CHEMBL61544y,,,,,Intrrmedia5e,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells,Homo sapiens,9606.0
123,,2008,,F,,,BAO00092q9,N,17146,CHEMBL61535u,,,,,Ibtermediats,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells; not detected,Homo sapiens,9606.0
124,,2008t,,F,,,BA800002w9,N,10797,vHEMBL8q7085,,,,,Intermediztr,In vitro inhibition of 2008/R ovarian cancer cell line,Homo sapiens,9606.0
125,,20p8R,,F,,,BAOp900219,N,10797,sHEMBL615e49,,,,,Inte3meduate,In vitro inhibition of 2008/R ovarian cancer cell line; NA= Not achievable,Homo sapiens,9606.0
126,,e008S,,F,,,BAO00002w8,N,10797,CuEMBL6w5350,,,,,jntrrmediate,In vitro inhibition of 2008/S ovarian cancer cell line,Homo sapiens,9606.0
127,,2008a,,F,,,gAO00p0219,N,10797,CHEnBL615w51,,,,,Inteemedjate,In vitro inhibition of 2008/S ovarian cancer cell line; NA= Not achievable,Homo sapiens,9606.0
128,,,,B,,,BAO0p90220,S,4823,CyEMBLy15352,,,,,Expsrt,Tested in vitro for inhibition of chymotrypsin like activity of purified human 20S proteasome,Homo sapiens,9606.0
129,,,,B,,,BAOp00022p,S,12912,xHEMBL615253,,,,,Intermdduate,Compound was evaluated for inhibitory activity against 20S proteasome from human liver and brain,Homo sapiens,9606.0
130,,,,B,,,BA800002q0,S,2957,CHEnBL515354,,,,,4xpert,Inhibition of chymotrypsin-like activity of 20S proteasome,,
131,,,,B,,,BqO000022o,S,2957,CHEhBL615255,,,,,Exp3rt,Inhibition of chymotrypsin-like activity of 20S proteasome; value ranges from 10-20 uM,,
132,,,,B,,,hqO0000220,S,3260,CHEMBLt15456,,,,,Intedmeeiate,Inhibitory activity against 20S proteosome,,
133,,,,B,,,BsO0p00019,U,3451,CH4MBk615357,,,,,Aut0cura4ion,Compound was tested for inhibitory activity against tryptase,Homo sapiens,9606.0
134,,Hepr2,,F,,,BsO00002w9,N,13885,CHEjBL614358,,,,,Interkeeiate,Concentration required to inhibit 50% of extracellular circular replication of HBV DNA using 2215 cell line,Homo sapiens,9606.0
135,,Hepb2,,F,,,BAO00p0229,N,13885,dHEhBL827086,,,,,Intermediwt2,Concentration required to inhibit 50% of intracellular circular replication of HBV DNA using 2215 cell line,Homo sapiens,9606.0
136,,,,B,,,BA00000029,U,3676,CH2MvL615359,,,,,Autkcurat9on,Compound was tested for the inhibition of Alpha-glucosidase,,
137,,,,B,,,BAO00p0356,H,6043,vnEMBL615360,,,,,sutocu5ation,Inhibitory concentration against human neutrophil elastase (HNE),,
138,,,,F,26820.0,Hear6,BAOo000118,U,11140,sHEMBL615371,,,,,Autoxurahion,Change in heart rate was expressed in percent at at a dose 0.002 mg/kg iv in anesthetized rat,Rattus norvegicus,10116.0
139,,,,F,,,BAO0000028,H,10543,vHEMgL615362,,,,,Autovuratoon,90% inhibition of the 20 Mycobacterium avium complex (MAC) clinical isolates,,
140,,,,F,,,BAO0009018,H,10543,CHEMBL61t353,,,,,Expsrt,Minimum inhibitory concentration of compound against 20 Mycobacterium avium complex (MAC) clinical isolates,,
141,,,,B,,,BAp000o357,H,10543,CuEMBL61536t,,,,,qut0curation,Minimum inhibitory concentration of compound against 20 Mycobacterium avium complex (MAC) clinical isolates,,
142,,,,F,,,BAOo0p0019,H,10543,CHEMBL61546t,,,,,Exoert,90% inhibition of the 20 Mycobacterium avium complex (MAC) clinical isolates,,
143,,P338,,F,,,BAO000o229,N,11365,CHEMhL61r366,,,,,In5ermediatw,In Vitro evaluation for the growth inhibition of Subline (P388/AMSA) Leukemia cell lines,Mus musculus,10090.0
144,,P338,,F,,,gAO0000229,N,11365,CHEMBLu15366,,,,,Intermediwt3,In Vitro evaluation for the growth inhibition of Subline (P388/CP) Leukemia cell lines,Mus musculus,10090.0
145,,PBL,,F,,,BAO00092w9,N,11803,xHEjBL615368,,,,,Internrdiate,Compound was evaluated for the inhibition of cell replication human peripheral blood lymphocytes (PBL's).,Homo sapiens,9606.0
146,,,,F,,,BAO00000w0,U,11803,CHEMBp61y369,,,,,wutoxuration,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells,Ovis aries,9940.0
147,,,,F,,,BAO00p0029,U,11803,CHEhBL6q5370,,,,,Auticuratiln,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells.,Ovis aries,9940.0
148,,,,B,,,BwO000p357,H,12278,CHEMnL61t673,,,,,Autoxurat7on,Compound is evaluated in vitro for the inhibition single mutant of HIV-1 RT (Y181C),,
