film_id,actor_id
416,12
416,45
416,91
416,130
416,170
417,14
417,50
417,56
417,58
417,176
417,187
418,14
418,22
418,59
418,102
418,119
418,129
418,159
418,197
419,23
419,126
419,200
420,12
420,25
420,44
420,50
420,51
420,95
420,114
420,116
420,136
420,181
420,191
421,56
421,85
421,87
421,154
421,165
421,182
422,148
422,186
423,49
423,60
423,61
423,117
423,172
423,196
424,52
424,66
424,95
424,120
424,175
425,39
425,114
425,161
426,21
426,36
426,58
426,166
426,190
426,192
427,13
427,32
427,36
427,93
427,146
427,155
427,185
428,19
428,48
428,62
428,78
428,79
428,94
428,115
428,125
429,11
429,21
429,123
429,125
429,146
430,22
430,79
430,96
430,107
431,31
431,32
431,39
431,95
431,102
431,129
431,130
431,147
431,157
431,164
432,86
432,117
432,131
432,199
433,11
433,49
433,61
433,90
433,137
433,150
433,168
433,177
434,9
434,44
434,66
434,163
434,169
435,23
435,68
435,110
435,187
436,29
436,60
436,75
436,80
436,92
436,131
437,50
437,57
437,97
437,103
437,158
437,165
437,181
437,182
437,185
438,1
438,16
438,34
438,168
439,106
439,175
440,154
441,3
441,176
441,180
441,187
442,77
442,90
442,123
442,174
442,175
443,92
443,112
443,147
444,29
444,76
444,153
444,163
445,15
445,20
445,62
445,75
445,93
445,107
446,75
446,85
446,89
446,97
446,102
446,123
446,137
446,138
446,150
447,53
447,57
447,91
447,139
447,150
447,171
448,38
448,46
448,64
448,156
448,164
448,185
449,23
449,29
449,121
449,124
450,38
450,71
450,72
450,112
450,125
450,131
450,171
450,198
451,6
451,90
451,116
451,151
451,174
452,69
452,96
452,114
452,129
452,130
452,133
452,184
453,3
453,11
453,16
453,36
453,70
453,81
453,82
453,92
453,93
453,130
453,138
454,14
454,107
454,119
455,16
455,135
455,160
456,13
456,16
456,39
456,46
456,181
457,12
457,17
457,56
457,62
457,78
457,94
457,106
457,143
457,145
458,2
458,8
458,38
458,77
458,81
458,107
458,135
458,149
458,176
458,177
459,117
459,127
459,155
460,18
460,58
460,84
461,51
461,85
461,176
461,191
462,18
462,27
462,29
462,43
462,56
462,128
462,156
462,193
462,200
463,4
463,7
463,24
463,40
463,45
463,46
463,104
463,109
463,133
463,151
463,179
464,76
464,198
465,53
465,62
465,81
465,192
465,200
466,36
466,40
466,69
466,70
466,97
466,171
467,37
467,45
467,73
467,107
467,141
467,154
467,156
468,82
468,117
468,124
468,126
468,148
468,150
468,179
469,17
469,49
469,64
469,106
469,126
469,160
469,161
469,164
470,92
470,122
470,142
470,192
471,64
471,65
471,129
472,14
472,190
473,19
473,33
473,79
473,89
473,93
473,94
473,144
473,158
473,165
473,196
474,52
474,56
474,76
474,111
474,136
474,154
474,187
474,200
475,14
475,65
475,80
475,85
475,94
475,99
475,145
475,152
475,192
476,39
476,50
476,65
476,152
476,153
477,10
477,27
477,37
477,58
477,67
478,17
478,20
478,46
478,85
478,130
479,84
479,121
479,123
479,131
480,3
480,10
480,82
480,91
480,123
480,153
481,2
481,116
481,142
482,29
482,86
482,151
482,186
482,198
483,22
483,158
483,175
483,178
484,18
484,36
484,45
484,47
484,74
484,135
484,160
484,196
485,2
485,11
485,37
485,55
485,102
485,128
485,136
485,143
485,192
486,55
486,86
486,96
486,153
486,184
486,194
487,145
487,172
488,29
488,89
489,33
489,54
489,111
489,120
489,122
489,137
489,139
489,154
489,179
490,4
490,19
490,44
490,51
490,53
490,99
491,22
491,23
491,65
491,84
491,101
491,122
491,141
491,173
492,20
492,53
492,75
492,116
492,184
492,189
493,34
493,36
493,60
493,91
493,172
494,40
494,101
494,123
494,131
494,142
494,145
494,185
494,195
495,14
495,22
495,108
495,183
496,65
496,67
496,157
496,167
496,173
496,174
497,21
497,68
497,82
497,125
497,143
498,75
498,76
498,95
498,140
498,194
499,1
499,20
499,36
499,118
499,187
499,198
500,15
500,17
500,27
500,42
500,106
500,162
500,184
501,38
501,142
501,151
502,15
502,28
502,34
502,42
502,45
502,57
503,5
503,6
503,16
503,27
503,45
503,74
503,82
503,123
504,50
504,70
504,142
504,144
504,156
505,42
505,78
505,81
505,92
505,106
505,169
506,1
506,48
506,49
506,64
506,104
506,115
506,180
506,188
507,21
507,108
507,130
507,181
508,28
508,37
508,45
508,47
508,53
508,61
508,75
508,81
508,102
508,111
508,138
508,147
508,150
508,170
508,186
509,1
509,6
509,91
509,119
509,140
509,189
510,9
510,19
510,54
510,185
511,91
511,101
512,67
512,92
512,94
512,99
512,146
512,189
513,12
513,13
513,19
513,100
513,110
513,120
513,155
514,9
514,133
514,146
515,13
515,17
515,24
515,52
515,131
515,196
516,38
516,65
516,104
516,128
517,6
517,52
517,63
517,65
517,94
517,102
517,108
517,118
517,121
517,176
517,178
517,188
518,2
518,53
518,61
518,97
518,156
518,185
519,6
519,29
519,61
519,83
519,86
519,168
519,189
520,50
520,78
520,86
520,90
520,107
520,129
520,183
520,195
521,17
521,40
521,56
521,94
521,102
521,119
521,176
522,10
522,13
522,85
522,95
522,163
522,177
522,181
522,197
523,8
523,32
524,13
524,54
524,196
525,34
525,51
525,110
525,113
525,130
526,102
526,161
527,20
527,42
527,81
527,82
527,145
527,151
528,13
529,26
529,37
529,69
529,83
529,84
529,89
529,90
529,102
529,139
529,172
529,173
529,188
530,10
530,21
530,78
530,105
530,123
530,137
531,20
531,115
531,194
531,197
532,8
532,11
532,28
532,71
532,158
533,43
533,94
533,189
534,60
534,107
534,195
535,5
535,42
535,61
535,157
536,14
536,18
536,22
536,23
536,153
536,198
537,14
537,45
537,61
537,74
537,170
537,178
537,200
538,20
538,25
538,46
538,77
538,114
538,132
538,172
538,187
538,200
539,3
539,110
539,124
539,131
539,151
539,181
540,2
540,12
540,27
540,46
540,84
540,94
540,99
540,139
540,142
540,144
541,15
541,58
541,65
541,75
541,135
541,192
541,196
541,198
541,199
542,49
542,89
542,90
542,122
542,136
542,150
542,181
543,64
543,74
543,85
543,92
543,176
543,177
544,26
544,41
544,102
544,191
544,200
545,48
545,81
545,92
545,110
545,126
545,164
545,198
546,42
546,54
546,95
546,181
547,29
547,38
547,75
547,92
548,16
548,73
548,86
548,94
548,107
548,187
548,189
549,23
549,58
549,78
549,130
549,159
549,171
549,190
550,2
550,72
550,117
550,173
551,28
551,58
551,60
551,82
551,94
551,95
551,150
551,191
552,9
552,50
552,78
552,136
552,186
553,15
553,37
553,58
553,66
553,80
553,92
553,97
553,118
553,127
553,135
553,138
554,7
554,8
554,142
554,147
554,167
554,185
554,197
555,2
555,37
555,111
555,158
555,198
556,65
557,64
557,125
558,49
558,85
558,105
558,118
558,134
559,39
559,48
559,106
560,71
560,143
560,171
560,185
560,189
560,195
560,196
561,2
561,18
561,73
561,82
561,97
561,105
561,108
561,138
561,159
561,180
561,187
562,73
562,132
562,190
563,100
563,147
563,177
564,25
564,26
564,81
564,89
564,92
564,128
564,137
564,169
564,173
565,30
565,73
565,112
566,77
566,84
566,106
566,171
566,179
566,188
567,11
567,32
567,46
567,108
567,119
567,172
568,42
568,76
568,92
568,101
568,125
568,198
569,36
569,64
570,48
570,87
570,119
570,139
570,151
570,198
571,5
571,13
571,65
571,107
571,146
571,169
571,173
571,185
572,37
572,59
572,64
572,96
572,99
572,118
573,17
573,53
573,93
573,127
573,157
573,176
574,28
574,33
574,71
574,84
574,107
574,151
574,157
574,162
574,184
575,142
575,196
576,47
576,53
576,67
576,123
576,140
576,143
576,183
576,196
577,53
577,65
577,123
578,58
578,81
578,117
578,152
578,192
579,49
579,75
579,81
579,160
579,181
579,186
580,166
580,184
581,158
582,16
583,16
583,25
583,38
583,104
583,138
584,52
584,70
584,116
584,125
584,155
584,185
585,24
585,31
585,32
585,61
585,103
585,106
586,27
586,90
586,132
587,10
587,11
587,39
587,140
587,178
587,196
588,13
588,37
588,133
588,134
588,154
588,161
588,179
588,198
589,20
589,35
589,84
589,123
589,141
590,29
590,36
590,96
590,120
590,131
590,155
590,182
591,44
591,50
591,85
591,146
591,175
592,57
592,119
592,130
592,145
592,173
592,192
592,195
593,12
593,27
593,56
593,123
593,156
593,188
594,15
594,133
595,49
596,41
596,52
596,175
596,181
596,191
597,11
597,13
597,28
597,64
597,129
597,184
597,198
598,39
598,43
598,44
598,197
599,48
599,78
599,87
599,140
599,144
600,13
600,22
600,36
600,54
600,99
600,102
600,104
600,159
601,67
601,124
601,158
602,58
602,88
602,125
602,129
602,139
602,154
602,168
603,17
603,24
603,55
603,107
603,111
603,112
603,137
603,143
604,44
604,76
604,157
604,181
604,199
605,1
605,6
605,43
605,57
605,102
605,139
606,17
606,25
606,32
606,39
606,76
606,87
606,102
606,105
606,107
606,112
606,116
606,188
606,190
607,68
607,79
607,98
607,104
607,115
607,141
607,152
607,165
608,43
608,66
608,91
608,101
608,111
608,140
608,142
608,171
609,72
609,103
609,172
609,180
609,181
610,137
610,164
610,174
611,152
612,14
612,18
612,35
612,55
612,69
612,77
612,162
613,81
613,127
613,143
613,164
614,119
614,128
614,192
615,35
615,65
615,83
615,115
615,152
615,184
615,196
616,4
616,64
616,84
616,135
616,157
616,158
616,175
617,74
617,101
617,127
617,187
618,3
618,7
618,33
618,38
618,92
618,99
618,174
618,192
619,28
619,38
619,80
619,81
619,95
619,114
619,168
620,55
620,88
620,99
620,122
620,136
621,43
621,50
621,93
622,80
622,99
622,109
622,116
622,166
622,174
622,180
622,192
623,72
623,86
623,125
623,190
624,102
624,134
625,28
625,110
625,145
625,171
625,181
625,187
626,15
626,74
626,132
626,158
626,167
626,168
627,51
627,73
627,95
627,138
627,153
628,70
628,79
628,135
628,167
628,180
628,189
628,197
628,198
629,145
629,150
630,85
630,155
631,12
631,83
631,86
631,102
631,149
631,185
632,50
632,58
633,7
633,63
633,90
633,121
633,148
634,22
634,79
634,98
634,151
634,169
635,1
635,4
635,12
635,15
635,26
635,58
635,77
635,133
635,196
636,11
636,23
636,54
636,72
636,86
636,99
636,119
636,139
636,162
636,183
637,7
637,27
637,31
637,57
637,74
637,107
637,132
637,158
637,186
638,58
638,71
638,191
639,61
639,103
639,106
639,138
639,172
639,182
