film_id,attore_id,nome,cognome
882,167,LAURENCE,BULLOCK
615,35,JUDY,DEAN
17,12,KARL,BERRY
13,94,KENNETH,TORN
737,179,ED,GUINESS
906,26,RIP,CRAWFORD
828,182,DEBBIE,AKROYD
43,34,AUDREY,OLIVIER
963,37,VAL,BOLGER
773,71,ADAM,GRANT
394,104,PENELOPE,CRONYN
340,161,HARVEY,HOPE
674,113,MORGAN,HOPKINS
191,9,JOE,SWANK
311,29,ALEC,WAYNE
865,9,JOE,SWANK
155,175,WILLIAM,HACKMAN
769,195,JAYNE,SILVERSTONE
961,110,SUSAN,DAVIS
836,126,FRANCES,TOMEI
784,83,BEN,WILLIS
529,188,ROCK,DUKAKIS
757,155,IAN,TANDY
414,161,HARVEY,HOPE
981,130,GRETA,KEITEL
959,17,HELEN,VOIGHT
962,165,AL,GARLAND
684,161,HARVEY,HOPE
725,67,JESSICA,BAILEY
729,13,UMA,WOOD
118,37,VAL,BOLGER
307,163,CHRISTOPHER,WEST
941,91,CHRISTOPHER,BERRY
863,18,DAN,TORN
862,29,ALEC,WAYNE
195,181,MATTHEW,CARREY
572,96,GENE,WILLIS
563,177,GENE,MCKELLEN
378,103,MATTHEW,LEIGH
297,187,RENEE,BALL
342,151,GEOFFREY,HESTON
165,107,GINA,DEGENERES
26,128,CATE,MCQUEEN
636,86,GREG,CHAPLIN
517,176,JON,CHASE
915,36,BURT,DUKAKIS
540,139,EWAN,GOODING
484,36,BURT,DUKAKIS
12,37,VAL,BOLGER
276,196,BELA,WALKEN
535,61,CHRISTIAN,NEESON
473,89,CHARLIZE,DENCH
653,24,CAMERON,STREEP
462,56,DAN,HARRIS
144,13,UMA,WOOD
83,24,CAMERON,STREEP
748,95,DARYL,WAHLBERG
120,93,ELLEN,PRESLEY
462,128,CATE,MCQUEEN
846,96,GENE,WILLIS
993,51,GARY,PHOENIX
76,88,KENNETH,PESCI
584,116,DAN,STREEP
392,26,RIP,CRAWFORD
644,161,HARVEY,HOPE
886,198,MARY,KEITEL
925,170,MENA,HOPPER
223,40,JOHNNY,CAGE
254,46,PARKER,GOLDBERG
794,167,LAURENCE,BULLOCK
538,25,KEVIN,BLOOM
869,112,RUSSELL,BACALL
513,19,BOB,FAWCETT
121,59,DUSTIN,TAUTOU
965,33,MILLA,PECK
338,65,ANGELA,HUDSON
315,68,RIP,WINSLET
949,149,RUSSELL,TEMPLE
297,121,LIZA,BERGMAN
339,114,MORGAN,MCDORMAND
619,168,WILL,WILSON
185,123,JULIANNE,DENCH
186,26,RIP,CRAWFORD
188,177,GENE,MCKELLEN
552,9,JOE,SWANK
267,81,SCARLETT,DAMON
397,133,RICHARD,PENN
401,176,JON,CHASE
90,92,KIRSTEN,AKROYD
258,14,VIVIEN,BERGEN
673,108,WARREN,NOLTE
553,92,KIRSTEN,AKROYD
212,170,MENA,HOPPER
880,151,GEOFFREY,HESTON
209,96,GENE,WILLIS
937,193,BURT,TEMPLE
906,142,JADA,RYDER
939,196,BELA,WALKEN
343,80,RALPH,CRUZ
928,66,MARY,TANDY
535,42,TOM,MIRANDA
85,126,FRANCES,TOMEI
634,22,ELVIS,MARX
427,36,BURT,DUKAKIS
293,158,VIVIEN,BASINGER
83,122,SALMA,NOLTE
723,113,MORGAN,HOPKINS
136,106,GROUCHO,DUNST
58,44,NICK,STALLONE
169,184,HUMPHREY,GARLAND
194,126,FRANCES,TOMEI
176,38,TOM,MCKELLEN
547,38,TOM,MCKELLEN
921,173,ALAN,DREYFUSS
299,60,HENRY,BERRY
472,190,AUDREY,BAILEY
771,121,LIZA,BERGMAN
888,11,ZERO,CAGE
990,54,PENELOPE,PINKETT
441,180,JEFF,SILVERSTONE
763,127,KEVIN,GARLAND
962,129,DARYL,CRAWFORD
800,159,LAURA,BRODY
977,107,GINA,DEGENERES
255,120,PENELOPE,MONROE
1,30,SANDRA,PECK
405,175,WILLIAM,HACKMAN
841,101,SUSAN,DAVIS
301,182,DEBBIE,AKROYD
262,60,HENRY,BERRY
775,124,SCARLETT,BENING
476,39,GOLDIE,BRODY
658,195,JAYNE,SILVERSTONE
469,161,HARVEY,HOPE
347,198,MARY,KEITEL
998,73,GARY,PENN
333,127,KEVIN,GARLAND
273,117,RENEE,TRACY
580,184,HUMPHREY,GARLAND
976,179,ED,GUINESS
962,111,CAMERON,ZELLWEGER
584,70,MICHELLE,MCCONAUGHEY
305,41,JODIE,DEGENERES
273,27,JULIA,MCQUEEN
196,168,WILL,WILSON
396,8,MATTHEW,JOHANSSON
17,82,WOODY,JOLIE
160,38,TOM,MCKELLEN
154,14,VIVIEN,BERGEN
60,101,SUSAN,DAVIS
89,81,SCARLETT,DAMON
74,28,WOODY,HOFFMAN
204,125,ALBERT,NOLTE
399,118,CUBA,ALLEN
54,96,GENE,WILLIS
484,160,CHRIS,DEPP
352,193,BURT,TEMPLE
25,1,PENELOPE,GUINESS
683,125,ALBERT,NOLTE
742,140,WHOOPI,HURT
55,177,GENE,MCKELLEN
669,32,TIM,HACKMAN
789,159,LAURA,BRODY
134,48,FRANCES,DAY-LEWIS
291,157,GRETA,MALDEN
705,98,CHRIS,BRIDGES
65,45,REESE,KILMER
538,200,THORA,TEMPLE
107,130,GRETA,KEITEL
692,167,LAURENCE,BULLOCK
661,172,GROUCHO,WILLIAMS
724,197,REESE,WEST
39,84,JAMES,PITT
994,186,JULIA,ZELLWEGER
756,153,MINNIE,KILMER
759,100,SPENCER,DEPP
694,37,VAL,BOLGER
541,65,ANGELA,HUDSON
732,26,RIP,CRAWFORD
89,15,CUBA,OLIVIER
301,78,GROUCHO,SINATRA
950,197,REESE,WEST
380,31,SISSY,SOBIESKI
664,52,CARMEN,HUNT
251,10,CHRISTIAN,GABLE
160,182,DEBBIE,AKROYD
889,168,WILL,WILSON
335,38,TOM,MCKELLEN
875,131,JANE,JACKMAN
385,90,SEAN,GUINESS
96,7,GRACE,MOSTEL
785,88,KENNETH,PESCI
477,27,JULIA,MCQUEEN
616,158,VIVIEN,BASINGER
336,184,HUMPHREY,GARLAND
895,85,MINNIE,ZELLWEGER
173,119,WARREN,JACKMAN
967,109,SYLVESTER,DERN
485,55,FAY,KILMER
434,9,JOE,SWANK
955,146,ALBERT,JOHANSSON
345,106,GROUCHO,DUNST
519,61,CHRISTIAN,NEESON
748,113,MORGAN,HOPKINS
941,183,RUSSELL,CLOSE
993,114,MORGAN,MCDORMAND
849,155,IAN,TANDY
382,151,GEOFFREY,HESTON
267,16,FRED,COSTNER
315,48,FRANCES,DAY-LEWIS
962,150,JAYNE,NOLTE
61,136,ED,MANSFIELD
395,141,CATE,HARRIS
413,134,GENE,HOPKINS
858,198,MARY,KEITEL
637,107,GINA,DEGENERES
961,114,MORGAN,MCDORMAND
407,128,CATE,MCQUEEN
363,122,SALMA,NOLTE
437,57,JUDE,CRUISE
432,131,JANE,JACKMAN
292,107,GINA,DEGENERES
498,75,BURT,POSEY
527,42,TOM,MIRANDA
754,156,FAY,WOOD
125,198,MARY,KEITEL
268,18,DAN,TORN
908,14,VIVIEN,BERGEN
811,149,RUSSELL,TEMPLE
254,89,CHARLIZE,DENCH
852,65,ANGELA,HUDSON
529,37,VAL,BOLGER
145,147,FAY,WINSLET
151,112,RUSSELL,BACALL
766,7,GRACE,MOSTEL
805,60,HENRY,BERRY
967,184,HUMPHREY,GARLAND
856,23,SANDRA,KILMER
925,45,REESE,KILMER
499,1,PENELOPE,GUINESS
560,143,RIVER,DEAN
967,16,FRED,COSTNER
932,42,TOM,MIRANDA
480,3,ED,CHASE
20,102,WALTER,TORN
391,86,GREG,CHAPLIN
960,85,MINNIE,ZELLWEGER
65,135,RITA,REYNOLDS
609,181,MATTHEW,CARREY
616,4,JENNIFER,DAVIS
103,51,GARY,PHOENIX
479,131,JANE,JACKMAN
324,182,DEBBIE,AKROYD
165,83,BEN,WILLIS
650,184,HUMPHREY,GARLAND
38,166,NICK,DEGENERES
713,42,TOM,MIRANDA
125,65,ANGELA,HUDSON
850,11,ZERO,CAGE
135,83,BEN,WILLIS
112,107,GINA,DEGENERES
821,141,CATE,HARRIS
412,188,ROCK,DUKAKIS
203,153,MINNIE,KILMER
342,97,MEG,HAWKE
802,167,LAURENCE,BULLOCK
956,36,BURT,DUKAKIS
908,125,ALBERT,NOLTE
111,38,TOM,MCKELLEN
291,22,ELVIS,MARX
906,143,RIVER,DEAN
806,7,GRACE,MOSTEL
296,171,OLYMPIA,PFEIFFER
546,181,MATTHEW,CARREY
607,141,CATE,HARRIS
238,122,SALMA,NOLTE
605,1,PENELOPE,GUINESS
178,24,CAMERON,STREEP
484,18,DAN,TORN
924,4,JENNIFER,DAVIS
168,174,MICHAEL,BENING
804,168,WILL,WILSON
861,134,GENE,HOPKINS
527,20,LUCILLE,TRACY
970,89,CHARLIZE,DENCH
531,20,LUCILLE,TRACY
136,104,PENELOPE,CRONYN
272,62,JAYNE,NEESON
86,78,GROUCHO,SINATRA
470,192,JOHN,SUVARI
223,38,TOM,MCKELLEN
249,72,SEAN,WILLIAMS
687,143,RIVER,DEAN
826,168,WILL,WILSON
784,159,LAURA,BRODY
36,96,GENE,WILLIS
340,26,RIP,CRAWFORD
633,7,GRACE,MOSTEL
802,159,LAURA,BRODY
175,177,GENE,MCKELLEN
587,178,LISA,MONROE
241,26,RIP,CRAWFORD
72,85,MINNIE,ZELLWEGER
854,44,NICK,STALLONE
338,125,ALBERT,NOLTE
936,73,GARY,PENN
210,59,DUSTIN,TAUTOU
473,158,VIVIEN,BASINGER
993,77,CARY,MCCONAUGHEY
249,113,MORGAN,HOPKINS
139,147,FAY,WINSLET
47,143,RIVER,DEAN
43,161,HARVEY,HOPE
118,149,RUSSELL,TEMPLE
784,116,DAN,STREEP
431,147,FAY,WINSLET
807,114,MORGAN,MCDORMAND
179,21,KIRSTEN,PALTROW
694,33,MILLA,PECK
335,91,CHRISTOPHER,BERRY
554,142,JADA,RYDER
924,47,JULIA,BARRYMORE
518,156,FAY,WOOD
250,125,ALBERT,NOLTE
162,173,ALAN,DREYFUSS
423,61,CHRISTIAN,NEESON
410,133,RICHARD,PENN
33,182,DEBBIE,AKROYD
889,46,PARKER,GOLDBERG
564,92,KIRSTEN,AKROYD
398,81,SCARLETT,DAMON
554,8,MATTHEW,JOHANSSON
35,184,HUMPHREY,GARLAND
273,171,OLYMPIA,PFEIFFER
275,94,KENNETH,TORN
503,74,MILLA,KEITEL
559,48,FRANCES,DAY-LEWIS
453,11,ZERO,CAGE
185,3,ED,CHASE
637,7,GRACE,MOSTEL
512,99,JIM,MOSTEL
3,2,NICK,WAHLBERG
329,3,ED,CHASE
297,85,MINNIE,ZELLWEGER
658,60,HENRY,BERRY
884,164,HUMPHREY,WILLIS
539,124,SCARLETT,BENING
965,185,MICHAEL,BOLGER
633,90,SEAN,GUINESS
398,27,JULIA,MCQUEEN
688,147,FAY,WINSLET
514,133,RICHARD,PENN
670,78,GROUCHO,SINATRA
311,118,CUBA,ALLEN
110,13,UMA,WOOD
554,197,REESE,WEST
950,73,GARY,PENN
594,133,RICHARD,PENN
615,65,ANGELA,HUDSON
771,60,HENRY,BERRY
532,158,VIVIEN,BASINGER
518,61,CHRISTIAN,NEESON
64,196,BELA,WALKEN
893,86,GREG,CHAPLIN
833,23,SANDRA,KILMER
406,89,CHARLIZE,DENCH
798,131,JANE,JACKMAN
207,49,ANNE,CRONYN
891,57,JUDE,CRUISE
590,36,BURT,DUKAKIS
468,82,WOODY,JOLIE
169,154,MERYL,GIBSON
941,155,IAN,TANDY
680,152,BEN,HARRIS
15,36,BURT,DUKAKIS
881,106,GROUCHO,DUNST
108,106,GROUCHO,DUNST
475,145,KIM,ALLEN
110,29,ALEC,WAYNE
953,127,KEVIN,GARLAND
899,132,ADAM,HOPPER
255,168,WILL,WILSON
794,17,HELEN,VOIGHT
781,195,JAYNE,SILVERSTONE
887,117,RENEE,TRACY
899,128,CATE,MCQUEEN
602,139,EWAN,GOODING
560,189,CUBA,BIRCH
384,146,ALBERT,JOHANSSON
615,152,BEN,HARRIS
178,147,FAY,WINSLET
216,144,ANGELA,WITHERSPOON
168,187,RENEE,BALL
730,140,WHOOPI,HURT
117,146,ALBERT,JOHANSSON
42,194,MERYL,ALLEN
548,73,GARY,PENN
10,29,ALEC,WAYNE
169,196,BELA,WALKEN
957,66,MARY,TANDY
631,83,BEN,WILLIS
938,194,MERYL,ALLEN
107,98,CHRIS,BRIDGES
545,48,FRANCES,DAY-LEWIS
914,25,KEVIN,BLOOM
940,51,GARY,PHOENIX
833,83,BEN,WILLIS
364,135,RITA,REYNOLDS
252,164,HUMPHREY,WILLIS
368,172,GROUCHO,WILLIAMS
549,23,SANDRA,KILMER
184,144,ANGELA,WITHERSPOON
670,47,JULIA,BARRYMORE
790,28,WOODY,HOFFMAN
167,63,CAMERON,WRAY
618,7,GRACE,MOSTEL
205,11,ZERO,CAGE
988,154,MERYL,GIBSON
703,61,CHRISTIAN,NEESON
27,179,ED,GUINESS
335,64,RAY,JOHANSSON
188,149,RUSSELL,TEMPLE
682,27,JULIA,MCQUEEN
550,117,RENEE,TRACY
911,120,PENELOPE,MONROE
167,151,GEOFFREY,HESTON
717,57,JUDE,CRUISE
358,53,MENA,TEMPLE
924,15,CUBA,OLIVIER
525,130,GRETA,KEITEL
81,36,BURT,DUKAKIS
644,93,ELLEN,PRESLEY
685,126,FRANCES,TOMEI
972,196,BELA,WALKEN
847,51,GARY,PHOENIX
549,171,OLYMPIA,PFEIFFER
322,170,MENA,HOPPER
281,161,HARVEY,HOPE
694,65,ANGELA,HUDSON
796,102,WALTER,TORN
761,69,KENNETH,PALTROW
702,130,GRETA,KEITEL
452,69,KENNETH,PALTROW
920,21,KIRSTEN,PALTROW
447,139,EWAN,GOODING
461,85,MINNIE,ZELLWEGER
920,75,BURT,POSEY
551,60,HENRY,BERRY
121,200,THORA,TEMPLE
677,182,DEBBIE,AKROYD
906,196,BELA,WALKEN
715,183,RUSSELL,CLOSE
255,101,SUSAN,DAVIS
900,7,GRACE,MOSTEL
318,171,OLYMPIA,PFEIFFER
67,123,JULIANNE,DENCH
662,92,KIRSTEN,AKROYD
369,126,FRANCES,TOMEI
247,82,WOODY,JOLIE
200,139,EWAN,GOODING
410,132,ADAM,HOPPER
812,29,ALEC,WAYNE
839,37,VAL,BOLGER
558,134,GENE,HOPKINS
449,29,ALEC,WAYNE
78,169,KENNETH,HOFFMAN
948,165,AL,GARLAND
505,92,KIRSTEN,AKROYD
522,181,MATTHEW,CARREY
777,180,JEFF,SILVERSTONE
401,161,HARVEY,HOPE
122,94,KENNETH,TORN
254,147,FAY,WINSLET
714,115,HARRISON,BALE
385,13,UMA,WOOD
842,175,WILLIAM,HACKMAN
533,43,KIRK,JOVOVICH
431,95,DARYL,WAHLBERG
55,118,CUBA,ALLEN
358,193,BURT,TEMPLE
194,102,WALTER,TORN
665,60,HENRY,BERRY
862,141,CATE,HARRIS
993,136,ED,MANSFIELD
428,115,HARRISON,BALE
659,143,RIVER,DEAN
592,57,JUDE,CRUISE
491,23,SANDRA,KILMER
367,192,JOHN,SUVARI
570,119,WARREN,JACKMAN
219,171,OLYMPIA,PFEIFFER
57,172,GROUCHO,WILLIAMS
944,29,ALEC,WAYNE
49,115,HARRISON,BALE
340,5,JOHNNY,LOLLOBRIGIDA
951,62,JAYNE,NEESON
377,105,SIDNEY,CROWE
146,171,OLYMPIA,PFEIFFER
466,36,BURT,DUKAKIS
479,121,LIZA,BERGMAN
446,138,LUCILLE,DEE
991,181,MATTHEW,CARREY
553,80,RALPH,CRUZ
42,62,JAYNE,NEESON
341,52,CARMEN,HUNT
796,99,JIM,MOSTEL
289,169,KENNETH,HOFFMAN
681,164,HUMPHREY,WILLIS
208,186,JULIA,ZELLWEGER
806,190,AUDREY,BAILEY
118,103,MATTHEW,LEIGH
628,167,LAURENCE,BULLOCK
294,95,DARYL,WAHLBERG
448,46,PARKER,GOLDBERG
576,53,MENA,TEMPLE
450,112,RUSSELL,BACALL
345,48,FRANCES,DAY-LEWIS
680,21,KIRSTEN,PALTROW
952,115,HARRISON,BALE
727,169,KENNETH,HOFFMAN
515,17,HELEN,VOIGHT
697,25,KEVIN,BLOOM
326,40,JOHNNY,CAGE
753,144,ANGELA,WITHERSPOON
305,65,ANGELA,HUDSON
423,49,ANNE,CRONYN
641,120,PENELOPE,MONROE
263,137,MORGAN,WILLIAMS
517,94,KENNETH,TORN
771,8,MATTHEW,JOHANSSON
426,36,BURT,DUKAKIS
963,180,JEFF,SILVERSTONE
882,124,SCARLETT,BENING
622,166,NICK,DEGENERES
627,95,DARYL,WAHLBERG
73,63,CAMERON,WRAY
34,102,WALTER,TORN
716,12,KARL,BERRY
952,87,SPENCER,PECK
206,94,KENNETH,TORN
304,137,MORGAN,WILLIAMS
759,14,VIVIEN,BERGEN
719,175,WILLIAM,HACKMAN
978,45,REESE,KILMER
204,106,GROUCHO,DUNST
727,79,MAE,HOFFMAN
517,188,ROCK,DUKAKIS
779,100,SPENCER,DEPP
314,2,NICK,WAHLBERG
89,129,DARYL,CRAWFORD
811,2,NICK,WAHLBERG
467,141,CATE,HARRIS
558,85,MINNIE,ZELLWEGER
553,66,MARY,TANDY
540,142,JADA,RYDER
627,138,LUCILLE,DEE
802,157,GRETA,MALDEN
780,174,MICHAEL,BENING
877,125,ALBERT,NOLTE
907,159,LAURA,BRODY
672,83,BEN,WILLIS
897,13,UMA,WOOD
673,164,HUMPHREY,WILLIS
754,33,MILLA,PECK
411,25,KEVIN,BLOOM
767,45,REESE,KILMER
765,98,CHRIS,BRIDGES
614,119,WARREN,JACKMAN
853,37,VAL,BOLGER
835,28,WOODY,HOFFMAN
570,48,FRANCES,DAY-LEWIS
923,145,KIM,ALLEN
713,94,KENNETH,TORN
953,144,ANGELA,WITHERSPOON
781,63,CAMERON,WRAY
285,53,MENA,TEMPLE
797,30,SANDRA,PECK
432,199,JULIA,FAWCETT
164,144,ANGELA,WITHERSPOON
918,50,NATALIE,HOPKINS
139,170,MENA,HOPPER
758,198,MARY,KEITEL
428,78,GROUCHO,SINATRA
425,39,GOLDIE,BRODY
513,100,SPENCER,DEPP
654,87,SPENCER,PECK
819,127,KEVIN,GARLAND
908,88,KENNETH,PESCI
856,93,ELLEN,PRESLEY
188,114,MORGAN,MCDORMAND
618,174,MICHAEL,BENING
87,13,UMA,WOOD
51,187,RENEE,BALL
968,78,GROUCHO,SINATRA
605,43,KIRK,JOVOVICH
755,160,CHRIS,DEPP
952,133,RICHARD,PENN
248,152,BEN,HARRIS
320,131,JANE,JACKMAN
813,95,DARYL,WAHLBERG
217,83,BEN,WILLIS
429,123,JULIANNE,DENCH
275,101,SUSAN,DAVIS
239,78,GROUCHO,SINATRA
339,149,RUSSELL,TEMPLE
665,68,RIP,WINSLET
766,23,SANDRA,KILMER
304,81,SCARLETT,DAMON
717,88,KENNETH,PESCI
279,83,BEN,WILLIS
994,105,SIDNEY,CROWE
351,133,RICHARD,PENN
944,63,CAMERON,WRAY
869,40,JOHNNY,CAGE
525,113,MORGAN,HOPKINS
770,7,GRACE,MOSTEL
564,25,KEVIN,BLOOM
843,13,UMA,WOOD
462,27,JULIA,MCQUEEN
41,162,OPRAH,KILMER
791,127,KEVIN,GARLAND
474,111,CAMERON,ZELLWEGER
712,33,MILLA,PECK
623,190,AUDREY,BAILEY
249,155,IAN,TANDY
187,76,ANGELINA,ASTAIRE
249,52,CARMEN,HUNT
483,22,ELVIS,MARX
417,187,RENEE,BALL
741,108,WARREN,NOLTE
529,172,GROUCHO,WILLIAMS
522,95,DARYL,WAHLBERG
596,191,GREGORY,GOODING
603,143,RIVER,DEAN
49,173,ALAN,DREYFUSS
296,29,ALEC,WAYNE
305,147,FAY,WINSLET
41,118,CUBA,ALLEN
469,164,HUMPHREY,WILLIS
164,178,LISA,MONROE
175,143,RIVER,DEAN
852,64,RAY,JOHANSSON
402,94,KENNETH,TORN
342,89,CHARLIZE,DENCH
508,111,CAMERON,ZELLWEGER
75,150,JAYNE,NOLTE
618,38,TOM,MCKELLEN
87,16,FRED,COSTNER
318,152,BEN,HARRIS
668,34,AUDREY,OLIVIER
693,131,JANE,JACKMAN
649,147,FAY,WINSLET
770,47,JULIA,BARRYMORE
635,4,JENNIFER,DAVIS
48,131,JANE,JACKMAN
466,69,KENNETH,PALTROW
212,23,SANDRA,KILMER
832,164,HUMPHREY,WILLIS
928,173,ALAN,DREYFUSS
835,157,GRETA,MALDEN
544,191,GREGORY,GOODING
112,51,GARY,PHOENIX
206,103,MATTHEW,LEIGH
304,88,KENNETH,PESCI
65,32,TIM,HACKMAN
462,193,BURT,TEMPLE
530,137,MORGAN,WILLIAMS
289,124,SCARLETT,BENING
19,43,KIRK,JOVOVICH
200,102,WALTER,TORN
156,196,BELA,WALKEN
10,64,RAY,JOHANSSON
337,117,RENEE,TRACY
538,20,LUCILLE,TRACY
707,57,JUDE,CRUISE
371,142,JADA,RYDER
36,127,KEVIN,GARLAND
252,176,JON,CHASE
879,107,GINA,DEGENERES
589,84,JAMES,PITT
274,20,LUCILLE,TRACY
722,174,MICHAEL,BENING
721,98,CHRIS,BRIDGES
752,197,REESE,WEST
187,89,CHARLIZE,DENCH
672,150,JAYNE,NOLTE
909,4,JENNIFER,DAVIS
649,195,JAYNE,SILVERSTONE
565,73,GARY,PENN
698,132,ADAM,HOPPER
648,61,CHRISTIAN,NEESON
622,99,JIM,MOSTEL
341,141,CATE,HARRIS
919,14,VIVIEN,BERGEN
457,17,HELEN,VOIGHT
379,198,MARY,KEITEL
351,47,JULIA,BARRYMORE
230,79,MAE,HOFFMAN
146,37,VAL,BOLGER
369,2,NICK,WAHLBERG
763,106,GROUCHO,DUNST
772,73,GARY,PENN
234,190,AUDREY,BAILEY
500,42,TOM,MIRANDA
62,4,JENNIFER,DAVIS
191,141,CATE,HARRIS
164,48,FRANCES,DAY-LEWIS
502,28,WOODY,HOFFMAN
241,106,GROUCHO,DUNST
90,26,RIP,CRAWFORD
774,101,SUSAN,DAVIS
567,108,WARREN,NOLTE
265,78,GROUCHO,SINATRA
465,62,JAYNE,NEESON
894,120,PENELOPE,MONROE
39,145,KIM,ALLEN
754,115,HARRISON,BALE
375,165,AL,GARLAND
250,99,JIM,MOSTEL
453,93,ELLEN,PRESLEY
151,49,ANNE,CRONYN
255,8,MATTHEW,JOHANSSON
409,107,GINA,DEGENERES
22,122,SALMA,NOLTE
606,102,WALTER,TORN
761,149,RUSSELL,TEMPLE
834,129,DARYL,CRAWFORD
124,64,RAY,JOHANSSON
199,87,SPENCER,PECK
732,179,ED,GUINESS
394,163,CHRISTOPHER,WEST
490,53,MENA,TEMPLE
620,122,SALMA,NOLTE
423,117,RENEE,TRACY
454,119,WARREN,JACKMAN
213,12,KARL,BERRY
95,149,RUSSELL,TEMPLE
