personale_id,noleggio_id,cliente_id,ammontare,data_pagamento,pagamento_id
2,13978,260,0.99,2005-08-20 19:03:25,7039
2,8360,62,4.99,2005-07-29 05:08:00,1698
2,15653,439,4.99,2005-08-23 08:34:42,11862
2,14998,92,4.99,2005-08-22 07:53:14,2531
2,4159,62,4.99,2005-07-07 09:10:57,1696
2,6837,533,9.99,2005-07-12 18:59:45,14352
2,5939,207,0.99,2005-07-10 22:30:05,5611
1,11808,462,2.99,2005-08-17 11:51:16,12491
1,9721,196,6.99,2005-07-31 08:28:46,5304
1,14007,284,5.99,2005-08-20 20:22:47,7701
2,14942,471,7.99,2005-08-22 05:58:27,12746
1,15346,266,4.99,2005-08-22 21:06:00,7208
1,236,446,0.99,2005-05-26 11:53:49,12026
1,15027,478,4.99,2005-08-22 09:03:04,12923
1,708,127,0.99,2005-05-29 03:23:47,3415
1,10523,34,0.99,2005-08-01 11:52:32,940
1,111,227,4.99,2005-05-25 18:45:19,6110
1,9256,19,0.99,2005-07-30 14:29:29,502
2,788,562,2.99,2005-05-29 16:13:55,15048
1,8374,589,3.99,2005-07-29 05:24:02,15780
2,7487,58,4.99,2005-07-27 19:32:45,1603
2,3373,316,8.99,2005-06-21 13:35:32,8563
2,725,245,2.99,2005-05-29 06:03:41,6626
2,7343,526,0.99,2005-07-27 14:27:13,14158
2,5363,425,2.99,2005-07-09 18:18:49,11489
2,2508,476,4.99,2005-06-18 23:43:58,12867
2,2847,148,5.99,2005-06-19 22:54:01,4017
2,11740,27,6.99,2005-08-17 08:48:31,744
1,3186,406,7.99,2005-06-20 23:04:20,10979
2,141,89,2.99,2005-05-25 23:34:53,2409
1,11969,550,4.99,2005-08-17 17:49:37,14768
1,15337,237,0.99,2005-08-22 20:49:51,6417
2,8212,159,2.99,2005-07-28 23:37:23,4334
1,8554,582,2.99,2005-07-29 11:16:29,15599
1,12337,117,2.99,2005-08-18 07:02:24,3161
2,8625,410,3.99,2005-07-29 13:59:13,11102
2,1156,106,0.99,2005-05-31 22:37:34,2851
1,12844,584,2.99,2005-08-19 01:59:08,15660
1,12616,476,4.99,2005-08-18 17:22:41,12881
2,4784,182,0.99,2005-07-08 16:09:56,4960
1,2979,589,2.99,2005-06-20 08:31:05,15771
2,5807,301,2.99,2005-07-10 15:16:30,8178
1,4536,26,3.99,2005-07-08 03:43:22,699
1,14457,340,4.99,2005-08-21 12:47:38,9210
2,4040,103,6.99,2005-07-07 03:02:40,2777
2,2648,31,4.99,2005-06-19 10:06:20,859
2,15976,227,4.99,2005-08-23 20:07:08,6132
2,2461,343,6.99,2005-06-18 19:58:12,9276
2,12660,21,4.99,2005-08-18 19:07:23,566
2,1273,530,1.99,2005-06-15 07:52:35,14260
1,4770,573,2.99,2005-07-08 15:29:46,15347
2,6761,7,3.99,2005-07-12 15:17:42,192
2,5126,315,6.99,2005-07-09 07:25:35,8542
2,4371,90,4.99,2005-07-07 20:06:45,2445
1,6286,140,4.99,2005-07-11 16:55:35,3785
1,3028,264,0.99,2005-06-20 11:50:52,7129
1,2208,132,4.99,2005-06-18 02:22:07,3559
2,15665,487,2.99,2005-08-23 08:59:12,13165
2,12476,122,4.99,2005-08-18 12:22:40,3307
1,2903,53,2.99,2005-06-20 02:49:01,1462
2,12428,121,3.99,2005-08-18 10:24:21,3269
2,3615,49,0.99,2005-07-06 05:47:47,1339
2,413,307,4.99,2005-05-27 14:45:37,8326
1,5334,482,4.99,2005-07-09 17:00:13,13015
2,11152,494,3.99,2005-08-02 09:53:36,13321
2,7565,114,2.99,2005-07-27 22:33:59,3075
2,15546,223,5.99,2005-08-23 04:20:38,6039
2,7191,495,2.99,2005-07-27 08:36:15,13339
1,7771,175,0.99,2005-07-28 06:52:12,4746
1,10134,311,4.99,2005-07-31 21:56:10,8447
1,5513,356,0.99,2005-07-10 01:05:41,9613
1,10198,366,2.99,2005-08-01 00:36:15,9903
1,5962,507,0.99,2005-07-10 23:45:22,13672
2,15538,211,6.99,2005-08-23 04:07:37,5750
2,562,102,1.99,2005-05-28 09:01:21,2738
2,457,300,0.99,2005-05-27 19:52:29,8136
1,2049,182,2.99,2005-06-17 14:58:36,4951
2,3614,502,2.99,2005-07-06 05:46:05,13518
2,5692,244,0.99,2005-07-10 09:32:22,6598
1,7884,502,4.99,2005-07-28 10:37:24,13529
1,14264,295,0.99,2005-08-21 06:18:22,8013
1,5529,590,2.99,2005-07-10 02:11:13,15802
2,14157,128,0.99,2005-08-21 02:43:15,3466
2,14428,458,4.99,2005-08-21 11:27:07,12375
1,15296,55,4.99,2005-08-22 19:37:20,1534
2,2733,188,4.99,2005-06-19 15:21:53,5105
2,6096,420,4.99,2005-07-11 06:18:04,11359
2,9512,173,2.99,2005-07-31 00:26:30,4709
2,1717,277,2.99,2005-06-16 14:47:16,7497
1,12388,555,2.99,2005-08-18 08:48:09,14887
1,237,536,0.99,2005-05-26 12:15:13,14428
2,1177,210,2.99,2005-06-15 00:33:04,5689
1,3327,62,3.99,2005-06-21 09:04:50,1694
2,808,104,3.99,2005-05-29 19:08:20,2801
1,6510,446,4.99,2005-07-12 03:35:39,12038
2,4882,184,6.99,2005-07-08 19:42:03,5003
2,13646,242,5.99,2005-08-20 07:47:08,6563
1,13332,503,2.99,2005-08-19 20:00:51,13567
1,7452,285,9.99,2005-07-27 18:26:39,7720
2,11490,156,2.99,2005-08-02 22:36:00,4252
1,6839,357,0.99,2005-07-12 19:03:19,9650
1,14365,457,6.99,2005-08-21 09:25:13,12354
1,988,12,4.99,2005-05-30 23:08:03,303
1,7433,282,2.99,2005-07-27 17:32:20,7639
1,2929,333,1.99,2005-06-20 04:47:39,8990
2,820,22,8.99,2005-05-29 21:07:22,581
1,11034,586,2.99,2005-08-02 05:54:53,15700
1,15182,443,0.99,2005-08-22 15:47:05,11966
1,5307,32,9.99,2005-07-09 15:57:15,889
2,13969,237,6.99,2005-08-20 18:42:40,6414
1,13686,306,4.99,2005-08-20 08:57:28,8320
2,7359,183,0.99,2005-07-27 14:51:04,4986
1,11086,371,10.99,2005-08-02 07:38:44,10044
2,1703,589,4.99,2005-06-16 13:28:44,15768
2,2584,90,6.99,2005-06-19 05:02:36,2442
1,429,498,8.99,2005-05-27 16:21:26,13406
1,15544,30,4.99,2005-08-23 04:17:56,850
2,14731,154,2.99,2005-08-21 22:21:49,4206
2,742,483,6.99,2005-05-29 08:36:30,13037
1,6563,438,3.99,2005-07-12 05:34:09,11811
1,2682,538,4.99,2005-06-19 12:18:17,14482
2,10,399,5.99,2005-05-25 00:02:21,10785
2,6823,557,4.99,2005-07-12 18:24:31,14920
1,6165,9,5.99,2005-07-11 10:17:29,241
1,5885,331,1.99,2005-07-10 19:33:50,8944
2,3569,496,3.99,2005-07-06 03:17:23,13359
2,11841,270,2.99,2005-08-17 13:12:20,7322
1,10088,46,2.99,2005-07-31 20:16:21,1273
1,7096,3,5.99,2005-07-27 04:54:42,68
2,4823,206,4.99,2005-07-08 17:28:54,5577
1,1504,423,3.99,2005-06-15 22:08:06,11424
2,13238,348,2.99,2005-08-19 16:20:56,9426
1,13159,497,4.99,2005-08-19 13:19:59,13398
1,14963,384,5.99,2005-08-22 06:38:10,10416
1,4259,467,4.99,2005-07-07 14:22:18,12589
1,8950,11,9.99,2005-07-30 03:17:13,292
1,525,14,5.99,2005-05-28 04:25:33,360
2,4580,199,8.99,2005-07-08 06:04:23,5398
1,13105,279,7.99,2005-08-19 11:06:16,7574
2,6646,508,0.99,2005-07-12 10:41:34,13692
1,6808,263,1.99,2005-07-12 17:36:42,7110
2,6038,243,3.99,2005-07-11 03:10:37,6574
2,5435,273,7.99,2005-07-09 21:28:07,7377
2,6844,482,5.99,2005-07-12 19:14:53,13021
2,1256,470,0.99,2005-06-15 06:13:57,12691
2,1569,363,4.99,2005-06-16 03:19:09,9808
2,6185,294,5.99,2005-07-11 11:25:09,7959
1,9830,112,5.99,2005-07-31 11:59:05,3013
2,8187,87,7.99,2005-07-28 22:33:53,2370
2,3494,348,4.99,2005-07-05 23:47:30,9403
2,14201,427,6.99,2005-08-21 03:51:34,11554
1,12247,254,2.99,2005-08-18 03:51:51,6864
2,10259,566,2.99,2005-08-01 02:52:05,15179
2,10043,222,1.99,2005-07-31 19:02:07,6020
1,9433,128,5.99,2005-07-30 21:28:17,3454
1,8603,594,2.99,2005-07-29 13:07:07,15918
2,12582,462,0.99,2005-08-18 15:51:12,12493
1,6475,74,2.99,2005-07-12 01:36:57,2004
2,6129,222,2.99,2005-07-11 08:15:09,6014
1,9792,292,5.99,2005-07-31 10:43:41,7914
2,7702,349,2.99,2005-07-28 03:56:05,9446
1,13061,576,4.99,2005-08-19 09:43:39,15450
1,2147,279,4.99,2005-06-17 22:28:13,7556
2,3687,207,9.99,2005-07-06 09:38:33,5604
1,15599,103,5.99,2005-08-23 06:25:07,2797
1,13661,471,5.99,2005-08-20 08:05:59,12741
2,10497,499,2.99,2005-08-01 10:55:59,13450
1,2207,78,2.99,2005-06-18 02:19:21,2113
2,13822,499,3.99,2005-08-20 13:39:28,13459
2,2892,430,0.99,2005-06-20 02:06:39,11604
1,6373,115,0.99,2005-07-11 21:35:20,3103
1,3658,253,7.99,2005-07-06 08:01:08,6819
2,783,53,5.99,2005-05-29 14:41:18,1457
1,15224,81,5.99,2005-08-22 17:18:05,2213
2,5983,127,2.99,2005-07-11 00:34:11,3422
2,6349,216,7.99,2005-07-11 20:25:05,5866
1,644,316,8.99,2005-05-28 18:59:12,8555
1,13644,464,8.99,2005-08-20 07:46:30,12537
1,14411,502,4.99,2005-08-21 10:54:57,13542
2,2026,491,4.99,2005-06-17 13:05:38,13237
1,116,18,4.99,2005-05-25 19:27:51,469
2,15240,11,2.99,2005-08-22 17:46:41,301
1,7363,407,5.99,2005-07-27 14:58:29,11012
1,8716,48,6.99,2005-07-29 17:39:09,1322
1,12349,545,2.99,2005-08-18 07:23:42,14654
2,15082,137,7.99,2005-08-22 11:17:06,3715
1,15721,154,2.99,2005-08-23 11:16:16,4210
1,12103,153,1.99,2005-08-17 22:49:09,4172
1,704,330,3.99,2005-05-29 02:44:43,8907
1,2322,213,5.99,2005-06-18 09:44:21,5776
1,5406,563,0.99,2005-07-09 20:13:23,15086
1,5127,129,0.99,2005-07-09 07:25:47,3483
1,11258,242,4.99,2005-08-02 13:45:39,6556
1,6526,225,3.99,2005-07-12 04:21:20,6074
1,2787,307,4.99,2005-06-19 18:47:00,8332
1,12327,261,6.99,2005-08-18 06:43:22,7064
1,14686,34,5.99,2005-08-21 20:32:08,950
1,15738,38,5.99,2005-08-23 11:55:50,1067
1,2731,138,7.99,2005-06-19 15:14:55,3724
2,2069,551,4.99,2005-06-17 16:19:39,14785
2,6899,483,9.99,2005-07-12 21:44:16,13044
2,15934,216,4.99,2005-08-23 18:40:41,5878
1,8217,206,5.99,2005-07-28 23:44:13,5582
2,13201,508,2.99,2005-08-19 14:56:05,13707
2,15474,188,4.99,2005-08-23 01:39:10,5125
2,2165,471,2.99,2005-06-17 23:51:10,12725
2,6006,399,2.99,2005-07-11 01:38:42,10793
2,6578,229,4.99,2005-07-12 06:15:41,6171
2,10860,25,2.99,2005-08-02 00:12:32,677
1,12697,152,2.99,2005-08-18 20:14:56,4148
2,11304,413,2.99,2005-08-02 15:40:10,11181
1,3334,66,3.99,2005-06-21 10:04:33,1795
2,11180,534,5.99,2005-08-02 10:54:30,14389
1,12134,288,1.99,2005-08-17 23:49:43,7806
2,9099,250,0.99,2005-07-30 08:45:48,6749
2,9644,441,10.99,2005-07-31 05:40:35,11904
2,13307,547,2.99,2005-08-19 18:58:44,14706
1,2357,561,5.99,2005-06-18 12:59:41,15027
1,2329,587,4.99,2005-06-18 10:22:52,15714
2,13167,120,2.99,2005-08-19 13:36:41,3246
1,7231,86,2.99,2005-07-27 10:01:51,2340
2,1879,343,0.99,2005-06-17 02:57:34,9274
2,10367,242,0.99,2005-08-01 06:12:19,6552
2,152,57,9.99,2005-05-26 00:41:10,1565
2,4948,518,6.99,2005-07-08 22:54:21,13945
1,12590,308,6.99,2005-08-18 16:11:35,8374
1,9843,532,2.99,2005-07-31 12:25:28,14323
2,1397,444,3.99,2005-06-15 16:25:26,11972
1,7488,365,7.99,2005-07-27 19:36:15,9867
2,13546,390,3.99,2005-08-20 03:50:24,10581
1,15746,246,2.99,2005-08-23 12:26:19,6676
2,5859,220,0.99,2005-07-10 18:02:02,5954
2,2086,326,0.99,2005-06-17 17:32:07,8805
1,2869,155,4.99,2005-06-20 00:09:25,4215
1,1943,144,0.99,2005-06-17 07:49:17,3882
2,14086,253,3.99,2005-08-20 23:47:54,6834
1,9773,376,4.99,2005-07-31 09:56:56,10190
2,6972,434,0.99,2005-07-27 00:31:25,11703
2,3659,330,2.99,2005-07-06 08:03:14,8915
2,7354,598,0.99,2005-07-27 14:42:11,16020
1,5857,29,1.99,2005-07-10 17:59:29,794
1,6853,299,7.99,2005-07-12 19:38:11,8121
1,15965,509,2.99,2005-08-23 19:46:39,13730
2,4572,323,1.99,2005-07-08 05:36:59,8730
1,855,406,0.99,2005-05-30 02:00:28,10973
1,11163,505,0.99,2005-08-02 10:08:40,13619
1,11410,592,8.99,2005-08-02 19:29:01,15866
2,10648,270,4.99,2005-08-01 16:08:52,7319
2,3413,322,8.99,2005-06-21 16:57:07,8703
1,12698,497,4.99,2006-02-14 15:16:03,13404
1,1868,380,3.99,2005-06-17 02:03:22,10272
2,13424,216,0.99,2005-08-19 23:10:09,5873
1,9156,145,2.99,2005-07-30 11:04:55,3937
1,10374,307,0.99,2005-08-01 06:25:27,8349
2,459,468,0.99,2005-05-27 20:00:04,12614
2,10310,271,4.99,2005-08-01 04:24:47,7340
2,10645,130,5.99,2005-08-01 15:52:01,3521
2,10418,248,4.99,2005-08-01 08:11:07,6709
2,157,344,2.99,2005-05-26 01:25:21,9295
2,2962,364,3.99,2005-06-20 07:31:55,9840
1,5642,299,2.99,2005-07-10 06:46:08,8119
1,5606,51,4.99,2005-07-10 05:07:55,1401
1,3971,473,0.99,2005-07-06 22:50:40,12786
1,10660,253,2.99,2005-08-01 16:48:01,6829
1,9301,174,4.99,2005-07-30 16:34:29,4729
1,9359,501,2.99,2005-07-30 18:39:28,13502
2,6895,599,2.99,2005-07-12 21:23:59,16039
1,931,421,0.99,2005-05-30 12:53:01,11372
2,1919,197,4.99,2005-06-17 05:40:52,5328
1,3863,481,0.99,2005-07-06 17:40:18,12984
2,11349,73,4.99,2005-08-02 17:21:49,1987
1,9027,72,2.99,2005-07-30 05:58:27,1951
1,6112,366,6.99,2005-07-11 07:28:05,9889
2,1916,429,7.99,2005-06-17 05:29:59,11584
1,8039,203,0.99,2005-07-28 16:35:16,5504
2,10592,265,3.99,2005-08-01 14:13:00,7172
1,6394,52,7.99,2005-07-11 22:29:15,1434
2,2024,329,0.99,2005-06-17 13:00:51,8877
1,10375,202,2.99,2005-08-01 06:26:22,5487
1,105,108,4.99,2005-05-25 17:54:12,2903
2,5082,470,4.99,2005-07-09 05:28:38,12699
2,12768,458,0.99,2005-08-18 23:26:11,12371
1,9506,189,4.99,2005-07-31 00:19:01,5142
1,11084,369,4.99,2005-08-02 07:34:19,9995
1,6602,214,7.99,2005-07-12 07:50:24,5813
2,12805,345,4.99,2005-08-19 00:36:34,9333
1,2486,15,2.99,2005-06-18 21:26:56,386
1,9090,104,3.99,2005-07-30 08:24:42,2814
1,6552,493,4.99,2005-07-12 05:05:06,13284
1,14080,266,1.99,2005-08-20 23:29:50,7204
1,7345,572,4.99,2005-07-27 14:29:53,15321
2,7786,222,0.99,2005-07-28 07:18:26,6016
2,11333,225,1.99,2005-08-02 16:53:00,6084
2,6833,301,6.99,2005-07-12 18:53:34,8179
2,3341,591,2.99,2005-06-21 10:37:25,15818
2,8173,332,6.99,2005-07-28 21:35:44,8973
2,13748,410,2.99,2005-08-20 10:59:54,11113
2,6267,20,6.99,2005-07-11 15:53:00,525
1,14788,139,2.99,2005-08-22 00:27:59,3774
2,9005,204,0.99,2005-07-30 05:04:58,5536
2,11616,36,4.99,2005-08-17 04:00:01,1004
1,10955,490,7.99,2005-08-02 03:32:34,13227
2,10849,278,3.99,2005-08-01 23:51:00,7543
2,3342,196,4.99,2005-06-21 10:46:36,5292
2,6733,585,6.99,2005-07-12 14:04:01,15675
2,14502,378,4.99,2005-08-21 14:22:28,10246
2,6263,336,4.99,2005-07-11 15:33:50,9079
1,14740,333,2.99,2005-08-21 22:35:33,9011
2,10960,399,5.99,2005-08-02 03:46:18,10799
2,11530,400,2.99,2005-08-17 00:29:00,10827
1,6613,460,4.99,2005-07-12 08:30:07,12423
2,1525,304,4.99,2005-06-16 00:26:07,8247
1,1968,246,2.99,2005-06-17 09:20:36,6660
2,13659,520,2.99,2005-08-20 08:05:52,14013
2,1930,112,2.99,2005-06-17 06:50:46,3002
2,15507,563,0.99,2005-08-23 02:48:26,15099
1,10582,233,4.99,2005-08-01 13:54:22,6287
1,1832,220,0.99,2005-06-16 22:35:20,5950
2,4727,39,7.99,2005-07-08 12:54:15,1077
1,12009,296,2.99,2006-02-14 15:16:03,8046
1,3110,333,2.99,2005-06-20 17:40:12,8991
2,5633,480,2.99,2005-07-10 06:22:24,12963
1,7485,362,2.99,2005-07-27 19:29:09,9788
1,3839,231,2.99,2005-07-06 16:30:30,6224
2,6211,6,5.99,2005-07-11 12:39:01,156
2,8705,2,5.99,2005-07-29 17:14:29,42
1,5422,409,0.99,2005-07-09 20:55:47,11069
2,5257,292,0.99,2005-07-09 13:56:43,7903
2,1656,31,4.99,2005-06-16 10:05:40,852
1,15839,294,5.99,2005-08-23 15:34:46,7978
1,9369,36,2.99,2005-07-30 18:52:19,998
2,1257,267,4.99,2005-06-15 06:15:36,7212
2,399,204,4.99,2005-05-27 12:48:38,5517
1,7175,190,4.99,2005-07-27 08:03:22,5159
2,9119,305,4.99,2005-07-30 09:25:56,8283
2,5420,80,3.99,2005-07-09 20:48:42,2173
1,13830,61,0.99,2005-08-20 13:57:59,1683
2,5446,454,2.99,2005-07-09 21:59:55,12262
1,3513,223,5.99,2005-07-06 00:45:57,6027
1,7925,500,2.99,2005-07-28 12:10:02,13477
1,9226,3,1.99,2005-07-30 13:31:20,75
1,9222,95,6.99,2005-07-30 13:21:08,2586
1,13269,461,2.99,2005-08-19 17:34:00,12459
2,8630,406,0.99,2005-07-29 14:07:59,10992
2,104,310,0.99,2005-05-25 17:46:33,8412
2,7876,577,8.99,2005-07-28 10:24:22,15469
1,2916,590,6.99,2005-06-20 04:01:04,15796
2,7057,320,4.99,2005-07-27 03:50:03,8661
1,14687,550,4.99,2005-08-21 20:32:16,14775
1,9651,324,4.99,2005-07-31 05:48:49,8768
2,8366,39,1.99,2005-07-29 05:11:14,1082
1,1023,227,3.99,2005-05-31 03:26:50,6111
1,8028,137,8.99,2005-07-28 16:11:15,3696
1,11196,126,9.99,2005-08-02 11:42:40,3403
2,9919,291,7.99,2005-07-31 14:55:46,7889
2,6294,463,0.99,2005-07-11 17:25:55,12509
1,14612,445,6.99,2005-08-21 18:03:15,12018
2,13216,422,1.99,2005-08-19 15:36:05,11415
2,5384,180,0.99,2005-07-09 19:17:46,4896
2,8129,345,2.99,2005-07-28 19:47:02,9325
2,2786,594,0.99,2005-06-19 18:46:43,15907
2,8352,168,1.99,2005-07-29 04:52:01,4560
1,13011,529,4.99,2005-08-19 07:53:58,14251
2,6555,188,4.99,2005-07-12 05:08:16,5110
1,306,547,0.99,2005-05-26 21:31:57,14686
1,422,150,3.99,2005-05-27 15:31:55,4084
2,3185,234,6.99,2005-06-20 22:58:01,6300
2,8984,485,6.99,2005-07-30 04:31:50,13100
1,9013,347,4.99,2005-07-30 05:19:20,9386
2,2035,158,6.99,2005-06-17 13:45:09,4296
1,4860,123,8.99,2005-07-08 18:54:07,3319
1,13482,183,2.99,2005-08-20 01:14:30,4995
1,7482,348,6.99,2005-07-27 19:24:16,9413
1,2313,379,5.99,2005-06-18 08:56:45,10251
1,1058,116,4.99,2005-05-31 08:04:17,3121
1,15828,327,5.99,2005-08-23 15:16:32,8848
2,7718,4,2.99,2005-07-28 04:37:59,93
1,1587,62,0.99,2005-06-16 04:52:28,1690
2,11074,277,3.99,2005-08-02 07:21:43,7515
2,13753,495,0.99,2006-02-14 15:16:03,13355
1,2105,57,0.99,2005-06-17 19:15:45,1568
1,12718,176,2.99,2005-08-18 21:21:44,4793
2,1382,455,1.99,2005-06-15 15:18:08,12283
2,10979,160,5.99,2005-08-02 04:16:37,4360
1,8890,470,6.99,2005-07-30 00:42:06,12707
1,15563,372,2.99,2005-08-23 05:08:58,10087
2,3772,338,2.99,2005-07-06 13:22:53,9135
1,985,564,2.99,2005-05-30 22:18:35,15103
1,78,135,5.99,2005-05-25 11:35:18,3636
2,12911,367,6.99,2005-08-19 04:24:10,9936
2,1828,68,5.99,2005-06-16 22:04:34,1845
1,11771,324,6.99,2005-08-17 10:17:09,8771
2,8643,59,4.99,2005-07-29 14:45:23,1634
2,14776,15,4.99,2005-08-21 23:53:35,412
1,7453,29,0.99,2005-07-27 18:27:13,797
2,552,106,3.99,2005-05-28 07:53:38,2850
2,12520,52,0.99,2005-08-18 13:42:45,1447
1,10126,39,0.99,2005-07-31 21:36:07,1088
2,1229,468,2.99,2005-06-15 03:53:13,12616
1,3209,307,4.99,2005-06-21 00:51:06,8335
2,8034,502,4.99,2005-07-28 16:20:26,13530
2,3262,9,4.99,2005-06-21 04:08:43,235
1,9411,536,8.99,2005-07-30 20:38:22,14442
1,1202,451,0.99,2005-06-15 02:08:04,12163
1,12730,7,2.99,2005-08-18 21:55:01,202
1,9947,138,9.99,2005-07-31 15:49:40,3738
1,2276,594,6.99,2005-06-18 06:33:48,15906
1,4729,205,4.99,2005-07-08 12:59:40,5558
2,15411,461,2.99,2005-08-22 23:35:41,12465
1,7860,241,2.99,2005-07-28 09:58:02,6518
1,13704,4,2.99,2005-08-20 09:32:04,103
1,10818,309,2.99,2005-08-01 22:52:45,8405
2,3780,99,6.99,2005-07-06 13:52:02,2667
1,2337,582,7.99,2005-06-18 11:15:27,15590
2,8479,195,0.99,2005-07-29 08:42:04,5269
1,2249,285,5.99,2005-06-18 05:03:08,7710
2,14643,119,6.99,2005-08-21 19:11:58,3215
2,15298,1,2.99,2005-08-22 19:41:37,31
1,9653,383,0.99,2005-07-31 05:55:38,10381
1,2727,129,3.99,2005-06-19 15:02:39,3471
1,13052,502,9.99,2005-08-19 09:31:42,13541
1,8910,569,2.99,2005-07-30 01:29:48,15240
2,11312,190,6.99,2005-08-02 15:56:51,5166
1,12668,14,2.99,2005-08-18 19:16:47,380
2,14609,551,4.99,2005-08-21 17:57:26,14801
2,14141,190,4.99,2005-08-21 02:07:22,5172
1,2740,92,8.99,2005-06-19 15:59:04,2508
1,15469,597,4.99,2005-08-23 01:29:59,16007
1,3052,329,5.99,2005-06-20 13:09:19,8881
2,1874,30,1.99,2005-06-17 02:39:20,818
1,1755,117,2.99,2005-06-16 17:18:44,3150
1,6114,404,1.99,2005-07-11 07:33:48,10922
1,11550,339,2.99,2005-08-17 01:02:06,9175
2,807,235,2.99,2005-05-29 18:50:50,6319
2,8757,462,2.99,2005-07-29 19:19:10,12487
1,876,339,5.99,2005-05-30 05:41:22,9154
1,5946,308,2.99,2005-07-10 22:57:29,8364
2,12474,78,8.99,2005-08-18 12:10:03,2134
1,1626,260,3.99,2005-06-16 07:49:47,7014
2,3159,388,7.99,2005-06-20 21:11:50,10505
1,3243,426,0.99,2005-06-21 03:00:11,11511
1,861,502,0.99,2005-05-30 02:48:32,13512
2,6011,527,4.99,2005-07-11 01:54:48,14188
1,1622,311,4.99,2005-06-16 07:33:18,8437
2,13833,175,6.99,2005-08-20 14:00:29,4757
1,9282,259,6.99,2005-07-30 15:17:31,6995
1,4974,152,4.99,2005-07-09 00:00:36,4141
2,911,366,6.99,2005-05-30 10:50:22,9881
2,11067,85,8.99,2005-08-02 07:03:24,2320
1,10946,56,4.99,2005-08-02 03:20:39,1554
1,15678,413,2.99,2005-08-23 09:23:45,11190
